Wavelength (nm),Sum(calc),Si I (3.4e-1),Si II (6.6e-1),Si III (3.0e-5)
570.84,9.306e-2,1.020e-12,9.306e-2,5.908e-12
570.87,7.928e-2,1.020e-12,7.928e-2,4.474e-12
570.89,7.040e-2,1.019e-12,7.040e-2,3.687e-12
570.92,5.785e-2,1.019e-12,5.785e-2,2.742e-12
570.94,5.015e-2,1.019e-12,5.015e-2,2.256e-12
570.97,3.974e-2,1.019e-12,3.974e-2,1.721e-12
570.99,3.362e-2,1.019e-12,3.362e-2,1.485e-12
571.02,2.568e-2,1.018e-12,2.568e-2,1.300e-12
571.04,2.120e-2,1.018e-12,2.120e-2,1.286e-12
571.07,1.561e-2,1.018e-12,1.561e-2,1.434e-12
571.09,1.257e-2,1.018e-12,1.257e-2,1.652e-12
571.12,8.925e-3,1.018e-12,8.925e-3,2.178e-12
571.14,7.015e-3,1.018e-12,7.015e-3,2.677e-12
571.17,4.799e-3,1.017e-12,4.799e-3,3.680e-12
571.19,3.681e-3,1.017e-12,3.681e-3,4.541e-12
571.22,2.427e-3,1.017e-12,2.427e-3,6.155e-12
571.24,1.816e-3,1.017e-12,1.816e-3,7.466e-12
571.26,1.346e-3,1.017e-12,1.346e-3,8.979e-12
571.29,8.428e-4,1.016e-12,8.428e-4,1.164e-11
571.31,6.093e-4,1.016e-12,6.093e-4,1.367e-11
571.34,3.678e-4,1.016e-12,3.678e-4,1.710e-11
571.36,2.595e-4,1.016e-12,2.595e-4,1.961e-11
571.39,1.509e-4,1.016e-12,1.509e-4,2.365e-11
571.41,1.039e-4,1.015e-12,1.039e-4,2.647e-11
571.44,5.826e-5,1.015e-12,5.826e-5,3.077e-11
571.46,3.913e-5,1.015e-12,3.913e-5,3.361e-11
571.49,2.115e-5,1.015e-12,2.115e-5,3.766e-11
571.51,1.386e-5,1.015e-12,1.386e-5,4.013e-11
571.54,7.219e-6,1.014e-12,7.219e-6,4.335e-11
571.56,4.616e-6,1.014e-12,4.616e-6,4.508e-11
571.59,2.317e-6,1.014e-12,2.317e-6,4.694e-11
571.61,1.446e-6,1.014e-12,1.446e-6,4.763e-11
571.63,8.934e-7,1.014e-12,8.933e-7,4.787e-11
571.66,4.260e-7,1.013e-12,4.259e-7,4.734e-11
571.68,2.568e-7,1.013e-12,2.568e-7,4.643e-11
571.71,1.180e-7,1.013e-12,1.180e-7,4.426e-11
571.73,6.944e-8,1.013e-12,6.940e-8,4.235e-11
571.76,3.078e-8,1.013e-12,3.074e-8,3.892e-11
571.78,1.768e-8,1.012e-12,1.764e-8,3.634e-11
571.81,7.563e-9,1.012e-12,7.530e-9,3.220e-11
571.83,4.246e-9,1.012e-12,4.217e-9,2.934e-11
571.86,1.760e-9,1.012e-12,1.735e-9,2.505e-11
571.88,9.703e-10,1.012e-12,9.481e-10,2.228e-11
571.91,3.943e-10,1.011e-12,3.759e-10,1.834e-11
571.93,2.164e-10,1.011e-12,2.004e-10,1.591e-11
571.96,8.924e-11,1.011e-12,7.661e-11,1.263e-11
571.98,5.055e-11,1.011e-12,3.985e-11,1.070e-11
572,2.950e-11,1.011e-12,2.053e-11,8.972e-12
572.03,1.422e-11,1.010e-12,7.452e-12,6.771e-12
572.05,9.293e-12,1.010e-12,3.745e-12,5.547e-12
572.08,5.355e-12,1.010e-12,1.310e-12,4.045e-12
572.1,3.884e-12,1.010e-12,6.426e-13,3.242e-12
572.13,2.509e-12,1.010e-12,2.167e-13,2.292e-12
572.15,1.909e-12,1.010e-12,1.037e-13,1.805e-12
572.18,1.284e-12,1.009e-12,3.370e-14,1.251e-12
572.2,9.934e-13,1.009e-12,1.573e-14,9.777e-13
572.23,6.852e-13,1.009e-12,4.928e-15,6.803e-13
572.25,5.428e-13,1.009e-12,2.245e-15,5.405e-13
572.28,3.964e-13,1.008e-12,6.778e-16,3.957e-13
572.3,3.317e-13,1.008e-12,3.013e-16,3.314e-13
572.33,2.689e-13,1.008e-12,8.767e-17,2.688e-13
572.35,2.430e-13,1.008e-12,3.803e-17,2.430e-13
572.37,2.257e-13,1.008e-12,3.898e-17,2.257e-13
572.4,2.101e-13,1.008e-12,4.041e-17,2.101e-13
572.42,2.038e-13,1.007e-12,4.137e-17,2.038e-13
572.45,1.969e-13,1.007e-12,4.280e-17,1.969e-13
572.47,1.926e-13,1.007e-12,4.375e-17,1.926e-13
572.5,1.853e-13,1.007e-12,4.518e-17,1.853e-13
572.52,1.794e-13,1.007e-12,4.613e-17,1.794e-13
572.55,1.685e-13,1.006e-12,4.756e-17,1.685e-13
572.57,1.600e-13,1.006e-12,4.852e-17,1.600e-13
572.6,1.456e-13,1.006e-12,4.995e-17,1.456e-13
572.62,1.352e-13,1.006e-12,5.090e-17,1.352e-13
572.65,1.188e-13,1.006e-12,5.233e-17,1.188e-13
572.67,1.078e-13,1.005e-12,5.329e-17,1.078e-13
572.7,9.156e-14,1.005e-12,5.472e-17,9.156e-14
572.72,8.129e-14,1.005e-12,5.567e-17,8.129e-14
572.74,7.171e-14,1.005e-12,5.662e-17,7.171e-14
572.77,5.922e-14,1.005e-12,5.805e-17,5.922e-14
572.79,5.267e-14,1.004e-12,5.901e-17,5.267e-14
572.82,4.696e-14,1.004e-12,6.044e-17,4.696e-14
572.84,4.739e-14,1.004e-12,6.139e-17,4.739e-14
572.87,5.919e-14,1.004e-12,6.282e-17,5.919e-14
572.89,7.958e-14,1.004e-12,6.378e-17,7.958e-14
572.92,1.449e-13,1.003e-12,6.521e-17,1.449e-13
572.94,2.281e-13,1.003e-12,6.616e-17,2.281e-13
572.97,4.623e-13,1.003e-12,6.759e-17,4.623e-13
572.99,7.412e-13,1.003e-12,6.855e-17,7.412e-13
573.02,1.489e-12,1.003e-12,6.998e-17,1.489e-12
573.04,2.347e-12,1.002e-12,7.093e-17,2.347e-12
573.07,4.568e-12,1.002e-12,7.236e-17,4.568e-12
573.09,7.036e-12,1.002e-12,7.331e-17,7.036e-12
573.12,1.321e-11,1.002e-12,7.474e-17,1.321e-11
573.14,1.987e-11,1.002e-12,7.570e-17,1.987e-11
573.16,2.958e-11,1.002e-12,7.665e-17,2.958e-11
573.19,5.279e-11,1.001e-12,7.808e-17,5.279e-11
573.21,7.673e-11,1.001e-12,7.904e-17,7.673e-11
573.24,1.320e-10,1.001e-12,8.047e-17,1.320e-10
573.26,1.873e-10,1.001e-12,8.142e-17,1.873e-10
573.29,3.108e-10,1.001e-12,8.285e-17,3.108e-10
573.31,4.303e-10,1.000e-12,8.380e-17,4.303e-10
573.34,6.883e-10,1.000e-12,8.523e-17,6.883e-10
573.36,9.302e-10,9.999e-13,8.619e-17,9.302e-10
573.39,1.435e-9,9.997e-13,8.762e-17,1.435e-9
573.41,1.893e-9,9.996e-13,8.857e-17,1.893e-9
573.44,2.815e-9,9.993e-13,9.000e-17,2.815e-9
573.46,3.624e-9,9.992e-13,9.096e-17,3.624e-9
573.49,5.197e-9,9.989e-13,9.239e-17,5.197e-9
573.51,6.530e-9,9.988e-13,9.334e-17,6.530e-9
573.53,8.125e-9,9.986e-13,9.429e-17,8.125e-9
573.56,1.107e-8,9.984e-13,9.572e-17,1.107e-8
573.58,1.345e-8,9.982e-13,9.668e-17,1.345e-8
573.61,1.767e-8,9.980e-13,9.811e-17,1.767e-8
573.63,2.095e-8,9.978e-13,9.906e-17,2.095e-8
573.66,2.654e-8,9.976e-13,1.005e-16,2.654e-8
573.68,3.071e-8,9.974e-13,1.014e-16,3.071e-8
573.71,3.752e-8,9.972e-13,1.029e-16,3.752e-8
573.73,4.236e-8,9.970e-13,1.038e-16,4.236e-8
573.76,4.990e-8,9.968e-13,1.053e-16,4.990e-8
573.78,5.499e-8,9.966e-13,1.062e-16,5.499e-8
573.81,6.247e-8,9.964e-13,1.076e-16,6.247e-8
573.83,6.719e-8,9.962e-13,1.086e-16,6.719e-8
573.86,7.360e-8,9.960e-13,1.100e-16,7.360e-8
573.88,7.726e-8,9.958e-13,1.110e-16,7.726e-8
573.9,8.032e-8,9.957e-13,1.119e-16,8.032e-8
573.93,8.361e-8,9.954e-13,1.134e-16,8.361e-8
573.95,8.483e-8,9.953e-13,1.143e-16,8.483e-8
573.98,8.514e-8,9.950e-13,1.158e-16,8.514e-8
574,8.432e-8,9.949e-13,1.167e-16,8.432e-8
574.03,8.160e-8,9.946e-13,1.181e-16,8.160e-8
574.05,7.887e-8,9.945e-13,1.191e-16,7.887e-8
574.08,7.360e-8,9.943e-13,1.205e-16,7.360e-8
574.1,6.943e-8,9.941e-13,1.215e-16,6.943e-8
574.13,6.247e-8,9.939e-13,1.229e-16,6.247e-8
574.15,5.752e-8,9.937e-13,1.239e-16,5.752e-8
574.18,4.990e-8,9.935e-13,1.253e-16,4.990e-8
574.2,4.485e-8,9.933e-13,1.262e-16,4.485e-8
574.23,3.752e-8,9.931e-13,1.277e-16,3.752e-8
574.25,3.291e-8,9.929e-13,1.286e-16,3.291e-8
574.27,2.858e-8,9.928e-13,1.296e-16,2.858e-8
574.3,2.272e-8,9.925e-13,1.310e-16,2.272e-8
574.32,1.926e-8,9.924e-13,1.320e-16,1.926e-8
574.35,1.477e-8,9.921e-13,1.334e-16,1.477e-8
574.37,1.222e-8,9.920e-13,1.343e-16,1.222e-8
574.4,9.030e-9,9.917e-13,1.358e-16,9.030e-9
574.42,7.293e-9,9.916e-13,1.367e-16,7.293e-9
574.45,5.197e-9,9.913e-13,1.382e-16,5.197e-9
574.47,4.097e-9,9.912e-13,1.391e-16,4.097e-9
574.5,2.815e-9,9.909e-13,1.405e-16,2.815e-9
574.52,2.166e-9,9.908e-13,1.415e-16,2.166e-9
574.55,1.435e-9,9.905e-13,1.429e-16,1.435e-9
574.57,1.077e-9,9.904e-13,1.439e-16,1.077e-9
574.6,6.883e-10,9.901e-13,1.453e-16,6.883e-10
574.62,5.044e-10,9.900e-13,1.463e-16,5.044e-10
574.65,3.108e-10,9.897e-13,1.477e-16,3.108e-10
574.67,2.223e-10,9.896e-13,1.487e-16,2.223e-10
574.69,1.574e-10,9.894e-13,1.496e-16,1.574e-10
574.72,9.217e-11,9.892e-13,1.510e-16,9.217e-11
574.74,6.372e-11,9.890e-13,1.520e-16,6.372e-11
574.77,3.597e-11,9.888e-13,1.534e-16,3.597e-11
574.79,2.427e-11,9.886e-13,1.544e-16,2.427e-11
574.82,1.321e-11,9.884e-13,1.558e-16,1.321e-11
574.84,8.700e-12,9.882e-13,1.568e-16,8.700e-12
574.87,4.566e-12,9.880e-13,1.582e-16,4.566e-12
574.89,2.935e-12,9.878e-13,1.591e-16,2.935e-12
574.92,1.485e-12,9.876e-13,1.606e-16,1.485e-12
574.94,9.317e-13,9.875e-13,1.615e-16,9.317e-13
574.97,4.546e-13,9.872e-13,1.630e-16,4.546e-13
574.99,2.784e-13,9.871e-13,1.639e-16,2.784e-13
575.02,1.310e-13,9.868e-13,1.653e-16,1.310e-13
575.04,7.827e-14,9.867e-13,1.663e-16,7.827e-14
575.06,4.632e-14,9.865e-13,1.672e-16,4.632e-14
575.09,2.071e-14,9.863e-13,1.687e-16,2.071e-14
575.11,1.196e-14,9.861e-13,1.696e-16,1.196e-14
575.14,5.157e-15,9.859e-13,1.711e-16,5.157e-15
575.16,2.907e-15,9.857e-13,1.720e-16,2.907e-15
575.19,1.209e-15,9.855e-13,1.734e-16,1.209e-15
575.21,6.650e-16,9.853e-13,1.744e-16,6.650e-16
575.24,2.666e-16,9.851e-13,1.758e-16,2.666e-16
575.26,1.432e-16,9.849e-13,1.768e-16,1.432e-16
575.29,5.533e-17,9.847e-13,1.782e-16,5.533e-17
575.31,2.900e-17,9.845e-13,1.792e-16,2.900e-17
575.34,1.081e-17,9.843e-13,1.806e-16,1.081e-17
575.36,5.529e-18,9.841e-13,1.816e-16,5.529e-18
575.39,1.987e-18,9.839e-13,1.830e-16,1.987e-18
575.41,9.920e-19,9.837e-13,1.839e-16,9.920e-19
575.43,4.905e-19,9.836e-13,1.849e-16,4.905e-19
575.46,1.675e-19,9.833e-13,1.863e-16,1.675e-19
575.48,8.084e-20,9.832e-13,1.873e-16,8.084e-20
575.51,2.661e-20,9.829e-13,1.887e-16,2.661e-20
575.53,1.254e-20,9.828e-13,1.897e-16,1.254e-20
575.56,3.980e-21,9.826e-13,1.911e-16,3.980e-21
575.58,1.830e-21,9.824e-13,1.920e-16,1.830e-21
575.61,5.601e-22,9.822e-13,1.935e-16,5.601e-22
575.63,2.513e-22,9.820e-13,1.944e-16,2.513e-22
575.66,7.419e-23,9.818e-13,1.959e-16,7.419e-23
575.68,3.249e-23,9.816e-13,1.968e-16,3.249e-23
575.71,9.247e-24,9.814e-13,1.982e-16,9.247e-24
588.09,1.665e-27,8.835e-13,7.885e-16,1.665e-27
588.12,5.663e-27,8.832e-13,7.900e-16,5.663e-27
588.14,1.266e-26,8.831e-13,7.909e-16,1.266e-26
588.17,4.162e-26,8.828e-13,7.924e-16,4.162e-26
588.19,9.094e-26,8.827e-13,7.933e-16,9.094e-26
588.22,2.887e-25,8.824e-13,7.947e-16,2.887e-25
588.24,6.166e-25,8.823e-13,7.957e-16,6.166e-25
588.27,1.891e-24,8.820e-13,7.971e-16,1.891e-24
588.29,3.947e-24,8.819e-13,7.981e-16,3.947e-24
588.32,1.170e-23,8.816e-13,7.995e-16,1.170e-23
588.34,2.386e-23,8.815e-13,8.005e-16,2.386e-23
588.37,6.830e-23,8.812e-13,8.019e-16,6.830e-23
588.39,1.361e-22,8.811e-13,8.029e-16,1.361e-22
588.41,2.689e-22,8.809e-13,8.038e-16,2.689e-22
588.44,7.335e-22,8.807e-13,8.052e-16,7.335e-22
588.46,1.416e-21,8.805e-13,8.062e-16,1.416e-21
588.49,3.731e-21,8.803e-13,8.076e-16,3.731e-21
588.51,7.037e-21,8.801e-13,8.086e-16,7.037e-21
588.54,1.792e-20,8.799e-13,8.100e-16,1.792e-20
588.56,3.303e-20,8.797e-13,8.110e-16,3.303e-20
588.59,8.125e-20,8.795e-13,8.124e-16,8.125e-20
588.61,1.464e-19,8.793e-13,8.133e-16,1.464e-19
588.64,3.478e-19,8.791e-13,8.148e-16,3.478e-19
588.66,6.123e-19,8.790e-13,8.157e-16,6.123e-19
588.69,1.406e-18,8.787e-13,8.172e-16,1.406e-18
588.71,2.419e-18,8.786e-13,8.181e-16,2.419e-18
588.74,5.365e-18,8.783e-13,8.195e-16,5.365e-18
588.76,9.021e-18,8.782e-13,8.205e-16,9.021e-18
588.78,1.503e-17,8.780e-13,8.214e-16,1.503e-17
588.81,3.176e-17,8.778e-13,8.229e-16,3.176e-17
588.83,5.171e-17,8.776e-13,8.238e-16,5.171e-17
588.86,1.056e-16,8.774e-13,8.253e-16,1.056e-16
588.88,1.680e-16,8.772e-13,8.262e-16,1.680e-16
588.91,3.314e-16,8.770e-13,8.276e-16,3.314e-16
588.93,5.153e-16,8.768e-13,8.286e-16,5.153e-16
588.96,9.821e-16,8.766e-13,8.300e-16,9.821e-16
588.98,1.492e-15,8.764e-13,8.310e-16,1.492e-15
589.01,2.748e-15,8.762e-13,8.324e-16,2.748e-15
589.03,4.081e-15,8.760e-13,8.334e-16,4.081e-15
589.06,7.259e-15,8.758e-13,8.348e-16,7.259e-15
589.08,1.053e-14,8.756e-13,8.358e-16,1.053e-14
589.11,1.810e-14,8.754e-13,8.372e-16,1.810e-14
589.13,2.568e-14,8.752e-13,8.381e-16,2.568e-14
589.15,3.609e-14,8.751e-13,8.391e-16,3.609e-14
589.18,5.909e-14,8.748e-13,8.405e-16,5.909e-14
589.2,8.115e-14,8.747e-13,8.415e-16,8.115e-14
589.23,1.284e-13,8.744e-13,8.429e-16,1.284e-13
589.25,1.723e-13,8.743e-13,8.439e-16,1.723e-13
589.28,2.633e-13,8.740e-13,8.453e-16,2.633e-13
589.3,3.454e-13,8.739e-13,8.462e-16,3.454e-13
589.33,5.100e-13,8.737e-13,8.477e-16,5.100e-13
589.35,6.538e-13,8.735e-13,8.486e-16,6.538e-13
589.38,9.326e-13,8.733e-13,8.501e-16,9.326e-13
589.4,1.168e-12,8.731e-13,8.510e-16,1.168e-12
589.43,1.610e-12,8.729e-13,8.524e-16,1.610e-12
589.45,1.971e-12,8.727e-13,8.534e-16,1.971e-12
589.48,2.624e-12,8.725e-13,8.548e-16,2.624e-12
589.5,3.140e-12,8.723e-13,8.558e-16,3.140e-12
589.53,4.039e-12,8.721e-13,8.572e-16,4.039e-12
589.55,4.722e-12,8.719e-13,8.582e-16,4.722e-12
589.57,5.471e-12,8.718e-13,8.591e-16,5.471e-12
589.6,6.705e-12,8.715e-13,8.605e-16,6.705e-12
589.62,7.592e-12,8.714e-13,8.615e-16,7.592e-12
589.65,8.989e-12,8.711e-13,8.629e-16,8.989e-12
589.67,9.946e-12,8.710e-13,8.639e-16,9.946e-12
589.7,1.138e-11,8.707e-13,8.653e-16,1.138e-11
589.72,1.230e-11,8.706e-13,8.663e-16,1.230e-11
589.75,1.360e-11,8.703e-13,8.677e-16,1.360e-11
589.77,1.437e-11,8.702e-13,8.687e-16,1.437e-11
589.8,1.534e-11,8.699e-13,8.701e-16,1.534e-11
589.82,1.584e-11,8.698e-13,8.710e-16,1.584e-11
589.85,1.634e-11,8.695e-13,8.725e-16,1.634e-11
589.87,1.649e-11,8.694e-13,8.734e-16,1.649e-11
589.9,1.644e-11,8.691e-13,8.749e-16,1.644e-11
589.92,1.621e-11,8.690e-13,8.758e-16,1.621e-11
589.94,1.584e-11,8.688e-13,8.768e-16,1.584e-11
589.97,1.505e-11,8.686e-13,8.782e-16,1.505e-11
589.99,1.437e-11,8.684e-13,8.791e-16,1.437e-11
590.02,1.318e-11,8.682e-13,8.806e-16,1.318e-11
590.04,1.230e-11,8.680e-13,8.815e-16,1.230e-11
590.07,1.090e-11,8.678e-13,8.830e-16,1.090e-11
590.09,9.946e-12,8.676e-13,8.839e-16,9.946e-12
590.12,8.517e-12,8.674e-13,8.853e-16,8.517e-12
590.14,7.592e-12,8.672e-13,8.863e-16,7.592e-12
590.17,6.280e-12,8.670e-13,8.877e-16,6.280e-12
590.19,5.471e-12,8.669e-13,8.887e-16,5.471e-12
590.22,4.372e-12,8.666e-13,8.901e-16,4.372e-12
590.24,3.722e-12,8.665e-13,8.911e-16,3.722e-12
590.27,2.874e-12,8.662e-13,8.925e-16,2.874e-12
590.29,2.391e-12,8.661e-13,8.934e-16,2.391e-12
590.31,1.971e-12,8.659e-13,8.944e-16,1.971e-12
590.34,1.450e-12,8.657e-13,8.958e-16,1.450e-12
590.36,1.168e-12,8.655e-13,8.968e-16,1.168e-12
590.39,8.304e-13,8.653e-13,8.982e-16,8.304e-13
590.41,6.538e-13,8.651e-13,8.992e-16,6.538e-13
590.44,4.489e-13,8.649e-13,9.006e-16,4.489e-13
590.46,3.454e-13,8.647e-13,9.016e-16,3.454e-13
590.49,2.292e-13,8.645e-13,9.030e-16,2.292e-13
590.51,1.723e-13,8.643e-13,9.039e-16,1.723e-13
590.54,1.104e-13,8.641e-13,9.054e-16,1.104e-13
590.56,8.115e-14,8.639e-13,9.063e-16,8.115e-14
590.59,5.025e-14,8.637e-13,9.078e-16,5.025e-14
590.61,3.609e-14,8.635e-13,9.087e-16,3.609e-14
590.64,2.159e-14,8.633e-13,9.101e-16,2.159e-14
590.66,1.515e-14,8.631e-13,9.111e-16,1.515e-14
590.68,1.053e-14,8.630e-13,9.120e-16,1.053e-14
590.71,6.005e-15,8.627e-13,9.135e-16,6.005e-15
590.73,4.081e-15,8.626e-13,9.144e-16,4.081e-15
590.76,2.247e-15,8.623e-13,9.159e-16,2.247e-15
590.78,1.492e-15,8.622e-13,9.168e-16,1.492e-15
590.81,7.940e-16,8.619e-13,9.182e-16,7.940e-16
590.83,5.153e-16,8.618e-13,9.192e-16,5.153e-16
590.86,2.649e-16,8.616e-13,9.206e-16,2.649e-16
590.88,1.680e-16,8.614e-13,9.216e-16,1.680e-16
590.91,8.342e-17,8.612e-13,9.230e-16,8.342e-17
590.93,5.171e-17,8.610e-13,9.240e-16,5.171e-17
590.96,2.481e-17,8.608e-13,9.254e-16,2.481e-17
590.98,1.503e-17,8.606e-13,9.263e-16,1.503e-17
591.01,6.965e-18,8.604e-13,9.278e-16,6.965e-18
591.03,4.123e-18,8.602e-13,9.287e-16,4.123e-18
591.06,1.846e-18,8.600e-13,9.302e-16,1.846e-18
591.08,1.068e-18,8.598e-13,9.311e-16,1.068e-18
591.1,6.123e-19,8.597e-13,9.321e-16,6.123e-19
591.13,2.612e-19,8.594e-13,9.335e-16,2.612e-19
591.15,1.464e-19,8.593e-13,9.345e-16,1.464e-19
591.18,6.033e-20,8.590e-13,9.359e-16,6.033e-20
591.2,3.303e-20,8.589e-13,9.368e-16,3.303e-20
591.23,1.315e-20,8.586e-13,9.383e-16,1.315e-20
591.25,7.037e-21,8.585e-13,9.392e-16,7.037e-21
591.28,2.707e-21,8.582e-13,9.407e-16,2.707e-21
591.3,1.416e-21,8.581e-13,9.416e-16,1.416e-21
591.33,5.261e-22,8.578e-13,9.430e-16,5.261e-22
591.35,2.689e-22,8.577e-13,9.440e-16,2.689e-22
591.38,9.654e-23,8.574e-13,9.454e-16,9.654e-23
591.4,4.821e-23,8.573e-13,9.464e-16,4.821e-23
591.43,1.672e-23,8.570e-13,9.478e-16,1.672e-23
591.45,8.162e-24,8.569e-13,9.488e-16,8.162e-24
591.47,3.947e-24,8.567e-13,9.497e-16,3.947e-24
591.5,1.305e-24,8.565e-13,9.511e-16,1.305e-24
591.52,6.166e-25,8.563e-13,9.521e-16,6.166e-25
591.55,1.969e-25,8.561e-13,9.535e-16,1.969e-25
591.57,9.094e-26,8.559e-13,9.545e-16,9.094e-26
591.6,2.805e-26,8.557e-13,9.559e-16,2.805e-26
591.62,1.266e-26,8.555e-13,9.569e-16,1.266e-26
591.65,3.774e-27,8.553e-13,9.583e-16,3.774e-27
591.67,1.665e-27,8.551e-13,9.592e-16,1.665e-27
593.94,1.067e-15,8.372e-13,1.067e-15,1.527e-27
593.97,3.618e-15,8.370e-13,3.618e-15,1.525e-27
593.99,8.071e-15,8.368e-13,8.071e-15,1.524e-27
594.02,2.644e-14,8.366e-13,2.644e-14,1.522e-27
594.04,5.768e-14,8.364e-13,5.768e-14,1.521e-27
594.07,1.827e-13,8.362e-13,1.827e-13,1.519e-27
594.09,3.896e-13,8.360e-13,3.896e-13,1.518e-27
594.11,8.234e-13,8.359e-13,8.234e-13,1.517e-27
594.14,2.488e-12,8.356e-13,2.488e-12,1.515e-27
594.16,5.140e-12,8.355e-13,5.140e-12,1.514e-27
594.19,1.501e-11,8.352e-13,1.501e-11,1.512e-27
594.21,3.033e-11,8.351e-13,3.033e-11,1.511e-27
594.24,8.563e-11,8.348e-13,8.563e-11,1.509e-27
594.26,1.691e-10,8.347e-13,1.691e-10,1.507e-27
594.29,4.617e-10,8.344e-13,4.617e-10,1.506e-27
594.31,8.917e-10,8.343e-13,8.917e-10,1.504e-27
594.34,2.353e-9,8.340e-13,2.353e-9,1.503e-27
594.36,4.443e-9,8.339e-13,4.443e-9,1.501e-27
594.39,1.133e-8,8.336e-13,1.133e-8,1.500e-27
594.41,2.092e-8,8.335e-13,2.092e-8,1.498e-27
594.44,5.161e-8,8.332e-13,5.161e-8,1.497e-27
594.46,9.315e-8,8.331e-13,9.315e-8,1.495e-27
594.49,2.221e-7,8.328e-13,2.221e-7,1.493e-27
594.51,3.920e-7,8.327e-13,3.920e-7,1.492e-27
594.53,6.855e-7,8.325e-13,6.855e-7,1.491e-27
594.56,1.559e-6,8.323e-13,1.559e-6,1.489e-27
594.58,2.666e-6,8.321e-13,2.666e-6,1.488e-27
594.61,5.860e-6,8.319e-13,5.860e-6,1.486e-27
594.63,9.797e-6,8.317e-13,9.797e-6,1.485e-27
594.66,2.082e-5,8.315e-13,2.082e-5,1.483e-27
594.68,3.404e-5,8.313e-13,3.404e-5,1.482e-27
594.71,6.994e-5,8.311e-13,6.994e-5,1.480e-27
594.73,1.118e-4,8.309e-13,1.118e-4,1.479e-27
594.76,2.220e-4,8.307e-13,2.220e-4,1.477e-27
594.78,3.469e-4,8.306e-13,3.469e-4,1.476e-27
594.81,6.662e-4,8.303e-13,6.662e-4,1.474e-27
594.83,1.018e-3,8.302e-13,1.018e-3,1.473e-27
594.86,1.889e-3,8.299e-13,1.889e-3,1.471e-27
594.88,2.822e-3,8.298e-13,2.822e-3,1.470e-27
594.9,4.177e-3,8.296e-13,4.177e-3,1.469e-27
594.93,7.397e-3,8.294e-13,7.397e-3,1.467e-27
594.95,1.071e-2,8.292e-13,1.071e-2,1.466e-27
594.98,1.833e-2,8.290e-13,1.833e-2,1.464e-27
595,2.593e-2,8.288e-13,2.593e-2,1.463e-27
595.03,4.291e-2,8.286e-13,4.291e-2,1.461e-27
595.05,5.937e-2,8.284e-13,5.937e-2,1.459e-27
595.08,9.499e-2,8.282e-13,9.499e-2,1.458e-27
595.1,1.285e-1,8.280e-13,1.285e-1,1.456e-27
595.13,1.987e-1,8.278e-13,1.987e-1,1.455e-27
595.15,2.628e-1,8.276e-13,2.628e-1,1.453e-27
595.18,3.930e-1,8.274e-13,3.930e-1,1.452e-27
595.2,5.081e-1,8.272e-13,5.081e-1,1.450e-27
595.23,7.345e-1,8.270e-13,7.345e-1,1.449e-27
595.25,9.286e-1,8.268e-13,9.286e-1,1.447e-27
595.27,1.163e+0,8.267e-13,1.163e+0,1.446e-27
595.3,1.604e+0,8.264e-13,1.604e+0,1.444e-27
595.32,1.965e+0,8.263e-13,1.965e+0,1.443e-27
595.35,2.619e+0,8.260e-13,2.619e+0,1.441e-27
595.37,3.136e+0,8.259e-13,3.136e+0,1.440e-27
595.4,4.042e+0,8.256e-13,4.042e+0,1.438e-27
595.42,4.732e+0,8.255e-13,4.732e+0,1.437e-27
595.45,5.895e+0,8.253e-13,5.895e+0,1.435e-27
595.47,6.749e+0,8.251e-13,6.749e+0,1.434e-27
595.5,8.128e+0,8.249e-13,8.128e+0,1.432e-27
595.52,9.098e+0,8.247e-13,9.098e+0,1.431e-27
595.55,1.059e+1,8.245e-13,1.059e+1,1.429e-27
595.57,1.159e+1,8.243e-13,1.159e+1,1.428e-27
595.6,1.305e+1,8.241e-13,1.305e+1,1.426e-27
595.62,1.396e+1,8.239e-13,1.396e+1,1.425e-27
595.64,1.480e+1,8.238e-13,1.480e+1,1.424e-27
595.67,1.589e+1,8.235e-13,1.589e+1,1.422e-27
595.69,1.648e+1,8.234e-13,1.648e+1,1.421e-27
595.72,1.710e+1,8.231e-13,1.710e+1,1.419e-27
595.74,1.733e+1,8.230e-13,1.733e+1,1.418e-27
595.77,1.739e+1,8.227e-13,1.739e+1,1.416e-27
595.79,1.724e+1,8.226e-13,1.724e+1,1.415e-27
595.82,1.672e+1,8.223e-13,1.672e+1,1.413e-27
595.84,1.620e+1,8.222e-13,1.620e+1,1.412e-27
595.87,1.519e+1,8.219e-13,1.519e+1,1.410e-27
595.89,1.439e+1,8.218e-13,1.439e+1,1.408e-27
595.92,1.305e+1,8.215e-13,1.305e+1,1.407e-27
595.94,1.209e+1,8.214e-13,1.209e+1,1.405e-27
595.97,1.059e+1,8.211e-13,1.059e+1,1.404e-27
595.99,9.593e+0,8.210e-13,9.593e+0,1.402e-27
596.02,8.128e+0,8.207e-13,8.128e+0,1.401e-27
596.04,7.197e+0,8.206e-13,7.197e+0,1.399e-27
596.06,6.315e+0,8.204e-13,6.315e+0,1.398e-27
596.09,5.103e+0,8.202e-13,5.103e+0,1.396e-27
596.11,4.378e+0,8.200e-13,4.378e+0,1.395e-27
596.14,3.421e+0,8.198e-13,3.421e+0,1.393e-27
596.16,2.869e+0,8.196e-13,2.869e+0,1.392e-27
596.19,2.167e+0,8.194e-13,2.167e+0,1.390e-27
