Wavelength (nm),Sum(calc),K I (3.1e-2),K II (9.7e-1),K III (2.7e-11)
412.76,4.725e-8,4.445e-14,4.725e-8,
412.78,9.097e-8,4.444e-14,9.097e-8,
412.81,2.347e-7,4.443e-14,2.347e-7,
412.83,4.312e-7,4.442e-14,4.312e-7,
412.86,1.037e-6,4.440e-14,1.037e-6,
412.88,1.818e-6,4.439e-14,1.818e-6,
412.91,4.075e-6,4.438e-14,4.075e-6,
412.93,6.819e-6,4.437e-14,6.819e-6,
412.96,1.425e-5,4.435e-14,1.425e-5,
412.98,2.275e-5,4.434e-14,2.275e-5,
413.01,4.432e-5,4.433e-14,4.432e-5,
413.03,6.753e-5,4.432e-14,6.753e-5,
413.06,1.226e-4,4.430e-14,1.226e-4,
413.08,1.783e-4,4.429e-14,1.783e-4,
413.11,3.019e-4,4.428e-14,3.019e-4,
413.13,4.189e-4,4.427e-14,4.189e-4,
413.16,6.611e-4,4.425e-14,6.611e-4,
413.18,8.754e-4,4.424e-14,8.754e-4,
413.21,1.288e-3,4.423e-14,1.288e-3,
413.23,1.627e-3,4.422e-14,1.627e-3,
413.26,2.232e-3,4.420e-14,2.232e-3,
413.28,2.691e-3,4.419e-14,2.691e-3,
413.31,3.441e-3,4.418e-14,3.441e-3,
413.33,3.959e-3,4.417e-14,3.959e-3,
413.36,4.719e-3,4.416e-14,4.719e-3,
413.38,5.182e-3,4.415e-14,5.182e-3,
413.41,5.757e-3,4.413e-14,5.757e-3,
413.43,6.033e-3,4.412e-14,6.033e-3,
413.46,6.248e-3,4.411e-14,6.248e-3,
413.48,6.248e-3,4.410e-14,6.248e-3,
413.51,6.033e-3,4.408e-14,6.033e-3,
413.53,5.757e-3,4.407e-14,5.757e-3,
413.56,5.182e-3,4.406e-14,5.182e-3,
413.58,4.719e-3,4.405e-14,4.719e-3,
413.61,3.959e-3,4.403e-14,3.959e-3,
413.63,3.441e-3,4.402e-14,3.441e-3,
413.66,2.691e-3,4.401e-14,2.691e-3,
413.68,2.232e-3,4.400e-14,2.232e-3,
413.71,1.627e-3,4.398e-14,1.627e-3,
413.73,1.288e-3,4.397e-14,1.288e-3,
413.76,8.754e-4,4.396e-14,8.754e-4,
413.78,6.611e-4,4.395e-14,6.611e-4,
413.81,4.189e-4,4.393e-14,4.189e-4,
413.83,3.019e-4,4.392e-14,3.019e-4,
413.86,1.783e-4,4.391e-14,1.783e-4,
413.88,1.226e-4,4.390e-14,1.226e-4,
413.91,6.753e-5,4.388e-14,6.753e-5,
413.93,4.432e-5,4.387e-14,4.432e-5,
413.96,2.275e-5,4.386e-14,2.275e-5,
413.98,1.425e-5,4.385e-14,1.425e-5,
414.01,6.819e-6,4.383e-14,6.819e-6,
414.03,4.075e-6,4.382e-14,4.075e-6,
414.06,1.818e-6,4.381e-14,1.818e-6,
414.08,1.037e-6,4.380e-14,1.037e-6,
414.11,4.321e-7,4.378e-14,4.321e-7,
414.13,2.367e-7,4.377e-14,2.367e-7,
414.16,9.679e-8,4.376e-14,9.679e-8,
414.18,5.883e-8,4.375e-14,5.883e-8,
414.21,4.851e-8,4.374e-14,4.851e-8,
414.23,6.823e-8,4.373e-14,6.823e-8,
414.25,1.157e-7,4.372e-14,1.157e-7,
414.28,2.760e-7,4.370e-14,2.760e-7,
414.3,4.899e-7,4.369e-14,4.899e-7,
414.33,1.124e-6,4.368e-14,1.124e-6,
414.35,1.911e-6,4.367e-14,1.911e-6,
414.38,4.093e-6,4.365e-14,4.093e-6,
414.4,6.645e-6,4.364e-14,6.645e-6,
414.43,1.328e-5,4.363e-14,1.328e-5,
414.45,2.057e-5,4.362e-14,2.057e-5,
414.48,3.834e-5,4.360e-14,3.834e-5,
414.5,5.672e-5,4.359e-14,5.672e-5,
414.53,9.857e-5,4.358e-14,9.857e-5,
414.55,1.392e-4,4.357e-14,1.392e-4,
414.58,2.257e-4,4.355e-14,2.257e-4,
414.6,3.043e-4,4.354e-14,3.043e-4,
414.63,4.600e-4,4.353e-14,4.600e-4,
414.65,5.921e-4,4.352e-14,5.921e-4,
414.68,8.350e-4,4.350e-14,8.350e-4,
414.7,1.026e-3,4.349e-14,1.026e-3,
414.73,1.349e-3,4.348e-14,1.349e-3,
414.75,1.583e-3,4.347e-14,1.583e-3,
414.78,1.941e-3,4.345e-14,1.941e-3,
414.8,2.174e-3,4.344e-14,2.174e-3,
414.83,2.487e-3,4.343e-14,2.487e-3,
414.85,2.659e-3,4.342e-14,2.659e-3,
414.88,2.837e-3,4.340e-14,2.837e-3,
414.9,2.895e-3,4.339e-14,2.895e-3,
414.93,2.882e-3,4.338e-14,2.882e-3,
414.95,2.807e-3,4.337e-14,2.807e-3,
414.98,2.606e-3,4.335e-14,2.606e-3,
415,2.423e-3,4.334e-14,2.423e-3,
415.03,2.099e-3,4.333e-14,2.099e-3,
415.05,1.863e-3,4.332e-14,1.863e-3,
415.08,1.505e-3,4.331e-14,1.505e-3,
415.1,1.275e-3,4.330e-14,1.275e-3,
415.13,9.605e-4,4.328e-14,9.605e-4,
415.15,7.769e-4,4.327e-14,7.769e-4,
415.18,5.459e-4,4.326e-14,5.459e-4,
415.2,4.216e-4,4.325e-14,4.216e-4,
415.23,2.763e-4,4.323e-14,2.763e-4,
415.25,2.037e-4,4.322e-14,2.037e-4,
415.28,1.245e-4,4.321e-14,1.245e-4,
415.3,8.762e-5,4.320e-14,8.762e-5,
415.33,4.996e-5,4.318e-14,4.996e-5,
415.35,3.356e-5,4.317e-14,3.356e-5,
415.38,1.785e-5,4.316e-14,1.785e-5,
415.4,1.145e-5,4.315e-14,1.145e-5,
415.43,5.677e-6,4.313e-14,5.677e-6,
415.45,3.476e-6,4.312e-14,3.476e-6,
415.48,1.608e-6,4.311e-14,1.608e-6,
415.5,9.397e-7,4.310e-14,9.397e-7,
415.53,4.055e-7,4.308e-14,4.055e-7,
415.55,2.262e-7,4.307e-14,2.262e-7,
415.58,9.106e-8,4.306e-14,9.106e-8,
415.6,4.850e-8,4.305e-14,4.850e-8,
415.63,1.821e-8,4.303e-14,1.821e-8,
415.65,9.257e-9,4.302e-14,9.257e-9,
415.68,3.241e-9,4.301e-14,3.241e-9,
415.7,1.573e-9,4.300e-14,1.573e-9,
415.73,5.138e-10,4.298e-14,5.138e-10,
415.75,2.381e-10,4.297e-14,2.381e-10,
415.78,7.252e-11,4.296e-14,7.252e-11,
415.8,3.208e-11,4.295e-14,3.208e-11,
415.83,9.114e-12,4.293e-14,9.114e-12,
415.85,3.848e-12,4.292e-14,3.848e-12,
415.88,1.020e-12,4.291e-14,1.020e-12,
415.9,4.111e-13,4.290e-14,4.111e-13,
415.93,1.016e-13,4.289e-14,1.016e-13,
415.95,3.910e-14,4.288e-14,3.910e-14,
415.98,9.015e-15,4.286e-14,9.015e-15,
416,3.312e-15,4.285e-14,3.312e-15,
416.03,7.122e-16,4.284e-14,7.122e-16,
416.05,2.497e-16,4.283e-14,2.497e-16,
416.08,5.009e-17,4.281e-14,5.009e-17,
416.1,1.677e-17,4.280e-14,1.677e-17,
416.13,3.137e-18,4.279e-14,3.137e-18,
416.15,1.003e-18,4.278e-14,1.003e-18,
416.18,1.750e-19,4.276e-14,1.750e-19,
417.32,7.124e-19,4.220e-14,7.124e-19,
417.35,4.140e-18,4.218e-14,4.140e-18,
417.37,1.308e-17,4.217e-14,1.308e-17,
417.4,7.098e-17,4.216e-14,7.098e-17,
417.42,2.142e-16,4.215e-14,2.142e-16,
417.45,1.086e-15,4.213e-14,1.086e-15,
417.47,3.131e-15,4.212e-14,3.131e-15,
417.5,1.482e-14,4.211e-14,1.482e-14,
417.52,4.082e-14,4.210e-14,4.082e-14,
417.55,1.804e-13,4.208e-14,1.804e-13,
417.57,4.748e-13,4.207e-14,4.748e-13,
417.6,1.959e-12,4.206e-14,1.959e-12,
417.62,4.927e-12,4.205e-14,4.927e-12,
417.65,1.898e-11,4.204e-14,1.898e-11,
417.67,4.561e-11,4.203e-14,4.561e-11,
417.7,1.641e-10,4.201e-14,1.641e-10,
417.72,3.767e-10,4.200e-14,3.767e-10,
417.75,1.266e-9,4.199e-14,1.266e-9,
417.77,2.776e-9,4.198e-14,2.776e-9,
417.8,8.710e-9,4.196e-14,8.710e-9,
417.82,1.825e-8,4.195e-14,1.825e-8,
417.85,5.347e-8,4.194e-14,5.347e-8,
417.87,1.070e-7,4.193e-14,1.070e-7,
417.9,2.928e-7,4.191e-14,2.928e-7,
417.92,5.599e-7,4.190e-14,5.599e-7,
417.95,1.431e-6,4.189e-14,1.431e-6,
417.97,2.613e-6,4.188e-14,2.613e-6,
418,6.236e-6,4.186e-14,6.236e-6,
418.02,1.088e-5,4.185e-14,1.088e-5,
418.05,2.425e-5,4.184e-14,2.425e-5,
418.07,4.044e-5,4.183e-14,4.044e-5,
418.1,8.413e-5,4.181e-14,8.413e-5,
418.12,1.340e-4,4.180e-14,1.340e-4,
418.15,2.604e-4,4.179e-14,2.604e-4,
418.17,3.963e-4,4.178e-14,3.963e-4,
418.2,7.191e-4,4.176e-14,7.191e-4,
418.22,1.046e-3,4.175e-14,1.046e-3,
418.25,1.771e-3,4.174e-14,1.771e-3,
418.27,2.461e-3,4.173e-14,2.461e-3,
418.3,3.893e-3,4.171e-14,3.893e-3,
418.32,5.167e-3,4.170e-14,5.167e-3,
418.35,7.634e-3,4.169e-14,7.634e-3,
418.37,9.679e-3,4.168e-14,9.679e-3,
418.4,1.335e-2,4.166e-14,1.335e-2,
418.42,1.618e-2,4.165e-14,1.618e-2,
418.45,2.084e-2,4.164e-14,2.084e-2,
418.47,2.412e-2,4.163e-14,2.412e-2,
418.5,2.902e-2,4.162e-14,2.902e-2,
418.52,3.208e-2,4.161e-14,3.208e-2,
418.54,3.483e-2,4.160e-14,3.483e-2,
418.57,3.807e-2,4.158e-14,3.807e-2,
418.59,3.949e-2,4.157e-14,3.949e-2,
418.62,4.031e-2,4.156e-14,4.031e-2,
418.64,3.994e-2,4.155e-14,3.994e-2,
418.67,3.807e-2,4.153e-14,3.807e-2,
418.69,3.604e-2,4.152e-14,3.604e-2,
418.72,3.208e-2,4.151e-14,3.208e-2,
418.74,2.902e-2,4.150e-14,2.902e-2,
418.77,2.412e-2,4.148e-14,2.412e-2,
418.79,2.084e-2,4.147e-14,2.084e-2,
418.82,1.618e-2,4.146e-14,1.618e-2,
418.84,1.335e-2,4.145e-14,1.335e-2,
418.87,9.679e-3,4.143e-14,9.679e-3,
418.89,7.634e-3,4.142e-14,7.634e-3,
418.92,5.167e-3,4.141e-14,5.167e-3,
418.94,3.893e-3,4.140e-14,3.893e-3,
418.97,2.461e-3,4.138e-14,2.461e-3,
418.99,1.771e-3,4.137e-14,1.771e-3,
419.02,1.046e-3,4.136e-14,1.046e-3,
419.04,7.191e-4,4.135e-14,7.191e-4,
419.07,3.963e-4,4.133e-14,3.963e-4,
419.09,2.604e-4,4.132e-14,2.604e-4,
419.12,1.340e-4,4.131e-14,1.340e-4,
419.14,8.413e-5,4.130e-14,8.413e-5,
419.17,4.044e-5,4.128e-14,4.044e-5,
419.19,2.425e-5,4.127e-14,2.425e-5,
419.22,1.088e-5,4.126e-14,1.088e-5,
419.24,6.236e-6,4.125e-14,6.236e-6,
419.27,2.613e-6,4.123e-14,2.613e-6,
419.29,1.431e-6,4.122e-14,1.431e-6,
419.32,5.599e-7,4.121e-14,5.599e-7,
419.34,2.928e-7,4.120e-14,2.928e-7,
419.37,1.070e-7,4.119e-14,1.070e-7,
419.39,5.347e-8,4.118e-14,5.347e-8,
419.42,1.825e-8,4.116e-14,1.825e-8,
419.44,8.710e-9,4.115e-14,8.710e-9,
419.47,2.776e-9,4.114e-14,2.776e-9,
419.49,1.266e-9,4.113e-14,1.266e-9,
419.52,3.767e-10,4.111e-14,3.767e-10,
419.54,1.641e-10,4.110e-14,1.641e-10,
419.57,4.561e-11,4.109e-14,4.561e-11,
419.59,1.898e-11,4.108e-14,1.898e-11,
419.62,4.927e-12,4.106e-14,4.927e-12,
419.64,1.959e-12,4.105e-14,1.959e-12,
419.67,4.748e-13,4.104e-14,4.748e-13,
419.69,1.804e-13,4.103e-14,1.804e-13,
419.72,4.082e-14,4.101e-14,4.082e-14,
419.74,1.482e-14,4.100e-14,1.482e-14,
419.77,3.131e-15,4.099e-14,3.131e-15,
419.79,1.086e-15,4.098e-14,1.086e-15,
419.82,2.142e-16,4.096e-14,2.142e-16,
419.84,7.098e-17,4.095e-14,7.098e-17,
419.87,1.308e-17,4.094e-14,1.308e-17,
419.89,4.140e-18,4.093e-14,4.140e-18,
420.99,4.277e-20,4.038e-14,4.277e-20,
421.01,1.373e-19,4.037e-14,1.373e-19,
421.04,7.636e-19,4.036e-14,7.636e-19,
421.06,2.344e-18,4.035e-14,2.344e-18,
421.09,1.219e-17,4.034e-14,1.219e-17,
421.11,3.577e-17,4.033e-14,3.577e-17,
421.14,1.739e-16,4.031e-14,1.739e-16,
421.16,4.879e-16,4.030e-14,4.879e-16,
421.19,2.217e-15,4.029e-14,2.217e-15,
421.21,5.949e-15,4.028e-14,5.949e-15,
421.24,2.528e-14,4.026e-14,2.528e-14,
421.26,6.485e-14,4.025e-14,6.485e-14,
421.29,2.576e-13,4.024e-14,2.576e-13,
421.31,6.318e-13,4.023e-14,6.318e-13,
421.34,2.347e-12,4.021e-14,2.347e-12,
421.36,5.503e-12,4.020e-14,5.503e-12,
421.39,1.911e-11,4.019e-14,1.911e-11,
421.41,4.285e-11,4.018e-14,4.285e-11,
421.44,1.391e-10,4.016e-14,1.391e-10,
421.46,2.982e-10,4.015e-14,2.982e-10,
421.49,9.052e-10,4.014e-14,9.052e-10,
421.51,1.856e-9,4.013e-14,1.856e-9,
421.54,5.265e-9,4.011e-14,5.265e-9,
421.56,1.032e-8,4.010e-14,1.032e-8,
421.59,2.738e-8,4.009e-14,2.738e-8,
421.61,5.131e-8,4.008e-14,5.131e-8,
421.64,1.273e-7,4.006e-14,1.273e-7,
421.66,2.280e-7,4.005e-14,2.280e-7,
421.69,5.288e-7,4.004e-14,5.288e-7,
421.71,9.059e-7,4.003e-14,9.059e-7,
421.74,1.964e-6,4.001e-14,1.964e-6,
421.76,3.217e-6,4.000e-14,3.217e-6,
421.79,6.522e-6,3.999e-14,6.522e-6,
421.81,1.022e-5,3.998e-14,1.022e-5,
421.84,1.936e-5,3.996e-14,1.936e-5,
421.86,2.900e-5,3.995e-14,2.900e-5,
421.89,5.140e-5,3.994e-14,5.140e-5,
421.91,7.362e-5,3.993e-14,7.362e-5,
421.94,1.220e-4,3.992e-14,1.220e-4,
421.96,1.671e-4,3.991e-14,1.671e-4,
421.99,2.592e-4,3.989e-14,2.592e-4,
422.01,3.396e-4,3.988e-14,3.396e-4,
422.04,4.929e-4,3.987e-14,4.929e-4,
422.06,6.181e-4,3.986e-14,6.181e-4,
422.09,8.402e-4,3.984e-14,8.402e-4,
422.11,1.009e-3,3.983e-14,1.009e-3,
422.14,1.287e-3,3.982e-14,1.287e-3,
422.16,1.482e-3,3.981e-14,1.482e-3,
422.19,1.778e-3,3.979e-14,1.778e-3,
422.21,1.969e-3,3.978e-14,1.969e-3,
422.24,2.231e-3,3.977e-14,2.231e-3,
422.26,2.384e-3,3.976e-14,2.384e-3,
422.29,2.572e-3,3.974e-14,2.572e-3,
422.31,2.668e-3,3.973e-14,2.668e-3,
422.34,2.768e-3,3.972e-14,2.768e-3,
422.36,2.808e-3,3.971e-14,2.808e-3,
422.39,2.836e-3,3.969e-14,2.836e-3,
422.41,2.838e-3,3.968e-14,2.838e-3,
422.44,2.820e-3,3.967e-14,2.820e-3,
422.46,2.797e-3,3.966e-14,2.797e-3,
422.49,2.743e-3,3.964e-14,2.743e-3,
422.51,2.694e-3,3.963e-14,2.694e-3,
422.54,2.594e-3,3.962e-14,2.594e-3,
422.56,2.507e-3,3.961e-14,2.507e-3,
422.59,2.342e-3,3.959e-14,2.342e-3,
422.61,2.209e-3,3.958e-14,2.209e-3,
422.64,1.979e-3,3.957e-14,1.979e-3,
422.66,1.808e-3,3.956e-14,1.808e-3,
422.69,1.538e-3,3.954e-14,1.538e-3,
422.71,1.355e-3,3.953e-14,1.355e-3,
422.74,1.087e-3,3.952e-14,1.087e-3,
422.76,9.201e-4,3.951e-14,9.201e-4,
422.79,6.940e-4,3.950e-14,6.940e-4,
422.81,5.630e-4,3.949e-14,5.630e-4,
422.83,4.489e-4,3.948e-14,4.489e-4,
422.86,3.093e-4,3.946e-14,3.093e-4,
422.88,2.361e-4,3.945e-14,2.361e-4,
422.91,1.523e-4,3.944e-14,1.523e-4,
422.93,1.112e-4,3.943e-14,1.112e-4,
422.96,6.713e-5,3.941e-14,6.713e-5,
422.98,4.689e-5,3.940e-14,4.689e-5,
423.01,2.647e-5,3.939e-14,2.647e-5,
423.03,1.768e-5,3.938e-14,1.768e-5,
423.06,9.336e-6,3.936e-14,9.336e-6,
423.08,5.964e-6,3.935e-14,5.964e-6,
423.11,2.945e-6,3.934e-14,2.945e-6,
423.13,1.799e-6,3.933e-14,1.799e-6,
423.16,8.304e-7,3.931e-14,8.304e-7,
423.18,4.851e-7,3.930e-14,4.851e-7,
423.21,2.094e-7,3.929e-14,2.094e-7,
423.23,1.170e-7,3.928e-14,1.170e-7,
423.26,4.720e-8,3.926e-14,4.720e-8,
423.28,2.521e-8,3.925e-14,2.521e-8,
423.31,9.514e-9,3.924e-14,9.514e-9,
423.33,4.859e-9,3.923e-14,4.859e-9,
423.36,1.714e-9,3.921e-14,1.714e-9,
423.38,8.371e-10,3.920e-14,8.371e-10,
423.41,2.762e-10,3.919e-14,2.762e-10,
423.43,1.290e-10,3.918e-14,1.290e-10,
423.46,3.978e-11,3.916e-14,3.978e-11,
423.48,1.776e-11,3.915e-14,1.776e-11,
423.51,5.123e-12,3.914e-14,5.123e-12,
423.53,2.187e-12,3.913e-14,2.187e-12,
423.56,5.898e-13,3.911e-14,5.898e-13,
423.58,2.407e-13,3.911e-14,2.407e-13,
423.61,6.071e-14,3.909e-14,6.071e-14,
423.63,2.369e-14,3.908e-14,2.369e-14,
423.66,5.586e-15,3.907e-14,5.586e-15,
423.68,2.085e-15,3.906e-14,2.085e-15,
423.71,4.596e-16,3.904e-14,4.596e-16,
423.73,1.640e-16,3.903e-14,1.640e-16,
423.76,3.380e-17,3.902e-14,3.380e-17,
423.78,1.153e-17,3.901e-14,1.153e-17,
423.81,2.223e-18,3.899e-14,2.223e-18,
423.83,7.253e-19,3.898e-14,7.253e-19,
423.86,1.307e-19,3.897e-14,1.307e-19,
425.03,7.242e-19,3.839e-14,7.242e-19,
425.05,2.254e-18,3.838e-14,2.254e-18,
425.08,1.198e-17,3.836e-14,1.198e-17,
425.1,3.569e-17,3.835e-14,3.569e-17,
425.13,1.775e-16,3.834e-14,1.775e-16,
425.15,5.060e-16,3.833e-14,5.060e-16,
425.18,2.356e-15,3.831e-14,2.356e-15,
425.2,6.428e-15,3.830e-14,6.428e-15,
425.23,2.802e-14,3.829e-14,2.802e-14,
425.25,7.314e-14,3.828e-14,7.314e-14,
425.28,2.985e-13,3.827e-14,2.985e-13,
425.3,7.456e-13,3.826e-14,7.456e-13,
425.33,2.848e-12,3.824e-14,2.848e-12,
425.35,6.808e-12,3.823e-14,6.808e-12,
425.38,2.434e-11,3.822e-14,2.434e-11,
425.4,5.569e-11,3.821e-14,5.569e-11,
425.43,1.864e-10,3.819e-14,1.864e-10,
425.45,4.080e-10,3.818e-14,4.080e-10,
425.48,1.279e-9,3.817e-14,1.279e-9,
425.5,2.678e-9,3.816e-14,2.678e-9,
425.53,7.857e-9,3.814e-14,7.857e-9,
425.55,1.575e-8,3.813e-14,1.575e-8,
425.58,4.325e-8,3.812e-14,4.325e-8,
425.6,8.296e-8,3.811e-14,8.296e-8,
425.63,2.132e-7,3.809e-14,2.132e-7,
425.65,3.914e-7,3.808e-14,3.914e-7,
425.68,9.419e-7,3.807e-14,9.419e-7,
425.7,1.655e-6,3.806e-14,1.655e-6,
425.73,3.727e-6,3.804e-14,3.727e-6,
425.75,6.265e-6,3.803e-14,6.265e-6,
425.78,1.321e-5,3.802e-14,1.321e-5,
425.8,2.125e-5,3.801e-14,2.125e-5,
425.83,4.194e-5,3.799e-14,4.194e-5,
425.85,6.456e-5,3.798e-14,6.456e-5,
425.88,1.193e-4,3.797e-14,1.193e-4,
425.9,1.757e-4,3.796e-14,1.757e-4,
425.93,3.040e-4,3.794e-14,3.040e-4,
425.95,4.285e-4,3.793e-14,4.285e-4,
425.98,6.938e-4,3.792e-14,6.938e-4,
426,9.359e-4,3.791e-14,9.359e-4,
426.03,1.419e-3,3.789e-14,1.419e-3,
426.05,1.831e-3,3.788e-14,1.831e-3,
426.08,2.598e-3,3.787e-14,2.598e-3,
426.1,3.210e-3,3.786e-14,3.210e-3,
426.13,4.263e-3,3.785e-14,4.263e-3,
426.15,5.039e-3,3.784e-14,5.039e-3,
426.18,6.266e-3,3.782e-14,6.266e-3,
426.2,7.088e-3,3.781e-14,7.088e-3,
426.23,8.250e-3,3.780e-14,8.250e-3,
426.25,8.930e-3,3.779e-14,8.930e-3,
426.28,9.731e-3,3.777e-14,9.731e-3,
426.3,1.008e-2,3.776e-14,1.008e-2,
426.33,1.028e-2,3.775e-14,1.028e-2,
426.35,1.019e-2,3.774e-14,1.019e-2,
426.38,9.731e-3,3.772e-14,9.731e-3,
426.4,9.230e-3,3.771e-14,9.230e-3,
426.43,8.250e-3,3.770e-14,8.250e-3,
426.45,7.489e-3,3.769e-14,7.489e-3,
426.48,6.266e-3,3.767e-14,6.266e-3,
426.5,5.443e-3,3.766e-14,5.443e-3,
426.53,4.263e-3,3.765e-14,4.263e-3,
426.55,3.544e-3,3.764e-14,3.544e-3,
426.58,2.598e-3,3.762e-14,2.598e-3,
426.6,2.067e-3,3.761e-14,2.067e-3,
426.63,1.419e-3,3.760e-14,1.419e-3,
426.65,1.080e-3,3.759e-14,1.080e-3,
426.68,6.938e-4,3.757e-14,6.938e-4,
426.7,5.054e-4,3.756e-14,5.054e-4,
426.73,3.040e-4,3.755e-14,3.040e-4,
426.75,2.119e-4,3.754e-14,2.119e-4,
426.78,1.193e-4,3.752e-14,1.193e-4,
426.8,7.958e-5,3.751e-14,7.958e-5,
426.83,4.194e-5,3.750e-14,4.194e-5,
426.85,2.677e-5,3.749e-14,2.677e-5,
426.88,1.321e-5,3.747e-14,1.321e-5,
426.9,8.069e-6,3.746e-14,8.069e-6,
426.93,3.727e-6,3.745e-14,3.727e-6,
426.95,2.178e-6,3.744e-14,2.178e-6,
426.98,9.419e-7,3.743e-14,9.419e-7,
427,5.268e-7,3.742e-14,5.268e-7,
427.03,2.132e-7,3.740e-14,2.132e-7,
427.05,1.141e-7,3.739e-14,1.141e-7,
427.07,6.003e-8,3.738e-14,6.003e-8,
427.1,2.215e-8,3.737e-14,2.215e-8,
427.12,1.115e-8,3.736e-14,1.115e-8,
427.15,3.851e-9,3.734e-14,3.851e-9,
427.17,1.855e-9,3.733e-14,1.855e-9,
427.2,5.997e-10,3.732e-14,5.997e-10,
427.22,2.764e-10,3.731e-14,2.764e-10,
427.25,8.367e-11,3.729e-14,8.367e-11,
427.27,3.690e-11,3.728e-14,3.690e-11,
427.3,1.046e-11,3.727e-14,1.046e-11,
427.32,4.413e-12,3.726e-14,4.413e-12,
427.35,1.171e-12,3.724e-14,1.171e-12,
427.37,4.728e-13,3.723e-14,4.728e-13,
427.4,1.174e-13,3.722e-14,1.174e-13,
427.42,4.537e-14,3.721e-14,4.537e-14,
427.45,1.055e-14,3.719e-14,1.055e-14,
427.47,3.900e-15,3.718e-14,3.900e-15,
427.5,8.487e-16,3.717e-14,8.487e-16,
427.52,3.004e-16,3.716e-14,3.004e-16,
427.55,6.119e-17,3.714e-14,6.119e-17,
427.57,2.072e-17,3.713e-14,2.072e-17,
427.6,3.951e-18,3.712e-14,3.951e-18,
427.62,1.281e-18,3.711e-14,1.281e-18,
429.17,4.791e-20,3.634e-14,4.791e-20,
429.2,2.630e-19,3.633e-14,2.630e-19,
429.22,8.010e-19,3.632e-14,8.010e-19,
429.24,2.398e-18,3.631e-14,2.398e-18,
429.27,1.202e-17,3.629e-14,1.202e-17,
429.29,3.447e-17,3.628e-14,3.447e-17,
429.32,1.620e-16,3.627e-14,1.620e-16,
429.34,4.448e-16,3.626e-14,4.448e-16,
429.37,1.960e-15,3.624e-14,1.960e-15,
429.39,5.153e-15,3.623e-14,5.153e-15,
429.42,2.128e-14,3.622e-14,2.128e-14,
429.44,5.359e-14,3.621e-14,5.359e-14,
429.47,2.074e-13,3.619e-14,2.074e-13,
429.49,5.004e-13,3.618e-14,5.004e-13,
429.52,1.815e-12,3.617e-14,1.815e-12,
429.54,4.193e-12,3.616e-14,4.193e-12,
429.57,1.426e-11,3.615e-14,1.426e-11,
429.59,3.155e-11,3.614e-14,3.155e-11,
429.62,1.005e-10,3.612e-14,1.005e-10,
429.64,2.131e-10,3.611e-14,2.131e-10,
429.67,6.365e-10,3.610e-14,6.365e-10,
429.69,1.292e-9,3.609e-14,1.292e-9,
429.72,3.617e-9,3.607e-14,3.617e-9,
429.74,7.032e-9,3.606e-14,7.032e-9,
429.77,1.845e-8,3.605e-14,1.845e-8,
429.79,3.436e-8,3.604e-14,3.436e-8,
429.82,8.451e-8,3.602e-14,8.451e-8,
429.84,1.507e-7,3.601e-14,1.507e-7,
429.87,3.474e-7,3.600e-14,3.474e-7,
429.89,5.934e-7,3.599e-14,5.934e-7,
429.92,1.282e-6,3.597e-14,1.282e-6,
429.94,2.097e-6,3.596e-14,2.097e-6,
429.97,4.248e-6,3.595e-14,4.248e-6,
429.99,6.655e-6,3.594e-14,6.655e-6,
430.02,1.263e-5,3.592e-14,1.263e-5,
430.04,1.896e-5,3.591e-14,1.896e-5,
430.07,3.373e-5,3.590e-14,3.373e-5,
430.09,4.848e-5,3.589e-14,4.848e-5,
430.12,8.086e-5,3.587e-14,8.086e-5,
430.14,1.113e-4,3.586e-14,1.113e-4,
430.17,1.740e-4,3.585e-14,1.740e-4,
430.19,2.294e-4,3.584e-14,2.294e-4,
430.22,3.362e-4,3.582e-14,3.362e-4,
430.24,4.246e-4,3.581e-14,4.246e-4,
430.27,5.836e-4,3.580e-14,5.836e-4,
430.29,7.062e-4,3.579e-14,7.062e-4,
430.32,9.107e-4,3.577e-14,9.107e-4,
430.34,1.057e-3,3.576e-14,1.057e-3,
430.37,1.280e-3,3.575e-14,1.280e-3,
430.39,1.426e-3,3.574e-14,1.426e-3,
430.42,1.630e-3,3.573e-14,1.630e-3,
430.44,1.749e-3,3.572e-14,1.749e-3,
430.47,1.899e-3,3.570e-14,1.899e-3,
430.49,1.980e-3,3.569e-14,1.980e-3,
430.52,2.077e-3,3.568e-14,2.077e-3,
430.54,2.135e-3,3.567e-14,2.135e-3,
430.57,2.230e-3,3.565e-14,2.230e-3,
430.59,2.314e-3,3.564e-14,2.314e-3,
430.62,2.497e-3,3.563e-14,2.497e-3,
430.64,2.671e-3,3.562e-14,2.671e-3,
430.67,3.030e-3,3.560e-14,3.030e-3,
430.69,3.339e-3,3.559e-14,3.339e-3,
430.72,3.903e-3,3.558e-14,3.903e-3,
430.74,4.335e-3,3.557e-14,4.335e-3,
430.77,5.031e-3,3.555e-14,5.031e-3,
430.79,5.502e-3,3.554e-14,5.502e-3,
430.82,6.161e-3,3.553e-14,6.161e-3,
430.84,6.537e-3,3.552e-14,6.537e-3,
430.87,6.952e-3,3.550e-14,6.952e-3,
430.89,7.105e-3,3.549e-14,7.105e-3,
430.92,7.123e-3,3.548e-14,7.123e-3,
430.94,6.989e-3,3.547e-14,6.989e-3,
430.97,6.583e-3,3.545e-14,6.583e-3,
430.99,6.194e-3,3.544e-14,6.194e-3,
