Wavelength (nm),Sum(calc),Na I (4.5e-2),Na II (9.5e-1),Na III (3.4e-19)
442.88,1.634e-13,1.634e-13,,
442.9,2.156e-13,2.156e-13,,
442.93,3.168e-13,3.168e-13,,
442.95,4.011e-13,4.011e-13,,
442.98,5.545e-13,5.545e-13,,
443,6.742e-13,6.742e-13,,
443.03,8.767e-13,8.767e-13,,
443.05,1.023e-12,1.023e-12,,
443.08,1.252e-12,1.252e-12,,
443.1,1.403e-12,1.403e-12,,
443.13,1.615e-12,1.615e-12,,
443.15,1.738e-12,1.738e-12,,
443.18,1.881e-12,1.881e-12,,
443.2,1.944e-12,1.944e-12,,
443.23,1.980e-12,1.980e-12,,
443.25,1.963e-12,1.963e-12,,
443.27,1.916e-12,1.916e-12,,
443.3,1.792e-12,1.792e-12,,
443.32,1.679e-12,1.679e-12,,
443.35,1.476e-12,1.476e-12,,
443.37,1.328e-12,1.328e-12,,
443.4,1.099e-12,1.099e-12,,
443.42,9.492e-13,9.492e-13,,
443.45,7.389e-13,7.389e-13,,
443.47,6.127e-13,6.127e-13,,
443.5,4.487e-13,4.487e-13,,
443.52,3.572e-13,3.572e-13,,
443.55,2.461e-13,2.461e-13,,
443.57,1.881e-13,1.881e-13,,
443.6,1.219e-13,1.219e-13,,
443.62,8.945e-14,8.945e-14,,
443.65,5.454e-14,5.454e-14,,
443.67,3.843e-14,3.843e-14,,
443.69,2.664e-14,2.664e-14,,
443.72,1.491e-14,1.491e-14,,
443.74,9.922e-15,9.922e-15,,
443.77,5.225e-15,5.225e-15,,
443.79,3.338e-15,3.338e-15,,
443.82,1.654e-15,1.654e-15,,
443.84,1.014e-15,1.014e-15,,
443.87,4.728e-16,4.728e-16,,
443.89,2.784e-16,2.784e-16,,
443.92,1.221e-16,1.221e-16,,
443.94,6.903e-17,6.903e-17,,
443.97,2.847e-17,2.847e-17,,
443.99,1.546e-17,1.546e-17,,
444.02,5.997e-18,5.997e-18,,
444.04,3.126e-18,3.126e-18,,
444.07,1.141e-18,1.141e-18,,
444.09,5.709e-19,5.709e-19,,
444.11,2.811e-19,2.811e-19,,
444.14,9.420e-20,9.420e-20,,
444.16,4.453e-20,4.453e-20,,
444.19,1.404e-20,1.404e-20,,
444.21,6.370e-21,6.370e-21,,
444.24,1.889e-21,1.889e-21,,
444.26,8.232e-22,8.232e-22,,
444.29,2.296e-22,2.296e-22,,
444.31,9.607e-23,9.607e-23,,
444.34,2.521e-23,2.521e-23,,
444.36,1.013e-23,1.013e-23,,
444.39,2.500e-24,2.500e-24,,
444.41,9.642e-25,9.642e-25,,
444.44,2.240e-25,2.240e-25,,
444.46,8.292e-26,8.292e-26,,
444.49,1.812e-26,1.812e-26,,
444.51,6.440e-27,6.440e-27,,
444.53,2.252e-27,2.252e-27,,
444.56,4.518e-28,4.518e-28,,
444.58,1.517e-28,1.517e-28,,
444.61,2.863e-29,2.863e-29,,
448.02,4.696e-15,4.696e-15,,
448.04,1.412e-14,1.412e-14,,
448.07,7.150e-14,7.150e-14,,
448.09,2.067e-13,2.067e-13,,
448.12,9.861e-13,9.861e-13,,
448.14,2.740e-12,2.740e-12,,
448.17,1.232e-11,1.232e-11,,
448.19,3.290e-11,3.290e-11,,
448.22,1.394e-10,1.394e-10,,
448.24,3.577e-10,3.577e-10,,
448.26,9.038e-10,9.038e-10,,
448.29,3.523e-9,3.523e-9,,
448.31,8.556e-9,8.556e-9,,
448.34,3.143e-8,3.143e-8,,
448.36,7.336e-8,7.336e-8,,
448.39,2.539e-7,2.539e-7,,
448.41,5.697e-7,5.697e-7,,
448.44,1.858e-6,1.858e-6,,
448.46,4.007e-6,4.007e-6,,
448.49,1.232e-5,1.232e-5,,
448.51,2.553e-5,2.553e-5,,
448.54,7.394e-5,7.394e-5,,
448.56,1.473e-4,1.473e-4,,
448.59,4.020e-4,4.020e-4,,
448.61,7.698e-4,7.698e-4,,
448.64,1.980e-3,1.980e-3,,
448.66,3.644e-3,3.644e-3,,
448.68,6.601e-3,6.601e-3,,
448.71,1.562e-2,1.562e-2,,
448.73,2.720e-2,2.720e-2,,
448.76,6.066e-2,6.066e-2,,
448.78,1.015e-1,1.015e-1,,
448.81,2.133e-1,2.133e-1,,
448.83,3.431e-1,3.431e-1,,
448.86,6.795e-1,6.795e-1,,
448.88,1.051e+0,1.051e+0,,
448.91,1.961e+0,1.961e+0,,
448.93,2.914e+0,2.914e+0,,
448.96,5.124e+0,5.124e+0,,
448.98,7.319e+0,7.319e+0,,
449.01,1.213e+1,1.213e+1,,
449.03,1.665e+1,1.665e+1,,
449.06,2.601e+1,2.601e+1,,
449.08,3.434e+1,3.434e+1,,
449.1,4.462e+1,4.462e+1,,
449.13,6.417e+1,6.417e+1,,
449.15,8.018e+1,8.018e+1,,
449.18,1.088e+2,1.088e+2,,
449.2,1.307e+2,1.307e+2,,
449.23,1.674e+2,1.674e+2,,
449.25,1.938e+2,1.938e+2,,
449.28,2.348e+2,2.348e+2,,
449.3,2.621e+2,2.621e+2,,
449.33,3.013e+2,3.013e+2,,
449.35,3.255e+2,3.255e+2,,
449.38,3.576e+2,3.576e+2,,
449.4,3.759e+2,3.759e+2,,
449.43,3.989e+2,3.989e+2,,
449.45,4.119e+2,4.119e+2,,
449.48,4.292e+2,4.292e+2,,
449.5,4.405e+2,4.405e+2,,
449.52,4.525e+2,4.525e+2,,
449.55,4.733e+2,4.733e+2,,
449.57,4.897e+2,4.897e+2,,
449.6,5.181e+2,5.181e+2,,
449.62,5.391e+2,5.391e+2,,
449.65,5.716e+2,5.716e+2,,
449.67,5.922e+2,5.922e+2,,
449.7,6.181e+2,6.181e+2,,
449.72,6.299e+2,6.299e+2,,
449.75,6.365e+2,6.365e+2,,
449.77,6.320e+2,6.320e+2,,
449.8,6.108e+2,6.108e+2,,
449.82,5.872e+2,5.872e+2,,
449.85,5.392e+2,5.392e+2,,
449.87,5.002e+2,5.002e+2,,
449.9,4.346e+2,4.346e+2,,
449.92,3.882e+2,3.882e+2,,
449.94,3.416e+2,3.416e+2,,
449.97,2.738e+2,2.738e+2,,
449.99,2.317e+2,2.317e+2,,
450.02,1.752e+2,1.752e+2,,
450.04,1.426e+2,1.426e+2,,
450.07,1.016e+2,1.016e+2,,
450.09,7.953e+1,7.953e+1,,
450.12,5.343e+1,5.343e+1,,
450.14,4.019e+1,4.019e+1,,
450.17,2.545e+1,2.545e+1,,
450.19,1.840e+1,1.840e+1,,
450.22,1.098e+1,1.098e+1,,
450.24,7.632e+0,7.632e+0,,
450.27,4.293e+0,4.293e+0,,
450.29,2.868e+0,2.868e+0,,
450.32,1.520e+0,1.520e+0,,
450.34,9.762e-1,9.762e-1,,
450.36,6.170e-1,6.170e-1,,
450.39,3.010e-1,3.010e-1,,
450.41,1.829e-1,1.829e-1,,
450.44,8.407e-2,8.407e-2,,
450.46,4.910e-2,4.910e-2,,
450.49,2.127e-2,2.127e-2,,
450.51,1.194e-2,1.194e-2,,
450.54,4.876e-3,4.876e-3,,
450.56,2.631e-3,2.631e-3,,
450.59,1.012e-3,1.012e-3,,
450.61,5.251e-4,5.251e-4,,
450.64,1.904e-4,1.904e-4,,
450.66,9.493e-5,9.493e-5,,
450.69,3.244e-5,3.244e-5,,
450.71,1.555e-5,1.555e-5,,
450.74,5.007e-6,5.007e-6,,
450.76,2.306e-6,2.306e-6,,
450.78,1.046e-6,1.046e-6,,
450.81,3.099e-7,3.099e-7,,
450.83,1.351e-7,1.351e-7,,
450.86,3.773e-8,3.773e-8,,
450.88,1.581e-8,1.581e-8,,
450.91,4.161e-9,4.161e-9,,
450.93,1.676e-9,1.676e-9,,
450.96,4.157e-10,4.157e-10,,
450.98,1.609e-10,1.609e-10,,
451.01,3.761e-11,3.761e-11,,
451.03,1.399e-11,1.399e-11,,
451.06,3.083e-12,3.083e-12,,
451.08,1.103e-12,1.103e-12,,
451.11,2.289e-13,2.289e-13,,
451.13,7.871e-14,7.871e-14,,
451.16,1.540e-14,1.540e-14,,
465.04,1.731e-14,1.731e-14,,
465.06,4.955e-14,4.955e-14,,
465.09,2.334e-13,2.334e-13,,
465.11,6.437e-13,6.437e-13,,
465.14,2.869e-12,2.869e-12,,
465.16,7.629e-12,7.629e-12,,
465.19,3.218e-11,3.218e-11,,
465.21,8.246e-11,8.246e-11,,
465.24,3.292e-10,3.292e-10,,
465.26,8.132e-10,8.132e-10,,
465.29,3.072e-9,3.072e-9,,
465.31,7.314e-9,7.314e-9,,
465.34,2.615e-8,2.615e-8,,
465.36,6.001e-8,6.001e-8,,
465.39,2.030e-7,2.030e-7,,
465.41,4.492e-7,4.492e-7,,
465.43,9.792e-7,9.792e-7,,
465.46,3.066e-6,3.066e-6,,
465.48,6.444e-6,6.444e-6,,
465.51,1.910e-5,1.910e-5,,
465.53,3.868e-5,3.868e-5,,
465.56,1.085e-4,1.085e-4,,
465.58,2.118e-4,2.118e-4,,
465.61,5.622e-4,5.622e-4,,
465.63,1.058e-3,1.058e-3,,
465.66,2.657e-3,2.657e-3,,
465.68,4.821e-3,4.821e-3,,
465.71,1.146e-2,1.146e-2,,
465.73,2.004e-2,2.004e-2,,
465.76,4.507e-2,4.507e-2,,
465.78,7.596e-2,7.596e-2,,
465.81,1.617e-1,1.617e-1,,
465.83,2.627e-1,2.627e-1,,
465.85,4.206e-1,4.206e-1,,
465.88,8.287e-1,8.287e-1,,
465.9,1.279e+0,1.279e+0,,
465.93,2.385e+0,2.385e+0,,
465.95,3.547e+0,3.547e+0,,
465.98,6.260e+0,6.260e+0,,
466,8.976e+0,8.976e+0,,
466.03,1.499e+1,1.499e+1,,
466.05,2.072e+1,2.072e+1,,
466.08,3.275e+1,3.275e+1,,
466.1,4.364e+1,4.364e+1,,
466.13,6.529e+1,6.529e+1,,
466.15,8.386e+1,8.386e+1,,
466.18,1.188e+2,1.188e+2,,
466.2,1.471e+2,1.471e+2,,
466.23,1.973e+2,1.973e+2,,
466.25,2.356e+2,2.356e+2,,
466.27,2.775e+2,2.775e+2,,
466.3,3.453e+2,3.453e+2,,
466.32,3.925e+2,3.925e+2,,
466.35,4.638e+2,4.638e+2,,
466.37,5.099e+2,5.099e+2,,
466.4,5.740e+2,5.740e+2,,
466.42,6.121e+2,6.121e+2,,
466.45,6.606e+2,6.606e+2,,
466.47,6.870e+2,6.870e+2,,
466.5,7.185e+2,7.185e+2,,
466.52,7.353e+2,7.353e+2,,
466.55,7.572e+2,7.572e+2,,
466.57,7.718e+2,7.718e+2,,
466.6,7.974e+2,7.974e+2,,
466.62,8.189e+2,8.189e+2,,
466.65,8.596e+2,8.596e+2,,
466.67,8.927e+2,8.927e+2,,
466.69,9.301e+2,9.301e+2,,
466.72,9.913e+2,9.913e+2,,
466.74,1.033e+3,1.033e+3,,
466.77,1.091e+3,1.091e+3,,
466.79,1.123e+3,1.123e+3,,
466.82,1.154e+3,1.154e+3,,
466.84,1.161e+3,1.161e+3,,
466.87,1.148e+3,1.148e+3,,
466.89,1.122e+3,1.122e+3,,
466.92,1.059e+3,1.059e+3,,
466.94,1.002e+3,1.002e+3,,
466.97,8.983e+2,8.983e+2,,
466.99,8.209e+2,8.209e+2,,
467.02,6.982e+2,6.982e+2,,
467.04,6.157e+2,6.157e+2,,
467.07,4.962e+2,4.962e+2,,
467.09,4.220e+2,4.220e+2,,
467.11,3.537e+2,3.537e+2,,
467.14,2.641e+2,2.641e+2,,
467.16,2.134e+2,2.134e+2,,
467.19,1.508e+2,1.508e+2,,
467.21,1.175e+2,1.175e+2,,
467.24,7.859e+1,7.859e+1,,
467.26,5.902e+1,5.902e+1,,
467.29,3.737e+1,3.737e+1,,
467.31,2.706e+1,2.706e+1,,
467.34,1.621e+1,1.621e+1,,
467.36,1.131e+1,1.131e+1,,
467.39,6.417e+0,6.417e+0,,
467.41,4.317e+0,4.317e+0,,
467.44,2.317e+0,2.317e+0,,
467.46,1.503e+0,1.503e+0,,
467.49,7.635e-1,7.635e-1,,
467.51,4.772e-1,4.772e-1,,
467.53,2.940e-1,2.940e-1,,
467.56,1.383e-1,1.383e-1,,
467.58,8.211e-2,8.211e-2,,
467.61,3.655e-2,3.655e-2,,
467.63,2.092e-2,2.092e-2,,
467.66,8.814e-3,8.814e-3,,
467.68,4.863e-3,4.863e-3,,
467.71,1.939e-3,1.939e-3,,
467.73,1.031e-3,1.031e-3,,
467.76,3.892e-4,3.892e-4,,
467.78,1.996e-4,1.996e-4,,
467.81,7.128e-5,7.128e-5,,
467.83,3.523e-5,3.523e-5,,
467.86,1.191e-5,1.191e-5,,
467.88,5.673e-6,5.673e-6,,
467.9,2.664e-6,2.664e-6,,
467.93,8.336e-7,8.336e-7,,
467.95,3.772e-7,3.772e-7,,
467.98,1.117e-7,1.117e-7,,
468,4.875e-8,4.875e-8,,
468.03,1.366e-8,1.366e-8,,
468.05,5.746e-9,5.746e-9,,
468.08,1.524e-9,1.524e-9,,
468.1,6.180e-10,6.180e-10,,
468.13,1.552e-10,1.552e-10,,
468.15,6.064e-11,6.064e-11,,
468.18,1.441e-11,1.441e-11,,
468.2,5.428e-12,5.428e-12,,
468.23,1.221e-12,1.221e-12,,
468.25,4.433e-13,4.433e-13,,
468.28,9.436e-14,9.436e-14,,
468.3,3.303e-14,3.303e-14,,
496.32,5.439e-14,5.439e-14,,
496.34,1.451e-13,1.451e-13,,
496.36,3.821e-13,3.821e-13,,
496.39,1.594e-12,1.594e-12,,
496.41,4.064e-12,4.064e-12,,
496.44,1.615e-11,1.615e-11,,
496.46,3.988e-11,3.988e-11,,
496.49,1.510e-10,1.510e-10,,
496.51,3.609e-10,3.609e-10,,
496.54,1.302e-9,1.302e-9,,
496.56,3.013e-9,3.013e-9,,
496.59,1.036e-8,1.036e-8,,
496.61,2.321e-8,2.321e-8,,
496.64,7.600e-8,7.600e-8,,
496.66,1.649e-7,1.649e-7,,
496.69,5.144e-7,5.144e-7,,
496.71,1.081e-6,1.081e-6,,
496.74,3.212e-6,3.212e-6,,
496.76,6.534e-6,6.534e-6,,
496.78,1.312e-5,1.312e-5,,
496.81,3.645e-5,3.645e-5,,
496.83,7.086e-5,7.086e-5,,
496.86,1.875e-4,1.875e-4,,
496.88,3.530e-4,3.530e-4,,
496.91,8.900e-4,8.900e-4,,
496.93,1.622e-3,1.622e-3,,
496.96,3.896e-3,3.896e-3,,
496.98,6.877e-3,6.877e-3,,
497.01,1.574e-2,1.574e-2,,
497.03,2.689e-2,2.689e-2,,
497.06,5.863e-2,5.863e-2,,
497.08,9.701e-2,9.701e-2,,
497.11,2.015e-1,2.015e-1,,
497.13,3.228e-1,3.228e-1,,
497.16,6.389e-1,6.389e-1,,
497.18,9.910e-1,9.910e-1,,
497.2,1.517e+0,1.517e+0,,
497.23,2.806e+0,2.806e+0,,
497.25,4.161e+0,4.161e+0,,
497.28,7.331e+0,7.331e+0,,
497.3,1.052e+1,1.052e+1,,
497.33,1.767e+1,1.767e+1,,
497.35,2.456e+1,2.456e+1,,
497.38,3.928e+1,3.928e+1,,
497.4,5.286e+1,5.286e+1,,
497.43,8.055e+1,8.055e+1,,
497.45,1.050e+2,1.050e+2,,
497.48,1.524e+2,1.524e+2,,
497.5,1.923e+2,1.923e+2,,
497.53,2.661e+2,2.661e+2,,
497.55,3.252e+2,3.252e+2,,
497.58,4.288e+2,4.288e+2,,
497.6,5.076e+2,5.076e+2,,
497.62,5.931e+2,5.931e+2,,
497.65,7.318e+2,7.318e+2,,
497.67,8.288e+2,8.288e+2,,
497.7,9.761e+2,9.761e+2,,
497.72,1.072e+3,1.072e+3,,
497.75,1.208e+3,1.208e+3,,
497.77,1.289e+3,1.289e+3,,
497.8,1.393e+3,1.393e+3,,
497.82,1.450e+3,1.450e+3,,
497.85,1.514e+3,1.514e+3,,
497.87,1.544e+3,1.544e+3,,
497.9,1.575e+3,1.575e+3,,
497.92,1.590e+3,1.590e+3,,
497.95,1.610e+3,1.610e+3,,
497.97,1.628e+3,1.628e+3,,
498,1.667e+3,1.667e+3,,
498.02,1.706e+3,1.706e+3,,
498.04,1.756e+3,1.756e+3,,
498.07,1.855e+3,1.855e+3,,
498.09,1.935e+3,1.935e+3,,
498.12,2.071e+3,2.071e+3,,
498.14,2.167e+3,2.167e+3,,
498.17,2.308e+3,2.308e+3,,
498.19,2.393e+3,2.393e+3,,
498.22,2.494e+3,2.494e+3,,
498.24,2.538e+3,2.538e+3,,
498.27,2.558e+3,2.558e+3,,
498.29,2.538e+3,2.538e+3,,
498.32,2.458e+3,2.458e+3,,
498.34,2.370e+3,2.370e+3,,
498.37,2.196e+3,2.196e+3,,
498.39,2.055e+3,2.055e+3,,
498.42,1.817e+3,1.817e+3,,
498.44,1.648e+3,1.648e+3,,
498.46,1.476e+3,1.476e+3,,
498.49,1.221e+3,1.221e+3,,
498.51,1.059e+3,1.059e+3,,
498.54,8.357e+2,8.357e+2,,
498.56,7.021e+2,7.021e+2,,
498.59,5.278e+2,5.278e+2,,
498.61,4.294e+2,4.294e+2,,
498.64,3.076e+2,3.076e+2,,
498.66,2.424e+2,2.424e+2,,
498.69,1.654e+2,1.654e+2,,
498.71,1.262e+2,1.262e+2,,
498.74,8.208e+1,8.208e+1,,
498.76,6.063e+1,6.063e+1,,
498.79,3.757e+1,3.757e+1,,
498.81,2.687e+1,2.687e+1,,
498.84,1.587e+1,1.587e+1,,
498.86,1.099e+1,1.099e+1,,
498.88,7.514e+0,7.514e+0,,
498.91,4.147e+0,4.147e+0,,
498.93,2.745e+0,2.745e+0,,
498.96,1.444e+0,1.444e+0,,
498.98,9.254e-1,9.254e-1,,
499.01,4.636e-1,4.636e-1,,
499.03,2.878e-1,2.878e-1,,
499.06,1.374e-1,1.374e-1,,
499.08,8.257e-2,8.257e-2,,
499.11,3.755e-2,3.755e-2,,
499.13,2.186e-2,2.186e-2,,
499.16,9.472e-3,9.472e-3,,
499.18,5.338e-3,5.338e-3,,
499.21,2.204e-3,2.204e-3,,
499.23,1.203e-3,1.203e-3,,
499.26,4.732e-4,4.732e-4,,
499.28,2.500e-4,2.500e-4,,
499.3,1.304e-4,1.304e-4,,
499.33,4.795e-5,4.795e-5,,
499.35,2.422e-5,2.422e-5,,
499.38,8.485e-6,8.485e-6,,
499.4,4.150e-6,4.150e-6,,
499.43,1.385e-6,1.385e-6,,
499.45,6.560e-7,6.560e-7,,
499.48,2.087e-7,2.087e-7,,
499.5,9.567e-8,9.567e-8,,
499.53,2.899e-8,2.899e-8,,
499.55,1.287e-8,1.287e-8,,
499.58,3.717e-9,3.717e-9,,
499.6,1.598e-9,1.598e-9,,
499.63,4.397e-10,4.397e-10,,
499.65,1.830e-10,1.830e-10,,
499.68,4.799e-11,4.799e-11,,
499.7,1.934e-11,1.934e-11,,
499.72,7.696e-12,7.696e-12,,
499.75,1.886e-12,1.886e-12,,
499.77,7.266e-13,7.266e-13,,
499.8,1.696e-13,1.696e-13,,
499.82,6.328e-14,6.328e-14,,
505.55,1.134e-28,1.134e-28,,
505.58,4.838e-28,4.838e-28,,
505.6,1.253e-27,1.253e-27,,
505.63,5.106e-27,5.106e-27,,
505.65,1.282e-26,1.282e-26,,
505.68,4.985e-26,4.985e-26,,
505.7,1.213e-25,1.213e-25,,
505.73,4.503e-25,4.503e-25,,
505.75,1.063e-24,1.063e-24,,
505.78,3.763e-24,3.763e-24,,
505.8,8.608e-24,8.608e-24,,
505.83,2.909e-23,2.909e-23,,
505.85,6.451e-23,6.451e-23,,
505.88,2.081e-22,2.081e-22,,
505.9,4.474e-22,4.474e-22,,
505.93,1.377e-21,1.377e-21,,
505.95,2.870e-21,2.870e-21,,
505.97,5.906e-21,5.906e-21,,
506,1.703e-20,1.703e-20,,
506.02,3.398e-20,3.398e-20,,
506.05,9.354e-20,9.354e-20,,
506.07,1.809e-19,1.809e-19,,
506.1,4.752e-19,4.752e-19,,
506.12,8.908e-19,8.908e-19,,
506.15,2.234e-18,2.234e-18,,
506.17,4.059e-18,4.059e-18,,
506.2,9.713e-18,9.713e-18,,
506.22,1.711e-17,1.711e-17,,
506.25,3.908e-17,3.908e-17,,
506.27,6.672e-17,6.672e-17,,
506.3,1.454e-16,1.454e-16,,
506.32,2.407e-16,2.407e-16,,
506.35,5.009e-16,5.009e-16,,
506.37,8.037e-16,8.037e-16,,
506.39,1.274e-15,1.274e-15,,
506.42,2.482e-15,2.482e-15,,
506.44,3.813e-15,3.813e-15,,
506.47,7.092e-15,7.092e-15,,
506.49,1.056e-14,1.056e-14,,
506.52,1.875e-14,1.875e-14,,
506.54,2.706e-14,2.706e-14,,
506.57,4.585e-14,4.585e-14,,
506.59,6.416e-14,6.416e-14,,
506.62,1.038e-13,1.038e-13,,
506.64,1.407e-13,1.407e-13,,
506.67,2.172e-13,2.172e-13,,
506.69,2.856e-13,2.856e-13,,
506.72,4.207e-13,4.207e-13,,
506.74,5.362e-13,5.362e-13,,
506.77,7.538e-13,7.538e-13,,
506.79,9.314e-13,9.314e-13,,
506.81,1.137e-12,1.137e-12,,
506.84,1.497e-12,1.497e-12,,
506.86,1.771e-12,1.771e-12,,
506.89,2.225e-12,2.225e-12,,
506.91,2.552e-12,2.552e-12,,
506.94,3.061e-12,3.061e-12,,
506.96,3.403e-12,3.403e-12,,
506.99,3.896e-12,3.896e-12,,
507.01,4.198e-12,4.198e-12,,
507.04,4.587e-12,4.587e-12,,
507.06,4.791e-12,4.791e-12,,
507.09,4.996e-12,4.996e-12,,
507.11,5.059e-12,5.059e-12,,
507.14,5.035e-12,5.035e-12,,
507.16,4.942e-12,4.942e-12,,
507.19,4.695e-12,4.695e-12,,
507.21,4.467e-12,4.467e-12,,
507.23,4.198e-12,4.198e-12,,
507.26,3.735e-12,3.735e-12,,
507.28,3.403e-12,3.403e-12,,
507.31,2.890e-12,2.890e-12,,
507.33,2.552e-12,2.552e-12,,
507.36,2.068e-12,2.068e-12,,
507.38,1.771e-12,1.771e-12,,
507.41,1.370e-12,1.370e-12,,
507.43,1.137e-12,1.137e-12,,
507.46,8.392e-13,8.392e-13,,
507.48,6.750e-13,6.750e-13,,
507.51,4.757e-13,4.757e-13,,
507.53,3.709e-13,3.709e-13,,
507.56,2.494e-13,2.494e-13,,
507.58,1.885e-13,1.885e-13,,
507.61,1.210e-13,1.210e-13,,
507.63,8.867e-14,8.867e-14,,
507.65,6.416e-14,6.416e-14,,
507.68,3.858e-14,3.858e-14,,
507.7,2.706e-14,2.706e-14,,
507.73,1.553e-14,1.553e-14,,
507.75,1.056e-14,1.056e-14,,
507.78,5.785e-15,5.785e-15,,
507.8,3.813e-15,3.813e-15,,
507.83,1.993e-15,1.993e-15,,
507.85,1.274e-15,1.274e-15,,
507.88,6.354e-16,6.354e-16,,
507.9,3.936e-16,3.936e-16,,
507.93,1.874e-16,1.874e-16,,
507.95,1.125e-16,1.125e-16,,
507.98,5.114e-17,5.114e-17,,
508,2.976e-17,2.976e-17,,
508.03,1.291e-17,1.291e-17,,
508.05,7.284e-18,7.284e-18,,
508.07,4.059e-18,4.059e-18,,
508.1,1.649e-18,1.649e-18,,
508.12,8.908e-19,8.908e-19,,
508.15,3.455e-19,3.455e-19,,
508.17,1.809e-19,1.809e-19,,
508.2,6.695e-20,6.695e-20,,
508.22,3.398e-20,3.398e-20,,
508.25,1.200e-20,1.200e-20,,
508.27,5.906e-21,5.906e-21,,
508.3,1.991e-21,1.991e-21,,
508.32,9.497e-22,9.497e-22,,
508.35,3.056e-22,3.056e-22,,
508.37,1.413e-22,1.413e-22,,
508.4,4.339e-23,4.339e-23,,
508.42,1.945e-23,1.945e-23,,
508.45,5.700e-24,5.700e-24,,
508.47,2.476e-24,2.476e-24,,
508.49,1.063e-24,1.063e-24,,
508.52,2.918e-25,2.918e-25,,
508.54,1.213e-25,1.213e-25,,
508.57,3.180e-26,3.180e-26,,
508.59,1.282e-26,1.282e-26,,
508.62,3.207e-27,3.207e-27,,
508.64,1.253e-27,1.253e-27,,
508.67,2.992e-28,2.992e-28,,
508.69,1.134e-28,1.134e-28,,
513.76,1.918e-14,1.918e-14,,
513.78,4.938e-14,4.938e-14,,
513.81,1.995e-13,1.995e-13,,
513.83,4.984e-13,4.984e-13,,
513.86,1.925e-12,1.925e-12,,
513.88,4.666e-12,4.666e-12,,
513.9,1.118e-11,1.118e-11,,
513.93,4.052e-11,4.052e-11,,
513.95,9.418e-11,9.418e-11,,
513.98,3.263e-10,3.263e-10,,
514,7.359e-10,7.359e-10,,
514.03,2.437e-9,2.437e-9,,
514.05,5.333e-9,5.333e-9,,
514.08,1.688e-8,1.688e-8,,
514.1,3.585e-8,3.585e-8,,
514.13,1.084e-7,1.084e-7,,
514.15,2.235e-7,2.235e-7,,
514.18,6.462e-7,6.462e-7,,
514.2,1.292e-6,1.292e-6,,
514.23,3.571e-6,3.571e-6,,
514.25,6.928e-6,6.928e-6,,
514.28,1.830e-5,1.830e-5,,
514.3,3.445e-5,3.445e-5,,
514.32,6.408e-5,6.408e-5,,
514.35,1.589e-4,1.589e-4,,
514.37,2.868e-4,2.868e-4,,
514.4,6.798e-4,6.798e-4,,
514.42,1.190e-3,1.190e-3,,
514.45,2.697e-3,2.697e-3,,
514.47,4.583e-3,4.583e-3,,
514.5,9.924e-3,9.924e-3,,
514.52,1.636e-2,1.636e-2,,
514.55,3.387e-2,3.387e-2,,
514.57,5.419e-2,5.419e-2,,
514.6,1.072e-1,1.072e-1,,
514.62,1.664e-1,1.664e-1,,
514.65,3.147e-1,3.147e-1,,
514.67,4.740e-1,4.740e-1,,
514.7,8.568e-1,8.568e-1,,
514.72,1.252e+0,1.252e+0,,
514.74,1.809e+0,1.809e+0,,
514.77,3.069e+0,3.069e+0,,
514.79,4.300e+0,4.300e+0,,
514.82,6.973e+0,6.973e+0,,
514.84,9.481e+0,9.481e+0,,
514.87,1.470e+1,1.470e+1,,
514.89,1.939e+1,1.939e+1,,
514.92,2.873e+1,2.873e+1,,
514.94,3.678e+1,3.678e+1,,
514.97,5.208e+1,5.208e+1,,
514.99,6.469e+1,6.469e+1,,
515.02,8.757e+1,8.757e+1,,
515.04,1.055e+2,1.055e+2,,
515.07,1.366e+2,1.366e+2,,
515.09,1.597e+2,1.597e+2,,
515.12,1.975e+2,1.975e+2,,
515.14,2.241e+2,2.241e+2,,
515.16,2.513e+2,2.513e+2,,
515.19,2.917e+2,2.917e+2,,
515.21,3.174e+2,3.174e+2,,
515.24,3.522e+2,3.522e+2,,
515.26,3.718e+2,3.718e+2,,
515.29,3.943e+2,3.943e+2,,
515.31,4.039e+2,4.039e+2,,
515.34,4.094e+2,4.094e+2,,
515.36,4.069e+2,4.069e+2,,
515.39,3.943e+2,3.943e+2,,
515.41,3.803e+2,3.803e+2,,
515.44,3.522e+2,3.522e+2,,
515.46,3.296e+2,3.296e+2,,
515.49,2.917e+2,2.917e+2,,
515.51,2.649e+2,2.649e+2,,
515.54,2.241e+2,2.241e+2,,
515.56,1.975e+2,1.975e+2,,
515.58,1.719e+2,1.719e+2,,
515.61,1.366e+2,1.366e+2,,
515.63,1.154e+2,1.154e+2,,
515.66,8.757e+1,8.757e+1,,
515.68,7.178e+1,7.178e+1,,
515.71,5.208e+1,5.208e+1,,
515.73,4.142e+1,4.142e+1,,
515.76,2.873e+1,2.873e+1,,
515.78,2.217e+1,2.217e+1,,
515.81,1.470e+1,1.470e+1,,
515.83,1.101e+1,1.101e+1,,
515.86,6.973e+0,6.973e+0,,
515.88,5.067e+0,5.067e+0,,
515.91,3.069e+0,3.069e+0,,
515.93,2.164e+0,2.164e+0,,
515.96,1.252e+0,1.252e+0,,
515.98,8.568e-1,8.568e-1,,
516,5.792e-1,5.792e-1,,
516.03,3.147e-1,3.147e-1,,
516.05,2.064e-1,2.064e-1,,
516.08,1.072e-1,1.072e-1,,
