Wavelength (nm),Sum(calc),Fe I (1.5e-1),Fe II (8.5e-1),Fe III (1.1e-4)
531.17,3.228e-1,4.289e-7,3.228e-1,1.591e-9
531.2,4.425e-1,1.220e-6,4.425e-1,1.416e-9
531.22,5.486e-1,2.416e-6,5.486e-1,1.293e-9
531.25,7.522e-1,6.589e-6,7.522e-1,1.107e-9
531.27,9.200e-1,1.268e-5,9.200e-1,9.847e-10
531.29,1.115e+0,2.413e-5,1.115e+0,8.667e-10
531.32,1.461e+0,6.203e-5,1.461e+0,7.015e-10
531.34,1.726e+0,1.148e-4,1.726e+0,6.013e-10
531.37,2.173e+0,2.828e-4,2.173e+0,4.677e-10
531.39,2.500e+0,5.086e-4,2.499e+0,3.903e-10
531.42,3.023e+0,1.201e-3,3.022e+0,2.917e-10
531.44,3.386e+0,2.100e-3,3.384e+0,2.370e-10
531.47,3.934e+0,4.754e-3,3.929e+0,1.702e-10
531.49,4.292e+0,8.081e-3,4.284e+0,1.347e-10
531.52,4.799e+0,1.754e-2,4.781e+0,9.305e-11
531.54,5.107e+0,2.898e-2,5.078e+0,7.188e-11
531.57,5.510e+0,6.028e-2,5.450e+0,4.815e-11
531.59,5.738e+0,9.684e-2,5.641e+0,3.672e-11
531.62,6.020e+0,1.931e-1,5.827e+0,2.480e-11
531.64,6.182e+0,3.016e-1,5.881e+0,1.971e-11
531.66,6.342e+0,4.658e-1,5.877e+0,1.652e-11
531.69,6.639e+0,8.752e-1,5.764e+0,1.485e-11
531.71,6.936e+0,1.314e+0,5.622e+0,1.567e-11
531.74,7.686e+0,2.367e+0,5.320e+0,1.982e-11
531.76,8.523e+0,3.455e+0,5.068e+0,2.470e-11
531.79,1.060e+1,5.964e+0,4.632e+0,3.566e-11
531.81,1.278e+1,8.464e+0,4.314e+0,4.581e-11
531.84,1.782e+1,1.401e+1,3.813e+0,6.612e-11
531.86,2.280e+1,1.932e+1,3.473e+0,8.358e-11
531.89,3.363e+1,3.066e+1,2.971e+0,1.166e-10
531.91,4.377e+1,4.112e+1,2.648e+0,1.436e-10
531.94,6.473e+1,6.253e+1,2.194e+0,1.923e-10
531.96,8.345e+1,8.154e+1,1.915e+0,2.303e-10
531.99,1.204e+2,1.189e+2,1.537e+0,2.957e-10
532.01,1.520e+2,1.507e+2,1.314e+0,3.444e-10
532.04,2.117e+2,2.106e+2,1.022e+0,4.238e-10
532.06,2.605e+2,2.596e+2,8.547e-1,4.799e-10
532.08,3.172e+2,3.165e+2,7.090e-1,5.373e-10
532.11,4.176e+2,4.171e+2,5.271e-1,6.231e-10
532.13,4.948e+2,4.944e+2,4.278e-1,6.782e-10
532.16,6.252e+2,6.248e+2,3.076e-1,7.540e-10
532.18,7.206e+2,7.204e+2,2.441e-1,7.978e-10
532.21,8.738e+2,8.736e+2,1.697e-1,8.501e-10
532.23,9.802e+2,9.801e+2,1.316e-1,8.745e-10
532.26,1.141e+3,1.141e+3,8.826e-2,8.932e-10
532.28,1.246e+3,1.246e+3,6.683e-2,8.932e-10
532.31,1.395e+3,1.395e+3,4.323e-2,8.746e-10
532.33,1.485e+3,1.485e+3,3.194e-2,8.503e-10
532.36,1.600e+3,1.600e+3,1.990e-2,7.982e-10
532.38,1.662e+3,1.662e+3,1.433e-2,7.546e-10
532.41,1.730e+3,1.730e+3,8.595e-3,6.794e-10
532.43,1.759e+3,1.759e+3,6.033e-3,6.249e-10
532.45,1.774e+3,1.774e+3,4.191e-3,5.686e-10
532.48,1.773e+3,1.773e+3,2.379e-3,4.840e-10
532.5,1.760e+3,1.760e+3,1.609e-3,4.296e-10
532.53,1.723e+3,1.723e+3,8.774e-4,3.535e-10
532.55,1.691e+3,1.691e+3,5.777e-4,3.080e-10
532.58,1.637e+3,1.637e+3,3.025e-4,2.492e-10
532.6,1.598e+3,1.598e+3,1.939e-4,2.170e-10
532.63,1.541e+3,1.541e+3,9.743e-5,1.799e-10
532.65,1.503e+3,1.503e+3,6.074e-5,1.628e-10
532.68,1.449e+3,1.449e+3,2.929e-5,1.486e-10
532.7,1.414e+3,1.414e+3,1.777e-5,1.466e-10
532.73,1.362e+3,1.362e+3,8.223e-6,1.542e-10
532.75,1.326e+3,1.326e+3,4.857e-6,1.660e-10
532.78,1.267e+3,1.267e+3,2.175e-6,1.927e-10
532.8,1.224e+3,1.224e+3,1.280e-6,2.160e-10
532.82,1.177e+3,1.177e+3,7.883e-7,2.429e-10
532.85,1.097e+3,1.097e+3,5.205e-7,2.887e-10
532.87,1.039e+3,1.039e+3,5.836e-7,3.218e-10
532.9,9.428e+2,9.428e+2,1.108e-6,3.730e-10
532.92,8.748e+2,8.748e+2,1.915e-6,4.069e-10
532.95,7.688e+2,7.688e+2,4.469e-6,4.548e-10
532.97,6.971e+2,6.971e+2,7.817e-6,4.833e-10
533,5.908e+2,5.908e+2,1.775e-5,5.188e-10
533.02,5.225e+2,5.225e+2,3.024e-5,5.365e-10
533.05,4.261e+2,4.261e+2,6.589e-5,5.524e-10
533.07,3.670e+2,3.670e+2,1.092e-4,5.555e-10
533.1,2.875e+2,2.875e+2,2.280e-4,5.484e-10
533.12,2.410e+2,2.410e+2,3.674e-4,5.362e-10
533.15,1.813e+2,1.813e+2,7.358e-4,5.075e-10
533.17,1.478e+2,1.478e+2,1.153e-3,4.825e-10
533.19,1.192e+2,1.192e+2,1.786e-3,4.535e-10
533.22,8.460e+1,8.460e+1,3.372e-3,4.046e-10
533.24,6.637e+1,6.636e+1,5.079e-3,3.697e-10
533.27,4.516e+1,4.515e+1,9.194e-3,3.163e-10
533.29,3.445e+1,3.444e+1,1.347e-2,2.810e-10
533.32,2.249e+1,2.246e+1,2.337e-2,2.304e-10
533.34,1.669e+1,1.666e+1,3.328e-2,1.990e-10
533.37,1.047e+1,1.042e+1,5.539e-2,1.565e-10
533.39,7.590e+0,7.513e+0,7.669e-2,1.314e-10
533.42,4.627e+0,4.504e+0,1.224e-1,9.902e-11
533.44,3.323e+0,3.158e+0,1.648e-1,8.085e-11
533.47,2.067e+0,1.815e+0,2.520e-1,5.841e-11
533.49,1.567e+0,1.237e+0,3.299e-1,4.637e-11
533.52,1.166e+0,6.817e-1,4.839e-1,3.211e-11
533.54,1.068e+0,4.517e-1,6.160e-1,2.478e-11
533.57,1.105e+0,2.386e-1,8.662e-1,1.645e-11
533.59,1.226e+0,1.537e-1,1.072e+0,1.235e-11
533.61,1.410e+0,9.793e-2,1.312e+0,9.161e-12
533.64,1.788e+0,4.875e-2,1.740e+0,5.733e-12
533.66,2.100e+0,3.019e-2,2.070e+0,4.136e-12
533.69,2.646e+0,1.441e-2,2.631e+0,2.481e-12
533.71,3.053e+0,8.677e-3,3.045e+0,1.740e-12
533.74,3.715e+0,3.969e-3,3.711e+0,1.001e-12
533.76,4.177e+0,2.324e-3,4.175e+0,6.824e-13
533.79,4.879e+0,1.019e-3,4.878e+0,3.763e-13
533.81,5.337e+0,5.800e-4,5.337e+0,2.494e-13
533.84,5.979e+0,2.438e-4,5.979e+0,1.318e-13
533.86,6.360e+0,1.349e-4,6.360e+0,8.498e-14
533.89,6.831e+0,5.437e-5,6.831e+0,4.306e-14
533.91,7.065e+0,2.925e-5,7.065e+0,2.698e-14
533.94,7.277e+0,1.130e-5,7.277e+0,1.311e-14
533.96,7.318e+0,5.909e-6,7.318e+0,7.985e-15
533.98,7.277e+0,3.056e-6,7.277e+0,4.811e-15
534.01,7.065e+0,1.113e-6,7.065e+0,2.203e-15
534.03,6.831e+0,5.595e-7,6.831e+0,1.290e-15
534.06,6.360e+0,1.953e-7,6.360e+0,5.662e-16
534.08,5.979e+0,9.545e-8,5.979e+0,3.225e-16
534.11,5.337e+0,3.194e-8,5.337e+0,1.357e-16
534.13,4.878e+0,1.518e-8,4.878e+0,7.512e-17
534.16,4.175e+0,4.868e-9,4.175e+0,3.030e-17
534.18,3.711e+0,2.249e-9,3.711e+0,1.631e-17
534.21,3.045e+0,6.916e-10,3.045e+0,6.307e-18
534.23,2.631e+0,3.106e-10,2.631e+0,3.301e-18
534.26,2.070e+0,9.156e-11,2.070e+0,1.224e-18
534.28,1.740e+0,3.998e-11,1.740e+0,6.226e-19
534.31,1.312e+0,1.130e-11,1.312e+0,2.212e-19
534.33,1.072e+0,4.796e-12,1.072e+0,1.095e-19
534.35,8.662e-1,2.013e-12,8.662e-1,5.354e-20
534.38,6.160e-1,5.362e-13,6.160e-1,1.793e-20
534.4,4.839e-1,2.188e-13,4.839e-1,8.529e-21
534.43,3.299e-1,5.587e-14,3.299e-1,2.739e-21
534.45,2.520e-1,2.217e-14,2.520e-1,1.266e-21
534.48,1.648e-1,2.067e-14,1.648e-1,3.898e-22
534.5,1.224e-1,1.968e-14,1.224e-1,1.752e-22
534.53,7.669e-2,1.819e-14,7.669e-2,5.172e-23
534.55,5.539e-2,1.719e-14,5.539e-2,2.260e-23
534.58,3.328e-2,1.570e-14,3.328e-2,6.395e-24
534.6,2.337e-2,1.470e-14,2.337e-2,2.717e-24
534.63,1.347e-2,1.321e-14,1.347e-2,7.369e-25
534.65,9.194e-3,1.221e-14,9.194e-3,3.061e-25
534.68,5.079e-3,1.072e-14,5.079e-3,8.832e-26
534.7,3.372e-3,9.721e-15,3.372e-3,5.484e-26
534.73,1.786e-3,8.227e-15,1.786e-3,9.800e-26
534.75,1.153e-3,7.232e-15,1.153e-3,2.204e-25
534.77,7.358e-4,6.236e-15,7.358e-4,5.335e-25
534.8,3.674e-4,4.742e-15,3.674e-4,1.967e-24
534.82,2.280e-4,1.207e-14,2.280e-4,4.632e-24
534.85,1.092e-4,4.796e-14,1.092e-4,1.639e-23
534.87,6.589e-5,1.187e-13,6.589e-5,3.752e-23
534.9,3.024e-5,4.526e-13,3.024e-5,1.274e-22
534.92,1.775e-5,1.089e-12,1.775e-5,2.837e-22
534.95,7.810e-6,3.983e-12,7.810e-6,9.238e-22
534.97,4.456e-6,9.325e-12,4.456e-6,2.002e-21
535,1.881e-6,3.271e-11,1.881e-6,6.253e-21
535.02,1.044e-6,7.447e-11,1.044e-6,1.318e-20
535.05,4.241e-7,2.506e-10,4.239e-7,3.950e-20
535.07,2.318e-7,5.548e-10,2.313e-7,8.098e-20
535.1,9.999e-8,1.790e-9,9.820e-8,2.328e-19
535.12,6.913e-8,3.856e-9,6.527e-8,4.644e-19
535.14,6.815e-8,8.212e-9,5.993e-8,9.159e-19
535.17,1.255e-7,2.500e-8,1.005e-7,2.485e-18
535.19,2.251e-7,5.179e-8,1.734e-7,4.767e-18
535.22,5.665e-7,1.512e-7,4.153e-7,1.241e-17
535.24,1.047e-6,3.046e-7,7.422e-7,2.316e-17
535.27,2.596e-6,8.531e-7,1.742e-6,5.783e-17
535.29,4.709e-6,1.672e-6,3.037e-6,1.050e-16
535.32,1.134e-5,4.491e-6,6.846e-6,2.515e-16
535.34,2.017e-5,8.558e-6,1.161e-5,4.441e-16
535.37,4.715e-5,2.205e-5,2.510e-5,1.021e-15
535.39,8.227e-5,4.087e-5,4.140e-5,1.753e-15
535.42,1.869e-4,1.010e-4,8.589e-5,3.866e-15
535.44,3.199e-4,1.821e-4,1.378e-4,6.460e-15
535.47,7.059e-4,4.317e-4,2.742e-4,1.367e-14
535.49,1.185e-3,7.568e-4,4.279e-4,2.221e-14
535.51,1.973e-3,1.312e-3,6.605e-4,3.570e-14
535.54,4.175e-3,2.935e-3,1.240e-3,7.127e-14
535.56,6.812e-3,4.950e-3,1.862e-3,1.114e-13
535.59,1.397e-2,1.062e-2,3.355e-3,2.134e-13
535.61,2.232e-2,1.742e-2,4.899e-3,3.246e-13
535.64,4.430e-2,3.584e-2,8.468e-3,5.965e-13
535.66,6.921e-2,5.718e-2,1.203e-2,8.825e-13
535.69,1.328e-1,1.129e-1,1.995e-2,1.556e-12
535.71,2.027e-1,1.751e-1,2.756e-2,2.239e-12
535.74,3.755e-1,3.317e-1,4.386e-2,3.787e-12
535.76,5.596e-1,5.007e-1,5.895e-2,5.301e-12
535.79,9.996e-1,9.096e-1,8.999e-2,8.601e-12
535.81,1.453e+0,1.336e+0,1.177e-1,1.171e-11
535.84,2.501e+0,2.328e+0,1.724e-1,1.823e-11
535.86,3.546e+0,3.326e+0,2.193e-1,2.416e-11
535.88,4.976e+0,4.700e+0,2.759e-1,3.165e-11
535.91,8.116e+0,7.735e+0,3.815e-1,4.649e-11
535.93,1.110e+1,1.064e+1,4.670e-1,5.925e-11
535.96,1.742e+1,1.680e+1,6.197e-1,8.350e-11
535.98,2.322e+1,2.248e+1,7.383e-1,1.035e-10
536.01,3.505e+1,3.411e+1,9.406e-1,1.400e-10
536.03,4.552e+1,4.443e+1,1.091e+0,1.688e-10
536.06,6.610e+1,6.476e+1,1.335e+0,2.190e-10
536.08,8.367e+1,8.217e+1,1.507e+0,2.570e-10
536.11,1.169e+2,1.152e+2,1.772e+0,3.199e-10
536.13,1.443e+2,1.424e+2,1.949e+0,3.652e-10
536.16,1.942e+2,1.920e+2,2.206e+0,4.364e-10
536.18,2.339e+2,2.315e+2,2.366e+0,4.847e-10
536.21,3.035e+2,3.009e+2,2.580e+0,5.560e-10
536.23,3.569e+2,3.542e+2,2.701e+0,6.011e-10
536.26,4.473e+2,4.444e+2,2.845e+0,6.624e-10
536.28,5.142e+2,5.113e+2,2.914e+0,6.974e-10
536.3,5.862e+2,5.833e+2,2.960e+0,7.268e-10
536.33,7.026e+2,6.996e+2,2.987e+0,7.586e-10
536.35,7.851e+2,7.821e+2,2.979e+0,7.711e-10
536.38,9.147e+2,9.118e+2,2.933e+0,7.765e-10
536.4,1.004e+3,1.001e+3,2.882e+0,7.715e-10
536.43,1.141e+3,1.139e+3,2.783e+0,7.528e-10
536.45,1.234e+3,1.232e+3,2.705e+0,7.341e-10
536.48,1.374e+3,1.372e+3,2.576e+0,6.991e-10
536.5,1.467e+3,1.465e+3,2.484e+0,6.729e-10
536.53,1.607e+3,1.604e+3,2.341e+0,6.323e-10
536.55,1.699e+3,1.696e+3,2.243e+0,6.059e-10
536.58,1.835e+3,1.833e+3,2.093e+0,5.692e-10
536.6,1.925e+3,1.923e+3,1.992e+0,5.478e-10
536.63,2.058e+3,2.056e+3,1.837e+0,5.208e-10
536.65,2.145e+3,2.143e+3,1.731e+0,5.064e-10
536.67,2.231e+3,2.229e+3,1.624e+0,4.945e-10
536.7,2.356e+3,2.354e+3,1.460e+0,4.806e-10
536.72,2.437e+3,2.435e+3,1.350e+0,4.730e-10
536.75,2.553e+3,2.551e+3,1.184e+0,4.624e-10
536.77,2.626e+3,2.625e+3,1.074e+0,4.549e-10
536.8,2.727e+3,2.726e+3,9.148e-1,4.415e-10
536.82,2.788e+3,2.787e+3,8.129e-1,4.304e-10
536.85,2.867e+3,2.866e+3,6.694e-1,4.098e-10
536.87,2.909e+3,2.908e+3,5.811e-1,3.932e-10
536.9,2.954e+3,2.953e+3,4.614e-1,3.644e-10
536.92,2.969e+3,2.969e+3,3.907e-1,3.430e-10
536.95,2.969e+3,2.969e+3,2.986e-1,3.086e-10
536.97,2.951e+3,2.951e+3,2.464e-1,2.849e-10
537,2.895e+3,2.895e+3,1.811e-1,2.500e-10
537.02,2.838e+3,2.838e+3,1.455e-1,2.280e-10
537.04,2.766e+3,2.765e+3,1.156e-1,2.079e-10
537.07,2.628e+3,2.628e+3,8.031e-2,1.825e-10
537.09,2.519e+3,2.519e+3,6.213e-2,1.695e-10
537.12,2.332e+3,2.332e+3,4.142e-2,1.573e-10
537.14,2.194e+3,2.194e+3,3.117e-2,1.547e-10
537.17,1.974e+3,1.974e+3,1.994e-2,1.596e-10
537.19,1.822e+3,1.822e+3,1.460e-2,1.691e-10
537.22,1.591e+3,1.591e+3,8.964e-3,1.929e-10
537.24,1.438e+3,1.438e+3,6.385e-3,2.151e-10
537.27,1.217e+3,1.217e+3,3.760e-3,2.571e-10
537.29,1.077e+3,1.077e+3,2.605e-3,2.905e-10
537.32,8.819e+2,8.819e+2,1.472e-3,3.470e-10
537.34,7.635e+2,7.635e+2,9.918e-4,3.880e-10
537.37,6.049e+2,6.049e+2,5.374e-4,4.519e-10
537.39,5.121e+2,5.121e+2,3.523e-4,4.947e-10
537.42,3.922e+2,3.922e+2,1.831e-4,5.561e-10
537.44,3.246e+2,3.246e+2,1.168e-4,5.935e-10
537.46,2.661e+2,2.661e+2,7.362e-5,6.267e-10
537.49,1.942e+2,1.942e+2,3.610e-5,6.664e-10
537.51,1.556e+2,1.556e+2,2.215e-5,6.849e-10
537.54,1.098e+2,1.098e+2,1.045e-5,6.991e-10
537.56,8.616e+1,8.616e+1,6.288e-6,6.990e-10
537.59,5.920e+1,5.920e+1,3.002e-6,6.846e-10
537.61,4.598e+1,4.598e+1,1.995e-6,6.658e-10
537.64,3.195e+1,3.195e+1,1.610e-6,6.256e-10
537.66,2.588e+1,2.588e+1,2.024e-6,5.919e-10
537.69,2.099e+1,2.099e+1,3.994e-6,5.335e-10
537.71,2.037e+1,2.037e+1,6.773e-6,4.910e-10
537.74,2.342e+1,2.342e+1,1.513e-5,4.246e-10
537.76,2.836e+1,2.836e+1,2.564e-5,3.801e-10
537.79,4.096e+1,4.096e+1,5.553e-5,3.153e-10
537.81,5.355e+1,5.355e+1,9.169e-5,2.745e-10
537.83,7.023e+1,7.023e+1,1.498e-4,2.364e-10
537.86,1.047e+2,1.047e+2,3.063e-4,1.850e-10
537.88,1.353e+2,1.353e+2,4.867e-4,1.550e-10
537.91,1.952e+2,1.952e+2,9.549e-4,1.164e-10
537.93,2.460e+2,2.460e+2,1.476e-3,9.481e-11
537.96,3.411e+2,3.411e+2,2.779e-3,6.829e-11
537.98,4.183e+2,4.183e+2,4.179e-3,5.412e-11
538.01,5.566e+2,5.566e+2,7.548e-3,3.740e-11
538.03,6.642e+2,6.642e+2,1.104e-2,2.883e-11
538.06,8.480e+2,8.479e+2,1.914e-2,1.911e-11
538.08,9.843e+2,9.842e+2,2.724e-2,1.433e-11
538.11,1.206e+3,1.206e+3,4.529e-2,9.113e-12
538.13,1.361e+3,1.361e+3,6.271e-2,6.646e-12
538.16,1.600e+3,1.600e+3,1.001e-1,4.055e-12
538.18,1.757e+3,1.757e+3,1.348e-1,2.876e-12
538.2,1.909e+3,1.909e+3,1.795e-1,2.018e-12
538.23,2.118e+3,2.117e+3,2.703e-1,1.162e-12
538.25,2.238e+3,2.237e+3,3.502e-1,7.928e-13
538.28,2.381e+3,2.381e+3,5.061e-1,4.378e-13
538.3,2.448e+3,2.447e+3,6.379e-1,2.906e-13
538.33,2.500e+3,2.499e+3,8.844e-1,1.539e-13
538.35,2.500e+3,2.499e+3,1.085e+0,9.940e-14
538.38,2.449e+3,2.447e+3,1.443e+0,5.051e-14
538.4,2.383e+3,2.381e+3,1.721e+0,3.172e-14
538.43,2.240e+3,2.237e+3,2.196e+0,1.547e-14
538.45,2.120e+3,2.117e+3,2.549e+0,9.448e-15
538.48,1.912e+3,1.909e+3,3.121e+0,4.419e-15
538.5,1.761e+3,1.757e+3,3.524e+0,2.626e-15
538.53,1.524e+3,1.520e+3,4.141e+0,1.178e-15
538.55,1.366e+3,1.361e+3,4.548e+0,6.809e-16
538.57,1.211e+3,1.206e+3,4.940e+0,3.892e-16
538.6,9.897e+2,9.842e+2,5.478e+0,1.648e-16
538.62,8.537e+2,8.479e+2,5.788e+0,9.161e-17
538.65,6.703e+2,6.641e+2,6.158e+0,3.720e-17
538.67,5.629e+2,5.566e+2,6.331e+0,2.012e-17
538.7,4.247e+2,4.183e+2,6.463e+0,7.839e-18
538.72,3.475e+2,3.410e+2,6.463e+0,4.124e-18
538.75,2.522e+2,2.459e+2,6.331e+0,1.541e-18
538.77,2.011e+2,1.950e+2,6.159e+0,7.887e-19
538.8,1.407e+2,1.349e+2,5.789e+0,2.828e-19
538.82,1.095e+2,1.041e+2,5.479e+0,1.409e-19
538.85,7.401e+1,6.907e+1,4.942e+0,4.892e-20
538.87,5.639e+1,5.184e+1,4.550e+0,2.451e-20
538.9,3.698e+1,3.304e+1,3.940e+0,1.091e-20
538.92,2.768e+1,2.415e+1,3.532e+0,1.009e-20
538.95,1.776e+1,1.483e+1,2.939e+0,1.941e-20
538.97,1.318e+1,1.061e+1,2.567e+0,3.657e-20
538.99,9.804e+0,7.583e+0,2.222e+0,7.060e-20
539.02,6.427e+0,4.665e+0,1.762e+0,1.881e-19
539.04,5.019e+0,3.520e+0,1.499e+0,3.571e-19
539.07,3.849e+0,2.677e+0,1.172e+0,9.156e-19
539.09,3.586e+0,2.587e+0,9.998e-1,1.692e-18
539.12,3.882e+0,3.072e+0,8.101e-1,4.164e-18
539.14,4.542e+0,3.814e+0,7.277e-1,7.486e-18
539.17,6.302e+0,5.635e+0,6.675e-1,1.768e-17
539.19,8.075e+0,7.407e+0,6.678e-1,3.093e-17
539.22,1.183e+1,1.111e+1,7.254e-1,7.011e-17
539.24,1.522e+1,1.442e+1,8.001e-1,1.193e-16
539.27,2.191e+1,2.095e+1,9.629e-1,2.596e-16
539.29,2.762e+1,2.652e+1,1.103e+0,4.299e-16
539.32,3.836e+1,3.701e+1,1.354e+0,8.975e-16
539.34,4.714e+1,4.560e+1,1.545e+0,1.446e-15
539.36,5.731e+1,5.556e+1,1.751e+0,2.305e-15
539.39,7.530e+1,7.322e+1,2.078e+0,4.542e-15
539.41,8.912e+1,8.682e+1,2.303e+0,7.043e-15
539.44,1.124e+2,1.098e+2,2.634e+0,1.332e-14
539.46,1.295e+2,1.267e+2,2.844e+0,2.010e-14
539.49,1.568e+2,1.537e+2,3.127e+0,3.648e-14
539.51,1.758e+2,1.725e+2,3.287e+0,5.355e-14
539.54,2.044e+2,2.009e+2,3.472e+0,9.330e-14
539.56,2.230e+2,2.194e+2,3.554e+0,1.332e-13
539.59,2.489e+2,2.453e+2,3.610e+0,2.228e-13
539.61,2.642e+2,2.606e+2,3.602e+0,3.096e-13
539.64,2.833e+2,2.797e+2,3.526e+0,4.967e-13
539.66,2.927e+2,2.893e+2,3.438e+0,6.715e-13
539.69,3.015e+2,2.982e+2,3.262e+0,1.034e-12
539.71,3.036e+2,3.004e+2,3.124e+0,1.360e-12
539.73,3.025e+2,2.996e+2,2.979e+0,1.770e-12
539.76,2.957e+2,2.929e+2,2.764e+0,2.573e-12
539.78,2.880e+2,2.854e+2,2.635e+0,3.257e-12
539.81,2.731e+2,2.706e+2,2.481e+0,4.545e-12
539.83,2.617e+2,2.593e+2,2.415e+0,5.597e-12
539.86,2.444e+2,2.420e+2,2.384e+0,7.495e-12
539.88,2.340e+2,2.316e+2,2.416e+0,8.982e-12
539.91,2.223e+2,2.198e+2,2.546e+0,1.154e-11
539.93,2.187e+2,2.160e+2,2.688e+0,1.346e-11
539.96,2.219e+2,2.190e+2,2.979e+0,1.660e-11
539.98,2.314e+2,2.281e+2,3.218e+0,1.883e-11
540.01,2.588e+2,2.552e+2,3.629e+0,2.229e-11
540.03,2.873e+2,2.834e+2,3.926e+0,2.460e-11
540.06,3.471e+2,3.427e+2,4.382e+0,2.794e-11
540.08,3.992e+2,3.945e+2,4.677e+0,3.001e-11
540.11,4.963e+2,4.912e+2,5.083e+0,3.271e-11
540.13,5.737e+2,5.684e+2,5.314e+0,3.418e-11
540.15,6.607e+2,6.552e+2,5.502e+0,3.532e-11
540.18,8.076e+2,8.019e+2,5.690e+0,3.635e-11
540.2,9.145e+2,9.088e+2,5.744e+0,3.655e-11
540.23,1.084e+3,1.079e+3,5.712e+0,3.611e-11
540.25,1.201e+3,1.195e+3,5.615e+0,3.532e-11
540.28,1.374e+3,1.369e+3,5.363e+0,3.348e-11
540.3,1.485e+3,1.480e+3,5.132e+0,3.187e-11
540.33,1.637e+3,1.632e+3,4.706e+0,2.900e-11
540.35,1.725e+3,1.721e+3,4.382e+0,2.685e-11
540.38,1.832e+3,1.828e+3,3.857e+0,2.345e-11
540.4,1.883e+3,1.879e+3,3.495e+0,2.113e-11
540.43,1.926e+3,1.923e+3,2.953e+0,1.770e-11
540.45,1.932e+3,1.929e+3,2.604e+0,1.552e-11
540.48,1.906e+3,1.904e+3,2.114e+0,1.248e-11
540.5,1.867e+3,1.865e+3,1.816e+0,1.065e-11
540.52,1.812e+3,1.810e+3,1.544e+0,8.982e-12
540.55,1.704e+3,1.703e+3,1.189e+0,6.819e-12
540.57,1.620e+3,1.619e+3,9.895e-1,5.597e-12
540.6,1.480e+3,1.480e+3,7.435e-1,4.078e-12
540.62,1.383e+3,1.383e+3,6.136e-1,3.257e-12
540.65,1.239e+3,1.239e+3,4.661e-1,2.278e-12
540.67,1.148e+3,1.147e+3,3.968e-1,1.770e-12
540.7,1.025e+3,1.024e+3,3.317e-1,1.188e-12
540.72,9.546e+2,9.543e+2,3.120e-1,8.980e-13
540.75,8.719e+2,8.716e+2,3.142e-1,5.783e-13
540.77,8.330e+2,8.327e+2,3.349e-1,4.254e-13
540.8,8.005e+2,8.001e+2,3.924e-1,2.630e-13
540.82,7.958e+2,7.954e+2,4.468e-1,1.882e-13
540.85,8.128e+2,8.123e+2,5.497e-1,1.116e-13
540.87,8.386e+2,8.379e+2,6.309e-1,7.775e-14
540.89,8.741e+2,8.734e+2,7.204e-1,5.355e-14
540.92,9.418e+2,9.409e+2,8.669e-1,2.999e-14
540.94,9.937e+2,9.928e+2,9.697e-1,2.010e-14
540.97,1.077e+3,1.076e+3,1.126e+0,1.080e-14
540.99,1.133e+3,1.132e+3,1.228e+0,7.043e-15
541.02,1.214e+3,1.213e+3,1.371e+0,3.633e-15
541.04,1.265e+3,1.263e+3,1.456e+0,2.305e-15
541.07,1.333e+3,1.331e+3,1.560e+0,1.141e-15
541.09,1.373e+3,1.372e+3,1.612e+0,7.041e-16
541.12,1.428e+3,1.426e+3,1.659e+0,3.345e-16
541.14,1.461e+3,1.459e+3,1.668e+0,2.009e-16
541.17,1.510e+3,1.508e+3,1.648e+0,9.159e-17
541.19,1.545e+3,1.543e+3,1.612e+0,5.352e-17
541.22,1.603e+3,1.601e+3,1.528e+0,2.342e-17
541.24,1.648e+3,1.646e+3,1.455e+0,1.331e-17
541.27,1.727e+3,1.726e+3,1.324e+0,5.591e-18
541.29,1.788e+3,1.787e+3,1.227e+0,3.092e-18
541.31,1.855e+3,1.854e+3,1.124e+0,1.692e-18
541.34,1.965e+3,1.964e+3,9.659e-1,6.707e-19
541.36,2.041e+3,2.040e+3,8.612e-1,3.570e-19
541.39,2.152e+3,2.152e+3,7.103e-1,1.358e-19
541.41,2.221e+3,2.221e+3,6.162e-1,7.036e-20
541.44,2.307e+3,2.307e+3,4.879e-1,2.569e-20
541.46,2.349e+3,2.349e+3,4.119e-1,1.295e-20
541.49,2.382e+3,2.381e+3,3.130e-1,4.537e-21
541.51,2.380e+3,2.379e+3,2.571e-1,2.224e-21
541.54,2.339e+3,2.338e+3,1.875e-1,7.480e-22
541.56,2.285e+3,2.285e+3,1.499e-1,3.568e-22
541.59,2.168e+3,2.168e+3,1.049e-1,1.152e-22
541.61,2.068e+3,2.068e+3,8.161e-2,5.346e-23
541.64,1.890e+3,1.890e+3,5.484e-2,1.656e-23
541.66,1.757e+3,1.757e+3,4.151e-2,7.477e-24
541.68,1.616e+3,1.616e+3,3.107e-2,3.340e-24
541.71,1.398e+3,1.398e+3,1.971e-2,9.767e-25
541.73,1.252e+3,1.252e+3,1.436e-2,4.244e-25
541.76,1.040e+3,1.040e+3,8.746e-3,1.191e-25
541.78,9.073e+2,9.073e+2,6.199e-3,5.037e-26
541.81,7.240e+2,7.240e+2,3.624e-3,1.357e-26
541.83,6.145e+2,6.145e+2,2.499e-3,5.581e-27
541.86,4.708e+2,4.708e+2,1.403e-3,1.443e-27
541.88,3.889e+2,3.889e+2,9.413e-4,5.774e-28
541.91,2.861e+2,2.861e+2,5.074e-4,5.819e-28
