Wavelength (nm),Sum(calc),Mg I (1.1e-1),Mg II (8.9e-1),Mg III (5.4e-4)
393.6,1.927e+2,1.927e+2,1.506e-16,
393.62,2.443e+2,2.443e+2,1.507e-16,
393.65,3.354e+2,3.354e+2,1.507e-16,
393.67,4.039e+2,4.039e+2,1.508e-16,
393.69,4.763e+2,4.763e+2,1.508e-16,
393.72,5.870e+2,5.870e+2,1.509e-16,
393.74,6.575e+2,6.575e+2,1.509e-16,
393.77,7.499e+2,7.499e+2,1.510e-16,
393.79,7.978e+2,7.978e+2,1.510e-16,
393.82,8.422e+2,8.422e+2,1.511e-16,
393.84,8.509e+2,8.509e+2,1.511e-16,
393.87,8.314e+2,8.314e+2,1.512e-16,
393.89,7.978e+2,7.978e+2,1.512e-16,
393.92,7.215e+2,7.215e+2,1.513e-16,
393.94,6.575e+2,6.575e+2,1.513e-16,
393.97,5.503e+2,5.503e+2,1.514e-16,
393.99,4.763e+2,4.763e+2,1.514e-16,
394.02,3.690e+2,3.690e+2,1.515e-16,
394.04,3.033e+2,3.033e+2,1.515e-16,
394.07,2.175e+2,2.175e+2,1.516e-16,
394.09,1.698e+2,1.698e+2,1.516e-16,
394.11,1.299e+2,1.299e+2,1.517e-16,
394.14,8.355e+1,8.355e+1,1.517e-16,
394.16,6.068e+1,6.068e+1,1.518e-16,
394.19,3.614e+1,3.614e+1,1.518e-16,
394.21,2.493e+1,2.493e+1,1.519e-16,
394.24,1.374e+1,1.374e+1,1.519e-16,
394.26,9.001e+0,9.001e+0,1.520e-16,
394.29,4.592e+0,4.592e+0,1.520e-16,
394.31,2.857e+0,2.857e+0,1.521e-16,
394.34,1.349e+0,1.349e+0,1.521e-16,
394.36,7.971e-1,7.971e-1,1.522e-16,
394.39,3.483e-1,3.483e-1,1.523e-16,
394.41,1.955e-1,1.955e-1,1.523e-16,
394.44,7.907e-2,7.907e-2,1.524e-16,
394.46,4.215e-2,4.215e-2,1.524e-16,
394.48,2.200e-2,2.200e-2,1.524e-16,
394.51,7.987e-3,7.987e-3,1.525e-16,
394.53,3.960e-3,3.960e-3,1.525e-16,
394.56,1.330e-3,1.330e-3,1.526e-16,
394.58,6.266e-4,6.266e-4,1.526e-16,
394.61,1.948e-4,1.948e-4,1.527e-16,
394.63,8.714e-5,8.714e-5,1.527e-16,
394.66,2.508e-5,2.508e-5,1.528e-16,
394.68,1.065e-5,1.065e-5,1.528e-16,
394.71,2.837e-6,2.837e-6,1.529e-16,
394.73,1.145e-6,1.145e-6,1.530e-16,
394.76,2.822e-7,2.822e-7,1.530e-16,
394.78,1.081e-7,1.081e-7,1.531e-16,
394.81,2.467e-8,2.467e-8,1.531e-16,
394.83,8.977e-9,8.977e-9,1.532e-16,
394.85,3.200e-9,3.200e-9,1.532e-16,
394.88,6.552e-10,6.552e-10,1.533e-16,
394.9,2.218e-10,2.218e-10,1.533e-16,
394.93,4.203e-11,4.203e-11,1.534e-16,
394.95,1.351e-11,1.351e-11,1.534e-16,
394.98,2.370e-12,2.370e-12,1.535e-16,
395,7.238e-13,7.238e-13,1.535e-16,
395.03,1.175e-13,1.175e-13,1.536e-16,
395.05,3.408e-14,3.408e-14,1.536e-16,
395.08,5.120e-15,5.120e-15,1.537e-16,
397.4,1.452e-15,1.452e-15,1.584e-16,
397.42,5.216e-15,5.216e-15,1.585e-16,
397.45,3.418e-14,3.418e-14,1.585e-16,
397.47,1.167e-13,1.167e-13,1.586e-16,
397.5,7.092e-13,7.092e-13,1.587e-16,
397.52,2.303e-12,2.303e-12,1.587e-16,
397.55,1.298e-11,1.298e-11,1.588e-16,
397.57,4.007e-11,4.007e-11,1.588e-16,
397.59,1.213e-10,1.213e-10,1.588e-16,
397.62,6.147e-10,6.147e-10,1.589e-16,
397.64,1.769e-9,1.769e-9,1.589e-16,
397.67,8.316e-9,8.316e-9,1.590e-16,
397.69,2.276e-8,2.276e-8,1.590e-16,
397.72,9.919e-8,9.919e-8,1.591e-16,
397.74,2.581e-7,2.581e-7,1.591e-16,
397.77,1.043e-6,1.043e-6,1.592e-16,
397.79,2.581e-6,2.581e-6,1.592e-16,
397.82,9.675e-6,9.675e-6,1.593e-16,
397.84,2.276e-5,2.276e-5,1.594e-16,
397.87,7.912e-5,7.912e-5,1.594e-16,
397.89,1.770e-4,1.770e-4,1.595e-16,
397.92,5.705e-4,5.705e-4,1.595e-16,
397.94,1.214e-3,1.214e-3,1.596e-16,
397.96,2.531e-3,2.531e-3,1.596e-16,
397.99,7.339e-3,7.339e-3,1.597e-16,
398.01,1.455e-2,1.455e-2,1.597e-16,
398.04,3.912e-2,3.912e-2,1.598e-16,
398.06,7.377e-2,7.377e-2,1.598e-16,
398.09,1.839e-1,1.839e-1,1.599e-16,
398.11,3.297e-1,3.297e-1,1.599e-16,
398.14,7.623e-1,7.623e-1,1.600e-16,
398.16,1.300e+0,1.300e+0,1.600e-16,
398.19,2.786e+0,2.786e+0,1.601e-16,
398.21,4.517e+0,4.517e+0,1.601e-16,
398.24,8.979e+0,8.979e+0,1.602e-16,
398.26,1.384e+1,1.384e+1,1.602e-16,
398.29,2.552e+1,2.552e+1,1.603e-16,
398.31,3.741e+1,3.741e+1,1.603e-16,
398.34,6.394e+1,6.394e+1,1.604e-16,
398.36,8.913e+1,8.913e+1,1.604e-16,
398.38,1.218e+2,1.218e+2,1.605e-16,
398.41,1.873e+2,1.873e+2,1.605e-16,
398.43,2.433e+2,2.433e+2,1.606e-16,
398.46,3.469e+2,3.469e+2,1.606e-16,
398.48,4.286e+2,4.286e+2,1.607e-16,
398.51,5.667e+2,5.667e+2,1.607e-16,
398.53,6.657e+2,6.657e+2,1.608e-16,
398.56,8.163e+2,8.163e+2,1.608e-16,
398.58,9.118e+2,9.118e+2,1.609e-16,
398.61,1.037e+3,1.037e+3,1.609e-16,
398.63,1.101e+3,1.101e+3,1.610e-16,
398.66,1.161e+3,1.161e+3,1.610e-16,
398.68,1.173e+3,1.173e+3,1.611e-16,
398.71,1.147e+3,1.147e+3,1.611e-16,
398.73,1.101e+3,1.101e+3,1.612e-16,
398.75,1.037e+3,1.037e+3,1.612e-16,
398.78,9.118e+2,9.118e+2,1.613e-16,
398.8,8.163e+2,8.163e+2,1.613e-16,
398.83,6.657e+2,6.657e+2,1.614e-16,
398.85,5.667e+2,5.667e+2,1.614e-16,
398.88,4.286e+2,4.286e+2,1.615e-16,
398.9,3.469e+2,3.469e+2,1.615e-16,
398.93,2.433e+2,2.433e+2,1.616e-16,
398.95,1.873e+2,1.873e+2,1.616e-16,
398.98,1.218e+2,1.218e+2,1.617e-16,
399,8.913e+1,8.913e+1,1.617e-16,
399.03,5.374e+1,5.374e+1,1.618e-16,
399.05,3.741e+1,3.741e+1,1.618e-16,
399.08,2.092e+1,2.092e+1,1.619e-16,
399.1,1.384e+1,1.384e+1,1.619e-16,
399.12,8.979e+0,8.979e+0,1.620e-16,
399.15,4.517e+0,4.517e+0,1.620e-16,
399.17,2.786e+0,2.786e+0,1.621e-16,
399.2,1.300e+0,1.300e+0,1.621e-16,
399.22,7.623e-1,7.623e-1,1.622e-16,
399.25,3.297e-1,3.297e-1,1.623e-16,
399.27,1.839e-1,1.839e-1,1.623e-16,
399.3,7.377e-2,7.377e-2,1.624e-16,
399.32,3.912e-2,3.912e-2,1.624e-16,
399.35,1.455e-2,1.455e-2,1.625e-16,
399.37,7.339e-3,7.339e-3,1.625e-16,
399.4,2.531e-3,2.531e-3,1.626e-16,
399.42,1.214e-3,1.214e-3,1.626e-16,
399.45,3.882e-4,3.882e-4,1.627e-16,
399.47,1.770e-4,1.770e-4,1.627e-16,
399.5,5.250e-5,5.250e-5,1.628e-16,
399.52,2.276e-5,2.276e-5,1.628e-16,
399.54,9.675e-6,9.675e-6,1.628e-16,
399.57,2.581e-6,2.581e-6,1.629e-16,
399.59,1.043e-6,1.043e-6,1.630e-16,
399.62,2.581e-7,2.581e-7,1.630e-16,
399.64,9.919e-8,9.919e-8,1.631e-16,
399.67,2.276e-8,2.276e-8,1.631e-16,
399.69,8.316e-9,8.316e-9,1.632e-16,
399.72,1.769e-9,1.769e-9,1.632e-16,
399.74,6.147e-10,6.147e-10,1.633e-16,
399.77,1.213e-10,1.213e-10,1.633e-16,
399.79,4.007e-11,4.007e-11,1.634e-16,
399.82,7.329e-12,7.329e-12,1.634e-16,
399.84,2.303e-12,2.303e-12,1.635e-16,
399.87,3.906e-13,3.906e-13,1.635e-16,
399.89,1.167e-13,1.167e-13,1.636e-16,
399.91,3.418e-14,3.418e-14,1.636e-16,
404.46,4.731e-15,4.731e-15,1.730e-16,
404.48,1.642e-14,1.642e-14,1.730e-16,
404.51,1.023e-13,1.023e-13,1.731e-16,
404.53,3.380e-13,3.380e-13,1.731e-16,
404.55,1.096e-12,1.096e-12,1.732e-16,
404.58,6.164e-12,6.164e-12,1.732e-16,
404.6,1.903e-11,1.903e-11,1.733e-16,
404.63,9.955e-11,9.955e-11,1.733e-16,
404.65,2.928e-10,2.928e-10,1.734e-16,
404.68,1.424e-9,1.424e-9,1.734e-16,
404.7,3.989e-9,3.989e-9,1.735e-16,
404.73,1.804e-8,1.804e-8,1.735e-16,
404.75,4.813e-8,4.813e-8,1.736e-16,
404.78,2.023e-7,2.023e-7,1.736e-16,
404.8,5.143e-7,5.143e-7,1.737e-16,
404.83,2.010e-6,2.010e-6,1.737e-16,
404.85,4.867e-6,4.867e-6,1.738e-16,
404.88,1.768e-5,1.768e-5,1.738e-16,
404.9,4.079e-5,4.079e-5,1.739e-16,
404.93,1.378e-4,1.378e-4,1.739e-16,
404.95,3.027e-4,3.027e-4,1.740e-16,
404.97,6.524e-4,6.524e-4,1.740e-16,
405,1.990e-3,1.990e-3,1.741e-16,
405.02,4.085e-3,4.085e-3,1.741e-16,
405.05,1.158e-2,1.158e-2,1.742e-16,
405.07,2.265e-2,2.265e-2,1.742e-16,
405.1,5.972e-2,5.972e-2,1.743e-16,
405.12,1.112e-1,1.112e-1,1.743e-16,
405.15,2.726e-1,2.726e-1,1.744e-16,
405.17,4.837e-1,4.837e-1,1.744e-16,
405.2,1.102e+0,1.102e+0,1.745e-16,
405.22,1.863e+0,1.863e+0,1.745e-16,
405.25,3.947e+0,3.947e+0,1.746e-16,
405.27,6.355e+0,6.355e+0,1.746e-16,
405.3,1.252e+1,1.252e+1,1.747e-16,
405.32,1.920e+1,1.920e+1,1.747e-16,
405.34,2.887e+1,2.887e+1,1.748e-16,
405.37,5.135e+1,5.135e+1,1.748e-16,
405.39,7.357e+1,7.357e+1,1.749e-16,
405.42,1.217e+2,1.217e+2,1.749e-16,
405.44,1.660e+2,1.660e+2,1.750e-16,
405.47,2.552e+2,2.552e+2,1.751e-16,
405.49,3.318e+2,3.318e+2,1.751e-16,
405.52,4.743e+2,4.743e+2,1.752e-16,
405.54,5.873e+2,5.873e+2,1.752e-16,
405.57,7.805e+2,7.805e+2,1.753e-16,
405.59,9.207e+2,9.207e+2,1.753e-16,
405.62,1.137e+3,1.137e+3,1.754e-16,
405.64,1.278e+3,1.278e+3,1.754e-16,
405.67,1.468e+3,1.468e+3,1.755e-16,
405.69,1.571e+3,1.571e+3,1.755e-16,
405.71,1.649e+3,1.649e+3,1.755e-16,
405.74,1.711e+3,1.711e+3,1.756e-16,
405.76,1.711e+3,1.711e+3,1.756e-16,
405.79,1.649e+3,1.649e+3,1.757e-16,
405.81,1.571e+3,1.571e+3,1.758e-16,
405.84,1.408e+3,1.408e+3,1.758e-16,
405.86,1.278e+3,1.278e+3,1.759e-16,
405.89,1.065e+3,1.065e+3,1.759e-16,
405.91,9.207e+2,9.207e+2,1.760e-16,
405.94,7.134e+2,7.134e+2,1.760e-16,
405.96,5.873e+2,5.873e+2,1.761e-16,
405.99,4.231e+2,4.231e+2,1.761e-16,
406.01,3.318e+2,3.318e+2,1.762e-16,
406.04,2.222e+2,2.222e+2,1.762e-16,
406.06,1.660e+2,1.660e+2,1.763e-16,
406.09,1.034e+2,1.034e+2,1.763e-16,
406.11,7.357e+1,7.357e+1,1.764e-16,
406.13,5.135e+1,5.135e+1,1.764e-16,
406.16,2.887e+1,2.887e+1,1.765e-16,
406.18,1.920e+1,1.920e+1,1.765e-16,
406.21,1.003e+1,1.003e+1,1.766e-16,
406.23,6.355e+0,6.355e+0,1.766e-16,
406.26,3.088e+0,3.088e+0,1.767e-16,
406.28,1.863e+0,1.863e+0,1.767e-16,
406.31,8.418e-1,8.418e-1,1.768e-16,
406.33,4.837e-1,4.837e-1,1.768e-16,
406.36,2.032e-1,2.032e-1,1.769e-16,
406.38,1.112e-1,1.112e-1,1.769e-16,
406.41,4.344e-2,4.344e-2,1.770e-16,
406.43,2.265e-2,2.265e-2,1.770e-16,
406.46,8.224e-3,8.224e-3,1.771e-16,
406.48,4.085e-3,4.085e-3,1.771e-16,
406.5,1.990e-3,1.990e-3,1.772e-16,
406.53,6.524e-4,6.524e-4,1.772e-16,
406.55,3.027e-4,3.027e-4,1.773e-16,
406.58,9.228e-5,9.228e-5,1.773e-16,
406.6,4.079e-5,4.079e-5,1.774e-16,
406.63,1.156e-5,1.156e-5,1.774e-16,
406.65,4.867e-6,4.867e-6,1.775e-16,
406.68,1.282e-6,1.282e-6,1.775e-16,
406.7,5.143e-7,5.143e-7,1.776e-16,
406.73,1.260e-7,1.260e-7,1.776e-16,
406.75,4.813e-8,4.813e-8,1.777e-16,
406.78,1.096e-8,1.096e-8,1.777e-16,
406.8,3.989e-9,3.989e-9,1.778e-16,
406.83,8.445e-10,8.445e-10,1.778e-16,
406.85,2.928e-10,2.928e-10,1.779e-16,
406.87,9.955e-11,9.955e-11,1.779e-16,
406.9,1.903e-11,1.903e-11,1.780e-16,
406.92,6.164e-12,6.164e-12,1.780e-16,
406.95,1.096e-12,1.096e-12,1.781e-16,
406.97,3.380e-13,3.380e-13,1.781e-16,
407,5.585e-14,5.585e-14,1.782e-16,
407.02,1.642e-14,1.642e-14,1.782e-16,
415.41,9.224e-15,9.224e-15,1.955e-16,
415.44,5.600e-14,5.600e-14,1.956e-16,
415.46,1.821e-13,1.821e-13,1.956e-16,
415.49,1.032e-12,1.032e-12,1.957e-16,
415.51,3.204e-12,3.204e-12,1.957e-16,
415.54,1.694e-11,1.694e-11,1.958e-16,
415.56,5.025e-11,5.025e-11,1.958e-16,
415.59,2.479e-10,2.479e-10,1.959e-16,
415.61,7.022e-10,7.022e-10,1.959e-16,
415.64,3.234e-9,3.234e-9,1.960e-16,
415.66,8.746e-9,8.746e-9,1.960e-16,
415.69,3.759e-8,3.759e-8,1.961e-16,
415.71,9.709e-8,9.709e-8,1.961e-16,
415.74,3.894e-7,3.894e-7,1.962e-16,
415.76,9.605e-7,9.605e-7,1.962e-16,
415.78,2.326e-6,2.326e-6,1.963e-16,
415.81,8.468e-6,8.468e-6,1.963e-16,
415.83,1.958e-5,1.958e-5,1.964e-16,
415.86,6.654e-5,6.654e-5,1.964e-16,
415.88,1.470e-4,1.470e-4,1.965e-16,
415.91,4.660e-4,4.660e-4,1.965e-16,
415.93,9.828e-4,9.828e-4,1.966e-16,
415.96,2.908e-3,2.908e-3,1.966e-16,
415.98,5.858e-3,5.858e-3,1.967e-16,
416.01,1.618e-2,1.618e-2,1.967e-16,
416.03,3.111e-2,3.111e-2,1.968e-16,
416.06,8.018e-2,8.018e-2,1.968e-16,
416.08,1.473e-1,1.473e-1,1.969e-16,
416.11,3.542e-1,3.542e-1,1.969e-16,
416.13,6.214e-1,6.214e-1,1.970e-16,
416.16,1.395e+0,1.395e+0,1.970e-16,
416.18,2.336e+0,2.336e+0,1.971e-16,
416.2,3.843e+0,3.843e+0,1.971e-16,
416.23,7.829e+0,7.829e+0,1.972e-16,
416.25,1.230e+1,1.230e+1,1.972e-16,
416.28,2.338e+1,2.338e+1,1.973e-16,
416.3,3.507e+1,3.507e+1,1.973e-16,
416.33,6.223e+1,6.223e+1,1.974e-16,
416.35,8.914e+1,8.914e+1,1.974e-16,
416.38,1.476e+2,1.476e+2,1.975e-16,
416.4,2.019e+2,2.019e+2,1.975e-16,
416.43,3.121e+2,3.121e+2,1.976e-16,
416.45,4.077e+2,4.077e+2,1.976e-16,
416.48,5.880e+2,5.880e+2,1.977e-16,
416.5,7.335e+2,7.335e+2,1.977e-16,
416.53,9.872e+2,9.872e+2,1.978e-16,
416.55,1.176e+3,1.176e+3,1.979e-16,
416.57,1.376e+3,1.376e+3,1.979e-16,
416.6,1.681e+3,1.681e+3,1.980e-16,
416.62,1.877e+3,1.877e+3,1.980e-16,
416.65,2.141e+3,2.141e+3,1.981e-16,
416.67,2.283e+3,2.283e+3,1.981e-16,
416.7,2.430e+3,2.430e+3,1.982e-16,
416.72,2.475e+3,2.475e+3,1.982e-16,
416.75,2.458e+3,2.458e+3,1.983e-16,
416.77,2.391e+3,2.391e+3,1.983e-16,
416.8,2.216e+3,2.216e+3,1.984e-16,
416.82,2.058e+3,2.058e+3,1.984e-16,
416.85,1.780e+3,1.780e+3,1.985e-16,
416.87,1.579e+3,1.579e+3,1.985e-16,
416.9,1.275e+3,1.275e+3,1.986e-16,
416.92,1.080e+3,1.080e+3,1.986e-16,
416.94,8.983e+2,8.983e+2,1.987e-16,
416.97,6.582e+2,6.582e+2,1.987e-16,
416.99,5.228e+2,5.228e+2,1.988e-16,
417.02,3.575e+2,3.575e+2,1.988e-16,
417.04,2.712e+2,2.712e+2,1.989e-16,
417.07,1.730e+2,1.730e+2,1.989e-16,
417.09,1.253e+2,1.253e+2,1.990e-16,
417.12,7.465e+1,7.465e+1,1.990e-16,
417.14,5.164e+1,5.164e+1,1.991e-16,
417.17,2.870e+1,2.870e+1,1.991e-16,
417.19,1.896e+1,1.896e+1,1.992e-16,
417.22,9.835e+0,9.835e+0,1.992e-16,
417.24,6.204e+0,6.204e+0,1.993e-16,
417.27,3.003e+0,3.003e+0,1.993e-16,
417.29,1.809e+0,1.809e+0,1.994e-16,
417.32,8.174e-1,8.174e-1,1.994e-16,
417.34,4.703e-1,4.703e-1,1.995e-16,
417.36,2.656e-1,2.656e-1,1.995e-16,
417.39,1.089e-1,1.089e-1,1.996e-16,
417.41,5.876e-2,5.876e-2,1.996e-16,
417.44,2.249e-2,2.249e-2,1.997e-16,
417.46,1.158e-2,1.158e-2,1.997e-16,
417.49,4.137e-3,4.137e-3,1.998e-16,
417.51,2.035e-3,2.035e-3,1.998e-16,
417.54,6.783e-4,6.783e-4,1.999e-16,
417.56,3.186e-4,3.186e-4,1.999e-16,
417.59,9.912e-5,9.912e-5,2.000e-16,
417.61,4.447e-5,4.447e-5,2.000e-16,
417.64,1.291e-5,1.291e-5,2.001e-16,
417.66,5.530e-6,5.530e-6,2.001e-16,
417.69,1.498e-6,1.498e-6,2.002e-16,
417.71,6.130e-7,6.130e-7,2.002e-16,
417.73,2.462e-7,2.462e-7,2.003e-16,
417.76,6.055e-8,6.055e-8,2.003e-16,
417.78,2.323e-8,2.323e-8,2.004e-16,
417.81,5.330e-9,5.330e-9,2.004e-16,
417.83,1.953e-9,1.953e-9,2.005e-16,
417.86,4.182e-10,4.182e-10,2.005e-16,
417.88,1.463e-10,1.463e-10,2.006e-16,
417.91,2.924e-11,2.924e-11,2.006e-16,
417.93,9.770e-12,9.770e-12,2.007e-16,
417.96,1.822e-12,1.822e-12,2.008e-16,
417.98,5.814e-13,5.814e-13,2.008e-16,
418.01,1.012e-13,1.012e-13,2.009e-16,
418.03,3.084e-14,3.084e-14,2.009e-16,
433.83,3.972e-14,3.972e-14,2.334e-16,
433.85,1.243e-13,1.243e-13,2.334e-16,
433.88,6.661e-13,6.661e-13,2.335e-16,
433.9,1.998e-12,1.998e-12,2.336e-16,
433.93,1.005e-11,1.005e-11,2.336e-16,
433.95,2.889e-11,2.889e-11,2.337e-16,
433.98,1.365e-10,1.365e-10,2.337e-16,
434,3.761e-10,3.761e-10,2.338e-16,
434.02,1.019e-9,1.019e-9,2.338e-16,
434.05,4.404e-9,4.404e-9,2.339e-16,
434.07,1.144e-8,1.144e-8,2.339e-16,
434.1,4.641e-8,4.641e-8,2.340e-16,
434.12,1.156e-7,1.156e-7,2.340e-16,
434.15,4.400e-7,4.400e-7,2.341e-16,
434.17,1.050e-6,1.050e-6,2.341e-16,
434.2,3.754e-6,3.754e-6,2.342e-16,
434.22,8.591e-6,8.591e-6,2.342e-16,
434.25,2.881e-5,2.881e-5,2.343e-16,
434.27,6.321e-5,6.321e-5,2.343e-16,
434.3,1.990e-4,1.990e-4,2.344e-16,
434.32,4.186e-4,4.186e-4,2.344e-16,
434.35,1.237e-3,1.237e-3,2.345e-16,
434.37,2.494e-3,2.494e-3,2.345e-16,
434.39,4.943e-3,4.943e-3,2.346e-16,
434.42,1.337e-2,1.337e-2,2.346e-16,
434.44,2.540e-2,2.540e-2,2.347e-16,
434.47,6.447e-2,6.447e-2,2.347e-16,
434.49,1.175e-1,1.175e-1,2.348e-16,
434.52,2.798e-1,2.798e-1,2.348e-16,
434.54,4.887e-1,4.887e-1,2.349e-16,
434.57,1.093e+0,1.093e+0,2.349e-16,
434.59,1.829e+0,1.829e+0,2.350e-16,
434.62,3.839e+0,3.839e+0,2.350e-16,
434.64,6.162e+0,6.162e+0,2.351e-16,
434.67,1.214e+1,1.214e+1,2.351e-16,
434.69,1.868e+1,1.868e+1,2.352e-16,
434.72,3.453e+1,3.453e+1,2.352e-16,
434.74,5.093e+1,5.093e+1,2.353e-16,
434.77,8.838e+1,8.838e+1,2.353e-16,
434.79,1.250e+2,1.250e+2,2.354e-16,
434.81,1.737e+2,1.737e+2,2.354e-16,
434.84,2.759e+2,2.759e+2,2.355e-16,
434.86,3.677e+2,3.677e+2,2.355e-16,
434.89,5.481e+2,5.481e+2,2.356e-16,
434.91,7.003e+2,7.003e+2,2.356e-16,
434.94,9.797e+2,9.797e+2,2.357e-16,
434.96,1.200e+3,1.200e+3,2.357e-16,
434.99,1.576e+3,1.576e+3,2.358e-16,
435.01,1.850e+3,1.850e+3,2.358e-16,
435.04,2.280e+3,2.280e+3,2.359e-16,
435.06,2.567e+3,2.567e+3,2.359e-16,
435.09,2.969e+3,2.969e+3,2.360e-16,
435.11,3.204e+3,3.204e+3,2.360e-16,
435.14,3.479e+3,3.479e+3,2.361e-16,
435.16,3.599e+3,3.599e+3,2.361e-16,
435.18,3.660e+3,3.660e+3,2.362e-16,
435.21,3.637e+3,3.637e+3,2.362e-16,
435.23,3.546e+3,3.546e+3,2.363e-16,
435.26,3.307e+3,3.307e+3,2.363e-16,
435.28,3.091e+3,3.091e+3,2.364e-16,
435.31,2.706e+3,2.706e+3,2.365e-16,
435.33,2.424e+3,2.424e+3,2.365e-16,
435.36,1.992e+3,1.992e+3,2.366e-16,
435.38,1.711e+3,1.711e+3,2.366e-16,
435.41,1.320e+3,1.320e+3,2.367e-16,
435.43,1.087e+3,1.087e+3,2.367e-16,
435.46,7.865e+2,7.865e+2,2.368e-16,
435.48,6.208e+2,6.208e+2,2.368e-16,
435.51,4.218e+2,4.218e+2,2.369e-16,
435.53,3.192e+2,3.192e+2,2.369e-16,
435.55,2.375e+2,2.375e+2,2.369e-16,
435.58,1.477e+2,1.477e+2,2.370e-16,
435.6,1.053e+2,1.053e+2,2.370e-16,
435.63,6.146e+1,6.146e+1,2.371e-16,
435.65,4.202e+1,4.202e+1,2.372e-16,
435.68,2.302e+1,2.302e+1,2.372e-16,
435.7,1.509e+1,1.509e+1,2.373e-16,
435.73,7.757e+0,7.757e+0,2.373e-16,
435.75,4.874e+0,4.874e+0,2.374e-16,
435.78,2.352e+0,2.352e+0,2.374e-16,
435.8,1.417e+0,1.417e+0,2.375e-16,
435.83,6.417e-1,6.417e-1,2.375e-16,
435.85,3.706e-1,3.706e-1,2.376e-16,
435.88,1.575e-1,1.575e-1,2.376e-16,
435.9,8.721e-2,8.721e-2,2.377e-16,
435.93,3.480e-2,3.480e-2,2.377e-16,
435.95,1.847e-2,1.847e-2,2.378e-16,
435.97,9.635e-3,9.635e-3,2.378e-16,
436,3.518e-3,3.518e-3,2.379e-16,
436.02,1.760e-3,1.760e-3,2.379e-16,
436.05,6.032e-4,6.032e-4,2.380e-16,
436.07,2.892e-4,2.892e-4,2.380e-16,
436.1,9.304e-5,9.304e-5,2.381e-16,
436.12,4.277e-5,4.277e-5,2.381e-16,
436.15,1.291e-5,1.291e-5,2.382e-16,
436.17,5.691e-6,5.691e-6,2.382e-16,
436.2,1.613e-6,1.613e-6,2.383e-16,
436.22,6.813e-7,6.813e-7,2.383e-16,
436.25,1.812e-7,1.812e-7,2.384e-16,
436.27,7.339e-8,7.339e-8,2.384e-16,
436.3,1.832e-8,1.832e-8,2.385e-16,
436.32,7.113e-9,7.113e-9,2.385e-16,
436.34,2.715e-9,2.715e-9,2.386e-16,
436.37,6.204e-10,6.204e-10,2.386e-16,
436.39,2.270e-10,2.270e-10,2.387e-16,
436.42,4.868e-11,4.868e-11,2.387e-16,
436.44,1.708e-11,1.708e-11,2.388e-16,
436.47,3.437e-12,3.437e-12,2.388e-16,
436.49,1.156e-12,1.156e-12,2.389e-16,
436.52,2.184e-13,2.184e-13,2.389e-16,
436.54,7.040e-14,7.040e-14,2.390e-16,
436.57,1.248e-14,1.248e-14,2.390e-16,
437.09,2.401e-16,1.317e-14,2.401e-16,
437.11,7.447e-16,1.320e-14,7.447e-16,
437.13,2.271e-15,1.323e-14,2.271e-15,
437.16,1.173e-14,1.327e-14,1.173e-14,
437.18,3.432e-14,1.329e-14,3.432e-14,
437.21,1.665e-13,1.333e-14,1.665e-13,
437.23,4.672e-13,1.336e-14,4.672e-13,
437.26,2.129e-12,1.340e-14,2.129e-12,
437.28,5.733e-12,1.342e-14,5.733e-12,
437.31,2.455e-11,1.346e-14,2.455e-11,
437.33,6.339e-11,1.349e-14,6.339e-11,
437.36,2.550e-10,1.353e-14,2.550e-10,
437.38,6.317e-10,1.356e-14,6.317e-10,
437.41,2.387e-9,1.360e-14,2.387e-9,
437.43,5.673e-9,1.362e-14,5.673e-9,
437.46,2.014e-8,1.366e-14,2.014e-8,
437.48,4.591e-8,1.369e-14,4.591e-8,
437.5,1.029e-7,1.372e-14,1.029e-7,
437.53,3.349e-7,1.375e-14,3.349e-7,
437.55,7.201e-7,1.378e-14,7.201e-7,
437.58,2.201e-6,1.382e-14,2.201e-6,
437.6,4.540e-6,1.385e-14,4.540e-6,
437.63,1.304e-5,1.389e-14,1.304e-5,
437.65,2.580e-5,1.391e-14,2.580e-5,
437.68,6.960e-5,1.395e-14,6.960e-5,
437.7,1.321e-4,1.398e-14,1.321e-4,
437.73,3.348e-4,1.402e-14,3.348e-4,
437.75,6.096e-4,1.405e-14,6.096e-4,
437.78,1.452e-3,1.409e-14,1.452e-3,
437.8,2.535e-3,1.411e-14,2.535e-3,
437.83,5.672e-3,1.415e-14,5.672e-3,
437.85,9.502e-3,1.418e-14,9.502e-3,
437.87,1.566e-2,1.420e-14,1.566e-2,
437.9,3.209e-2,1.424e-14,3.209e-2,
437.92,5.072e-2,1.427e-14,5.072e-2,
437.95,9.769e-2,1.431e-14,9.769e-2,
437.97,1.481e-1,1.434e-14,1.481e-1,
438,2.680e-1,1.438e-14,2.680e-1,
438.02,3.897e-1,1.440e-14,3.897e-1,
438.05,6.625e-1,1.444e-14,6.625e-1,
438.07,9.241e-1,1.447e-14,9.241e-1,
438.1,1.476e+0,1.451e-14,1.476e+0,
438.12,1.975e+0,1.454e-14,1.975e+0,
438.15,2.963e+0,1.458e-14,2.963e+0,
438.17,3.804e+0,1.460e-14,3.804e+0,
438.2,5.361e+0,1.464e-14,5.361e+0,
438.22,6.602e+0,1.467e-14,6.602e+0,
438.25,8.742e+0,1.471e-14,8.742e+0,
