Wavelength (nm),Sum(calc),Al I (1.3e-1),Al II (8.7e-1),Al III (2.5e-5)
218.87,4.446e-5,4.898e-13,4.446e-5,8.666e-26
218.9,2.890e-4,4.734e-13,2.890e-4,8.617e-26
218.92,9.265e-4,4.625e-13,9.265e-4,8.584e-26
218.95,4.693e-3,4.461e-13,4.693e-3,8.535e-26
218.97,1.274e-2,4.351e-13,1.274e-2,8.502e-26
219,5.027e-2,4.187e-13,5.027e-2,8.452e-26
219.02,1.155e-1,4.078e-13,1.155e-1,8.419e-26
219.05,3.553e-1,3.914e-13,3.553e-1,8.370e-26
219.07,6.915e-1,3.804e-13,6.915e-1,8.337e-26
219.1,1.658e+0,3.640e-13,1.658e+0,8.288e-26
219.12,2.734e+0,3.531e-13,2.734e+0,8.255e-26
219.15,5.116e+0,3.366e-13,5.116e+0,8.205e-26
219.17,7.161e+0,3.257e-13,7.161e+0,8.172e-26
219.19,9.401e+0,3.148e-13,9.401e+0,8.139e-26
219.22,1.259e+1,2.983e-13,1.259e+1,8.090e-26
219.24,1.421e+1,2.874e-13,1.421e+1,8.057e-26
219.27,1.550e+1,2.710e-13,1.550e+1,8.008e-26
219.29,1.562e+1,2.600e-13,1.562e+1,7.975e-26
219.32,1.515e+1,2.436e-13,1.515e+1,7.925e-26
219.34,1.476e+1,2.327e-13,1.476e+1,7.892e-26
219.37,1.443e+1,2.163e-13,1.443e+1,7.843e-26
219.39,1.441e+1,2.053e-13,1.441e+1,7.810e-26
219.42,1.441e+1,1.889e-13,1.441e+1,7.760e-26
219.44,1.427e+1,1.780e-13,1.427e+1,7.728e-26
219.47,1.372e+1,1.615e-13,1.372e+1,7.678e-26
219.49,1.314e+1,1.506e-13,1.314e+1,7.645e-26
219.52,1.196e+1,1.342e-13,1.196e+1,7.596e-26
219.54,1.098e+1,1.232e-13,1.098e+1,7.563e-26
219.57,9.167e+0,1.068e-13,9.167e+0,7.513e-26
219.59,7.764e+0,9.588e-14,7.764e+0,7.480e-26
219.61,6.283e+0,8.493e-14,6.283e+0,7.448e-26
219.64,4.147e+0,6.852e-14,4.147e+0,7.398e-26
219.66,2.927e+0,5.757e-14,2.927e+0,7.365e-26
219.69,1.547e+0,4.116e-14,1.547e+0,7.316e-26
219.71,9.351e-1,3.022e-14,9.351e-1,7.283e-26
219.74,3.892e-1,1.380e-14,3.892e-1,7.233e-26
219.76,2.000e-1,2.856e-15,2.000e-1,7.200e-26
219.79,6.513e-2,7.900e-13,6.513e-2,7.151e-26
219.81,2.838e-2,7.145e-12,2.838e-2,7.118e-26
219.84,7.214e-3,1.718e-10,7.214e-3,7.069e-26
219.86,2.664e-3,1.318e-9,2.664e-3,7.036e-26
219.89,5.281e-4,2.477e-8,5.281e-4,6.986e-26
219.91,1.654e-4,1.612e-7,1.652e-4,6.953e-26
219.94,2.791e-5,2.368e-6,2.554e-5,6.904e-26
219.96,1.985e-5,1.308e-5,6.770e-6,6.871e-26
219.99,1.509e-4,1.501e-4,8.157e-7,6.822e-26
220.01,7.034e-4,7.032e-4,1.832e-7,6.789e-26
220.04,6.306e-3,6.306e-3,1.721e-8,6.739e-26
220.06,2.507e-2,2.507e-2,3.273e-9,6.706e-26
220.08,9.332e-2,9.332e-2,5.825e-10,6.673e-26
220.11,5.925e-1,5.925e-1,3.862e-11,6.624e-26
220.13,1.871e+0,1.871e+0,5.822e-12,6.591e-26
220.16,9.284e+0,9.284e+0,3.009e-13,6.542e-26
220.18,2.488e+1,2.488e+1,3.843e-14,6.509e-26
220.21,9.644e+1,9.644e+1,1.549e-15,6.459e-26
220.23,2.192e+2,2.192e+2,1.414e-16,6.426e-26
220.26,6.641e+2,6.641e+2,1.402e-16,6.377e-26
220.28,1.281e+3,1.281e+3,1.393e-16,5.922e-25
220.31,3.031e+3,3.031e+3,1.381e-16,1.482e-23
220.33,4.959e+3,4.959e+3,1.373e-16,1.169e-22
220.36,9.172e+3,9.172e+3,1.360e-16,2.287e-21
220.38,1.273e+4,1.273e+4,1.352e-16,1.531e-20
220.41,1.840e+4,1.840e+4,1.340e-16,2.343e-19
220.43,2.166e+4,2.166e+4,1.332e-16,1.331e-18
220.46,2.446e+4,2.446e+4,1.319e-16,1.594e-17
220.48,2.443e+4,2.443e+4,1.311e-16,7.684e-17
220.5,2.284e+4,2.284e+4,1.303e-16,3.470e-16
220.53,1.826e+4,1.826e+4,1.290e-16,2.945e-15
220.55,1.449e+4,1.449e+4,1.282e-16,1.129e-14
220.58,9.047e+3,9.047e+3,1.270e-16,7.493e-14
220.6,6.089e+3,6.089e+3,1.261e-16,2.438e-13
220.63,2.972e+3,2.972e+3,1.249e-16,1.266e-12
220.65,1.697e+3,1.697e+3,1.241e-16,3.496e-12
220.68,6.531e+2,6.531e+2,1.228e-16,1.419e-11
220.7,3.311e+2,3.311e+2,1.220e-16,3.327e-11
220.73,1.697e+2,1.697e+2,1.208e-16,1.056e-10
220.75,2.233e+2,2.233e+2,1.199e-16,2.102e-10
220.78,6.254e+2,6.254e+2,1.187e-16,5.221e-10
220.8,1.270e+3,1.270e+3,1.179e-16,8.820e-10
220.83,3.304e+3,3.304e+3,1.166e-16,1.713e-9
220.85,5.766e+3,5.766e+3,1.158e-16,2.456e-9
220.88,1.176e+4,1.176e+4,1.146e-16,3.730e-9
220.9,1.742e+4,1.742e+4,1.137e-16,4.541e-9
220.92,2.417e+4,2.417e+4,1.129e-16,5.177e-9
220.95,3.494e+4,3.494e+4,1.117e-16,5.573e-9
220.97,4.115e+4,4.115e+4,1.108e-16,5.393e-9
221,4.653e+4,4.653e+4,1.096e-16,4.541e-9
221.02,4.653e+4,4.653e+4,1.088e-16,3.731e-9
221.05,4.115e+4,4.115e+4,1.075e-16,2.462e-9
221.07,3.494e+4,3.494e+4,1.067e-16,1.729e-9
221.1,2.417e+4,2.417e+4,1.055e-16,9.407e-10
221.12,1.742e+4,1.742e+4,1.046e-16,6.507e-10
221.15,9.424e+3,9.424e+3,1.034e-16,5.790e-10
221.17,5.766e+3,5.766e+3,1.026e-16,7.914e-10
221.2,2.440e+3,2.440e+3,1.013e-16,1.572e-9
221.22,1.267e+3,1.267e+3,1.005e-16,2.445e-9
221.25,4.195e+2,4.195e+2,9.928e-17,4.273e-9
221.27,1.850e+2,1.850e+2,9.845e-17,5.730e-9
221.3,4.789e+1,4.789e+1,9.721e-17,7.877e-9
221.32,1.792e+1,1.792e+1,9.639e-17,8.976e-9
221.35,3.630e+0,3.630e+0,9.515e-17,9.660e-9
221.37,1.153e+0,1.153e+0,9.432e-17,9.350e-9
221.39,3.433e-1,3.433e-1,9.349e-17,8.477e-9
221.42,4.928e-2,4.928e-2,9.225e-17,6.475e-9
221.44,1.245e-2,1.245e-2,9.143e-17,4.986e-9
221.47,1.398e-3,1.398e-3,9.019e-17,2.981e-9
221.49,2.999e-4,2.999e-4,8.936e-17,1.950e-9
221.52,2.634e-5,2.634e-5,8.812e-17,9.126e-10
221.54,4.796e-6,4.796e-6,8.730e-17,5.070e-10
221.57,3.297e-7,3.295e-7,8.606e-17,1.857e-10
221.59,5.102e-8,5.093e-8,8.523e-17,8.763e-11
221.62,2.762e-9,2.737e-9,8.399e-17,2.513e-11
221.64,3.692e-10,3.591e-10,8.317e-17,1.007e-11
221.67,1.736e-11,1.510e-11,8.193e-17,2.260e-12
221.69,2.451e-12,1.681e-12,8.110e-17,7.694e-13
221.72,1.352e-13,1.667e-12,7.986e-17,1.352e-13
221.74,3.908e-14,1.657e-12,7.904e-17,3.908e-14
221.77,5.375e-15,1.643e-12,7.780e-17,5.375e-15
221.79,1.320e-15,1.633e-12,7.697e-17,1.320e-15
221.81,3.036e-16,1.623e-12,7.614e-17,3.036e-16
221.84,2.963e-17,1.608e-12,7.490e-17,2.963e-17
221.86,5.789e-18,1.599e-12,7.408e-17,5.789e-18
221.89,4.423e-19,1.584e-12,7.284e-17,4.423e-19
221.91,7.340e-20,1.574e-12,7.201e-17,7.340e-20
221.94,4.390e-21,1.560e-12,7.077e-17,4.390e-21
221.96,6.187e-22,1.550e-12,6.995e-17,6.187e-22
221.99,2.896e-23,1.536e-12,6.871e-17,2.896e-23
222.01,3.467e-24,1.526e-12,6.788e-17,3.467e-24
222.04,1.270e-25,1.511e-12,6.664e-17,1.270e-25
223.59,2.612e-18,7.577e-13,2.612e-18,1.014e-25
223.62,7.191e-17,7.431e-13,7.191e-17,1.009e-25
223.64,6.055e-16,7.334e-13,6.055e-16,1.006e-25
223.67,1.313e-14,7.188e-13,1.313e-14,1.001e-25
223.69,9.433e-14,7.090e-13,9.433e-14,9.974e-26
223.72,1.612e-12,6.945e-13,1.612e-12,9.924e-26
223.74,9.874e-12,6.847e-13,9.874e-12,9.891e-26
223.77,1.329e-10,6.701e-13,1.329e-10,9.841e-26
223.79,6.946e-10,6.604e-13,6.946e-10,9.808e-26
223.82,7.366e-9,6.458e-13,7.366e-9,9.759e-26
223.84,3.283e-8,6.361e-13,3.283e-8,9.726e-26
223.87,2.743e-7,6.215e-13,2.743e-7,9.676e-26
223.89,1.043e-6,6.118e-13,1.043e-6,9.643e-26
223.92,6.864e-6,5.972e-13,6.864e-6,9.593e-26
223.94,2.226e-5,5.875e-13,2.226e-5,9.560e-26
223.97,1.154e-4,5.729e-13,1.154e-4,9.510e-26
223.99,3.194e-4,5.632e-13,3.194e-4,9.477e-26
224.01,8.291e-4,5.535e-13,8.291e-4,9.444e-26
224.04,3.078e-3,5.389e-13,3.078e-3,9.395e-26
224.06,6.817e-3,5.292e-13,6.817e-3,9.362e-26
224.09,1.994e-2,5.146e-13,1.994e-2,9.312e-26
224.11,3.767e-2,5.048e-13,3.767e-2,9.279e-26
224.14,8.679e-2,4.903e-13,8.679e-2,9.229e-26
224.16,1.398e-1,4.805e-13,1.398e-1,9.196e-26
224.19,2.539e-1,4.659e-13,2.539e-1,9.146e-26
224.21,3.489e-1,4.562e-13,3.489e-1,9.113e-26
224.24,4.990e-1,4.416e-13,4.990e-1,9.064e-26
224.26,5.850e-1,4.319e-13,5.850e-1,9.031e-26
224.29,6.591e-1,4.173e-13,6.591e-1,8.981e-26
224.31,6.591e-1,4.076e-13,6.591e-1,8.948e-26
224.34,5.850e-1,3.930e-13,5.850e-1,8.898e-26
224.36,4.990e-1,3.833e-13,4.990e-1,8.865e-26
224.39,3.489e-1,3.687e-13,3.489e-1,8.815e-26
224.41,2.539e-1,3.590e-13,2.539e-1,8.782e-26
224.44,1.398e-1,3.444e-13,1.398e-1,8.733e-26
224.46,8.679e-2,3.347e-13,8.679e-2,8.700e-26
224.48,5.055e-2,3.250e-13,5.055e-2,8.667e-26
224.51,1.994e-2,3.104e-13,1.994e-2,8.617e-26
224.53,9.905e-3,3.006e-13,9.905e-3,8.584e-26
224.56,3.078e-3,2.861e-13,3.078e-3,8.534e-26
224.58,1.304e-3,2.763e-13,1.304e-3,8.501e-26
224.61,3.194e-4,2.618e-13,3.194e-4,8.451e-26
224.63,1.154e-4,2.520e-13,1.154e-4,8.418e-26
224.66,2.226e-5,2.374e-13,2.226e-5,8.369e-26
224.68,6.864e-6,2.277e-13,6.864e-6,8.336e-26
224.71,1.043e-6,2.131e-13,1.043e-6,8.286e-26
224.73,2.743e-7,2.034e-13,2.743e-7,8.253e-26
224.76,3.283e-8,1.888e-13,3.283e-8,8.203e-26
224.78,7.366e-9,1.791e-13,7.366e-9,8.170e-26
224.81,6.946e-10,1.645e-13,6.946e-10,8.121e-26
224.83,1.329e-10,1.548e-13,1.329e-10,8.087e-26
224.86,9.874e-12,1.402e-13,9.874e-12,8.038e-26
224.88,1.612e-12,1.305e-13,1.612e-12,8.005e-26
224.9,2.468e-13,1.208e-13,2.468e-13,7.972e-26
224.93,1.313e-14,1.062e-13,1.313e-14,7.922e-26
224.95,1.716e-15,9.645e-14,1.716e-15,7.889e-26
224.98,7.191e-17,8.186e-14,7.191e-17,7.839e-26
225.1,2.352e-14,2.352e-14,7.164e-17,7.641e-26
225.13,5.913e-13,5.913e-13,7.158e-17,7.591e-26
225.15,4.691e-12,4.691e-12,7.153e-17,7.558e-26
225.18,9.320e-11,9.320e-11,7.146e-17,7.508e-26
225.2,6.321e-10,6.321e-10,7.142e-17,7.475e-26
225.23,9.924e-9,9.924e-9,7.135e-17,7.426e-26
225.25,5.753e-8,5.753e-8,7.131e-17,7.392e-26
225.28,7.138e-7,7.138e-7,7.124e-17,7.343e-26
225.3,3.537e-6,3.537e-6,7.120e-17,7.310e-26
225.33,3.469e-5,3.469e-5,7.113e-17,7.260e-26
225.35,1.469e-4,1.469e-4,7.109e-17,7.227e-26
225.37,5.844e-4,5.844e-4,7.104e-17,7.194e-26
225.4,4.122e-3,4.122e-3,7.098e-17,7.144e-26
225.42,1.402e-2,1.402e-2,7.093e-17,7.111e-26
225.45,7.813e-2,7.813e-2,7.086e-17,7.062e-26
225.47,2.271e-1,2.271e-1,7.082e-17,7.028e-26
225.5,1.000e+0,1.000e+0,7.075e-17,6.979e-26
225.52,2.485e+0,2.485e+0,7.071e-17,6.946e-26
225.55,8.652e+0,8.652e+0,7.064e-17,6.896e-26
225.57,1.837e+1,1.837e+1,7.060e-17,6.863e-26
225.6,5.055e+1,5.055e+1,7.053e-17,6.813e-26
225.62,9.176e+1,9.176e+1,7.049e-17,6.780e-26
225.65,1.995e+2,1.995e+2,7.042e-17,6.731e-26
225.67,3.096e+2,3.096e+2,7.038e-17,6.697e-26
225.7,5.320e+2,5.320e+2,7.031e-17,6.648e-26
225.72,7.056e+2,7.056e+2,7.026e-17,6.615e-26
225.75,9.581e+2,9.581e+2,7.020e-17,6.565e-26
225.77,1.086e+3,1.086e+3,7.015e-17,6.532e-26
225.79,1.157e+3,1.157e+3,7.011e-17,6.499e-26
225.82,1.130e+3,1.130e+3,7.004e-17,6.449e-26
225.84,1.028e+3,1.028e+3,7.000e-17,6.416e-26
225.87,7.937e+2,7.937e+2,6.993e-17,6.367e-26
225.89,6.175e+2,6.175e+2,6.989e-17,6.333e-26
225.92,3.767e+2,3.767e+2,6.982e-17,6.284e-26
225.94,2.506e+2,2.506e+2,6.977e-17,6.251e-26
225.97,1.213e+2,1.213e+2,6.971e-17,6.201e-26
225.99,7.040e+1,7.040e+1,6.966e-17,6.168e-26
226.02,3.500e+1,3.500e+1,6.960e-17,6.118e-26
226.04,3.677e+1,3.677e+1,6.955e-17,6.085e-26
226.07,9.985e+1,9.985e+1,6.949e-17,6.036e-26
226.09,2.250e+2,2.250e+2,6.944e-17,6.003e-26
226.12,7.060e+2,7.060e+2,6.937e-17,5.953e-26
226.14,1.405e+3,1.405e+3,6.933e-17,5.920e-26
226.17,3.512e+3,3.512e+3,6.926e-17,5.870e-26
226.19,5.983e+3,5.983e+3,6.922e-17,5.837e-26
226.22,1.184e+4,1.184e+4,6.915e-17,5.787e-26
226.24,1.725e+4,1.725e+4,6.911e-17,5.754e-26
226.26,2.363e+4,2.363e+4,6.906e-17,5.721e-26
226.29,3.371e+4,3.371e+4,6.900e-17,5.672e-26
226.31,3.951e+4,3.951e+4,6.895e-17,5.638e-26
226.34,4.461e+4,4.461e+4,6.889e-17,5.589e-26
226.36,4.475e+4,4.475e+4,6.884e-17,5.556e-26
226.39,4.001e+4,4.001e+4,6.877e-17,5.506e-26
226.41,3.435e+4,3.435e+4,6.873e-17,5.473e-26
226.44,2.431e+4,2.431e+4,6.866e-17,5.423e-26
226.46,1.787e+4,1.787e+4,6.862e-17,5.390e-26
226.49,1.001e+4,1.001e+4,6.855e-17,5.341e-26
226.51,6.300e+3,6.300e+3,6.851e-17,5.308e-26
226.54,2.798e+3,2.798e+3,6.844e-17,5.258e-26
226.56,1.511e+3,1.511e+3,6.840e-17,5.225e-26
226.59,5.562e+2,5.562e+2,6.833e-17,5.175e-26
226.61,3.140e+2,3.140e+2,6.829e-17,5.142e-26
226.64,3.324e+2,3.324e+2,6.822e-17,5.092e-26
226.66,6.211e+2,6.211e+2,6.817e-17,5.059e-26
226.68,1.265e+3,1.265e+3,6.813e-17,5.026e-26
226.71,3.434e+3,3.434e+3,6.806e-17,4.977e-26
226.73,6.209e+3,6.209e+3,6.802e-17,4.944e-26
226.76,1.345e+4,1.345e+4,6.795e-17,4.894e-26
226.78,2.083e+4,2.083e+4,6.791e-17,4.861e-26
226.81,3.574e+4,3.574e+4,6.784e-17,4.811e-26
226.83,4.740e+4,4.740e+4,6.780e-17,4.778e-26
226.86,6.444e+4,6.444e+4,6.773e-17,4.728e-26
226.88,7.319e+4,7.319e+4,6.768e-17,4.695e-26
226.91,7.884e+4,7.884e+4,6.762e-17,4.646e-26
226.93,7.667e+4,7.667e+4,6.757e-17,4.613e-26
226.96,6.544e+4,6.544e+4,6.751e-17,4.563e-26
226.98,5.449e+4,5.449e+4,6.746e-17,4.530e-26
227.01,3.686e+4,3.686e+4,6.740e-17,4.480e-26
227.03,2.628e+4,2.628e+4,6.735e-17,4.447e-26
227.06,1.409e+4,1.409e+4,6.728e-17,4.397e-26
227.08,8.600e+3,8.600e+3,6.724e-17,4.364e-26
227.11,3.653e+3,3.653e+3,6.717e-17,4.315e-26
227.13,1.910e+3,1.910e+3,6.713e-17,4.282e-26
227.15,9.385e+2,9.385e+2,6.708e-17,4.249e-26
227.18,2.878e+2,2.878e+2,6.702e-17,4.199e-26
227.2,1.211e+2,1.211e+2,6.697e-17,4.166e-26
227.23,2.943e+1,2.943e+1,6.691e-17,4.116e-26
227.25,1.060e+1,1.060e+1,6.686e-17,4.083e-26
227.28,2.042e+0,2.042e+0,6.680e-17,4.033e-26
227.3,6.303e-1,6.303e-1,6.675e-17,4.000e-26
227.33,9.619e-2,9.619e-2,6.668e-17,3.951e-26
227.35,2.542e-2,2.542e-2,6.664e-17,3.918e-26
227.38,3.075e-3,3.075e-3,6.657e-17,3.868e-26
227.4,6.960e-4,6.960e-4,6.653e-17,3.835e-26
227.43,6.672e-5,6.672e-5,6.646e-17,3.785e-26
227.45,1.293e-5,1.293e-5,6.642e-17,3.752e-26
227.48,9.826e-7,9.826e-7,6.635e-17,3.702e-26
227.5,1.631e-7,1.631e-7,6.631e-17,3.669e-26
227.53,9.824e-9,9.824e-9,6.624e-17,3.620e-26
227.55,1.397e-9,1.397e-9,6.620e-17,3.587e-26
227.57,1.867e-10,1.867e-10,6.615e-17,3.554e-26
227.6,8.119e-12,8.119e-12,6.608e-17,3.504e-26
227.62,2.321e-13,2.321e-13,6.604e-17,3.471e-26
229.21,8.399e-27,5.320e-13,6.250e-17,8.399e-27
229.23,1.238e-25,5.358e-13,6.246e-17,1.238e-25
229.26,2.904e-24,5.414e-13,6.239e-17,2.904e-24
229.28,2.205e-23,5.452e-13,6.235e-17,2.205e-23
229.31,4.121e-22,5.509e-13,6.228e-17,4.121e-22
229.33,2.691e-21,5.546e-13,6.224e-17,2.691e-21
229.35,1.654e-20,5.584e-13,6.219e-17,1.654e-20
229.38,2.249e-19,5.641e-13,6.213e-17,2.249e-19
229.4,1.188e-18,5.678e-13,6.208e-17,1.188e-18
229.43,1.288e-17,5.735e-13,6.202e-17,1.288e-17
229.45,5.847e-17,5.773e-13,6.197e-17,5.847e-17
229.48,5.050e-16,5.829e-13,6.190e-17,5.050e-16
229.5,1.971e-15,5.867e-13,6.186e-17,1.971e-15
229.53,1.357e-14,5.923e-13,6.179e-17,1.357e-14
229.55,4.553e-14,5.961e-13,6.175e-17,4.553e-14
229.58,2.498e-13,6.018e-13,6.168e-17,2.498e-13
229.6,7.203e-13,6.056e-13,6.164e-17,7.203e-13
229.63,3.149e-12,6.112e-13,6.157e-17,3.149e-12
229.65,7.808e-12,6.150e-13,6.153e-17,7.808e-12
229.68,2.720e-11,6.206e-13,6.146e-17,2.720e-11
229.7,5.797e-11,6.244e-13,6.141e-17,5.797e-11
229.73,1.610e-10,6.301e-13,6.135e-17,1.610e-10
229.75,2.949e-10,6.338e-13,6.130e-17,2.949e-10
229.77,5.084e-10,6.376e-13,6.126e-17,5.084e-10
229.8,1.027e-9,6.433e-13,6.119e-17,1.027e-9
229.82,1.523e-9,6.470e-13,6.115e-17,1.523e-9
229.85,2.452e-9,6.527e-13,6.108e-17,2.452e-9
229.87,3.124e-9,6.565e-13,6.104e-17,3.124e-9
229.9,4.010e-9,6.621e-13,6.097e-17,4.010e-9
229.92,4.391e-9,6.659e-13,6.093e-17,4.391e-9
229.95,4.492e-9,6.716e-13,6.086e-17,4.492e-9
229.97,4.228e-9,6.753e-13,6.081e-17,4.228e-9
230,3.447e-9,6.810e-13,6.075e-17,3.447e-9
230.02,2.789e-9,6.848e-13,6.070e-17,2.789e-9
230.05,1.812e-9,6.904e-13,6.064e-17,1.812e-9
230.07,1.260e-9,6.942e-13,6.059e-17,1.260e-9
230.1,6.526e-10,6.999e-13,6.053e-17,6.526e-10
230.12,3.901e-10,7.036e-13,6.048e-17,3.901e-10
230.15,1.610e-10,7.093e-13,6.041e-17,1.610e-10
230.17,8.272e-11,7.131e-13,6.037e-17,8.272e-11
230.2,2.720e-11,7.187e-13,6.030e-17,2.720e-11
230.22,1.202e-11,7.225e-13,6.026e-17,1.202e-11
230.24,4.996e-12,7.263e-13,6.021e-17,4.996e-12
230.27,1.196e-12,7.319e-13,6.015e-17,1.196e-12
230.29,4.274e-13,7.357e-13,6.010e-17,4.274e-13
230.32,8.152e-14,7.414e-13,6.004e-17,8.152e-14
230.34,2.504e-14,7.451e-13,5.999e-17,2.504e-14
230.37,3.807e-15,7.508e-13,5.993e-17,3.807e-15
230.39,1.005e-15,7.546e-13,5.988e-17,1.005e-15
230.42,1.218e-16,7.602e-13,5.981e-17,1.218e-16
230.44,2.765e-17,7.640e-13,5.977e-17,2.765e-17
230.47,2.669e-18,7.696e-13,5.970e-17,2.669e-18
230.49,5.208e-19,7.734e-13,5.966e-17,5.208e-19
230.52,4.007e-20,7.791e-13,5.959e-17,4.007e-20
230.54,6.721e-21,7.828e-13,5.955e-17,6.721e-21
230.57,4.121e-22,7.885e-13,5.948e-17,4.121e-22
230.59,5.942e-23,7.923e-13,5.944e-17,5.942e-23
230.62,2.904e-24,7.979e-13,5.937e-17,2.904e-24
230.64,3.598e-25,8.017e-13,5.932e-17,3.598e-25
230.66,1.682e-26,8.055e-13,5.928e-17,1.682e-26
231.7,5.697e-17,1.002e-12,5.697e-17,1.613e-26
231.73,1.306e-15,1.007e-12,1.306e-15,1.611e-26
231.75,9.787e-15,1.011e-12,9.787e-15,1.610e-26
231.78,1.797e-13,1.017e-12,1.797e-13,1.608e-26
231.8,1.161e-12,1.021e-12,1.161e-12,1.607e-26
231.83,1.707e-11,1.026e-12,1.707e-11,1.605e-26
231.85,9.513e-11,1.030e-12,9.513e-11,1.604e-26
231.88,1.120e-9,1.036e-12,1.120e-9,1.602e-26
231.9,5.383e-9,1.039e-12,5.383e-9,1.600e-26
231.93,5.075e-8,1.045e-12,5.075e-8,1.598e-26
231.95,2.103e-7,1.049e-12,2.103e-7,1.597e-26
231.97,8.214e-7,1.053e-12,8.214e-7,1.596e-26
232,5.675e-6,1.058e-12,5.675e-6,1.594e-26
232.02,1.911e-5,1.062e-12,1.911e-5,1.592e-26
232.05,1.057e-4,1.068e-12,1.057e-4,1.590e-26
232.07,3.072e-4,1.071e-12,3.072e-4,1.589e-26
232.1,1.361e-3,1.077e-12,1.361e-3,1.587e-26
232.12,3.410e-3,1.081e-12,3.410e-3,1.586e-26
232.15,1.210e-2,1.087e-12,1.210e-2,1.584e-26
232.17,2.616e-2,1.090e-12,2.616e-2,1.583e-26
232.2,7.443e-2,1.096e-12,7.443e-2,1.581e-26
232.22,1.389e-1,1.100e-12,1.389e-1,1.579e-26
232.25,3.171e-1,1.105e-12,3.171e-1,1.577e-26
232.27,5.115e-1,1.109e-12,5.115e-1,1.576e-26
232.3,9.412e-1,1.115e-12,9.412e-1,1.574e-26
232.32,1.318e+0,1.119e-12,1.318e+0,1.573e-26
232.35,1.972e+0,1.124e-12,1.972e+0,1.571e-26
232.37,2.420e+0,1.128e-12,2.420e+0,1.569e-26
232.4,3.013e+0,1.134e-12,3.013e+0,1.567e-26
232.42,3.312e+0,1.137e-12,3.312e+0,1.566e-26
232.44,3.519e+0,1.141e-12,3.519e+0,1.565e-26
232.47,3.674e+0,1.147e-12,3.674e+0,1.563e-26
232.49,3.700e+0,1.151e-12,3.700e+0,1.562e-26
232.52,3.667e+0,1.156e-12,3.667e+0,1.560e-26
232.54,3.608e+0,1.160e-12,3.608e+0,1.558e-26
232.57,3.456e+0,1.166e-12,3.456e+0,1.556e-26
232.59,3.300e+0,1.170e-12,3.300e+0,1.555e-26
232.62,2.963e+0,1.175e-12,2.963e+0,1.553e-26
232.64,2.673e+0,1.179e-12,2.673e+0,1.552e-26
232.67,2.160e+0,1.185e-12,2.160e+0,1.550e-26
232.69,1.793e+0,1.188e-12,1.793e+0,1.548e-26
232.72,1.257e+0,1.194e-12,1.257e+0,1.546e-26
232.74,9.390e-1,1.198e-12,9.390e-1,1.545e-26
232.77,5.541e-1,1.203e-12,5.541e-1,1.543e-26
232.79,3.660e-1,1.207e-12,3.660e-1,1.542e-26
232.82,1.780e-1,1.213e-12,1.780e-1,1.540e-26
232.84,1.028e-1,1.217e-12,1.028e-1,1.539e-26
232.86,5.614e-2,1.220e-12,5.614e-2,1.537e-26
232.89,2.038e-2,1.226e-12,2.038e-2,1.535e-26
232.91,9.653e-3,1.230e-12,9.653e-3,1.534e-26
232.94,2.824e-3,1.236e-12,2.824e-3,1.532e-26
232.96,1.157e-3,1.239e-12,1.157e-3,1.531e-26
232.99,2.719e-4,1.245e-12,2.719e-4,1.529e-26
233.01,9.623e-5,1.249e-12,9.623e-5,1.527e-26
233.04,1.815e-5,1.254e-12,1.815e-5,1.525e-26
233.06,5.544e-6,1.258e-12,5.544e-6,1.524e-26
233.09,8.384e-7,1.264e-12,8.384e-7,1.522e-26
233.11,2.211e-7,1.268e-12,2.211e-7,1.521e-26
233.14,2.680e-8,1.273e-12,2.680e-8,1.519e-26
233.16,6.096e-9,1.277e-12,6.096e-9,1.518e-26
233.19,5.923e-10,1.283e-12,5.923e-10,1.516e-26
233.21,1.163e-10,1.286e-12,1.163e-10,1.514e-26
233.24,9.051e-12,1.292e-12,9.051e-12,1.512e-26
233.26,1.533e-12,1.296e-12,1.533e-12,1.511e-26
233.29,9.563e-14,1.302e-12,9.563e-14,1.509e-26
233.31,1.397e-14,1.305e-12,1.397e-14,1.508e-26
233.33,1.924e-15,1.309e-12,1.924e-15,1.506e-26
233.36,8.805e-17,1.315e-12,8.805e-17,1.504e-26
235.98,1.809e-12,1.809e-12,9.178e-17,1.332e-26
236,1.414e-11,1.414e-11,9.181e-17,1.331e-26
236.03,2.775e-10,2.775e-10,9.185e-17,1.329e-26
236.05,1.880e-9,1.880e-9,9.188e-17,1.328e-26
236.08,2.979e-8,2.979e-8,9.192e-17,1.326e-26
236.1,1.750e-7,1.750e-7,9.195e-17,1.324e-26
236.13,2.238e-6,2.238e-6,9.199e-17,1.322e-26
236.15,1.140e-5,1.140e-5,9.202e-17,1.321e-26
236.18,1.177e-4,1.177e-4,9.206e-17,1.319e-26
236.2,5.194e-4,5.194e-4,9.209e-17,1.318e-26
236.23,4.329e-3,4.329e-3,9.213e-17,1.316e-26
236.25,1.657e-2,1.657e-2,9.216e-17,1.315e-26
236.28,1.115e-1,1.115e-1,9.221e-17,1.313e-26
236.3,3.698e-1,3.698e-1,9.223e-17,1.311e-26
236.33,2.008e+0,2.008e+0,9.228e-17,1.309e-26
236.35,5.776e+0,5.776e+0,9.231e-17,1.308e-26
236.38,2.532e+1,2.532e+1,9.235e-17,1.306e-26
236.4,6.314e+1,6.314e+1,9.238e-17,1.305e-26
236.42,1.487e+2,1.487e+2,9.241e-17,1.303e-26
