Wavelength (nm),Sum(calc),Al I (1.3e-1),Al II (8.7e-1),Al III (2.5e-5)
458.39,1.039e-1,2.413e-11,1.039e-1,6.043e-23
458.41,1.201e-1,2.413e-11,1.201e-1,6.031e-23
458.44,1.456e-1,2.412e-11,1.456e-1,6.013e-23
458.46,1.629e-1,2.412e-11,1.629e-1,6.002e-23
458.49,1.881e-1,2.412e-11,1.881e-1,5.984e-23
458.51,2.040e-1,2.412e-11,2.040e-1,5.972e-23
458.54,2.255e-1,2.411e-11,2.255e-1,5.955e-23
458.56,2.379e-1,2.411e-11,2.379e-1,5.943e-23
458.59,2.531e-1,2.411e-11,2.531e-1,5.925e-23
458.61,2.610e-1,2.411e-11,2.610e-1,5.913e-23
458.63,2.671e-1,2.410e-11,2.671e-1,5.902e-23
458.66,2.731e-1,2.410e-11,2.731e-1,5.884e-23
458.68,2.752e-1,2.410e-11,2.752e-1,5.872e-23
458.71,2.760e-1,2.410e-11,2.760e-1,5.855e-23
458.73,2.752e-1,2.409e-11,2.752e-1,5.843e-23
458.76,2.723e-1,2.409e-11,2.723e-1,5.825e-23
458.78,2.692e-1,2.409e-11,2.692e-1,5.814e-23
458.81,2.631e-1,2.409e-11,2.631e-1,5.796e-23
458.83,2.579e-1,2.408e-11,2.579e-1,5.784e-23
458.86,2.484e-1,2.408e-11,2.484e-1,5.767e-23
458.88,2.407e-1,2.408e-11,2.407e-1,5.755e-23
458.91,2.272e-1,2.408e-11,2.272e-1,5.737e-23
458.93,2.169e-1,2.407e-11,2.169e-1,5.726e-23
458.96,1.994e-1,2.407e-11,1.994e-1,5.708e-23
458.98,1.866e-1,2.407e-11,1.866e-1,5.696e-23
459.01,1.662e-1,2.406e-11,1.662e-1,5.679e-23
459.03,1.521e-1,2.406e-11,1.521e-1,5.667e-23
459.06,1.306e-1,2.406e-11,1.306e-1,5.649e-23
459.08,1.164e-1,2.406e-11,1.164e-1,5.638e-23
459.1,1.027e-1,2.406e-11,1.027e-1,5.626e-23
459.13,8.323e-2,2.405e-11,8.323e-2,5.608e-23
459.15,7.131e-2,2.405e-11,7.131e-2,5.596e-23
459.18,5.529e-2,2.405e-11,5.529e-2,5.579e-23
459.2,4.595e-2,2.405e-11,4.595e-2,5.567e-23
459.23,3.399e-2,2.404e-11,3.399e-2,5.549e-23
459.25,2.736e-2,2.404e-11,2.736e-2,5.538e-23
459.28,1.927e-2,2.404e-11,1.927e-2,5.520e-23
459.3,1.500e-2,2.403e-11,1.500e-2,5.508e-23
459.33,1.004e-2,2.403e-11,1.004e-2,5.491e-23
459.35,7.552e-3,2.403e-11,7.552e-3,5.479e-23
459.38,4.799e-3,2.403e-11,4.799e-3,5.461e-23
459.4,3.485e-3,2.402e-11,3.485e-3,5.450e-23
459.43,2.099e-3,2.402e-11,2.099e-3,5.432e-23
459.45,1.471e-3,2.402e-11,1.471e-3,5.420e-23
459.48,8.394e-4,2.402e-11,8.394e-4,5.403e-23
459.5,5.671e-4,2.401e-11,5.671e-4,5.391e-23
459.52,3.776e-4,2.401e-11,3.776e-4,5.379e-23
459.55,1.995e-4,2.401e-11,1.995e-4,5.362e-23
459.57,1.280e-4,2.401e-11,1.280e-4,5.350e-23
459.6,6.400e-5,2.400e-11,6.400e-5,5.332e-23
459.62,3.957e-5,2.400e-11,3.957e-5,5.320e-23
459.65,1.870e-5,2.400e-11,1.870e-5,5.303e-23
459.67,1.114e-5,2.400e-11,1.114e-5,5.291e-23
459.7,4.978e-6,2.399e-11,4.978e-6,5.273e-23
459.72,2.856e-6,2.399e-11,2.856e-6,5.262e-23
459.75,1.206e-6,2.399e-11,1.206e-6,5.244e-23
459.77,6.663e-7,2.399e-11,6.663e-7,5.232e-23
459.8,2.660e-7,2.398e-11,2.660e-7,5.215e-23
459.82,1.415e-7,2.398e-11,1.415e-7,5.203e-23
459.85,5.337e-8,2.398e-11,5.337e-8,5.185e-23
459.87,2.734e-8,2.397e-11,2.734e-8,5.174e-23
459.9,9.745e-9,2.397e-11,9.745e-9,5.156e-23
459.92,4.806e-9,2.397e-11,4.806e-9,5.144e-23
459.95,1.618e-9,2.397e-11,1.618e-9,5.127e-23
459.97,7.686e-10,2.396e-11,7.686e-10,5.115e-23
459.99,3.595e-10,2.396e-11,3.595e-10,5.103e-23
460.02,1.118e-10,2.396e-11,1.118e-10,5.086e-23
460.04,5.035e-11,2.396e-11,5.035e-11,5.074e-23
460.07,1.479e-11,2.395e-11,1.479e-11,5.056e-23
460.09,6.414e-12,2.395e-11,6.414e-12,5.045e-23
460.12,1.780e-12,2.395e-11,1.780e-12,5.027e-23
460.14,7.431e-13,2.395e-11,7.431e-13,5.015e-23
460.17,1.948e-13,2.394e-11,1.948e-13,4.998e-23
460.19,7.829e-14,2.394e-11,7.829e-14,4.986e-23
460.22,1.939e-14,2.394e-11,1.939e-14,4.968e-23
460.24,7.500e-15,2.394e-11,7.500e-15,4.956e-23
460.27,1.755e-15,2.393e-11,1.755e-15,4.939e-23
460.29,6.537e-16,2.393e-11,6.537e-16,4.927e-23
460.32,1.445e-16,2.393e-11,1.445e-16,4.909e-23
460.34,5.182e-17,2.393e-11,5.182e-17,4.898e-23
460.37,1.082e-17,2.392e-11,1.082e-17,4.880e-23
462.52,4.230e-18,2.370e-11,4.230e-18,3.618e-23
462.54,1.207e-17,2.370e-11,1.207e-17,3.606e-23
462.57,6.598e-17,2.369e-11,6.598e-17,3.588e-23
462.59,1.821e-16,2.369e-11,1.821e-16,3.577e-23
462.61,4.996e-16,2.369e-11,4.996e-16,3.565e-23
462.64,2.182e-15,2.368e-11,2.182e-15,3.547e-23
462.66,5.722e-15,2.368e-11,5.722e-15,3.536e-23
462.69,2.365e-14,2.368e-11,2.365e-14,3.518e-23
462.71,5.979e-14,2.368e-11,5.979e-14,3.506e-23
462.74,2.338e-13,2.367e-11,2.338e-13,3.489e-23
462.76,5.699e-13,2.367e-11,5.699e-13,3.477e-23
462.79,2.110e-12,2.367e-11,2.110e-12,3.459e-23
462.81,4.956e-12,2.367e-11,4.956e-12,3.448e-23
462.84,1.737e-11,2.366e-11,1.737e-11,3.430e-23
462.86,3.933e-11,2.366e-11,3.933e-11,3.418e-23
462.89,1.304e-10,2.366e-11,1.304e-10,3.401e-23
462.91,2.848e-10,2.366e-11,2.848e-10,3.389e-23
462.94,8.943e-10,2.365e-11,8.943e-10,3.371e-23
462.96,1.883e-9,2.365e-11,1.883e-9,3.359e-23
462.99,5.596e-9,2.365e-11,5.596e-9,3.342e-23
463.01,1.136e-8,2.365e-11,1.136e-8,3.330e-23
463.04,3.197e-8,2.364e-11,3.197e-8,3.312e-23
463.06,6.258e-8,2.364e-11,6.258e-8,3.301e-23
463.08,1.207e-7,2.364e-11,1.207e-7,3.289e-23
463.11,3.148e-7,2.364e-11,3.148e-7,3.271e-23
463.13,5.855e-7,2.363e-11,5.855e-7,3.260e-23
463.16,1.446e-6,2.363e-11,1.446e-6,3.242e-23
463.18,2.594e-6,2.363e-11,2.594e-6,3.230e-23
463.21,6.068e-6,2.362e-11,6.068e-6,3.213e-23
463.23,1.050e-5,2.362e-11,1.050e-5,3.201e-23
463.26,2.326e-5,2.362e-11,2.326e-5,3.183e-23
463.28,3.883e-5,2.362e-11,3.883e-5,3.172e-23
463.31,8.151e-5,2.361e-11,8.151e-5,3.154e-23
463.33,1.313e-4,2.361e-11,1.313e-4,3.142e-23
463.36,2.611e-4,2.361e-11,2.611e-4,3.125e-23
463.38,4.056e-4,2.361e-11,4.056e-4,3.113e-23
463.41,7.646e-4,2.360e-11,7.646e-4,3.095e-23
463.43,1.146e-3,2.360e-11,1.146e-3,3.083e-23
463.46,2.048e-3,2.360e-11,2.048e-3,3.066e-23
463.48,2.962e-3,2.360e-11,2.962e-3,3.054e-23
463.5,4.224e-3,2.359e-11,4.224e-3,3.042e-23
463.53,7.005e-3,2.359e-11,7.005e-3,3.025e-23
463.55,9.641e-3,2.359e-11,9.641e-3,3.013e-23
463.58,1.516e-2,2.359e-11,1.516e-2,2.995e-23
463.6,2.014e-2,2.358e-11,2.014e-2,2.984e-23
463.63,3.003e-2,2.358e-11,3.003e-2,2.966e-23
463.65,3.851e-2,2.358e-11,3.851e-2,2.954e-23
463.68,5.447e-2,2.358e-11,5.447e-2,2.937e-23
463.7,6.745e-2,2.357e-11,6.745e-2,2.925e-23
463.73,9.050e-2,2.357e-11,9.050e-2,2.907e-23
463.75,1.082e-1,2.357e-11,1.082e-1,2.896e-23
463.78,1.377e-1,2.357e-11,1.377e-1,2.878e-23
463.8,1.590e-1,2.356e-11,1.590e-1,2.866e-23
463.83,1.921e-1,2.356e-11,1.921e-1,2.849e-23
463.85,2.141e-1,2.356e-11,2.141e-1,2.837e-23
463.88,2.455e-1,2.355e-11,2.455e-1,2.819e-23
463.9,2.642e-1,2.355e-11,2.642e-1,2.808e-23
463.93,2.875e-1,2.355e-11,2.875e-1,2.790e-23
463.95,2.989e-1,2.355e-11,2.989e-1,2.778e-23
463.97,3.064e-1,2.355e-11,3.064e-1,2.766e-23
464,3.098e-1,2.354e-11,3.098e-1,2.749e-23
464.02,3.067e-1,2.354e-11,3.067e-1,2.737e-23
464.05,2.944e-1,2.354e-11,2.944e-1,2.719e-23
464.07,2.815e-1,2.353e-11,2.815e-1,2.708e-23
464.1,2.563e-1,2.353e-11,2.563e-1,2.690e-23
464.12,2.367e-1,2.353e-11,2.367e-1,2.678e-23
464.15,2.045e-1,2.353e-11,2.045e-1,2.661e-23
464.17,1.824e-1,2.352e-11,1.824e-1,2.649e-23
464.2,1.495e-1,2.352e-11,1.495e-1,2.631e-23
464.22,1.287e-1,2.352e-11,1.287e-1,2.620e-23
464.25,1.001e-1,2.352e-11,1.001e-1,2.602e-23
464.27,8.323e-2,2.351e-11,8.323e-2,2.590e-23
464.3,6.142e-2,2.351e-11,6.142e-2,2.573e-23
464.32,4.928e-2,2.351e-11,4.928e-2,2.561e-23
464.35,3.449e-2,2.351e-11,3.449e-2,2.543e-23
464.37,2.671e-2,2.350e-11,2.671e-2,2.532e-23
464.39,2.040e-2,2.350e-11,2.040e-2,2.520e-23
464.42,1.325e-2,2.350e-11,1.325e-2,2.502e-23
464.44,9.765e-3,2.350e-11,9.765e-3,2.490e-23
464.47,6.015e-3,2.349e-11,6.015e-3,2.473e-23
464.49,4.277e-3,2.349e-11,4.277e-3,2.461e-23
464.52,2.497e-3,2.349e-11,2.497e-3,2.444e-23
464.54,1.713e-3,2.349e-11,1.713e-3,2.432e-23
464.57,9.480e-4,2.348e-11,9.480e-4,2.414e-23
464.59,6.275e-4,2.348e-11,6.275e-4,2.402e-23
464.62,3.290e-4,2.348e-11,3.290e-4,2.385e-23
464.64,2.101e-4,2.347e-11,2.101e-4,2.373e-23
464.67,1.043e-4,2.347e-11,1.043e-4,2.355e-23
464.69,6.427e-5,2.347e-11,6.427e-5,2.344e-23
464.72,3.024e-5,2.347e-11,3.024e-5,2.326e-23
464.74,1.796e-5,2.346e-11,1.796e-5,2.314e-23
464.77,8.003e-6,2.346e-11,8.003e-6,2.297e-23
464.79,4.585e-6,2.346e-11,4.585e-6,2.285e-23
464.82,1.935e-6,2.346e-11,1.935e-6,2.267e-23
464.84,1.069e-6,2.345e-11,1.069e-6,2.256e-23
464.86,5.818e-7,2.345e-11,5.818e-7,2.244e-23
464.89,2.274e-7,2.345e-11,2.274e-7,2.226e-23
464.91,1.194e-7,2.345e-11,1.194e-7,2.215e-23
464.94,4.418e-8,2.344e-11,4.418e-8,2.197e-23
464.96,2.236e-8,2.344e-11,2.236e-8,2.185e-23
464.99,7.832e-9,2.344e-11,7.832e-9,2.168e-23
465.01,3.824e-9,2.344e-11,3.824e-9,2.156e-23
465.04,1.282e-9,2.343e-11,1.282e-9,2.138e-23
465.06,6.329e-10,2.343e-11,6.329e-10,2.126e-23
465.09,3.303e-10,2.343e-11,3.303e-10,2.109e-23
465.11,4.313e-10,2.343e-11,4.313e-10,2.097e-23
465.14,1.293e-9,2.342e-11,1.293e-9,2.079e-23
465.16,2.966e-9,2.342e-11,2.966e-9,2.068e-23
465.19,1.023e-8,2.342e-11,1.023e-8,2.050e-23
465.21,2.298e-8,2.342e-11,2.298e-8,2.038e-23
465.24,7.528e-8,2.341e-11,7.528e-8,2.021e-23
465.26,1.630e-7,2.341e-11,1.630e-7,2.009e-23
465.28,3.478e-7,2.341e-11,3.478e-7,1.997e-23
465.31,1.055e-6,2.340e-11,1.055e-6,1.980e-23
465.33,2.169e-6,2.340e-11,2.169e-6,1.968e-23
465.36,6.224e-6,2.340e-11,6.224e-6,1.950e-23
465.38,1.234e-5,2.340e-11,1.234e-5,1.939e-23
465.41,3.350e-5,2.339e-11,3.350e-5,1.921e-23
465.43,6.402e-5,2.339e-11,6.402e-5,1.909e-23
465.46,1.645e-4,2.339e-11,1.645e-4,1.892e-23
465.48,3.030e-4,2.339e-11,3.030e-4,1.880e-23
465.51,7.367e-4,2.338e-11,7.367e-4,1.862e-23
465.53,1.308e-3,2.338e-11,1.308e-3,1.851e-23
465.56,3.009e-3,2.338e-11,3.009e-3,1.833e-23
465.58,5.149e-3,2.338e-11,5.149e-3,1.821e-23
465.61,1.121e-2,2.337e-11,1.121e-2,1.804e-23
465.63,1.849e-2,2.337e-11,1.849e-2,1.792e-23
465.66,3.810e-2,2.337e-11,3.810e-2,1.774e-23
465.68,6.058e-2,2.337e-11,6.058e-2,1.762e-23
465.7,9.489e-2,2.336e-11,9.489e-2,1.751e-23
465.73,1.810e-1,2.336e-11,1.810e-1,1.733e-23
465.75,2.733e-1,2.336e-11,2.733e-1,1.721e-23
465.78,4.933e-1,2.336e-11,4.933e-1,1.704e-23
465.8,7.179e-1,2.335e-11,7.179e-1,1.692e-23
465.83,1.226e+0,2.335e-11,1.226e+0,1.674e-23
465.85,1.720e+0,2.335e-11,1.720e+0,1.663e-23
465.88,2.780e+0,2.335e-11,2.780e+0,1.645e-23
465.9,3.759e+0,2.334e-11,3.759e+0,1.633e-23
465.93,5.750e+0,2.334e-11,5.750e+0,1.616e-23
465.95,7.493e+0,2.334e-11,7.493e+0,1.604e-23
465.98,1.085e+1,2.333e-11,1.085e+1,1.586e-23
466,1.362e+1,2.333e-11,1.362e+1,1.575e-23
466.03,1.866e+1,2.333e-11,1.866e+1,1.557e-23
466.05,2.260e+1,2.333e-11,2.260e+1,1.545e-23
466.08,2.929e+1,2.332e-11,2.929e+1,1.528e-23
466.1,3.418e+1,2.332e-11,3.418e+1,1.516e-23
466.13,4.193e+1,2.332e-11,4.193e+1,1.498e-23
466.15,4.716e+1,2.332e-11,4.716e+1,1.486e-23
466.17,5.228e+1,2.331e-11,5.228e+1,1.475e-23
466.2,5.936e+1,2.331e-11,5.936e+1,1.457e-23
466.22,6.342e+1,2.331e-11,6.342e+1,1.445e-23
466.25,6.814e+1,2.331e-11,6.814e+1,1.428e-23
466.27,7.017e+1,2.330e-11,7.017e+1,1.416e-23
466.3,7.135e+1,2.330e-11,7.135e+1,1.398e-23
466.32,7.082e+1,2.330e-11,7.082e+1,1.387e-23
466.35,6.814e+1,2.330e-11,6.814e+1,1.369e-23
466.37,6.520e+1,2.329e-11,6.520e+1,1.357e-23
466.4,5.936e+1,2.329e-11,5.936e+1,1.340e-23
466.42,5.474e+1,2.329e-11,5.474e+1,1.328e-23
466.45,4.716e+1,2.329e-11,4.716e+1,1.310e-23
466.47,4.193e+1,2.328e-11,4.193e+1,1.299e-23
466.5,3.418e+1,2.328e-11,3.418e+1,1.281e-23
466.52,2.929e+1,2.328e-11,2.929e+1,1.269e-23
466.55,2.260e+1,2.327e-11,2.260e+1,1.252e-23
466.57,1.866e+1,2.327e-11,1.866e+1,1.240e-23
466.59,1.519e+1,2.327e-11,1.519e+1,1.228e-23
466.62,1.085e+1,2.327e-11,1.085e+1,1.211e-23
466.64,8.508e+0,2.327e-11,8.508e+0,1.199e-23
466.67,5.750e+0,2.326e-11,5.750e+0,1.181e-23
466.69,4.347e+0,2.326e-11,4.347e+0,1.169e-23
466.72,2.780e+0,2.326e-11,2.780e+0,1.152e-23
466.74,2.026e+0,2.325e-11,2.026e+0,1.140e-23
466.77,1.226e+0,2.325e-11,1.226e+0,1.122e-23
466.79,8.613e-1,2.325e-11,8.613e-1,1.111e-23
466.82,4.933e-1,2.325e-11,4.933e-1,1.093e-23
466.84,3.340e-1,2.324e-11,3.340e-1,1.081e-23
466.87,1.810e-1,2.324e-11,1.810e-1,1.064e-23
466.89,1.181e-1,2.324e-11,1.181e-1,1.052e-23
466.92,6.058e-2,2.324e-11,6.058e-2,1.034e-23
466.94,3.810e-2,2.323e-11,3.810e-2,1.023e-23
466.97,1.849e-2,2.323e-11,1.849e-2,1.005e-23
466.99,1.121e-2,2.323e-11,1.121e-2,9.933e-24
467.02,5.149e-3,2.323e-11,5.149e-3,9.757e-24
467.04,3.009e-3,2.322e-11,3.009e-3,9.639e-24
467.06,1.733e-3,2.322e-11,1.733e-3,9.522e-24
467.09,7.367e-4,2.322e-11,7.367e-4,9.346e-24
467.11,4.089e-4,2.322e-11,4.089e-4,9.228e-24
467.14,1.645e-4,2.321e-11,1.645e-4,9.052e-24
467.16,8.801e-5,2.321e-11,8.801e-5,8.935e-24
467.19,3.350e-5,2.321e-11,3.350e-5,8.759e-24
467.21,1.728e-5,2.321e-11,1.728e-5,8.641e-24
467.24,6.224e-6,2.320e-11,6.224e-6,8.465e-24
467.26,3.094e-6,2.320e-11,3.094e-6,8.348e-24
467.29,1.055e-6,2.320e-11,1.055e-6,8.172e-24
467.31,5.053e-7,2.320e-11,5.053e-7,8.054e-24
467.34,1.630e-7,2.319e-11,1.630e-7,7.878e-24
467.36,7.528e-8,2.319e-11,7.528e-8,7.761e-24
467.39,2.298e-8,2.319e-11,2.298e-8,7.584e-24
467.41,1.023e-8,2.318e-11,1.023e-8,7.467e-24
467.44,2.955e-9,2.318e-11,2.955e-9,7.291e-24
467.46,1.268e-9,2.318e-11,1.268e-9,7.173e-24
467.48,5.360e-10,2.318e-11,5.360e-10,7.056e-24
467.51,1.433e-10,2.317e-11,1.433e-10,6.880e-24
467.53,5.841e-11,2.317e-11,5.841e-11,6.762e-24
467.56,1.478e-11,2.317e-11,1.478e-11,6.586e-24
467.58,5.805e-12,2.317e-11,5.805e-12,6.469e-24
467.61,1.390e-12,2.316e-11,1.390e-12,6.293e-24
467.63,5.263e-13,2.316e-11,5.263e-13,6.175e-24
467.66,1.193e-13,2.316e-11,1.193e-13,5.999e-24
467.68,4.352e-14,2.316e-11,4.352e-14,5.882e-24
467.71,9.332e-15,2.315e-11,9.332e-15,5.706e-24
468.67,6.911e-26,2.305e-11,9.134e-15,6.911e-26
468.7,4.240e-25,2.305e-11,9.128e-15,4.240e-25
468.72,1.174e-24,2.305e-11,9.124e-15,1.174e-24
468.75,5.268e-24,2.304e-11,9.117e-15,5.268e-24
468.77,1.407e-23,2.304e-11,9.113e-15,1.407e-23
468.8,5.982e-23,2.304e-11,9.107e-15,5.982e-23
468.82,1.542e-22,2.304e-11,9.103e-15,1.542e-22
468.84,3.916e-22,2.303e-11,9.099e-15,3.916e-22
468.87,1.543e-21,2.303e-11,9.093e-15,1.543e-21
468.89,3.782e-21,2.303e-11,9.088e-15,3.782e-21
468.92,1.412e-20,2.303e-11,9.082e-15,1.412e-20
468.94,3.339e-20,2.302e-11,9.078e-15,3.339e-20
468.97,1.181e-19,2.302e-11,9.072e-15,1.181e-19
468.99,2.694e-19,2.302e-11,9.068e-15,2.694e-19
469.02,9.030e-19,2.302e-11,9.062e-15,9.030e-19
469.04,1.987e-18,2.301e-11,9.058e-15,1.987e-18
469.07,6.310e-18,2.301e-11,9.051e-15,6.310e-18
469.09,1.339e-17,2.301e-11,9.047e-15,1.339e-17
469.12,4.030e-17,2.301e-11,9.041e-15,4.030e-17
469.14,8.252e-17,2.300e-11,9.037e-15,8.252e-17
469.17,2.353e-16,2.300e-11,9.031e-15,2.353e-16
469.19,4.648e-16,2.300e-11,9.027e-15,4.648e-16
469.22,1.256e-15,2.300e-11,9.020e-15,1.256e-15
469.24,2.393e-15,2.299e-11,9.016e-15,2.393e-15
469.26,4.494e-15,2.299e-11,9.012e-15,4.494e-15
469.29,1.126e-14,2.299e-11,9.006e-15,1.126e-14
469.31,2.040e-14,2.299e-11,9.002e-15,2.040e-14
469.34,4.844e-14,2.298e-11,8.996e-15,4.844e-14
469.36,8.467e-14,2.298e-11,8.991e-15,8.467e-14
469.39,1.905e-13,2.298e-11,8.985e-15,1.905e-13
469.41,3.212e-13,2.298e-11,8.981e-15,3.212e-13
469.44,6.847e-13,2.297e-11,8.975e-15,6.847e-13
469.46,1.114e-12,2.297e-11,8.971e-15,1.114e-12
469.49,2.250e-12,2.297e-11,8.965e-15,2.250e-12
469.51,3.531e-12,2.296e-11,8.961e-15,3.531e-12
469.54,6.758e-12,2.296e-11,8.954e-15,6.758e-12
469.56,1.023e-11,2.296e-11,8.950e-15,1.023e-11
469.59,1.856e-11,2.296e-11,8.944e-15,1.856e-11
469.61,2.711e-11,2.295e-11,8.940e-15,2.711e-11
469.64,4.658e-11,2.295e-11,8.934e-15,4.658e-11
469.66,6.564e-11,2.295e-11,8.930e-15,6.564e-11
469.68,9.118e-11,2.295e-11,8.925e-15,9.118e-11
469.71,1.453e-10,2.294e-11,8.919e-15,1.453e-10
469.73,1.947e-10,2.294e-11,8.915e-15,1.947e-10
469.76,2.941e-10,2.294e-11,8.909e-15,2.941e-10
469.78,3.802e-10,2.294e-11,8.905e-15,3.802e-10
469.81,5.440e-10,2.293e-11,8.899e-15,5.440e-10
469.83,6.785e-10,2.293e-11,8.894e-15,6.785e-10
469.86,9.200e-10,2.293e-11,8.888e-15,9.200e-10
469.88,1.107e-9,2.293e-11,8.884e-15,1.107e-9
469.91,1.422e-9,2.292e-11,8.878e-15,1.422e-9
469.93,1.651e-9,2.292e-11,8.874e-15,1.651e-9
469.96,2.010e-9,2.292e-11,8.868e-15,2.010e-9
469.98,2.251e-9,2.292e-11,8.864e-15,2.251e-9
470.01,2.597e-9,2.291e-11,8.857e-15,2.597e-9
470.03,2.806e-9,2.291e-11,8.853e-15,2.806e-9
470.06,3.067e-9,2.291e-11,8.847e-15,3.067e-9
470.08,3.197e-9,2.290e-11,8.843e-15,3.197e-9
470.11,3.311e-9,2.290e-11,8.837e-15,3.311e-9
470.13,3.330e-9,2.290e-11,8.833e-15,3.330e-9
470.15,3.300e-9,2.290e-11,8.828e-15,3.300e-9
470.18,3.170e-9,2.289e-11,8.822e-15,3.170e-9
470.2,3.032e-9,2.289e-11,8.818e-15,3.032e-9
470.23,2.759e-9,2.289e-11,8.812e-15,2.759e-9
470.25,2.545e-9,2.289e-11,8.808e-15,2.545e-9
470.28,2.195e-9,2.288e-11,8.802e-15,2.195e-9
470.3,1.954e-9,2.288e-11,8.797e-15,1.954e-9
470.33,1.597e-9,2.288e-11,8.791e-15,1.597e-9
470.35,1.371e-9,2.288e-11,8.787e-15,1.371e-9
470.38,1.061e-9,2.287e-11,8.781e-15,1.061e-9
470.4,8.792e-10,2.287e-11,8.777e-15,8.792e-10
470.43,6.451e-10,2.287e-11,8.771e-15,6.451e-10
470.45,5.154e-10,2.287e-11,8.767e-15,5.154e-10
470.48,3.583e-10,2.286e-11,8.760e-15,3.583e-10
470.5,2.762e-10,2.286e-11,8.756e-15,2.762e-10
470.53,1.819e-10,2.286e-11,8.750e-15,1.819e-10
470.55,1.353e-10,2.286e-11,8.746e-15,1.353e-10
470.57,9.917e-11,2.285e-11,8.742e-15,9.917e-11
470.6,6.058e-11,2.285e-11,8.736e-15,6.058e-11
470.62,4.283e-11,2.285e-11,8.731e-15,4.283e-11
470.65,2.479e-11,2.285e-11,8.725e-15,2.479e-11
470.67,1.691e-11,2.284e-11,8.721e-15,1.691e-11
470.7,9.274e-12,2.284e-11,8.715e-15,9.274e-12
470.72,6.103e-12,2.284e-11,8.711e-15,6.103e-12
470.75,3.171e-12,2.283e-11,8.705e-15,3.171e-12
470.77,2.013e-12,2.283e-11,8.700e-15,2.013e-12
470.8,9.909e-13,2.283e-11,8.694e-15,9.909e-13
470.82,6.068e-13,2.283e-11,8.690e-15,6.068e-13
470.85,2.830e-13,2.282e-11,8.684e-15,2.830e-13
470.87,1.672e-13,2.282e-11,8.680e-15,1.672e-13
470.9,7.389e-14,2.282e-11,8.674e-15,7.389e-14
470.92,4.211e-14,2.282e-11,8.670e-15,4.211e-14
470.95,1.763e-14,2.281e-11,8.663e-15,1.763e-14
470.97,9.692e-15,2.281e-11,8.659e-15,9.692e-15
471,3.845e-15,2.281e-11,8.653e-15,3.845e-15
471.02,2.039e-15,2.281e-11,8.649e-15,2.039e-15
471.04,1.066e-15,2.280e-11,8.645e-15,1.066e-15
471.07,3.920e-16,2.280e-11,8.639e-15,3.920e-16
471.09,1.976e-16,2.280e-11,8.634e-15,1.976e-16
471.12,6.888e-17,2.280e-11,8.628e-15,6.888e-17
471.14,3.350e-17,2.279e-11,8.624e-15,3.350e-17
471.17,1.106e-17,2.279e-11,8.618e-15,1.106e-17
471.19,5.189e-18,2.279e-11,8.614e-15,5.189e-18
471.22,1.623e-18,2.279e-11,8.608e-15,1.623e-18
471.24,7.346e-19,2.278e-11,8.603e-15,7.346e-19
471.27,2.177e-19,2.278e-11,8.597e-15,2.177e-19
471.29,9.504e-20,2.278e-11,8.593e-15,9.504e-20
471.32,2.668e-20,2.277e-11,8.587e-15,2.668e-20
471.34,1.124e-20,2.277e-11,8.583e-15,1.124e-20
471.37,2.989e-21,2.277e-11,8.577e-15,2.989e-21
471.39,1.214e-21,2.277e-11,8.573e-15,1.214e-21
471.42,3.059e-22,2.276e-11,8.566e-15,3.059e-22
471.44,1.199e-22,2.276e-11,8.562e-15,1.199e-22
471.46,4.629e-23,2.276e-11,8.558e-15,4.629e-23
471.49,1.081e-23,2.276e-11,8.552e-15,1.081e-23
471.51,4.029e-24,2.276e-11,8.548e-15,4.029e-24
471.54,8.916e-25,2.275e-11,8.542e-15,8.916e-25
471.56,2.794e-25,2.275e-11,8.537e-15,2.794e-25
488.89,2.165e-26,2.093e-11,4.961e-15,2.165e-26
488.92,1.213e-25,2.093e-11,4.954e-15,1.213e-25
488.94,3.234e-25,2.093e-11,4.950e-15,3.234e-25
488.97,1.373e-24,2.093e-11,4.944e-15,1.373e-24
488.99,3.543e-24,2.092e-11,4.940e-15,3.543e-24
489.02,1.431e-23,2.092e-11,4.934e-15,1.431e-23
489.04,3.572e-23,2.092e-11,4.930e-15,3.572e-23
489.07,1.373e-22,2.091e-11,4.923e-15,1.373e-22
489.09,3.314e-22,2.091e-11,4.919e-15,3.314e-22
489.12,1.212e-21,2.091e-11,4.913e-15,1.212e-21
489.14,2.831e-21,2.091e-11,4.909e-15,2.831e-21
489.16,6.522e-21,2.091e-11,4.905e-15,6.522e-21
489.19,2.225e-20,2.090e-11,4.899e-15,2.225e-20
489.21,4.959e-20,2.090e-11,4.895e-15,4.959e-20
489.24,1.610e-19,2.090e-11,4.888e-15,1.610e-19
489.26,3.471e-19,2.089e-11,4.884e-15,3.471e-19
489.29,1.072e-18,2.089e-11,4.878e-15,1.072e-18
489.31,2.236e-18,2.089e-11,4.874e-15,2.236e-18
489.34,6.569e-18,2.089e-11,4.868e-15,6.569e-18
489.36,1.325e-17,2.088e-11,4.864e-15,1.325e-17
489.39,3.706e-17,2.088e-11,4.857e-15,3.706e-17
489.41,7.233e-17,2.088e-11,4.853e-15,7.233e-17
489.44,1.924e-16,2.088e-11,4.847e-15,1.924e-16
489.46,3.633e-16,2.087e-11,4.843e-15,3.633e-16
489.49,9.193e-16,2.087e-11,4.837e-15,9.193e-16
489.51,1.679e-15,2.087e-11,4.833e-15,1.679e-15
