Wavelength (nm),Fe I (1.5e-1),Fe II (8.5e-1),Fe III (1.1e-4)
384.10475,3.801e+3,,
384.32565,4.537e+2,,
384.64092,1.441e+2,,
384.68001,6.014e+2,,
384.996631,1.138e+3,,
385.637115,1.340e+3,,
385.921236,2.996e+2,,
385.991106,5.367e+3,,
386.552292,8.880e+2,,
386.721579,2.932e+2,,
387.1748,1.294e+2,,
387.250102,1.034e+3,,
387.376015,2.179e+2,,
387.801779,1.111e+3,,
387.857282,1.048e+3,,
387.87262,2.230e+2,,
388.327981,1.286e+2,,
388.628183,2.201e+3,,
388.704779,6.909e+2,,
388.851317,1.219e+3,,
388.882145,1.108e+2,,
389.19264,9.730e+1,,
389.338988,2.267e+2,,
389.565597,5.262e+2,,
389.78893,2.247e+2,,
389.970707,7.451e+2,,
390.294512,1.571e+3,,
390.38977,1.358e+2,,
390.647918,1.413e+2,,
391.67305,1.630e+2,,
391.864151,1.595e+2,,
392.025748,4.416e+2,,
392.291129,5.982e+2,,
392.791947,7.509e+2,,
393.02964,8.281e+2,,
393.581244,1.401e+2,,
394.80971,1.821e+2,,
394.87747,2.806e+2,,
395.11632,3.197e+2,,
395.432,,,5.122e-9
395.4355,,,7.893e-12
395.4375,,,1.321e-9
395.645488,3.028e+2,,
395.66763,4.672e+2,,
395.701788,1.769e+2,,
396.31003,1.118e+2,,
396.742064,1.559e+2,,
396.8711,,,2.621e-9
396.925691,1.920e+3,,
396.9498,,,1.630e-9
397.113,,,2.591e-11
397.4376,,,8.428e-12
397.661301,7.770e+1,,
397.8402,,,9.747e-10
397.9416,,,1.262e-9
398.0094,,,5.491e-10
399.69635,6.818e+1,,
399.73917,4.067e+2,,
399.9776,,,3.293e-11
399.9887,,,3.611e-11
400.0767,,,4.834e-11
400.3227,,,6.525e-11
400.3541,,,9.717e-12
400.524148,1.175e+3,,
400.875,,,9.017e-11
401.453083,2.202e+2,,
402.186604,2.227e+2,,
402.472471,1.205e+2,,
403.048821,1.971e+2,,
403.5423,,,2.340e-9
404.389713,1.024e+2,,
404.581193,1.008e+4,,
405.2513,,,2.328e-11
405.3112,,,3.204e-9
406.173,,,3.053e-11
406.359365,5.648e+3,,
406.5969,,,4.426e-12
406.797774,2.419e+2,,
406.9206,,,6.909e-12
407.173752,4.402e+3,,
407.662889,2.131e+2,,
408.101,,,4.083e-9
408.1507,,,3.901e-11
408.2014,,,2.477e-11
408.2477,,,4.026e-11
408.2759,,,3.768e-11
408.449152,1.223e+2,,
408.530273,1.090e+2,,
408.9941,,,1.881e-11
409.0975,,,2.431e-11
409.2298,,,2.006e-11
409.2627,,,1.924e-11
409.3057,,,2.778e-11
409.3228,,,4.228e-11
409.3637,,,1.252e-11
409.4336,,,8.444e-12
409.5266,,,3.383e-11
409.5371,,,5.271e-11
409.5856,,,1.506e-11
409.6556,,,3.761e-11
409.756,,,3.055e-11
409.7587,,,4.089e-11
410.0475,,,3.700e-11
410.3038,,,1.314e-11
410.3524,,,1.061e-11
410.5481,,,2.482e-11
410.9128,,,8.266e-12
411.29584,8.602e+1,,
411.8389,,,5.220e-11
411.85443,7.870e+2,,
411.8722,,,5.061e-11
411.8864,,,5.704e-11
411.936,,,3.788e-11
411.9361,,,5.123e-11
411.9852,,,7.388e-11
412.09,,,3.258e-9
412.1338,,,1.127e-10
412.2023,,,5.417e-9
412.2788,,,4.879e-9
412.3006,,,1.017e-11
412.56199,6.301e+1,,
412.6552,,,1.804e-11
413.205785,1.002e+3,,
413.467722,2.565e+2,,
413.699755,2.049e+2,,
413.7128,,,9.096e-11
413.7762,,,8.991e-9
413.9348,,,7.002e-9
414.0482,,,2.660e-9
414.2644,,,1.539e-11
414.341445,5.586e+2,,
414.386752,1.556e+3,,
414.5645,,,1.165e-10
414.8339,,,7.564e-12
414.8769,,,1.111e-11
415.389948,2.849e+2,,
415.449849,2.360e+2,,
415.480514,2.460e+2,,
415.4966,,,1.458e-10
415.679861,1.791e+2,,
415.7117,,,2.793e-11
415.777954,2.309e+2,,
415.879208,1.193e+2,,
415.984,,,9.257e-12
416.3183,,,1.054e-11
416.3317,,,4.912e-12
416.4729,,,1.738e-8
416.4947,,,1.949e-10
416.6841,,,5.342e-9
416.6887,,,1.106e-11
416.845,,,9.810e-10
417.0575,,,2.600e-11
417.4258,,,2.517e-10
417.4809,,,1.304e-11
417.563572,1.702e+2,,
417.741,,,1.474e-11
417.7856,,,9.888e-12
418.175449,4.950e+2,,
418.4044,,,3.592e-11
418.4168,,,2.890e-11
418.498,,,1.425e-11
418.703842,5.132e+2,,
418.779491,5.227e+2,,
418.8905,,,3.873e-11
419.142997,3.837e+2,,
419.394,,,2.047e-11
419.4709,,,3.497e-12
419.532874,2.103e+2,,
419.5457,,,3.070e-11
419.620852,1.220e+2,,
419.824651,2.190e+2,,
419.830363,3.692e+2,,
419.863389,9.780e+1,,
419.909489,1.303e+3,,
420.202885,1.098e+3,,
420.3836,,,3.506e-11
420.5894,,,2.226e-11
420.9388,,,6.745e-12
421.0681,,,9.308e-11
421.75454,1.925e+2,,
421.93595,4.968e+2,,
422.2271,,,2.589e-9
422.41711,1.971e+2,,
422.54541,1.847e+2,,
422.74264,1.216e+3,,
423.36021,4.416e+2,,
423.59361,8.644e+2,,
423.8619,,,1.837e-9
423.88096,3.591e+2,,
424.0672,,,7.806e-11
424.3414,,,5.861e-11
424.5693,,,4.022e-11
424.6124,,,4.928e-11
424.7425,3.676e+2,,
424.834,,,2.671e-11
424.8773,,,1.093e-9
425.01188,7.118e+2,,
425.0202,,,5.923e-11
425.07864,1.013e+3,,
425.1473,,,6.415e-11
425.1992,,,9.770e-12
425.3486,,,4.668e-11
425.6337,,,3.671e-11
425.8826,,,2.454e-11
425.92,,,8.638e-12
426.04736,2.357e+3,,
426.1411,,,2.497e-10
426.3383,,,1.717e-11
426.677,,,2.528e-11
427.11531,8.368e+2,,
427.17599,3.936e+3,,
427.34,,,2.557e-10
427.342,,,4.510e-10
428.24026,4.286e+2,,
428.615,,,3.467e-10
428.617,,,7.429e-10
429.41244,4.484e+2,,
429.685,,,1.513e-9
429.9234,7.622e+2,,
430.477,,,1.942e-9
430.79017,4.514e+3,,
431.036,,,2.375e-9
432.57616,5.124e+3,,
437.206,,,5.636e-10
437.215,,,7.833e-10
437.216,,,1.568e-10
437.23,,,2.288e-10
437.232,,,1.076e-9
437.25,,,1.676e-9
437.277,,,2.060e-9
438.35444,9.406e+3,,
438.84066,1.055e+2,,
440.47498,3.953e+3,,
441.51221,1.264e+3,,
443.32183,8.977e+1,,
446.6551,3.190e+2,,
446.93754,1.628e+2,,
452.86136,4.165e+2,,
487.13178,5.824e+2,,
487.21373,3.570e+2,,
489.07549,5.371e+2,,
489.1492,1.059e+3,,
490.814553,,6.054e-1,
491.329562,,1.332e+0,
491.89936,6.156e+2,,
492.05021,1.646e+3,,
494.808717,,7.076e-1,
494.879114,,1.033e+0,
495.158055,,1.893e+0,
495.72979,5.425e+2,,
495.75961,2.493e+3,,
497.70331,,1.003e+0,
498.448536,,1.386e+0,
498.52527,1.098e+2,,
499.05064,,1.786e+0,
500.18631,4.097e+2,,
500.19529,,1.014e+1,
500.41881,,3.937e+0,
500.61184,3.468e+2,,
500.773506,,6.330e-1,
501.49422,1.958e+2,,
501.57519,,1.057e+0,
502.1591,,7.811e-1,
502.22353,1.023e+2,,
502.241819,,9.576e-1,
502.278888,,9.816e-1,
503.063177,,3.271e+0,
503.270361,,1.286e+0,
503.57,,5.212e+0,
504.51064,,1.172e+0,
504.763186,,6.912e-1,
506.170973,,2.310e+0,
506.789012,,9.692e-1,
507.089569,,2.212e+0,
507.47476,1.713e+2,,
507.57597,,1.525e+0,
507.7668,,,1.177e-9
507.8935,,,1.473e-9
508.222657,,7.872e-1,
508.92128,,1.199e+0,
509.07727,1.022e+2,,
509.35724,,1.614e+0,
509.72743,,2.280e+0,
510.061173,,1.893e+0,
510.07343,,5.731e+0,
510.5326,,,2.932e-10
510.61082,,6.637e-1,
511.1066,,,4.511e-10
511.6423,,,2.278e-10
511.70311,,9.501e-1,
512.5607,,,3.113e-10
513.6146,,,3.750e-10
513.73814,1.089e+2,,
513.9462,3.995e+2,,
514.387456,,6.399e-1,
514.43515,,2.032e+0,
514.57306,,6.539e-1,
514.5822,,7.643e-1,
514.9371,,,4.315e-10
514.946227,,3.679e+0,
515.048129,,8.607e-1,
515.72862,,6.870e-1,
516.655135,,9.228e-1,
516.74879,5.362e+2,,
517.70188,,7.092e-1,
518.03117,,9.054e-1,
518.68671,,6.459e-1,
519.14542,3.261e+2,,
519.23434,4.608e+2,,
519.48864,,7.863e-1,
519.91191,,1.492e+0,
520.07977,,1.023e+0,
520.36342,,8.494e-1,
521.045,,,3.017e-11
521.534741,,1.124e+0,
521.584563,,7.804e-1,
521.68579,,2.942e+0,
521.68587,,4.703e+0,
521.8116,,,5.608e-11
521.884132,,7.660e-1,
521.9132,,,2.696e-10
522.32559,,7.520e-1,
522.5644,,,2.494e-10
522.618,,,2.575e-10
522.68612,3.246e+2,,
522.71889,3.862e+2,,
522.73171,,1.474e+0,
522.74855,,7.249e+0,
522.782,,,2.618e-10
522.857,,,2.634e-11
522.8623,,,3.523e-10
522.9143,,,2.167e-11
523.0782,,,5.287e-10
523.278145,,9.316e-1,
523.29398,1.146e+3,,
523.5655,,,2.485e-8
523.794901,,1.324e+0,
524.3309,,,8.213e-8
524.79558,,3.356e+0,
525.12257,,2.541e+0,
525.36489,,7.642e-1,
525.711889,,1.406e+0,
526.02544,,1.327e+1,
526.4179,,1.956e+0,
526.65543,5.058e+2,,
526.95366,7.034e+2,,
527.00313,,6.214e-1,
527.03561,2.838e+2,,
527.298,,,1.184e-9
527.6476,,,3.300e-8
528.23,,,4.191e-8
528.36207,2.774e+2,,
528.4833,,,8.961e-10
529.1661,,3.515e+0,
529.8117,,,6.919e-10
529.9923,,,2.235e-8
530.2602,,,2.474e-8
530.61824,,1.068e+0,
530.9922,,,5.021e-10
531.0881,,,4.723e-10
531.62138,,2.384e+0,
531.80546,,6.024e-1,
532.274,,,4.219e-10
532.41785,7.614e+2,,
532.80381,4.786e+2,,
533.0733,,,2.624e-10
533.95943,,3.463e+0,
536.27474,,6.429e-1,
536.29701,,6.196e-1,
536.3376,,,1.352e-10
536.3744,,,2.229e-10
536.48704,3.905e+2,,
536.62086,,6.320e-1,
536.74654,6.642e+2,,
536.8056,,,1.860e-10
536.99607,8.662e+2,,
537.14891,3.033e+2,,
537.547,,,3.334e-10
538.3368,1.194e+3,,
538.70629,,3.090e+0,
539.58544,,1.712e+0,
539.71274,1.429e+2,,
540.2043,,,1.750e-11
540.20573,,2.743e+0,
540.41508,7.845e+2,,
540.57743,1.851e+2,,
541.09092,5.632e+2,,
541.13773,,8.000e-1,
541.51984,1.093e+3,,
542.96962,1.777e+2,,
542.99869,,2.386e+0,
543.45233,9.526e+1,,
544.43868,,6.050e-1,
544.58003,,7.426e-1,
544.69162,1.583e+2,,
545.0095,,7.036e-1,
545.56089,1.028e+2,,
545.77218,,6.306e-1,
546.3275,2.769e+2,,
546.5932,,1.945e+0,
547.58263,,8.404e-1,
547.65642,1.229e+2,,
548.23056,,2.445e+0,
548.76177,,1.758e+0,
549.20786,,1.083e+0,
549.23978,,8.104e-1,
549.38309,,1.835e+0,
550.26696,,6.044e-1,
550.32151,,7.695e-1,
550.61986,,7.177e+0,
550.7071,,8.682e-1,
551.07833,,1.177e+0,
553.20858,,7.895e-1,
554.47582,,1.368e+0,
554.90002,,6.491e-1,
556.96178,2.557e+2,,
557.28421,4.259e+2,,
557.79122,,7.167e-1,
558.67553,5.957e+2,,
558.82208,,1.333e+0,
561.56436,9.758e+2,,
563.39459,6.021e+1,,
564.539,,1.495e+0,
564.88996,,6.559e-1,
566.1402,,,2.912e-10
567.2896,,,1.499e-10
568.65296,7.607e+1,,
569.2423,,,1.507e-10
569.564,,,2.561e-11
570.1071,,,2.228e-11
571.2933,,,3.340e-10
572.2472,,,4.034e-10
572.65527,,7.435e-1,
573.3427,,,5.282e-10
573.4857,,,2.170e-10
574.4192,,,7.158e-10
574.9812,,,2.358e-10
575.5698,,,9.517e-11
575.6404,,,9.943e-10
576.29918,1.063e+2,,
577.3281,,,1.311e-10
578.01279,,2.241e+0,
578.36226,,1.875e+0,
578.44455,,1.106e+0,
578.8796,,,2.317e-11
579.9943,,,1.875e-10
581.3305,,,3.761e-10
581.7432,,,2.055e-10
581.8489,,,3.548e-10
582.1375,,,5.541e-11
583.0607,,,1.281e-10
583.3931,,,1.278e-7
583.803,,,1.098e-10
584.3237,,,2.688e-11
584.8754,,,1.536e-10
584.8775,,,6.228e-10
585.3487,,,1.638e-10
585.41872,,6.152e-1,
585.4615,,,1.826e-9
586.0965,,,4.597e-10
586.4062,,,3.769e-10
587.6305,,,1.512e-9
588.50144,,1.566e+0,
588.9689,,,1.916e-11
589.1904,,,9.791e-8
589.8669,,,1.261e-9
590.28231,,2.143e+0,
591.897,,,4.736e-10
591.9882,,,1.023e-9
592.0127,,,1.903e-8
592.9689,,,6.999e-8
594.0068,,,7.862e-10
594.009,,,5.570e-10
595.3624,,,3.229e-8
595.56976,,1.433e+0,
595.681,,,6.525e-10
596.17055,,4.067e+0,
596.2466,,,1.657e-11
596.56196,,1.005e+0,
597.681,,,8.204e-11
597.842,,,2.049e-10
597.853,,,2.048e-10
597.9312,,,2.997e-8
598.089,,,2.382e-10
598.107,,,3.751e-10
598.438,,,2.243e-10
598.456,,,5.970e-10
598.893,,,1.490e-10
598.907,,,8.806e-10
599.954,,,4.978e-8
600.0087,,,8.770e-11
601.5279,,,1.256e-10
602.0807,,,4.450e-11
602.885,,,3.643e-10
603.1021,,,1.214e-10
603.2601,,,6.890e-8
603.267,,,8.904e-11
603.6564,,,1.734e-9
604.292,,,2.418e-10
604.8357,,,1.456e-10
604.866,,,1.267e-9
605.4173,,,9.561e-10
605.6355,,,7.082e-10
605.7126,,,5.585e-10
605.8447,,,1.945e-10
615.0001,,,6.368e-10
615.4363,,,8.801e-10
616.5499,,,3.986e-10
616.9726,,,1.076e-9
616.975,,,1.305e-9
618.1694,,,8.648e-10
619.4783,,,6.204e-10
620.1366,,,5.151e-10
629.1826,,1.466e+0,
635.71615,,1.156e+0,
637.57965,,6.366e-1,
640,3.427e+2,,
641.99484,9.330e+1,,
642.57292,,5.850e-1,
646.27121,1.020e+2,,
649.1663,,6.075e-1,
649.521,,6.481e-1,
649.69415,,5.204e-1,
653.44714,,6.560e-1,
654.13672,,1.280e+0,
654.38035,,8.432e-1,
654.83912,,1.036e+0,
655.0631,,5.795e-1,
655.45466,,5.529e-1,
656.53802,,2.399e+0,
657.14221,,3.262e+0,
660.00246,,1.181e+0,
662.19744,,6.763e-1,
684.16631,,1.280e+0,
685.78534,,1.955e+0,
686.25167,,1.826e+0,
687.0726,,3.011e+0,
688.23396,,6.710e-1,
690.56515,,3.516e+0,
690.86342,,5.891e-1,
692.20266,,4.614e+0,
692.78768,,2.164e+0,
693.20004,,1.093e+0,
695.26731,,1.318e+0,
698.73956,,7.590e-1,
713.4543,,1.437e+0,
718.73165,2.700e+2,,
731.763,,,3.494e-10
731.955,,,8.532e-11
732.01,,,2.333e-10
732.018,,,1.310e-10
749.56266,,2.754e+0,
751.10182,4.360e+2,,
751.31762,,5.780e+0,
752.50982,,7.275e-1,
754.86616,,5.298e-1,
770.49366,,1.643e+0,
792.08,,,9.396e-11
792.11,,,7.091e-11
792.14,,,5.210e-11
792.17,,,3.680e-11
792.19,,,2.453e-11
800.446,,,2.441e-11
800.788,,,3.373e-11
801.123,,,4.141e-11
801.469,,,6.261e-11
801.792,,,8.223e-11
822.0377,5.458e+2,,
822.89873,,4.474e+0,
823.544,,,3.480e-10
823.551,,,5.302e-11
823.558,,,4.369e-11
823.673,,,2.098e-10
823.679,,,5.436e-11
823.68,,,6.228e-11
828.78774,,1.604e+1,
831.59847,,8.130e-1,
832.4939,,,4.498e-11
832.53331,,1.000e+0,
833.32026,,6.929e-1,
833.9271,,8.547e-1,
835.9256,,,6.168e-11
841.6471,,,7.894e-11
846.85918,,5.607e+0,
847.7134,,,5.170e-11
847.9722,,,8.608e-11
848.1377,,,7.717e-11
849.01021,,3.939e+0,
849.06913,,1.605e+0,
849.96165,,3.730e+0,
850.9097,,,1.428e-10
851.272,,,1.110e-10
856.3472,,,2.760e-10
856.8389,,,8.467e-11
859.70356,,3.723e-1,
868.86233,2.115e+2,,
872.24606,,1.172e+0,
874.03012,,2.567e-1,
881.33713,,4.329e-1,
882.77579,,5.835e-1,
883.39718,,6.329e-1,
884.70398,,3.866e-1,
