771.82, ,17 465.315  ,6.5
774.39, ,15 495.260  ,6.5
774.892, ,25 235.670  ,7.5
775.095, ,16 699.995  ,7.5
777.306, ,12 861.420  ,3.5
 , , ,#VALUE!
779.222, ,22 187.650  ,4.5
779.64, ,23 159.970  ,5.5
779.732, ,24 842.865  ,5.5
779.732, ,38 698.650  ,4.5
779.832, ,22 696.870  ,5.5
 , , ,#VALUE!
780.847, ,17 888.685  ,9.5
781.883, ,25 120.330  ,7.5
782.52, ,23 292.460  ,9.5
782.52, ,25 235.670  ,7.5
786.304, ,15 299.675  ,6.5
 , , ,#VALUE!
788.66, ,26 274.090  ,5.5
789.65, ,25 120.330  ,7.5
790.04, ,23 537.380  ,4.5
790.04, ,27 611.725  ,7.5
791.701, ,14 097.685  ,5.5
 , , ,#VALUE!
792.503, ,21 411.250  ,3.5
794.793, ,22 455.615  ,4.5
794.968, ,23 458.945  ,5.5
795.538, ,24 842.865  ,5.5
796.573, ,13 063.670  ,4.5
 , , ,#VALUE!
798.209, ,21 241.075  ,2.5
798.268, ,16 325.605  ,8.5
800.076, ,21 291.745  ,3.5
805.133, ,13 886.975  ,4.5
806.4, ,24 418.715  ,6.5
 , , ,#VALUE!
812.093, ,22 187.650  ,4.5
812.207, ,14 894.210  ,7.5
814.175, ,22 187.650  ,4.5
814.327, ,23 159.970  ,5.5
817.256, ,12 232.690  ,3.5
 , , ,#VALUE!
817.983, ,24 243.215  ,6.5
818.241, ,23 159.970  ,5.5
818.558, ,24 547.460  ,7.5
820.538, ,22 850.545  ,3.5
823.152, ,13 615.165  ,6.5
 , , ,#VALUE!
824.876, ,18 757.120  ,6.5
824.968, ,17 605.985  ,5.5
824.968, ,36 915.720  ,4.5
826.28, ,24 321.245  ,4.5
826.672, ,21 291.745  ,3.5
 , , ,#VALUE!
827.279, ,24 418.715  ,6.5
830.274, ,21 918.050  ,4.5
830.772, ,20 830.030  ,3.5
832.45, ,21 918.050  ,4.5
833.201, ,27 146.560  ,6.5
 , , ,#VALUE!
834.636, ,12 491.280  ,5.5
837.516, ,25 235.670  ,7.5
837.533, ,16 374.090  ,4.5
839.471, ,24 243.215  ,6.5
840.085, ,23 292.460  ,9.5
 , , ,#VALUE!
845.687, ,25 120.330  ,7.5
853.053, ,12 232.690  ,3.5
858.203, ,25 352.365  ,5.5
859.153, ,22 578.165  ,6.5
859.487, ,20 830.030  ,3.5
 , , ,#VALUE!
864.343, ,21 241.075  ,2.5
866.707, ,21 729.555  ,8.5
869.129, ,21 411.250  ,3.5
869.129, ,22 389.840  ,3.5
869.507, ,25 200.905  ,5.5
 , , ,#VALUE!
871.282, ,20 672.575  ,4.5
883.91, ,11 310.285  ,4.5
