,,,#VALUE!,,,,,,,,,,,,,
716.6676, ,117 639.51 ,3.5,,,,,,,,,,,,,
 , , ,#VALUE!,,,,,,,,,,,,,
716.6676, ,117 639.51 ,4.5,,,,,,,,,,,,,
758.0764, ,116 877.54 ,3.5,,,,,,,,,,,,,
758.0764, ,116 877.54 ,4.5,,,,,,,,,,,,,
758.9558, ,116 878.04 ,5.5,,,,,,,,,,,,,
 ,1.17E+05,116 838.48 ,1.5,,,,,,,,,,,,,
 , , ,#VALUE!,,,,,,,,,,,,,
 ,5.55E+03,116 838.45 ,2.5,,,,,,,,,,,,,
 ,1.11E+05,116 838.45 ,2.5,,,,,,,,,,,,,
778.65,1.97E+05,105 629.72 ,1.5,,,,,,,,,,,,,
779.0978,1.84E+05,105 622.34 ,0.5,,,,,,,,,,,,,
 ,1.70E+05,[116 195.1] ,1.5,,,,,,,,,,,,,
 , , ,#VALUE!,,,,,,,,,,,,,
 ,1.88E+04,[116 195.1] ,1.5,,,,,,,,,,,,,
 ,1.88E+05,[116 193.7] ,0.5,,,,,,,,,,,,,
 ,4.67E-06,93 311.11 ,1.5,,,,,,,,,,,,,
787.7051,6.58E+07,93 311.11 ,1.5,,,,,,,,,,,,,
 ,3.32E-05,93 310.59 ,2.5,,,,,,,,,,,,,
 , , ,#VALUE!,,,,,,,,,,,,,
 ,1.31E+07,93 311.11 ,1.5,,,,,,,,,,,,,
 ,2.03E-13,93 311.11 ,1.5,,,,,,,,,,,,,
789.6368,7.86E+07,93 310.59 ,2.5,,,,,,,,,,,,,
 ,1.80E-04,93 310.59 ,2.5,,,,,,,,,,,,,
 ,3.67E+06,115 844.60 ,3.5,,,,,,,,,,,,,
 , , ,#VALUE!,,,,,,,,,,,,,
 ,2.45E+05,115 844.60 ,2.5,,,,,,,,,,,,,
 ,3.42E+06,115 844.60 ,2.5,,,,,,,,,,,,,
811.522,1.22E+06,105 629.72 ,1.5,,,,,,,,,,,,,
 ,1.36E+05,105 629.72 ,1.5,,,,,,,,,,,,,
812.0434,1.34E+06,105 622.34 ,0.5,,,,,,,,,,,,,
 , , ,#VALUE!,,,,,,,,,,,,,
821.3989,2.65E+07,92 790.51 ,0.5,,,,,,,,,,,,,
822.2924, ,115 847.67 ,3.5,,,,,,,,,,,,,
822.2924, ,115 847.67 ,4.5,,,,,,,,,,,,,
823.3194, ,115 848.28 ,5.5,,,,,,,,,,,,,
823.4639,5.29E+07,92 790.51 ,0.5,,,,,,,,,,,,,
 , , ,#VALUE!,,,,,,,,,,,,,
 ,1.71E+05,115 794.44 ,1.5,,,,,,,,,,,,,
 ,8.09E+03,115 794.39 ,2.5,,,,,,,,,,,,,
 ,1.62E+05,115 794.39 ,2.5,,,,,,,,,,,,,
 ,8.70E+02,114 898.72 ,1.5,,,,,,,,,,,,,
 ,5.52E+02,114 896.79 ,0.5,,,,,,,,,,,,,
 , , ,#VALUE!,,,,,,,,,,,,,
 ,1.83E+05,114 898.72 ,1.5,,,,,,,,,,,,,
 ,2.04E+04,114 898.72 ,1.5,,,,,,,,,,,,,
 ,2.00E+05,114 896.79 ,0.5,,,,,,,,,,,,,
873.499,5.34E+06,108 900.20 ,1.5,,,,,,,,,,,,,
 ,1.06E+06,108 900.20 ,1.5,,,,,,,,,,,,,
 , , ,#VALUE!,,,,,,,,,,,,,
874.5657,6.37E+06,108 900.02 ,2.5,,,,,,,,,,,,,
