Wavelength (nm),Sum(calc),Ni I (2.4e-1),Ni II (7.6e-1),Ni III (2.5e-5)
357.216,2.058e+4,2.058e+4,,1.639e-25
357.226,1.794e+4,1.794e+4,,1.639e-25
357.236,1.504e+4,1.504e+4,,1.640e-25
357.246,1.212e+4,1.212e+4,,1.640e-25
357.256,9.398e+3,9.398e+3,,1.640e-25
357.266,7.005e+3,7.005e+3,,1.640e-25
357.276,5.020e+3,5.020e+3,,1.640e-25
357.286,3.460e+3,3.460e+3,,1.641e-25
357.296,2.293e+3,2.293e+3,,1.641e-25
357.306,1.461e+3,1.461e+3,,1.641e-25
357.316,8.950e+2,8.950e+2,,1.641e-25
357.326,5.273e+2,5.273e+2,,1.642e-25
357.336,2.987e+2,2.987e+2,,1.642e-25
357.346,1.627e+2,1.627e+2,,1.642e-25
357.356,8.524e+1,8.524e+1,,1.642e-25
357.366,4.293e+1,4.293e+1,,1.642e-25
357.376,2.079e+1,2.079e+1,,1.643e-25
357.385,1.047e+1,1.047e+1,,1.643e-25
357.395,4.707e+0,4.707e+0,,1.643e-25
357.405,2.035e+0,2.035e+0,,1.643e-25
357.415,8.458e-1,8.458e-1,,1.643e-25
357.425,3.381e-1,3.381e-1,,1.644e-25
357.435,1.299e-1,1.299e-1,,1.644e-25
357.445,4.802e-2,4.802e-2,,1.644e-25
357.455,1.706e-2,1.706e-2,,1.644e-25
357.465,5.830e-3,5.830e-3,,1.645e-25
357.475,1.916e-3,1.916e-3,,1.645e-25
357.485,6.052e-4,6.052e-4,,1.645e-25
357.495,1.839e-4,1.839e-4,,1.645e-25
357.505,5.371e-5,5.371e-5,,1.645e-25
357.515,1.509e-5,1.509e-5,,1.646e-25
357.525,4.075e-6,4.075e-6,,1.646e-25
357.535,1.058e-6,1.058e-6,,1.646e-25
357.545,2.643e-7,2.643e-7,,1.646e-25
357.555,6.348e-8,6.348e-8,,1.646e-25
357.565,1.466e-8,1.466e-8,,1.647e-25
357.575,3.254e-9,3.254e-9,,1.647e-25
357.585,6.948e-10,6.948e-10,,1.647e-25
357.595,1.426e-10,1.426e-10,,1.647e-25
357.604,3.318e-11,3.318e-11,,1.648e-25
357.614,6.323e-12,6.323e-12,,1.648e-25
357.624,1.159e-12,1.159e-12,,1.648e-25
357.634,2.041e-13,2.041e-13,,1.648e-25
357.644,3.459e-14,3.459e-14,,1.648e-25
357.654,5.635e-15,5.635e-15,,1.649e-25
359.297,4.685e-15,4.685e-15,,1.684e-25
359.307,2.857e-14,2.857e-14,,1.684e-25
359.317,1.676e-13,1.676e-13,,1.684e-25
359.327,9.459e-13,9.459e-13,,1.685e-25
359.336,4.344e-12,4.344e-12,,1.685e-25
359.346,2.279e-11,2.279e-11,,1.685e-25
359.356,1.150e-10,1.150e-10,,1.685e-25
359.366,5.582e-10,5.582e-10,,1.686e-25
359.376,2.607e-9,2.607e-9,,1.686e-25
359.386,1.172e-8,1.172e-8,,1.686e-25
359.396,5.065e-8,5.065e-8,,1.686e-25
359.406,2.107e-7,2.107e-7,,1.686e-25
359.416,8.432e-7,8.432e-7,,1.687e-25
359.426,3.247e-6,3.247e-6,,1.687e-25
359.436,1.203e-5,1.203e-5,,1.687e-25
359.446,4.286e-5,4.286e-5,,1.687e-25
359.456,1.470e-4,1.470e-4,,1.687e-25
359.466,4.849e-4,4.849e-4,,1.688e-25
359.476,1.539e-3,1.539e-3,,1.688e-25
359.486,4.700e-3,4.700e-3,,1.688e-25
359.496,1.381e-2,1.381e-2,,1.688e-25
359.506,3.904e-2,3.904e-2,,1.689e-25
359.516,1.062e-1,1.062e-1,,1.689e-25
359.526,2.778e-1,2.778e-1,,1.689e-25
359.536,6.994e-1,6.994e-1,,1.689e-25
359.546,1.694e+0,1.694e+0,,1.689e-25
359.555,3.633e+0,3.633e+0,,1.690e-25
359.565,8.177e+0,8.177e+0,,1.690e-25
359.575,1.771e+1,1.771e+1,,1.690e-25
359.585,3.689e+1,3.689e+1,,1.690e-25
359.595,7.394e+1,7.394e+1,,1.690e-25
359.605,1.426e+2,1.426e+2,,1.691e-25
359.615,2.646e+2,2.646e+2,,1.691e-25
359.625,4.722e+2,4.722e+2,,1.691e-25
359.635,8.110e+2,8.110e+2,,1.691e-25
359.645,1.340e+3,1.340e+3,,1.692e-25
359.655,2.130e+3,2.130e+3,,1.692e-25
359.665,3.258e+3,3.258e+3,,1.692e-25
359.675,4.795e+3,4.795e+3,,1.692e-25
359.685,6.788e+3,6.788e+3,,1.692e-25
359.695,9.246e+3,9.246e+3,,1.693e-25
359.705,1.212e+4,1.212e+4,,1.693e-25
359.715,1.528e+4,1.528e+4,,1.693e-25
359.725,1.853e+4,1.853e+4,,1.693e-25
359.735,2.163e+4,2.163e+4,,1.693e-25
359.745,2.429e+4,2.429e+4,,1.694e-25
359.755,2.624e+4,2.624e+4,,1.694e-25
359.765,2.727e+4,2.727e+4,,1.694e-25
359.774,2.732e+4,2.732e+4,,1.694e-25
359.784,2.638e+4,2.638e+4,,1.695e-25
359.794,2.452e+4,2.452e+4,,1.695e-25
359.804,2.192e+4,2.192e+4,,1.695e-25
359.814,1.885e+4,1.885e+4,,1.695e-25
359.824,1.560e+4,1.560e+4,,1.695e-25
359.834,1.242e+4,1.242e+4,,1.696e-25
359.844,9.516e+3,9.516e+3,,1.696e-25
359.854,7.013e+3,7.013e+3,,1.696e-25
359.864,4.973e+3,4.973e+3,,1.696e-25
359.874,3.392e+3,3.392e+3,,1.696e-25
359.884,2.227e+3,2.227e+3,,1.697e-25
359.894,1.406e+3,1.406e+3,,1.697e-25
359.904,8.543e+2,8.543e+2,,1.697e-25
359.914,4.993e+2,4.993e+2,,1.697e-25
359.924,2.808e+2,2.808e+2,,1.698e-25
359.934,1.519e+2,1.519e+2,,1.698e-25
359.944,7.910e+1,7.910e+1,,1.698e-25
359.954,3.961e+1,3.961e+1,,1.698e-25
359.964,1.909e+1,1.909e+1,,1.698e-25
359.974,8.850e+0,8.850e+0,,1.699e-25
359.984,3.947e+0,3.947e+0,,1.699e-25
359.993,1.847e+0,1.847e+0,,1.699e-25
360.003,7.654e-1,7.654e-1,,1.699e-25
360.013,3.052e-1,3.052e-1,,1.699e-25
360.023,1.171e-1,1.171e-1,,1.700e-25
360.033,4.322e-2,4.322e-2,,1.700e-25
360.043,1.535e-2,1.535e-2,,1.700e-25
360.053,5.244e-3,5.244e-3,,1.700e-25
360.063,1.724e-3,1.724e-3,,1.701e-25
360.073,5.452e-4,5.452e-4,,1.701e-25
360.083,1.659e-4,1.659e-4,,1.701e-25
360.093,4.857e-5,4.857e-5,,1.701e-25
360.103,1.368e-5,1.368e-5,,1.701e-25
360.113,3.707e-6,3.707e-6,,1.702e-25
360.123,9.666e-7,9.666e-7,,1.702e-25
360.133,2.425e-7,2.425e-7,,1.702e-25
360.143,5.851e-8,5.851e-8,,1.702e-25
360.153,1.359e-8,1.359e-8,,1.702e-25
360.163,3.035e-9,3.035e-9,,1.703e-25
360.173,6.523e-10,6.523e-10,,1.703e-25
360.183,1.349e-10,1.349e-10,,1.703e-25
360.193,2.684e-11,2.684e-11,,1.703e-25
360.203,5.136e-12,5.136e-12,,1.704e-25
360.212,1.122e-12,1.122e-12,,1.704e-25
360.222,1.996e-13,1.996e-13,,1.704e-25
360.232,3.416e-14,3.416e-14,,1.704e-25
360.242,5.624e-15,5.624e-15,,1.704e-25
360.571,4.316e-15,4.316e-15,,1.712e-25
360.581,2.618e-14,2.618e-14,,1.712e-25
360.591,1.529e-13,1.529e-13,,1.712e-25
360.601,8.588e-13,8.588e-13,,1.712e-25
360.611,4.644e-12,4.644e-12,,1.712e-25
360.621,2.416e-11,2.416e-11,,1.713e-25
360.631,1.210e-10,1.210e-10,,1.713e-25
360.64,4.992e-10,4.992e-10,,1.713e-25
360.65,2.324e-9,2.324e-9,,1.713e-25
360.66,1.041e-8,1.041e-8,,1.713e-25
360.67,4.490e-8,4.490e-8,,1.714e-25
360.68,1.863e-7,1.863e-7,,1.714e-25
360.69,7.441e-7,7.441e-7,,1.714e-25
360.7,2.860e-6,2.860e-6,,1.714e-25
360.71,1.058e-5,1.058e-5,,1.714e-25
360.72,3.765e-5,3.765e-5,,1.715e-25
360.73,1.290e-4,1.290e-4,,1.715e-25
360.74,4.252e-4,4.252e-4,,1.715e-25
360.75,1.349e-3,1.349e-3,,1.715e-25
360.76,4.119e-3,4.119e-3,,1.716e-25
360.77,1.210e-2,1.210e-2,,1.716e-25
360.78,3.422e-2,3.422e-2,,1.716e-25
360.79,9.313e-2,9.313e-2,,1.716e-25
360.8,2.439e-1,2.439e-1,,1.716e-25
360.81,6.147e-1,6.147e-1,,1.717e-25
360.82,1.491e+0,1.491e+0,,1.717e-25
360.83,3.480e+0,3.480e+0,,1.717e-25
360.84,7.818e+0,7.818e+0,,1.717e-25
360.85,1.690e+1,1.690e+1,,1.718e-25
360.859,3.274e+1,3.274e+1,,1.718e-25
360.869,6.580e+1,6.580e+1,,1.718e-25
360.879,1.273e+2,1.273e+2,,1.718e-25
360.889,2.369e+2,2.369e+2,,1.718e-25
360.899,4.244e+2,4.244e+2,,1.719e-25
360.909,7.317e+2,7.317e+2,,1.719e-25
360.919,1.214e+3,1.214e+3,,1.719e-25
360.929,1.938e+3,1.938e+3,,1.719e-25
360.939,2.979e+3,2.979e+3,,1.719e-25
360.949,4.405e+3,4.405e+3,,1.720e-25
360.959,6.269e+3,6.269e+3,,1.720e-25
360.969,8.586e+3,8.586e+3,,1.720e-25
360.979,1.132e+4,1.132e+4,,1.720e-25
360.989,1.436e+4,1.436e+4,,1.721e-25
360.999,1.752e+4,1.752e+4,,1.721e-25
361.009,2.059e+4,2.059e+4,,1.721e-25
361.019,2.328e+4,2.328e+4,,1.721e-25
361.029,2.533e+4,2.533e+4,,1.721e-25
361.039,2.652e+4,2.652e+4,,1.722e-25
361.049,2.672e+4,2.672e+4,,1.722e-25
361.059,2.592e+4,2.592e+4,,1.722e-25
361.069,2.419e+4,2.419e+4,,1.722e-25
361.078,2.200e+4,2.200e+4,,1.722e-25
361.088,1.910e+4,1.910e+4,,1.723e-25
361.098,1.597e+4,1.597e+4,,1.723e-25
361.108,1.287e+4,1.287e+4,,1.723e-25
361.118,1.003e+4,1.003e+4,,1.723e-25
361.128,7.589e+3,7.589e+3,,1.724e-25
361.138,5.654e+3,5.654e+3,,1.724e-25
361.148,4.256e+3,4.256e+3,,1.724e-25
361.158,3.395e+3,3.395e+3,,1.724e-25
361.168,3.041e+3,3.041e+3,,1.724e-25
361.178,3.155e+3,3.155e+3,,1.725e-25
361.188,3.689e+3,3.689e+3,,1.725e-25
361.198,4.586e+3,4.586e+3,,1.725e-25
361.208,5.776e+3,5.776e+3,,1.725e-25
361.218,7.168e+3,7.168e+3,,1.725e-25
361.228,8.650e+3,8.650e+3,,1.726e-25
361.238,1.009e+4,1.009e+4,,1.726e-25
361.248,1.135e+4,1.135e+4,,1.726e-25
361.258,1.229e+4,1.229e+4,,1.726e-25
361.268,1.282e+4,1.282e+4,,1.727e-25
361.278,1.286e+4,1.286e+4,,1.727e-25
361.288,1.243e+4,1.243e+4,,1.727e-25
361.297,1.166e+4,1.166e+4,,1.727e-25
361.307,1.047e+4,1.047e+4,,1.727e-25
361.317,9.055e+3,9.055e+3,,1.728e-25
361.327,7.534e+3,7.534e+3,,1.728e-25
361.337,6.033e+3,6.033e+3,,1.728e-25
361.347,4.649e+3,4.649e+3,,1.728e-25
361.357,3.448e+3,3.448e+3,,1.728e-25
361.367,2.461e+3,2.461e+3,,1.729e-25
361.377,1.691e+3,1.691e+3,,1.729e-25
361.387,1.118e+3,1.118e+3,,1.729e-25
361.397,7.115e+2,7.115e+2,,1.729e-25
361.407,4.357e+2,4.357e+2,,1.730e-25
361.417,2.568e+2,2.568e+2,,1.730e-25
361.427,1.457e+2,1.457e+2,,1.730e-25
361.437,7.952e+1,7.952e+1,,1.730e-25
361.447,4.178e+1,4.178e+1,,1.730e-25
361.457,2.113e+1,2.113e+1,,1.731e-25
361.467,1.028e+1,1.028e+1,,1.731e-25
361.477,4.816e+0,4.816e+0,,1.731e-25
361.487,2.171e+0,2.171e+0,,1.731e-25
361.497,9.417e-1,9.417e-1,,1.731e-25
361.507,3.932e-1,3.932e-1,,1.732e-25
361.516,1.734e-1,1.734e-1,,1.732e-25
361.526,6.730e-2,6.730e-2,,1.732e-25
361.536,2.514e-2,2.514e-2,,1.732e-25
361.546,9.041e-3,9.041e-3,,1.733e-25
361.556,3.129e-3,3.129e-3,,1.733e-25
361.566,1.043e-3,1.043e-3,,1.733e-25
361.576,3.369e-4,3.369e-4,,1.733e-25
361.586,1.143e-4,1.143e-4,,1.733e-25
361.596,7.324e-5,7.324e-5,,1.734e-25
361.606,1.637e-4,1.637e-4,,1.734e-25
361.616,5.443e-4,5.443e-4,,1.734e-25
361.626,1.825e-3,1.825e-3,,1.734e-25
361.636,5.910e-3,5.910e-3,,1.734e-25
361.646,1.843e-2,1.843e-2,,1.735e-25
361.656,5.533e-2,5.533e-2,,1.735e-25
361.666,1.599e-1,1.599e-1,,1.735e-25
361.676,4.446e-1,4.446e-1,,1.735e-25
361.686,1.190e+0,1.190e+0,,1.736e-25
361.696,3.067e+0,3.067e+0,,1.736e-25
361.706,7.608e+0,7.608e+0,,1.736e-25
361.716,1.816e+1,1.816e+1,,1.736e-25
361.725,3.847e+1,3.847e+1,,1.736e-25
361.735,8.543e+1,8.543e+1,,1.737e-25
361.745,1.826e+2,1.826e+2,,1.737e-25
361.755,3.756e+2,3.756e+2,,1.737e-25
361.765,7.438e+2,7.438e+2,,1.737e-25
361.775,1.418e+3,1.418e+3,,1.737e-25
361.785,2.601e+3,2.601e+3,,1.738e-25
361.795,4.594e+3,4.594e+3,,1.738e-25
361.805,7.808e+3,7.808e+3,,1.738e-25
361.815,1.278e+4,1.278e+4,,1.738e-25
361.825,2.012e+4,2.012e+4,,1.739e-25
361.835,3.050e+4,3.050e+4,,1.739e-25
361.845,4.451e+4,4.451e+4,,1.739e-25
361.855,6.251e+4,6.251e+4,,1.739e-25
361.865,8.451e+4,8.451e+4,,1.739e-25
361.875,1.100e+5,1.100e+5,,1.740e-25
361.885,1.377e+5,1.377e+5,,1.740e-25
361.895,1.661e+5,1.661e+5,,1.740e-25
361.905,1.927e+5,1.927e+5,,1.740e-25
361.915,2.153e+5,2.153e+5,,1.740e-25
361.925,2.315e+5,2.315e+5,,1.741e-25
361.935,2.396e+5,2.396e+5,,1.741e-25
361.944,2.392e+5,2.392e+5,,1.741e-25
361.954,2.302e+5,2.302e+5,,1.741e-25
361.964,2.133e+5,2.133e+5,,1.742e-25
361.974,1.902e+5,1.902e+5,,1.742e-25
361.984,1.633e+5,1.633e+5,,1.742e-25
361.994,1.349e+5,1.349e+5,,1.742e-25
362.004,1.073e+5,1.073e+5,,1.742e-25
362.014,8.214e+4,8.214e+4,,1.743e-25
362.024,6.053e+4,6.053e+4,,1.743e-25
362.034,4.293e+4,4.293e+4,,1.743e-25
362.044,2.931e+4,2.931e+4,,1.743e-25
362.054,1.926e+4,1.926e+4,,1.743e-25
362.064,1.218e+4,1.218e+4,,1.744e-25
362.074,7.418e+3,7.418e+3,,1.744e-25
362.084,4.347e+3,4.347e+3,,1.744e-25
362.094,2.452e+3,2.452e+3,,1.744e-25
362.104,1.331e+3,1.331e+3,,1.745e-25
362.114,6.959e+2,6.959e+2,,1.745e-25
362.124,3.501e+2,3.501e+2,,1.745e-25
362.134,1.695e+2,1.695e+2,,1.745e-25
362.144,7.901e+1,7.901e+1,,1.745e-25
362.154,3.545e+1,3.545e+1,,1.746e-25
362.163,1.668e+1,1.668e+1,,1.746e-25
362.173,6.959e+0,6.959e+0,,1.746e-25
362.183,2.795e+0,2.795e+0,,1.746e-25
362.193,1.081e+0,1.081e+0,,1.746e-25
362.203,4.021e-1,4.021e-1,,1.747e-25
362.213,1.440e-1,1.440e-1,,1.747e-25
362.223,4.965e-2,4.965e-2,,1.747e-25
362.233,1.648e-2,1.648e-2,,1.747e-25
362.243,5.263e-3,5.263e-3,,1.748e-25
362.253,1.618e-3,1.618e-3,,1.748e-25
362.263,4.789e-4,4.789e-4,,1.748e-25
362.273,1.364e-4,1.364e-4,,1.748e-25
362.283,3.741e-5,3.741e-5,,1.748e-25
362.293,9.874e-6,9.874e-6,,1.749e-25
362.303,2.508e-6,2.508e-6,,1.749e-25
362.313,6.134e-7,6.134e-7,,1.749e-25
362.323,1.444e-7,1.444e-7,,1.749e-25
362.333,3.271e-8,3.271e-8,,1.750e-25
362.343,7.134e-9,7.134e-9,,1.750e-25
362.353,1.497e-9,1.497e-9,,1.750e-25
362.363,3.026e-10,3.026e-10,,1.750e-25
362.373,5.884e-11,5.884e-11,,1.750e-25
362.382,1.305e-11,1.305e-11,,1.751e-25
362.392,2.360e-12,2.360e-12,,1.751e-25
362.402,4.109e-13,4.109e-13,,1.751e-25
362.412,6.886e-14,6.886e-14,,1.751e-25
366.932,1.122e-15,1.122e-15,,1.849e-25
366.941,5.509e-15,5.509e-15,,1.849e-25
366.951,3.118e-14,3.118e-14,,1.849e-25
366.961,1.701e-13,1.701e-13,,1.849e-25
366.971,8.939e-13,8.939e-13,,1.850e-25
366.981,4.527e-12,4.527e-12,,1.850e-25
366.991,2.210e-11,2.210e-11,,1.850e-25
367.001,1.039e-10,1.039e-10,,1.850e-25
367.011,4.710e-10,4.710e-10,,1.850e-25
367.021,2.057e-9,2.057e-9,,1.851e-25
367.031,8.656e-9,8.656e-9,,1.851e-25
367.041,3.511e-8,3.511e-8,,1.851e-25
367.051,1.372e-7,1.372e-7,,1.851e-25
367.061,5.167e-7,5.167e-7,,1.851e-25
367.071,1.875e-6,1.875e-6,,1.852e-25
367.081,6.557e-6,6.557e-6,,1.852e-25
367.091,2.210e-5,2.210e-5,,1.852e-25
367.101,7.175e-5,7.175e-5,,1.852e-25
367.111,2.245e-4,2.245e-4,,1.853e-25
367.121,6.771e-4,6.771e-4,,1.853e-25
367.131,1.967e-3,1.967e-3,,1.853e-25
367.141,5.509e-3,5.509e-3,,1.853e-25
367.151,1.487e-2,1.487e-2,,1.853e-25
367.16,3.519e-2,3.519e-2,,1.854e-25
367.17,8.850e-2,8.850e-2,,1.854e-25
367.18,2.145e-1,2.145e-1,,1.854e-25
367.19,5.009e-1,5.009e-1,,1.854e-25
367.2,1.127e+0,1.127e+0,,1.854e-25
367.21,2.445e+0,2.445e+0,,1.855e-25
367.22,5.109e+0,5.109e+0,,1.855e-25
367.23,1.029e+1,1.029e+1,,1.855e-25
367.24,1.997e+1,1.997e+1,,1.855e-25
367.25,3.734e+1,3.734e+1,,1.856e-25
367.26,6.729e+1,6.729e+1,,1.856e-25
367.27,1.168e+2,1.168e+2,,1.856e-25
367.28,1.955e+2,1.955e+2,,1.856e-25
367.29,3.153e+2,3.153e+2,,1.856e-25
367.3,4.899e+2,4.899e+2,,1.857e-25
367.31,7.336e+2,7.336e+2,,1.857e-25
367.32,1.059e+3,1.059e+3,,1.857e-25
367.33,1.472e+3,1.472e+3,,1.857e-25
367.34,1.972e+3,1.972e+3,,1.857e-25
367.35,2.546e+3,2.546e+3,,1.858e-25
367.36,3.168e+3,3.168e+3,,1.858e-25
367.37,3.799e+3,3.799e+3,,1.858e-25
367.379,4.334e+3,4.334e+3,,1.858e-25
367.389,4.843e+3,4.843e+3,,1.859e-25
367.399,5.215e+3,5.215e+3,,1.859e-25
367.409,5.412e+3,5.412e+3,,1.859e-25
367.419,5.412e+3,5.412e+3,,1.859e-25
367.429,5.215e+3,5.215e+3,,1.859e-25
367.439,4.843e+3,4.843e+3,,1.860e-25
367.449,4.334e+3,4.334e+3,,1.860e-25
367.459,3.737e+3,3.737e+3,,1.860e-25
367.469,3.105e+3,3.105e+3,,1.860e-25
367.479,2.486e+3,2.486e+3,,1.860e-25
367.489,1.918e+3,1.918e+3,,1.861e-25
367.499,1.427e+3,1.427e+3,,1.861e-25
367.509,1.022e+3,1.022e+3,,1.861e-25
367.519,7.057e+2,7.057e+2,,1.861e-25
367.529,4.696e+2,4.696e+2,,1.862e-25
367.539,3.011e+2,3.011e+2,,1.862e-25
367.549,1.860e+2,1.860e+2,,1.862e-25
367.559,1.108e+2,1.108e+2,,1.862e-25
367.569,6.354e+1,6.354e+1,,1.862e-25
367.579,3.513e+1,3.513e+1,,1.863e-25
367.589,1.872e+1,1.872e+1,,1.863e-25
367.598,1.029e+1,1.029e+1,,1.863e-25
367.608,5.109e+0,5.109e+0,,1.863e-25
367.618,2.445e+0,2.445e+0,,1.863e-25
367.628,1.127e+0,1.127e+0,,1.864e-25
367.638,5.009e-1,5.009e-1,,1.864e-25
367.648,2.145e-1,2.145e-1,,1.864e-25
367.658,8.850e-2,8.850e-2,,1.864e-25
367.668,3.519e-2,3.519e-2,,1.865e-25
367.678,1.348e-2,1.348e-2,,1.865e-25
367.688,4.978e-3,4.978e-3,,1.865e-25
367.698,1.771e-3,1.771e-3,,1.865e-25
367.708,6.073e-4,6.073e-4,,1.865e-25
367.718,2.007e-4,2.007e-4,,1.866e-25
367.728,6.389e-5,6.389e-5,,1.866e-25
367.738,1.960e-5,1.960e-5,,1.866e-25
367.748,5.795e-6,5.795e-6,,1.866e-25
367.758,1.651e-6,1.651e-6,,1.867e-25
367.768,4.533e-7,4.533e-7,,1.867e-25
367.778,1.199e-7,1.199e-7,,1.867e-25
367.788,3.057e-8,3.057e-8,,1.867e-25
367.798,7.510e-9,7.510e-9,,1.867e-25
367.808,1.778e-9,1.778e-9,,1.868e-25
367.817,4.710e-10,4.710e-10,,1.868e-25
367.827,1.039e-10,1.039e-10,,1.868e-25
367.837,2.210e-11,2.210e-11,,1.868e-25
367.847,4.527e-12,4.527e-12,,1.868e-25
367.857,8.939e-13,8.939e-13,,1.869e-25
367.867,1.701e-13,1.701e-13,,1.869e-25
367.877,3.118e-14,3.118e-14,,1.869e-25
367.887,5.509e-15,5.509e-15,,1.869e-25
367.897,9.380e-16,9.380e-16,,1.870e-25
377.065,4.514e-15,4.514e-15,,2.067e-25
377.075,2.491e-14,2.491e-14,,2.067e-25
377.085,1.328e-13,1.328e-13,,2.068e-25
377.095,6.830e-13,6.830e-13,,2.068e-25
377.105,3.393e-12,3.393e-12,,2.068e-25
377.115,1.627e-11,1.627e-11,,2.068e-25
377.125,7.537e-11,7.537e-11,,2.069e-25
377.135,3.370e-10,3.370e-10,,2.069e-25
377.145,1.455e-9,1.455e-9,,2.069e-25
377.155,6.065e-9,6.065e-9,,2.069e-25
377.164,2.127e-8,2.127e-8,,2.069e-25
377.174,8.296e-8,8.296e-8,,2.070e-25
377.184,3.124e-7,3.124e-7,,2.070e-25
377.194,1.136e-6,1.136e-6,,2.070e-25
377.204,3.987e-6,3.987e-6,,2.070e-25
377.214,1.351e-5,1.351e-5,,2.070e-25
377.224,4.422e-5,4.422e-5,,2.071e-25
377.234,1.397e-4,1.397e-4,,2.071e-25
377.244,4.262e-4,4.262e-4,,2.071e-25
377.254,1.256e-3,1.256e-3,,2.071e-25
377.264,3.571e-3,3.571e-3,,2.072e-25
377.274,9.806e-3,9.806e-3,,2.072e-25
377.284,2.600e-2,2.600e-2,,2.072e-25
377.294,6.656e-2,6.656e-2,,2.072e-25
377.304,1.645e-1,1.645e-1,,2.072e-25
377.314,3.927e-1,3.927e-1,,2.073e-25
377.324,9.048e-1,9.048e-1,,2.073e-25
377.334,2.013e+0,2.013e+0,,2.073e-25
377.344,4.325e+0,4.325e+0,,2.073e-25
377.354,8.971e+0,8.971e+0,,2.073e-25
377.364,1.797e+1,1.797e+1,,2.074e-25
377.373,3.257e+1,3.257e+1,,2.074e-25
377.383,6.103e+1,6.103e+1,,2.074e-25
377.393,1.104e+2,1.104e+2,,2.074e-25
377.403,1.928e+2,1.928e+2,,2.075e-25
377.413,3.252e+2,3.252e+2,,2.075e-25
377.423,5.295e+2,5.295e+2,,2.075e-25
377.433,8.325e+2,8.325e+2,,2.075e-25
377.443,1.264e+3,1.264e+3,,2.075e-25
377.453,1.852e+3,1.852e+3,,2.076e-25
377.463,2.621e+3,2.621e+3,,2.076e-25
377.473,3.582e+3,3.582e+3,,2.076e-25
377.483,4.725e+3,4.725e+3,,2.076e-25
377.493,6.019e+3,6.019e+3,,2.076e-25
377.503,7.403e+3,7.403e+3,,2.077e-25
377.513,8.792e+3,8.792e+3,,2.077e-25
377.523,1.008e+4,1.008e+4,,2.077e-25
377.533,1.116e+4,1.116e+4,,2.077e-25
377.543,1.193e+4,1.193e+4,,2.078e-25
377.553,1.231e+4,1.231e+4,,2.078e-25
377.563,1.227e+4,1.227e+4,,2.078e-25
377.573,1.180e+4,1.180e+4,,2.078e-25
377.583,1.097e+4,1.097e+4,,2.078e-25
377.592,9.959e+3,9.959e+3,,2.079e-25
377.602,8.656e+3,8.656e+3,,2.079e-25
377.612,7.263e+3,7.263e+3,,2.079e-25
377.622,5.885e+3,5.885e+3,,2.079e-25
377.632,4.604e+3,4.604e+3,,2.079e-25
377.642,3.477e+3,3.477e+3,,2.080e-25
377.652,2.536e+3,2.536e+3,,2.080e-25
377.662,1.786e+3,1.786e+3,,2.080e-25
377.672,1.214e+3,1.214e+3,,2.080e-25
377.682,7.970e+2,7.970e+2,,2.081e-25
377.692,5.051e+2,5.051e+2,,2.081e-25
377.702,3.091e+2,3.091e+2,,2.081e-25
377.712,1.827e+2,1.827e+2,,2.081e-25
377.722,1.042e+2,1.042e+2,,2.081e-25
377.732,5.741e+1,5.741e+1,,2.082e-25
377.742,3.053e+1,3.053e+1,,2.082e-25
377.752,1.568e+1,1.568e+1,,2.082e-25
377.762,7.774e+0,7.774e+0,,2.082e-25
377.772,3.722e+0,3.722e+0,,2.082e-25
377.782,1.720e+0,1.720e+0,,2.083e-25
377.792,7.679e-1,7.679e-1,,2.083e-25
377.802,3.309e-1,3.309e-1,,2.083e-25
377.811,1.505e-1,1.505e-1,,2.083e-25
377.821,6.069e-2,6.069e-2,,2.084e-25
377.831,2.362e-2,2.362e-2,,2.084e-25
377.841,8.878e-3,8.878e-3,,2.084e-25
377.851,3.222e-3,3.222e-3,,2.084e-25
377.861,1.129e-3,1.129e-3,,2.084e-25
377.871,3.819e-4,3.819e-4,,2.085e-25
377.881,1.247e-4,1.247e-4,,2.085e-25
377.891,3.934e-5,3.934e-5,,2.085e-25
377.901,1.198e-5,1.198e-5,,2.085e-25
377.911,3.522e-6,3.522e-6,,2.085e-25
377.921,9.998e-7,9.998e-7,,2.086e-25
377.931,2.744e-7,2.744e-7,,2.086e-25
377.941,7.434e-8,7.434e-8,,2.086e-25
377.951,2.609e-8,2.609e-8,,2.086e-25
377.961,3.482e-8,3.482e-8,,2.087e-25
377.971,1.180e-7,1.180e-7,,2.087e-25
377.981,4.365e-7,4.365e-7,,2.087e-25
377.991,1.572e-6,1.572e-6,,2.087e-25
378.001,5.469e-6,5.469e-6,,2.087e-25
378.011,1.838e-5,1.838e-5,,2.088e-25
378.021,5.963e-5,5.963e-5,,2.088e-25
378.03,1.670e-4,1.670e-4,,2.088e-25
378.04,5.070e-4,5.070e-4,,2.088e-25
378.05,1.487e-3,1.487e-3,,2.088e-25
378.06,4.210e-3,4.210e-3,,2.089e-25
378.07,1.151e-2,1.151e-2,,2.089e-25
378.08,3.040e-2,3.040e-2,,2.089e-25
378.09,7.751e-2,7.751e-2,,2.089e-25
378.1,1.909e-1,1.909e-1,,2.090e-25
378.11,4.538e-1,4.538e-1,,2.090e-25
378.12,1.042e+0,1.042e+0,,2.090e-25
378.13,2.311e+0,2.311e+0,,2.090e-25
378.14,4.948e+0,4.948e+0,,2.090e-25
378.15,1.023e+1,1.023e+1,,2.091e-25
378.16,2.043e+1,2.043e+1,,2.091e-25
