Wavelength (nm),Sum(calc),Ni I (2.4e-1),Ni II (7.6e-1),Ni III (2.5e-5)
653.752,8.183e-11,4.724e-14,,8.183e-11
653.762,5.262e-11,4.725e-14,,5.262e-11
653.772,3.344e-11,4.725e-14,,3.344e-11
653.782,2.101e-11,4.725e-14,,2.101e-11
653.792,1.304e-11,4.725e-14,,1.304e-11
653.801,8.408e-12,4.726e-14,,8.408e-12
653.811,5.105e-12,4.726e-14,,5.105e-12
653.821,3.064e-12,4.726e-14,,3.064e-12
653.831,1.817e-12,4.726e-14,,1.817e-12
653.841,1.065e-12,4.727e-14,,1.065e-12
653.851,6.171e-13,4.727e-14,,6.171e-13
653.861,3.534e-13,4.727e-14,,3.534e-13
653.871,2.000e-13,4.727e-14,,2.000e-13
653.881,1.119e-13,4.728e-14,,1.119e-13
653.891,6.186e-14,4.728e-14,,6.186e-14
653.901,3.380e-14,4.728e-14,,3.380e-14
653.911,1.825e-14,4.729e-14,,1.825e-14
653.921,9.744e-15,4.729e-14,,9.744e-15
653.931,5.141e-15,4.729e-14,,5.141e-15
653.941,2.680e-15,4.729e-14,,2.680e-15
653.951,1.381e-15,4.730e-14,,1.381e-15
653.961,7.036e-16,4.730e-14,,7.036e-16
653.971,3.542e-16,4.730e-14,,3.542e-16
653.981,1.762e-16,4.730e-14,,1.762e-16
653.991,8.666e-17,4.731e-14,,8.666e-17
654.001,4.212e-17,4.731e-14,,4.212e-17
654.011,2.023e-17,4.731e-14,,2.023e-17
654.02,1.036e-17,4.731e-14,,1.036e-17
654.03,4.865e-18,4.732e-14,,4.865e-18
654.04,2.259e-18,4.732e-14,,2.259e-18
654.05,1.037e-18,4.732e-14,,1.037e-18
654.06,4.702e-19,4.732e-14,,4.702e-19
654.07,2.108e-19,4.733e-14,,2.108e-19
654.08,9.341e-20,4.733e-14,,9.341e-20
654.09,4.090e-20,4.733e-14,,4.090e-20
654.1,1.770e-20,4.734e-14,,1.770e-20
654.11,7.574e-21,4.734e-14,,7.574e-21
654.12,3.202e-21,4.734e-14,,3.202e-21
654.13,1.338e-21,4.734e-14,,1.338e-21
654.14,5.527e-22,4.735e-14,,5.527e-22
654.15,2.256e-22,4.735e-14,,2.256e-22
654.16,9.102e-23,4.735e-14,,9.102e-23
654.17,3.630e-23,4.735e-14,,3.630e-23
654.18,1.430e-23,4.736e-14,,1.430e-23
654.19,5.572e-24,4.736e-14,,5.572e-24
654.2,2.145e-24,4.736e-14,,2.145e-24
654.21,8.162e-25,4.736e-14,,8.162e-25
667.379,1.293e-25,5.086e-14,,1.293e-25
667.389,3.296e-25,5.086e-14,,3.296e-25
667.399,8.312e-25,5.087e-14,,8.312e-25
667.409,2.073e-24,5.087e-14,,2.073e-24
667.419,5.111e-24,5.087e-14,,5.111e-24
667.429,1.246e-23,5.087e-14,,1.246e-23
667.439,3.005e-23,5.088e-14,,3.005e-23
667.449,7.165e-23,5.088e-14,,7.165e-23
667.459,1.689e-22,5.088e-14,,1.689e-22
667.469,3.939e-22,5.088e-14,,3.939e-22
667.479,9.082e-22,5.089e-14,,9.082e-22
667.489,2.071e-21,5.089e-14,,2.071e-21
667.498,4.306e-21,5.089e-14,,4.306e-21
667.508,9.611e-21,5.090e-14,,9.611e-21
667.518,2.121e-20,5.090e-14,,2.121e-20
667.528,4.630e-20,5.090e-14,,4.630e-20
667.538,9.992e-20,5.090e-14,,9.992e-20
667.548,2.132e-19,5.091e-14,,2.132e-19
667.558,4.500e-19,5.091e-14,,4.500e-19
667.568,9.392e-19,5.091e-14,,9.392e-19
667.578,1.938e-18,5.091e-14,,1.938e-18
667.588,3.955e-18,5.092e-14,,3.955e-18
667.598,7.982e-18,5.092e-14,,7.982e-18
667.608,1.593e-17,5.092e-14,,1.593e-17
667.618,3.143e-17,5.092e-14,,3.143e-17
667.628,6.133e-17,5.093e-14,,6.133e-17
667.638,1.183e-16,5.093e-14,,1.183e-16
667.648,2.258e-16,5.093e-14,,2.258e-16
667.658,4.261e-16,5.094e-14,,4.261e-16
667.668,7.950e-16,5.094e-14,,7.950e-16
667.678,1.467e-15,5.094e-14,,1.467e-15
667.688,2.676e-15,5.094e-14,,2.676e-15
667.698,4.828e-15,5.095e-14,,4.828e-15
667.708,8.614e-15,5.095e-14,,8.614e-15
667.717,1.437e-14,5.095e-14,,1.437e-14
667.727,2.509e-14,5.095e-14,,2.509e-14
667.737,4.334e-14,5.096e-14,,4.334e-14
667.747,7.401e-14,5.096e-14,,7.401e-14
667.757,1.250e-13,5.096e-14,,1.250e-13
667.767,2.088e-13,5.096e-14,,2.088e-13
667.777,3.447e-13,5.097e-14,,3.447e-13
667.787,5.630e-13,5.097e-14,,5.630e-13
667.797,9.092e-13,5.097e-14,,9.092e-13
667.807,1.452e-12,5.097e-14,,1.452e-12
667.817,2.293e-12,5.098e-14,,2.293e-12
667.827,3.580e-12,5.098e-14,,3.580e-12
667.837,5.528e-12,5.098e-14,,5.528e-12
667.847,8.441e-12,5.099e-14,,8.441e-12
667.857,1.275e-11,5.099e-14,,1.275e-11
667.867,1.903e-11,5.099e-14,,1.903e-11
667.877,2.810e-11,5.099e-14,,2.810e-11
667.887,4.103e-11,5.100e-14,,4.103e-11
667.897,5.924e-11,5.100e-14,,5.924e-11
667.907,8.457e-11,5.100e-14,,8.457e-11
667.917,1.194e-10,5.100e-14,,1.194e-10
667.926,1.613e-10,5.101e-14,,1.613e-10
667.936,2.230e-10,5.101e-14,,2.230e-10
667.946,3.047e-10,5.101e-14,,3.047e-10
667.956,4.118e-10,5.101e-14,,4.118e-10
667.966,5.504e-10,5.102e-14,,5.504e-10
667.976,7.274e-10,5.102e-14,,7.274e-10
667.986,9.506e-10,5.102e-14,,9.506e-10
667.996,1.228e-9,5.102e-14,,1.228e-9
668.006,1.570e-9,5.103e-14,,1.570e-9
668.016,1.984e-9,5.103e-14,,1.984e-9
668.026,2.479e-9,5.103e-14,,2.479e-9
668.036,3.063e-9,5.104e-14,,3.063e-9
668.046,3.743e-9,5.104e-14,,3.743e-9
668.056,4.523e-9,5.104e-14,,4.523e-9
668.066,5.404e-9,5.104e-14,,5.404e-9
668.076,6.386e-9,5.105e-14,,6.386e-9
668.086,7.461e-9,5.105e-14,,7.461e-9
668.096,8.621e-9,5.105e-14,,8.621e-9
668.106,9.849e-9,5.105e-14,,9.849e-9
668.116,1.113e-8,5.106e-14,,1.113e-8
668.126,1.243e-8,5.106e-14,,1.243e-8
668.136,1.374e-8,5.106e-14,,1.374e-8
668.145,1.488e-8,5.106e-14,,1.488e-8
668.155,1.609e-8,5.107e-14,,1.609e-8
668.165,1.721e-8,5.107e-14,,1.721e-8
668.175,1.820e-8,5.107e-14,,1.820e-8
668.185,1.904e-8,5.107e-14,,1.904e-8
668.195,1.969e-8,5.108e-14,,1.969e-8
668.205,2.013e-8,5.108e-14,,2.013e-8
668.215,2.036e-8,5.108e-14,,2.036e-8
668.225,2.036e-8,5.109e-14,,2.036e-8
668.235,2.013e-8,5.109e-14,,2.013e-8
668.245,1.969e-8,5.109e-14,,1.969e-8
668.255,1.904e-8,5.109e-14,,1.904e-8
668.265,1.820e-8,5.110e-14,,1.820e-8
668.275,1.721e-8,5.110e-14,,1.721e-8
668.285,1.609e-8,5.110e-14,,1.609e-8
668.295,1.488e-8,5.110e-14,,1.488e-8
668.305,1.361e-8,5.111e-14,,1.361e-8
668.315,1.230e-8,5.111e-14,,1.230e-8
668.325,1.100e-8,5.111e-14,,1.100e-8
668.335,9.724e-9,5.111e-14,,9.724e-9
668.345,8.501e-9,5.112e-14,,8.501e-9
668.355,7.350e-9,5.112e-14,,7.350e-9
668.364,6.386e-9,5.112e-14,,6.386e-9
668.374,5.404e-9,5.113e-14,,5.404e-9
668.384,4.523e-9,5.113e-14,,4.523e-9
668.394,3.743e-9,5.113e-14,,3.743e-9
668.404,3.063e-9,5.113e-14,,3.063e-9
668.414,2.479e-9,5.114e-14,,2.479e-9
668.424,1.984e-9,5.114e-14,,1.984e-9
668.434,1.570e-9,5.114e-14,,1.570e-9
668.444,1.228e-9,5.114e-14,,1.228e-9
668.454,9.506e-10,5.115e-14,,9.506e-10
668.464,7.274e-10,5.115e-14,,7.274e-10
668.474,5.504e-10,5.115e-14,,5.504e-10
668.484,4.118e-10,5.115e-14,,4.118e-10
668.494,3.047e-10,5.116e-14,,3.047e-10
668.504,2.230e-10,5.116e-14,,2.230e-10
668.514,1.613e-10,5.116e-14,,1.613e-10
668.524,1.154e-10,5.116e-14,,1.154e-10
668.534,8.166e-11,5.117e-14,,8.166e-11
668.544,5.713e-11,5.117e-14,,5.713e-11
668.554,3.952e-11,5.117e-14,,3.952e-11
668.564,2.704e-11,5.118e-14,,2.704e-11
668.574,1.829e-11,5.118e-14,,1.829e-11
668.583,1.275e-11,5.118e-14,,1.275e-11
668.593,8.441e-12,5.118e-14,,8.441e-12
668.603,5.528e-12,5.119e-14,,5.528e-12
668.613,3.580e-12,5.119e-14,,3.580e-12
668.623,2.293e-12,5.119e-14,,2.293e-12
668.633,1.452e-12,5.119e-14,,1.452e-12
668.643,9.092e-13,5.120e-14,,9.092e-13
668.653,5.630e-13,5.120e-14,,5.630e-13
668.663,3.447e-13,5.120e-14,,3.447e-13
668.673,2.088e-13,5.120e-14,,2.088e-13
668.683,1.250e-13,5.121e-14,,1.250e-13
668.693,7.401e-14,5.121e-14,,7.401e-14
668.703,4.334e-14,5.121e-14,,4.334e-14
668.713,2.509e-14,5.122e-14,,2.509e-14
668.723,1.437e-14,5.122e-14,,1.437e-14
668.733,8.134e-15,5.122e-14,,8.134e-15
668.743,4.554e-15,5.122e-14,,4.554e-15
668.753,2.521e-15,5.123e-14,,2.521e-15
668.763,1.380e-15,5.123e-14,,1.380e-15
668.773,7.473e-16,5.123e-14,,7.473e-16
668.783,4.001e-16,5.123e-14,,4.001e-16
668.793,2.118e-16,5.124e-14,,2.118e-16
668.802,1.183e-16,5.124e-14,,1.183e-16
668.812,6.133e-17,5.124e-14,,6.133e-17
668.822,3.143e-17,5.124e-14,,3.143e-17
668.832,1.593e-17,5.125e-14,,1.593e-17
668.842,7.982e-18,5.125e-14,,7.982e-18
668.852,3.955e-18,5.125e-14,,3.955e-18
668.862,1.938e-18,5.125e-14,,1.938e-18
668.872,9.392e-19,5.126e-14,,9.392e-19
668.882,4.500e-19,5.126e-14,,4.500e-19
668.892,2.132e-19,5.126e-14,,2.132e-19
668.902,9.992e-20,5.127e-14,,9.992e-20
668.912,4.630e-20,5.127e-14,,4.630e-20
668.922,2.121e-20,5.127e-14,,2.121e-20
668.932,9.611e-21,5.127e-14,,9.611e-21
668.942,4.306e-21,5.128e-14,,4.306e-21
668.952,1.908e-21,5.128e-14,,1.908e-21
668.962,8.358e-22,5.128e-14,,8.358e-22
668.972,3.621e-22,5.128e-14,,3.621e-22
668.982,1.551e-22,5.129e-14,,1.551e-22
668.992,6.572e-23,5.129e-14,,6.572e-23
669.002,2.753e-23,5.129e-14,,2.753e-23
669.012,1.141e-23,5.129e-14,,1.141e-23
669.021,5.111e-24,5.130e-14,,5.111e-24
669.031,2.073e-24,5.130e-14,,2.073e-24
669.041,8.312e-25,5.130e-14,,8.312e-25
669.051,3.296e-25,5.130e-14,,3.296e-25
669.061,1.293e-25,5.131e-14,,1.293e-25
678.856,1.279e-25,5.391e-14,,1.279e-25
678.866,3.206e-25,5.391e-14,,3.206e-25
678.876,7.948e-25,5.391e-14,,7.948e-25
678.886,1.949e-24,5.392e-14,,1.949e-24
678.896,4.730e-24,5.392e-14,,4.730e-24
678.906,1.135e-23,5.392e-14,,1.135e-23
678.916,2.695e-23,5.392e-14,,2.695e-23
678.926,6.330e-23,5.393e-14,,6.330e-23
678.936,1.471e-22,5.393e-14,,1.471e-22
678.946,3.381e-22,5.393e-14,,3.381e-22
678.956,7.687e-22,5.393e-14,,7.687e-22
678.966,1.729e-21,5.394e-14,,1.729e-21
678.976,3.847e-21,5.394e-14,,3.847e-21
678.986,8.468e-21,5.394e-14,,8.468e-21
678.996,1.844e-20,5.395e-14,,1.844e-20
679.006,3.971e-20,5.395e-14,,3.971e-20
679.015,7.849e-20,5.395e-14,,7.849e-20
679.025,1.656e-19,5.395e-14,,1.656e-19
679.035,3.457e-19,5.396e-14,,3.457e-19
679.045,7.139e-19,5.396e-14,,7.139e-19
679.055,1.458e-18,5.396e-14,,1.458e-18
679.065,2.947e-18,5.396e-14,,2.947e-18
679.075,5.891e-18,5.397e-14,,5.891e-18
679.085,1.165e-17,5.397e-14,,1.165e-17
679.095,2.279e-17,5.397e-14,,2.279e-17
679.105,4.409e-17,5.397e-14,,4.409e-17
679.115,8.441e-17,5.398e-14,,8.441e-17
679.125,1.598e-16,5.398e-14,,1.598e-16
679.135,2.994e-16,5.398e-14,,2.994e-16
679.145,5.549e-16,5.398e-14,,5.549e-16
679.155,1.017e-15,5.399e-14,,1.017e-15
679.165,1.845e-15,5.399e-14,,1.845e-15
679.175,3.309e-15,5.399e-14,,3.309e-15
679.185,5.873e-15,5.400e-14,,5.873e-15
679.195,1.031e-14,5.400e-14,,1.031e-14
679.205,1.790e-14,5.400e-14,,1.790e-14
679.215,3.076e-14,5.400e-14,,3.076e-14
679.225,5.227e-14,5.401e-14,,5.227e-14
679.234,8.346e-14,5.401e-14,,8.346e-14
679.244,1.390e-13,5.401e-14,,1.390e-13
679.254,2.289e-13,5.401e-14,,2.289e-13
679.264,3.728e-13,5.402e-14,,3.728e-13
679.274,6.009e-13,5.402e-14,,6.009e-13
679.284,9.580e-13,5.402e-14,,9.580e-13
679.294,1.511e-12,5.402e-14,,1.511e-12
679.304,2.357e-12,5.403e-14,,2.357e-12
679.314,3.638e-12,5.403e-14,,3.638e-12
679.324,5.555e-12,5.403e-14,,5.555e-12
679.334,8.390e-12,5.404e-14,,8.390e-12
679.344,1.253e-11,5.404e-14,,1.253e-11
679.354,1.853e-11,5.404e-14,,1.853e-11
679.364,2.709e-11,5.404e-14,,2.709e-11
679.374,3.918e-11,5.405e-14,,3.918e-11
679.384,5.605e-11,5.405e-14,,5.605e-11
679.394,7.934e-11,5.405e-14,,7.934e-11
679.404,1.111e-10,5.405e-14,,1.111e-10
679.414,1.539e-10,5.406e-14,,1.539e-10
679.424,2.108e-10,5.406e-14,,2.108e-10
679.434,2.857e-10,5.406e-14,,2.857e-10
679.444,3.831e-10,5.406e-14,,3.831e-10
679.453,4.943e-10,5.407e-14,,4.943e-10
679.463,6.492e-10,5.407e-14,,6.492e-10
679.473,8.436e-10,5.407e-14,,8.436e-10
679.483,1.084e-9,5.407e-14,,1.084e-9
679.493,1.379e-9,5.408e-14,,1.379e-9
679.503,1.735e-9,5.408e-14,,1.735e-9
679.513,2.158e-9,5.408e-14,,2.158e-9
679.523,2.657e-9,5.409e-14,,2.657e-9
679.533,3.235e-9,5.409e-14,,3.235e-9
679.543,3.897e-9,5.409e-14,,3.897e-9
679.553,4.644e-9,5.409e-14,,4.644e-9
679.563,5.474e-9,5.410e-14,,5.474e-9
679.573,6.384e-9,5.410e-14,,6.384e-9
679.583,7.364e-9,5.410e-14,,7.364e-9
679.593,8.403e-9,5.410e-14,,8.403e-9
679.603,9.486e-9,5.411e-14,,9.486e-9
679.613,1.059e-8,5.411e-14,,1.059e-8
679.623,1.170e-8,5.411e-14,,1.170e-8
679.633,1.279e-8,5.411e-14,,1.279e-8
679.643,1.382e-8,5.412e-14,,1.382e-8
679.653,1.478e-8,5.412e-14,,1.478e-8
679.662,1.556e-8,5.412e-14,,1.556e-8
679.672,1.630e-8,5.412e-14,,1.630e-8
679.682,1.689e-8,5.413e-14,,1.689e-8
679.692,1.732e-8,5.413e-14,,1.732e-8
679.702,1.756e-8,5.413e-14,,1.756e-8
679.712,1.762e-8,5.414e-14,,1.762e-8
679.722,1.749e-8,5.414e-14,,1.749e-8
679.732,1.717e-8,5.414e-14,,1.717e-8
679.742,1.668e-8,5.414e-14,,1.668e-8
679.752,1.602e-8,5.415e-14,,1.602e-8
679.762,1.523e-8,5.415e-14,,1.523e-8
679.772,1.432e-8,5.415e-14,,1.432e-8
679.782,1.331e-8,5.415e-14,,1.331e-8
679.792,1.225e-8,5.416e-14,,1.225e-8
679.802,1.115e-8,5.416e-14,,1.115e-8
679.812,1.004e-8,5.416e-14,,1.004e-8
679.822,8.940e-9,5.416e-14,,8.940e-9
679.832,7.877e-9,5.417e-14,,7.877e-9
679.842,6.866e-9,5.417e-14,,6.866e-9
679.852,5.920e-9,5.417e-14,,5.920e-9
679.862,5.049e-9,5.418e-14,,5.049e-9
679.872,4.260e-9,5.418e-14,,4.260e-9
679.881,3.622e-9,5.418e-14,,3.622e-9
679.891,2.994e-9,5.418e-14,,2.994e-9
679.901,2.448e-9,5.419e-14,,2.448e-9
679.911,1.980e-9,5.419e-14,,1.980e-9
679.921,1.584e-9,5.419e-14,,1.584e-9
679.931,1.254e-9,5.419e-14,,1.254e-9
679.941,9.821e-10,5.420e-14,,9.821e-10
679.951,7.607e-10,5.420e-14,,7.607e-10
679.961,5.829e-10,5.420e-14,,5.829e-10
679.971,4.418e-10,5.420e-14,,4.418e-10
679.981,3.313e-10,5.421e-14,,3.313e-10
679.991,2.458e-10,5.421e-14,,2.458e-10
680.001,1.803e-10,5.421e-14,,1.803e-10
680.011,1.309e-10,5.421e-14,,1.309e-10
680.021,9.401e-11,5.422e-14,,9.401e-11
680.031,6.678e-11,5.422e-14,,6.678e-11
680.041,4.693e-11,5.422e-14,,4.693e-11
680.051,3.262e-11,5.423e-14,,3.262e-11
680.061,2.243e-11,5.423e-14,,2.243e-11
680.071,1.526e-11,5.423e-14,,1.526e-11
680.081,1.027e-11,5.423e-14,,1.027e-11
680.091,6.836e-12,5.424e-14,,6.836e-12
680.1,4.696e-12,5.424e-14,,4.696e-12
680.11,3.062e-12,5.424e-14,,3.062e-12
680.12,1.976e-12,5.424e-14,,1.976e-12
680.13,1.261e-12,5.425e-14,,1.261e-12
680.14,7.960e-13,5.425e-14,,7.960e-13
680.15,4.971e-13,5.425e-14,,4.971e-13
680.16,3.071e-13,5.425e-14,,3.071e-13
680.17,1.877e-13,5.426e-14,,1.877e-13
680.18,1.135e-13,5.426e-14,,1.135e-13
680.19,6.786e-14,5.426e-14,,6.786e-14
680.2,4.015e-14,5.427e-14,,4.015e-14
680.21,2.350e-14,5.427e-14,,2.350e-14
680.22,1.360e-14,5.427e-14,,1.360e-14
680.23,7.791e-15,5.427e-14,,7.791e-15
680.24,4.414e-15,5.428e-14,,4.414e-15
680.25,2.474e-15,5.428e-14,,2.474e-15
680.26,1.372e-15,5.428e-14,,1.372e-15
680.27,7.523e-16,5.428e-14,,7.523e-16
680.28,4.082e-16,5.429e-14,,4.082e-16
680.29,2.191e-16,5.429e-14,,2.191e-16
680.3,1.163e-16,5.429e-14,,1.163e-16
680.31,6.109e-17,5.429e-14,,6.109e-17
680.319,3.391e-17,5.430e-14,,3.391e-17
680.329,1.745e-17,5.430e-14,,1.745e-17
680.339,8.880e-18,5.430e-14,,8.880e-18
680.349,4.471e-18,5.430e-14,,4.471e-18
680.359,2.227e-18,5.431e-14,,2.227e-18
680.369,1.097e-18,5.431e-14,,1.097e-18
680.379,5.349e-19,5.431e-14,,5.349e-19
680.389,2.579e-19,5.432e-14,,2.579e-19
680.399,1.230e-19,5.432e-14,,1.230e-19
680.409,5.805e-20,5.432e-14,,5.805e-20
680.419,2.710e-20,5.432e-14,,2.710e-20
680.429,1.251e-20,5.433e-14,,1.251e-20
680.439,5.715e-21,5.433e-14,,5.715e-21
680.449,2.582e-21,5.433e-14,,2.582e-21
680.459,1.154e-21,5.433e-14,,1.154e-21
680.469,5.105e-22,5.434e-14,,5.105e-22
680.479,2.233e-22,5.434e-14,,2.233e-22
680.489,9.662e-23,5.434e-14,,9.662e-23
680.499,4.136e-23,5.434e-14,,4.136e-23
680.509,1.752e-23,5.435e-14,,1.752e-23
680.519,7.337e-24,5.435e-14,,7.337e-24
680.529,3.040e-24,5.435e-14,,3.040e-24
680.538,1.363e-24,5.435e-14,,1.363e-24
680.548,5.534e-25,5.436e-14,,5.534e-25
680.558,2.223e-25,5.436e-14,,2.223e-25
680.568,8.829e-26,5.436e-14,,8.829e-26
693.768,3.957e-25,5.787e-14,,3.957e-25
693.778,9.716e-25,5.787e-14,,9.716e-25
693.787,2.162e-24,5.787e-14,,2.162e-24
693.797,5.205e-24,5.788e-14,,5.205e-24
693.807,1.240e-23,5.788e-14,,1.240e-23
693.817,2.925e-23,5.788e-14,,2.925e-23
693.827,6.828e-23,5.788e-14,,6.828e-23
693.837,1.577e-22,5.789e-14,,1.577e-22
693.847,3.606e-22,5.789e-14,,3.606e-22
693.857,8.159e-22,5.789e-14,,8.159e-22
693.867,1.827e-21,5.789e-14,,1.827e-21
693.877,4.049e-21,5.790e-14,,4.049e-21
693.887,8.881e-21,5.790e-14,,8.881e-21
693.897,1.928e-20,5.790e-14,,1.928e-20
693.907,4.142e-20,5.790e-14,,4.142e-20
693.917,8.807e-20,5.791e-14,,8.807e-20
693.927,1.853e-19,5.791e-14,,1.853e-19
693.937,3.860e-19,5.791e-14,,3.860e-19
693.947,7.956e-19,5.792e-14,,7.956e-19
693.957,1.623e-18,5.792e-14,,1.623e-18
693.967,3.277e-18,5.792e-14,,3.277e-18
693.977,6.547e-18,5.792e-14,,6.547e-18
693.987,1.295e-17,5.793e-14,,1.295e-17
693.997,2.534e-17,5.793e-14,,2.534e-17
694.006,4.596e-17,5.793e-14,,4.596e-17
694.016,8.819e-17,5.793e-14,,8.819e-17
694.026,1.675e-16,5.794e-14,,1.675e-16
694.036,3.148e-16,5.794e-14,,3.148e-16
694.046,5.856e-16,5.794e-14,,5.856e-16
694.056,1.078e-15,5.794e-14,,1.078e-15
694.066,1.964e-15,5.795e-14,,1.964e-15
694.076,3.543e-15,5.795e-14,,3.543e-15
694.086,6.322e-15,5.795e-14,,6.322e-15
694.096,1.117e-14,5.795e-14,,1.117e-14
694.106,1.952e-14,5.796e-14,,1.952e-14
694.116,3.377e-14,5.796e-14,,3.377e-14
694.126,5.783e-14,5.796e-14,,5.783e-14
694.136,9.799e-14,5.797e-14,,9.799e-14
694.146,1.643e-13,5.797e-14,,1.643e-13
694.156,2.728e-13,5.797e-14,,2.728e-13
694.166,4.481e-13,5.797e-14,,4.481e-13
694.176,7.285e-13,5.798e-14,,7.285e-13
694.186,1.172e-12,5.798e-14,,1.172e-12
694.196,1.867e-12,5.798e-14,,1.867e-12
694.206,2.942e-12,5.798e-14,,2.942e-12
694.216,4.589e-12,5.799e-14,,4.589e-12
694.225,6.785e-12,5.799e-14,,6.785e-12
694.235,1.038e-11,5.799e-14,,1.038e-11
694.245,1.571e-11,5.799e-14,,1.571e-11
694.255,2.353e-11,5.800e-14,,2.353e-11
694.265,3.488e-11,5.800e-14,,3.488e-11
694.275,5.118e-11,5.800e-14,,5.118e-11
694.285,7.432e-11,5.800e-14,,7.432e-11
694.295,1.068e-10,5.801e-14,,1.068e-10
694.305,1.519e-10,5.801e-14,,1.519e-10
694.315,2.139e-10,5.801e-14,,2.139e-10
694.325,2.980e-10,5.802e-14,,2.980e-10
694.335,4.108e-10,5.802e-14,,4.108e-10
694.345,5.606e-10,5.802e-14,,5.606e-10
694.355,7.572e-10,5.802e-14,,7.572e-10
694.365,1.012e-9,5.803e-14,,1.012e-9
694.375,1.339e-9,5.803e-14,,1.339e-9
694.385,1.753e-9,5.803e-14,,1.753e-9
694.395,2.271e-9,5.803e-14,,2.271e-9
694.405,2.912e-9,5.804e-14,,2.912e-9
694.415,3.696e-9,5.804e-14,,3.696e-9
694.425,4.642e-9,5.804e-14,,4.642e-9
694.435,5.771e-9,5.804e-14,,5.771e-9
694.444,6.957e-9,5.805e-14,,6.957e-9
694.454,8.480e-9,5.805e-14,,8.480e-9
694.464,1.023e-8,5.805e-14,,1.023e-8
694.474,1.221e-8,5.805e-14,,1.221e-8
694.484,1.443e-8,5.806e-14,,1.443e-8
694.494,1.687e-8,5.806e-14,,1.687e-8
694.504,1.953e-8,5.806e-14,,1.953e-8
694.514,2.237e-8,5.807e-14,,2.237e-8
694.524,2.536e-8,5.807e-14,,2.536e-8
694.534,2.845e-8,5.807e-14,,2.845e-8
694.544,3.158e-8,5.807e-14,,3.158e-8
694.554,3.471e-8,5.808e-14,,3.471e-8
694.564,3.775e-8,5.808e-14,,3.775e-8
694.574,4.063e-8,5.808e-14,,4.063e-8
694.584,4.328e-8,5.808e-14,,4.328e-8
694.594,4.563e-8,5.809e-14,,4.563e-8
694.604,4.761e-8,5.809e-14,,4.761e-8
694.614,4.916e-8,5.809e-14,,4.916e-8
694.624,5.024e-8,5.809e-14,,5.024e-8
694.634,5.082e-8,5.810e-14,,5.082e-8
694.644,5.087e-8,5.810e-14,,5.087e-8
694.654,5.040e-8,5.810e-14,,5.040e-8
694.663,4.954e-8,5.811e-14,,4.954e-8
694.673,4.812e-8,5.811e-14,,4.812e-8
694.683,4.626e-8,5.811e-14,,4.626e-8
694.693,4.402e-8,5.811e-14,,4.402e-8
694.703,4.145e-8,5.812e-14,,4.145e-8
694.713,3.863e-8,5.812e-14,,3.863e-8
694.723,3.563e-8,5.812e-14,,3.563e-8
694.733,3.253e-8,5.812e-14,,3.253e-8
694.743,2.939e-8,5.813e-14,,2.939e-8
694.753,2.627e-8,5.813e-14,,2.627e-8
694.763,2.325e-8,5.813e-14,,2.325e-8
694.773,2.036e-8,5.813e-14,,2.036e-8
694.783,1.765e-8,5.814e-14,,1.765e-8
694.793,1.514e-8,5.814e-14,,1.514e-8
694.803,1.285e-8,5.814e-14,,1.285e-8
694.813,1.080e-8,5.814e-14,,1.080e-8
694.823,8.980e-9,5.815e-14,,8.980e-9
694.833,7.391e-9,5.815e-14,,7.391e-9
694.843,6.020e-9,5.815e-14,,6.020e-9
694.853,4.853e-9,5.816e-14,,4.853e-9
694.863,3.872e-9,5.816e-14,,3.872e-9
694.873,3.057e-9,5.816e-14,,3.057e-9
694.882,2.450e-9,5.816e-14,,2.450e-9
694.892,1.896e-9,5.817e-14,,1.896e-9
694.902,1.453e-9,5.817e-14,,1.453e-9
694.912,1.102e-9,5.817e-14,,1.102e-9
694.922,8.269e-10,5.817e-14,,8.269e-10
694.932,6.142e-10,5.818e-14,,6.142e-10
694.942,4.515e-10,5.818e-14,,4.515e-10
694.952,3.285e-10,5.818e-14,,3.285e-10
694.962,2.365e-10,5.818e-14,,2.365e-10
694.972,1.685e-10,5.819e-14,,1.685e-10
694.982,1.189e-10,5.819e-14,,1.189e-10
694.992,8.296e-11,5.819e-14,,8.296e-11
695.002,5.731e-11,5.820e-14,,5.731e-11
695.012,3.918e-11,5.820e-14,,3.918e-11
695.022,2.651e-11,5.820e-14,,2.651e-11
695.032,1.775e-11,5.820e-14,,1.775e-11
695.042,1.176e-11,5.821e-14,,1.176e-11
695.052,7.716e-12,5.821e-14,,7.716e-12
695.062,5.009e-12,5.821e-14,,5.009e-12
695.072,3.218e-12,5.821e-14,,3.218e-12
695.082,2.046e-12,5.822e-14,,2.046e-12
695.091,1.349e-12,5.822e-14,,1.349e-12
695.101,8.412e-13,5.822e-14,,8.412e-13
695.111,5.190e-13,5.822e-14,,5.190e-13
695.121,3.169e-13,5.823e-14,,3.169e-13
695.131,1.915e-13,5.823e-14,,1.915e-13
695.141,1.146e-13,5.823e-14,,1.146e-13
695.151,6.781e-14,5.823e-14,,6.781e-14
695.161,3.973e-14,5.824e-14,,3.973e-14
695.171,2.304e-14,5.824e-14,,2.304e-14
695.181,1.322e-14,5.824e-14,,1.322e-14
695.191,7.507e-15,5.825e-14,,7.507e-15
695.201,4.219e-15,5.825e-14,,4.219e-15
695.211,2.347e-15,5.825e-14,,2.347e-15
