Wavelength (nm),Sum(calc),Al I (2.4e-2),Al II (4.8e-1),Al III (3.5e-4),Cr I (1.4e-2),Cr II (4.8e-1)
437.388,3.572e+2,1.626e-21,1.130e-26,6.161e-31,3.572e+2,4.187e-23
437.39,3.808e+2,1.626e-21,1.130e-26,6.177e-31,3.808e+2,4.187e-23
437.392,4.568e+2,1.626e-21,1.130e-26,6.192e-31,4.568e+2,4.187e-23
437.393,5.153e+2,1.626e-21,1.130e-26,6.200e-31,5.153e+2,4.187e-23
437.395,6.750e+2,1.626e-21,1.130e-26,6.215e-31,6.750e+2,4.188e-23
437.397,8.913e+2,1.627e-21,1.130e-26,6.230e-31,8.913e+2,4.188e-23
437.398,1.020e+3,1.627e-21,1.130e-26,6.238e-31,1.020e+3,4.188e-23
437.4,1.314e+3,1.627e-21,1.130e-26,6.253e-31,1.314e+3,4.188e-23
437.402,1.648e+3,1.627e-21,1.130e-26,6.269e-31,1.648e+3,4.188e-23
437.403,1.825e+3,1.627e-21,1.130e-26,6.276e-31,1.825e+3,4.188e-23
437.405,2.186e+3,1.627e-21,1.130e-26,6.292e-31,2.186e+3,4.188e-23
437.407,2.534e+3,1.627e-21,1.130e-26,6.307e-31,2.534e+3,4.188e-23
437.408,2.696e+3,1.627e-21,1.130e-26,6.315e-31,2.696e+3,4.188e-23
437.41,2.976e+3,1.627e-21,1.130e-26,6.330e-31,2.976e+3,4.188e-23
437.412,3.179e+3,1.627e-21,1.130e-26,6.345e-31,3.179e+3,4.188e-23
437.413,3.245e+3,1.627e-21,1.130e-26,6.353e-31,3.245e+3,4.188e-23
437.415,3.299e+3,1.627e-21,1.131e-26,6.368e-31,3.299e+3,4.188e-23
437.417,3.245e+3,1.627e-21,1.131e-26,6.384e-31,3.245e+3,4.188e-23
437.418,3.178e+3,1.627e-21,1.131e-26,6.391e-31,3.178e+3,4.188e-23
437.42,2.975e+3,1.627e-21,1.131e-26,6.407e-31,2.975e+3,4.188e-23
437.422,2.695e+3,1.628e-21,1.131e-26,6.422e-31,2.695e+3,4.188e-23
437.423,2.533e+3,1.628e-21,1.131e-26,6.430e-31,2.533e+3,4.189e-23
437.425,2.183e+3,1.628e-21,1.131e-26,6.445e-31,2.183e+3,4.189e-23
437.427,1.821e+3,1.628e-21,1.131e-26,6.461e-31,1.821e+3,4.189e-23
437.428,1.642e+3,1.628e-21,1.131e-26,6.468e-31,1.642e+3,4.189e-23
437.43,1.303e+3,1.628e-21,1.131e-26,6.484e-31,1.303e+3,4.189e-23
437.432,1.001e+3,1.628e-21,1.131e-26,6.499e-31,1.001e+3,4.189e-23
437.433,8.661e+2,1.628e-21,1.131e-26,6.507e-31,8.661e+2,4.189e-23
437.435,6.329e+2,1.628e-21,1.131e-26,6.522e-31,6.329e+2,4.189e-23
437.437,4.475e+2,1.628e-21,1.131e-26,6.537e-31,4.475e+2,4.189e-23
437.438,3.717e+2,1.628e-21,1.131e-26,6.545e-31,3.717e+2,4.189e-23
437.44,2.501e+2,1.628e-21,1.131e-26,6.560e-31,2.501e+2,4.189e-23
437.442,1.628e+2,1.628e-21,1.132e-26,6.576e-31,1.628e+2,4.189e-23
437.443,1.297e+2,1.628e-21,1.132e-26,6.583e-31,1.297e+2,4.189e-23
437.445,8.038e+1,1.628e-21,1.132e-26,6.599e-31,8.038e+1,4.189e-23
437.447,4.818e+1,1.629e-21,1.132e-26,6.614e-31,4.818e+1,4.189e-23
437.448,3.685e+1,1.629e-21,1.132e-26,6.622e-31,3.685e+1,4.189e-23
437.45,2.102e+1,1.629e-21,1.132e-26,6.637e-31,2.102e+1,4.189e-23
437.452,1.160e+1,1.629e-21,1.132e-26,6.652e-31,1.160e+1,4.189e-23
437.453,8.513e+0,1.629e-21,1.132e-26,6.660e-31,8.513e+0,4.190e-23
437.455,4.472e+0,1.629e-21,1.132e-26,6.675e-31,4.472e+0,4.190e-23
437.457,2.273e+0,1.629e-21,1.132e-26,6.691e-31,2.273e+0,4.190e-23
437.458,1.600e+0,1.629e-21,1.132e-26,6.698e-31,1.600e+0,4.190e-23
437.46,7.739e-1,1.629e-21,1.132e-26,6.714e-31,7.739e-1,4.190e-23
437.462,3.621e-1,1.629e-21,1.132e-26,6.729e-31,3.621e-1,4.190e-23
437.463,2.447e-1,1.629e-21,1.132e-26,6.737e-31,2.447e-1,4.190e-23
437.465,1.090e-1,1.629e-21,1.132e-26,6.752e-31,1.090e-1,4.190e-23
437.467,4.698e-2,1.629e-21,1.132e-26,6.768e-31,4.698e-2,4.190e-23
437.468,3.049e-2,1.629e-21,1.132e-26,6.775e-31,3.049e-2,4.190e-23
437.47,1.263e-2,1.629e-21,1.133e-26,6.791e-31,1.263e-2,4.190e-23
437.472,5.366e-3,1.630e-21,1.133e-26,6.806e-31,5.366e-3,4.190e-23
437.473,3.764e-3,1.630e-21,1.133e-26,6.814e-31,3.764e-3,4.190e-23
437.475,2.971e-3,1.630e-21,1.133e-26,6.829e-31,2.971e-3,4.190e-23
437.477,5.056e-3,1.630e-21,1.133e-26,6.844e-31,5.056e-3,4.190e-23
437.478,7.573e-3,1.630e-21,1.133e-26,6.852e-31,7.573e-3,4.190e-23
437.48,1.793e-2,1.630e-21,1.133e-26,6.867e-31,1.793e-2,4.190e-23
437.482,4.211e-2,1.630e-21,1.133e-26,6.883e-31,4.211e-2,4.191e-23
437.483,6.385e-2,1.630e-21,1.133e-26,6.890e-31,6.385e-2,4.191e-23
437.485,1.433e-1,1.630e-21,1.133e-26,6.906e-31,1.433e-1,4.191e-23
437.487,3.111e-1,1.630e-21,1.133e-26,6.921e-31,3.111e-1,4.191e-23
437.488,4.529e-1,1.630e-21,1.133e-26,6.929e-31,4.529e-1,4.191e-23
437.49,9.360e-1,1.630e-21,1.133e-26,6.944e-31,9.360e-1,4.191e-23
437.492,1.872e+0,1.630e-21,1.133e-26,6.959e-31,1.872e+0,4.191e-23
437.493,2.614e+0,1.630e-21,1.133e-26,6.967e-31,2.614e+0,4.191e-23
437.495,4.975e+0,1.630e-21,1.133e-26,6.983e-31,4.975e+0,4.191e-23
437.497,9.161e+0,1.630e-21,1.134e-26,6.998e-31,9.161e+0,4.191e-23
437.498,1.228e+1,1.631e-21,1.134e-26,7.006e-31,1.228e+1,4.191e-23
437.5,2.152e+1,1.631e-21,1.134e-26,7.021e-31,2.152e+1,4.191e-23
437.502,3.648e+1,1.631e-21,1.134e-26,7.036e-31,3.648e+1,4.191e-23
437.503,4.692e+1,1.631e-21,1.134e-26,7.044e-31,4.692e+1,4.191e-23
437.505,7.571e+1,1.631e-21,1.134e-26,7.059e-31,7.571e+1,4.191e-23
437.507,1.182e+2,1.631e-21,1.134e-26,7.075e-31,1.182e+2,4.191e-23
437.508,1.459e+2,1.631e-21,1.134e-26,7.082e-31,1.459e+2,4.191e-23
437.51,2.168e+2,1.631e-21,1.134e-26,7.098e-31,2.168e+2,4.191e-23
437.512,3.116e+2,1.631e-21,1.134e-26,7.113e-31,3.116e+2,4.192e-23
437.513,3.690e+2,1.631e-21,1.134e-26,7.121e-31,3.690e+2,4.192e-23
437.515,5.049e+2,1.631e-21,1.134e-26,7.136e-31,5.049e+2,4.192e-23
437.517,6.684e+2,1.631e-21,1.134e-26,7.151e-31,6.684e+2,4.192e-23
437.518,7.596e+2,1.631e-21,1.134e-26,7.159e-31,7.596e+2,4.192e-23
437.52,9.570e+2,1.631e-21,1.134e-26,7.174e-31,9.570e+2,4.192e-23
437.522,1.167e+3,1.631e-21,1.134e-26,7.190e-31,1.167e+3,4.192e-23
437.523,1.272e+3,1.632e-21,1.135e-26,7.197e-31,1.272e+3,4.192e-23
437.525,1.476e+3,1.632e-21,1.135e-26,7.213e-31,1.476e+3,4.192e-23
437.527,1.656e+3,1.632e-21,1.135e-26,7.228e-31,1.656e+3,4.192e-23
437.528,1.733e+3,1.632e-21,1.135e-26,7.236e-31,1.733e+3,4.192e-23
437.53,1.852e+3,1.632e-21,1.135e-26,7.251e-31,1.852e+3,4.192e-23
437.532,1.914e+3,1.632e-21,1.135e-26,7.267e-31,1.914e+3,4.192e-23
437.533,1.922e+3,1.632e-21,1.135e-26,7.274e-31,1.922e+3,4.192e-23
437.535,1.890e+3,1.632e-21,1.135e-26,7.290e-31,1.890e+3,4.192e-23
437.537,1.799e+3,1.632e-21,1.135e-26,7.305e-31,1.799e+3,4.192e-23
437.539,1.656e+3,1.632e-21,1.135e-26,7.320e-31,1.656e+3,4.192e-23
437.54,1.570e+3,1.632e-21,1.135e-26,7.328e-31,1.570e+3,4.192e-23
437.542,1.376e+3,1.632e-21,1.135e-26,7.343e-31,1.376e+3,4.193e-23
437.544,1.167e+3,1.632e-21,1.135e-26,7.359e-31,1.167e+3,4.193e-23
437.545,1.061e+3,1.632e-21,1.135e-26,7.366e-31,1.061e+3,4.193e-23
437.547,8.561e+2,1.632e-21,1.135e-26,7.382e-31,8.561e+2,4.193e-23
437.549,6.684e+2,1.633e-21,1.135e-26,7.397e-31,6.684e+2,4.193e-23
437.55,5.833e+2,1.633e-21,1.135e-26,7.405e-31,5.833e+2,4.193e-23
437.552,4.335e+2,1.633e-21,1.136e-26,7.420e-31,4.335e+2,4.193e-23
437.554,3.116e+2,1.633e-21,1.136e-26,7.435e-31,3.116e+2,4.193e-23
437.555,2.610e+2,1.633e-21,1.136e-26,7.443e-31,2.610e+2,4.193e-23
437.557,1.786e+2,1.633e-21,1.136e-26,7.458e-31,1.786e+2,4.193e-23
437.559,1.182e+2,1.633e-21,1.136e-26,7.474e-31,1.182e+2,4.193e-23
437.56,9.499e+1,1.633e-21,1.136e-26,7.481e-31,9.499e+1,4.193e-23
437.562,5.985e+1,1.633e-21,1.136e-26,7.497e-31,5.985e+1,4.193e-23
437.564,3.648e+1,1.633e-21,1.136e-26,7.512e-31,3.648e+1,4.193e-23
437.565,2.813e+1,1.633e-21,1.136e-26,7.520e-31,2.813e+1,4.193e-23
437.567,1.632e+1,1.633e-21,1.136e-26,7.535e-31,1.632e+1,4.193e-23
437.569,9.161e+0,1.633e-21,1.136e-26,7.551e-31,9.161e+0,4.193e-23
437.57,6.779e+0,1.633e-21,1.136e-26,7.558e-31,6.779e+0,4.193e-23
437.572,3.621e+0,1.633e-21,1.136e-26,7.574e-31,3.621e+0,4.194e-23
437.574,1.872e+0,1.634e-21,1.136e-26,7.589e-31,1.872e+0,4.194e-23
437.575,1.329e+0,1.634e-21,1.136e-26,7.597e-31,1.329e+0,4.194e-23
437.577,6.537e-1,1.634e-21,1.136e-26,7.612e-31,6.537e-1,4.194e-23
437.579,3.111e-1,1.634e-21,1.137e-26,7.627e-31,3.111e-1,4.194e-23
437.58,2.120e-1,1.634e-21,1.137e-26,7.635e-31,2.120e-1,4.194e-23
437.582,9.602e-2,1.634e-21,1.137e-26,7.650e-31,9.602e-2,4.194e-23
437.584,4.208e-2,1.634e-21,1.137e-26,7.666e-31,4.208e-2,4.194e-23
437.585,2.751e-2,1.634e-21,1.137e-26,7.673e-31,2.751e-2,4.194e-23
437.587,1.148e-2,1.634e-21,1.137e-26,7.689e-31,1.148e-2,4.194e-23
437.589,4.631e-3,1.634e-21,1.137e-26,7.704e-31,4.631e-3,4.194e-23
437.59,2.905e-3,1.634e-21,1.137e-26,7.712e-31,2.905e-3,4.194e-23
437.592,1.116e-3,1.634e-21,1.137e-26,7.727e-31,1.116e-3,4.194e-23
437.594,4.146e-4,1.634e-21,1.137e-26,7.742e-31,4.146e-4,4.194e-23
437.595,2.496e-4,1.634e-21,1.137e-26,7.750e-31,2.496e-4,4.194e-23
437.597,8.828e-5,1.634e-21,1.137e-26,7.766e-31,8.828e-5,4.194e-23
437.599,3.021e-5,1.634e-21,1.137e-26,7.781e-31,3.021e-5,4.194e-23
437.6,1.747e-5,1.635e-21,1.137e-26,7.789e-31,1.747e-5,4.194e-23
437.602,5.751e-6,1.635e-21,1.137e-26,7.804e-31,5.751e-6,4.195e-23
437.604,2.031e-6,1.635e-21,1.137e-26,7.819e-31,2.031e-6,4.195e-23
437.605,1.438e-6,1.635e-21,1.138e-26,7.827e-31,1.438e-6,4.195e-23
437.607,1.781e-6,1.635e-21,1.138e-26,7.842e-31,1.781e-6,4.195e-23
437.609,4.868e-6,1.635e-21,1.138e-26,7.858e-31,4.868e-6,4.195e-23
437.61,8.527e-6,1.635e-21,1.138e-26,7.865e-31,8.527e-6,4.195e-23
437.612,2.604e-5,1.635e-21,1.138e-26,7.881e-31,2.604e-5,4.195e-23
437.614,7.728e-5,1.635e-21,1.138e-26,7.896e-31,7.728e-5,4.195e-23
437.615,1.315e-4,1.635e-21,1.138e-26,7.904e-31,1.315e-4,4.195e-23
437.617,3.716e-4,1.635e-21,1.138e-26,7.919e-31,3.716e-4,4.195e-23
437.619,1.016e-3,1.635e-21,1.138e-26,7.934e-31,1.016e-3,4.195e-23
437.62,1.660e-3,1.635e-21,1.138e-26,7.942e-31,1.660e-3,4.195e-23
437.622,4.318e-3,1.635e-21,1.138e-26,7.957e-31,4.318e-3,4.195e-23
437.624,1.087e-2,1.635e-21,1.138e-26,7.973e-31,1.087e-2,4.195e-23
437.625,1.704e-2,1.636e-21,1.138e-26,7.980e-31,1.704e-2,4.195e-23
437.627,4.083e-2,1.636e-21,1.138e-26,7.996e-31,4.083e-2,4.195e-23
437.629,9.467e-2,1.636e-21,1.138e-26,8.011e-31,9.467e-2,4.195e-23
437.63,1.424e-1,1.636e-21,1.138e-26,8.019e-31,1.424e-1,4.196e-23
437.632,3.142e-1,1.636e-21,1.139e-26,8.034e-31,3.142e-1,4.196e-23
437.634,6.708e-1,1.636e-21,1.139e-26,8.050e-31,6.708e-1,4.196e-23
437.635,9.681e-1,1.636e-21,1.139e-26,8.057e-31,9.681e-1,4.196e-23
437.637,1.967e+0,1.636e-21,1.139e-26,8.073e-31,1.967e+0,4.196e-23
437.639,3.868e+0,1.636e-21,1.139e-26,8.088e-31,3.868e+0,4.196e-23
437.64,5.357e+0,1.636e-21,1.139e-26,8.096e-31,5.357e+0,4.196e-23
437.642,1.002e+1,1.636e-21,1.139e-26,8.111e-31,1.002e+1,4.196e-23
437.644,1.815e+1,1.636e-21,1.139e-26,8.126e-31,1.815e+1,4.196e-23
437.645,2.412e+1,1.636e-21,1.139e-26,8.134e-31,2.412e+1,4.196e-23
437.647,4.156e+1,1.636e-21,1.139e-26,8.149e-31,4.156e+1,4.196e-23
437.649,6.928e+1,1.636e-21,1.139e-26,8.165e-31,6.928e+1,4.196e-23
437.65,8.836e+1,1.636e-21,1.139e-26,8.172e-31,8.836e+1,4.196e-23
437.652,1.402e+2,1.637e-21,1.139e-26,8.188e-31,1.402e+2,4.196e-23
437.654,2.153e+2,1.637e-21,1.139e-26,8.203e-31,2.153e+2,4.196e-23
437.655,2.634e+2,1.637e-21,1.139e-26,8.211e-31,2.634e+2,4.196e-23
437.657,3.849e+2,1.637e-21,1.139e-26,8.226e-31,3.849e+2,4.196e-23
437.659,5.442e+2,1.637e-21,1.140e-26,8.241e-31,5.442e+2,4.196e-23
437.66,6.391e+2,1.637e-21,1.140e-26,8.249e-31,6.391e+2,4.197e-23
437.662,8.600e+2,1.637e-21,1.140e-26,8.264e-31,8.600e+2,4.197e-23
437.664,1.120e+3,1.637e-21,1.140e-26,8.280e-31,1.120e+3,4.197e-23
437.665,1.262e+3,1.637e-21,1.140e-26,8.288e-31,1.262e+3,4.197e-23
437.667,1.563e+3,1.637e-21,1.140e-26,8.303e-31,1.563e+3,4.197e-23
437.669,1.874e+3,1.637e-21,1.140e-26,8.318e-31,1.874e+3,4.197e-23
437.67,2.027e+3,1.637e-21,1.140e-26,8.326e-31,2.027e+3,4.197e-23
437.672,2.313e+3,1.637e-21,1.140e-26,8.341e-31,2.313e+3,4.197e-23
437.674,2.553e+3,1.637e-21,1.140e-26,8.357e-31,2.553e+3,4.197e-23
437.675,2.650e+3,1.637e-21,1.140e-26,8.364e-31,2.650e+3,4.197e-23
437.677,2.784e+3,1.638e-21,1.140e-26,8.380e-31,2.784e+3,4.197e-23
437.679,2.831e+3,1.638e-21,1.140e-26,8.395e-31,2.831e+3,4.197e-23
437.68,2.819e+3,1.638e-21,1.140e-26,8.403e-31,2.819e+3,4.197e-23
437.682,2.727e+3,1.638e-21,1.140e-26,8.418e-31,2.727e+3,4.197e-23
437.684,2.553e+3,1.638e-21,1.140e-26,8.433e-31,2.553e+3,4.197e-23
437.685,2.440e+3,1.638e-21,1.140e-26,8.441e-31,2.440e+3,4.197e-23
437.687,2.174e+3,1.638e-21,1.141e-26,8.456e-31,2.174e+3,4.197e-23
437.689,1.874e+3,1.638e-21,1.141e-26,8.472e-31,1.874e+3,4.198e-23
437.69,1.719e+3,1.638e-21,1.141e-26,8.479e-31,1.719e+3,4.198e-23
437.692,1.410e+3,1.638e-21,1.141e-26,8.495e-31,1.410e+3,4.198e-23
437.694,1.120e+3,1.638e-21,1.141e-26,8.510e-31,1.120e+3,4.198e-23
437.695,9.853e+2,1.638e-21,1.141e-26,8.518e-31,9.853e+2,4.198e-23
437.697,7.444e+2,1.638e-21,1.141e-26,8.533e-31,7.444e+2,4.198e-23
437.699,5.442e+2,1.638e-21,1.141e-26,8.549e-31,5.442e+2,4.198e-23
437.7,4.596e+2,1.638e-21,1.141e-26,8.556e-31,4.596e+2,4.198e-23
437.702,3.198e+2,1.639e-21,1.141e-26,8.572e-31,3.198e+2,4.198e-23
437.704,2.153e+2,1.639e-21,1.141e-26,8.587e-31,2.153e+2,4.198e-23
437.705,1.744e+2,1.639e-21,1.141e-26,8.595e-31,1.744e+2,4.198e-23
437.707,1.118e+2,1.639e-21,1.141e-26,8.610e-31,1.118e+2,4.198e-23
437.709,6.928e+1,1.639e-21,1.141e-26,8.625e-31,6.928e+1,4.198e-23
437.71,5.388e+1,1.639e-21,1.141e-26,8.633e-31,5.388e+1,4.198e-23
437.712,3.179e+1,1.639e-21,1.141e-26,8.648e-31,3.179e+1,4.198e-23
437.714,1.815e+1,1.639e-21,1.142e-26,8.664e-31,1.815e+1,4.198e-23
437.715,1.354e+1,1.639e-21,1.142e-26,8.671e-31,1.354e+1,4.198e-23
437.717,7.358e+0,1.639e-21,1.142e-26,8.687e-31,7.358e+0,4.198e-23
437.719,3.868e+0,1.639e-21,1.142e-26,8.702e-31,3.868e+0,4.199e-23
437.72,2.770e+0,1.639e-21,1.142e-26,8.710e-31,2.770e+0,4.199e-23
437.722,1.386e+0,1.639e-21,1.142e-26,8.725e-31,1.386e+0,4.199e-23
437.724,6.708e-1,1.639e-21,1.142e-26,8.740e-31,6.708e-1,4.199e-23
437.725,4.610e-1,1.639e-21,1.142e-26,8.748e-31,4.610e-1,4.199e-23
437.727,2.124e-1,1.640e-21,1.142e-26,8.763e-31,2.124e-1,4.199e-23
437.729,9.467e-2,1.640e-21,1.142e-26,8.779e-31,9.467e-2,4.199e-23
437.73,6.243e-2,1.640e-21,1.142e-26,8.786e-31,6.243e-2,4.199e-23
437.732,2.649e-2,1.640e-21,1.142e-26,8.802e-31,2.649e-2,4.199e-23
437.734,1.087e-2,1.640e-21,1.142e-26,8.817e-31,1.087e-2,4.199e-23
437.735,6.881e-3,1.640e-21,1.142e-26,8.825e-31,6.881e-3,4.199e-23
437.737,2.688e-3,1.640e-21,1.142e-26,8.840e-31,2.688e-3,4.199e-23
437.739,1.016e-3,1.640e-21,1.142e-26,8.856e-31,1.016e-3,4.199e-23
437.74,6.171e-4,1.640e-21,1.143e-26,8.863e-31,6.171e-4,4.199e-23
437.742,2.220e-4,1.640e-21,1.143e-26,8.879e-31,2.220e-4,4.199e-23
437.744,7.727e-5,1.640e-21,1.143e-26,8.894e-31,7.727e-5,4.199e-23
437.745,4.503e-5,1.640e-21,1.143e-26,8.902e-31,4.503e-5,4.199e-23
437.747,1.492e-5,1.640e-21,1.143e-26,8.917e-31,1.492e-5,4.199e-23
437.749,4.782e-6,1.640e-21,1.143e-26,8.932e-31,4.782e-6,4.200e-23
437.75,2.674e-6,1.640e-21,1.143e-26,8.940e-31,2.674e-6,4.200e-23
437.752,8.158e-7,1.640e-21,1.143e-26,8.955e-31,8.158e-7,4.200e-23
437.754,2.408e-7,1.641e-21,1.143e-26,8.971e-31,2.408e-7,4.200e-23
437.755,1.292e-7,1.641e-21,1.143e-26,8.978e-31,1.292e-7,4.200e-23
437.757,3.630e-8,1.641e-21,1.143e-26,8.994e-31,3.630e-8,4.200e-23
437.759,9.868e-9,1.641e-21,1.143e-26,9.009e-31,9.868e-9,4.200e-23
437.76,5.081e-9,1.641e-21,1.143e-26,9.017e-31,5.081e-9,4.200e-23
437.762,1.315e-9,1.641e-21,1.143e-26,9.032e-31,1.315e-9,4.200e-23
437.764,3.290e-10,1.641e-21,1.143e-26,9.047e-31,3.290e-10,4.200e-23
437.765,1.626e-10,1.641e-21,1.143e-26,9.055e-31,1.626e-10,4.200e-23
437.767,3.874e-11,1.641e-21,1.144e-26,9.071e-31,3.874e-11,4.200e-23
437.769,8.929e-12,1.641e-21,1.144e-26,9.086e-31,8.929e-12,4.200e-23
437.77,4.234e-12,1.641e-21,1.144e-26,9.094e-31,4.234e-12,4.200e-23
437.772,9.288e-13,1.641e-21,1.144e-26,9.109e-31,9.288e-13,4.200e-23
437.774,1.971e-13,1.641e-21,1.144e-26,9.124e-31,1.971e-13,4.200e-23
437.775,8.971e-14,1.641e-21,1.144e-26,9.132e-31,8.971e-14,4.200e-23
437.777,1.812e-14,1.641e-21,1.144e-26,9.147e-31,1.812e-14,4.200e-23
437.779,3.542e-15,1.642e-21,1.144e-26,9.163e-31,3.542e-15,4.201e-23
437.78,1.547e-15,1.642e-21,1.144e-26,9.170e-31,1.547e-15,4.201e-23
437.782,2.878e-16,1.642e-21,1.144e-26,9.186e-31,2.878e-16,4.201e-23
437.784,5.179e-17,1.642e-21,1.144e-26,9.201e-31,5.179e-17,4.201e-23
437.785,2.170e-17,1.642e-21,1.144e-26,9.209e-31,2.170e-17,4.201e-23
437.787,3.718e-18,1.642e-21,1.144e-26,9.224e-31,3.718e-18,4.201e-23
437.789,6.162e-19,1.642e-21,1.144e-26,9.239e-31,6.162e-19,4.201e-23
437.79,2.478e-19,1.642e-21,1.144e-26,9.247e-31,2.478e-19,4.201e-23
437.792,3.909e-20,1.642e-21,1.144e-26,9.262e-31,3.909e-20,4.201e-23
437.794,5.966e-21,1.642e-21,1.145e-26,9.278e-31,5.966e-21,4.201e-23
437.795,2.302e-21,1.642e-21,1.145e-26,9.285e-31,2.302e-21,4.201e-23
437.797,3.344e-22,1.642e-21,1.145e-26,9.301e-31,3.344e-22,4.201e-23
437.799,4.701e-23,1.642e-21,1.145e-26,9.316e-31,4.701e-23,4.201e-23
437.8,1.741e-23,1.642e-21,1.145e-26,9.324e-31,1.741e-23,4.201e-23
437.802,2.328e-24,1.642e-21,1.145e-26,9.339e-31,2.328e-24,4.201e-23
438.373,6.901e-25,1.665e-21,1.166e-26,1.372e-30,6.901e-25,4.221e-23
438.374,1.919e-24,1.665e-21,1.166e-26,1.373e-30,1.919e-24,4.221e-23
438.376,1.447e-23,1.665e-21,1.166e-26,1.375e-30,1.447e-23,4.221e-23
438.378,1.056e-22,1.665e-21,1.166e-26,1.376e-30,1.056e-22,4.221e-23
438.379,2.819e-22,1.665e-21,1.166e-26,1.377e-30,2.819e-22,4.221e-23
438.381,1.959e-21,1.665e-21,1.166e-26,1.378e-30,1.959e-21,4.221e-23
438.383,1.317e-20,1.665e-21,1.166e-26,1.380e-30,1.317e-20,4.221e-23
438.384,3.373e-20,1.665e-21,1.166e-26,1.381e-30,3.373e-20,4.221e-23
438.386,2.158e-19,1.665e-21,1.166e-26,1.382e-30,2.158e-19,4.221e-23
438.388,1.337e-18,1.665e-21,1.166e-26,1.384e-30,1.337e-18,4.221e-23
438.389,3.286e-18,1.665e-21,1.166e-26,1.385e-30,3.286e-18,4.221e-23
438.391,1.937e-17,1.666e-21,1.167e-26,1.386e-30,1.937e-17,4.221e-23
438.393,1.105e-16,1.666e-21,1.167e-26,1.388e-30,1.105e-16,4.221e-23
438.395,6.101e-16,1.666e-21,1.167e-26,1.389e-30,6.101e-16,4.221e-23
438.396,1.416e-15,1.666e-21,1.167e-26,1.390e-30,1.416e-15,4.221e-23
438.398,7.440e-15,1.666e-21,1.167e-26,1.391e-30,7.440e-15,4.222e-23
438.4,3.783e-14,1.666e-21,1.167e-26,1.393e-30,3.783e-14,4.222e-23
438.401,8.427e-14,1.666e-21,1.167e-26,1.394e-30,8.427e-14,4.222e-23
438.403,4.079e-13,1.666e-21,1.167e-26,1.395e-30,4.079e-13,4.222e-23
438.405,1.911e-12,1.666e-21,1.167e-26,1.397e-30,1.911e-12,4.222e-23
438.406,4.085e-12,1.666e-21,1.167e-26,1.398e-30,4.085e-12,4.222e-23
438.408,1.821e-11,1.666e-21,1.167e-26,1.399e-30,1.821e-11,4.222e-23
438.41,7.859e-11,1.666e-21,1.167e-26,1.401e-30,7.859e-11,4.222e-23
438.411,1.612e-10,1.666e-21,1.167e-26,1.401e-30,1.612e-10,4.222e-23
438.413,6.623e-10,1.666e-21,1.167e-26,1.403e-30,6.623e-10,4.222e-23
438.415,2.632e-9,1.667e-21,1.167e-26,1.404e-30,2.632e-9,4.222e-23
438.416,5.183e-9,1.667e-21,1.167e-26,1.405e-30,5.183e-9,4.222e-23
438.418,1.961e-8,1.667e-21,1.168e-26,1.407e-30,1.961e-8,4.222e-23
438.42,7.180e-8,1.667e-21,1.168e-26,1.408e-30,7.180e-8,4.222e-23
438.421,1.357e-7,1.667e-21,1.168e-26,1.409e-30,1.357e-7,4.222e-23
438.423,4.729e-7,1.667e-21,1.168e-26,1.411e-30,4.729e-7,4.222e-23
438.425,1.595e-6,1.667e-21,1.168e-26,1.412e-30,1.595e-6,4.222e-23
438.426,2.893e-6,1.667e-21,1.168e-26,1.413e-30,2.893e-6,4.222e-23
438.428,9.287e-6,1.667e-21,1.168e-26,1.414e-30,9.287e-6,4.223e-23
438.43,2.885e-5,1.667e-21,1.168e-26,1.416e-30,2.885e-5,4.223e-23
438.431,5.022e-5,1.667e-21,1.168e-26,1.417e-30,5.022e-5,4.223e-23
438.433,1.485e-4,1.667e-21,1.168e-26,1.418e-30,1.485e-4,4.223e-23
438.435,4.250e-4,1.667e-21,1.168e-26,1.420e-30,4.250e-4,4.223e-23
438.436,7.101e-4,1.667e-21,1.168e-26,1.421e-30,7.101e-4,4.223e-23
438.438,1.934e-3,1.667e-21,1.168e-26,1.422e-30,1.934e-3,4.223e-23
438.44,5.099e-3,1.667e-21,1.168e-26,1.424e-30,5.099e-3,4.223e-23
438.441,8.176e-3,1.668e-21,1.168e-26,1.424e-30,8.176e-3,4.223e-23
438.443,2.052e-2,1.668e-21,1.168e-26,1.426e-30,2.052e-2,4.223e-23
438.445,4.981e-2,1.668e-21,1.169e-26,1.428e-30,4.981e-2,4.223e-23
438.446,7.667e-2,1.668e-21,1.169e-26,1.428e-30,7.667e-2,4.223e-23
438.448,1.772e-1,1.668e-21,1.169e-26,1.430e-30,1.772e-1,4.223e-23
438.45,3.963e-1,1.668e-21,1.169e-26,1.431e-30,3.963e-1,4.223e-23
438.451,5.854e-1,1.668e-21,1.169e-26,1.432e-30,5.854e-1,4.223e-23
438.453,1.246e+0,1.668e-21,1.169e-26,1.434e-30,1.246e+0,4.223e-23
438.455,2.568e+0,1.668e-21,1.169e-26,1.435e-30,2.568e+0,4.223e-23
438.456,3.641e+0,1.668e-21,1.169e-26,1.436e-30,3.641e+0,4.223e-23
438.458,7.140e+0,1.668e-21,1.169e-26,1.437e-30,7.140e+0,4.224e-23
438.46,1.355e+1,1.668e-21,1.169e-26,1.439e-30,1.355e+1,4.224e-23
