Wavelength (nm),Sum(calc),Ca I (3.8e-2),Ca II (9.5e-1),Ca III (1.3e-2)
439.98,1.713e-14,1.978e-25,1.872e-25,1.713e-14
439.982,1.117e-14,1.978e-25,1.873e-25,1.117e-14
439.984,7.016e-15,1.977e-25,1.873e-25,7.016e-15
439.985,5.484e-15,1.977e-25,1.873e-25,5.484e-15
439.987,3.258e-15,1.976e-25,1.873e-25,3.258e-15
439.989,1.865e-15,1.975e-25,1.873e-25,1.865e-15
439.99,1.391e-15,1.975e-25,1.873e-25,1.391e-15
439.992,7.531e-16,1.974e-25,1.873e-25,7.531e-16
439.994,3.928e-16,1.973e-25,1.873e-25,3.928e-16
439.995,2.797e-16,1.973e-25,1.873e-25,2.797e-16
439.997,1.380e-16,1.972e-25,1.874e-25,1.380e-16
439.999,6.557e-17,1.971e-25,1.874e-25,6.557e-17
440,4.458e-17,1.971e-25,1.874e-25,4.458e-17
440.002,2.003e-17,1.970e-25,1.874e-25,2.003e-17
440.004,8.676e-18,1.969e-25,1.874e-25,8.676e-18
440.005,5.630e-18,1.969e-25,1.874e-25,5.630e-18
440.007,2.306e-18,1.968e-25,1.874e-25,2.306e-18
440.009,9.098e-19,1.968e-25,1.874e-25,9.098e-19
440.01,5.636e-19,1.967e-25,1.874e-25,5.636e-19
440.012,2.103e-19,1.966e-25,1.875e-25,2.103e-19
440.014,7.562e-20,1.966e-25,1.875e-25,7.562e-20
440.015,4.471e-20,1.965e-25,1.875e-25,4.471e-20
440.017,1.520e-20,1.965e-25,1.875e-25,1.520e-20
440.019,4.981e-21,1.964e-25,1.875e-25,4.981e-21
440.02,2.811e-21,1.964e-25,1.875e-25,2.811e-21
440.022,8.711e-22,1.963e-25,1.875e-25,8.711e-22
440.024,2.600e-22,1.962e-25,1.875e-25,2.600e-22
440.025,1.401e-22,1.962e-25,1.875e-25,1.401e-22
440.027,3.956e-23,1.961e-25,1.876e-25,3.956e-23
440.029,1.076e-23,1.960e-25,1.876e-25,1.076e-23
440.03,5.534e-24,1.960e-25,1.876e-25,5.534e-24
440.032,1.424e-24,1.959e-25,1.876e-25,1.424e-24
440.034,3.529e-25,1.958e-25,1.876e-25,3.529e-25
440.035,1.732e-25,1.958e-25,1.876e-25,1.732e-25
440.037,4.061e-26,1.957e-25,1.876e-25,4.061e-26
440.039,9.172e-27,1.956e-25,1.876e-25,9.172e-27
440.04,4.298e-27,1.956e-25,1.876e-25,4.298e-27
440.042,9.181e-28,1.955e-25,1.877e-25,9.181e-28
440.044,1.889e-28,1.955e-25,1.877e-25,1.889e-28
440.045,8.453e-29,1.954e-25,1.877e-25,8.453e-29
440.047,1.645e-29,1.953e-25,1.877e-25,1.645e-29
440.049,3.085e-30,1.953e-25,1.877e-25,3.085e-30
440.05,1.317e-30,1.952e-25,1.877e-25,1.317e-30
440.052,2.336e-31,1.952e-25,1.877e-25,2.336e-31
440.054,3.992e-32,1.951e-25,1.877e-25,3.992e-32
440.055,1.627e-32,1.951e-25,1.877e-25,1.627e-32
440.057,2.630e-33,1.950e-25,1.877e-25,2.630e-33
440.059,4.094e-34,1.949e-25,1.878e-25,4.094e-34
440.06,1.593e-34,1.949e-25,1.878e-25,1.593e-34
440.062,2.346e-35,1.948e-25,1.878e-25,2.346e-35
440.064,3.328e-36,1.947e-25,1.878e-25,3.328e-36
440.065,1.236e-36,1.947e-25,1.878e-25,1.236e-36
440.067,1.659e-37,1.946e-25,1.878e-25,1.659e-37
440.069,2.144e-38,1.945e-25,1.878e-25,2.144e-38
440.07,7.602e-39,1.945e-25,1.878e-25,7.602e-39
440.072,9.294e-40,1.944e-25,1.878e-25,9.294e-40
440.074,1.095e-40,1.943e-25,1.879e-25,1.095e-40
440.075,3.705e-41,1.943e-25,1.879e-25,3.705e-41
440.077,4.127e-42,1.942e-25,1.879e-25,4.127e-42
440.079,4.430e-43,1.942e-25,1.879e-25,4.430e-43
440.08,1.431e-43,1.941e-25,1.879e-25,1.431e-43
440.507,9.070e-44,1.783e-25,1.907e-25,9.070e-44
440.508,2.798e-43,1.782e-25,1.907e-25,2.798e-43
440.51,2.589e-42,1.781e-25,1.907e-25,2.589e-42
440.512,2.309e-41,1.781e-25,1.907e-25,2.309e-41
440.513,6.798e-41,1.780e-25,1.907e-25,6.798e-41
440.515,5.734e-40,1.780e-25,1.907e-25,5.734e-40
440.517,4.660e-39,1.779e-25,1.907e-25,4.660e-39
440.518,1.310e-38,1.778e-25,1.907e-25,1.310e-38
440.52,1.007e-37,1.778e-25,1.907e-25,1.007e-37
440.522,7.462e-37,1.777e-25,1.908e-25,7.462e-37
440.523,2.003e-36,1.777e-25,1.908e-25,2.003e-36
440.525,1.403e-35,1.776e-25,1.908e-25,1.403e-35
440.527,9.476e-35,1.775e-25,1.908e-25,9.476e-35
440.528,2.428e-34,1.775e-25,1.908e-25,2.428e-34
440.53,1.551e-33,1.774e-25,1.908e-25,1.551e-33
440.532,9.544e-33,1.773e-25,1.908e-25,9.544e-33
440.533,2.335e-32,1.773e-25,1.908e-25,2.335e-32
440.535,1.359e-31,1.772e-25,1.908e-25,1.359e-31
440.537,7.624e-31,1.771e-25,1.909e-25,7.624e-31
440.538,1.781e-30,1.771e-25,1.909e-25,1.781e-30
440.54,9.448e-30,1.770e-25,1.909e-25,9.448e-30
440.542,4.830e-29,1.770e-25,1.909e-25,4.830e-29
440.543,1.077e-28,1.769e-25,1.909e-25,1.077e-28
440.545,5.209e-28,1.768e-25,1.909e-25,5.209e-28
440.547,2.427e-27,1.768e-25,1.909e-25,2.427e-27
440.548,5.167e-27,1.767e-25,1.909e-25,5.167e-27
440.55,2.278e-26,1.767e-25,1.909e-25,2.278e-26
440.552,9.673e-26,1.766e-25,1.910e-25,9.673e-26
440.553,1.966e-25,1.765e-25,1.910e-25,1.966e-25
440.555,7.899e-25,1.765e-25,1.910e-25,7.899e-25
440.557,3.058e-24,1.764e-25,1.910e-25,3.058e-24
440.558,5.933e-24,1.764e-25,1.910e-25,5.933e-24
440.56,2.173e-23,1.763e-25,1.910e-25,2.173e-23
440.562,7.666e-23,1.762e-25,1.910e-25,7.666e-23
440.563,1.420e-22,1.762e-25,1.910e-25,1.420e-22
440.565,4.739e-22,1.761e-25,1.910e-25,4.739e-22
440.567,1.524e-21,1.760e-25,1.911e-25,1.524e-21
440.568,2.696e-21,1.760e-25,1.911e-25,2.696e-21
440.57,8.200e-21,1.759e-25,1.911e-25,8.200e-21
440.572,2.404e-20,1.758e-25,1.911e-25,2.404e-20
440.573,4.059e-20,1.758e-25,1.911e-25,4.059e-20
440.575,1.125e-19,1.757e-25,1.911e-25,1.125e-19
440.577,3.007e-19,1.757e-25,1.911e-25,3.007e-19
440.578,4.846e-19,1.756e-25,1.911e-25,4.846e-19
440.58,1.225e-18,1.755e-25,1.911e-25,1.225e-18
440.582,2.983e-18,1.755e-25,1.911e-25,2.983e-18
440.583,4.590e-18,1.754e-25,1.912e-25,4.590e-18
440.585,1.057e-17,1.754e-25,1.912e-25,1.057e-17
440.587,2.347e-17,1.753e-25,1.912e-25,2.347e-17
440.588,3.448e-17,1.752e-25,1.912e-25,3.448e-17
440.59,7.239e-17,1.752e-25,1.912e-25,7.239e-17
440.592,1.464e-16,1.751e-25,1.912e-25,1.464e-16
440.593,2.054e-16,1.751e-25,1.912e-25,2.054e-16
440.595,3.931e-16,1.750e-25,1.912e-25,3.931e-16
440.597,7.248e-16,1.749e-25,1.912e-25,7.248e-16
440.598,9.706e-16,1.749e-25,1.913e-25,9.706e-16
440.6,1.693e-15,1.748e-25,1.913e-25,1.693e-15
440.602,2.845e-15,1.747e-25,1.913e-25,2.845e-15
440.603,3.637e-15,1.747e-25,1.913e-25,3.637e-15
440.605,5.782e-15,1.746e-25,1.913e-25,5.782e-15
440.607,8.858e-15,1.745e-25,1.913e-25,8.858e-15
440.608,1.081e-14,1.745e-25,1.913e-25,1.081e-14
440.61,1.567e-14,1.744e-25,1.913e-25,1.567e-14
440.612,2.187e-14,1.743e-25,1.913e-25,2.187e-14
440.613,2.549e-14,1.743e-25,1.914e-25,2.549e-14
440.615,3.366e-14,1.742e-25,1.914e-25,3.366e-14
440.617,4.283e-14,1.742e-25,1.914e-25,4.283e-14
440.618,4.765e-14,1.741e-25,1.914e-25,4.765e-14
440.62,5.736e-14,1.741e-25,1.914e-25,5.736e-14
440.622,6.653e-14,1.740e-25,1.914e-25,6.653e-14
440.623,7.067e-14,1.739e-25,1.914e-25,7.067e-14
440.625,7.753e-14,1.739e-25,1.914e-25,7.753e-14
440.627,8.197e-14,1.738e-25,1.914e-25,8.197e-14
440.628,8.311e-14,1.738e-25,1.914e-25,8.311e-14
440.63,8.311e-14,1.737e-25,1.915e-25,8.311e-14
440.632,8.009e-14,1.736e-25,1.915e-25,8.009e-14
440.633,7.753e-14,1.736e-25,1.915e-25,7.753e-14
440.635,7.067e-14,1.735e-25,1.915e-25,7.067e-14
440.637,6.207e-14,1.734e-25,1.915e-25,6.207e-14
440.638,5.736e-14,1.734e-25,1.915e-25,5.736e-14
440.64,4.765e-14,1.733e-25,1.915e-25,4.765e-14
440.642,3.815e-14,1.732e-25,1.915e-25,3.815e-14
440.643,3.366e-14,1.732e-25,1.915e-25,3.366e-14
440.645,2.549e-14,1.731e-25,1.916e-25,2.549e-14
440.647,1.860e-14,1.730e-25,1.916e-25,1.860e-14
440.648,1.567e-14,1.730e-25,1.916e-25,1.567e-14
440.65,1.081e-14,1.729e-25,1.916e-25,1.081e-14
440.652,7.190e-15,1.729e-25,1.916e-25,7.190e-15
440.653,5.782e-15,1.728e-25,1.916e-25,5.782e-15
440.655,3.637e-15,1.728e-25,1.916e-25,3.637e-15
440.657,2.205e-15,1.727e-25,1.916e-25,2.205e-15
440.658,1.693e-15,1.726e-25,1.916e-25,1.693e-15
440.66,9.706e-16,1.726e-25,1.917e-25,9.706e-16
440.662,5.362e-16,1.725e-25,1.917e-25,5.362e-16
440.663,3.931e-16,1.725e-25,1.917e-25,3.931e-16
440.665,2.054e-16,1.724e-25,1.917e-25,2.054e-16
440.667,1.034e-16,1.723e-25,1.917e-25,1.034e-16
440.668,7.239e-17,1.723e-25,1.917e-25,7.239e-17
440.67,3.448e-17,1.722e-25,1.917e-25,3.448e-17
440.672,1.582e-17,1.721e-25,1.917e-25,1.582e-17
440.673,1.057e-17,1.721e-25,1.917e-25,1.057e-17
440.675,4.590e-18,1.720e-25,1.918e-25,4.590e-18
440.677,1.920e-18,1.719e-25,1.918e-25,1.920e-18
440.678,1.225e-18,1.719e-25,1.918e-25,1.225e-18
440.68,4.846e-19,1.718e-25,1.918e-25,4.846e-19
440.682,1.848e-19,1.717e-25,1.918e-25,1.848e-19
440.683,1.125e-19,1.717e-25,1.918e-25,1.125e-19
440.685,4.059e-20,1.716e-25,1.918e-25,4.059e-20
440.687,1.410e-20,1.716e-25,1.918e-25,1.410e-20
440.688,8.200e-21,1.715e-25,1.918e-25,8.200e-21
440.69,2.696e-21,1.715e-25,1.918e-25,2.696e-21
440.692,8.539e-22,1.714e-25,1.919e-25,8.539e-22
440.693,4.739e-22,1.713e-25,1.919e-25,4.739e-22
440.695,1.420e-22,1.713e-25,1.919e-25,1.420e-22
440.697,4.100e-23,1.712e-25,1.919e-25,4.100e-23
440.698,2.173e-23,1.712e-25,1.919e-25,2.173e-23
440.7,5.933e-24,1.711e-25,1.919e-25,5.933e-24
440.702,1.561e-24,1.710e-25,1.919e-25,1.561e-24
440.703,7.899e-25,1.710e-25,1.919e-25,7.899e-25
440.705,1.966e-25,1.709e-25,1.919e-25,1.966e-25
440.707,4.716e-26,1.708e-25,1.920e-25,4.716e-26
440.708,2.278e-26,1.708e-25,1.920e-25,2.278e-26
440.71,5.167e-27,1.707e-25,1.920e-25,5.167e-27
440.712,1.130e-27,1.706e-25,1.920e-25,1.130e-27
440.713,5.209e-28,1.706e-25,1.920e-25,5.209e-28
440.715,1.077e-28,1.705e-25,1.920e-25,1.077e-28
440.717,2.146e-29,1.704e-25,1.920e-25,2.146e-29
440.718,9.448e-30,1.704e-25,1.920e-25,9.448e-30
440.72,1.781e-30,1.703e-25,1.920e-25,1.781e-30
440.722,3.234e-31,1.703e-25,1.921e-25,3.234e-31
440.723,1.359e-31,1.702e-25,1.921e-25,1.359e-31
440.725,2.335e-32,1.701e-25,1.921e-25,2.335e-32
440.727,3.865e-33,1.701e-25,1.921e-25,3.865e-33
440.728,1.551e-33,1.700e-25,1.921e-25,1.551e-33
440.73,2.428e-34,1.700e-25,1.921e-25,2.428e-34
440.732,3.664e-35,1.699e-25,1.921e-25,3.664e-35
440.733,1.403e-35,1.699e-25,1.921e-25,1.403e-35
440.735,2.003e-36,1.698e-25,1.921e-25,2.003e-36
440.737,2.754e-37,1.697e-25,1.922e-25,2.754e-37
440.738,1.007e-37,1.697e-25,1.922e-25,1.007e-37
440.74,1.310e-38,1.696e-25,1.922e-25,1.310e-38
440.742,1.642e-39,1.695e-25,1.922e-25,1.642e-39
440.743,5.734e-40,1.695e-25,1.922e-25,5.734e-40
440.745,6.798e-41,1.694e-25,1.922e-25,6.798e-41
440.747,7.767e-42,1.693e-25,1.922e-25,7.767e-42
440.748,2.589e-42,1.693e-25,1.922e-25,2.589e-42
440.75,2.798e-43,1.692e-25,1.922e-25,2.798e-43
442.421,1.071e-25,1.071e-25,2.031e-25,1.335e-43
442.423,1.009e-24,1.009e-24,2.031e-25,1.333e-43
442.424,3.053e-24,3.053e-24,2.031e-25,1.332e-43
442.426,2.721e-23,2.721e-23,2.031e-25,1.330e-43
442.428,2.338e-22,2.338e-22,2.031e-25,1.329e-43
442.429,6.758e-22,6.758e-22,2.031e-25,1.328e-43
442.431,5.494e-21,5.494e-21,2.031e-25,1.326e-43
442.433,4.305e-20,4.305e-20,2.031e-25,1.324e-43
442.434,1.189e-19,1.189e-19,2.032e-25,1.323e-43
442.436,8.816e-19,8.816e-19,2.032e-25,1.322e-43
442.438,6.302e-18,6.302e-18,2.032e-25,1.320e-43
442.439,1.662e-17,1.662e-17,2.032e-25,1.319e-43
442.441,1.124e-16,1.124e-16,2.032e-25,1.317e-43
442.443,7.330e-16,7.330e-16,2.032e-25,1.316e-43
442.444,1.846e-15,1.846e-15,2.032e-25,1.315e-43
442.446,1.139e-14,1.139e-14,2.032e-25,1.313e-43
442.448,6.776e-14,6.776e-14,2.032e-25,1.311e-43
442.449,1.630e-13,1.630e-13,2.032e-25,1.310e-43
442.451,9.174e-13,9.174e-13,2.033e-25,1.309e-43
442.453,4.977e-12,4.977e-12,2.033e-25,1.307e-43
442.454,1.144e-11,1.144e-11,2.033e-25,1.306e-43
442.456,5.871e-11,5.871e-11,2.033e-25,1.304e-43
442.458,2.906e-10,2.906e-10,2.033e-25,1.302e-43
442.459,6.376e-10,6.376e-10,2.033e-25,1.302e-43
442.461,2.986e-9,2.986e-9,2.033e-25,1.300e-43
442.463,1.348e-8,1.348e-8,2.033e-25,1.298e-43
442.464,2.825e-8,2.825e-8,2.033e-25,1.297e-43
442.466,1.207e-7,1.207e-7,2.034e-25,1.295e-43
442.468,4.971e-7,4.971e-7,2.034e-25,1.294e-43
442.469,9.950e-7,9.950e-7,2.034e-25,1.293e-43
442.471,3.878e-6,3.878e-6,2.034e-25,1.291e-43
442.473,1.457e-5,1.457e-5,2.034e-25,1.289e-43
442.474,2.785e-5,2.785e-5,2.034e-25,1.288e-43
442.476,9.899e-5,9.899e-5,2.034e-25,1.287e-43
442.478,3.392e-4,3.392e-4,2.034e-25,1.285e-43
442.479,6.193e-4,6.193e-4,2.034e-25,1.284e-43
442.481,2.008e-3,2.008e-3,2.035e-25,1.282e-43
442.483,6.278e-3,6.278e-3,2.035e-25,1.281e-43
442.484,1.095e-2,1.095e-2,2.035e-25,1.280e-43
442.486,3.238e-2,3.238e-2,2.035e-25,1.278e-43
442.488,9.233e-2,9.233e-2,2.035e-25,1.276e-43
442.489,1.538e-1,1.538e-1,2.035e-25,1.275e-43
442.491,4.149e-1,4.149e-1,2.035e-25,1.274e-43
442.493,1.079e+0,1.079e+0,2.035e-25,1.272e-43
442.494,1.717e+0,1.717e+0,2.035e-25,1.271e-43
442.496,4.225e+0,4.225e+0,2.036e-25,1.269e-43
442.498,1.002e+1,1.002e+1,2.036e-25,1.267e-43
442.499,1.523e+1,1.523e+1,2.036e-25,1.267e-43
442.501,3.419e+1,3.419e+1,2.036e-25,1.265e-43
442.503,7.400e+1,7.400e+1,2.036e-25,1.263e-43
442.504,1.074e+2,1.074e+2,2.036e-25,1.262e-43
442.506,2.199e+2,2.199e+2,2.036e-25,1.260e-43
442.508,4.341e+2,4.341e+2,2.036e-25,1.259e-43
442.509,6.016e+2,6.016e+2,2.036e-25,1.258e-43
442.511,1.124e+3,1.124e+3,2.037e-25,1.256e-43
442.513,2.024e+3,2.024e+3,2.037e-25,1.254e-43
442.514,2.679e+3,2.679e+3,2.037e-25,1.253e-43
442.516,4.565e+3,4.565e+3,2.037e-25,1.252e-43
442.518,7.499e+3,7.499e+3,2.037e-25,1.250e-43
442.519,9.479e+3,9.479e+3,2.037e-25,1.249e-43
442.521,1.474e+4,1.474e+4,2.037e-25,1.247e-43
442.523,2.208e+4,2.208e+4,2.037e-25,1.246e-43
442.524,2.666e+4,2.666e+4,2.037e-25,1.245e-43
442.526,3.780e+4,3.780e+4,2.037e-25,1.243e-43
442.528,5.167e+4,5.167e+4,2.038e-25,1.241e-43
442.529,5.958e+4,5.958e+4,2.038e-25,1.240e-43
442.531,7.706e+4,7.706e+4,2.038e-25,1.239e-43
442.533,9.608e+4,9.608e+4,2.038e-25,1.237e-43
442.534,1.058e+5,1.058e+5,2.038e-25,1.236e-43
442.536,1.249e+5,1.249e+5,2.038e-25,1.234e-43
442.538,1.420e+5,1.420e+5,2.038e-25,1.232e-43
442.539,1.494e+5,1.494e+5,2.038e-25,1.232e-43
442.541,1.608e+5,1.608e+5,2.038e-25,1.230e-43
442.543,1.668e+5,1.668e+5,2.039e-25,1.228e-43
442.544,1.675e+5,1.675e+5,2.039e-25,1.227e-43
442.546,1.645e+5,1.645e+5,2.039e-25,1.225e-43
442.548,1.557e+5,1.557e+5,2.039e-25,1.224e-43
442.549,1.494e+5,1.494e+5,2.039e-25,1.223e-43
442.551,1.338e+5,1.338e+5,2.039e-25,1.221e-43
442.553,1.155e+5,1.155e+5,2.039e-25,1.219e-43
442.554,1.058e+5,1.058e+5,2.039e-25,1.218e-43
442.556,8.644e+4,8.644e+4,2.039e-25,1.217e-43
442.558,6.807e+4,6.807e+4,2.040e-25,1.215e-43
442.559,5.958e+4,5.958e+4,2.040e-25,1.214e-43
442.561,4.440e+4,4.440e+4,2.040e-25,1.212e-43
442.563,3.189e+4,3.189e+4,2.040e-25,1.211e-43
442.564,2.666e+4,2.666e+4,2.040e-25,1.210e-43
442.566,1.812e+4,1.812e+4,2.040e-25,1.208e-43
442.568,1.187e+4,1.187e+4,2.040e-25,1.206e-43
442.569,9.479e+3,9.479e+3,2.040e-25,1.205e-43
442.571,5.878e+3,5.878e+3,2.040e-25,1.204e-43
442.573,3.513e+3,3.513e+3,2.041e-25,1.202e-43
442.574,2.679e+3,2.679e+3,2.041e-25,1.201e-43
442.576,1.515e+3,1.515e+3,2.041e-25,1.199e-43
442.578,8.260e+2,8.260e+2,2.041e-25,1.197e-43
442.579,6.016e+2,6.016e+2,2.041e-25,1.197e-43
442.581,3.104e+2,3.104e+2,2.041e-25,1.195e-43
442.583,1.544e+2,1.544e+2,2.041e-25,1.193e-43
442.584,1.074e+2,1.074e+2,2.041e-25,1.192e-43
442.586,5.053e+1,5.053e+1,2.041e-25,1.190e-43
442.588,2.292e+1,2.292e+1,2.041e-25,1.189e-43
442.589,1.523e+1,1.523e+1,2.042e-25,1.188e-43
442.591,6.538e+0,6.538e+0,2.042e-25,1.186e-43
442.593,2.705e+0,2.705e+0,2.042e-25,1.184e-43
442.594,1.717e+0,1.717e+0,2.042e-25,1.183e-43
442.596,6.722e-1,6.722e-1,2.042e-25,1.182e-43
442.598,2.538e-1,2.538e-1,2.042e-25,1.180e-43
442.599,1.538e-1,1.538e-1,2.042e-25,1.179e-43
442.601,5.493e-2,5.493e-2,2.042e-25,1.177e-43
442.603,1.891e-2,1.891e-2,2.042e-25,1.175e-43
442.604,1.095e-2,1.095e-2,2.043e-25,1.175e-43
442.606,3.567e-3,3.567e-3,2.043e-25,1.173e-43
442.608,1.120e-3,1.120e-3,2.043e-25,1.171e-43
442.609,6.193e-4,6.193e-4,2.043e-25,1.170e-43
442.611,1.841e-4,1.841e-4,2.043e-25,1.168e-43
442.613,5.275e-5,5.275e-5,2.043e-25,1.167e-43
442.614,2.785e-5,2.785e-5,2.043e-25,1.166e-43
442.616,7.550e-6,7.550e-6,2.043e-25,1.164e-43
442.618,1.973e-6,1.973e-6,2.043e-25,1.162e-43
442.619,9.950e-7,9.950e-7,2.044e-25,1.161e-43
442.621,2.461e-7,2.461e-7,2.044e-25,1.160e-43
442.623,5.867e-8,5.867e-8,2.044e-25,1.158e-43
442.624,2.825e-8,2.825e-8,2.044e-25,1.157e-43
442.626,6.375e-9,6.375e-9,2.044e-25,1.155e-43
442.628,1.386e-9,1.386e-9,2.044e-25,1.154e-43
442.629,6.376e-10,6.376e-10,2.044e-25,1.153e-43
442.631,1.312e-10,1.312e-10,2.044e-25,1.151e-43
442.633,2.603e-11,2.603e-11,2.044e-25,1.149e-43
442.634,1.144e-11,1.144e-11,2.044e-25,1.148e-43
442.636,2.147e-12,2.147e-12,2.045e-25,1.147e-43
442.638,3.885e-13,3.885e-13,2.045e-25,1.145e-43
442.639,1.630e-13,1.630e-13,2.045e-25,1.144e-43
442.641,2.791e-14,2.791e-14,2.045e-25,1.142e-43
442.643,4.607e-15,4.607e-15,2.045e-25,1.140e-43
442.644,1.846e-15,1.846e-15,2.045e-25,1.140e-43
442.646,2.884e-16,2.884e-16,2.045e-25,1.138e-43
442.648,4.342e-17,4.342e-17,2.045e-25,1.136e-43
442.649,1.662e-17,1.662e-17,2.045e-25,1.135e-43
442.651,2.368e-18,2.368e-18,2.046e-25,1.133e-43
442.653,3.252e-19,3.252e-19,2.046e-25,1.132e-43
442.654,1.189e-19,1.189e-19,2.046e-25,1.131e-43
442.656,1.545e-20,1.545e-20,2.046e-25,1.129e-43
442.658,1.936e-21,1.936e-21,2.046e-25,1.127e-43
442.659,6.758e-22,6.758e-22,2.046e-25,1.126e-43
442.661,8.013e-23,8.013e-23,2.046e-25,1.125e-43
442.663,9.157e-24,9.157e-24,2.046e-25,1.123e-43
442.664,3.053e-24,3.053e-24,2.046e-25,1.122e-43
443.006,8.227e-44,2.060e-24,2.069e-25,8.227e-44
443.008,7.702e-43,2.054e-24,2.069e-25,7.702e-43
443.009,2.324e-42,2.051e-24,2.069e-25,2.324e-42
443.011,2.060e-41,2.045e-24,2.069e-25,2.060e-41
443.013,1.759e-40,2.039e-24,2.069e-25,1.759e-40
443.014,5.072e-40,2.036e-24,2.069e-25,5.072e-40
443.016,4.101e-39,2.031e-24,2.069e-25,4.101e-39
443.018,3.196e-38,2.025e-24,2.069e-25,3.196e-38
443.019,8.801e-38,2.022e-24,2.069e-25,8.801e-38
443.021,6.492e-37,2.016e-24,2.070e-25,6.492e-37
443.023,4.617e-36,2.010e-24,2.070e-25,4.617e-36
443.024,1.214e-35,2.007e-24,2.070e-25,1.214e-35
443.026,8.173e-35,2.001e-24,2.070e-25,8.173e-35
443.028,5.303e-34,1.996e-24,2.070e-25,5.303e-34
443.029,1.332e-33,1.993e-24,2.070e-25,1.332e-33
443.031,8.182e-33,1.987e-24,2.070e-25,8.182e-33
443.033,4.844e-32,1.981e-24,2.070e-25,4.844e-32
443.034,1.162e-31,1.978e-24,2.070e-25,1.162e-31
443.036,6.513e-31,1.972e-24,2.071e-25,6.513e-31
443.038,3.518e-30,1.967e-24,2.071e-25,3.518e-30
443.039,8.065e-30,1.964e-24,2.071e-25,8.065e-30
443.041,4.123e-29,1.958e-24,2.071e-25,4.123e-29
443.043,2.032e-28,1.952e-24,2.071e-25,2.032e-28
443.044,4.449e-28,1.949e-24,2.071e-25,4.449e-28
443.046,2.075e-27,1.943e-24,2.071e-25,2.075e-27
443.048,9.333e-27,1.938e-24,2.071e-25,9.333e-27
443.049,1.952e-26,1.935e-24,2.071e-25,1.952e-26
443.051,8.308e-26,1.929e-24,2.071e-25,8.308e-26
443.053,3.409e-25,1.923e-24,2.072e-25,3.409e-25
443.054,6.810e-25,1.920e-24,2.072e-25,6.810e-25
443.056,2.644e-24,1.914e-24,2.072e-25,2.644e-24
443.058,9.899e-24,1.908e-24,2.072e-25,9.899e-24
443.059,1.889e-23,1.906e-24,2.072e-25,1.889e-23
443.061,6.693e-23,1.900e-24,2.072e-25,6.693e-23
443.063,2.286e-22,1.894e-24,2.072e-25,2.286e-22
443.064,4.167e-22,1.891e-24,2.072e-25,4.167e-22
443.066,1.347e-21,1.885e-24,2.072e-25,1.347e-21
443.068,4.198e-21,1.879e-24,2.073e-25,4.198e-21
443.069,7.310e-21,1.877e-24,2.073e-25,7.310e-21
443.071,2.156e-20,1.871e-24,2.073e-25,2.156e-20
443.073,6.131e-20,1.865e-24,2.073e-25,6.131e-20
443.074,1.020e-19,1.862e-24,2.073e-25,1.020e-19
443.076,2.744e-19,1.856e-24,2.073e-25,2.744e-19
443.078,7.120e-19,1.850e-24,2.073e-25,7.120e-19
443.079,1.131e-18,1.847e-24,2.073e-25,1.131e-18
443.081,2.777e-18,1.842e-24,2.073e-25,2.777e-18
443.083,6.575e-18,1.836e-24,2.074e-25,6.575e-18
443.084,9.977e-18,1.833e-24,2.074e-25,9.977e-18
443.086,2.235e-17,1.827e-24,2.074e-25,2.235e-17
443.088,4.828e-17,1.821e-24,2.074e-25,4.828e-17
443.089,6.998e-17,1.818e-24,2.074e-25,6.998e-17
443.091,1.431e-16,1.813e-24,2.074e-25,1.431e-16
443.093,2.819e-16,1.807e-24,2.074e-25,2.819e-16
443.094,3.903e-16,1.804e-24,2.074e-25,3.903e-16
443.096,7.280e-16,1.798e-24,2.074e-25,7.280e-16
443.098,1.309e-15,1.792e-24,2.075e-25,1.309e-15
443.099,1.731e-15,1.789e-24,2.075e-25,1.731e-15
443.101,2.946e-15,1.784e-24,2.075e-25,2.946e-15
443.103,4.833e-15,1.778e-24,2.075e-25,4.833e-15
443.104,6.106e-15,1.775e-24,2.075e-25,6.106e-15
443.106,9.480e-15,1.769e-24,2.075e-25,9.480e-15
443.108,1.419e-14,1.763e-24,2.075e-25,1.419e-14
443.109,1.712e-14,1.760e-24,2.075e-25,1.712e-14
443.111,2.426e-14,1.754e-24,2.075e-25,2.426e-14
443.113,3.313e-14,1.749e-24,2.076e-25,3.313e-14
443.114,3.819e-14,1.746e-24,2.076e-25,3.819e-14
443.116,4.936e-14,1.740e-24,2.076e-25,4.936e-14
443.118,6.151e-14,1.734e-24,2.076e-25,6.151e-14
443.119,6.773e-14,1.731e-24,2.076e-25,6.773e-14
443.121,7.988e-14,1.725e-24,2.076e-25,7.988e-14
443.123,9.081e-14,1.720e-24,2.076e-25,9.081e-14
443.124,9.551e-14,1.717e-24,2.076e-25,9.551e-14
443.126,1.028e-13,1.711e-24,2.076e-25,1.028e-13
443.128,1.066e-13,1.705e-24,2.076e-25,1.066e-13
443.129,1.071e-13,1.702e-24,2.077e-25,1.071e-13
443.131,1.052e-13,1.696e-24,2.077e-25,1.052e-13
443.133,9.953e-14,1.691e-24,2.077e-25,9.953e-14
443.134,9.551e-14,1.688e-24,2.077e-25,9.551e-14
443.136,8.556e-14,1.682e-24,2.077e-25,8.556e-14
443.138,7.389e-14,1.676e-24,2.077e-25,7.389e-14
