Wavelength (nm),Sum(calc),Zn I (3.9e-1),Zn II (6.1e-1)
602.088,2.645e+1,2.371e-29,2.645e+1
602.093,2.870e+1,2.371e-29,2.870e+1
602.098,3.070e+1,2.371e-29,3.070e+1
602.103,3.240e+1,2.372e-29,3.240e+1
602.108,3.372e+1,2.372e-29,3.372e+1
602.113,3.462e+1,2.372e-29,3.462e+1
602.118,3.505e+1,2.372e-29,3.505e+1
602.123,3.500e+1,2.372e-29,3.500e+1
602.128,3.447e+1,2.372e-29,3.447e+1
602.133,3.349e+1,2.372e-29,3.349e+1
602.138,3.209e+1,2.372e-29,3.209e+1
602.143,3.032e+1,2.372e-29,3.032e+1
602.148,2.827e+1,2.372e-29,2.827e+1
602.153,2.598e+1,2.372e-29,2.598e+1
602.159,2.307e+1,2.372e-29,2.307e+1
602.164,2.057e+1,2.372e-29,2.057e+1
602.169,1.809e+1,2.372e-29,1.809e+1
602.174,1.570e+1,2.372e-29,1.570e+1
602.179,1.343e+1,2.372e-29,1.343e+1
602.184,1.134e+1,2.372e-29,1.134e+1
602.189,9.437e+0,2.372e-29,9.437e+0
602.194,7.748e+0,2.372e-29,7.748e+0
602.199,6.274e+0,2.372e-29,6.274e+0
602.204,5.011e+0,2.372e-29,5.011e+0
602.209,3.947e+0,2.372e-29,3.947e+0
602.214,3.067e+0,2.372e-29,3.067e+0
602.219,2.350e+0,2.373e-29,2.350e+0
602.224,1.776e+0,2.373e-29,1.776e+0
602.229,1.324e+0,2.373e-29,1.324e+0
602.234,9.736e-1,2.373e-29,9.736e-1
602.239,7.060e-1,2.373e-29,7.060e-1
602.244,5.050e-1,2.373e-29,5.050e-1
602.249,3.562e-1,2.373e-29,3.562e-1
602.254,2.479e-1,2.373e-29,2.479e-1
602.259,1.701e-1,2.373e-29,1.701e-1
602.264,1.151e-1,2.373e-29,1.151e-1
602.269,7.686e-2,2.373e-29,7.686e-2
602.274,5.061e-2,2.373e-29,5.061e-2
602.279,3.287e-2,2.373e-29,3.287e-2
602.284,2.105e-2,2.373e-29,2.105e-2
602.289,1.330e-2,2.373e-29,1.330e-2
602.294,8.288e-3,2.373e-29,8.288e-3
602.299,5.093e-3,2.373e-29,5.093e-3
602.304,3.087e-3,2.373e-29,3.087e-3
602.309,1.846e-3,2.373e-29,1.846e-3
602.314,1.088e-3,2.373e-29,1.088e-3
602.319,6.330e-4,2.373e-29,6.330e-4
602.324,3.631e-4,2.373e-29,3.631e-4
602.329,2.054e-4,2.374e-29,2.054e-4
602.334,1.146e-4,2.374e-29,1.146e-4
602.339,6.309e-5,2.374e-29,6.309e-5
602.344,3.425e-5,2.374e-29,3.425e-5
602.349,1.834e-5,2.374e-29,1.834e-5
602.354,9.682e-6,2.374e-29,9.682e-6
602.359,5.043e-6,2.374e-29,5.043e-6
602.364,2.591e-6,2.374e-29,2.591e-6
602.369,1.313e-6,2.374e-29,1.313e-6
602.374,6.559e-7,2.374e-29,6.559e-7
602.379,3.233e-7,2.374e-29,3.233e-7
602.384,1.572e-7,2.374e-29,1.572e-7
602.389,7.535e-8,2.374e-29,7.535e-8
602.395,3.063e-8,2.374e-29,3.063e-8
602.4,1.425e-8,2.374e-29,1.425e-8
602.405,6.535e-9,2.374e-29,6.535e-9
602.41,2.957e-9,2.374e-29,2.957e-9
602.415,1.320e-9,2.374e-29,1.320e-9
602.42,5.809e-10,2.374e-29,5.809e-10
602.425,2.522e-10,2.374e-29,2.522e-10
602.43,1.080e-10,2.374e-29,1.080e-10
602.435,4.561e-11,2.374e-29,4.561e-11
602.44,1.900e-11,2.374e-29,1.900e-11
602.445,7.806e-12,2.375e-29,7.806e-12
602.45,3.163e-12,2.375e-29,3.163e-12
602.455,1.264e-12,2.375e-29,1.264e-12
602.46,4.983e-13,2.375e-29,4.983e-13
602.465,1.937e-13,2.375e-29,1.937e-13
602.47,7.430e-14,2.375e-29,7.430e-14
602.475,2.810e-14,2.375e-29,2.810e-14
602.48,1.048e-14,2.375e-29,1.048e-14
602.485,3.857e-15,2.375e-29,3.857e-15
602.49,1.400e-15,2.375e-29,1.400e-15
602.495,5.009e-16,2.375e-29,5.009e-16
602.5,1.768e-16,2.375e-29,1.768e-16
602.505,6.157e-17,2.375e-29,6.157e-17
602.51,2.114e-17,2.375e-29,2.114e-17
602.515,7.162e-18,2.375e-29,7.162e-18
602.52,2.393e-18,2.375e-29,2.393e-18
602.525,7.883e-19,2.375e-29,7.883e-19
602.53,2.562e-19,2.375e-29,2.562e-19
602.535,8.212e-20,2.375e-29,8.212e-20
602.54,2.596e-20,2.375e-29,2.596e-20
602.545,8.095e-21,2.375e-29,8.095e-21
602.55,2.490e-21,2.375e-29,2.490e-21
602.555,7.551e-22,2.376e-29,7.551e-22
602.56,2.259e-22,2.376e-29,2.259e-22
602.565,6.666e-23,2.376e-29,6.666e-23
602.57,1.940e-23,2.376e-29,1.940e-23
602.575,5.569e-24,2.376e-29,5.569e-24
602.58,1.577e-24,2.376e-29,1.577e-24
602.585,4.403e-25,2.376e-29,4.403e-25
602.59,1.213e-25,2.376e-29,1.213e-25
602.595,3.294e-26,2.376e-29,3.294e-26
602.6,8.825e-27,2.376e-29,8.825e-27
602.605,2.332e-27,2.376e-29,2.332e-27
602.61,6.078e-28,2.376e-29,6.078e-28
602.615,1.562e-28,2.376e-29,1.562e-28
602.62,3.961e-29,2.376e-29,3.961e-29
602.625,9.906e-30,2.376e-29,9.906e-30
602.631,1.844e-30,2.376e-29,1.844e-30
602.636,4.472e-31,2.376e-29,4.472e-31
602.641,1.070e-31,2.376e-29,1.070e-31
602.646,2.525e-32,2.376e-29,2.525e-32
602.651,5.878e-33,2.376e-29,5.878e-33
609.706,1.319e-33,2.439e-29,1.319e-33
609.711,5.646e-33,2.439e-29,5.646e-33
609.716,2.384e-32,2.439e-29,2.384e-32
609.721,9.936e-32,2.439e-29,9.936e-32
609.726,4.085e-31,2.439e-29,4.085e-31
609.731,1.657e-30,2.439e-29,1.657e-30
609.736,6.633e-30,2.439e-29,6.633e-30
609.741,2.619e-29,2.439e-29,2.619e-29
609.746,1.021e-28,2.439e-29,1.021e-28
609.751,3.924e-28,2.439e-29,3.924e-28
609.756,1.488e-27,2.439e-29,1.488e-27
609.761,5.571e-27,2.439e-29,5.571e-27
609.766,2.057e-26,2.440e-29,2.057e-26
609.771,7.495e-26,2.440e-29,7.495e-26
609.776,2.695e-25,2.440e-29,2.695e-25
609.781,9.558e-25,2.440e-29,9.558e-25
609.786,3.345e-24,2.440e-29,3.345e-24
609.791,1.155e-23,2.440e-29,1.155e-23
609.796,3.935e-23,2.440e-29,3.935e-23
609.801,1.323e-22,2.440e-29,1.323e-22
609.806,4.387e-22,2.440e-29,4.387e-22
609.811,1.436e-21,2.440e-29,1.436e-21
609.816,4.635e-21,2.440e-29,4.635e-21
609.821,1.477e-20,2.440e-29,1.477e-20
609.826,4.642e-20,2.440e-29,4.642e-20
609.831,1.440e-19,2.440e-29,1.440e-19
609.836,4.405e-19,2.440e-29,4.405e-19
609.841,1.330e-18,2.440e-29,1.330e-18
609.846,3.962e-18,2.440e-29,3.962e-18
609.851,1.164e-17,2.440e-29,1.164e-17
609.856,3.377e-17,2.440e-29,3.377e-17
609.861,9.662e-17,2.440e-29,9.662e-17
609.866,2.728e-16,2.440e-29,2.728e-16
609.871,7.598e-16,2.440e-29,7.598e-16
609.876,2.088e-15,2.440e-29,2.088e-15
609.881,5.662e-15,2.441e-29,5.662e-15
609.886,1.515e-14,2.441e-29,1.515e-14
609.891,3.999e-14,2.441e-29,3.999e-14
609.896,1.042e-13,2.441e-29,1.042e-13
609.901,2.677e-13,2.441e-29,2.677e-13
609.906,6.788e-13,2.441e-29,6.788e-13
609.911,1.698e-12,2.441e-29,1.698e-12
609.916,4.192e-12,2.441e-29,4.192e-12
609.921,1.021e-11,2.441e-29,1.021e-11
609.926,2.453e-11,2.441e-29,2.453e-11
609.931,5.817e-11,2.441e-29,5.817e-11
609.936,1.361e-10,2.441e-29,1.361e-10
609.942,3.707e-10,2.441e-29,3.707e-10
609.947,8.419e-10,2.441e-29,8.419e-10
609.952,1.887e-9,2.441e-29,1.887e-9
609.957,4.172e-9,2.441e-29,4.172e-9
609.962,9.101e-9,2.441e-29,9.101e-9
609.967,1.959e-8,2.441e-29,1.959e-8
609.972,4.161e-8,2.441e-29,4.161e-8
609.977,8.719e-8,2.441e-29,8.719e-8
609.982,1.803e-7,2.441e-29,1.803e-7
609.987,3.677e-7,2.441e-29,3.677e-7
609.992,7.402e-7,2.442e-29,7.402e-7
609.997,1.470e-6,2.442e-29,1.470e-6
610.002,2.880e-6,2.442e-29,2.880e-6
610.007,5.568e-6,2.442e-29,5.568e-6
610.012,1.062e-5,2.442e-29,1.062e-5
610.017,1.999e-5,2.442e-29,1.999e-5
610.022,3.712e-5,2.442e-29,3.712e-5
610.027,6.801e-5,2.442e-29,6.801e-5
610.032,1.230e-4,2.442e-29,1.230e-4
610.037,2.193e-4,2.442e-29,2.193e-4
610.042,3.860e-4,2.442e-29,3.860e-4
610.047,6.702e-4,2.442e-29,6.702e-4
610.052,1.148e-3,2.442e-29,1.148e-3
610.057,1.941e-3,2.442e-29,1.941e-3
610.062,3.237e-3,2.442e-29,3.237e-3
610.067,5.327e-3,2.442e-29,5.327e-3
610.072,8.649e-3,2.442e-29,8.649e-3
610.077,1.386e-2,2.442e-29,1.386e-2
610.082,2.190e-2,2.442e-29,2.190e-2
610.087,3.416e-2,2.442e-29,3.416e-2
610.092,5.256e-2,2.442e-29,5.256e-2
610.097,7.980e-2,2.442e-29,7.980e-2
610.102,1.195e-1,2.443e-29,1.195e-1
610.107,1.767e-1,2.443e-29,1.767e-1
610.112,2.577e-1,2.443e-29,2.577e-1
610.117,3.707e-1,2.443e-29,3.707e-1
610.122,5.263e-1,2.443e-29,5.263e-1
610.127,7.373e-1,2.443e-29,7.373e-1
610.132,1.019e+0,2.443e-29,1.019e+0
610.137,1.389e+0,2.443e-29,1.389e+0
610.142,1.869e+0,2.443e-29,1.869e+0
610.147,2.482e+0,2.443e-29,2.482e+0
610.152,3.250e+0,2.443e-29,3.250e+0
610.157,4.201e+0,2.443e-29,4.201e+0
610.162,5.356e+0,2.443e-29,5.356e+0
610.167,6.738e+0,2.443e-29,6.738e+0
610.172,8.364e+0,2.443e-29,8.364e+0
610.178,1.065e+1,2.443e-29,1.065e+1
610.183,1.284e+1,2.443e-29,1.284e+1
610.188,1.526e+1,2.443e-29,1.526e+1
610.193,1.791e+1,2.443e-29,1.791e+1
610.198,2.073e+1,2.443e-29,2.073e+1
610.203,2.368e+1,2.443e-29,2.368e+1
610.208,2.668e+1,2.443e-29,2.668e+1
610.213,2.967e+1,2.443e-29,2.967e+1
610.218,3.255e+1,2.444e-29,3.255e+1
610.223,3.523e+1,2.444e-29,3.523e+1
610.228,3.763e+1,2.444e-29,3.763e+1
610.233,3.965e+1,2.444e-29,3.965e+1
610.238,4.122e+1,2.444e-29,4.122e+1
610.243,4.229e+1,2.444e-29,4.229e+1
610.248,4.280e+1,2.444e-29,4.280e+1
610.253,4.275e+1,2.444e-29,4.275e+1
610.258,4.212e+1,2.444e-29,4.212e+1
610.263,4.095e+1,2.444e-29,4.095e+1
610.268,3.928e+1,2.444e-29,3.928e+1
610.273,3.718e+1,2.444e-29,3.718e+1
610.278,3.471e+1,2.444e-29,3.471e+1
610.283,3.198e+1,2.444e-29,3.198e+1
610.288,2.908e+1,2.444e-29,2.908e+1
610.293,2.608e+1,2.444e-29,2.608e+1
610.298,2.308e+1,2.444e-29,2.308e+1
610.303,2.015e+1,2.444e-29,2.015e+1
610.308,1.736e+1,2.444e-29,1.736e+1
610.313,1.476e+1,2.444e-29,1.476e+1
610.318,1.238e+1,2.444e-29,1.238e+1
610.323,1.024e+1,2.444e-29,1.024e+1
610.328,8.364e+0,2.445e-29,8.364e+0
610.333,6.738e+0,2.445e-29,6.738e+0
610.338,5.356e+0,2.445e-29,5.356e+0
610.343,4.201e+0,2.445e-29,4.201e+0
610.348,3.250e+0,2.445e-29,3.250e+0
610.353,2.482e+0,2.445e-29,2.482e+0
610.358,1.869e+0,2.445e-29,1.869e+0
610.363,1.389e+0,2.445e-29,1.389e+0
610.368,1.019e+0,2.445e-29,1.019e+0
610.373,7.373e-1,2.445e-29,7.373e-1
610.378,5.263e-1,2.445e-29,5.263e-1
610.383,3.707e-1,2.445e-29,3.707e-1
610.388,2.577e-1,2.445e-29,2.577e-1
610.393,1.767e-1,2.445e-29,1.767e-1
610.398,1.195e-1,2.445e-29,1.195e-1
610.403,7.980e-2,2.445e-29,7.980e-2
610.408,5.256e-2,2.445e-29,5.256e-2
610.414,3.129e-2,2.445e-29,3.129e-2
610.419,2.001e-2,2.445e-29,2.001e-2
610.424,1.262e-2,2.445e-29,1.262e-2
610.429,7.859e-3,2.445e-29,7.859e-3
610.434,4.827e-3,2.445e-29,4.827e-3
610.439,2.926e-3,2.445e-29,2.926e-3
610.444,1.749e-3,2.446e-29,1.749e-3
610.449,1.032e-3,2.446e-29,1.032e-3
610.454,6.008e-4,2.446e-29,6.008e-4
610.459,3.451e-4,2.446e-29,3.451e-4
610.464,1.956e-4,2.446e-29,1.956e-4
610.469,1.093e-4,2.446e-29,1.093e-4
610.474,6.032e-5,2.446e-29,6.032e-5
610.479,3.283e-5,2.446e-29,3.283e-5
610.484,1.763e-5,2.446e-29,1.763e-5
610.489,9.345e-6,2.446e-29,9.345e-6
610.494,4.886e-6,2.446e-29,4.886e-6
610.499,2.520e-6,2.446e-29,2.520e-6
610.504,1.283e-6,2.446e-29,1.283e-6
610.509,6.442e-7,2.446e-29,6.442e-7
610.514,3.192e-7,2.446e-29,3.192e-7
610.519,1.561e-7,2.446e-29,1.561e-7
610.524,7.528e-8,2.446e-29,7.528e-8
610.529,3.583e-8,2.446e-29,3.583e-8
610.534,1.682e-8,2.446e-29,1.682e-8
610.539,7.795e-9,2.446e-29,7.795e-9
610.544,3.563e-9,2.446e-29,3.563e-9
610.549,1.607e-9,2.446e-29,1.607e-9
610.554,7.153e-10,2.447e-29,7.153e-10
610.559,3.141e-10,2.447e-29,3.141e-10
610.564,1.361e-10,2.447e-29,1.361e-10
610.569,5.817e-11,2.447e-29,5.817e-11
610.574,2.453e-11,2.447e-29,2.453e-11
610.579,1.021e-11,2.447e-29,1.021e-11
610.584,4.192e-12,2.447e-29,4.192e-12
610.589,1.698e-12,2.447e-29,1.698e-12
610.594,6.788e-13,2.447e-29,6.788e-13
610.599,2.677e-13,2.447e-29,2.677e-13
610.604,1.042e-13,2.447e-29,1.042e-13
610.609,3.999e-14,2.447e-29,3.999e-14
610.614,1.515e-14,2.447e-29,1.515e-14
610.619,5.662e-15,2.447e-29,5.662e-15
610.624,2.088e-15,2.447e-29,2.088e-15
610.629,7.598e-16,2.447e-29,7.598e-16
610.634,2.728e-16,2.447e-29,2.728e-16
610.639,9.662e-17,2.447e-29,9.662e-17
610.644,3.377e-17,2.447e-29,3.377e-17
610.65,9.396e-18,2.447e-29,9.396e-18
610.655,3.188e-18,2.447e-29,3.188e-18
610.66,1.067e-18,2.447e-29,1.067e-18
610.665,3.526e-19,2.448e-29,3.526e-19
610.67,1.149e-19,2.448e-29,1.149e-19
610.675,3.695e-20,2.448e-29,3.695e-20
610.68,1.173e-20,2.448e-29,1.173e-20
610.685,3.671e-21,2.448e-29,3.671e-21
610.69,1.134e-21,2.448e-29,1.134e-21
610.695,3.455e-22,2.448e-29,3.455e-22
610.7,1.039e-22,2.448e-29,1.039e-22
610.705,3.083e-23,2.448e-29,3.083e-23
610.71,9.024e-24,2.448e-29,9.024e-24
610.715,2.606e-24,2.448e-29,2.606e-24
610.72,7.427e-25,2.448e-29,7.427e-25
610.725,2.088e-25,2.448e-29,2.088e-25
610.73,5.794e-26,2.448e-29,5.794e-26
610.735,1.586e-26,2.448e-29,1.586e-26
610.74,4.283e-27,2.448e-29,4.283e-27
610.745,1.141e-27,2.448e-29,1.141e-27
610.75,3.001e-28,2.448e-29,3.001e-28
610.755,7.784e-29,2.448e-29,7.784e-29
610.76,1.992e-29,2.448e-29,1.992e-29
610.765,5.032e-30,2.448e-29,5.032e-30
610.77,1.254e-30,2.448e-29,1.254e-30
610.775,3.082e-31,2.448e-29,3.082e-31
610.78,7.477e-32,2.449e-29,7.477e-32
610.785,1.789e-32,2.449e-29,1.789e-32
610.79,4.226e-33,2.449e-29,4.226e-33
635.676,2.670e-29,2.670e-29,4.172e-29
635.681,1.056e-28,1.056e-28,4.173e-29
635.686,4.123e-28,4.123e-28,4.174e-29
635.691,1.590e-27,1.590e-27,4.175e-29
635.696,6.060e-27,6.060e-27,4.176e-29
635.701,2.281e-26,2.281e-26,4.177e-29
635.706,8.478e-26,8.478e-26,4.178e-29
635.711,3.113e-25,3.113e-25,4.178e-29
635.716,1.129e-24,1.129e-24,4.179e-29
635.721,4.044e-24,4.044e-24,4.180e-29
635.726,1.431e-23,1.431e-23,4.181e-29
635.731,5.000e-23,5.000e-23,4.182e-29
635.736,1.726e-22,1.726e-22,4.183e-29
635.741,5.885e-22,5.885e-22,4.183e-29
635.746,1.982e-21,1.982e-21,4.184e-29
635.751,6.592e-21,6.592e-21,4.185e-29
635.756,2.166e-20,2.166e-20,4.186e-29
635.761,7.028e-20,7.028e-20,4.187e-29
635.766,2.253e-19,2.253e-19,4.188e-29
635.771,7.132e-19,7.132e-19,4.188e-29
635.776,2.230e-18,2.230e-18,4.189e-29
635.781,6.888e-18,6.888e-18,4.190e-29
635.786,2.101e-17,2.101e-17,4.191e-29
635.791,6.332e-17,6.332e-17,4.192e-29
635.796,1.885e-16,1.885e-16,4.193e-29
635.801,5.540e-16,5.540e-16,4.193e-29
635.806,1.609e-15,1.609e-15,4.194e-29
635.811,4.614e-15,4.614e-15,4.195e-29
635.816,1.307e-14,1.307e-14,4.196e-29
635.821,3.657e-14,3.657e-14,4.197e-29
635.826,1.011e-13,1.011e-13,4.198e-29
635.831,2.759e-13,2.759e-13,4.198e-29
635.836,7.438e-13,7.438e-13,4.199e-29
635.841,1.981e-12,1.981e-12,4.200e-29
635.846,5.211e-12,5.211e-12,4.201e-29
635.851,1.354e-11,1.354e-11,4.202e-29
635.856,3.474e-11,3.474e-11,4.203e-29
635.861,8.807e-11,8.807e-11,4.203e-29
635.866,2.205e-10,2.205e-10,4.204e-29
635.871,5.453e-10,5.453e-10,4.205e-29
635.876,1.332e-9,1.332e-9,4.206e-29
635.882,3.826e-9,3.826e-9,4.207e-29
635.887,9.095e-9,9.095e-9,4.208e-29
635.892,2.136e-8,2.136e-8,4.209e-29
635.897,4.952e-8,4.952e-8,4.210e-29
635.902,1.134e-7,1.134e-7,4.210e-29
635.907,2.567e-7,2.567e-7,4.211e-29
635.912,5.736e-7,5.736e-7,4.212e-29
635.917,1.266e-6,1.266e-6,4.213e-29
635.922,2.760e-6,2.760e-6,4.214e-29
635.927,5.944e-6,5.944e-6,4.215e-29
635.932,1.264e-5,1.264e-5,4.215e-29
635.937,2.656e-5,2.656e-5,4.216e-29
635.942,5.511e-5,5.511e-5,4.217e-29
635.947,1.130e-4,1.130e-4,4.218e-29
635.952,2.287e-4,2.287e-4,4.219e-29
635.957,4.573e-4,4.573e-4,4.220e-29
635.962,9.031e-4,9.031e-4,4.220e-29
635.967,1.762e-3,1.762e-3,4.221e-29
635.972,3.395e-3,3.395e-3,4.222e-29
635.977,6.461e-3,6.461e-3,4.223e-29
635.982,1.215e-2,1.215e-2,4.224e-29
635.987,2.255e-2,2.255e-2,4.225e-29
635.992,4.136e-2,4.136e-2,4.225e-29
635.997,7.492e-2,7.492e-2,4.226e-29
636.002,1.340e-1,1.340e-1,4.227e-29
636.007,2.369e-1,2.369e-1,4.228e-29
636.012,4.135e-1,4.135e-1,4.229e-29
636.017,7.129e-1,7.129e-1,4.230e-29
636.022,1.214e+0,1.214e+0,4.230e-29
636.027,2.042e+0,2.042e+0,4.231e-29
636.032,3.393e+0,3.393e+0,4.232e-29
636.037,5.568e+0,5.568e+0,4.233e-29
636.042,9.025e+0,9.025e+0,4.234e-29
636.047,1.445e+1,1.445e+1,4.235e-29
636.052,2.285e+1,2.285e+1,4.236e-29
636.057,3.568e+1,3.568e+1,4.236e-29
636.062,5.505e+1,5.505e+1,4.237e-29
636.067,8.389e+1,8.389e+1,4.238e-29
636.072,1.263e+2,1.263e+2,4.239e-29
636.077,1.877e+2,1.877e+2,4.240e-29
636.082,2.756e+2,2.756e+2,4.241e-29
636.087,3.997e+2,3.997e+2,4.241e-29
636.092,5.726e+2,5.726e+2,4.242e-29
636.097,8.102e+2,8.102e+2,4.243e-29
636.102,1.132e+3,1.132e+3,4.244e-29
636.107,1.563e+3,1.563e+3,4.245e-29
636.112,2.131e+3,2.131e+3,4.246e-29
636.118,3.042e+3,3.042e+3,4.247e-29
636.123,4.036e+3,4.036e+3,4.247e-29
636.128,5.290e+3,5.290e+3,4.248e-29
636.133,6.848e+3,6.848e+3,4.249e-29
636.138,8.756e+3,8.756e+3,4.250e-29
636.143,1.106e+4,1.106e+4,4.251e-29
636.148,1.380e+4,1.380e+4,4.252e-29
636.153,1.700e+4,1.700e+4,4.252e-29
636.158,2.069e+4,2.069e+4,4.253e-29
636.163,2.487e+4,2.487e+4,4.254e-29
636.168,2.952e+4,2.952e+4,4.255e-29
636.173,3.462e+4,3.462e+4,4.256e-29
636.178,4.011e+4,4.011e+4,4.257e-29
636.183,4.589e+4,4.589e+4,4.257e-29
636.188,5.185e+4,5.185e+4,4.258e-29
636.193,5.788e+4,5.788e+4,4.259e-29
636.198,6.381e+4,6.381e+4,4.260e-29
636.203,6.949e+4,6.949e+4,4.261e-29
636.208,7.474e+4,7.474e+4,4.262e-29
636.213,7.941e+4,7.941e+4,4.263e-29
636.218,8.333e+4,8.333e+4,4.263e-29
636.223,8.636e+4,8.636e+4,4.264e-29
636.228,8.842e+4,8.842e+4,4.265e-29
636.233,8.940e+4,8.940e+4,4.266e-29
636.238,8.929e+4,8.929e+4,4.267e-29
636.243,8.809e+4,8.809e+4,4.268e-29
636.248,8.583e+4,8.583e+4,4.268e-29
636.253,8.261e+4,8.261e+4,4.269e-29
636.258,7.853e+4,7.853e+4,4.270e-29
636.263,7.373e+4,7.373e+4,4.271e-29
636.268,6.838e+4,6.838e+4,4.272e-29
636.273,6.264e+4,6.264e+4,4.273e-29
636.278,5.668e+4,5.668e+4,4.273e-29
636.283,5.065e+4,5.065e+4,4.274e-29
636.288,4.471e+4,4.471e+4,4.275e-29
636.293,3.898e+4,3.898e+4,4.276e-29
636.298,3.357e+4,3.357e+4,4.277e-29
636.303,2.856e+4,2.856e+4,4.278e-29
636.308,2.399e+4,2.399e+4,4.278e-29
636.313,1.991e+4,1.991e+4,4.279e-29
636.318,1.632e+4,1.632e+4,4.280e-29
636.323,1.321e+4,1.321e+4,4.281e-29
636.328,1.056e+4,1.056e+4,4.282e-29
636.333,8.344e+3,8.344e+3,4.283e-29
636.338,6.510e+3,6.510e+3,4.283e-29
636.343,5.016e+3,5.016e+3,4.284e-29
636.348,3.818e+3,3.818e+3,4.285e-29
636.354,2.707e+3,2.707e+3,4.286e-29
636.359,2.005e+3,2.005e+3,4.287e-29
636.364,1.467e+3,1.467e+3,4.288e-29
636.369,1.060e+3,1.060e+3,4.289e-29
636.374,7.566e+2,7.566e+2,4.290e-29
636.379,5.334e+2,5.334e+2,4.290e-29
636.384,3.714e+2,3.714e+2,4.291e-29
636.389,2.555e+2,2.555e+2,4.292e-29
636.394,1.736e+2,1.736e+2,4.293e-29
636.399,1.165e+2,1.165e+2,4.294e-29
636.404,7.719e+1,7.719e+1,4.295e-29
636.409,5.053e+1,5.053e+1,4.295e-29
636.414,3.267e+1,3.267e+1,4.296e-29
636.419,2.087e+1,2.087e+1,4.297e-29
636.424,1.316e+1,1.316e+1,4.298e-29
636.429,8.202e+0,8.202e+0,4.299e-29
636.434,5.048e+0,5.048e+0,4.300e-29
636.439,3.068e+0,3.068e+0,4.300e-29
636.444,1.842e+0,1.842e+0,4.301e-29
636.449,1.093e+0,1.093e+0,4.302e-29
636.454,6.400e-1,6.400e-1,4.303e-29
636.459,3.703e-1,3.703e-1,4.304e-29
636.464,2.116e-1,2.116e-1,4.305e-29
636.469,1.194e-1,1.194e-1,4.305e-29
636.474,6.659e-2,6.659e-2,4.306e-29
636.479,3.667e-2,3.667e-2,4.307e-29
636.484,1.995e-2,1.995e-2,4.308e-29
636.489,1.072e-2,1.072e-2,4.309e-29
636.494,5.686e-3,5.686e-3,4.310e-29
636.499,2.980e-3,2.980e-3,4.310e-29
636.504,1.543e-3,1.543e-3,4.311e-29
636.509,7.890e-4,7.890e-4,4.312e-29
636.514,3.985e-4,3.985e-4,4.313e-29
636.519,1.988e-4,1.988e-4,4.314e-29
636.524,9.795e-5,9.795e-5,4.315e-29
636.529,4.767e-5,4.767e-5,4.315e-29
636.534,2.292e-5,2.292e-5,4.316e-29
636.539,1.088e-5,1.088e-5,4.317e-29
636.544,5.103e-6,5.103e-6,4.318e-29
636.549,2.364e-6,2.364e-6,4.319e-29
636.554,1.082e-6,1.082e-6,4.320e-29
636.559,4.888e-7,4.888e-7,4.321e-29
636.564,2.182e-7,2.182e-7,4.321e-29
636.569,9.621e-8,9.621e-8,4.322e-29
636.574,4.190e-8,4.190e-8,4.323e-29
636.579,1.802e-8,1.802e-8,4.324e-29
636.584,7.657e-9,7.657e-9,4.325e-29
636.59,2.697e-9,2.697e-9,4.326e-29
636.595,1.115e-9,1.115e-9,4.327e-29
636.6,4.554e-10,4.554e-10,4.327e-29
636.605,1.837e-10,1.837e-10,4.328e-29
636.61,7.319e-11,7.319e-11,4.329e-29
636.615,2.880e-11,2.880e-11,4.330e-29
636.62,1.120e-11,1.120e-11,4.331e-29
636.625,4.299e-12,4.299e-12,4.332e-29
636.63,1.630e-12,1.630e-12,4.332e-29
636.635,6.106e-13,6.106e-13,4.333e-29
636.64,2.259e-13,2.259e-13,4.334e-29
636.645,8.255e-14,8.255e-14,4.335e-29
636.65,2.980e-14,2.980e-14,4.336e-29
636.655,1.062e-14,1.062e-14,4.337e-29
636.66,3.741e-15,3.741e-15,4.337e-29
636.665,1.301e-15,1.301e-15,4.338e-29
636.67,4.470e-16,4.470e-16,4.339e-29
636.675,1.517e-16,1.517e-16,4.340e-29
636.68,5.083e-17,5.083e-17,4.341e-29
636.685,1.683e-17,1.683e-17,4.342e-29
636.69,5.502e-18,5.502e-18,4.342e-29
636.695,1.777e-18,1.777e-18,4.343e-29
636.7,5.669e-19,5.669e-19,4.344e-29
636.705,1.786e-19,1.786e-19,4.345e-29
636.71,5.559e-20,5.559e-20,4.346e-29
636.715,1.709e-20,1.709e-20,4.347e-29
636.72,5.189e-21,5.189e-21,4.348e-29
636.725,1.556e-21,1.556e-21,4.348e-29
636.73,4.609e-22,4.609e-22,4.349e-29
636.735,1.349e-22,1.349e-22,4.350e-29
636.74,3.897e-23,3.897e-23,4.351e-29
636.745,1.112e-23,1.112e-23,4.352e-29
636.75,3.136e-24,3.136e-24,4.353e-29
636.755,8.734e-25,8.734e-25,4.353e-29
636.76,2.402e-25,2.402e-25,4.354e-29
636.765,6.527e-26,6.527e-26,4.355e-29
636.77,1.751e-26,1.751e-26,4.356e-29
636.775,4.642e-27,4.642e-27,4.357e-29
636.78,1.215e-27,1.215e-27,4.358e-29
636.785,3.142e-28,3.142e-28,4.358e-29
758.22,2.472e-28,,2.472e-28
758.225,7.349e-28,,7.349e-28
758.23,2.166e-27,,2.166e-27
758.235,6.330e-27,,6.330e-27
758.24,1.834e-26,,1.834e-26
758.245,5.266e-26,,5.266e-26
758.25,1.499e-25,,1.499e-25
758.255,4.232e-25,,4.232e-25
