Wavelength (nm),Sum(calc),Zn I (3.9e-1),Zn II (6.1e-1)
255.925,9.222e-8,5.770e-52,9.222e-8
255.93,1.217e-8,5.771e-52,1.217e-8
255.935,1.488e-9,5.772e-52,1.488e-9
255.94,1.686e-10,5.772e-52,1.686e-10
255.945,1.769e-11,5.773e-52,1.769e-11
255.95,1.720e-12,5.774e-52,1.720e-12
255.955,1.550e-13,5.774e-52,1.550e-13
255.96,1.293e-14,5.775e-52,1.293e-14
255.965,9.997e-16,5.776e-52,9.997e-16
255.97,7.160e-17,5.777e-52,7.160e-17
255.975,4.751e-18,5.777e-52,4.751e-18
255.981,1.656e-19,5.778e-52,1.656e-19
255.986,9.290e-21,5.779e-52,9.290e-21
255.991,4.827e-22,5.779e-52,4.827e-22
255.996,2.324e-23,5.780e-52,2.324e-23
256.001,1.036e-24,5.781e-52,1.036e-24
256.006,4.281e-26,5.782e-52,4.281e-26
256.011,1.638e-27,5.782e-52,1.638e-27
256.016,5.810e-29,5.783e-52,5.810e-29
256.021,1.908e-30,5.784e-52,1.908e-30
256.026,5.808e-32,5.784e-52,5.808e-32
256.031,1.637e-33,5.785e-52,1.637e-33
256.036,4.277e-35,5.786e-52,4.277e-35
256.041,1.035e-36,5.786e-52,1.035e-36
256.046,2.320e-38,5.787e-52,2.320e-38
256.051,4.819e-40,5.788e-52,4.819e-40
256.056,9.272e-42,5.788e-52,9.272e-42
256.061,1.653e-43,5.789e-52,1.653e-43
256.066,2.729e-45,5.790e-52,2.729e-45
256.071,4.175e-47,5.790e-52,4.175e-47
256.076,5.918e-49,5.791e-52,5.918e-49
256.081,7.771e-51,5.792e-52,7.771e-51
256.086,9.452e-53,5.793e-52,9.452e-53
256.091,1.065e-54,5.793e-52,1.065e-54
256.096,1.112e-56,5.794e-52,1.112e-56
256.101,1.076e-58,5.795e-52,1.076e-58
256.106,9.640e-61,5.795e-52,9.640e-61
256.111,8.002e-63,5.796e-52,8.002e-63
256.116,6.155e-65,5.797e-52,6.155e-65
256.121,4.385e-67,5.797e-52,4.385e-67
256.126,2.895e-69,5.798e-52,2.895e-69
256.734,2.022e-70,5.882e-52,2.022e-70
256.739,2.916e-68,5.883e-52,2.916e-68
256.744,3.897e-66,5.883e-52,3.897e-66
256.749,4.830e-64,5.884e-52,4.830e-64
256.754,5.550e-62,5.885e-52,5.550e-62
256.759,5.912e-60,5.886e-52,5.912e-60
256.764,5.839e-58,5.886e-52,5.839e-58
256.769,5.347e-56,5.887e-52,5.347e-56
256.774,4.539e-54,5.888e-52,4.539e-54
256.779,3.573e-52,5.888e-52,3.573e-52
256.784,2.607e-50,5.889e-52,2.607e-50
256.789,1.764e-48,5.890e-52,1.764e-48
256.794,1.106e-46,5.890e-52,1.106e-46
256.799,6.434e-45,5.891e-52,6.434e-45
256.804,3.469e-43,5.892e-52,3.469e-43
256.809,1.734e-41,5.892e-52,1.734e-41
256.814,8.037e-40,5.893e-52,8.037e-40
256.819,3.453e-38,5.894e-52,3.453e-38
256.824,1.376e-36,5.895e-52,1.376e-36
256.829,5.081e-35,5.895e-52,5.081e-35
256.834,1.740e-33,5.896e-52,1.740e-33
256.839,5.524e-32,5.897e-52,5.524e-32
256.844,1.626e-30,5.897e-52,1.626e-30
256.849,4.437e-29,5.898e-52,4.437e-29
256.854,1.123e-27,5.899e-52,1.123e-27
256.859,2.633e-26,5.899e-52,2.633e-26
256.864,5.726e-25,5.900e-52,5.726e-25
256.869,1.155e-23,5.901e-52,1.155e-23
256.874,2.158e-22,5.901e-52,2.158e-22
256.879,3.740e-21,5.902e-52,3.740e-21
256.884,6.010e-20,5.903e-52,6.010e-20
256.889,8.953e-19,5.904e-52,8.953e-19
256.894,1.237e-17,5.904e-52,1.237e-17
256.899,1.583e-16,5.905e-52,1.583e-16
256.904,1.880e-15,5.906e-52,1.880e-15
256.909,2.069e-14,5.906e-52,2.069e-14
256.914,2.112e-13,5.907e-52,2.112e-13
256.919,1.998e-12,5.908e-52,1.998e-12
256.925,2.681e-11,5.908e-52,2.681e-11
256.93,2.148e-10,5.909e-52,2.148e-10
256.935,1.595e-9,5.910e-52,1.595e-9
256.94,1.098e-8,5.911e-52,1.098e-8
256.945,7.010e-8,5.911e-52,7.010e-8
256.95,4.149e-7,5.912e-52,4.149e-7
256.955,2.277e-6,5.913e-52,2.277e-6
256.96,1.158e-5,5.913e-52,1.158e-5
256.965,5.463e-5,5.914e-52,5.463e-5
256.97,2.389e-4,5.915e-52,2.389e-4
256.975,9.685e-4,5.915e-52,9.685e-4
256.98,3.641e-3,5.916e-52,3.641e-3
256.985,1.269e-2,5.917e-52,1.269e-2
256.99,4.099e-2,5.917e-52,4.099e-2
256.995,1.228e-1,5.918e-52,1.228e-1
257,3.410e-1,5.919e-52,3.410e-1
257.005,8.781e-1,5.920e-52,8.781e-1
257.01,2.096e+0,5.920e-52,2.096e+0
257.015,4.639e+0,5.921e-52,4.639e+0
257.02,9.520e+0,5.922e-52,9.520e+0
257.025,1.811e+1,5.922e-52,1.811e+1
257.03,3.194e+1,5.923e-52,3.194e+1
257.035,5.224e+1,5.924e-52,5.224e+1
257.04,7.919e+1,5.924e-52,7.919e+1
257.045,1.113e+2,5.925e-52,1.113e+2
257.05,1.451e+2,5.926e-52,1.451e+2
257.055,1.753e+2,5.926e-52,1.753e+2
257.06,1.963e+2,5.927e-52,1.963e+2
257.065,2.039e+2,5.928e-52,2.039e+2
257.07,1.963e+2,5.929e-52,1.963e+2
257.075,1.753e+2,5.929e-52,1.753e+2
257.08,1.451e+2,5.930e-52,1.451e+2
257.085,1.113e+2,5.931e-52,1.113e+2
257.09,7.919e+1,5.931e-52,7.919e+1
257.095,5.224e+1,5.932e-52,5.224e+1
257.1,3.194e+1,5.933e-52,3.194e+1
257.105,1.811e+1,5.933e-52,1.811e+1
257.11,9.520e+0,5.934e-52,9.520e+0
257.115,4.639e+0,5.935e-52,4.639e+0
257.12,2.096e+0,5.935e-52,2.096e+0
257.125,8.781e-1,5.936e-52,8.781e-1
257.13,3.410e-1,5.937e-52,3.410e-1
257.135,1.228e-1,5.937e-52,1.228e-1
257.14,4.099e-2,5.938e-52,4.099e-2
257.145,1.269e-2,5.939e-52,1.269e-2
257.15,3.641e-3,5.940e-52,3.641e-3
257.155,9.685e-4,5.940e-52,9.685e-4
257.161,1.789e-4,5.941e-52,1.789e-4
257.166,4.030e-5,5.942e-52,4.030e-5
257.171,8.417e-6,5.942e-52,8.417e-6
257.176,1.630e-6,5.943e-52,1.630e-6
257.181,2.925e-7,5.944e-52,2.925e-7
257.186,4.868e-8,5.945e-52,4.868e-8
257.191,7.511e-9,5.945e-52,7.511e-9
257.196,1.075e-9,5.946e-52,1.075e-9
257.201,1.425e-10,5.947e-52,1.425e-10
257.206,1.752e-11,5.947e-52,1.752e-11
257.211,1.998e-12,5.948e-52,1.998e-12
257.216,2.112e-13,5.949e-52,2.112e-13
257.221,2.069e-14,5.949e-52,2.069e-14
257.226,1.880e-15,5.950e-52,1.880e-15
257.231,1.583e-16,5.951e-52,1.583e-16
257.236,1.237e-17,5.951e-52,1.237e-17
257.241,8.953e-19,5.952e-52,8.953e-19
257.246,6.010e-20,5.953e-52,6.010e-20
257.251,3.740e-21,5.954e-52,3.740e-21
257.256,2.158e-22,5.954e-52,2.158e-22
257.261,1.155e-23,5.955e-52,1.155e-23
257.266,5.726e-25,5.956e-52,5.726e-25
257.271,2.633e-26,5.956e-52,2.633e-26
257.276,1.123e-27,5.957e-52,1.123e-27
257.281,4.437e-29,5.958e-52,4.437e-29
257.286,1.626e-30,5.958e-52,1.626e-30
257.291,5.524e-32,5.959e-52,5.524e-32
257.296,1.740e-33,5.960e-52,1.740e-33
257.301,5.081e-35,5.960e-52,5.081e-35
257.306,1.376e-36,5.961e-52,1.376e-36
257.311,3.453e-38,5.962e-52,3.453e-38
257.316,8.037e-40,5.962e-52,8.037e-40
257.321,1.734e-41,5.963e-52,1.734e-41
257.326,3.469e-43,5.964e-52,3.469e-43
257.331,6.434e-45,5.965e-52,6.434e-45
257.336,1.106e-46,5.965e-52,1.106e-46
257.341,1.764e-48,5.966e-52,1.764e-48
257.346,2.607e-50,5.967e-52,2.607e-50
257.351,3.573e-52,5.967e-52,3.573e-52
257.356,4.539e-54,5.968e-52,4.539e-54
257.361,5.347e-56,5.969e-52,5.347e-56
257.366,5.839e-58,5.969e-52,5.839e-58
257.371,5.912e-60,5.970e-52,5.912e-60
257.376,5.550e-62,5.971e-52,5.550e-62
257.381,4.830e-64,5.971e-52,4.830e-64
257.386,3.897e-66,5.972e-52,3.897e-66
257.391,2.916e-68,5.973e-52,2.916e-68
327.86,1.571e-51,1.571e-51,8.935e-39
327.865,4.894e-50,4.894e-50,8.936e-39
327.87,1.455e-48,1.455e-48,8.937e-39
327.875,4.132e-47,4.132e-47,8.937e-39
327.88,1.120e-45,1.120e-45,8.938e-39
327.885,2.898e-44,2.898e-44,8.938e-39
327.89,7.160e-43,7.160e-43,8.939e-39
327.895,1.688e-41,1.688e-41,8.940e-39
327.9,3.801e-40,3.801e-40,8.940e-39
327.906,1.500e-38,1.500e-38,8.941e-39
327.911,3.050e-37,3.050e-37,8.942e-39
327.916,5.919e-36,5.919e-36,8.942e-39
327.921,1.096e-34,1.096e-34,8.943e-39
327.926,1.939e-33,1.939e-33,8.944e-39
327.931,3.274e-32,3.274e-32,8.944e-39
327.936,5.277e-31,5.277e-31,8.945e-39
327.941,8.119e-30,8.119e-30,8.946e-39
327.946,1.193e-28,1.193e-28,8.946e-39
327.951,1.672e-27,1.672e-27,8.947e-39
327.956,2.239e-26,2.239e-26,8.947e-39
327.961,2.861e-25,2.861e-25,8.948e-39
327.966,3.491e-24,3.491e-24,8.949e-39
327.971,4.066e-23,4.066e-23,8.949e-39
327.976,4.521e-22,4.521e-22,8.950e-39
327.981,4.799e-21,4.799e-21,8.951e-39
327.986,4.863e-20,4.863e-20,8.951e-39
327.991,4.704e-19,4.704e-19,8.952e-39
327.996,4.345e-18,4.345e-18,8.952e-39
328.001,3.830e-17,3.830e-17,8.953e-39
328.006,3.224e-16,3.224e-16,8.954e-39
328.011,2.590e-15,2.590e-15,8.954e-39
328.016,1.987e-14,1.987e-14,8.955e-39
328.021,1.455e-13,1.455e-13,8.956e-39
328.026,1.017e-12,1.017e-12,8.956e-39
328.031,6.787e-12,6.787e-12,8.957e-39
328.036,4.324e-11,4.324e-11,8.958e-39
328.041,2.630e-10,2.630e-10,8.958e-39
328.046,1.527e-9,1.527e-9,8.959e-39
328.051,8.464e-9,8.464e-9,8.959e-39
328.056,4.479e-8,4.479e-8,8.960e-39
328.061,2.262e-7,2.262e-7,8.961e-39
328.066,1.091e-6,1.091e-6,8.961e-39
328.071,5.023e-6,5.023e-6,8.962e-39
328.076,2.207e-5,2.207e-5,8.963e-39
328.081,9.262e-5,9.262e-5,8.963e-39
328.086,3.710e-4,3.710e-4,8.964e-39
328.091,1.419e-3,1.419e-3,8.965e-39
328.096,5.178e-3,5.178e-3,8.965e-39
328.101,1.804e-2,1.804e-2,8.966e-39
328.106,6.003e-2,6.003e-2,8.966e-39
328.111,1.907e-1,1.907e-1,8.967e-39
328.116,5.780e-1,5.780e-1,8.968e-39
328.121,1.673e+0,1.673e+0,8.968e-39
328.126,4.623e+0,4.623e+0,8.969e-39
328.131,1.219e+1,1.219e+1,8.970e-39
328.136,3.071e+1,3.071e+1,8.970e-39
328.142,8.749e+1,8.749e+1,8.971e-39
328.147,1.989e+2,1.989e+2,8.972e-39
328.152,4.318e+2,4.318e+2,8.972e-39
328.157,8.948e+2,8.948e+2,8.973e-39
328.162,1.770e+3,1.770e+3,8.974e-39
328.167,3.343e+3,3.343e+3,8.974e-39
328.172,6.027e+3,6.027e+3,8.975e-39
328.177,1.037e+4,1.037e+4,8.975e-39
328.182,1.705e+4,1.705e+4,8.976e-39
328.187,2.674e+4,2.674e+4,8.977e-39
328.192,4.004e+4,4.004e+4,8.977e-39
328.197,5.724e+4,5.724e+4,8.978e-39
328.202,7.811e+4,7.811e+4,8.979e-39
328.207,1.018e+5,1.018e+5,8.979e-39
328.212,1.266e+5,1.266e+5,8.980e-39
328.217,1.503e+5,1.503e+5,8.981e-39
328.222,1.703e+5,1.703e+5,8.981e-39
328.227,1.843e+5,1.843e+5,8.982e-39
328.232,1.904e+5,1.904e+5,8.982e-39
328.237,1.878e+5,1.878e+5,8.983e-39
328.242,1.768e+5,1.768e+5,8.984e-39
328.247,1.589e+5,1.589e+5,8.984e-39
328.252,1.363e+5,1.363e+5,8.985e-39
328.257,1.117e+5,1.117e+5,8.986e-39
328.262,8.731e+4,8.731e+4,8.986e-39
328.267,6.518e+4,6.518e+4,8.987e-39
328.272,4.645e+4,4.645e+4,8.987e-39
328.277,3.160e+4,3.160e+4,8.988e-39
328.282,2.052e+4,2.052e+4,8.989e-39
328.287,1.272e+4,1.272e+4,8.989e-39
328.292,7.531e+3,7.531e+3,8.990e-39
328.297,4.256e+3,4.256e+3,8.991e-39
328.302,2.296e+3,2.296e+3,8.991e-39
328.307,1.182e+3,1.182e+3,8.992e-39
328.312,5.812e+2,5.812e+2,8.993e-39
328.317,2.728e+2,2.728e+2,8.993e-39
328.322,1.222e+2,1.222e+2,8.994e-39
328.327,5.227e+1,5.227e+1,8.994e-39
328.332,2.134e+1,2.134e+1,8.995e-39
328.337,8.319e+0,8.319e+0,8.996e-39
328.342,3.096e+0,3.096e+0,8.996e-39
328.347,1.100e+0,1.100e+0,8.997e-39
328.352,3.730e-1,3.730e-1,8.998e-39
328.357,1.208e-1,1.208e-1,8.998e-39
328.362,3.732e-2,3.732e-2,8.999e-39
328.367,1.101e-2,1.101e-2,9.000e-39
328.372,3.102e-3,3.102e-3,9.000e-39
328.378,6.379e-4,6.379e-4,9.001e-39
328.383,1.622e-4,1.622e-4,9.002e-39
328.388,3.939e-5,3.939e-5,9.002e-39
328.393,9.131e-6,9.131e-6,9.003e-39
328.398,2.021e-6,2.021e-6,9.003e-39
328.403,4.269e-7,4.269e-7,9.004e-39
328.408,8.608e-8,8.608e-8,9.005e-39
328.413,1.657e-8,1.657e-8,9.005e-39
328.418,3.046e-9,3.046e-9,9.006e-39
328.423,5.345e-10,5.345e-10,9.007e-39
328.428,8.952e-11,8.952e-11,9.007e-39
328.433,1.431e-11,1.431e-11,9.008e-39
328.438,2.185e-12,2.185e-12,9.009e-39
328.443,3.185e-13,3.185e-13,9.009e-39
328.448,4.430e-14,4.430e-14,9.010e-39
328.453,5.884e-15,5.884e-15,9.010e-39
328.458,7.461e-16,7.461e-16,9.011e-39
328.463,9.030e-17,9.030e-17,9.012e-39
328.468,1.043e-17,1.043e-17,9.012e-39
328.473,1.151e-18,1.151e-18,9.013e-39
328.478,1.212e-19,1.212e-19,9.014e-39
328.483,1.219e-20,1.219e-20,9.014e-39
328.488,1.170e-21,1.170e-21,9.015e-39
328.493,1.072e-22,1.072e-22,9.015e-39
328.498,9.373e-24,9.373e-24,9.016e-39
328.503,7.826e-25,7.826e-25,9.017e-39
328.508,6.239e-26,6.239e-26,9.017e-39
328.513,4.747e-27,4.747e-27,9.018e-39
328.518,3.449e-28,3.449e-28,9.019e-39
328.523,2.392e-29,2.392e-29,9.019e-39
328.528,1.584e-30,1.584e-30,9.020e-39
328.533,1.001e-31,1.001e-31,9.021e-39
328.538,6.040e-33,6.040e-33,9.021e-39
328.543,3.479e-34,3.479e-34,9.022e-39
328.548,1.913e-35,1.913e-35,9.022e-39
328.553,1.004e-36,1.004e-36,9.023e-39
328.558,5.033e-38,5.033e-38,9.024e-39
328.563,2.408e-39,2.408e-39,9.024e-39
328.568,1.100e-40,1.100e-40,9.025e-39
328.573,4.796e-42,4.796e-42,9.026e-39
328.578,1.996e-43,1.996e-43,9.026e-39
328.583,7.933e-45,7.933e-45,9.027e-39
328.588,3.009e-46,3.009e-46,9.028e-39
328.593,1.090e-47,1.090e-47,9.028e-39
328.598,3.768e-49,3.768e-49,9.029e-39
328.603,1.244e-50,1.244e-50,9.029e-39
329.884,8.482e-51,8.482e-51,9.192e-39
329.889,2.557e-49,2.557e-49,9.193e-39
329.894,7.363e-48,7.363e-48,9.193e-39
329.899,2.025e-46,2.025e-46,9.194e-39
329.904,5.321e-45,5.321e-45,9.194e-39
329.909,1.335e-43,1.335e-43,9.195e-39
329.914,3.201e-42,3.201e-42,9.196e-39
329.919,7.329e-41,7.329e-41,9.196e-39
329.924,1.603e-39,1.603e-39,9.197e-39
329.929,3.349e-38,3.349e-38,9.198e-39
329.934,6.682e-37,6.682e-37,9.198e-39
329.939,1.274e-35,1.274e-35,9.199e-39
329.944,2.319e-34,2.319e-34,9.199e-39
329.949,4.033e-33,4.033e-33,9.200e-39
329.954,6.699e-32,6.699e-32,9.201e-39
329.959,1.063e-30,1.063e-30,9.201e-39
329.964,1.611e-29,1.611e-29,9.202e-39
329.969,2.332e-28,2.332e-28,9.203e-39
329.974,3.225e-27,3.225e-27,9.203e-39
329.979,4.261e-26,4.261e-26,9.204e-39
329.984,5.376e-25,5.376e-25,9.205e-39
329.989,6.478e-24,6.478e-24,9.205e-39
329.994,7.458e-23,7.458e-23,9.206e-39
329.999,8.201e-22,8.201e-22,9.206e-39
330.004,8.613e-21,8.613e-21,9.207e-39
330.009,8.642e-20,8.642e-20,9.208e-39
330.014,8.281e-19,8.281e-19,9.208e-39
330.019,7.581e-18,7.581e-18,9.209e-39
330.024,6.628e-17,6.628e-17,9.210e-39
330.03,8.417e-16,8.417e-16,9.210e-39
330.035,6.653e-15,6.653e-15,9.211e-39
330.04,5.024e-14,5.024e-14,9.212e-39
330.045,3.623e-13,3.623e-13,9.212e-39
330.05,2.496e-12,2.496e-12,9.213e-39
330.055,1.642e-11,1.642e-11,9.214e-39
330.06,1.032e-10,1.032e-10,9.214e-39
330.065,6.199e-10,6.199e-10,9.215e-39
330.07,3.555e-9,3.555e-9,9.215e-39
330.075,1.947e-8,1.947e-8,9.216e-39
330.08,1.019e-7,1.019e-7,9.217e-39
330.085,5.093e-7,5.093e-7,9.217e-39
330.09,2.431e-6,2.431e-6,9.218e-39
330.095,1.109e-5,1.109e-5,9.219e-39
330.1,4.829e-5,4.829e-5,9.219e-39
330.105,2.009e-4,2.009e-4,9.220e-39
330.11,7.986e-4,7.986e-4,9.221e-39
330.115,3.032e-3,3.032e-3,9.221e-39
330.12,1.099e-2,1.099e-2,9.222e-39
330.125,3.808e-2,3.808e-2,9.222e-39
330.13,1.260e-1,1.260e-1,9.223e-39
330.135,3.981e-1,3.981e-1,9.224e-39
330.14,1.202e+0,1.202e+0,9.224e-39
330.145,3.465e+0,3.465e+0,9.225e-39
330.15,9.543e+0,9.543e+0,9.226e-39
330.155,2.511e+1,2.511e+1,9.226e-39
330.16,6.309e+1,6.309e+1,9.227e-39
330.165,1.514e+2,1.514e+2,9.228e-39
330.17,3.473e+2,3.473e+2,9.228e-39
330.175,7.606e+2,7.606e+2,9.229e-39
330.18,1.591e+3,1.591e+3,9.229e-39
330.185,3.180e+3,3.180e+3,9.230e-39
330.19,6.072e+3,6.072e+3,9.231e-39
330.195,1.107e+4,1.107e+4,9.231e-39
330.2,1.930e+4,1.930e+4,9.232e-39
330.205,3.213e+4,3.213e+4,9.233e-39
330.21,5.111e+4,5.111e+4,9.233e-39
330.215,7.769e+4,7.769e+4,9.234e-39
330.22,1.129e+5,1.129e+5,9.234e-39
330.225,1.568e+5,1.568e+5,9.235e-39
330.23,2.083e+5,2.083e+5,9.236e-39
330.235,2.648e+5,2.648e+5,9.236e-39
330.24,3.223e+5,3.223e+5,9.237e-39
330.245,3.760e+5,3.760e+5,9.238e-39
330.25,4.207e+5,4.207e+5,9.238e-39
330.255,4.522e+5,4.522e+5,9.239e-39
330.26,4.681e+5,4.681e+5,9.240e-39
330.266,4.655e+5,4.655e+5,9.240e-39
330.271,4.472e+5,4.472e+5,9.241e-39
330.276,4.174e+5,4.174e+5,9.242e-39
330.281,3.798e+5,3.798e+5,9.242e-39
330.286,3.380e+5,3.380e+5,9.243e-39
330.291,2.949e+5,2.949e+5,9.243e-39
330.296,2.524e+5,2.524e+5,9.244e-39
330.301,2.120e+5,2.120e+5,9.245e-39
330.306,1.744e+5,1.744e+5,9.245e-39
330.311,1.402e+5,1.402e+5,9.246e-39
330.316,1.097e+5,1.097e+5,9.247e-39
330.321,8.333e+4,8.333e+4,9.247e-39
330.326,6.122e+4,6.122e+4,9.248e-39
330.331,4.338e+4,4.338e+4,9.249e-39
330.336,2.958e+4,2.958e+4,9.249e-39
330.341,1.937e+4,1.937e+4,9.250e-39
330.346,1.217e+4,1.217e+4,9.250e-39
330.351,7.326e+3,7.326e+3,9.251e-39
330.356,4.222e+3,4.222e+3,9.252e-39
330.361,2.327e+3,2.327e+3,9.252e-39
330.366,1.227e+3,1.227e+3,9.253e-39
330.371,6.185e+2,6.185e+2,9.254e-39
330.376,2.980e+2,2.980e+2,9.254e-39
330.381,1.372e+2,1.372e+2,9.255e-39
330.386,6.035e+1,6.035e+1,9.256e-39
330.391,2.536e+1,2.536e+1,9.256e-39
330.396,1.018e+1,1.018e+1,9.257e-39
330.401,3.907e+0,3.907e+0,9.257e-39
330.406,1.431e+0,1.431e+0,9.258e-39
330.411,5.011e-1,5.011e-1,9.259e-39
330.416,1.675e-1,1.675e-1,9.259e-39
330.421,5.352e-2,5.352e-2,9.260e-39
330.426,1.633e-2,1.633e-2,9.261e-39
330.431,4.759e-3,4.759e-3,9.261e-39
330.436,1.325e-3,1.325e-3,9.262e-39
330.441,3.523e-4,3.523e-4,9.262e-39
330.446,8.948e-5,8.948e-5,9.263e-39
330.451,2.171e-5,2.171e-5,9.264e-39
330.456,5.032e-6,5.032e-6,9.264e-39
330.461,1.114e-6,1.114e-6,9.265e-39
330.466,2.355e-7,2.355e-7,9.266e-39
330.471,4.758e-8,4.758e-8,9.266e-39
330.476,9.180e-9,9.180e-9,9.267e-39
330.481,1.692e-9,1.692e-9,9.268e-39
330.486,2.978e-10,2.978e-10,9.268e-39
330.491,5.008e-11,5.008e-11,9.269e-39
330.497,5.549e-12,5.549e-12,9.270e-39
330.502,8.437e-13,8.437e-13,9.270e-39
330.507,1.225e-13,1.225e-13,9.271e-39
330.512,1.699e-14,1.699e-14,9.272e-39
330.517,2.252e-15,2.252e-15,9.272e-39
330.522,2.850e-16,2.850e-16,9.273e-39
330.527,3.445e-17,3.445e-17,9.273e-39
330.532,3.978e-18,3.978e-18,9.274e-39
330.537,4.388e-19,4.388e-19,9.275e-39
330.542,4.624e-20,4.624e-20,9.275e-39
330.547,4.653e-21,4.653e-21,9.276e-39
330.552,4.473e-22,4.473e-22,9.277e-39
330.557,4.108e-23,4.108e-23,9.277e-39
330.562,3.603e-24,3.603e-24,9.278e-39
330.567,3.019e-25,3.019e-25,9.278e-39
330.572,2.416e-26,2.416e-26,9.279e-39
330.577,1.847e-27,1.847e-27,9.280e-39
330.582,1.349e-28,1.349e-28,9.280e-39
330.587,9.407e-30,9.407e-30,9.281e-39
330.592,6.267e-31,6.267e-31,9.282e-39
330.597,3.989e-32,3.989e-32,9.282e-39
330.602,2.425e-33,2.425e-33,9.283e-39
330.607,1.408e-34,1.408e-34,9.284e-39
330.612,7.809e-36,7.809e-36,9.284e-39
330.617,4.137e-37,4.137e-37,9.285e-39
330.622,2.094e-38,2.094e-38,9.285e-39
330.627,1.012e-39,1.012e-39,9.286e-39
330.632,4.673e-41,4.673e-41,9.287e-39
330.637,2.061e-42,2.061e-42,9.287e-39
330.642,8.684e-44,8.684e-44,9.288e-39
330.647,3.495e-45,3.495e-45,9.289e-39
330.652,1.343e-46,1.343e-46,9.289e-39
330.657,4.933e-48,4.933e-48,9.290e-39
330.662,1.730e-49,1.730e-49,9.291e-39
334.127,4.208e-49,4.208e-49,9.730e-39
334.132,1.164e-47,1.164e-47,9.731e-39
334.137,3.080e-46,3.080e-46,9.731e-39
334.142,7.792e-45,7.792e-45,9.732e-39
334.147,1.885e-43,1.885e-43,9.732e-39
334.152,4.362e-42,4.362e-42,9.733e-39
334.157,9.651e-41,9.651e-41,9.734e-39
334.162,2.042e-39,2.042e-39,9.734e-39
334.167,4.132e-38,4.132e-38,9.735e-39
334.172,7.996e-37,7.996e-37,9.736e-39
334.177,1.480e-35,1.480e-35,9.736e-39
334.182,2.618e-34,2.618e-34,9.737e-39
334.187,4.431e-33,4.431e-33,9.737e-39
334.192,7.170e-32,7.170e-32,9.738e-39
334.197,1.110e-30,1.110e-30,9.739e-39
334.202,1.642e-29,1.642e-29,9.739e-39
334.207,2.324e-28,2.324e-28,9.740e-39
334.212,3.146e-27,3.146e-27,9.741e-39
334.217,4.071e-26,4.071e-26,9.741e-39
334.222,5.039e-25,5.039e-25,9.742e-39
334.227,5.964e-24,5.964e-24,9.743e-39
334.232,6.750e-23,6.750e-23,9.743e-39
334.237,7.307e-22,7.307e-22,9.744e-39
334.242,7.563e-21,7.563e-21,9.744e-39
334.247,7.487e-20,7.487e-20,9.745e-39
334.252,7.087e-19,7.087e-19,9.746e-39
334.257,6.416e-18,6.416e-18,9.746e-39
334.262,5.554e-17,5.554e-17,9.747e-39
334.267,4.598e-16,4.598e-16,9.748e-39
334.273,5.476e-15,5.476e-15,9.748e-39
334.278,4.109e-14,4.109e-14,9.749e-39
334.283,2.948e-13,2.948e-13,9.750e-39
334.288,2.023e-12,2.023e-12,9.750e-39
334.293,1.328e-11,1.328e-11,9.751e-39
334.298,8.331e-11,8.331e-11,9.752e-39
334.303,4.999e-10,4.999e-10,9.752e-39
334.308,2.869e-9,2.869e-9,9.753e-39
334.313,1.574e-8,1.574e-8,9.753e-39
334.318,8.263e-8,8.263e-8,9.754e-39
334.323,4.147e-7,4.147e-7,9.755e-39
334.328,1.990e-6,1.990e-6,9.755e-39
334.333,9.134e-6,9.134e-6,9.756e-39
334.338,4.009e-5,4.009e-5,9.757e-39
334.343,1.683e-4,1.683e-4,9.757e-39
334.348,6.754e-4,6.754e-4,9.758e-39
334.353,2.593e-3,2.593e-3,9.759e-39
334.358,9.516e-3,9.516e-3,9.759e-39
334.363,3.340e-2,3.340e-2,9.760e-39
334.368,1.121e-1,1.121e-1,9.760e-39
334.373,3.600e-1,3.600e-1,9.761e-39
334.378,1.105e+0,1.105e+0,9.762e-39
334.383,3.244e+0,3.244e+0,9.762e-39
334.388,9.107e+0,9.107e+0,9.763e-39
334.393,2.445e+1,2.445e+1,9.764e-39
334.398,6.277e+1,6.277e+1,9.764e-39
334.403,1.541e+2,1.541e+2,9.765e-39
334.408,3.618e+2,3.618e+2,9.766e-39
334.413,8.124e+2,8.124e+2,9.766e-39
334.418,1.744e+3,1.744e+3,9.767e-39
334.423,3.582e+3,3.582e+3,9.767e-39
334.428,7.033e+3,7.033e+3,9.768e-39
334.433,1.321e+4,1.321e+4,9.769e-39
334.438,2.372e+4,2.372e+4,9.769e-39
334.443,4.072e+4,4.072e+4,9.770e-39
334.448,6.688e+4,6.688e+4,9.771e-39
334.453,1.050e+5,1.050e+5,9.771e-39
334.458,1.577e+5,1.577e+5,9.772e-39
334.463,2.266e+5,2.266e+5,9.772e-39
334.468,3.112e+5,3.112e+5,9.773e-39
334.473,4.088e+5,4.088e+5,9.774e-39
334.478,5.136e+5,5.136e+5,9.774e-39
334.483,6.173e+5,6.173e+5,9.775e-39
334.488,7.098e+5,7.098e+5,9.776e-39
334.493,7.811e+5,7.811e+5,9.776e-39
334.498,8.229e+5,8.229e+5,9.777e-39
334.503,8.306e+5,8.306e+5,9.778e-39
334.509,7.952e+5,7.952e+5,9.778e-39
334.514,7.344e+5,7.344e+5,9.779e-39
334.519,6.544e+5,6.544e+5,9.780e-39
334.524,5.654e+5,5.654e+5,9.780e-39
