Wavelength (nm),Sum(calc),Al I (1.3e-1),Al II (8.7e-1),Al III (2.5e-5)
209.419,4.380e+1,,4.380e+1,2.667e-67
209.421,7.167e+1,,7.167e+1,2.688e-67
209.423,9.952e+1,,9.952e+1,2.708e-67
209.424,1.103e+2,,1.103e+2,2.718e-67
209.426,1.197e+2,,1.197e+2,2.738e-67
209.428,1.103e+2,,1.103e+2,2.759e-67
209.429,9.952e+1,,9.952e+1,2.769e-67
209.431,7.167e+1,,7.167e+1,2.789e-67
209.433,4.380e+1,,4.380e+1,2.810e-67
209.434,3.219e+1,,3.219e+1,2.820e-67
209.436,1.538e+1,,1.538e+1,2.840e-67
209.438,6.235e+0,,6.235e+0,2.861e-67
209.439,3.733e+0,,3.733e+0,2.871e-67
209.441,1.183e+0,,1.183e+0,2.891e-67
209.443,3.181e-1,,3.181e-1,2.911e-67
209.444,1.551e-1,,1.551e-1,2.922e-67
209.446,3.261e-2,,3.261e-2,2.942e-67
209.448,5.829e-3,,5.829e-3,2.962e-67
209.449,2.340e-3,,2.340e-3,2.973e-67
209.451,5.324e-4,,5.324e-4,2.993e-67
209.453,1.342e-3,,1.342e-3,3.013e-67
209.454,3.078e-3,,3.078e-3,3.023e-67
209.456,1.512e-2,,1.512e-2,3.044e-67
209.458,6.427e-2,,6.427e-2,3.064e-67
209.459,1.256e-1,,1.256e-1,3.074e-67
209.461,4.324e-1,,4.324e-1,3.095e-67
209.463,1.304e+0,,1.304e+0,3.115e-67
209.464,2.159e+0,,2.159e+0,3.125e-67
209.466,5.391e+0,,5.391e+0,3.146e-67
209.468,1.191e+1,,1.191e+1,3.166e-67
209.469,1.691e+1,,1.691e+1,3.176e-67
209.471,3.100e+1,,3.100e+1,3.196e-67
209.473,4.989e+1,,4.989e+1,3.217e-67
209.474,6.015e+1,,6.015e+1,3.227e-67
209.476,7.866e+1,,7.866e+1,3.247e-67
209.478,8.889e+1,,8.889e+1,3.268e-67
209.479,8.931e+1,,8.931e+1,3.278e-67
209.481,8.035e+1,,8.035e+1,3.298e-67
209.483,6.182e+1,,6.182e+1,3.319e-67
209.484,5.110e+1,,5.110e+1,3.329e-67
209.486,3.096e+1,,3.096e+1,3.349e-67
209.488,1.597e+1,,1.597e+1,3.369e-67
209.489,1.079e+1,,1.079e+1,3.380e-67
209.491,4.369e+0,,4.369e+0,3.400e-67
209.493,1.533e+0,,1.533e+0,3.420e-67
209.494,8.959e-1,,8.959e-1,3.431e-67
209.496,4.820e-1,,4.820e-1,3.451e-67
209.498,8.884e-1,,8.884e-1,3.471e-67
209.499,1.449e+0,,1.449e+0,3.481e-67
209.501,3.735e+0,,3.735e+0,3.502e-67
209.503,8.505e+0,,8.505e+0,3.522e-67
209.504,1.219e+1,,1.219e+1,3.532e-67
209.506,2.260e+1,,2.260e+1,3.553e-67
209.508,3.641e+1,,3.641e+1,3.573e-67
209.509,4.381e+1,,4.381e+1,3.583e-67
209.511,5.687e+1,,5.687e+1,3.604e-67
209.513,6.365e+1,,6.365e+1,3.624e-67
209.514,6.363e+1,,6.363e+1,3.634e-67
209.516,5.669e+1,,5.669e+1,3.654e-67
209.518,4.324e+1,,4.324e+1,3.675e-67
209.519,3.560e+1,,3.560e+1,3.685e-67
209.521,2.143e+1,,2.143e+1,3.705e-67
209.523,1.099e+1,,1.099e+1,3.726e-67
209.524,7.412e+0,,7.412e+0,3.736e-67
209.526,2.986e+0,,2.986e+0,3.756e-67
209.528,1.023e+0,,1.023e+0,3.777e-67
209.529,5.633e-1,,5.633e-1,3.787e-67
209.531,1.512e-1,,1.512e-1,3.807e-67
209.533,3.447e-2,,3.447e-2,3.827e-67
209.534,1.548e-2,,1.548e-2,3.838e-67
209.536,2.762e-3,,2.762e-3,3.858e-67
209.538,4.183e-4,,4.183e-4,3.878e-67
209.539,1.531e-4,,1.531e-4,3.888e-67
209.541,1.814e-5,,1.814e-5,3.909e-67
209.543,1.825e-6,,1.825e-6,3.929e-67
209.544,5.443e-7,,5.443e-7,3.939e-67
209.546,4.281e-8,,4.281e-8,3.960e-67
209.548,2.858e-9,,2.858e-9,3.980e-67
209.549,6.945e-10,,6.945e-10,3.990e-67
209.551,3.626e-11,,3.626e-11,4.011e-67
209.553,1.607e-12,,1.607e-12,4.031e-67
209.554,3.180e-13,,3.180e-13,4.041e-67
209.556,1.102e-14,,1.102e-14,4.062e-67
209.558,3.240e-16,,3.240e-16,4.082e-67
209.559,5.225e-17,,5.225e-17,4.092e-67
209.561,1.201e-18,,1.201e-18,4.112e-67
209.563,2.344e-20,,2.344e-20,4.133e-67
209.564,3.079e-21,,3.079e-21,4.143e-67
209.566,4.699e-23,,4.699e-23,4.163e-67
209.568,6.085e-25,,6.085e-25,4.184e-67
209.569,6.512e-26,,6.512e-26,4.194e-67
209.571,6.593e-28,,6.593e-28,4.214e-67
209.573,5.666e-30,,5.666e-30,4.235e-67
209.574,4.940e-31,,4.940e-31,4.245e-67
209.576,3.319e-33,,3.319e-33,4.265e-67
209.578,1.893e-35,,1.893e-35,4.285e-67
209.579,1.344e-36,,1.344e-36,4.296e-67
209.581,5.994e-39,,5.994e-39,4.316e-67
209.583,2.269e-41,,2.269e-41,4.336e-67
209.584,1.312e-42,,1.312e-42,4.346e-67
209.586,3.883e-45,,3.883e-45,4.367e-67
209.588,9.753e-48,,9.753e-48,4.387e-67
209.589,4.596e-49,,4.596e-49,4.397e-67
209.591,9.026e-52,,9.026e-52,4.418e-67
209.593,1.504e-54,,1.504e-54,4.438e-67
209.594,5.775e-56,,5.775e-56,4.448e-67
209.596,7.526e-59,,7.526e-59,4.469e-67
211.747,7.789e-59,7.789e-59,2.020e-56,2.636e-66
211.749,6.580e-56,6.580e-56,2.021e-56,2.638e-66
211.75,1.801e-54,1.801e-54,2.022e-56,2.639e-66
211.752,1.196e-51,1.196e-51,2.024e-56,2.641e-66
211.754,6.764e-49,6.764e-49,2.026e-56,2.643e-66
211.755,1.515e-47,1.515e-47,2.027e-56,2.644e-66
211.757,6.735e-45,6.735e-45,2.029e-56,2.646e-66
211.759,2.551e-42,2.551e-42,2.031e-56,2.648e-66
211.76,4.674e-41,4.674e-41,2.032e-56,2.649e-66
211.762,1.392e-38,1.392e-38,2.034e-56,2.651e-66
211.764,3.529e-36,3.529e-36,2.035e-56,2.653e-66
211.765,5.291e-35,5.291e-35,2.036e-56,2.654e-66
211.767,1.055e-32,1.055e-32,2.038e-56,2.656e-66
211.769,1.791e-30,1.791e-30,2.040e-56,2.658e-66
211.77,2.197e-29,2.197e-29,2.041e-56,2.659e-66
211.772,2.932e-27,2.932e-27,2.043e-56,2.661e-66
211.774,3.333e-25,3.333e-25,2.045e-56,2.663e-66
211.775,3.347e-24,3.347e-24,2.046e-56,2.664e-66
211.777,2.991e-22,2.991e-22,2.048e-56,2.667e-66
211.779,2.276e-20,2.276e-20,2.049e-56,2.669e-66
211.78,1.870e-19,1.870e-19,2.050e-56,2.670e-66
211.782,1.119e-17,1.119e-17,2.052e-56,2.672e-66
211.784,5.703e-16,5.703e-16,2.054e-56,2.674e-66
211.785,3.833e-15,3.833e-15,2.055e-56,2.675e-66
211.787,1.536e-13,1.536e-13,2.057e-56,2.677e-66
211.789,5.240e-12,5.240e-12,2.059e-56,2.679e-66
211.79,2.882e-11,2.882e-11,2.060e-56,2.680e-66
211.792,7.732e-10,7.732e-10,2.062e-56,2.682e-66
211.794,1.767e-8,1.767e-8,2.063e-56,2.684e-66
211.795,7.951e-8,7.951e-8,2.064e-56,2.685e-66
211.797,1.428e-6,1.428e-6,2.066e-56,2.687e-66
211.799,2.185e-5,2.185e-5,2.068e-56,2.689e-66
211.8,8.046e-5,8.046e-5,2.069e-56,2.690e-66
211.802,9.675e-4,9.675e-4,2.071e-56,2.692e-66
211.804,9.911e-3,9.911e-3,2.073e-56,2.694e-66
211.805,2.987e-2,2.987e-2,2.074e-56,2.695e-66
211.807,2.405e-1,2.405e-1,2.076e-56,2.697e-66
211.809,1.649e+0,1.649e+0,2.078e-56,2.699e-66
211.81,4.067e+0,4.067e+0,2.078e-56,2.700e-66
211.812,2.193e+1,2.193e+1,2.080e-56,2.702e-66
211.814,1.007e+2,1.007e+2,2.082e-56,2.704e-66
211.815,2.031e+2,2.031e+2,2.083e-56,2.705e-66
211.817,7.333e+2,7.333e+2,2.085e-56,2.707e-66
211.819,2.255e+3,2.255e+3,2.087e-56,2.709e-66
211.82,3.723e+3,3.723e+3,2.088e-56,2.710e-66
211.822,8.997e+3,8.997e+3,2.090e-56,2.712e-66
211.824,1.852e+4,1.852e+4,2.092e-56,2.714e-66
211.825,2.502e+4,2.502e+4,2.092e-56,2.715e-66
211.827,4.049e+4,4.049e+4,2.094e-56,2.717e-66
211.829,5.582e+4,5.582e+4,2.096e-56,2.719e-66
211.83,6.171e+4,6.171e+4,2.097e-56,2.720e-66
211.832,6.686e+4,6.686e+4,2.099e-56,2.722e-66
211.834,6.171e+4,6.171e+4,2.101e-56,2.725e-66
211.835,5.582e+4,5.582e+4,2.102e-56,2.726e-66
211.837,4.049e+4,4.049e+4,2.104e-56,2.728e-66
211.839,2.502e+4,2.502e+4,2.106e-56,2.730e-66
211.84,1.852e+4,1.852e+4,2.107e-56,2.731e-66
211.842,8.997e+3,8.997e+3,2.108e-56,2.733e-66
211.844,3.723e+3,3.723e+3,2.110e-56,2.735e-66
211.845,2.255e+3,2.255e+3,2.111e-56,2.736e-66
211.847,7.333e+2,7.333e+2,2.113e-56,2.738e-66
211.849,2.031e+2,2.031e+2,2.115e-56,2.740e-66
211.85,1.007e+2,1.007e+2,2.116e-56,2.741e-66
211.852,2.193e+1,2.193e+1,2.118e-56,2.743e-66
211.854,4.067e+0,4.067e+0,2.120e-56,2.745e-66
211.855,1.649e+0,1.649e+0,2.121e-56,2.746e-66
211.857,2.405e-1,2.405e-1,2.122e-56,2.748e-66
211.859,2.987e-2,2.987e-2,2.124e-56,2.750e-66
211.86,9.911e-3,9.911e-3,2.125e-56,2.751e-66
211.862,9.675e-4,9.675e-4,2.127e-56,2.753e-66
211.864,8.046e-5,8.046e-5,2.129e-56,2.755e-66
211.865,2.185e-5,2.185e-5,2.130e-56,2.756e-66
211.867,1.428e-6,1.428e-6,2.132e-56,2.758e-66
211.869,7.951e-8,7.951e-8,2.134e-56,2.760e-66
211.87,1.767e-8,1.767e-8,2.135e-56,2.761e-66
211.872,7.732e-10,7.732e-10,2.136e-56,2.763e-66
211.874,2.882e-11,2.882e-11,2.138e-56,2.765e-66
211.875,5.240e-12,5.240e-12,2.139e-56,2.766e-66
211.877,1.536e-13,1.536e-13,2.141e-56,2.768e-66
211.879,3.833e-15,3.833e-15,2.143e-56,2.770e-66
211.88,5.703e-16,5.703e-16,2.144e-56,2.771e-66
211.882,1.119e-17,1.119e-17,2.146e-56,2.773e-66
211.884,1.870e-19,1.870e-19,2.148e-56,2.775e-66
211.885,2.276e-20,2.276e-20,2.149e-56,2.776e-66
211.887,2.991e-22,2.991e-22,2.150e-56,2.778e-66
211.889,3.347e-24,3.347e-24,2.152e-56,2.781e-66
211.89,3.333e-25,3.333e-25,2.153e-56,2.782e-66
211.892,2.932e-27,2.932e-27,2.155e-56,2.784e-66
211.894,2.197e-29,2.197e-29,2.157e-56,2.786e-66
211.895,1.791e-30,1.791e-30,2.158e-56,2.787e-66
211.897,1.055e-32,1.055e-32,2.160e-56,2.789e-66
211.899,5.291e-35,5.291e-35,2.162e-56,2.791e-66
211.9,3.529e-36,3.529e-36,2.163e-56,2.792e-66
211.902,1.392e-38,1.392e-38,2.165e-56,2.794e-66
211.904,4.674e-41,4.674e-41,2.166e-56,2.796e-66
211.905,2.551e-42,2.551e-42,2.167e-56,2.797e-66
211.907,6.735e-45,6.735e-45,2.169e-56,2.799e-66
211.909,1.515e-47,1.515e-47,2.171e-56,2.801e-66
211.91,6.764e-49,6.764e-49,2.172e-56,2.802e-66
211.912,1.196e-51,1.196e-51,2.174e-56,2.804e-66
211.914,1.801e-54,1.801e-54,2.176e-56,2.806e-66
211.915,6.580e-56,6.580e-56,2.177e-56,2.807e-66
212.252,8.887e-57,8.887e-57,2.492e-56,3.150e-66
212.254,6.713e-54,6.713e-54,2.494e-56,3.152e-66
212.256,4.323e-51,4.323e-51,2.496e-56,3.154e-66
212.257,1.033e-49,1.033e-49,2.497e-56,3.155e-66
212.259,5.236e-47,5.236e-47,2.498e-56,3.157e-66
212.261,2.262e-44,2.262e-44,2.500e-56,3.159e-66
212.262,4.427e-43,4.427e-43,2.501e-56,3.160e-66
212.264,1.505e-40,1.505e-40,2.503e-56,3.162e-66
212.266,4.361e-38,4.361e-38,2.505e-56,3.164e-66
212.268,1.077e-35,1.077e-35,2.507e-56,3.166e-66
212.269,1.595e-34,1.595e-34,2.508e-56,3.167e-66
212.271,3.100e-32,3.100e-32,2.510e-56,3.169e-66
212.273,5.136e-30,5.136e-30,2.512e-56,3.171e-66
212.274,6.227e-29,6.227e-29,2.512e-56,3.172e-66
212.276,8.121e-27,8.121e-27,2.514e-56,3.174e-66
212.278,9.027e-25,9.027e-25,2.516e-56,3.176e-66
212.279,8.964e-24,8.964e-24,2.517e-56,3.177e-66
212.281,7.841e-22,7.841e-22,2.519e-56,3.179e-66
212.283,5.847e-20,5.847e-20,2.521e-56,3.181e-66
212.284,4.756e-19,4.756e-19,2.522e-56,3.183e-66
212.286,2.791e-17,2.791e-17,2.524e-56,3.185e-66
212.288,1.396e-15,1.396e-15,2.526e-56,3.187e-66
212.289,9.300e-15,9.300e-15,2.527e-56,3.188e-66
212.291,3.661e-13,3.661e-13,2.528e-56,3.190e-66
212.293,1.229e-11,1.229e-11,2.530e-56,3.192e-66
212.294,6.703e-11,6.703e-11,2.531e-56,3.193e-66
212.296,1.770e-9,1.770e-9,2.533e-56,3.195e-66
212.298,3.985e-8,3.985e-8,2.535e-56,3.197e-66
212.299,1.781e-7,1.781e-7,2.536e-56,3.198e-66
212.301,3.155e-6,3.155e-6,2.538e-56,3.200e-66
212.303,4.764e-5,4.764e-5,2.540e-56,3.202e-66
212.304,1.744e-4,1.744e-4,2.541e-56,3.203e-66
212.306,2.072e-3,2.072e-3,2.542e-56,3.205e-66
212.308,2.100e-2,2.100e-2,2.544e-56,3.207e-66
212.309,6.294e-2,6.294e-2,2.545e-56,3.208e-66
212.311,5.018e-1,5.018e-1,2.547e-56,3.210e-66
212.313,3.410e+0,3.410e+0,2.549e-56,3.212e-66
212.314,8.373e+0,8.373e+0,2.550e-56,3.213e-66
212.316,4.478e+1,4.478e+1,2.552e-56,3.215e-66
212.318,2.042e+2,2.042e+2,2.554e-56,3.217e-66
212.319,4.106e+2,4.106e+2,2.555e-56,3.218e-66
212.321,1.473e+3,1.473e+3,2.556e-56,3.220e-66
212.323,4.505e+3,4.505e+3,2.558e-56,3.222e-66
212.324,7.420e+3,7.420e+3,2.559e-56,3.223e-66
212.326,1.786e+4,1.786e+4,2.561e-56,3.225e-66
212.328,3.664e+4,3.664e+4,2.563e-56,3.227e-66
212.329,4.943e+4,4.943e+4,2.564e-56,3.228e-66
212.331,7.981e+4,7.981e+4,2.566e-56,3.230e-66
212.333,1.098e+5,1.098e+5,2.568e-56,3.232e-66
212.334,1.214e+5,1.214e+5,2.569e-56,3.233e-66
212.336,1.315e+5,1.315e+5,2.570e-56,3.235e-66
212.338,1.214e+5,1.214e+5,2.572e-56,3.237e-66
212.339,1.098e+5,1.098e+5,2.573e-56,3.238e-66
212.341,7.981e+4,7.981e+4,2.575e-56,3.241e-66
212.343,4.943e+4,4.943e+4,2.577e-56,3.243e-66
212.344,3.664e+4,3.664e+4,2.578e-56,3.244e-66
212.346,1.786e+4,1.786e+4,2.580e-56,3.246e-66
212.348,7.420e+3,7.420e+3,2.582e-56,3.248e-66
212.349,4.505e+3,4.505e+3,2.583e-56,3.249e-66
212.351,1.473e+3,1.473e+3,2.584e-56,3.251e-66
212.353,4.106e+2,4.106e+2,2.586e-56,3.253e-66
212.354,2.042e+2,2.042e+2,2.587e-56,3.254e-66
212.356,4.478e+1,4.478e+1,2.589e-56,3.256e-66
212.358,8.373e+0,8.373e+0,2.591e-56,3.258e-66
212.359,3.410e+0,3.410e+0,2.592e-56,3.259e-66
212.361,5.018e-1,5.018e-1,2.594e-56,3.261e-66
212.363,6.294e-2,6.294e-2,2.596e-56,3.263e-66
212.364,2.100e-2,2.100e-2,2.597e-56,3.264e-66
212.366,2.072e-3,2.072e-3,2.599e-56,3.266e-66
212.368,1.744e-4,1.744e-4,2.600e-56,3.268e-66
212.369,4.764e-5,4.764e-5,2.601e-56,3.269e-66
212.371,3.155e-6,3.155e-6,2.603e-56,3.271e-66
212.373,1.781e-7,1.781e-7,2.605e-56,3.273e-66
212.374,3.985e-8,3.985e-8,2.606e-56,3.274e-66
212.376,1.770e-9,1.770e-9,2.608e-56,3.276e-66
212.378,6.703e-11,6.703e-11,2.610e-56,3.278e-66
212.379,1.229e-11,1.229e-11,2.611e-56,3.279e-66
212.381,3.661e-13,3.661e-13,2.613e-56,3.281e-66
212.383,9.300e-15,9.300e-15,2.614e-56,3.283e-66
212.384,1.396e-15,1.396e-15,2.615e-56,3.284e-66
212.386,2.791e-17,2.791e-17,2.617e-56,3.286e-66
212.388,4.756e-19,4.756e-19,2.619e-56,3.288e-66
212.389,5.847e-20,5.847e-20,2.620e-56,3.289e-66
212.391,7.841e-22,7.841e-22,2.622e-56,3.291e-66
212.393,8.964e-24,8.964e-24,2.624e-56,3.293e-66
212.394,9.027e-25,9.027e-25,2.625e-56,3.294e-66
212.396,8.121e-27,8.121e-27,2.627e-56,3.296e-66
212.398,6.227e-29,6.227e-29,2.628e-56,3.299e-66
212.399,5.136e-30,5.136e-30,2.629e-56,3.300e-66
212.401,3.100e-32,3.100e-32,2.631e-56,3.302e-66
212.403,1.595e-34,1.595e-34,2.633e-56,3.304e-66
212.404,1.077e-35,1.077e-35,2.634e-56,3.305e-66
212.406,4.361e-38,4.361e-38,2.636e-56,3.307e-66
212.408,1.505e-40,1.505e-40,2.638e-56,3.309e-66
212.409,8.327e-42,8.327e-42,2.639e-56,3.310e-66
212.411,2.262e-44,2.262e-44,2.641e-56,3.312e-66
212.413,5.236e-47,5.236e-47,2.642e-56,3.314e-66
212.414,2.373e-48,2.373e-48,2.643e-56,3.315e-66
212.416,4.323e-51,4.323e-51,2.645e-56,3.317e-66
212.418,6.713e-54,6.713e-54,2.647e-56,3.319e-66
212.419,2.492e-55,2.492e-55,2.648e-56,3.320e-66
212.882,1.582e-56,1.582e-56,3.081e-56,3.791e-66
212.883,4.349e-55,4.349e-55,3.082e-56,3.792e-66
212.885,2.918e-52,2.918e-52,3.084e-56,3.794e-66
212.887,1.670e-49,1.670e-49,3.086e-56,3.796e-66
212.888,3.766e-48,3.766e-48,3.087e-56,3.797e-66
212.89,1.699e-45,1.699e-45,3.089e-56,3.799e-66
212.892,6.540e-43,6.540e-43,3.091e-56,3.801e-66
212.893,1.209e-41,1.209e-41,3.091e-56,3.802e-66
212.895,3.668e-39,3.668e-39,3.093e-56,3.804e-66
212.897,9.493e-37,9.493e-37,3.095e-56,3.806e-66
212.898,1.439e-35,1.439e-35,3.096e-56,3.807e-66
212.9,2.936e-33,2.936e-33,3.098e-56,3.809e-66
212.902,5.109e-31,5.109e-31,3.100e-56,3.811e-66
212.903,6.351e-30,6.351e-30,3.101e-56,3.812e-66
212.905,8.712e-28,8.712e-28,3.103e-56,3.815e-66
212.907,1.020e-25,1.020e-25,3.105e-56,3.817e-66
212.908,1.039e-24,1.039e-24,3.106e-56,3.818e-66
212.91,9.586e-23,9.586e-23,3.107e-56,3.820e-66
212.912,7.544e-21,7.544e-21,3.109e-56,3.822e-66
212.913,6.305e-20,6.305e-20,3.110e-56,3.823e-66
212.915,3.911e-18,3.911e-18,3.112e-56,3.825e-66
212.917,2.069e-16,2.069e-16,3.114e-56,3.827e-66
212.918,1.418e-15,1.418e-15,3.115e-56,3.828e-66
212.92,5.915e-14,5.915e-14,3.117e-56,3.830e-66
212.922,2.105e-12,2.105e-12,3.119e-56,3.832e-66
212.923,1.183e-11,1.183e-11,3.120e-56,3.833e-66
212.925,3.317e-10,3.317e-10,3.121e-56,3.835e-66
212.927,7.937e-9,7.937e-9,3.123e-56,3.837e-66
212.928,3.658e-8,3.658e-8,3.124e-56,3.838e-66
212.93,6.898e-7,6.898e-7,3.126e-56,3.840e-66
212.932,1.110e-5,1.110e-5,3.128e-56,3.842e-66
212.933,4.194e-5,4.194e-5,3.129e-56,3.843e-66
212.935,5.318e-4,5.318e-4,3.131e-56,3.845e-66
212.937,5.753e-3,5.753e-3,3.133e-56,3.847e-66
212.938,1.783e-2,1.783e-2,3.134e-56,3.848e-66
212.94,1.520e-1,1.520e-1,3.135e-56,3.850e-66
212.942,1.106e+0,1.106e+0,3.137e-56,3.852e-66
212.943,2.810e+0,2.810e+0,3.138e-56,3.853e-66
212.945,1.611e+1,1.611e+1,3.140e-56,3.855e-66
212.947,7.880e+1,7.880e+1,3.142e-56,3.857e-66
212.948,1.642e+2,1.642e+2,3.143e-56,3.858e-66
212.95,6.330e+2,6.330e+2,3.145e-56,3.860e-66
212.952,2.082e+3,2.082e+3,3.147e-56,3.862e-66
212.953,3.558e+3,3.558e+3,3.148e-56,3.863e-66
212.955,9.222e+3,9.222e+3,3.149e-56,3.865e-66
212.957,2.040e+4,2.040e+4,3.151e-56,3.867e-66
212.958,2.858e+4,2.858e+4,3.152e-56,3.868e-66
212.96,4.981e+4,4.981e+4,3.154e-56,3.870e-66
212.962,7.408e+4,7.408e+4,3.156e-56,3.873e-66
212.963,8.512e+4,8.512e+4,3.157e-56,3.874e-66
212.965,9.976e+4,9.976e+4,3.159e-56,3.876e-66
212.967,9.976e+4,9.976e+4,3.161e-56,3.878e-66
212.968,9.400e+4,9.400e+4,3.162e-56,3.879e-66
212.97,7.408e+4,7.408e+4,3.163e-56,3.881e-66
212.972,4.981e+4,4.981e+4,3.165e-56,3.883e-66
212.973,3.849e+4,3.849e+4,3.166e-56,3.884e-66
212.975,2.040e+4,2.040e+4,3.168e-56,3.886e-66
212.977,9.222e+3,9.222e+3,3.170e-56,3.888e-66
212.978,5.843e+3,5.843e+3,3.171e-56,3.889e-66
212.98,2.082e+3,2.082e+3,3.173e-56,3.891e-66
212.982,6.330e+2,6.330e+2,3.175e-56,3.893e-66
212.983,3.288e+2,3.288e+2,3.176e-56,3.894e-66
212.985,7.880e+1,7.880e+1,3.178e-56,3.896e-66
212.987,1.611e+1,1.611e+1,3.179e-56,3.898e-66
212.988,6.863e+0,6.863e+0,3.180e-56,3.899e-66
212.99,1.106e+0,1.106e+0,3.182e-56,3.901e-66
212.992,1.520e-1,1.520e-1,3.184e-56,3.903e-66
212.993,5.310e-2,5.310e-2,3.185e-56,3.904e-66
212.995,5.753e-3,5.753e-3,3.187e-56,3.906e-66
212.997,5.318e-4,5.318e-4,3.189e-56,3.908e-66
212.998,1.523e-4,1.523e-4,3.190e-56,3.909e-66
213,1.110e-5,1.110e-5,3.192e-56,3.911e-66
213.002,6.898e-7,6.898e-7,3.193e-56,3.913e-66
213.003,1.620e-7,1.620e-7,3.194e-56,3.914e-66
213.005,7.937e-9,7.937e-9,3.196e-56,3.916e-66
213.007,3.317e-10,3.317e-10,3.198e-56,3.918e-66
213.008,6.390e-11,6.390e-11,3.199e-56,3.919e-66
213.01,2.105e-12,2.105e-12,3.201e-56,3.921e-66
213.012,5.915e-14,5.915e-14,3.203e-56,3.923e-66
213.013,9.343e-15,9.343e-15,3.204e-56,3.924e-66
213.015,2.069e-16,2.069e-16,3.206e-56,3.926e-66
213.017,3.911e-18,3.911e-18,3.207e-56,3.929e-66
213.018,5.065e-19,5.065e-19,3.208e-56,3.930e-66
213.02,7.544e-21,7.544e-21,3.210e-56,3.932e-66
213.022,9.586e-23,9.586e-23,3.212e-56,3.934e-66
213.023,1.018e-23,1.018e-23,3.213e-56,3.935e-66
213.025,1.020e-25,1.020e-25,3.215e-56,3.937e-66
213.027,8.712e-28,8.712e-28,3.217e-56,3.939e-66
213.028,7.588e-29,7.588e-29,3.218e-56,3.940e-66
213.03,5.109e-31,5.109e-31,3.220e-56,3.942e-66
213.032,2.936e-33,2.936e-33,3.221e-56,3.944e-66
213.033,2.097e-34,2.097e-34,3.222e-56,3.945e-66
213.035,9.493e-37,9.493e-37,3.224e-56,3.947e-66
213.037,3.668e-39,3.668e-39,3.226e-56,3.949e-66
213.038,2.148e-40,2.148e-40,3.227e-56,3.950e-66
213.04,6.540e-43,6.540e-43,3.229e-56,3.952e-66
213.042,1.699e-45,1.699e-45,3.231e-56,3.954e-66
213.043,8.159e-47,8.159e-47,3.232e-56,3.955e-66
213.045,1.670e-49,1.670e-49,3.234e-56,3.957e-66
213.047,2.918e-52,2.918e-52,3.236e-56,3.959e-66
213.048,1.149e-53,1.149e-53,3.236e-56,3.960e-66
213.389,5.477e-56,5.477e-56,3.555e-56,4.307e-66
213.39,1.482e-54,1.482e-54,3.556e-56,4.308e-66
213.392,9.643e-52,9.643e-52,3.558e-56,4.310e-66
213.394,5.356e-49,5.356e-49,3.560e-56,4.312e-66
213.395,1.190e-47,1.190e-47,3.561e-56,4.313e-66
213.397,5.215e-45,5.215e-45,3.563e-56,4.315e-66
213.399,1.951e-42,1.951e-42,3.565e-56,4.317e-66
213.4,3.558e-41,3.558e-41,3.566e-56,4.318e-66
213.402,1.050e-38,1.050e-38,3.568e-56,4.320e-66
213.404,2.648e-36,2.648e-36,3.569e-56,4.322e-66
213.405,3.963e-35,3.963e-35,3.570e-56,4.323e-66
213.407,7.883e-33,7.883e-33,3.572e-56,4.325e-66
213.409,1.339e-30,1.339e-30,3.574e-56,4.327e-66
213.411,1.942e-28,1.942e-28,3.576e-56,4.329e-66
213.412,2.204e-27,2.204e-27,3.577e-56,4.331e-66
213.414,2.521e-25,2.521e-25,3.579e-56,4.333e-66
213.416,2.463e-23,2.463e-23,3.581e-56,4.335e-66
213.417,2.295e-22,2.295e-22,3.582e-56,4.336e-66
213.419,1.769e-20,1.769e-20,3.583e-56,4.338e-66
213.421,1.164e-18,1.164e-18,3.585e-56,4.340e-66
213.422,8.903e-18,8.903e-18,3.586e-56,4.341e-66
213.424,4.624e-16,4.624e-16,3.588e-56,4.343e-66
213.426,2.050e-14,2.050e-14,3.590e-56,4.345e-66
213.427,1.287e-13,1.287e-13,3.591e-56,4.346e-66
213.429,4.502e-12,4.502e-12,3.593e-56,4.348e-66
213.431,1.345e-10,1.345e-10,3.595e-56,4.350e-66
213.432,6.929e-10,6.929e-10,3.596e-56,4.351e-66
213.434,1.633e-8,1.633e-8,3.598e-56,4.353e-66
213.436,3.288e-7,3.288e-7,3.599e-56,4.355e-66
213.437,1.390e-6,1.390e-6,3.600e-56,4.356e-66
213.439,2.208e-5,2.208e-5,3.602e-56,4.358e-66
213.441,2.995e-4,2.995e-4,3.604e-56,4.360e-66
213.442,1.040e-3,1.040e-3,3.605e-56,4.361e-66
213.444,1.113e-2,1.113e-2,3.607e-56,4.363e-66
213.446,1.017e-1,1.017e-1,3.609e-56,4.365e-66
213.447,2.899e-1,2.899e-1,3.610e-56,4.366e-66
213.449,2.091e+0,2.091e+0,3.612e-56,4.368e-66
213.451,1.289e+1,1.289e+1,3.613e-56,4.370e-66
213.452,3.015e+1,3.015e+1,3.614e-56,4.371e-66
213.454,1.467e+2,1.467e+2,3.616e-56,4.373e-66
213.456,6.095e+2,6.095e+2,3.618e-56,4.375e-66
213.457,1.171e+3,1.171e+3,3.619e-56,4.376e-66
213.459,3.845e+3,3.845e+3,3.621e-56,4.378e-66
213.461,1.079e+4,1.079e+4,3.623e-56,4.380e-66
213.462,1.704e+4,1.704e+4,3.624e-56,4.381e-66
