Wavelength (nm),Sum(calc),Al I (1.3e-1),Al II (8.7e-1),Al III (2.5e-5)
586.172,3.826e+0,1.187e-23,3.826e+0,1.878e-33
586.173,3.917e+0,1.187e-23,3.917e+0,1.878e-33
586.175,4.042e+0,1.187e-23,4.042e+0,1.878e-33
586.177,4.084e+0,1.187e-23,4.084e+0,1.878e-33
586.178,4.074e+0,1.187e-23,4.074e+0,1.878e-33
586.18,3.989e+0,1.187e-23,3.989e+0,1.878e-33
586.182,3.826e+0,1.187e-23,3.826e+0,1.877e-33
586.183,3.717e+0,1.187e-23,3.717e+0,1.877e-33
586.185,3.454e+0,1.187e-23,3.454e+0,1.877e-33
586.187,3.143e+0,1.187e-23,3.143e+0,1.877e-33
586.188,2.975e+0,1.187e-23,2.975e+0,1.877e-33
586.19,2.624e+0,1.187e-23,2.624e+0,1.877e-33
586.192,2.266e+0,1.187e-23,2.266e+0,1.876e-33
586.194,1.916e+0,1.187e-23,1.916e+0,1.876e-33
586.195,1.748e+0,1.187e-23,1.748e+0,1.876e-33
586.197,1.433e+0,1.187e-23,1.433e+0,1.876e-33
586.199,1.150e+0,1.187e-23,1.150e+0,1.876e-33
586.2,1.022e+0,1.187e-23,1.022e+0,1.876e-33
586.202,7.946e-1,1.187e-23,7.946e-1,1.876e-33
586.204,6.052e-1,1.187e-23,6.052e-1,1.875e-33
586.205,5.240e-1,1.187e-23,5.240e-1,1.875e-33
586.207,3.867e-1,1.187e-23,3.867e-1,1.875e-33
586.209,2.794e-1,1.187e-23,2.794e-1,1.875e-33
586.21,2.357e-1,1.187e-23,2.357e-1,1.875e-33
586.212,1.651e-1,1.187e-23,1.651e-1,1.875e-33
586.214,1.132e-1,1.187e-23,1.132e-1,1.874e-33
586.215,9.301e-2,1.187e-23,9.301e-2,1.874e-33
586.217,6.181e-2,1.187e-23,6.181e-2,1.874e-33
586.219,4.023e-2,1.187e-23,4.023e-2,1.874e-33
586.22,3.220e-2,1.187e-23,3.220e-2,1.874e-33
586.222,2.031e-2,1.187e-23,2.031e-2,1.874e-33
586.224,1.254e-2,1.187e-23,1.254e-2,1.873e-33
586.225,9.778e-3,1.187e-23,9.778e-3,1.873e-33
586.227,5.852e-3,1.187e-23,5.852e-3,1.873e-33
586.229,3.429e-3,1.187e-23,3.429e-3,1.873e-33
586.23,2.605e-3,1.187e-23,2.605e-3,1.873e-33
586.232,1.479e-3,1.187e-23,1.479e-3,1.873e-33
586.234,8.227e-4,1.187e-23,8.227e-4,1.872e-33
586.235,6.087e-4,1.187e-23,6.087e-4,1.872e-33
586.237,3.281e-4,1.187e-23,3.281e-4,1.872e-33
586.239,1.731e-4,1.187e-23,1.731e-4,1.872e-33
586.24,1.248e-4,1.187e-23,1.248e-4,1.872e-33
586.242,6.383e-5,1.187e-23,6.383e-5,1.872e-33
586.244,3.197e-5,1.187e-23,3.197e-5,1.871e-33
586.245,2.245e-5,1.187e-23,2.245e-5,1.871e-33
586.247,1.089e-5,1.187e-23,1.089e-5,1.871e-33
586.249,5.177e-6,1.187e-23,5.177e-6,1.871e-33
586.25,3.541e-6,1.187e-23,3.541e-6,1.871e-33
586.252,1.631e-6,1.187e-23,1.631e-6,1.871e-33
586.254,7.356e-7,1.187e-23,7.356e-7,1.870e-33
586.255,4.901e-7,1.187e-23,4.901e-7,1.870e-33
586.257,2.142e-7,1.187e-23,2.142e-7,1.870e-33
586.259,9.168e-8,1.187e-23,9.168e-8,1.870e-33
586.26,5.951e-8,1.187e-23,5.951e-8,1.870e-33
586.262,2.468e-8,1.187e-23,2.468e-8,1.870e-33
586.264,1.002e-8,1.187e-23,1.002e-8,1.869e-33
586.265,6.338e-9,1.187e-23,6.338e-9,1.869e-33
586.267,2.495e-9,1.187e-23,2.495e-9,1.869e-33
586.269,9.615e-10,1.187e-23,9.615e-10,1.869e-33
586.27,5.922e-10,1.187e-23,5.922e-10,1.869e-33
586.272,2.212e-10,1.187e-23,2.212e-10,1.869e-33
586.274,8.090e-11,1.187e-23,8.090e-11,1.868e-33
586.275,4.854e-11,1.187e-23,4.854e-11,1.868e-33
586.277,1.721e-11,1.187e-23,1.721e-11,1.868e-33
586.279,5.972e-12,1.187e-23,5.972e-12,1.868e-33
586.28,3.491e-12,1.187e-23,3.491e-12,1.868e-33
586.282,1.174e-12,1.187e-23,1.174e-12,1.868e-33
586.284,3.867e-13,1.187e-23,3.867e-13,1.867e-33
586.285,2.202e-13,1.187e-23,2.202e-13,1.867e-33
586.287,7.028e-14,1.187e-23,7.028e-14,1.867e-33
586.289,2.197e-14,1.187e-23,2.197e-14,1.867e-33
586.29,1.218e-14,1.187e-23,1.218e-14,1.867e-33
586.292,3.690e-15,1.187e-23,3.690e-15,1.867e-33
586.294,1.095e-15,1.187e-23,1.095e-15,1.867e-33
586.295,5.915e-16,1.187e-23,5.915e-16,1.866e-33
586.297,1.700e-16,1.187e-23,1.700e-16,1.866e-33
586.299,4.785e-17,1.187e-23,4.785e-17,1.866e-33
586.3,2.519e-17,1.187e-23,2.519e-17,1.866e-33
586.302,6.870e-18,1.187e-23,6.870e-18,1.866e-33
586.304,1.835e-18,1.187e-23,1.835e-18,1.866e-33
586.305,9.410e-19,1.187e-23,9.410e-19,1.865e-33
586.307,2.436e-19,1.187e-23,2.436e-19,1.865e-33
586.309,6.173e-20,1.188e-23,6.173e-20,1.865e-33
586.31,3.084e-20,1.188e-23,3.084e-20,1.865e-33
586.312,7.574e-21,1.188e-23,7.574e-21,1.865e-33
586.314,1.822e-21,1.188e-23,1.822e-21,1.865e-33
586.315,8.865e-22,1.188e-23,8.865e-22,1.864e-33
586.317,2.066e-22,1.188e-23,2.066e-22,1.864e-33
586.319,4.717e-23,1.188e-23,4.717e-23,1.864e-33
586.32,2.236e-23,1.188e-23,2.236e-23,1.864e-33
586.322,4.946e-24,1.188e-23,4.946e-24,1.864e-33
586.324,1.071e-24,1.188e-23,1.071e-24,1.864e-33
586.325,4.947e-25,1.188e-23,4.947e-25,1.863e-33
586.327,1.038e-25,1.188e-23,1.038e-25,1.863e-33
586.329,2.134e-26,1.188e-23,2.134e-26,1.863e-33
586.33,9.601e-27,1.188e-23,9.601e-27,1.863e-33
586.332,1.912e-27,1.188e-23,1.912e-27,1.863e-33
586.334,3.730e-28,1.188e-23,3.730e-28,1.863e-33
586.335,1.635e-28,1.188e-23,1.635e-28,1.862e-33
586.631,5.494e-29,1.190e-23,5.494e-29,1.834e-33
586.632,1.258e-28,1.190e-23,1.258e-28,1.833e-33
586.634,6.495e-28,1.190e-23,6.495e-28,1.833e-33
586.636,3.284e-27,1.190e-23,3.284e-27,1.833e-33
586.637,7.327e-27,1.190e-23,7.327e-27,1.833e-33
586.639,3.590e-26,1.190e-23,3.590e-26,1.833e-33
586.641,1.723e-25,1.190e-23,1.723e-25,1.833e-33
586.642,3.744e-25,1.190e-23,3.744e-25,1.832e-33
586.644,1.741e-24,1.190e-23,1.741e-24,1.832e-33
586.646,7.929e-24,1.190e-23,7.929e-24,1.832e-33
586.647,1.679e-23,1.190e-23,1.679e-23,1.832e-33
586.649,7.410e-23,1.190e-23,7.410e-23,1.832e-33
586.651,3.202e-22,1.190e-23,3.202e-22,1.832e-33
586.652,6.606e-22,1.190e-23,6.606e-22,1.831e-33
586.654,2.767e-21,1.190e-23,2.767e-21,1.831e-33
586.656,1.135e-20,1.190e-23,1.135e-20,1.831e-33
586.657,2.281e-20,1.190e-23,2.281e-20,1.831e-33
586.659,9.067e-20,1.190e-23,9.067e-20,1.831e-33
586.661,3.530e-19,1.190e-23,3.530e-19,1.831e-33
586.662,6.910e-19,1.190e-23,6.910e-19,1.830e-33
586.664,2.607e-18,1.190e-23,2.607e-18,1.830e-33
586.666,9.632e-18,1.190e-23,9.632e-18,1.830e-33
586.667,1.837e-17,1.190e-23,1.837e-17,1.830e-33
586.669,6.578e-17,1.190e-23,6.578e-17,1.830e-33
586.671,2.307e-16,1.190e-23,2.307e-16,1.830e-33
586.672,4.286e-16,1.190e-23,4.286e-16,1.829e-33
586.674,1.456e-15,1.190e-23,1.456e-15,1.829e-33
586.676,4.847e-15,1.190e-23,4.847e-15,1.829e-33
586.677,8.773e-15,1.190e-23,8.773e-15,1.829e-33
586.679,2.829e-14,1.190e-23,2.829e-14,1.829e-33
586.681,8.936e-14,1.190e-23,8.936e-14,1.829e-33
586.682,1.576e-13,1.190e-23,1.576e-13,1.829e-33
586.684,4.823e-13,1.190e-23,4.823e-13,1.828e-33
586.686,1.446e-12,1.190e-23,1.446e-12,1.828e-33
586.687,2.484e-12,1.190e-23,2.484e-12,1.828e-33
586.689,7.215e-12,1.190e-23,7.215e-12,1.828e-33
586.691,2.053e-11,1.190e-23,2.053e-11,1.828e-33
586.692,3.435e-11,1.190e-23,3.435e-11,1.828e-33
586.694,9.471e-11,1.190e-23,9.471e-11,1.827e-33
586.696,2.557e-10,1.190e-23,2.557e-10,1.827e-33
586.697,4.169e-10,1.190e-23,4.169e-10,1.827e-33
586.699,1.091e-9,1.190e-23,1.091e-9,1.827e-33
586.701,2.795e-9,1.190e-23,2.795e-9,1.827e-33
586.702,4.440e-9,1.190e-23,4.440e-9,1.827e-33
586.704,1.103e-8,1.190e-23,1.103e-8,1.826e-33
586.706,2.681e-8,1.190e-23,2.681e-8,1.826e-33
586.707,4.149e-8,1.190e-23,4.149e-8,1.826e-33
586.709,9.779e-8,1.190e-23,9.779e-8,1.826e-33
586.711,2.257e-7,1.190e-23,2.257e-7,1.826e-33
586.712,3.402e-7,1.190e-23,3.402e-7,1.826e-33
586.714,7.610e-7,1.190e-23,7.610e-7,1.825e-33
586.716,1.667e-6,1.190e-23,1.667e-6,1.825e-33
586.717,2.448e-6,1.190e-23,2.448e-6,1.825e-33
586.719,5.197e-6,1.190e-23,5.197e-6,1.825e-33
586.721,1.080e-5,1.190e-23,1.080e-5,1.825e-33
586.722,1.546e-5,1.190e-23,1.546e-5,1.825e-33
586.724,3.114e-5,1.190e-23,3.114e-5,1.824e-33
586.726,6.144e-5,1.190e-23,6.144e-5,1.824e-33
586.727,8.563e-5,1.190e-23,8.563e-5,1.824e-33
586.729,1.637e-4,1.190e-23,1.637e-4,1.824e-33
586.731,3.066e-4,1.190e-23,3.066e-4,1.824e-33
586.732,4.163e-4,1.190e-23,4.163e-4,1.824e-33
586.734,7.555e-4,1.190e-23,7.555e-4,1.823e-33
586.736,1.343e-3,1.190e-23,1.343e-3,1.823e-33
586.737,1.776e-3,1.190e-23,1.776e-3,1.823e-33
586.739,3.059e-3,1.190e-23,3.059e-3,1.823e-33
586.741,5.159e-3,1.190e-23,5.159e-3,1.823e-33
586.742,6.648e-3,1.190e-23,6.648e-3,1.823e-33
586.744,1.087e-2,1.190e-23,1.087e-2,1.822e-33
586.746,1.740e-2,1.190e-23,1.740e-2,1.822e-33
586.747,2.184e-2,1.190e-23,2.184e-2,1.822e-33
586.749,3.388e-2,1.190e-23,3.388e-2,1.822e-33
586.751,5.147e-2,1.190e-23,5.147e-2,1.822e-33
586.752,6.294e-2,1.190e-23,6.294e-2,1.822e-33
586.754,9.267e-2,1.190e-23,9.267e-2,1.821e-33
586.756,1.336e-1,1.190e-23,1.336e-1,1.821e-33
586.757,1.592e-1,1.190e-23,1.592e-1,1.821e-33
586.759,2.224e-1,1.190e-23,2.224e-1,1.821e-33
586.761,3.044e-1,1.190e-23,3.044e-1,1.821e-33
586.762,3.533e-1,1.190e-23,3.533e-1,1.821e-33
586.764,4.685e-1,1.190e-23,4.685e-1,1.820e-33
586.766,6.085e-1,1.190e-23,6.085e-1,1.820e-33
586.768,7.739e-1,1.190e-23,7.739e-1,1.820e-33
586.769,8.660e-1,1.190e-23,8.660e-1,1.820e-33
586.771,1.067e+0,1.190e-23,1.067e+0,1.820e-33
586.773,1.288e+0,1.190e-23,1.288e+0,1.820e-33
586.774,1.405e+0,1.190e-23,1.405e+0,1.820e-33
586.776,1.643e+0,1.190e-23,1.643e+0,1.819e-33
586.778,1.882e+0,1.190e-23,1.882e+0,1.819e-33
586.779,1.999e+0,1.190e-23,1.999e+0,1.819e-33
586.781,2.219e+0,1.190e-23,2.219e+0,1.819e-33
586.783,2.413e+0,1.190e-23,2.413e+0,1.819e-33
586.784,2.496e+0,1.190e-23,2.496e+0,1.819e-33
586.786,2.630e+0,1.190e-23,2.630e+0,1.818e-33
586.788,2.714e+0,1.190e-23,2.714e+0,1.818e-33
586.789,2.735e+0,1.191e-23,2.735e+0,1.818e-33
586.791,2.735e+0,1.191e-23,2.735e+0,1.818e-33
586.793,2.679e+0,1.191e-23,2.679e+0,1.818e-33
586.794,2.630e+0,1.191e-23,2.630e+0,1.818e-33
586.796,2.496e+0,1.191e-23,2.496e+0,1.817e-33
586.798,2.320e+0,1.191e-23,2.320e+0,1.817e-33
586.799,2.219e+0,1.191e-23,2.219e+0,1.817e-33
586.801,1.999e+0,1.191e-23,1.999e+0,1.817e-33
586.803,1.763e+0,1.191e-23,1.763e+0,1.817e-33
586.804,1.643e+0,1.191e-23,1.643e+0,1.817e-33
586.806,1.405e+0,1.191e-23,1.405e+0,1.816e-33
586.808,1.176e+0,1.191e-23,1.176e+0,1.816e-33
586.809,1.067e+0,1.191e-23,1.067e+0,1.816e-33
586.811,8.660e-1,1.191e-23,8.660e-1,1.816e-33
586.813,6.881e-1,1.191e-23,6.881e-1,1.816e-33
586.814,6.085e-1,1.191e-23,6.085e-1,1.816e-33
586.816,4.685e-1,1.191e-23,4.685e-1,1.815e-33
586.818,3.533e-1,1.191e-23,3.533e-1,1.815e-33
586.819,3.044e-1,1.191e-23,3.044e-1,1.815e-33
586.821,2.224e-1,1.191e-23,2.224e-1,1.815e-33
586.823,1.592e-1,1.191e-23,1.592e-1,1.815e-33
586.824,1.336e-1,1.191e-23,1.336e-1,1.815e-33
586.826,9.267e-2,1.191e-23,9.267e-2,1.814e-33
586.828,6.294e-2,1.191e-23,6.294e-2,1.814e-33
586.829,5.147e-2,1.191e-23,5.147e-2,1.814e-33
586.831,3.388e-2,1.191e-23,3.388e-2,1.814e-33
586.833,2.184e-2,1.191e-23,2.184e-2,1.814e-33
586.834,1.740e-2,1.191e-23,1.740e-2,1.814e-33
586.836,1.087e-2,1.191e-23,1.087e-2,1.813e-33
586.838,6.648e-3,1.191e-23,6.648e-3,1.813e-33
586.839,5.159e-3,1.191e-23,5.159e-3,1.813e-33
586.841,3.059e-3,1.191e-23,3.059e-3,1.813e-33
586.843,1.776e-3,1.191e-23,1.776e-3,1.813e-33
586.844,1.343e-3,1.191e-23,1.343e-3,1.813e-33
586.846,7.555e-4,1.191e-23,7.555e-4,1.812e-33
586.848,4.163e-4,1.191e-23,4.163e-4,1.812e-33
586.849,3.066e-4,1.191e-23,3.066e-4,1.812e-33
586.851,1.637e-4,1.191e-23,1.637e-4,1.812e-33
586.853,8.563e-5,1.191e-23,8.563e-5,1.812e-33
586.854,6.144e-5,1.191e-23,6.144e-5,1.812e-33
586.856,3.114e-5,1.191e-23,3.114e-5,1.811e-33
586.858,1.546e-5,1.191e-23,1.546e-5,1.811e-33
586.859,1.080e-5,1.191e-23,1.080e-5,1.811e-33
586.861,5.197e-6,1.191e-23,5.197e-6,1.811e-33
586.863,2.448e-6,1.191e-23,2.448e-6,1.811e-33
586.864,1.667e-6,1.191e-23,1.667e-6,1.811e-33
586.866,7.610e-7,1.191e-23,7.610e-7,1.810e-33
586.868,3.402e-7,1.191e-23,3.402e-7,1.810e-33
586.869,2.257e-7,1.191e-23,2.257e-7,1.810e-33
586.871,9.779e-8,1.191e-23,9.779e-8,1.810e-33
586.873,4.149e-8,1.191e-23,4.149e-8,1.810e-33
586.874,2.681e-8,1.191e-23,2.681e-8,1.810e-33
586.876,1.103e-8,1.191e-23,1.103e-8,1.810e-33
586.878,4.440e-9,1.191e-23,4.440e-9,1.809e-33
586.879,2.795e-9,1.191e-23,2.795e-9,1.809e-33
586.881,1.091e-9,1.191e-23,1.091e-9,1.809e-33
586.883,4.169e-10,1.191e-23,4.169e-10,1.809e-33
586.884,2.557e-10,1.191e-23,2.557e-10,1.809e-33
586.886,9.471e-11,1.191e-23,9.471e-11,1.809e-33
586.888,3.435e-11,1.191e-23,3.435e-11,1.808e-33
586.889,2.053e-11,1.191e-23,2.053e-11,1.808e-33
586.891,7.215e-12,1.191e-23,7.215e-12,1.808e-33
586.893,2.484e-12,1.191e-23,2.484e-12,1.808e-33
586.894,1.446e-12,1.191e-23,1.446e-12,1.808e-33
586.896,4.823e-13,1.191e-23,4.823e-13,1.808e-33
586.898,1.576e-13,1.191e-23,1.576e-13,1.807e-33
586.899,8.936e-14,1.191e-23,8.936e-14,1.807e-33
586.901,2.829e-14,1.191e-23,2.829e-14,1.807e-33
586.903,8.773e-15,1.191e-23,8.773e-15,1.807e-33
586.904,4.847e-15,1.191e-23,4.847e-15,1.807e-33
586.906,1.456e-15,1.191e-23,1.456e-15,1.807e-33
586.908,4.286e-16,1.191e-23,4.286e-16,1.806e-33
586.909,2.307e-16,1.191e-23,2.307e-16,1.806e-33
586.911,6.578e-17,1.191e-23,6.578e-17,1.806e-33
586.913,1.837e-17,1.191e-23,1.837e-17,1.806e-33
586.914,9.632e-18,1.191e-23,9.632e-18,1.806e-33
586.916,2.607e-18,1.191e-23,2.607e-18,1.806e-33
586.918,6.910e-19,1.191e-23,6.910e-19,1.805e-33
586.919,3.530e-19,1.191e-23,3.530e-19,1.805e-33
586.921,9.067e-20,1.191e-23,9.067e-20,1.805e-33
586.923,2.281e-20,1.191e-23,2.281e-20,1.805e-33
586.924,1.135e-20,1.191e-23,1.135e-20,1.805e-33
586.926,2.767e-21,1.191e-23,2.767e-21,1.805e-33
586.928,6.606e-22,1.191e-23,6.606e-22,1.804e-33
586.929,3.202e-22,1.191e-23,3.202e-22,1.804e-33
586.931,7.410e-23,1.191e-23,7.410e-23,1.804e-33
586.933,1.679e-23,1.191e-23,1.679e-23,1.804e-33
586.934,7.929e-24,1.191e-23,7.929e-24,1.804e-33
586.936,1.741e-24,1.191e-23,1.741e-24,1.804e-33
586.938,3.744e-25,1.191e-23,3.744e-25,1.803e-33
586.939,1.723e-25,1.191e-23,1.723e-25,1.803e-33
586.941,3.590e-26,1.191e-23,3.590e-26,1.803e-33
586.943,7.327e-27,1.191e-23,7.327e-27,1.803e-33
586.944,3.284e-27,1.191e-23,3.284e-27,1.803e-33
586.946,6.495e-28,1.191e-23,6.495e-28,1.803e-33
586.948,1.258e-28,1.191e-23,1.258e-28,1.802e-33
597.036,3.171e-29,1.255e-23,3.171e-29,8.147e-34
597.038,1.594e-28,1.255e-23,1.594e-28,8.145e-34
597.039,3.548e-28,1.255e-23,3.548e-28,8.144e-34
597.041,1.731e-27,1.255e-23,1.731e-27,8.142e-34
597.043,8.274e-27,1.255e-23,8.274e-27,8.140e-34
597.044,1.796e-26,1.255e-23,1.796e-26,8.139e-34
597.046,8.328e-26,1.255e-23,8.328e-26,8.137e-34
597.048,3.785e-25,1.255e-23,3.785e-25,8.135e-34
597.049,8.010e-25,1.255e-23,8.010e-25,8.134e-34
597.051,3.532e-24,1.255e-23,3.532e-24,8.132e-34
597.053,1.526e-23,1.255e-23,1.526e-23,8.131e-34
597.054,3.149e-23,1.255e-23,3.149e-23,8.130e-34
597.056,1.320e-22,1.255e-23,1.320e-22,8.128e-34
597.058,5.426e-22,1.255e-23,5.426e-22,8.126e-34
597.06,2.185e-21,1.255e-23,2.185e-21,8.124e-34
597.061,4.351e-21,1.255e-23,4.351e-21,8.123e-34
597.063,1.700e-20,1.255e-23,1.700e-20,8.121e-34
597.065,6.508e-20,1.255e-23,6.508e-20,8.119e-34
597.066,1.264e-19,1.255e-23,1.264e-19,8.118e-34
597.068,4.695e-19,1.255e-23,4.695e-19,8.116e-34
597.07,1.709e-18,1.255e-23,1.709e-18,8.114e-34
597.071,3.236e-18,1.255e-23,3.236e-18,8.113e-34
597.073,1.143e-17,1.255e-23,1.143e-17,8.111e-34
597.075,3.955e-17,1.255e-23,3.955e-17,8.109e-34
597.076,7.303e-17,1.255e-23,7.303e-17,8.108e-34
597.078,2.452e-16,1.255e-23,2.452e-16,8.106e-34
597.08,8.070e-16,1.255e-23,8.070e-16,8.104e-34
597.081,1.453e-15,1.255e-23,1.453e-15,8.103e-34
597.083,4.638e-15,1.255e-23,4.638e-15,8.101e-34
597.085,1.451e-14,1.255e-23,1.451e-14,8.099e-34
597.086,2.548e-14,1.255e-23,2.548e-14,8.098e-34
597.088,7.733e-14,1.255e-23,7.733e-14,8.096e-34
597.09,2.300e-13,1.255e-23,2.300e-13,8.094e-34
597.091,3.938e-13,1.255e-23,3.938e-13,8.093e-34
597.093,1.136e-12,1.255e-23,1.136e-12,8.091e-34
597.095,3.214e-12,1.255e-23,3.214e-12,8.089e-34
597.096,5.365e-12,1.255e-23,5.365e-12,8.088e-34
597.098,1.472e-11,1.255e-23,1.472e-11,8.086e-34
597.1,3.958e-11,1.255e-23,3.958e-11,8.085e-34
597.101,6.442e-11,1.255e-23,6.442e-11,8.084e-34
597.103,1.681e-10,1.255e-23,1.681e-10,8.082e-34
597.105,4.297e-10,1.255e-23,4.297e-10,8.080e-34
597.106,6.820e-10,1.255e-23,6.820e-10,8.079e-34
597.108,1.692e-9,1.255e-23,1.692e-9,8.077e-34
597.11,4.112e-9,1.255e-23,4.112e-9,8.075e-34
597.111,6.363e-9,1.255e-23,6.363e-9,8.074e-34
597.113,1.501e-8,1.255e-23,1.501e-8,8.072e-34
597.115,3.469e-8,1.255e-23,3.469e-8,8.070e-34
597.116,5.234e-8,1.255e-23,5.234e-8,8.069e-34
597.118,1.174e-7,1.255e-23,1.174e-7,8.067e-34
597.12,2.579e-7,1.255e-23,2.579e-7,8.065e-34
597.121,3.794e-7,1.255e-23,3.794e-7,8.064e-34
597.123,8.089e-7,1.255e-23,8.089e-7,8.062e-34
597.125,1.690e-6,1.255e-23,1.690e-6,8.060e-34
597.126,2.425e-6,1.255e-23,2.425e-6,8.059e-34
597.128,4.915e-6,1.255e-23,4.915e-6,8.057e-34
597.13,9.764e-6,1.255e-23,9.764e-6,8.055e-34
597.131,1.366e-5,1.255e-23,1.366e-5,8.054e-34
597.133,2.632e-5,1.255e-23,2.632e-5,8.052e-34
597.135,4.972e-5,1.255e-23,4.972e-5,8.050e-34
597.136,6.781e-5,1.255e-23,6.781e-5,8.049e-34
597.138,1.243e-4,1.255e-23,1.243e-4,8.047e-34
597.14,2.231e-4,1.255e-23,2.231e-4,8.045e-34
597.141,2.968e-4,1.255e-23,2.968e-4,8.044e-34
597.143,5.171e-4,1.255e-23,5.171e-4,8.042e-34
597.145,8.829e-4,1.255e-23,8.829e-4,8.040e-34
597.146,1.145e-3,1.255e-23,1.145e-3,8.039e-34
597.148,1.897e-3,1.255e-23,1.897e-3,8.038e-34
597.15,3.079e-3,1.255e-23,3.079e-3,8.036e-34
597.151,3.893e-3,1.255e-23,3.893e-3,8.035e-34
597.153,6.132e-3,1.255e-23,6.132e-3,8.033e-34
597.155,9.464e-3,1.255e-23,9.464e-3,8.031e-34
597.156,1.167e-2,1.255e-23,1.167e-2,8.030e-34
597.158,1.747e-2,1.255e-23,1.747e-2,8.028e-34
597.16,2.564e-2,1.255e-23,2.564e-2,8.026e-34
597.161,3.083e-2,1.255e-23,3.083e-2,8.025e-34
597.163,4.390e-2,1.255e-23,4.390e-2,8.023e-34
597.165,6.125e-2,1.255e-23,6.125e-2,8.021e-34
597.166,7.180e-2,1.255e-23,7.180e-2,8.020e-34
597.168,9.720e-2,1.255e-23,9.720e-2,8.018e-34
597.17,1.289e-1,1.255e-23,1.289e-1,8.016e-34
597.171,1.474e-1,1.255e-23,1.474e-1,8.015e-34
597.173,1.897e-1,1.255e-23,1.897e-1,8.013e-34
597.175,2.393e-1,1.255e-23,2.393e-1,8.011e-34
597.176,2.667e-1,1.255e-23,2.667e-1,8.010e-34
597.178,3.264e-1,1.255e-23,3.264e-1,8.008e-34
597.18,3.914e-1,1.255e-23,3.914e-1,8.006e-34
597.181,4.254e-1,1.255e-23,4.254e-1,8.005e-34
597.183,4.949e-1,1.255e-23,4.949e-1,8.003e-34
597.185,5.643e-1,1.255e-23,5.643e-1,8.001e-34
597.186,5.980e-1,1.255e-23,5.980e-1,8.000e-34
597.188,6.616e-1,1.255e-23,6.616e-1,7.998e-34
597.19,7.172e-1,1.255e-23,7.172e-1,7.996e-34
597.191,7.411e-1,1.256e-23,7.411e-1,7.995e-34
597.193,7.795e-1,1.256e-23,7.795e-1,7.993e-34
597.195,8.034e-1,1.256e-23,8.034e-1,7.991e-34
597.196,8.096e-1,1.256e-23,8.096e-1,7.991e-34
597.198,8.096e-1,1.256e-23,8.096e-1,7.989e-34
597.2,7.934e-1,1.256e-23,7.934e-1,7.987e-34
597.201,7.795e-1,1.256e-23,7.795e-1,7.986e-34
597.203,7.411e-1,1.256e-23,7.411e-1,7.984e-34
597.205,6.906e-1,1.256e-23,6.906e-1,7.982e-34
597.206,6.616e-1,1.256e-23,6.616e-1,7.981e-34
597.208,5.980e-1,1.256e-23,5.980e-1,7.979e-34
597.21,5.298e-1,1.256e-23,5.298e-1,7.977e-34
597.211,4.949e-1,1.256e-23,4.949e-1,7.976e-34
597.213,4.254e-1,1.256e-23,4.254e-1,7.974e-34
597.215,3.583e-1,1.256e-23,3.583e-1,7.972e-34
597.216,3.264e-1,1.256e-23,3.264e-1,7.971e-34
597.218,2.667e-1,1.256e-23,2.667e-1,7.969e-34
597.22,2.136e-1,1.256e-23,2.136e-1,7.967e-34
597.221,1.897e-1,1.256e-23,1.897e-1,7.966e-34
597.223,1.474e-1,1.256e-23,1.474e-1,7.964e-34
597.225,1.122e-1,1.256e-23,1.122e-1,7.962e-34
597.226,9.720e-2,1.256e-23,9.720e-2,7.961e-34
597.228,7.180e-2,1.256e-23,7.180e-2,7.959e-34
597.23,5.198e-2,1.256e-23,5.198e-2,7.957e-34
597.231,4.390e-2,1.256e-23,4.390e-2,7.956e-34
597.233,3.083e-2,1.256e-23,3.083e-2,7.954e-34
597.235,2.122e-2,1.256e-23,2.122e-2,7.952e-34
597.236,1.747e-2,1.256e-23,1.747e-2,7.951e-34
597.238,1.167e-2,1.256e-23,1.167e-2,7.949e-34
597.24,7.637e-3,1.256e-23,7.637e-3,7.947e-34
597.241,6.132e-3,1.256e-23,6.132e-3,7.946e-34
597.243,3.893e-3,1.256e-23,3.893e-3,7.944e-34
597.245,2.423e-3,1.256e-23,2.423e-3,7.943e-34
597.246,1.897e-3,1.256e-23,1.897e-3,7.942e-34
597.248,1.145e-3,1.256e-23,1.145e-3,7.940e-34
597.25,6.773e-4,1.256e-23,6.773e-4,7.938e-34
597.251,5.171e-4,1.256e-23,5.171e-4,7.937e-34
597.253,2.968e-4,1.256e-23,2.968e-4,7.935e-34
597.255,1.669e-4,1.256e-23,1.669e-4,7.933e-34
597.256,1.243e-4,1.256e-23,1.243e-4,7.932e-34
597.258,6.781e-5,1.256e-23,6.781e-5,7.930e-34
597.26,3.627e-5,1.256e-23,3.627e-5,7.928e-34
597.261,2.632e-5,1.256e-23,2.632e-5,7.927e-34
597.263,1.366e-5,1.256e-23,1.366e-5,7.925e-34
597.265,6.945e-6,1.256e-23,6.945e-6,7.923e-34
597.266,4.915e-6,1.256e-23,4.915e-6,7.922e-34
597.268,2.425e-6,1.256e-23,2.425e-6,7.920e-34
597.27,1.172e-6,1.256e-23,1.172e-6,7.918e-34
597.271,8.089e-7,1.256e-23,8.089e-7,7.917e-34
597.273,3.794e-7,1.256e-23,3.794e-7,7.915e-34
597.275,1.744e-7,1.256e-23,1.744e-7,7.913e-34
597.276,1.174e-7,1.256e-23,1.174e-7,7.912e-34
