Wavelength (nm),Sum(calc),Cr I (8.9e-2),Cr II (9.1e-1)
275.151,5.153e+3,5.153e+3,4.693e-15
275.153,7.538e+3,7.538e+3,4.691e-15
275.155,1.003e+4,1.003e+4,4.690e-15
275.157,1.213e+4,1.213e+4,4.688e-15
275.158,1.287e+4,1.287e+4,4.687e-15
275.16,1.350e+4,1.350e+4,4.686e-15
275.162,1.287e+4,1.287e+4,4.684e-15
275.163,1.213e+4,1.213e+4,4.683e-15
275.165,1.003e+4,1.003e+4,4.682e-15
275.167,7.538e+3,7.538e+3,4.680e-15
275.169,5.153e+3,5.153e+3,4.679e-15
275.17,4.111e+3,4.111e+3,4.678e-15
275.172,2.437e+3,2.437e+3,4.676e-15
275.174,1.313e+3,1.313e+3,4.675e-15
275.175,9.304e+2,9.304e+2,4.674e-15
275.177,4.348e+2,4.348e+2,4.673e-15
275.179,1.847e+2,1.847e+2,4.671e-15
275.18,1.162e+2,1.162e+2,4.670e-15
275.182,4.281e+1,4.281e+1,4.669e-15
275.184,1.434e+1,1.434e+1,4.667e-15
275.186,4.369e+0,4.369e+0,4.666e-15
275.187,2.327e+0,2.327e+0,4.665e-15
275.189,6.146e-1,6.146e-1,4.663e-15
275.191,1.476e-1,1.476e-1,4.662e-15
275.192,6.980e-2,6.980e-2,4.661e-15
275.194,1.454e-2,1.454e-2,4.659e-15
275.196,2.752e-3,2.752e-3,4.658e-15
275.198,4.738e-4,4.738e-4,4.656e-15
275.199,1.897e-4,1.897e-4,4.656e-15
275.201,2.832e-5,2.832e-5,4.654e-15
275.203,3.845e-6,3.845e-6,4.652e-15
275.204,1.367e-6,1.367e-6,4.652e-15
275.206,1.609e-7,1.609e-7,4.650e-15
275.208,1.722e-8,1.722e-8,4.649e-15
275.21,1.675e-9,1.675e-9,4.647e-15
275.211,5.043e-10,5.043e-10,4.646e-15
275.213,4.255e-11,4.255e-11,4.645e-15
275.215,3.264e-12,3.264e-12,4.643e-15
275.216,8.725e-13,8.725e-13,4.642e-15
275.218,5.804e-14,5.804e-14,4.641e-15
275.22,3.511e-15,3.511e-15,4.639e-15
275.222,1.931e-16,1.931e-16,4.638e-15
275.223,4.370e-17,4.370e-17,4.637e-15
275.225,1.109e-15,1.109e-15,4.635e-15
275.227,2.011e-14,2.011e-14,4.634e-15
275.228,8.264e-14,8.264e-14,4.633e-15
275.23,1.300e-12,1.300e-12,4.632e-15
275.232,1.858e-11,1.858e-11,4.630e-15
275.234,2.416e-10,2.416e-10,4.629e-15
275.235,8.408e-10,8.408e-10,4.628e-15
275.237,9.481e-9,9.481e-9,4.626e-15
275.239,9.723e-8,9.723e-8,4.625e-15
275.24,3.004e-7,3.004e-7,4.624e-15
275.242,2.672e-6,2.672e-6,4.622e-15
275.244,2.160e-5,2.160e-5,4.621e-15
275.246,1.589e-4,1.589e-4,4.619e-15
275.247,4.157e-4,4.157e-4,4.618e-15
275.249,2.651e-3,2.651e-3,4.617e-15
275.251,1.537e-2,1.537e-2,4.615e-15
275.252,3.572e-2,3.572e-2,4.615e-15
275.254,1.796e-1,1.796e-1,4.613e-15
275.256,8.214e-1,8.214e-1,4.612e-15
275.258,3.416e+0,3.416e+0,4.610e-15
275.259,6.721e+0,6.721e+0,4.609e-15
275.261,2.424e+1,2.424e+1,4.608e-15
275.263,7.948e+1,7.948e+1,4.606e-15
275.264,1.389e+2,1.389e+2,4.605e-15
275.266,3.949e+2,3.949e+2,4.604e-15
275.268,1.021e+3,1.021e+3,4.602e-15
275.269,1.585e+3,1.585e+3,4.601e-15
275.271,3.554e+3,3.554e+3,4.600e-15
275.273,7.247e+3,7.247e+3,4.598e-15
275.275,1.344e+4,1.344e+4,4.597e-15
275.276,1.766e+4,1.766e+4,4.596e-15
275.278,2.840e+4,2.840e+4,4.595e-15
275.28,4.153e+4,4.153e+4,4.593e-15
275.281,4.846e+4,4.846e+4,4.592e-15
275.283,6.145e+4,6.145e+4,4.591e-15
275.285,7.087e+4,7.087e+4,4.589e-15
275.287,7.431e+4,7.431e+4,4.588e-15
275.288,7.344e+4,7.344e+4,4.587e-15
275.29,6.678e+4,6.678e+4,4.585e-15
275.292,5.522e+4,5.522e+4,4.584e-15
275.293,4.846e+4,4.846e+4,4.583e-15
275.295,3.475e+4,3.475e+4,4.581e-15
275.297,2.266e+4,2.266e+4,4.580e-15
275.299,1.344e+4,1.344e+4,4.578e-15
275.3,9.987e+3,9.987e+3,4.578e-15
275.302,5.136e+3,5.136e+3,4.576e-15
275.304,2.402e+3,2.402e+3,4.574e-15
275.305,1.585e+3,1.585e+3,4.574e-15
275.307,6.427e+2,6.427e+2,4.572e-15
275.309,2.370e+2,2.370e+2,4.571e-15
275.311,7.948e+1,7.948e+1,4.569e-15
275.312,4.441e+1,4.441e+1,4.568e-15
275.314,1.292e+1,1.292e+1,4.567e-15
275.316,3.416e+0,3.416e+0,4.565e-15
275.317,1.695e+0,1.695e+0,4.564e-15
275.319,3.887e-1,3.887e-1,4.563e-15
275.321,8.106e-2,8.106e-2,4.561e-15
275.323,1.537e-2,1.537e-2,4.560e-15
275.324,6.460e-3,6.460e-3,4.559e-15
275.326,1.062e-3,1.062e-3,4.557e-15
275.328,1.589e-4,1.589e-4,4.556e-15
275.329,5.928e-5,5.928e-5,4.555e-15
275.331,7.688e-6,7.688e-6,4.554e-15
275.333,9.066e-7,9.066e-7,4.552e-15
275.335,9.723e-8,9.723e-8,4.550e-15
275.336,3.072e-8,3.072e-8,4.550e-15
275.338,2.857e-9,2.857e-9,4.548e-15
275.34,2.416e-10,2.416e-10,4.547e-15
275.341,6.781e-11,6.781e-11,4.546e-15
275.343,4.973e-12,4.973e-12,4.544e-15
275.345,3.316e-13,3.316e-13,4.543e-15
275.347,2.011e-14,2.011e-14,4.541e-15
275.348,4.779e-15,4.779e-15,4.540e-15
275.35,2.513e-16,2.513e-16,4.539e-15
275.648,1.644e-15,1.644e-15,4.309e-15
275.649,7.054e-15,7.054e-15,4.308e-15
275.651,1.209e-13,1.209e-13,4.306e-15
275.653,1.885e-12,1.885e-12,4.305e-15
275.655,2.674e-11,2.674e-11,4.303e-15
275.656,9.720e-11,9.720e-11,4.302e-15
275.658,1.196e-9,1.196e-9,4.301e-15
275.66,1.339e-8,1.339e-8,4.299e-15
275.661,4.323e-8,4.323e-8,4.299e-15
275.663,4.197e-7,4.197e-7,4.297e-15
275.665,3.708e-6,3.708e-6,4.296e-15
275.667,2.979e-5,2.979e-5,4.294e-15
275.668,8.149e-5,8.149e-5,4.293e-15
275.67,5.681e-4,5.681e-4,4.292e-15
275.672,3.602e-3,3.602e-3,4.290e-15
275.673,8.753e-3,8.753e-3,4.289e-15
275.675,4.815e-2,4.815e-2,4.288e-15
275.677,2.409e-1,2.409e-1,4.286e-15
275.679,1.097e+0,1.097e+0,4.285e-15
275.68,2.258e+0,2.258e+0,4.284e-15
275.682,8.916e+0,8.916e+0,4.282e-15
275.684,3.203e+1,3.203e+1,4.281e-15
275.685,5.858e+1,5.858e+1,4.280e-15
275.687,1.825e+2,1.825e+2,4.279e-15
275.689,5.174e+2,5.174e+2,4.277e-15
275.69,8.407e+2,8.407e+2,4.276e-15
275.692,2.067e+3,2.067e+3,4.275e-15
275.694,4.625e+3,4.625e+3,4.273e-15
275.696,9.410e+3,9.410e+3,4.272e-15
275.697,1.296e+4,1.296e+4,4.271e-15
275.699,2.287e+4,2.287e+4,4.269e-15
275.701,3.672e+4,3.672e+4,4.268e-15
275.702,4.491e+4,4.491e+4,4.267e-15
275.704,6.256e+4,6.256e+4,4.265e-15
275.706,7.928e+4,7.928e+4,4.264e-15
275.708,9.138e+4,9.138e+4,4.262e-15
275.709,9.468e+4,9.468e+4,4.262e-15
275.711,9.468e+4,9.468e+4,4.260e-15
275.713,8.613e+4,8.613e+4,4.258e-15
275.714,7.928e+4,7.928e+4,4.258e-15
275.716,6.256e+4,6.256e+4,4.256e-15
275.718,4.491e+4,4.491e+4,4.255e-15
275.72,2.932e+4,2.932e+4,4.253e-15
275.721,2.287e+4,2.287e+4,4.252e-15
275.723,1.296e+4,1.296e+4,4.251e-15
275.725,6.676e+3,6.676e+3,4.249e-15
275.726,4.625e+3,4.625e+3,4.248e-15
275.728,2.067e+3,2.067e+3,4.247e-15
275.73,8.407e+2,8.407e+2,4.245e-15
275.732,3.110e+2,3.110e+2,4.244e-15
275.733,1.825e+2,1.825e+2,4.243e-15
275.735,5.858e+1,5.858e+1,4.241e-15
275.737,1.710e+1,1.710e+1,4.240e-15
275.738,8.916e+0,8.916e+0,4.239e-15
275.74,2.258e+0,2.258e+0,4.238e-15
275.742,5.201e-1,5.201e-1,4.236e-15
275.744,1.090e-1,1.090e-1,4.235e-15
275.745,4.815e-2,4.815e-2,4.234e-15
275.747,8.753e-3,8.753e-3,4.232e-15
275.749,1.447e-3,1.447e-3,4.231e-15
275.75,5.681e-4,5.681e-4,4.230e-15
275.752,8.149e-5,8.149e-5,4.228e-15
275.754,1.063e-5,1.063e-5,4.227e-15
275.756,1.262e-6,1.262e-6,4.225e-15
275.757,4.197e-7,4.197e-7,4.224e-15
275.759,4.323e-8,4.323e-8,4.223e-15
275.761,4.049e-9,4.049e-9,4.221e-15
275.762,1.196e-9,1.196e-9,4.221e-15
275.764,9.720e-11,9.720e-11,4.219e-15
275.766,7.185e-12,7.185e-12,4.218e-15
275.767,1.885e-12,1.885e-12,4.217e-15
275.769,1.209e-13,1.209e-13,4.215e-15
275.771,7.054e-15,7.054e-15,4.214e-15
275.773,3.743e-16,3.743e-16,4.212e-15
276.113,1.158e-15,1.158e-15,3.949e-15
276.115,2.061e-14,2.061e-14,3.948e-15
276.117,3.338e-13,3.338e-13,3.946e-15
276.118,1.297e-12,1.297e-12,3.946e-15
276.12,1.823e-11,1.823e-11,3.944e-15
276.122,2.332e-10,2.332e-10,3.942e-15
276.123,8.049e-10,8.049e-10,3.942e-15
276.125,8.937e-9,8.937e-9,3.940e-15
276.127,9.028e-8,9.028e-8,3.939e-15
276.129,8.299e-7,8.299e-7,3.937e-15
276.13,2.429e-6,2.429e-6,3.936e-15
276.132,1.938e-5,1.938e-5,3.935e-15
276.134,1.407e-4,1.407e-4,3.933e-15
276.135,3.659e-4,3.659e-4,3.932e-15
276.137,2.305e-3,2.305e-3,3.931e-15
276.139,1.322e-2,1.322e-2,3.929e-15
276.141,6.897e-2,6.897e-2,3.928e-15
276.142,1.520e-1,1.520e-1,3.927e-15
276.144,6.885e-1,6.885e-1,3.925e-15
276.146,2.837e+0,2.837e+0,3.924e-15
276.147,5.559e+0,5.559e+0,3.923e-15
276.149,1.988e+1,1.988e+1,3.922e-15
276.151,6.470e+1,6.470e+1,3.920e-15
276.153,1.916e+2,1.916e+2,3.919e-15
276.154,3.182e+2,3.182e+2,3.918e-15
276.156,8.179e+2,8.179e+2,3.916e-15
276.158,1.913e+3,1.913e+3,3.915e-15
276.159,2.823e+3,2.823e+3,3.914e-15
276.161,5.731e+3,5.731e+3,3.912e-15
276.163,1.059e+4,1.059e+4,3.911e-15
276.165,1.779e+4,1.779e+4,3.909e-15
276.166,2.226e+4,2.226e+4,3.908e-15
276.168,3.248e+4,3.248e+4,3.907e-15
276.17,4.311e+4,4.311e+4,3.905e-15
276.171,4.794e+4,4.794e+4,3.905e-15
276.173,5.523e+4,5.523e+4,3.903e-15
276.175,5.790e+4,5.790e+4,3.902e-15
276.177,5.523e+4,5.523e+4,3.900e-15
276.178,5.206e+4,5.206e+4,3.899e-15
276.18,4.311e+4,4.311e+4,3.898e-15
276.182,3.248e+4,3.248e+4,3.896e-15
276.183,2.721e+4,2.721e+4,3.895e-15
276.185,1.779e+4,1.779e+4,3.894e-15
276.187,1.059e+4,1.059e+4,3.892e-15
276.188,7.881e+3,7.881e+3,3.891e-15
276.19,4.070e+3,4.070e+3,3.890e-15
276.192,1.913e+3,1.913e+3,3.888e-15
276.194,8.179e+2,8.179e+2,3.887e-15
276.195,5.162e+2,5.162e+2,3.886e-15
276.197,1.916e+2,1.916e+2,3.885e-15
276.199,6.470e+1,6.470e+1,3.883e-15
276.2,3.629e+1,3.629e+1,3.882e-15
276.202,1.064e+1,1.064e+1,3.881e-15
276.204,2.837e+0,2.837e+0,3.879e-15
276.206,6.885e-1,6.885e-1,3.878e-15
276.207,3.274e-1,3.274e-1,3.877e-15
276.209,6.897e-2,6.897e-2,3.875e-15
276.211,1.322e-2,1.322e-2,3.874e-15
276.212,5.586e-3,5.586e-3,3.873e-15
276.214,9.293e-4,9.293e-4,3.871e-15
276.216,1.407e-4,1.407e-4,3.870e-15
276.218,1.938e-5,1.938e-5,3.868e-15
276.219,6.942e-6,6.942e-6,3.868e-15
276.221,8.299e-7,8.299e-7,3.866e-15
276.223,9.028e-8,9.028e-8,3.864e-15
276.224,2.874e-8,2.874e-8,3.864e-15
276.226,2.714e-9,2.714e-9,3.862e-15
276.228,2.332e-10,2.332e-10,3.861e-15
276.23,1.823e-11,1.823e-11,3.859e-15
276.231,4.920e-12,4.920e-12,3.858e-15
276.233,3.338e-13,3.338e-13,3.857e-15
276.235,2.061e-14,2.061e-14,3.855e-15
276.236,4.944e-15,4.944e-15,3.854e-15
276.373,3.602e-16,3.602e-16,3.749e-15
276.375,6.684e-15,6.684e-15,3.747e-15
276.377,1.129e-13,1.129e-13,3.745e-15
276.378,4.478e-13,4.478e-13,3.745e-15
276.38,6.566e-12,6.566e-12,3.743e-15
276.382,8.761e-11,8.761e-11,3.742e-15
276.384,1.064e-9,1.064e-9,3.740e-15
276.385,3.579e-9,3.579e-9,3.739e-15
276.387,3.773e-8,3.773e-8,3.738e-15
276.389,3.621e-7,3.621e-7,3.736e-15
276.39,1.083e-6,1.083e-6,3.735e-15
276.392,9.019e-6,9.019e-6,3.734e-15
276.394,6.837e-5,6.837e-5,3.732e-15
276.396,4.718e-4,4.718e-4,3.731e-15
276.397,1.196e-3,1.196e-3,3.730e-15
276.399,7.166e-3,7.166e-3,3.728e-15
276.401,3.907e-2,3.907e-2,3.727e-15
276.402,8.805e-2,8.805e-2,3.726e-15
276.404,4.168e-1,4.168e-1,3.725e-15
276.406,1.795e+0,1.795e+0,3.723e-15
276.408,7.039e+0,7.039e+0,3.722e-15
276.409,1.345e+1,1.345e+1,3.721e-15
276.411,4.579e+1,4.579e+1,3.719e-15
276.413,1.418e+2,1.418e+2,3.718e-15
276.414,2.410e+2,2.410e+2,3.717e-15
276.416,6.480e+2,6.480e+2,3.715e-15
276.418,1.586e+3,1.586e+3,3.714e-15
276.42,3.533e+3,3.533e+3,3.712e-15
276.421,5.090e+3,5.090e+3,3.711e-15
276.423,9.843e+3,9.843e+3,3.710e-15
276.425,1.732e+4,1.732e+4,3.708e-15
276.426,2.219e+4,2.219e+4,3.708e-15
276.428,3.390e+4,3.390e+4,3.706e-15
276.43,4.714e+4,4.714e+4,3.705e-15
276.432,5.967e+4,5.967e+4,3.703e-15
276.433,6.479e+4,6.479e+4,3.702e-15
276.435,7.119e+4,7.119e+4,3.701e-15
276.437,7.119e+4,7.119e+4,3.699e-15
276.438,6.872e+4,6.872e+4,3.698e-15
276.44,5.967e+4,5.967e+4,3.697e-15
276.442,4.714e+4,4.714e+4,3.695e-15
276.443,4.045e+4,4.045e+4,3.694e-15
276.445,2.775e+4,2.775e+4,3.693e-15
276.447,1.732e+4,1.732e+4,3.691e-15
276.449,9.843e+3,9.843e+3,3.690e-15
276.45,7.162e+3,7.162e+3,3.689e-15
276.452,3.533e+3,3.533e+3,3.688e-15
276.454,1.586e+3,1.586e+3,3.686e-15
276.455,1.026e+3,1.026e+3,3.685e-15
276.457,3.998e+2,3.998e+2,3.684e-15
276.459,1.418e+2,1.418e+2,3.682e-15
276.461,4.579e+1,4.579e+1,3.681e-15
276.462,2.511e+1,2.511e+1,3.680e-15
276.464,7.039e+0,7.039e+0,3.678e-15
276.466,1.795e+0,1.795e+0,3.677e-15
276.467,8.753e-1,8.753e-1,3.676e-15
276.469,1.938e-1,1.938e-1,3.674e-15
276.471,3.907e-2,3.907e-2,3.673e-15
276.473,7.166e-3,7.166e-3,3.671e-15
276.474,2.963e-3,2.963e-3,3.671e-15
276.476,4.718e-4,4.718e-4,3.669e-15
276.478,6.837e-5,6.837e-5,3.667e-15
276.479,2.513e-5,2.513e-5,3.667e-15
276.481,3.162e-6,3.162e-6,3.665e-15
276.483,3.621e-7,3.621e-7,3.664e-15
276.485,3.773e-8,3.773e-8,3.662e-15
276.486,1.176e-8,1.176e-8,3.661e-15
276.488,1.064e-9,1.064e-9,3.660e-15
276.49,8.761e-11,8.761e-11,3.658e-15
276.491,2.427e-11,2.427e-11,3.657e-15
276.493,1.735e-12,1.735e-12,3.656e-15
276.495,1.129e-13,1.129e-13,3.654e-15
276.497,6.684e-15,6.684e-15,3.653e-15
276.498,1.570e-15,1.570e-15,3.652e-15
276.928,9.301e-16,9.301e-16,3.320e-15
276.93,1.706e-14,1.706e-14,3.318e-15
276.931,7.053e-14,7.053e-14,3.317e-15
276.933,1.124e-12,1.124e-12,3.316e-15
276.935,1.630e-11,1.630e-11,3.314e-15
276.936,5.993e-11,5.993e-11,3.314e-15
276.938,7.552e-10,7.552e-10,3.312e-15
276.94,8.663e-9,8.663e-9,3.310e-15
276.942,9.049e-8,9.049e-8,3.309e-15
276.943,2.823e-7,2.823e-7,3.308e-15
276.945,2.561e-6,2.561e-6,3.307e-15
276.947,2.116e-5,2.116e-5,3.305e-15
276.948,5.871e-5,5.871e-5,3.304e-15
276.95,4.213e-4,4.213e-4,3.303e-15
276.952,2.752e-3,2.752e-3,3.301e-15
276.953,6.791e-3,6.791e-3,3.300e-15
276.955,3.854e-2,3.854e-2,3.299e-15
276.957,1.991e-1,1.991e-1,3.297e-15
276.959,9.367e-1,9.367e-1,3.296e-15
276.96,1.961e+0,1.961e+0,3.295e-15
276.962,8.015e+0,8.015e+0,3.293e-15
276.964,2.982e+1,2.982e+1,3.292e-15
276.965,5.552e+1,5.552e+1,3.291e-15
276.967,1.794e+2,1.794e+2,3.290e-15
276.969,5.279e+2,5.279e+2,3.288e-15
276.971,1.414e+3,1.414e+3,3.287e-15
276.972,2.235e+3,2.235e+3,3.286e-15
276.974,5.200e+3,5.200e+3,3.284e-15
276.976,1.102e+4,1.102e+4,3.283e-15
276.977,1.548e+4,1.548e+4,3.282e-15
276.979,2.849e+4,2.849e+4,3.280e-15
276.981,4.774e+4,4.774e+4,3.279e-15
276.983,7.282e+4,7.282e+4,3.277e-15
276.984,8.683e+4,8.683e+4,3.277e-15
276.986,1.151e+5,1.151e+5,3.275e-15
276.988,1.388e+5,1.388e+5,3.273e-15
276.989,1.472e+5,1.472e+5,3.273e-15
276.991,1.543e+5,1.543e+5,3.271e-15
276.993,1.472e+5,1.472e+5,3.270e-15
276.995,1.279e+5,1.279e+5,3.268e-15
276.996,1.151e+5,1.151e+5,3.267e-15
276.998,8.683e+4,8.683e+4,3.266e-15
277,5.965e+4,5.965e+4,3.264e-15
277.001,4.774e+4,4.774e+4,3.263e-15
277.003,2.849e+4,2.849e+4,3.262e-15
277.005,1.548e+4,1.548e+4,3.260e-15
277.007,7.658e+3,7.658e+3,3.259e-15
277.008,5.200e+3,5.200e+3,3.258e-15
277.01,2.235e+3,2.235e+3,3.256e-15
277.012,8.743e+2,8.743e+2,3.255e-15
277.013,5.279e+2,5.279e+2,3.254e-15
277.015,1.794e+2,1.794e+2,3.253e-15
277.017,5.552e+1,5.552e+1,3.251e-15
277.019,1.564e+1,1.564e+1,3.249e-15
277.02,8.015e+0,8.015e+0,3.249e-15
277.022,1.961e+0,1.961e+0,3.247e-15
277.024,4.370e-1,4.370e-1,3.246e-15
277.025,1.991e-1,1.991e-1,3.245e-15
277.027,3.854e-2,3.854e-2,3.243e-15
277.029,6.791e-3,6.791e-3,3.242e-15
277.03,2.752e-3,2.752e-3,3.241e-15
277.032,4.213e-4,4.213e-4,3.239e-15
277.034,5.871e-5,5.871e-5,3.238e-15
277.036,7.449e-6,7.449e-6,3.236e-15
277.037,2.561e-6,2.561e-6,3.236e-15
277.039,2.823e-7,2.823e-7,3.234e-15
277.041,2.833e-8,2.833e-8,3.232e-15
277.042,8.663e-9,8.663e-9,3.232e-15
277.044,7.552e-10,7.552e-10,3.230e-15
277.046,5.993e-11,5.993e-11,3.229e-15
277.048,4.330e-12,4.330e-12,3.227e-15
277.049,1.124e-12,1.124e-12,3.226e-15
277.051,7.053e-14,7.053e-14,3.225e-15
277.053,4.030e-15,4.030e-15,3.223e-15
278.006,5.342e-16,5.342e-16,2.487e-15
278.008,1.004e-14,1.004e-14,2.485e-15
278.009,4.201e-14,4.201e-14,2.485e-15
278.011,6.863e-13,6.863e-13,2.483e-15
278.013,1.022e-11,1.022e-11,2.482e-15
278.015,1.385e-10,1.385e-10,2.480e-15
278.016,4.927e-10,4.927e-10,2.479e-15
278.018,5.811e-9,5.811e-9,2.478e-15
278.02,6.244e-8,6.244e-8,2.476e-15
278.021,1.977e-7,1.977e-7,2.475e-15
278.023,1.847e-6,1.847e-6,2.474e-15
278.025,1.572e-5,1.572e-5,2.472e-15
278.027,1.220e-4,1.220e-4,2.471e-15
278.028,3.280e-4,3.280e-4,2.470e-15
278.03,2.213e-3,2.213e-3,2.468e-15
278.032,1.360e-2,1.360e-2,2.467e-15
278.033,3.256e-2,3.256e-2,2.466e-15
278.035,1.740e-1,1.740e-1,2.465e-15
278.037,8.473e-1,8.473e-1,2.463e-15
278.038,1.806e+0,1.806e+0,2.462e-15
278.04,7.646e+0,7.646e+0,2.461e-15
278.042,2.950e+1,2.950e+1,2.459e-15
278.044,1.037e+2,1.037e+2,2.458e-15
278.045,1.877e+2,1.877e+2,2.457e-15
278.047,5.739e+2,5.739e+2,2.455e-15
278.049,1.598e+3,1.598e+3,2.454e-15
278.05,2.576e+3,2.576e+3,2.453e-15
278.052,6.239e+3,6.239e+3,2.451e-15
278.054,1.377e+4,1.377e+4,2.450e-15
278.056,2.768e+4,2.768e+4,2.448e-15
278.057,3.790e+4,3.790e+4,2.448e-15
278.059,6.626e+4,6.626e+4,2.446e-15
278.061,1.056e+5,1.056e+5,2.444e-15
278.062,1.287e+5,1.287e+5,2.444e-15
278.064,1.782e+5,1.782e+5,2.442e-15
278.066,2.249e+5,2.249e+5,2.441e-15
278.068,2.586e+5,2.586e+5,2.439e-15
278.069,2.678e+5,2.678e+5,2.438e-15
278.071,2.678e+5,2.678e+5,2.437e-15
278.073,2.440e+5,2.440e+5,2.435e-15
278.074,2.249e+5,2.249e+5,2.434e-15
278.076,1.782e+5,1.782e+5,2.433e-15
278.078,1.287e+5,1.287e+5,2.431e-15
278.08,8.461e+4,8.461e+4,2.430e-15
278.081,6.626e+4,6.626e+4,2.429e-15
278.083,3.790e+4,3.790e+4,2.427e-15
278.085,1.975e+4,1.975e+4,2.426e-15
278.086,1.377e+4,1.377e+4,2.425e-15
278.088,6.239e+3,6.239e+3,2.424e-15
278.09,2.576e+3,2.576e+3,2.422e-15
278.092,9.690e+2,9.690e+2,2.420e-15
278.093,5.739e+2,5.739e+2,2.420e-15
278.095,1.877e+2,1.877e+2,2.418e-15
278.097,5.596e+1,5.596e+1,2.417e-15
278.098,2.950e+1,2.950e+1,2.416e-15
278.1,7.646e+0,7.646e+0,2.414e-15
278.102,1.806e+0,1.806e+0,2.413e-15
278.104,3.885e-1,3.885e-1,2.411e-15
278.105,1.740e-1,1.740e-1,2.410e-15
278.107,3.256e-2,3.256e-2,2.409e-15
278.109,5.550e-3,5.550e-3,2.407e-15
278.11,2.213e-3,2.213e-3,2.407e-15
278.112,3.280e-4,3.280e-4,2.405e-15
278.114,4.431e-5,4.431e-5,2.403e-15
278.116,5.452e-6,5.452e-6,2.402e-15
278.117,1.847e-6,1.847e-6,2.401e-15
278.119,1.977e-7,1.977e-7,2.400e-15
278.121,1.927e-8,1.927e-8,2.398e-15
278.122,5.811e-9,5.811e-9,2.397e-15
278.124,4.927e-10,4.927e-10,2.396e-15
278.126,3.806e-11,3.806e-11,2.394e-15
278.127,1.022e-11,1.022e-11,2.393e-15
278.129,6.863e-13,6.863e-13,2.392e-15
278.131,4.201e-14,4.201e-14,2.390e-15
278.699,1.952e-15,3.943e-14,1.952e-15
278.701,3.450e-14,3.942e-14,3.450e-14
278.703,5.559e-13,3.942e-14,5.559e-13
278.704,2.155e-12,3.941e-14,2.155e-12
278.706,3.022e-11,3.940e-14,3.022e-11
278.708,3.863e-10,3.939e-14,3.863e-10
278.709,1.334e-9,3.939e-14,1.334e-9
278.711,1.484e-8,3.938e-14,1.484e-8
278.713,1.504e-7,3.937e-14,1.504e-7
278.714,4.626e-7,3.937e-14,4.626e-7
278.716,4.081e-6,3.936e-14,4.081e-6
278.718,3.282e-5,3.935e-14,3.282e-5
278.72,2.406e-4,3.934e-14,2.406e-4
278.721,6.292e-4,3.933e-14,6.292e-4
278.723,4.014e-3,3.932e-14,4.014e-3
278.725,2.334e-2,3.932e-14,2.334e-2
278.726,5.437e-2,3.931e-14,5.437e-2
278.728,2.751e-1,3.930e-14,2.751e-1
278.73,1.269e+0,3.929e-14,1.269e+0
278.732,5.336e+0,3.928e-14,5.336e+0
278.733,1.057e+1,3.928e-14,1.057e+1
278.735,3.866e+1,3.927e-14,3.866e+1
278.737,1.289e+2,3.926e-14,1.289e+2
278.738,2.274e+2,3.926e-14,2.274e+2
278.74,6.601e+2,3.925e-14,6.601e+2
278.742,1.746e+3,3.924e-14,1.746e+3
278.744,4.211e+3,3.923e-14,4.211e+3
278.745,6.316e+3,3.922e-14,6.316e+3
278.747,1.325e+4,3.922e-14,1.325e+4
278.749,2.535e+4,3.921e-14,2.535e+4
278.75,3.387e+4,3.920e-14,3.387e+4
278.752,5.638e+4,3.919e-14,5.638e+4
278.754,8.554e+4,3.918e-14,8.554e+4
278.756,1.183e+5,3.918e-14,1.183e+5
278.757,1.344e+5,3.917e-14,1.344e+5
278.759,1.617e+5,3.916e-14,1.617e+5
278.761,1.774e+5,3.915e-14,1.774e+5
278.762,1.795e+5,3.915e-14,1.795e+5
278.764,1.714e+5,3.914e-14,1.714e+5
278.766,1.491e+5,3.913e-14,1.491e+5
278.768,1.183e+5,3.912e-14,1.183e+5
278.769,1.018e+5,3.912e-14,1.018e+5
278.771,7.025e+4,3.911e-14,7.025e+4
278.773,4.421e+4,3.910e-14,4.421e+4
278.774,3.387e+4,3.909e-14,3.387e+4
278.776,1.855e+4,3.908e-14,1.855e+4
278.778,9.256e+3,3.908e-14,9.256e+3
278.78,4.211e+3,3.907e-14,4.211e+3
278.781,2.743e+3,3.906e-14,2.743e+3
278.783,1.086e+3,3.905e-14,1.086e+3
278.785,3.920e+2,3.904e-14,3.920e+2
278.786,2.274e+2,3.904e-14,2.274e+2
278.788,7.143e+1,3.903e-14,7.143e+1
278.79,2.045e+1,3.902e-14,2.045e+1
278.791,1.057e+1,3.902e-14,1.057e+1
278.793,2.632e+0,3.901e-14,2.632e+0
278.795,5.978e-1,3.900e-14,5.978e-1
278.797,1.237e-1,3.899e-14,1.237e-1
278.798,5.437e-2,3.898e-14,5.437e-2
278.8,9.793e-3,3.898e-14,9.793e-3
278.802,1.608e-3,3.897e-14,1.608e-3
278.803,6.292e-4,3.896e-14,6.292e-4
278.805,8.991e-5,3.895e-14,8.991e-5
278.807,1.171e-5,3.894e-14,1.171e-5
278.809,1.390e-6,3.893e-14,1.390e-6
278.81,4.626e-7,3.893e-14,4.626e-7
278.812,4.779e-8,3.892e-14,4.779e-8
278.814,4.500e-9,3.891e-14,4.500e-9
278.815,1.334e-9,3.891e-14,1.334e-9
278.817,1.093e-10,3.890e-14,1.093e-10
278.819,8.164e-12,3.889e-14,8.164e-12
278.821,5.559e-13,3.888e-14,5.559e-13
