Wavelength (nm),Sum(calc),Cr I (8.9e-2),Cr II (9.1e-1)
278.822,1.401e-13,3.888e-14,1.401e-13
278.824,8.301e-15,3.887e-14,8.301e-15
282.173,6.595e-15,2.368e-14,6.595e-15
282.175,1.137e-13,2.368e-14,1.137e-13
282.177,1.791e-12,2.367e-14,1.791e-12
282.178,6.870e-12,2.366e-14,6.870e-12
282.18,9.448e-11,2.365e-14,9.448e-11
282.182,1.187e-9,2.364e-14,1.187e-9
282.183,4.067e-9,2.364e-14,4.067e-9
282.185,4.462e-8,2.363e-14,4.462e-8
282.187,4.472e-7,2.362e-14,4.472e-7
282.189,4.095e-6,2.361e-14,4.095e-6
282.19,1.198e-5,2.361e-14,1.198e-5
282.192,9.578e-5,2.360e-14,9.578e-5
282.194,6.996e-4,2.359e-14,6.996e-4
282.195,1.828e-3,2.358e-14,1.828e-3
282.197,1.166e-2,2.358e-14,1.166e-2
282.199,6.794e-2,2.357e-14,6.794e-2
282.201,3.617e-1,2.356e-14,3.617e-1
282.202,8.067e-1,2.355e-14,8.067e-1
282.204,3.750e+0,2.354e-14,3.750e+0
282.206,1.593e+1,2.353e-14,1.593e+1
282.207,3.173e+1,2.353e-14,3.173e+1
282.209,1.177e+2,2.352e-14,1.177e+2
282.211,3.986e+2,2.351e-14,3.986e+2
282.213,1.234e+3,2.350e-14,1.234e+3
282.214,2.098e+3,2.350e-14,2.098e+3
282.216,5.671e+3,2.349e-14,5.671e+3
282.218,1.400e+4,2.348e-14,1.400e+4
282.219,2.127e+4,2.348e-14,2.127e+4
282.221,4.586e+4,2.347e-14,4.586e+4
282.223,9.033e+4,2.346e-14,9.033e+4
282.225,1.625e+5,2.345e-14,1.625e+5
282.226,2.108e+5,2.344e-14,2.108e+5
282.228,3.312e+5,2.343e-14,3.312e+5
282.23,4.755e+5,2.343e-14,4.755e+5
282.231,5.507e+5,2.342e-14,5.507e+5
282.233,6.903e+5,2.341e-14,6.903e+5
282.235,7.906e+5,2.340e-14,7.906e+5
282.236,8.178e+5,2.340e-14,8.178e+5
282.238,8.178e+5,2.339e-14,8.178e+5
282.24,7.471e+5,2.338e-14,7.471e+5
282.242,6.236e+5,2.337e-14,6.236e+5
282.243,5.507e+5,2.337e-14,5.507e+5
282.245,4.013e+5,2.336e-14,4.013e+5
282.247,2.672e+5,2.335e-14,2.672e+5
282.248,2.108e+5,2.334e-14,2.108e+5
282.25,1.225e+5,2.334e-14,1.225e+5
282.252,6.509e+4,2.333e-14,6.509e+4
282.254,3.159e+4,2.332e-14,3.159e+4
282.255,2.127e+4,2.331e-14,2.127e+4
282.257,9.012e+3,2.330e-14,9.012e+3
282.259,3.489e+3,2.329e-14,3.489e+3
282.26,2.098e+3,2.329e-14,2.098e+3
282.262,7.092e+2,2.328e-14,7.092e+2
282.264,2.190e+2,2.327e-14,2.190e+2
282.266,6.179e+1,2.326e-14,6.179e+1
282.267,3.173e+1,2.326e-14,3.173e+1
282.269,7.816e+0,2.325e-14,7.816e+0
282.271,1.759e+0,2.324e-14,1.759e+0
282.272,8.067e-1,2.324e-14,8.067e-1
282.274,1.585e-1,2.323e-14,1.585e-1
282.276,2.846e-2,2.322e-14,2.846e-2
282.278,4.669e-3,2.321e-14,4.669e-3
282.279,1.828e-3,2.320e-14,1.828e-3
282.281,2.618e-4,2.319e-14,2.618e-4
282.283,3.426e-5,2.319e-14,3.426e-5
282.284,1.198e-5,2.318e-14,1.198e-5
282.286,1.369e-6,2.317e-14,1.369e-6
282.288,1.429e-7,2.316e-14,1.429e-7
282.29,1.362e-8,2.315e-14,1.362e-8
282.291,4.067e-9,2.315e-14,4.067e-9
282.293,3.387e-10,2.314e-14,3.387e-10
282.295,2.577e-11,2.313e-14,2.577e-11
282.296,6.870e-12,2.313e-14,6.870e-12
282.298,4.564e-13,2.312e-14,4.564e-13
282.3,2.770e-14,2.311e-14,2.770e-14
283.499,8.912e-14,1.767e-14,8.912e-14
283.501,1.496e-12,1.766e-14,1.496e-12
283.503,2.296e-11,1.765e-14,2.296e-11
283.505,3.223e-10,1.765e-14,3.223e-10
283.506,1.168e-9,1.764e-14,1.168e-9
283.508,1.433e-8,1.763e-14,1.433e-8
283.51,1.607e-7,1.762e-14,1.607e-7
283.511,5.206e-7,1.762e-14,5.206e-7
283.513,5.107e-6,1.761e-14,5.107e-6
283.515,4.581e-5,1.760e-14,4.581e-5
283.517,3.757e-4,1.759e-14,3.757e-4
283.518,1.040e-3,1.759e-14,1.040e-3
283.52,7.459e-3,1.758e-14,7.459e-3
283.522,4.890e-2,1.757e-14,4.890e-2
283.523,1.211e-1,1.756e-14,1.211e-1
283.525,6.941e-1,1.755e-14,6.941e-1
283.527,3.638e+0,1.755e-14,3.638e+0
283.529,1.743e+1,1.754e-14,1.743e+1
283.53,3.690e+1,1.753e-14,3.690e+1
283.532,1.546e+2,1.752e-14,1.546e+2
283.534,5.924e+2,1.751e-14,5.924e+2
283.535,1.121e+3,1.751e-14,1.121e+3
283.537,3.755e+3,1.750e-14,3.755e+3
283.539,1.150e+4,1.749e-14,1.150e+4
283.541,3.221e+4,1.748e-14,3.221e+4
283.542,5.212e+4,1.748e-14,5.212e+4
283.544,1.276e+5,1.747e-14,1.276e+5
283.546,2.857e+5,1.746e-14,2.857e+5
283.547,4.133e+5,1.746e-14,4.133e+5
283.549,8.090e+5,1.745e-14,8.090e+5
283.551,1.448e+6,1.744e-14,1.448e+6
283.553,2.369e+6,1.743e-14,2.369e+6
283.554,2.931e+6,1.742e-14,2.931e+6
283.556,4.193e+6,1.741e-14,4.193e+6
283.558,5.485e+6,1.741e-14,5.485e+6
283.559,6.066e+6,1.740e-14,6.066e+6
283.561,6.938e+6,1.739e-14,6.938e+6
283.563,7.256e+6,1.738e-14,7.256e+6
283.565,6.938e+6,1.737e-14,6.938e+6
283.566,6.561e+6,1.737e-14,6.561e+6
283.568,5.485e+6,1.736e-14,5.485e+6
283.57,4.193e+6,1.735e-14,4.193e+6
283.571,3.545e+6,1.735e-14,3.545e+6
283.573,2.369e+6,1.734e-14,2.369e+6
283.575,1.448e+6,1.733e-14,1.448e+6
283.577,8.090e+5,1.732e-14,8.090e+5
283.578,5.848e+5,1.731e-14,5.848e+5
283.58,2.857e+5,1.731e-14,2.857e+5
283.582,1.276e+5,1.730e-14,1.276e+5
283.583,8.247e+4,1.729e-14,8.247e+4
283.585,3.221e+4,1.728e-14,3.221e+4
283.587,1.150e+4,1.727e-14,1.150e+4
283.588,6.646e+3,1.727e-14,6.646e+3
283.59,2.075e+3,1.726e-14,2.075e+3
283.592,5.924e+2,1.725e-14,5.924e+2
283.594,1.546e+2,1.724e-14,1.546e+2
283.595,7.639e+1,1.724e-14,7.639e+1
283.597,1.743e+1,1.723e-14,1.743e+1
283.599,3.638e+0,1.722e-14,3.638e+0
283.6,1.607e+0,1.721e-14,1.607e+0
283.602,2.932e-1,1.721e-14,2.932e-1
283.604,4.890e-2,1.720e-14,4.890e-2
283.606,7.459e-3,1.719e-14,7.459e-3
283.607,2.817e-3,1.718e-14,2.817e-3
283.609,3.757e-4,1.717e-14,3.757e-4
283.611,4.581e-5,1.717e-14,4.581e-5
283.612,1.547e-5,1.716e-14,1.547e-5
283.614,1.649e-6,1.715e-14,1.649e-6
283.616,1.607e-7,1.714e-14,1.607e-7
283.618,1.433e-8,1.713e-14,1.433e-8
283.619,4.136e-9,1.713e-14,4.136e-9
283.621,3.223e-10,1.712e-14,3.223e-10
283.623,2.296e-11,1.711e-14,2.296e-11
283.624,5.927e-12,1.711e-14,5.927e-12
283.626,3.693e-13,1.710e-14,3.693e-13
283.628,2.103e-14,1.709e-14,2.103e-14
283.938,4.470e-14,1.568e-14,4.470e-14
283.939,1.803e-13,1.568e-14,1.803e-13
283.941,2.745e-12,1.567e-14,2.745e-12
283.943,3.821e-11,1.566e-14,3.821e-11
283.944,1.379e-10,1.566e-14,1.379e-10
283.946,1.679e-9,1.565e-14,1.679e-9
283.948,1.869e-8,1.564e-14,1.869e-8
283.95,1.904e-7,1.563e-14,1.904e-7
283.951,5.876e-7,1.562e-14,5.876e-7
283.953,5.235e-6,1.561e-14,5.235e-6
283.955,4.266e-5,1.561e-14,4.266e-5
283.956,1.177e-4,1.560e-14,1.177e-4
283.958,8.392e-4,1.559e-14,8.392e-4
283.96,5.470e-3,1.558e-14,5.470e-3
283.962,3.261e-2,1.557e-14,3.261e-2
283.963,7.700e-2,1.557e-14,7.700e-2
283.965,4.015e-1,1.556e-14,4.015e-1
283.967,1.915e+0,1.555e-14,1.915e+0
283.968,4.044e+0,1.555e-14,4.044e+0
283.97,1.687e+1,1.554e-14,1.687e+1
283.972,6.437e+1,1.553e-14,6.437e+1
283.974,2.246e+2,1.552e-14,2.246e+2
283.975,4.057e+2,1.551e-14,4.057e+2
283.977,1.238e+3,1.551e-14,1.238e+3
283.979,3.457e+3,1.550e-14,3.457e+3
283.98,5.586e+3,1.549e-14,5.586e+3
283.982,1.364e+4,1.548e-14,1.364e+4
283.984,3.046e+4,1.547e-14,3.046e+4
283.986,6.220e+4,1.547e-14,6.220e+4
283.987,8.597e+4,1.546e-14,8.597e+4
283.989,1.536e+5,1.545e-14,1.536e+5
283.991,2.509e+5,1.544e-14,2.509e+5
283.992,3.102e+5,1.544e-14,3.102e+5
283.994,4.433e+5,1.543e-14,4.433e+5
283.996,5.794e+5,1.542e-14,5.794e+5
283.997,6.407e+5,1.542e-14,6.407e+5
283.999,7.324e+5,1.541e-14,7.324e+5
284.001,7.659e+5,1.540e-14,7.659e+5
284.003,7.324e+5,1.539e-14,7.324e+5
284.004,6.927e+5,1.538e-14,6.927e+5
284.006,5.794e+5,1.537e-14,5.794e+5
284.008,4.433e+5,1.537e-14,4.433e+5
284.009,3.750e+5,1.536e-14,3.750e+5
284.011,2.509e+5,1.535e-14,2.509e+5
284.013,1.536e+5,1.534e-14,1.536e+5
284.015,8.597e+4,1.533e-14,8.597e+4
284.016,6.220e+4,1.533e-14,6.220e+4
284.018,3.046e+4,1.532e-14,3.046e+4
284.02,1.364e+4,1.531e-14,1.364e+4
284.021,8.826e+3,1.531e-14,8.826e+3
284.023,3.457e+3,1.530e-14,3.457e+3
284.025,1.238e+3,1.529e-14,1.238e+3
284.027,4.057e+2,1.528e-14,4.057e+2
284.028,2.246e+2,1.527e-14,2.246e+2
284.03,6.437e+1,1.527e-14,6.437e+1
284.032,1.687e+1,1.526e-14,1.687e+1
284.033,8.353e+0,1.525e-14,8.353e+0
284.035,1.915e+0,1.524e-14,1.915e+0
284.037,4.015e-1,1.523e-14,4.015e-1
284.039,7.700e-2,1.522e-14,7.700e-2
284.04,3.261e-2,1.522e-14,3.261e-2
284.042,5.470e-3,1.521e-14,5.470e-3
284.044,8.392e-4,1.520e-14,8.392e-4
284.045,3.179e-4,1.520e-14,3.179e-4
284.047,4.266e-5,1.519e-14,4.266e-5
284.049,5.235e-6,1.518e-14,5.235e-6
284.051,5.876e-7,1.517e-14,5.876e-7
284.052,1.904e-7,1.517e-14,1.904e-7
284.054,1.869e-8,1.516e-14,1.869e-8
284.056,1.679e-9,1.515e-14,1.679e-9
284.057,4.864e-10,1.514e-14,4.864e-10
284.059,3.821e-11,1.513e-14,3.821e-11
284.061,2.745e-12,1.513e-14,2.745e-12
284.063,1.803e-13,1.512e-14,1.803e-13
284.064,4.470e-14,1.511e-14,4.470e-14
284.066,2.569e-15,1.510e-14,2.569e-15
284.261,3.157e-14,1.422e-14,3.157e-14
284.263,5.220e-13,1.421e-14,5.220e-13
284.264,2.053e-12,1.420e-14,2.053e-12
284.266,2.970e-11,1.420e-14,2.970e-11
284.268,3.931e-10,1.419e-14,3.931e-10
284.27,4.759e-9,1.418e-14,4.759e-9
284.271,1.602e-8,1.417e-14,1.602e-8
284.273,1.697e-7,1.416e-14,1.697e-7
284.275,1.644e-6,1.415e-14,1.644e-6
284.276,4.950e-6,1.415e-14,4.950e-6
284.278,4.197e-5,1.414e-14,4.197e-5
284.28,3.255e-4,1.413e-14,3.255e-4
284.282,2.310e-3,1.412e-14,2.310e-3
284.283,5.950e-3,1.412e-14,5.950e-3
284.285,3.694e-2,1.411e-14,3.694e-2
284.287,2.098e-1,1.410e-14,2.098e-1
284.288,4.834e-1,1.410e-14,4.834e-1
284.29,2.402e+0,1.409e-14,2.402e+0
284.292,1.092e+1,1.408e-14,1.092e+1
284.294,4.540e+1,1.407e-14,4.540e+1
284.295,8.953e+1,1.406e-14,8.953e+1
284.297,3.257e+2,1.406e-14,3.257e+2
284.299,1.084e+3,1.405e-14,1.084e+3
284.3,1.912e+3,1.404e-14,1.912e+3
284.302,5.569e+3,1.403e-14,5.569e+3
284.304,1.483e+4,1.402e-14,1.483e+4
284.306,3.614e+4,1.401e-14,3.614e+4
284.307,5.457e+4,1.401e-14,5.457e+4
284.309,1.163e+5,1.400e-14,1.163e+5
284.311,2.269e+5,1.399e-14,2.269e+5
284.312,3.065e+5,1.399e-14,3.065e+5
284.314,5.229e+5,1.398e-14,5.229e+5
284.316,8.163e+5,1.397e-14,8.163e+5
284.318,1.166e+6,1.396e-14,1.166e+6
284.319,1.347e+6,1.396e-14,1.347e+6
284.321,1.683e+6,1.395e-14,1.683e+6
284.323,1.924e+6,1.394e-14,1.924e+6
284.324,1.989e+6,1.393e-14,1.989e+6
284.326,1.989e+6,1.392e-14,1.989e+6
284.328,1.820e+6,1.391e-14,1.820e+6
284.33,1.523e+6,1.391e-14,1.523e+6
284.331,1.347e+6,1.390e-14,1.347e+6
284.333,9.864e+5,1.389e-14,9.864e+5
284.335,6.607e+5,1.388e-14,6.607e+5
284.336,5.229e+5,1.388e-14,5.229e+5
284.338,3.065e+5,1.387e-14,3.065e+5
284.34,1.643e+5,1.386e-14,1.643e+5
284.341,1.163e+5,1.386e-14,1.163e+5
284.343,5.457e+4,1.385e-14,5.457e+4
284.345,2.341e+4,1.384e-14,2.341e+4
284.347,9.190e+3,1.383e-14,9.190e+3
284.348,5.569e+3,1.382e-14,5.569e+3
284.35,1.912e+3,1.381e-14,1.912e+3
284.352,6.008e+2,1.381e-14,6.008e+2
284.353,3.257e+2,1.380e-14,3.257e+2
284.355,8.953e+1,1.379e-14,8.953e+1
284.357,2.251e+1,1.378e-14,2.251e+1
284.359,5.179e+0,1.377e-14,5.179e+0
284.36,2.402e+0,1.377e-14,2.402e+0
284.362,4.834e-1,1.376e-14,4.834e-1
284.364,8.901e-2,1.375e-14,8.901e-2
284.365,3.694e-2,1.375e-14,3.694e-2
284.367,5.950e-3,1.374e-14,5.950e-3
284.369,8.768e-4,1.373e-14,8.768e-4
284.371,1.182e-4,1.372e-14,1.182e-4
284.372,4.197e-5,1.372e-14,4.197e-5
284.374,4.950e-6,1.371e-14,4.950e-6
284.376,5.341e-7,1.370e-14,5.341e-7
284.377,1.697e-7,1.369e-14,1.697e-7
284.379,1.602e-8,1.368e-14,1.602e-8
284.381,1.383e-9,1.367e-14,1.383e-9
284.383,1.093e-10,1.367e-14,1.093e-10
284.384,2.970e-11,1.366e-14,2.970e-11
284.386,2.053e-12,1.365e-14,2.053e-12
284.388,1.298e-13,1.364e-14,1.298e-13
284.389,3.157e-14,1.364e-14,3.157e-14
284.92,1.890e-13,1.123e-14,1.890e-13
284.922,2.951e-12,1.122e-14,2.951e-12
284.923,1.128e-11,1.122e-14,1.128e-11
284.925,1.542e-10,1.121e-14,1.542e-10
284.927,1.930e-9,1.120e-14,1.930e-9
284.928,6.602e-9,1.119e-14,6.602e-9
284.93,7.231e-8,1.119e-14,7.231e-8
284.932,7.248e-7,1.118e-14,7.248e-7
284.934,6.649e-6,1.117e-14,6.649e-6
284.935,1.948e-5,1.116e-14,1.948e-5
284.937,1.565e-4,1.115e-14,1.565e-4
284.939,1.150e-3,1.114e-14,1.150e-3
284.94,3.016e-3,1.114e-14,3.016e-3
284.942,1.940e-2,1.113e-14,1.940e-2
284.944,1.143e-1,1.112e-14,1.143e-1
284.946,6.158e-1,1.111e-14,6.158e-1
284.947,1.383e+0,1.111e-14,1.383e+0
284.949,6.525e+0,1.110e-14,6.525e+0
284.951,2.817e+1,1.109e-14,2.817e+1
284.952,5.663e+1,1.109e-14,5.663e+1
284.954,2.141e+2,1.108e-14,2.141e+2
284.956,7.406e+2,1.107e-14,7.406e+2
284.958,2.345e+3,1.106e-14,2.345e+3
284.959,4.036e+3,1.105e-14,4.036e+3
284.961,1.119e+4,1.104e-14,1.119e+4
284.963,2.838e+4,1.104e-14,2.838e+4
284.964,4.372e+4,1.103e-14,4.372e+4
284.966,9.709e+4,1.102e-14,9.709e+4
284.968,1.973e+5,1.101e-14,1.973e+5
284.97,3.670e+5,1.100e-14,3.670e+5
284.971,4.842e+5,1.100e-14,4.842e+5
284.973,7.884e+5,1.099e-14,7.884e+5
284.975,1.175e+6,1.098e-14,1.175e+6
284.976,1.387e+6,1.098e-14,1.387e+6
284.978,1.810e+6,1.097e-14,1.810e+6
284.98,2.161e+6,1.096e-14,2.161e+6
284.982,2.362e+6,1.095e-14,2.362e+6
284.983,2.388e+6,1.095e-14,2.388e+6
284.985,2.284e+6,1.094e-14,2.284e+6
284.987,2.000e+6,1.093e-14,2.000e+6
284.988,1.810e+6,1.092e-14,1.810e+6
284.99,1.387e+6,1.091e-14,1.387e+6
284.992,9.732e+5,1.090e-14,9.732e+5
284.994,6.247e+5,1.090e-14,6.247e+5
284.995,4.842e+5,1.089e-14,4.842e+5
284.997,2.721e+5,1.088e-14,2.721e+5
284.999,1.400e+5,1.087e-14,1.400e+5
285,9.709e+4,1.087e-14,9.709e+4
285.002,4.372e+4,1.086e-14,4.372e+4
285.004,1.802e+4,1.085e-14,1.802e+4
285.005,1.119e+4,1.085e-14,1.119e+4
285.007,4.036e+3,1.084e-14,4.036e+3
285.009,1.332e+3,1.083e-14,1.332e+3
285.011,4.026e+2,1.082e-14,4.026e+2
285.012,2.141e+2,1.081e-14,2.141e+2
285.014,5.663e+1,1.080e-14,5.663e+1
285.016,1.371e+1,1.080e-14,1.371e+1
285.017,6.525e+0,1.079e-14,6.525e+0
285.019,1.383e+0,1.078e-14,1.383e+0
285.021,2.682e-1,1.077e-14,2.682e-1
285.023,4.761e-2,1.076e-14,4.761e-2
285.024,1.940e-2,1.076e-14,1.940e-2
285.026,3.016e-3,1.075e-14,3.016e-3
285.028,4.289e-4,1.074e-14,4.289e-4
285.029,1.565e-4,1.074e-14,1.565e-4
285.031,1.948e-5,1.073e-14,1.948e-5
285.033,2.220e-6,1.072e-14,2.220e-6
285.035,2.315e-7,1.071e-14,2.315e-7
285.036,7.231e-8,1.070e-14,7.231e-8
285.038,6.602e-9,1.070e-14,6.602e-9
285.04,5.516e-10,1.069e-14,5.516e-10
285.041,1.542e-10,1.068e-14,1.542e-10
285.043,1.128e-11,1.067e-14,1.128e-11
285.045,7.552e-13,1.066e-14,7.552e-13
285.047,4.627e-14,1.066e-14,4.627e-14
285.071,1.084e-14,1.055e-14,1.084e-14
285.072,4.423e-14,1.054e-14,4.423e-14
285.074,6.887e-13,1.053e-14,6.887e-13
285.076,9.814e-12,1.052e-14,9.814e-12
285.077,3.584e-11,1.052e-14,3.584e-11
285.079,4.471e-10,1.051e-14,4.471e-10
285.081,5.106e-9,1.050e-14,5.106e-9
285.083,5.337e-8,1.049e-14,5.337e-8
285.084,1.669e-7,1.049e-14,1.669e-7
285.086,1.528e-6,1.048e-14,1.528e-6
285.088,1.280e-5,1.047e-14,1.280e-5
285.089,3.582e-5,1.046e-14,3.582e-5
285.091,2.627e-4,1.046e-14,2.627e-4
285.093,1.764e-3,1.045e-14,1.764e-3
285.094,4.420e-3,1.044e-14,4.420e-3
285.096,2.598e-2,1.043e-14,2.598e-2
285.098,1.398e-1,1.042e-14,1.398e-1
285.1,6.882e-1,1.041e-14,6.882e-1
285.101,1.477e+0,1.041e-14,1.477e+0
285.103,6.368e+0,1.040e-14,6.368e+0
285.105,2.513e+1,1.039e-14,2.513e+1
285.106,4.828e+1,1.039e-14,4.828e+1
285.108,1.668e+2,1.038e-14,1.668e+2
285.11,5.275e+2,1.037e-14,5.275e+2
285.112,1.527e+3,1.036e-14,1.527e+3
285.113,2.512e+3,1.036e-14,2.512e+3
285.115,6.367e+3,1.035e-14,6.367e+3
285.117,1.477e+4,1.034e-14,1.477e+4
285.118,2.176e+4,1.033e-14,2.176e+4
285.12,4.418e+4,1.032e-14,4.418e+4
285.122,8.213e+4,1.032e-14,8.213e+4
285.124,1.397e+5,1.031e-14,1.397e+5
285.125,1.763e+5,1.030e-14,1.763e+5
285.127,2.626e+5,1.029e-14,2.626e+5
285.129,3.580e+5,1.028e-14,3.580e+5
285.13,4.044e+5,1.028e-14,4.044e+5
285.132,4.827e+5,1.027e-14,4.827e+5
285.134,5.274e+5,1.026e-14,5.274e+5
285.136,5.274e+5,1.025e-14,5.274e+5
285.137,5.102e+5,1.025e-14,5.102e+5
285.139,4.467e+5,1.024e-14,4.467e+5
285.141,3.580e+5,1.023e-14,3.580e+5
285.142,3.100e+5,1.022e-14,3.100e+5
285.144,2.175e+5,1.022e-14,2.175e+5
285.146,1.397e+5,1.021e-14,1.397e+5
285.148,8.213e+4,1.020e-14,8.213e+4
285.149,6.091e+4,1.019e-14,6.091e+4
285.151,3.135e+4,1.018e-14,3.135e+4
285.153,1.477e+4,1.017e-14,1.477e+4
285.154,9.805e+3,1.017e-14,9.805e+3
285.156,4.044e+3,1.016e-14,4.044e+3
285.158,1.527e+3,1.015e-14,1.527e+3
285.16,5.275e+2,1.014e-14,5.275e+2
285.161,2.999e+2,1.014e-14,2.999e+2
285.163,9.075e+1,1.013e-14,9.075e+1
285.165,2.513e+1,1.012e-14,2.513e+1
285.166,1.279e+1,1.012e-14,1.279e+1
285.168,3.101e+0,1.011e-14,3.101e+0
285.17,6.882e-1,1.010e-14,6.882e-1
285.172,1.398e-1,1.009e-14,1.398e-1
285.173,6.093e-2,1.008e-14,6.093e-2
285.175,1.084e-2,1.007e-14,1.084e-2
285.177,1.764e-3,1.007e-14,1.764e-3
285.178,6.883e-4,1.006e-14,6.883e-4
285.18,9.809e-5,1.005e-14,9.809e-5
285.182,1.280e-5,1.004e-14,1.280e-5
285.183,4.470e-6,1.004e-14,4.470e-6
285.185,5.106e-7,1.003e-14,5.106e-7
285.187,5.337e-8,1.002e-14,5.337e-8
285.189,5.106e-9,1.001e-14,5.106e-9
285.19,1.528e-9,1.001e-14,1.528e-9
285.192,1.280e-10,9.998e-15,1.280e-10
285.194,9.814e-12,9.989e-15,9.814e-12
285.195,2.629e-12,9.984e-15,2.629e-12
285.197,1.765e-13,9.975e-15,1.765e-13
285.199,1.084e-14,9.966e-15,1.084e-14
285.611,1.673e-15,8.098e-15,1.673e-15
285.613,2.815e-14,8.089e-15,2.815e-14
285.615,4.338e-13,8.080e-15,4.338e-13
285.616,1.647e-12,8.076e-15,1.647e-12
285.618,2.224e-11,8.066e-15,2.224e-11
285.62,2.748e-10,8.057e-15,2.748e-10
285.622,3.109e-9,8.048e-15,3.109e-9
285.623,1.012e-8,8.044e-15,1.012e-8
285.625,1.003e-7,8.035e-15,1.003e-7
285.627,9.104e-7,8.026e-15,9.104e-7
285.628,2.653e-6,8.021e-15,2.653e-6
285.63,2.110e-5,8.012e-15,2.110e-5
285.632,1.536e-4,8.003e-15,1.536e-4
285.634,1.023e-3,7.994e-15,1.023e-3
285.635,2.556e-3,7.989e-15,2.556e-3
285.637,1.492e-2,7.980e-15,1.492e-2
285.639,7.977e-2,7.971e-15,7.977e-2
285.64,1.784e-1,7.967e-15,1.784e-1
285.642,8.356e-1,7.958e-15,8.356e-1
285.644,3.582e+0,7.949e-15,3.582e+0
285.646,1.406e+1,7.939e-15,1.406e+1
285.647,2.696e+1,7.935e-15,2.696e+1
285.649,9.269e+1,7.926e-15,9.269e+1
285.651,2.918e+2,7.917e-15,2.918e+2
285.652,5.010e+2,7.912e-15,5.010e+2
285.654,1.382e+3,7.903e-15,1.382e+3
285.656,3.489e+3,7.894e-15,3.489e+3
285.658,8.068e+3,7.885e-15,8.068e+3
285.659,1.187e+4,7.881e-15,1.187e+4
285.661,2.404e+4,7.871e-15,2.404e+4
285.663,4.458e+4,7.862e-15,4.458e+4
285.664,5.873e+4,7.858e-15,5.873e+4
285.666,9.540e+4,7.849e-15,9.540e+4
285.668,1.419e+5,7.840e-15,1.419e+5
285.67,1.932e+5,7.831e-15,1.932e+5
285.671,2.182e+5,7.826e-15,2.182e+5
285.673,2.603e+5,7.817e-15,2.603e+5
285.675,2.843e+5,7.808e-15,2.843e+5
285.676,2.874e+5,7.803e-15,2.874e+5
285.678,2.750e+5,7.794e-15,2.750e+5
285.68,2.409e+5,7.785e-15,2.409e+5
285.681,2.182e+5,7.781e-15,2.182e+5
285.683,1.674e+5,7.772e-15,1.674e+5
285.685,1.176e+5,7.763e-15,1.176e+5
285.687,7.568e+4,7.754e-15,7.568e+4
285.688,5.873e+4,7.749e-15,5.873e+4
285.69,3.310e+4,7.740e-15,3.310e+4
285.692,1.708e+4,7.731e-15,1.708e+4
285.693,1.187e+4,7.726e-15,1.187e+4
285.695,5.365e+3,7.717e-15,5.365e+3
285.697,2.220e+3,7.708e-15,2.220e+3
285.699,8.413e+2,7.699e-15,8.413e+2
285.7,5.010e+2,7.695e-15,5.010e+2
285.702,1.663e+2,7.686e-15,1.663e+2
285.704,5.069e+1,7.677e-15,5.069e+1
285.705,2.729e+1,7.672e-15,2.729e+1
285.707,8.669e+0,7.663e-15,8.669e+0
285.709,7.867e+0,7.654e-15,7.867e+0
285.711,2.335e+1,7.645e-15,2.335e+1
285.712,4.322e+1,7.640e-15,4.322e+1
285.714,1.416e+2,7.631e-15,1.416e+2
285.716,4.262e+2,7.622e-15,4.262e+2
285.717,7.156e+2,7.618e-15,7.156e+2
285.719,1.888e+3,7.609e-15,1.888e+3
285.721,4.559e+3,7.599e-15,4.559e+3
285.723,1.008e+4,7.590e-15,1.008e+4
285.724,1.451e+4,7.586e-15,1.451e+4
285.726,2.811e+4,7.577e-15,2.811e+4
285.728,4.986e+4,7.568e-15,4.986e+4
285.729,6.424e+4,7.563e-15,6.424e+4
285.731,9.984e+4,7.554e-15,9.984e+4
285.733,1.421e+5,7.545e-15,1.421e+5
285.735,1.851e+5,7.536e-15,1.851e+5
285.736,2.044e+5,7.531e-15,2.044e+5
285.738,2.333e+5,7.522e-15,2.333e+5
285.74,2.438e+5,7.513e-15,2.438e+5
285.741,2.412e+5,7.509e-15,2.412e+5
285.743,2.208e+5,7.500e-15,2.208e+5
285.745,1.851e+5,7.491e-15,1.851e+5
285.747,1.421e+5,7.482e-15,1.421e+5
285.748,1.204e+5,7.477e-15,1.204e+5
285.75,8.098e+4,7.468e-15,8.098e+4
285.752,4.986e+4,7.459e-15,4.986e+4
285.753,3.785e+4,7.454e-15,3.785e+4
285.755,2.042e+4,7.445e-15,2.042e+4
285.757,1.008e+4,7.436e-15,1.008e+4
285.759,4.559e+3,7.427e-15,4.559e+3
285.76,2.966e+3,7.423e-15,2.966e+3
285.762,1.175e+3,7.414e-15,1.175e+3
285.764,4.262e+2,7.405e-15,4.262e+2
285.765,2.484e+2,7.400e-15,2.484e+2
285.767,7.892e+1,7.391e-15,7.892e+1
285.769,2.296e+1,7.382e-15,2.296e+1
285.77,1.198e+1,7.377e-15,1.198e+1
285.772,3.055e+0,7.368e-15,3.055e+0
285.774,7.129e-1,7.359e-15,7.129e-1
285.776,1.523e-1,7.350e-15,1.523e-1
285.777,6.813e-2,7.346e-15,6.813e-2
285.779,1.276e-2,7.337e-15,1.276e-2
285.781,2.186e-3,7.327e-15,2.186e-3
285.782,8.758e-4,7.323e-15,8.758e-4
285.784,1.315e-4,7.314e-15,1.315e-4
