Wavelength (nm),Sum(calc),K I (3.1e-2),K II (9.7e-1),K III (2.7e-11)
411.362,4.917e-7,5.726e-20,4.917e-7,
411.367,1.063e-6,5.727e-20,1.063e-6,
411.372,2.230e-6,5.728e-20,2.230e-6,
411.377,4.544e-6,5.729e-20,4.544e-6,
411.382,8.987e-6,5.729e-20,8.987e-6,
411.387,1.726e-5,5.730e-20,1.726e-5,
411.392,3.218e-5,5.731e-20,3.218e-5,
411.397,5.826e-5,5.732e-20,5.826e-5,
411.402,1.024e-4,5.733e-20,1.024e-4,
411.407,1.748e-4,5.734e-20,1.748e-4,
411.412,2.896e-4,5.735e-20,2.896e-4,
411.417,4.658e-4,5.736e-20,4.658e-4,
411.422,7.275e-4,5.737e-20,7.275e-4,
411.427,1.103e-3,5.738e-20,1.103e-3,
411.432,1.624e-3,5.738e-20,1.624e-3,
411.437,2.322e-3,5.739e-20,2.322e-3,
411.442,3.222e-3,5.740e-20,3.222e-3,
411.448,4.593e-3,5.741e-20,4.593e-3,
411.453,5.973e-3,5.742e-20,5.973e-3,
411.458,7.543e-3,5.743e-20,7.543e-3,
411.463,9.247e-3,5.744e-20,9.247e-3,
411.468,1.101e-2,5.745e-20,1.101e-2,
411.473,1.272e-2,5.746e-20,1.272e-2,
411.478,1.427e-2,5.747e-20,1.427e-2,
411.483,1.555e-2,5.748e-20,1.555e-2,
411.488,1.645e-2,5.748e-20,1.645e-2,
411.493,1.689e-2,5.749e-20,1.689e-2,
411.498,1.684e-2,5.750e-20,1.684e-2,
411.503,1.630e-2,5.751e-20,1.630e-2,
411.508,1.532e-2,5.752e-20,1.532e-2,
411.513,1.398e-2,5.753e-20,1.398e-2,
411.518,1.239e-2,5.754e-20,1.239e-2,
411.523,1.066e-2,5.755e-20,1.066e-2,
411.528,8.899e-3,5.756e-20,8.899e-3,
411.533,7.216e-3,5.756e-20,7.216e-3,
411.538,5.681e-3,5.757e-20,5.681e-3,
411.543,4.342e-3,5.758e-20,4.342e-3,
411.548,3.222e-3,5.759e-20,3.222e-3,
411.553,2.322e-3,5.760e-20,2.322e-3,
411.558,1.624e-3,5.761e-20,1.624e-3,
411.564,1.018e-3,5.762e-20,1.018e-3,
411.569,6.670e-4,5.763e-20,6.670e-4,
411.574,4.246e-4,5.764e-20,4.246e-4,
411.579,2.624e-4,5.765e-20,2.624e-4,
411.584,1.574e-4,5.766e-20,1.574e-4,
411.589,9.170e-5,5.766e-20,9.170e-5,
411.594,5.186e-5,5.767e-20,5.186e-5,
411.599,2.848e-5,5.768e-20,2.848e-5,
411.604,1.518e-5,5.769e-20,1.518e-5,
411.609,7.860e-6,5.770e-20,7.860e-6,
411.614,3.950e-6,5.771e-20,3.950e-6,
411.619,1.927e-6,5.772e-20,1.927e-6,
411.624,9.131e-7,5.773e-20,9.131e-7,
411.629,4.200e-7,5.774e-20,4.200e-7,
411.634,1.876e-7,5.775e-20,1.876e-7,
411.639,8.133e-8,5.775e-20,8.133e-8,
411.644,3.424e-8,5.776e-20,3.424e-8,
411.649,1.399e-8,5.777e-20,1.399e-8,
411.654,5.553e-9,5.778e-20,5.553e-9,
411.659,2.140e-9,5.779e-20,2.140e-9,
411.664,8.003e-10,5.780e-20,8.003e-10,
411.669,2.907e-10,5.781e-20,2.907e-10,
411.674,1.025e-10,5.782e-20,1.025e-10,
411.679,3.509e-11,5.783e-20,3.509e-11,
411.685,9.325e-12,5.784e-20,9.325e-12,
411.69,2.992e-12,5.785e-20,2.992e-12,
411.695,9.319e-13,5.785e-20,9.319e-13,
411.7,2.818e-13,5.786e-20,2.818e-13,
411.705,8.276e-14,5.787e-20,8.276e-14,
411.71,2.359e-14,5.788e-20,2.359e-14,
411.715,6.530e-15,5.789e-20,6.530e-15,
411.72,1.755e-15,5.790e-20,1.755e-15,
411.725,4.579e-16,5.791e-20,4.579e-16,
411.73,1.160e-16,5.792e-20,1.160e-16,
411.735,2.853e-17,5.793e-20,2.853e-17,
411.74,6.813e-18,5.794e-20,6.813e-18,
411.745,1.580e-18,5.794e-20,1.580e-18,
411.75,3.556e-19,5.795e-20,3.556e-19,
411.755,7.771e-20,5.796e-20,7.771e-20,
411.76,1.649e-20,5.797e-20,1.649e-20,
411.765,3.397e-21,5.798e-20,3.397e-21,
411.77,6.796e-22,5.799e-20,6.796e-22,
411.775,1.320e-22,5.800e-20,1.320e-22,
411.78,2.488e-23,5.801e-20,2.488e-23,
411.785,4.556e-24,5.802e-20,4.556e-24,
411.79,8.097e-25,5.802e-20,8.097e-25,
413.172,6.091e-25,6.050e-20,6.091e-25,
413.177,3.451e-24,6.051e-20,3.451e-24,
413.182,1.899e-23,6.052e-20,1.899e-23,
413.187,1.014e-22,6.052e-20,1.014e-22,
413.192,5.264e-22,6.053e-20,5.264e-22,
413.197,2.653e-21,6.054e-20,2.653e-21,
413.202,1.299e-20,6.055e-20,1.299e-20,
413.207,6.172e-20,6.056e-20,6.172e-20,
413.212,2.849e-19,6.057e-20,2.849e-19,
413.217,1.278e-18,6.058e-20,1.278e-18,
413.222,5.562e-18,6.059e-20,5.562e-18,
413.227,2.352e-17,6.060e-20,2.352e-17,
413.232,9.660e-17,6.061e-20,9.660e-17,
413.237,3.853e-16,6.061e-20,3.853e-16,
413.243,1.950e-15,6.062e-20,1.950e-15,
413.248,7.291e-15,6.063e-20,7.291e-15,
413.253,2.648e-14,6.064e-20,2.648e-14,
413.258,9.341e-14,6.065e-20,9.341e-14,
413.263,3.200e-13,6.066e-20,3.200e-13,
413.268,1.065e-12,6.067e-20,1.065e-12,
413.273,3.440e-12,6.068e-20,3.440e-12,
413.278,1.079e-11,6.069e-20,1.079e-11,
413.283,3.289e-11,6.070e-20,3.289e-11,
413.288,9.735e-11,6.071e-20,9.735e-11,
413.293,2.798e-10,6.071e-20,2.798e-10,
413.298,7.811e-10,6.072e-20,7.811e-10,
413.303,2.118e-9,6.073e-20,2.118e-9,
413.308,5.575e-9,6.074e-20,5.575e-9,
413.313,1.426e-8,6.075e-20,1.426e-8,
413.318,3.540e-8,6.076e-20,3.540e-8,
413.323,8.538e-8,6.077e-20,8.538e-8,
413.328,2.000e-7,6.078e-20,2.000e-7,
413.333,4.549e-7,6.079e-20,4.549e-7,
413.338,1.005e-6,6.079e-20,1.005e-6,
413.343,2.156e-6,6.080e-20,2.156e-6,
413.348,4.492e-6,6.081e-20,4.492e-6,
413.353,9.090e-6,6.082e-20,9.090e-6,
413.358,1.786e-5,6.083e-20,1.786e-5,
413.364,3.866e-5,6.084e-20,3.866e-5,
413.369,7.125e-5,6.085e-20,7.125e-5,
413.374,1.275e-4,6.086e-20,1.275e-4,
413.379,2.216e-4,6.087e-20,2.216e-4,
413.384,3.741e-4,6.088e-20,3.741e-4,
413.389,6.132e-4,6.089e-20,6.132e-4,
413.394,9.763e-4,6.089e-20,9.763e-4,
413.399,1.509e-3,6.090e-20,1.509e-3,
413.404,2.267e-3,6.091e-20,2.267e-3,
413.409,3.306e-3,6.092e-20,3.306e-3,
413.414,4.682e-3,6.093e-20,4.682e-3,
413.419,6.439e-3,6.094e-20,6.439e-3,
413.424,8.602e-3,6.095e-20,8.602e-3,
413.429,1.116e-2,6.096e-20,1.116e-2,
413.434,1.406e-2,6.097e-20,1.406e-2,
413.439,1.720e-2,6.098e-20,1.720e-2,
413.444,2.044e-2,6.098e-20,2.044e-2,
413.449,2.359e-2,6.099e-20,2.359e-2,
413.454,2.644e-2,6.100e-20,2.644e-2,
413.459,2.879e-2,6.101e-20,2.879e-2,
413.464,3.043e-2,6.102e-20,3.043e-2,
413.469,3.124e-2,6.103e-20,3.124e-2,
413.474,3.115e-2,6.104e-20,3.115e-2,
413.479,3.016e-2,6.105e-20,3.016e-2,
413.485,2.792e-2,6.106e-20,2.792e-2,
413.49,2.535e-2,6.107e-20,2.535e-2,
413.495,2.236e-2,6.108e-20,2.236e-2,
413.5,1.915e-2,6.108e-20,1.915e-2,
413.505,1.593e-2,6.109e-20,1.593e-2,
413.51,1.286e-2,6.110e-20,1.286e-2,
413.515,1.009e-2,6.111e-20,1.009e-2,
413.52,7.688e-3,6.112e-20,7.688e-3,
413.525,5.688e-3,6.113e-20,5.688e-3,
413.53,4.087e-3,6.114e-20,4.087e-3,
413.535,2.852e-3,6.115e-20,2.852e-3,
413.54,1.933e-3,6.116e-20,1.933e-3,
413.545,1.272e-3,6.117e-20,1.272e-3,
413.55,8.134e-4,6.117e-20,8.134e-4,
413.555,5.050e-4,6.118e-20,5.050e-4,
413.56,3.045e-4,6.119e-20,3.045e-4,
413.565,1.783e-4,6.120e-20,1.783e-4,
413.57,1.014e-4,6.121e-20,1.014e-4,
413.575,5.599e-5,6.122e-20,5.599e-5,
413.58,3.003e-5,6.123e-20,3.003e-5,
413.585,1.564e-5,6.124e-20,1.564e-5,
413.59,7.913e-6,6.125e-20,7.913e-6,
413.595,3.888e-6,6.125e-20,3.888e-6,
413.601,1.594e-6,6.127e-20,1.594e-6,
413.606,7.344e-7,6.127e-20,7.344e-7,
413.611,3.286e-7,6.128e-20,3.286e-7,
413.616,1.428e-7,6.129e-20,1.428e-7,
413.621,6.025e-8,6.130e-20,6.025e-8,
413.626,2.469e-8,6.131e-20,2.469e-8,
413.631,9.827e-9,6.132e-20,9.827e-9,
413.636,3.799e-9,6.133e-20,3.799e-9,
413.641,1.426e-9,6.134e-20,1.426e-9,
413.646,5.199e-10,6.135e-20,5.199e-10,
413.651,1.841e-10,6.135e-20,1.841e-10,
413.656,6.330e-11,6.136e-20,6.330e-11,
413.661,2.114e-11,6.137e-20,2.114e-11,
413.666,6.855e-12,6.138e-20,6.855e-12,
413.671,2.159e-12,6.139e-20,2.159e-12,
413.676,6.605e-13,6.140e-20,6.605e-13,
413.681,1.962e-13,6.141e-20,1.962e-13,
413.686,5.662e-14,6.142e-20,5.662e-14,
413.691,1.586e-14,6.143e-20,1.586e-14,
413.696,4.317e-15,6.144e-20,4.317e-15,
413.701,1.141e-15,6.144e-20,1.141e-15,
413.706,2.928e-16,6.145e-20,2.928e-16,
413.711,7.299e-17,6.146e-20,7.299e-17,
413.716,1.767e-17,6.147e-20,1.767e-17,
413.722,3.099e-18,6.148e-20,3.099e-18,
413.727,7.035e-19,6.149e-20,7.035e-19,
413.732,1.551e-19,6.150e-20,1.551e-19,
413.737,3.320e-20,6.151e-20,3.320e-20,
413.742,6.904e-21,6.152e-20,6.904e-21,
413.747,1.394e-21,6.153e-20,1.394e-21,
413.752,2.734e-22,6.154e-20,2.734e-22,
413.757,5.207e-23,6.154e-20,5.207e-23,
413.762,9.632e-24,6.155e-20,9.632e-24,
413.767,1.730e-24,6.156e-20,1.730e-24,
414.609,2.378e-25,6.307e-20,2.378e-25,
414.614,1.339e-24,6.308e-20,1.339e-24,
414.619,7.321e-24,6.309e-20,7.321e-24,
414.624,3.899e-23,6.310e-20,3.899e-23,
414.629,2.012e-22,6.310e-20,2.012e-22,
414.634,1.009e-21,6.311e-20,1.009e-21,
414.639,4.914e-21,6.312e-20,4.914e-21,
414.644,2.325e-20,6.313e-20,2.325e-20,
414.649,1.068e-19,6.314e-20,1.068e-19,
414.654,4.770e-19,6.315e-20,4.770e-19,
414.659,2.068e-18,6.316e-20,2.068e-18,
414.664,8.713e-18,6.317e-20,8.713e-18,
414.669,3.565e-17,6.318e-20,3.565e-17,
414.674,1.417e-16,6.319e-20,1.417e-16,
414.68,7.145e-16,6.320e-20,7.145e-16,
414.685,2.664e-15,6.321e-20,2.664e-15,
414.69,9.651e-15,6.321e-20,9.651e-15,
414.695,3.396e-14,6.322e-20,3.396e-14,
414.7,1.161e-13,6.323e-20,1.161e-13,
414.705,3.855e-13,6.324e-20,3.855e-13,
414.71,1.244e-12,6.325e-20,1.244e-12,
414.715,3.897e-12,6.326e-20,3.897e-12,
414.72,1.186e-11,6.327e-20,1.186e-11,
414.725,3.508e-11,6.328e-20,3.508e-11,
414.73,1.008e-10,6.329e-20,1.008e-10,
414.735,2.812e-10,6.329e-20,2.812e-10,
414.74,7.622e-10,6.330e-20,7.622e-10,
414.745,2.007e-9,6.331e-20,2.007e-9,
414.75,5.135e-9,6.332e-20,5.135e-9,
414.755,1.276e-8,6.333e-20,1.276e-8,
414.76,3.081e-8,6.334e-20,3.081e-8,
414.765,7.228e-8,6.335e-20,7.228e-8,
414.77,1.647e-7,6.336e-20,1.647e-7,
414.775,3.646e-7,6.337e-20,3.646e-7,
414.78,7.841e-7,6.338e-20,7.841e-7,
414.785,1.638e-6,6.338e-20,1.638e-6,
414.79,3.325e-6,6.339e-20,3.325e-6,
414.795,6.558e-6,6.340e-20,6.558e-6,
414.801,1.426e-5,6.341e-20,1.426e-5,
414.806,2.639e-5,6.342e-20,2.639e-5,
414.811,4.745e-5,6.343e-20,4.745e-5,
414.816,8.291e-5,6.344e-20,8.291e-5,
414.821,1.407e-4,6.345e-20,1.407e-4,
414.826,2.321e-4,6.346e-20,2.321e-4,
414.831,3.719e-4,6.347e-20,3.719e-4,
414.836,5.791e-4,6.348e-20,5.791e-4,
414.841,8.762e-4,6.348e-20,8.762e-4,
414.846,1.288e-3,6.349e-20,1.288e-3,
414.851,1.840e-3,6.350e-20,1.840e-3,
414.856,2.555e-3,6.351e-20,2.555e-3,
414.861,3.446e-3,6.352e-20,3.446e-3,
414.866,4.518e-3,6.353e-20,4.518e-3,
414.871,5.756e-3,6.354e-20,5.756e-3,
414.876,7.127e-3,6.355e-20,7.127e-3,
414.881,8.576e-3,6.356e-20,8.576e-3,
414.886,1.003e-2,6.356e-20,1.003e-2,
414.891,1.140e-2,6.357e-20,1.140e-2,
414.896,1.260e-2,6.358e-20,1.260e-2,
414.901,1.353e-2,6.359e-20,1.353e-2,
414.906,1.412e-2,6.360e-20,1.412e-2,
414.911,1.433e-2,6.361e-20,1.433e-2,
414.916,1.414e-2,6.362e-20,1.414e-2,
414.922,1.340e-2,6.363e-20,1.340e-2,
414.927,1.242e-2,6.364e-20,1.242e-2,
414.932,1.120e-2,6.365e-20,1.120e-2,
414.937,9.814e-3,6.366e-20,9.814e-3,
414.942,8.363e-3,6.367e-20,8.363e-3,
414.947,6.930e-3,6.367e-20,6.930e-3,
414.952,5.584e-3,6.368e-20,5.584e-3,
414.957,4.375e-3,6.369e-20,4.375e-3,
414.962,3.334e-3,6.370e-20,3.334e-3,
414.967,2.470e-3,6.371e-20,2.470e-3,
414.972,1.780e-3,6.372e-20,1.780e-3,
414.977,1.248e-3,6.373e-20,1.248e-3,
414.982,8.509e-4,6.374e-20,8.509e-4,
414.987,5.642e-4,6.375e-20,5.642e-4,
414.992,3.639e-4,6.375e-20,3.639e-4,
414.997,2.283e-4,6.376e-20,2.283e-4,
415.002,1.393e-4,6.377e-20,1.393e-4,
415.007,8.272e-5,6.378e-20,8.272e-5,
415.012,4.777e-5,6.379e-20,4.777e-5,
415.017,2.683e-5,6.380e-20,2.683e-5,
415.022,1.466e-5,6.381e-20,1.466e-5,
415.027,7.793e-6,6.382e-20,7.793e-6,
415.032,4.030e-6,6.383e-20,4.030e-6,
415.037,2.027e-6,6.384e-20,2.027e-6,
415.043,8.566e-7,6.385e-20,8.566e-7,
415.048,4.054e-7,6.385e-20,4.054e-7,
415.053,1.867e-7,6.386e-20,1.867e-7,
415.058,8.358e-8,6.387e-20,8.358e-8,
415.063,3.640e-8,6.388e-20,3.640e-8,
415.068,1.542e-8,6.389e-20,1.542e-8,
415.073,6.354e-9,6.390e-20,6.354e-9,
415.078,2.546e-9,6.391e-20,2.546e-9,
415.083,9.922e-10,6.392e-20,9.922e-10,
415.088,3.760e-10,6.393e-20,3.760e-10,
415.093,1.386e-10,6.394e-20,1.386e-10,
415.098,4.967e-11,6.394e-20,4.967e-11,
415.103,1.731e-11,6.395e-20,1.731e-11,
415.108,5.864e-12,6.396e-20,5.864e-12,
415.113,1.932e-12,6.397e-20,1.932e-12,
415.118,6.189e-13,6.398e-20,6.189e-13,
415.123,1.927e-13,6.399e-20,1.927e-13,
415.128,5.835e-14,6.400e-20,5.835e-14,
415.133,1.717e-14,6.401e-20,1.717e-14,
415.138,4.913e-15,6.402e-20,4.913e-15,
415.143,1.366e-15,6.402e-20,1.366e-15,
415.148,3.694e-16,6.403e-20,3.694e-16,
415.153,9.705e-17,6.404e-20,9.705e-17,
415.158,2.478e-17,6.405e-20,2.478e-17,
415.164,4.640e-18,6.406e-20,4.640e-18,
415.169,1.113e-18,6.407e-20,1.113e-18,
415.174,2.594e-19,6.408e-20,2.594e-19,
415.179,5.878e-20,6.409e-20,5.878e-20,
415.184,1.294e-20,6.410e-20,1.294e-20,
415.189,2.768e-21,6.411e-20,2.768e-21,
415.194,5.756e-22,6.412e-20,5.756e-22,
415.199,1.163e-22,6.412e-20,1.163e-22,
415.204,2.283e-23,6.413e-20,2.283e-23,
415.209,4.116e-24,6.414e-20,4.116e-24,
415.214,7.659e-25,6.415e-20,7.659e-25,
415.219,1.384e-25,6.416e-20,1.384e-25,
418.32,3.566e-24,6.971e-20,3.566e-24,
418.325,1.981e-23,6.972e-20,1.981e-23,
418.33,1.070e-22,6.973e-20,1.070e-22,
418.335,5.612e-22,6.974e-20,5.612e-22,
418.34,2.862e-21,6.975e-20,2.862e-21,
418.345,1.418e-20,6.975e-20,1.418e-20,
418.35,6.832e-20,6.976e-20,6.832e-20,
418.355,3.198e-19,6.977e-20,3.198e-19,
418.36,1.455e-18,6.978e-20,1.455e-18,
418.365,6.433e-18,6.979e-20,6.433e-18,
418.37,2.764e-17,6.980e-20,2.764e-17,
418.375,1.154e-16,6.981e-20,1.154e-16,
418.38,4.686e-16,6.982e-20,4.686e-16,
418.385,1.848e-15,6.983e-20,1.848e-15,
418.39,7.086e-15,6.984e-20,7.086e-15,
418.396,3.423e-14,6.985e-20,3.423e-14,
418.401,1.232e-13,6.985e-20,1.232e-13,
418.406,4.312e-13,6.986e-20,4.312e-13,
418.411,1.467e-12,6.987e-20,1.467e-12,
418.416,4.847e-12,6.988e-20,4.847e-12,
418.421,1.557e-11,6.989e-20,1.557e-11,
418.426,4.861e-11,6.990e-20,4.861e-11,
418.431,1.475e-10,6.991e-20,1.475e-10,
418.436,4.348e-10,6.992e-20,4.348e-10,
418.441,1.246e-9,6.993e-20,1.246e-9,
418.446,3.470e-9,6.994e-20,3.470e-9,
418.451,9.394e-9,6.994e-20,9.394e-9,
418.456,2.471e-8,6.995e-20,2.471e-8,
418.461,6.318e-8,6.996e-20,6.318e-8,
418.466,1.570e-7,6.997e-20,1.570e-7,
418.471,3.791e-7,6.998e-20,3.791e-7,
418.476,8.896e-7,6.999e-20,8.896e-7,
418.481,2.029e-6,7.000e-20,2.029e-6,
418.486,4.498e-6,7.001e-20,4.498e-6,
418.491,9.690e-6,7.002e-20,9.690e-6,
418.496,2.029e-5,7.002e-20,2.029e-5,
418.501,4.129e-5,7.003e-20,4.129e-5,
418.506,8.165e-5,7.004e-20,8.165e-5,
418.511,1.569e-4,7.005e-20,1.569e-4,
418.517,3.310e-4,7.006e-20,3.310e-4,
418.522,5.975e-4,7.007e-20,5.975e-4,
418.527,1.048e-3,7.008e-20,1.048e-3,
418.532,1.787e-3,7.009e-20,1.787e-3,
418.537,2.961e-3,7.010e-20,2.961e-3,
418.542,4.769e-3,7.011e-20,4.769e-3,
418.547,7.464e-3,7.012e-20,7.464e-3,
418.552,1.135e-2,7.013e-20,1.135e-2,
418.557,1.678e-2,7.013e-20,1.678e-2,
418.562,2.411e-2,7.014e-20,2.411e-2,
418.567,3.367e-2,7.015e-20,3.367e-2,
418.572,4.569e-2,7.016e-20,4.569e-2,
418.577,6.025e-2,7.017e-20,6.025e-2,
418.582,7.723e-2,7.018e-20,7.723e-2,
418.587,9.620e-2,7.019e-20,9.620e-2,
418.592,1.165e-1,7.020e-20,1.165e-1,
418.597,1.370e-1,7.021e-20,1.370e-1,
418.602,1.567e-1,7.021e-20,1.567e-1,
418.607,1.741e-1,7.022e-20,1.741e-1,
418.612,1.881e-1,7.023e-20,1.881e-1,
418.617,1.974e-1,7.024e-20,1.974e-1,
418.622,2.014e-1,7.025e-20,2.014e-1,
418.627,1.997e-1,7.026e-20,1.997e-1,
418.632,1.924e-1,7.027e-20,1.924e-1,
418.638,1.773e-1,7.028e-20,1.773e-1,
418.643,1.604e-1,7.029e-20,1.604e-1,
418.648,1.411e-1,7.030e-20,1.411e-1,
418.653,1.206e-1,7.031e-20,1.206e-1,
418.658,1.002e-1,7.031e-20,1.002e-1,
418.663,8.088e-2,7.032e-20,8.088e-2,
418.668,6.346e-2,7.033e-20,6.346e-2,
418.673,4.840e-2,7.034e-20,4.840e-2,
418.678,3.587e-2,7.035e-20,3.587e-2,
418.683,2.583e-2,7.036e-20,2.583e-2,
418.688,1.808e-2,7.037e-20,1.808e-2,
418.693,1.230e-2,7.038e-20,1.230e-2,
418.698,8.135e-3,7.039e-20,8.135e-3,
418.703,5.228e-3,7.040e-20,5.228e-3,
418.708,3.265e-3,7.040e-20,3.265e-3,
418.713,1.982e-3,7.041e-20,1.982e-3,
418.718,1.169e-3,7.042e-20,1.169e-3,
418.723,6.701e-4,7.043e-20,6.701e-4,
418.728,3.734e-4,7.044e-20,3.734e-4,
418.733,2.022e-4,7.045e-20,2.022e-4,
418.738,1.064e-4,7.046e-20,1.064e-4,
418.743,5.442e-5,7.047e-20,5.442e-5,
418.748,2.705e-5,7.048e-20,2.705e-5,
418.753,1.307e-5,7.048e-20,1.307e-5,
418.759,5.256e-6,7.050e-20,5.256e-6,
418.764,2.385e-6,7.050e-20,2.385e-6,
418.769,1.052e-6,7.051e-20,1.052e-6,
418.774,4.506e-7,7.052e-20,4.506e-7,
418.779,1.877e-7,7.053e-20,1.877e-7,
418.784,7.596e-8,7.054e-20,7.596e-8,
418.789,2.988e-8,7.055e-20,2.988e-8,
418.794,1.142e-8,7.056e-20,1.142e-8,
418.799,4.245e-9,7.057e-20,4.245e-9,
418.804,1.533e-9,7.058e-20,1.533e-9,
418.809,5.380e-10,7.058e-20,5.380e-10,
418.814,1.835e-10,7.059e-20,1.835e-10,
418.819,6.082e-11,7.060e-20,6.082e-11,
418.824,1.960e-11,7.061e-20,1.960e-11,
418.829,6.135e-12,7.062e-20,6.135e-12,
418.834,1.867e-12,7.063e-20,1.867e-12,
418.839,5.521e-13,7.064e-20,5.521e-13,
418.844,1.587e-13,7.065e-20,1.587e-13,
418.849,4.433e-14,7.066e-20,4.433e-14,
418.854,1.203e-14,7.067e-20,1.203e-14,
418.859,3.175e-15,7.067e-20,3.175e-15,
418.864,8.141e-16,7.068e-20,8.141e-16,
418.869,2.029e-16,7.069e-20,2.029e-16,
418.875,3.688e-17,7.070e-20,3.688e-17,
418.88,8.631e-18,7.071e-20,8.631e-18,
418.885,1.963e-18,7.072e-20,1.963e-18,
418.89,4.340e-19,7.073e-20,4.340e-19,
418.895,9.324e-20,7.074e-20,9.324e-20,
418.9,1.947e-20,7.075e-20,1.947e-20,
418.905,3.951e-21,7.076e-20,3.951e-21,
418.91,7.791e-22,7.077e-20,7.791e-22,
418.915,1.493e-22,7.077e-20,1.493e-22,
418.92,2.782e-23,7.078e-20,2.782e-23,
421.996,1.347e-24,7.629e-20,1.347e-24,
422.001,7.141e-24,7.630e-20,7.141e-24,
422.006,3.682e-23,7.631e-20,3.682e-23,
422.011,1.846e-22,7.631e-20,1.846e-22,
422.016,9.000e-22,7.632e-20,9.000e-22,
422.021,4.266e-21,7.633e-20,4.266e-21,
422.026,1.966e-20,7.634e-20,1.966e-20,
422.031,8.812e-20,7.635e-20,8.812e-20,
422.036,3.840e-19,7.636e-20,3.840e-19,
422.041,1.627e-18,7.637e-20,1.627e-18,
422.046,6.704e-18,7.638e-20,6.704e-18,
422.051,2.686e-17,7.639e-20,2.686e-17,
422.056,1.046e-16,7.640e-20,1.046e-16,
422.061,3.963e-16,7.640e-20,3.963e-16,
422.066,1.460e-15,7.641e-20,1.460e-15,
422.071,5.227e-15,7.642e-20,5.227e-15,
422.076,1.820e-14,7.643e-20,1.820e-14,
422.081,6.163e-14,7.644e-20,6.163e-14,
422.086,2.029e-13,7.645e-20,2.029e-13,
422.091,6.495e-13,7.646e-20,6.495e-13,
422.096,2.022e-12,7.647e-20,2.022e-12,
422.101,6.119e-12,7.648e-20,6.119e-12,
422.106,1.801e-11,7.648e-20,1.801e-11,
422.112,6.338e-11,7.650e-20,6.338e-11,
422.117,1.754e-10,7.650e-20,1.754e-10,
422.122,4.718e-10,7.651e-20,4.718e-10,
422.127,1.234e-9,7.652e-20,1.234e-9,
422.132,3.140e-9,7.653e-20,3.140e-9,
422.137,7.767e-9,7.654e-20,7.767e-9,
422.142,1.868e-8,7.655e-20,1.868e-8,
422.147,4.368e-8,7.656e-20,4.368e-8,
422.152,9.933e-8,7.657e-20,9.933e-8,
422.157,2.196e-7,7.658e-20,2.196e-7,
422.162,4.721e-7,7.659e-20,4.721e-7,
422.167,9.870e-7,7.659e-20,9.870e-7,
422.172,2.006e-6,7.660e-20,2.006e-6,
422.177,3.965e-6,7.661e-20,3.965e-6,
422.182,7.620e-6,7.662e-20,7.620e-6,
422.187,1.424e-5,7.663e-20,1.424e-5,
422.192,2.587e-5,7.664e-20,2.587e-5,
422.197,4.571e-5,7.665e-20,4.571e-5,
422.202,7.853e-5,7.666e-20,7.853e-5,
422.207,1.312e-4,7.667e-20,1.312e-4,
422.212,2.131e-4,7.667e-20,2.131e-4,
422.217,3.365e-4,7.668e-20,3.365e-4,
422.222,5.168e-4,7.669e-20,5.168e-4,
422.227,7.717e-4,7.670e-20,7.717e-4,
422.233,1.203e-3,7.671e-20,1.203e-3,
422.238,1.689e-3,7.672e-20,1.689e-3,
422.243,2.306e-3,7.673e-20,2.306e-3,
422.248,3.060e-3,7.674e-20,3.060e-3,
422.253,3.950e-3,7.675e-20,3.950e-3,
422.258,4.957e-3,7.676e-20,4.957e-3,
422.263,6.049e-3,7.677e-20,6.049e-3,
422.268,7.177e-3,7.677e-20,7.177e-3,
422.273,8.280e-3,7.678e-20,8.280e-3,
422.278,9.289e-3,7.679e-20,9.289e-3,
422.283,1.013e-2,7.680e-20,1.013e-2,
422.288,1.075e-2,7.681e-20,1.075e-2,
422.293,1.108e-2,7.682e-20,1.108e-2,
422.298,1.111e-2,7.683e-20,1.111e-2,
422.303,1.084e-2,7.684e-20,1.084e-2,
422.308,1.028e-2,7.685e-20,1.028e-2,
422.313,9.473e-3,7.686e-20,9.473e-3,
422.318,8.492e-3,7.686e-20,8.492e-3,
422.323,7.402e-3,7.687e-20,7.402e-3,
422.328,6.273e-3,7.688e-20,6.273e-3,
422.333,5.170e-3,7.689e-20,5.170e-3,
422.338,4.143e-3,7.690e-20,4.143e-3,
422.343,3.228e-3,7.691e-20,3.228e-3,
422.348,2.446e-3,7.692e-20,2.446e-3,
422.354,1.689e-3,7.693e-20,1.689e-3,
422.359,1.203e-3,7.694e-20,1.203e-3,
422.364,8.333e-4,7.695e-20,8.333e-4,
422.369,5.612e-4,7.696e-20,5.612e-4,
422.374,3.675e-4,7.696e-20,3.675e-4,
422.379,2.340e-4,7.697e-20,2.340e-4,
422.384,1.449e-4,7.698e-20,1.449e-4,
422.389,8.722e-5,7.699e-20,8.722e-5,
422.394,5.105e-5,7.700e-20,5.105e-5,
422.399,2.906e-5,7.701e-20,2.906e-5,
422.404,1.609e-5,7.702e-20,1.609e-5,
422.409,8.665e-6,7.703e-20,8.665e-6,
422.414,4.553e-6,7.704e-20,4.553e-6,
422.419,2.360e-6,7.704e-20,2.360e-6,
422.424,1.266e-6,7.705e-20,1.266e-6,
422.429,8.237e-7,7.706e-20,8.237e-7,
422.434,8.412e-7,7.707e-20,8.412e-7,
422.439,1.324e-6,7.708e-20,1.324e-6,
