Wavelength (nm),Sum(calc),Li I (4.0e-2),Li II (9.6e-1),Li III (5.9e-34)
812.6622,2.130e-2,2.130e-2,4.853e-79,2.409e-134
812.6625,1.134e-2,1.134e-2,4.853e-79,2.409e-134
812.6627,7.401e-3,7.401e-3,4.853e-79,2.409e-134
812.663,3.869e-3,3.869e-3,4.853e-79,2.409e-134
812.6633,2.000e-3,2.000e-3,4.853e-79,2.409e-134
812.6635,1.281e-3,1.281e-3,4.853e-79,2.409e-134
812.6638,6.504e-4,6.504e-4,4.853e-79,2.409e-134
812.664,4.114e-4,4.114e-4,4.853e-79,2.409e-134
812.6643,2.051e-4,2.051e-4,4.853e-79,2.409e-134
812.6646,1.012e-4,1.012e-4,4.853e-79,2.409e-134
812.6648,6.277e-5,6.277e-5,4.853e-79,2.409e-134
812.6651,3.040e-5,3.040e-5,4.853e-79,2.409e-134
812.6653,1.864e-5,1.864e-5,4.853e-79,2.409e-134
812.6656,8.863e-6,8.863e-6,4.853e-79,2.409e-134
812.6659,4.170e-6,4.170e-6,4.853e-79,2.409e-134
812.6661,2.507e-6,2.507e-6,4.853e-79,2.409e-134
812.6664,1.158e-6,1.158e-6,4.853e-79,2.409e-134
812.6666,6.879e-7,6.879e-7,4.853e-79,2.409e-134
812.6669,3.120e-7,3.120e-7,4.853e-79,2.409e-134
812.6672,1.400e-7,1.400e-7,4.853e-79,2.409e-134
812.6674,8.158e-8,8.158e-8,4.853e-79,2.409e-134
812.6677,3.595e-8,3.595e-8,4.853e-79,2.409e-134
812.6679,2.069e-8,2.069e-8,4.853e-79,2.409e-134
812.6682,8.953e-9,8.953e-9,4.853e-79,2.409e-134
812.6685,3.832e-9,3.832e-9,4.853e-79,2.409e-134
812.6687,2.163e-9,2.163e-9,4.853e-79,2.409e-134
812.669,9.092e-10,9.092e-10,4.853e-79,2.409e-134
812.6692,5.071e-10,5.071e-10,4.853e-79,2.409e-134
812.6695,2.093e-10,2.093e-10,4.853e-79,2.409e-134
812.6698,8.545e-11,8.545e-11,4.853e-79,2.409e-134
812.67,4.674e-11,4.674e-11,4.853e-79,2.409e-134
812.6703,1.874e-11,1.874e-11,4.853e-79,2.409e-134
812.6705,1.013e-11,1.013e-11,4.853e-79,2.409e-134
812.6708,3.987e-12,3.987e-12,4.854e-79,2.409e-134
812.6711,1.553e-12,1.553e-12,4.854e-79,2.409e-134
812.6713,8.230e-13,8.230e-13,4.854e-79,2.409e-134
812.6716,3.147e-13,3.147e-13,4.854e-79,2.409e-134
812.6718,1.648e-13,1.648e-13,4.854e-79,2.409e-134
812.6721,6.189e-14,6.189e-14,4.854e-79,2.409e-134
812.6724,2.299e-14,2.299e-14,4.854e-79,2.409e-134
812.6726,1.181e-14,1.181e-14,4.854e-79,2.409e-134
812.6729,4.307e-15,4.307e-15,4.854e-79,2.409e-134
812.6731,2.186e-15,2.186e-15,4.854e-79,2.409e-134
812.6734,7.829e-16,7.829e-16,4.854e-79,2.409e-134
812.6737,2.774e-16,2.774e-16,4.854e-79,2.409e-134
812.6739,1.381e-16,1.381e-16,4.854e-79,2.409e-134
812.6742,4.804e-17,4.804e-17,4.854e-79,2.409e-134
812.6745,1.653e-17,1.653e-17,4.854e-79,2.409e-134
812.6747,8.070e-18,8.070e-18,4.854e-79,2.409e-134
812.675,2.727e-18,2.727e-18,4.854e-79,2.409e-134
812.6752,1.315e-18,1.315e-18,4.854e-79,2.409e-134
812.6755,4.365e-19,4.365e-19,4.854e-79,2.409e-134
812.6758,1.433e-19,1.433e-19,4.854e-79,2.409e-134
812.676,6.779e-20,6.779e-20,4.854e-79,2.409e-134
812.6763,2.185e-20,2.185e-20,4.854e-79,2.409e-134
812.6765,1.021e-20,1.021e-20,4.854e-79,2.409e-134
812.6768,3.233e-21,3.233e-21,4.854e-79,2.409e-134
812.6771,1.012e-21,1.012e-21,4.854e-79,2.409e-134
812.6773,4.640e-22,4.640e-22,4.854e-79,2.409e-134
812.6776,1.427e-22,1.427e-22,4.854e-79,2.409e-134
812.6778,6.460e-23,6.460e-23,4.854e-79,2.409e-134
812.6781,1.951e-23,1.951e-23,4.854e-79,2.409e-134
812.6784,5.826e-24,5.826e-24,4.854e-79,2.409e-134
812.6786,2.588e-24,2.588e-24,4.854e-79,2.409e-134
812.6789,7.590e-25,7.590e-25,4.854e-79,2.409e-134
812.6791,3.330e-25,3.330e-25,4.854e-79,2.409e-134
812.6794,9.592e-26,9.592e-26,4.854e-79,2.409e-134
812.6797,2.733e-26,2.733e-26,4.854e-79,2.409e-134
812.6799,1.176e-26,1.176e-26,4.854e-79,2.409e-134
812.6802,3.290e-27,3.290e-27,4.854e-79,2.409e-134
812.6804,1.399e-27,1.399e-27,4.854e-79,2.409e-134
812.6807,3.843e-28,3.843e-28,4.854e-79,2.409e-134
812.681,1.044e-28,1.044e-28,4.854e-79,2.409e-134
812.6812,4.355e-29,4.355e-29,4.854e-79,2.409e-134
812.6815,1.162e-29,1.162e-29,4.854e-79,2.409e-134
812.6817,4.788e-30,4.788e-30,4.854e-79,2.409e-134
812.682,1.255e-30,1.255e-30,4.854e-79,2.409e-134
812.6823,3.253e-31,3.253e-31,4.854e-79,2.409e-134
812.6825,1.314e-31,1.314e-31,4.854e-79,2.409e-134
812.6828,3.346e-32,3.346e-32,4.854e-79,2.409e-134
812.683,1.336e-32,1.336e-32,4.854e-79,2.409e-134
812.6833,3.339e-33,3.339e-33,4.854e-79,2.409e-134
812.6836,8.255e-34,8.255e-34,4.854e-79,2.409e-134
812.6838,3.232e-34,3.232e-34,4.854e-79,2.409e-134
812.6841,7.848e-35,7.848e-35,4.854e-79,2.409e-134
812.6843,3.036e-35,3.036e-35,4.854e-79,2.409e-134
812.6846,7.238e-36,7.238e-36,4.854e-79,2.409e-134
812.6849,1.707e-36,1.707e-36,4.854e-79,2.409e-134
812.6851,6.477e-37,6.477e-37,4.854e-79,2.409e-134
812.6854,1.500e-37,1.500e-37,4.854e-79,2.409e-134
812.6856,5.623e-38,5.623e-38,4.854e-79,2.409e-134
812.6859,1.279e-38,1.279e-38,4.854e-79,2.409e-134
812.6862,2.877e-39,2.877e-39,4.854e-79,2.409e-134
812.6864,1.058e-39,1.058e-39,4.854e-79,2.409e-134
812.6867,2.336e-40,2.336e-40,4.854e-79,2.409e-134
812.6869,8.486e-41,8.486e-41,4.854e-79,2.409e-134
812.6872,1.841e-41,1.841e-41,4.854e-79,2.409e-134
812.6875,3.950e-42,3.950e-42,4.854e-79,2.409e-134
812.6877,1.407e-42,1.407e-42,4.854e-79,2.409e-134
812.688,2.965e-43,2.965e-43,4.854e-79,2.409e-134
812.6882,1.044e-43,1.044e-43,4.854e-79,2.409e-134
812.6885,2.160e-44,2.160e-44,4.854e-79,2.409e-134
812.6888,4.420e-45,4.420e-45,4.854e-79,2.409e-134
812.689,1.526e-45,1.526e-45,4.854e-79,2.409e-134
812.6893,3.067e-46,3.067e-46,4.854e-79,2.409e-134
822.5465,5.177e-79,,5.177e-79,2.474e-134
822.5468,2.496e-78,,2.496e-78,2.474e-134
822.5471,1.191e-77,,1.191e-77,2.474e-134
822.5473,3.354e-77,,3.354e-77,2.474e-134
822.5476,1.572e-76,,1.572e-76,2.474e-134
822.5478,4.376e-76,,4.376e-76,2.474e-134
822.5481,2.015e-75,,2.015e-75,2.474e-134
822.5484,9.177e-75,,9.177e-75,2.474e-134
822.5486,2.507e-74,,2.507e-74,2.474e-134
822.5489,1.122e-73,,1.122e-73,2.474e-134
822.5492,4.968e-73,,4.968e-73,2.474e-134
822.5494,1.332e-72,,1.332e-72,2.474e-134
822.5497,5.792e-72,,5.792e-72,2.474e-134
822.5499,1.534e-71,,1.534e-71,2.474e-134
822.5502,6.557e-71,,6.557e-71,2.474e-134
822.5505,2.773e-70,,2.773e-70,2.474e-134
822.5507,7.207e-70,,7.207e-70,2.474e-134
822.551,2.994e-69,,2.994e-69,2.474e-134
822.5512,7.691e-69,,7.691e-69,2.474e-134
822.5515,3.139e-68,,3.139e-68,2.474e-134
822.5518,1.267e-67,,1.267e-67,2.474e-134
822.552,3.194e-67,,3.194e-67,2.474e-134
822.5523,1.267e-66,,1.267e-66,2.474e-134
822.5525,3.157e-66,,3.157e-66,2.474e-134
822.5528,1.230e-65,,1.230e-65,2.474e-134
822.5531,4.743e-65,,4.743e-65,2.474e-134
822.5533,1.159e-64,,1.159e-64,2.474e-134
822.5536,4.392e-64,,4.392e-64,2.474e-134
822.5538,1.061e-63,,1.061e-63,2.474e-134
822.5541,3.948e-63,,3.948e-63,2.474e-134
822.5544,1.454e-62,,1.454e-62,2.474e-134
822.5546,3.446e-62,,3.446e-62,2.474e-134
822.5549,1.247e-61,,1.247e-61,2.474e-134
822.5551,2.920e-61,,2.920e-61,2.474e-134
822.5554,1.038e-60,,1.038e-60,2.474e-134
822.5557,3.649e-60,,3.649e-60,2.474e-134
822.5559,8.388e-60,,8.388e-60,2.474e-134
822.5562,2.897e-59,,2.897e-59,2.474e-134
822.5564,6.582e-59,,6.582e-59,2.474e-134
822.5567,2.234e-58,,2.234e-58,2.474e-134
822.557,7.500e-58,,7.500e-58,2.474e-134
822.5572,1.672e-57,,1.672e-57,2.474e-134
822.5575,5.514e-57,,5.514e-57,2.474e-134
822.5577,1.215e-56,,1.215e-56,2.474e-134
822.558,3.937e-56,,3.937e-56,2.474e-134
822.5583,1.262e-55,,1.262e-55,2.474e-134
822.5585,2.728e-55,,2.728e-55,2.474e-134
822.5588,8.595e-55,,8.595e-55,2.474e-134
822.559,1.836e-54,,1.836e-54,2.474e-134
822.5593,5.682e-54,,5.682e-54,2.474e-134
822.5596,1.740e-53,,1.740e-53,2.474e-134
822.5598,3.647e-53,,3.647e-53,2.474e-134
822.5601,1.097e-52,,1.097e-52,2.474e-134
822.5603,2.272e-52,,2.272e-52,2.474e-134
822.5606,6.715e-52,,6.715e-52,2.474e-134
822.5609,1.963e-51,,1.963e-51,2.474e-134
822.5611,3.991e-51,,3.991e-51,2.474e-134
822.5614,1.146e-50,,1.146e-50,2.474e-134
822.5616,2.303e-50,,2.303e-50,2.474e-134
822.5619,6.499e-50,,6.499e-50,2.474e-134
822.5622,1.815e-49,,1.815e-49,2.474e-134
822.5624,3.577e-49,,3.577e-49,2.474e-134
822.5627,9.812e-49,,9.812e-49,2.474e-134
822.5629,1.911e-48,,1.911e-48,2.474e-134
822.5632,5.151e-48,,5.151e-48,2.474e-134
822.5635,1.373e-47,,1.373e-47,2.474e-134
822.5637,2.625e-47,,2.625e-47,2.474e-134
822.564,6.877e-47,,6.877e-47,2.474e-134
822.5642,1.299e-46,,1.299e-46,2.474e-134
822.5645,3.343e-46,,3.343e-46,2.474e-134
822.5648,8.512e-46,,8.512e-46,2.474e-134
822.565,1.578e-45,,1.578e-45,2.474e-134
822.5653,3.947e-45,,3.947e-45,2.474e-134
822.5655,7.230e-45,,7.230e-45,2.474e-134
822.5658,1.777e-44,,1.777e-44,2.474e-134
822.5661,4.320e-44,,4.320e-44,2.474e-134
822.5663,7.766e-44,,7.766e-44,2.474e-134
822.5666,1.855e-43,,1.855e-43,2.474e-134
822.5668,3.295e-43,,3.295e-43,2.474e-134
822.5671,7.733e-43,,7.733e-43,2.474e-134
822.5674,1.796e-42,,1.796e-42,2.474e-134
822.5676,3.130e-42,,3.130e-42,2.475e-134
822.5679,7.139e-42,,7.139e-42,2.475e-134
822.5681,1.230e-41,,1.230e-41,2.475e-134
822.5684,2.756e-41,,2.756e-41,2.475e-134
822.5687,6.111e-41,,6.111e-41,2.475e-134
822.5689,1.033e-40,,1.033e-40,2.475e-134
822.5692,2.250e-40,,2.250e-40,2.475e-134
822.5694,3.759e-40,,3.759e-40,2.475e-134
822.5697,8.043e-40,,8.043e-40,2.475e-134
822.57,1.703e-39,,1.703e-39,2.475e-134
822.5702,2.792e-39,,2.792e-39,2.475e-134
822.5705,5.807e-39,,5.807e-39,2.475e-134
822.5707,9.407e-39,,9.407e-39,2.475e-134
822.571,1.922e-38,,1.922e-38,2.475e-134
822.5713,3.887e-38,,3.887e-38,2.475e-134
822.5715,6.178e-38,,6.178e-38,2.475e-134
822.5718,1.227e-37,,1.227e-37,2.475e-134
822.572,1.928e-37,,1.928e-37,2.475e-134
822.5723,3.762e-37,,3.762e-37,2.475e-134
822.5726,7.264e-37,,7.264e-37,2.475e-134
822.5728,1.120e-36,,1.120e-36,2.475e-134
822.5731,2.124e-36,,2.124e-36,2.475e-134
822.5733,3.235e-36,,3.235e-36,2.475e-134
822.5736,6.029e-36,,6.029e-36,2.475e-134
822.5739,1.112e-35,,1.112e-35,2.475e-134
822.5741,1.662e-35,,1.662e-35,2.475e-134
822.5744,3.010e-35,,3.010e-35,2.475e-134
822.5746,4.446e-35,,4.446e-35,2.475e-134
822.5749,7.913e-35,,7.913e-35,2.475e-134
822.5752,1.393e-34,,1.393e-34,2.475e-134
822.5754,2.019e-34,,2.019e-34,2.475e-134
822.5757,3.493e-34,,3.493e-34,2.475e-134
822.5759,5.004e-34,,5.004e-34,2.475e-134
822.5762,8.504e-34,,8.504e-34,2.475e-134
822.5765,1.430e-33,,1.430e-33,2.475e-134
822.5767,2.010e-33,,2.010e-33,2.475e-134
822.577,3.320e-33,,3.320e-33,2.475e-134
822.5772,4.612e-33,,4.612e-33,2.475e-134
822.5775,7.484e-33,,7.484e-33,2.475e-134
822.5778,1.202e-32,,1.202e-32,2.475e-134
822.578,1.638e-32,,1.638e-32,2.475e-134
822.5783,2.584e-32,,2.584e-32,2.475e-134
822.5785,3.480e-32,,3.480e-32,2.475e-134
822.5788,5.393e-32,,5.393e-32,2.475e-134
822.5791,8.269e-32,,8.269e-32,2.475e-134
822.5793,1.093e-31,,1.093e-31,2.475e-134
822.5796,1.646e-31,,1.646e-31,2.475e-134
822.5798,2.151e-31,,2.151e-31,2.475e-134
822.5801,3.183e-31,,3.183e-31,2.475e-134
822.5804,4.660e-31,,4.660e-31,2.475e-134
822.5806,5.973e-31,,5.973e-31,2.475e-134
822.5809,8.592e-31,,8.592e-31,2.475e-134
822.5811,1.088e-30,,1.088e-30,2.475e-134
822.5814,1.538e-30,,1.538e-30,2.475e-134
822.5817,2.151e-30,,2.151e-30,2.475e-134
822.5819,2.673e-30,,2.673e-30,2.475e-134
822.5822,3.672e-30,,3.672e-30,2.475e-134
822.5824,4.511e-30,,4.511e-30,2.475e-134
822.5827,6.087e-30,,6.087e-30,2.475e-134
822.583,8.127e-30,,8.127e-30,2.475e-134
822.5832,9.796e-30,,9.796e-30,2.475e-134
822.5835,1.285e-29,,1.285e-29,2.475e-134
822.5838,1.668e-29,,1.668e-29,2.475e-134
822.584,1.973e-29,,1.973e-29,2.475e-134
822.5843,2.515e-29,,2.515e-29,2.475e-134
822.5845,2.940e-29,,2.940e-29,2.475e-134
822.5848,3.683e-29,,3.683e-29,2.475e-134
822.5851,4.564e-29,,4.564e-29,2.475e-134
822.5853,5.235e-29,,5.235e-29,2.475e-134
822.5856,6.374e-29,,6.374e-29,2.475e-134
822.5858,7.225e-29,,7.225e-29,2.475e-134
822.5861,8.642e-29,,8.642e-29,2.475e-134
822.5864,1.023e-28,,1.023e-28,2.475e-134
822.5866,1.138e-28,,1.138e-28,2.475e-134
822.5869,1.323e-28,,1.323e-28,2.475e-134
822.5871,1.454e-28,,1.454e-28,2.475e-134
822.5874,1.661e-28,,1.661e-28,2.475e-134
822.5877,1.877e-28,,1.877e-28,2.475e-134
822.5879,2.024e-28,,2.024e-28,2.475e-134
822.5882,2.248e-28,,2.248e-28,2.475e-134
822.5884,2.396e-28,,2.396e-28,2.475e-134
822.5887,2.613e-28,,2.613e-28,2.475e-134
822.589,2.820e-28,,2.820e-28,2.475e-134
822.5892,2.950e-28,,2.950e-28,2.475e-134
822.5895,3.128e-28,,3.128e-28,2.475e-134
822.5897,3.233e-28,,3.233e-28,2.475e-134
822.59,3.368e-28,,3.368e-28,2.475e-134
822.5903,3.471e-28,,3.471e-28,2.475e-134
822.5905,3.520e-28,,3.520e-28,2.475e-134
822.5908,3.564e-28,,3.564e-28,2.475e-134
822.591,3.573e-28,,3.573e-28,2.475e-134
822.5913,3.554e-28,,3.554e-28,2.475e-134
822.5916,3.498e-28,,3.498e-28,2.475e-134
822.5918,3.440e-28,,3.440e-28,2.475e-134
822.5921,3.326e-28,,3.326e-28,2.475e-134
822.5923,3.233e-28,,3.233e-28,2.475e-134
822.5926,3.071e-28,,3.071e-28,2.475e-134
822.5929,2.886e-28,,2.886e-28,2.475e-134
822.5931,2.753e-28,,2.753e-28,2.475e-134
822.5934,2.542e-28,,2.542e-28,2.475e-134
822.5936,2.396e-28,,2.396e-28,2.475e-134
822.5939,2.173e-28,,2.173e-28,2.475e-134
822.5942,1.950e-28,,1.950e-28,2.475e-134
822.5944,1.804e-28,,1.804e-28,2.475e-134
822.5947,1.591e-28,,1.591e-28,2.475e-134
822.5949,1.454e-28,,1.454e-28,2.475e-134
822.5952,1.259e-28,,1.259e-28,2.475e-134
822.5955,1.079e-28,,1.079e-28,2.475e-134
822.5957,9.680e-29,,9.680e-29,2.475e-134
822.596,8.151e-29,,8.151e-29,2.475e-134
822.5962,7.225e-29,,7.225e-29,2.475e-134
822.5965,5.976e-29,,5.976e-29,2.475e-134
822.5968,4.891e-29,,4.891e-29,2.475e-134
822.597,4.254e-29,,4.254e-29,2.475e-134
822.5973,3.420e-29,,3.420e-29,2.475e-134
822.5975,2.940e-29,,2.940e-29,2.475e-134
822.5978,2.322e-29,,2.322e-29,2.475e-134
822.5981,1.815e-29,,1.815e-29,2.475e-134
822.5983,1.531e-29,,1.531e-29,2.475e-134
822.5986,1.175e-29,,1.175e-29,2.475e-134
822.5988,9.796e-30,,9.796e-30,2.475e-134
822.5991,7.389e-30,,7.389e-30,2.475e-134
822.5994,5.515e-30,,5.515e-30,2.475e-134
822.5996,4.511e-30,,4.511e-30,2.475e-134
822.5999,3.307e-30,,3.307e-30,2.475e-134
822.6001,2.673e-30,,2.673e-30,2.475e-134
822.6004,1.926e-30,,1.926e-30,2.475e-134
822.6007,1.372e-30,,1.372e-30,2.475e-134
822.6009,1.088e-30,,1.088e-30,2.475e-134
822.6012,7.621e-31,,7.621e-31,2.475e-134
822.6014,5.973e-31,,5.973e-31,2.475e-134
822.6017,4.109e-31,,4.109e-31,2.475e-134
822.602,2.796e-31,,2.796e-31,2.475e-134
822.6022,2.151e-31,,2.151e-31,2.475e-134
822.6025,1.438e-31,,1.438e-31,2.475e-134
822.6027,1.093e-31,,1.093e-31,2.475e-134
822.603,7.180e-32,,7.180e-32,2.475e-134
822.6033,4.666e-32,,4.666e-32,2.475e-134
822.6035,3.480e-32,,3.480e-32,2.475e-134
822.6038,2.222e-32,,2.222e-32,2.475e-134
822.604,1.638e-32,,1.638e-32,2.475e-134
822.6043,1.027e-32,,1.027e-32,2.475e-134
822.6046,6.376e-33,,6.376e-33,2.475e-134
822.6048,4.612e-33,,4.612e-33,2.475e-134
822.6051,2.812e-33,,2.812e-33,2.475e-134
822.6053,2.010e-33,,2.010e-33,2.475e-134
822.6056,1.204e-33,,1.204e-33,2.475e-134
822.6059,7.134e-34,,7.134e-34,2.475e-134
822.6061,5.004e-34,,5.004e-34,2.475e-134
822.6064,2.913e-34,,2.913e-34,2.475e-134
822.6066,2.019e-34,,2.019e-34,2.475e-134
822.6069,1.155e-34,,1.155e-34,2.475e-134
822.6072,6.537e-35,,6.537e-35,2.475e-134
822.6074,4.446e-35,,4.446e-35,2.475e-134
822.6077,2.472e-35,,2.472e-35,2.475e-134
822.6079,1.662e-35,,1.662e-35,2.475e-134
822.6082,9.076e-36,,9.076e-36,2.475e-134
822.6085,4.905e-36,,4.905e-36,2.475e-134
822.6087,3.235e-36,,3.235e-36,2.475e-134
822.609,1.718e-36,,1.718e-36,2.475e-134
822.6092,1.120e-36,,1.120e-36,2.475e-134
822.6095,5.840e-37,,5.840e-37,2.475e-134
822.6098,3.014e-37,,3.014e-37,2.475e-134
822.61,1.928e-37,,1.928e-37,2.475e-134
822.6103,9.774e-38,,9.774e-38,2.475e-134
822.6105,6.178e-38,,6.178e-38,2.475e-134
822.6108,3.077e-38,,3.077e-38,2.475e-134
822.6111,1.517e-38,,1.517e-38,2.475e-134
822.6113,9.407e-39,,9.407e-39,2.475e-134
822.6116,4.554e-39,,4.554e-39,2.475e-134
822.6118,2.792e-39,,2.792e-39,2.475e-134
822.6121,1.328e-39,,1.328e-39,2.475e-134
822.6124,6.249e-40,,6.249e-40,2.475e-134
822.6126,3.759e-40,,3.759e-40,2.475e-134
822.6129,1.738e-40,,1.738e-40,2.475e-134
822.6131,1.033e-40,,1.033e-40,2.475e-134
822.6134,4.692e-41,,4.692e-41,2.475e-134
822.6137,2.109e-41,,2.109e-41,2.475e-134
822.6139,1.230e-41,,1.230e-41,2.475e-134
822.6142,5.430e-42,,5.430e-42,2.475e-134
822.6144,3.130e-42,,3.130e-42,2.475e-134
822.6147,1.358e-42,,1.358e-42,2.475e-134
822.615,5.826e-43,,5.826e-43,2.475e-134
822.6152,3.295e-43,,3.295e-43,2.475e-134
822.6155,1.389e-43,,1.389e-43,2.475e-134
822.6157,7.766e-44,,7.766e-44,2.475e-134
822.616,3.217e-44,,3.217e-44,2.475e-134
822.6163,1.318e-44,,1.318e-44,2.475e-134
822.6165,7.230e-45,,7.230e-45,2.475e-134
822.6168,2.911e-45,,2.911e-45,2.475e-134
822.617,1.578e-45,,1.578e-45,2.475e-134
822.6173,6.241e-46,,6.241e-46,2.475e-134
822.6176,2.443e-46,,2.443e-46,2.475e-134
822.6178,1.299e-46,,1.299e-46,2.475e-134
822.6181,4.995e-47,,4.995e-47,2.475e-134
822.6183,2.625e-47,,2.625e-47,2.475e-134
822.6186,9.917e-48,,9.917e-48,2.475e-134
822.6189,3.706e-48,,3.706e-48,2.475e-134
822.6191,1.911e-48,,1.911e-48,2.475e-134
822.6194,7.018e-49,,7.018e-49,2.475e-134
822.6197,2.549e-49,,2.549e-49,2.475e-134
822.6199,1.290e-49,,1.290e-49,2.475e-134
822.6202,4.605e-50,,4.605e-50,2.475e-134
822.6204,2.303e-50,,2.303e-50,2.475e-134
822.6207,8.075e-51,,8.075e-51,2.475e-134
822.621,2.801e-51,,2.801e-51,2.475e-134
822.6212,1.375e-51,,1.375e-51,2.475e-134
822.6215,4.685e-52,,4.685e-52,2.475e-134
822.6217,2.272e-52,,2.272e-52,2.475e-134
822.622,7.608e-53,,7.608e-53,2.475e-134
822.6223,2.520e-53,,2.520e-53,2.475e-134
822.6225,1.199e-53,,1.199e-53,2.475e-134
822.6228,3.904e-54,,3.904e-54,2.475e-134
822.623,1.836e-54,,1.836e-54,2.475e-134
822.6233,5.870e-55,,5.870e-55,2.475e-134
822.6236,1.857e-55,,1.857e-55,2.475e-134
822.6238,8.570e-56,,8.570e-56,2.475e-134
822.6241,2.663e-56,,2.663e-56,2.475e-134
822.6243,1.215e-56,,1.215e-56,2.475e-134
822.6246,3.709e-57,,3.709e-57,2.475e-134
822.6249,1.120e-57,,1.120e-57,2.475e-134
822.6251,5.014e-58,,5.014e-58,2.475e-134
822.6254,1.488e-58,,1.488e-58,2.475e-134
822.6256,6.582e-59,,6.582e-59,2.475e-134
822.6259,1.919e-59,,1.919e-59,2.475e-134
822.6262,5.535e-60,,5.535e-60,2.475e-134
822.6264,2.402e-60,,2.402e-60,2.475e-134
822.6267,6.808e-61,,6.808e-61,2.475e-134
822.6269,2.920e-61,,2.920e-61,2.475e-134
822.6272,8.130e-62,,8.130e-62,2.475e-134
822.6275,2.240e-62,,2.240e-62,2.475e-134
822.6277,9.426e-63,,9.426e-63,2.475e-134
822.628,2.551e-63,,2.551e-63,2.475e-134
822.6282,1.061e-63,,1.061e-63,2.475e-134
822.6285,2.821e-64,,2.821e-64,2.475e-134
822.6288,7.420e-65,,7.420e-65,2.475e-134
822.629,3.028e-65,,3.028e-65,2.475e-134
822.6293,7.826e-66,,7.826e-66,2.475e-134
822.6295,3.157e-66,,3.157e-66,2.475e-134
822.6298,8.014e-67,,8.014e-67,2.475e-134
822.6301,2.013e-67,,2.013e-67,2.475e-134
822.6303,7.968e-68,,7.968e-68,2.475e-134
822.6306,1.966e-68,,1.966e-68,2.475e-134
822.6308,7.691e-69,,7.691e-69,2.475e-134
822.6311,1.865e-69,,1.865e-69,2.475e-134
822.6314,4.473e-70,,4.473e-70,2.475e-134
822.6316,1.717e-70,,1.717e-70,2.475e-134
822.6319,4.046e-71,,4.046e-71,2.475e-134
822.6321,1.534e-71,,1.534e-71,2.475e-134
822.6324,3.553e-72,,3.553e-72,2.475e-134
822.6327,8.138e-73,,8.138e-73,2.475e-134
822.6329,3.029e-73,,3.029e-73,2.475e-134
822.6332,6.816e-74,,6.816e-74,2.475e-134
822.6334,2.507e-74,,2.507e-74,2.475e-134
822.6337,5.543e-75,,5.543e-75,2.475e-134
822.634,1.212e-75,,1.212e-75,2.475e-134
822.6342,4.376e-76,,4.376e-76,2.475e-134
822.6345,9.404e-77,,9.404e-77,2.475e-134
822.6347,3.354e-77,,3.354e-77,2.475e-134
822.635,7.081e-78,,7.081e-78,2.475e-134
822.6353,1.479e-78,,1.479e-78,2.475e-134
822.6355,5.177e-79,,5.177e-79,2.475e-134
828.0526,2.511e-134,,,2.511e-134
828.0528,7.075e-134,,,7.075e-134
828.0531,3.317e-133,,,3.317e-133
828.0534,1.539e-132,,,1.539e-132
828.0536,4.257e-132,,,4.257e-132
828.0539,1.941e-131,,,1.941e-131
828.0541,5.306e-131,,,5.306e-131
828.0544,2.377e-130,,,2.377e-130
828.0547,1.054e-129,,,1.054e-129
828.0549,2.828e-129,,,2.828e-129
828.0552,1.232e-128,,,1.232e-128
828.0554,3.267e-128,,,3.267e-128
828.0557,1.399e-127,,,1.399e-127
828.056,5.925e-127,,,5.925e-127
828.0562,1.542e-126,,,1.542e-126
828.0565,6.420e-126,,,6.420e-126
828.0567,1.652e-125,,,1.652e-125
828.057,6.756e-125,,,6.756e-125
828.0573,2.735e-124,,,2.735e-124
828.0575,6.905e-124,,,6.905e-124
828.0578,2.747e-123,,,2.747e-123
828.058,6.855e-123,,,6.855e-123
828.0583,2.680e-122,,,2.680e-122
828.0586,1.036e-121,,,1.036e-121
828.0588,2.539e-121,,,2.539e-121
828.0591,9.649e-121,,,9.649e-121
828.0593,2.336e-120,,,2.336e-120
828.0596,8.726e-120,,,8.726e-120
828.0599,3.225e-119,,,3.225e-119
828.0601,7.664e-119,,,7.664e-119
828.0604,2.783e-118,,,2.783e-118
828.0606,6.538e-118,,,6.538e-118
828.0609,2.333e-117,,,2.333e-117
828.0612,8.239e-117,,,8.239e-117
828.0614,1.900e-116,,,1.900e-116
828.0617,6.592e-116,,,6.592e-116
828.0619,1.502e-115,,,1.502e-115
828.0622,5.122e-115,,,5.122e-115
828.0625,1.728e-114,,,1.728e-114
828.0627,3.866e-114,,,3.866e-114
828.063,1.282e-113,,,1.282e-113
828.0632,2.834e-113,,,2.834e-113
828.0635,9.233e-113,,,9.233e-113
828.0638,2.977e-112,,,2.977e-112
828.064,6.459e-112,,,6.459e-112
828.0643,2.046e-111,,,2.046e-111
828.0645,4.389e-111,,,4.389e-111
828.0648,1.366e-110,,,1.366e-110
828.0651,4.210e-110,,,4.210e-110
828.0653,8.861e-110,,,8.861e-110
828.0656,2.683e-109,,,2.683e-109
828.0659,8.036e-109,,,8.036e-109
828.0661,1.660e-108,,,1.660e-108
828.0664,4.888e-108,,,4.888e-108
828.0666,9.981e-108,,,9.981e-108
828.0669,2.887e-107,,,2.887e-107
828.0672,8.265e-107,,,8.265e-107
828.0674,1.657e-106,,,1.657e-106
828.0677,4.660e-106,,,4.660e-106
828.0679,9.231e-106,,,9.231e-106
