Wavelength (nm),Sum(calc),Cr I (1.8e-2),Cr II (1.8e-1),Fe I (1.1e-1),Fe II (6.0e-1),Fe III (8.0e-5),Ni I (2.3e-2),Ni II (7.1e-2),Ni III (2.4e-6)
789.99,4.254e-14,,,1.096e-15,6.272e-18,2.283e-28,,,4.254e-14
790.01,2.372e-14,,,1.096e-15,6.273e-18,2.282e-28,,,2.372e-14
790.03,1.307e-14,,,1.096e-15,6.275e-18,2.282e-28,,,1.307e-14
790.04,9.665e-15,,,1.096e-15,6.276e-18,2.281e-28,,,9.665e-15
790.06,5.236e-15,,,1.096e-15,6.277e-18,2.281e-28,,,5.236e-15
790.08,2.804e-15,,,1.096e-15,6.278e-18,2.280e-28,,,2.804e-15
790.09,2.043e-15,,,1.096e-15,6.279e-18,2.280e-28,,,2.043e-15
790.11,1.075e-15,,,1.096e-15,6.281e-18,2.280e-28,,,1.075e-15
790.13,5.593e-16,,,1.095e-15,6.282e-18,2.279e-28,,,5.593e-16
790.14,4.016e-16,,,1.095e-15,6.283e-18,2.279e-28,,,4.016e-16
790.16,2.053e-16,,,1.095e-15,6.284e-18,2.278e-28,,,2.053e-16
790.18,1.038e-16,,,1.095e-15,6.286e-18,2.278e-28,,,1.038e-16
790.19,7.346e-17,,,1.095e-15,6.286e-18,2.277e-28,,,7.346e-17
790.21,3.649e-17,,,1.095e-15,6.288e-18,2.277e-28,,,3.649e-17
790.22,2.561e-17,,,1.095e-15,6.289e-18,2.277e-28,,,2.561e-17
790.24,1.250e-17,,,1.095e-15,6.290e-18,2.276e-28,,,1.250e-17
790.26,6.032e-18,,,1.095e-15,6.292e-18,2.276e-28,,,6.032e-18
790.27,4.172e-18,,,1.095e-15,6.292e-18,2.275e-28,,,4.172e-18
790.29,1.978e-18,,,1.095e-15,6.294e-18,2.275e-28,,,1.978e-18
790.31,9.275e-19,,,1.095e-15,6.295e-18,2.274e-28,,,9.275e-19
790.32,6.323e-19,,,1.095e-15,6.296e-18,2.274e-28,,,6.323e-19
790.34,2.913e-19,,,1.095e-15,6.297e-18,2.273e-28,,,2.913e-19
790.36,1.327e-19,,,1.094e-15,6.299e-18,2.273e-28,,,1.327e-19
790.37,8.915e-20,,,1.094e-15,6.300e-18,2.273e-28,,,8.915e-20
790.39,3.991e-20,,,1.094e-15,6.301e-18,2.272e-28,,,3.990e-20
790.41,1.766e-20,,,1.094e-15,6.303e-18,5.958e-28,,,1.766e-20
790.42,1.169e-20,,,1.094e-15,6.303e-18,1.133e-27,,,1.169e-20
790.44,5.085e-21,,,1.094e-15,6.305e-18,2.927e-27,,,5.085e-21
790.46,2.186e-21,,,1.094e-15,6.306e-18,7.683e-27,,,2.186e-21
790.47,1.427e-21,,,1.094e-15,6.307e-18,1.223e-26,,,1.427e-21
790.49,6.028e-22,,,1.094e-15,6.308e-18,3.089e-26,,,6.028e-22
790.51,2.518e-22,,,1.094e-15,6.310e-18,7.688e-26,,,2.517e-22
790.52,1.621e-22,,,1.094e-15,6.311e-18,1.207e-25,,,1.620e-22
790.54,6.676e-23,,,1.094e-15,6.312e-18,2.949e-25,,,6.647e-23
790.56,2.768e-23,,,1.094e-15,6.313e-18,7.126e-25,,,2.697e-23
790.57,1.820e-23,,,1.093e-15,6.314e-18,1.103e-24,,,1.710e-23
790.59,9.438e-24,,,1.093e-15,6.316e-18,2.619e-24,,,6.818e-24
790.6,8.306e-24,,,1.093e-15,6.316e-18,4.019e-24,,,4.287e-24
790.62,1.106e-23,,,1.093e-15,6.318e-18,9.384e-24,,,1.680e-24
790.64,2.231e-23,,,1.093e-15,6.319e-18,2.166e-23,,,6.507e-25
790.65,3.318e-23,,,1.093e-15,6.320e-18,3.277e-23,,,4.032e-25
790.67,7.437e-23,,,1.093e-15,6.321e-18,7.437e-23,,,4.031e-25
790.69,1.669e-22,,,1.093e-15,6.323e-18,1.669e-22,,,4.030e-25
790.7,2.489e-22,,,1.093e-15,6.324e-18,2.489e-22,,,4.029e-25
790.72,5.489e-22,,,1.093e-15,6.325e-18,5.489e-22,,,4.028e-25
790.74,1.197e-21,,,1.093e-15,6.327e-18,1.197e-21,,,4.027e-25
790.75,1.760e-21,,,1.093e-15,6.327e-18,1.760e-21,,,4.027e-25
790.77,3.774e-21,,,1.093e-15,6.329e-18,3.774e-21,,,4.026e-25
790.79,7.999e-21,,,1.092e-15,6.330e-18,7.999e-21,,,4.025e-25
790.8,1.160e-20,,,1.092e-15,6.331e-18,1.160e-20,,,4.024e-25
790.82,2.417e-20,,,1.092e-15,6.332e-18,2.417e-20,,,4.023e-25
790.84,4.979e-20,,,1.092e-15,6.334e-18,4.979e-20,,,4.022e-25
790.85,7.116e-20,,,1.092e-15,6.335e-18,7.116e-20,,,4.021e-25
790.87,1.441e-19,,,1.092e-15,6.336e-18,1.441e-19,,,4.020e-25
790.89,2.886e-19,,,1.092e-15,6.337e-18,2.886e-19,,,4.019e-25
790.9,4.067e-19,,,1.092e-15,6.338e-18,4.067e-19,,,4.019e-25
790.92,8.008e-19,,,1.092e-15,6.340e-18,8.008e-19,,,4.018e-25
790.94,1.559e-18,,,1.092e-15,6.341e-18,1.559e-18,,,4.017e-25
790.95,2.166e-18,,,1.092e-15,6.342e-18,2.166e-18,,,4.016e-25
790.97,4.145e-18,,,1.092e-15,6.343e-18,4.145e-18,,,4.015e-25
790.98,5.710e-18,,,1.092e-15,6.344e-18,5.710e-18,,,4.015e-25
791,1.074e-17,,,1.091e-15,6.346e-18,1.074e-17,,,4.013e-25
791.02,1.999e-17,,,1.091e-15,6.347e-18,1.999e-17,,,4.012e-25
791.03,2.714e-17,,,1.091e-15,6.348e-18,2.714e-17,,,4.012e-25
791.05,4.965e-17,,,1.091e-15,6.349e-18,4.965e-17,,,4.011e-25
791.07,8.978e-17,,,1.091e-15,6.351e-18,8.978e-17,,,4.010e-25
791.08,1.202e-16,,,1.091e-15,6.351e-18,1.202e-16,,,4.009e-25
791.1,2.138e-16,,,1.091e-15,6.353e-18,2.138e-16,,,4.008e-25
791.12,3.758e-16,,,1.091e-15,6.354e-18,3.758e-16,,,4.007e-25
791.13,4.962e-16,,,1.091e-15,6.355e-18,4.962e-16,,,4.007e-25
791.15,8.576e-16,,,1.091e-15,6.356e-18,8.576e-16,,,4.005e-25
791.17,1.466e-15,,,1.091e-15,6.358e-18,1.466e-15,,,4.004e-25
791.18,1.908e-15,,,1.091e-15,6.359e-18,1.908e-15,,,4.004e-25
791.2,3.206e-15,,,1.091e-15,6.360e-18,3.206e-15,,,4.003e-25
791.22,5.327e-15,,,1.090e-15,6.362e-18,5.327e-15,,,4.002e-25
791.23,6.837e-15,,,1.090e-15,6.362e-18,6.837e-15,,,4.001e-25
791.25,1.117e-14,,,1.090e-15,6.364e-18,1.117e-14,,,4.000e-25
791.27,1.804e-14,,,1.090e-15,6.365e-18,1.804e-14,,,3.999e-25
791.28,2.283e-14,,,1.090e-15,6.366e-18,2.283e-14,,,3.999e-25
791.3,3.626e-14,,,1.090e-15,6.367e-18,3.626e-14,,,3.997e-25
791.32,5.694e-14,,,1.090e-15,6.369e-18,5.694e-14,,,3.996e-25
791.33,7.105e-14,,,1.090e-15,6.370e-18,7.105e-14,,,3.996e-25
791.35,1.097e-13,,,1.090e-15,6.371e-18,1.097e-13,,,3.995e-25
791.36,1.358e-13,,,1.090e-15,6.372e-18,1.358e-13,,,3.994e-25
791.38,2.061e-13,,,1.090e-15,6.373e-18,2.061e-13,,,3.993e-25
791.4,3.094e-13,,,1.090e-15,6.375e-18,3.094e-13,,,3.992e-25
791.41,3.775e-13,,,1.090e-15,6.375e-18,3.775e-13,,,3.992e-25
791.43,5.573e-13,,,1.090e-15,6.377e-18,5.573e-13,,,3.991e-25
791.45,8.135e-13,,,1.089e-15,6.378e-18,8.135e-13,,,3.990e-25
791.46,9.787e-13,,,1.089e-15,6.379e-18,9.787e-13,,,3.989e-25
791.48,1.405e-12,,,1.089e-15,6.380e-18,1.405e-12,,,3.988e-25
791.5,1.994e-12,,,1.089e-15,6.382e-18,1.994e-12,,,3.987e-25
791.51,2.365e-12,,,1.089e-15,6.383e-18,2.365e-12,,,3.986e-25
791.53,3.301e-12,,,1.089e-15,6.384e-18,3.301e-12,,,3.985e-25
791.55,4.556e-12,,,1.089e-15,6.386e-18,4.556e-12,,,3.984e-25
791.56,5.330e-12,,,1.089e-15,6.386e-18,5.330e-12,,,3.984e-25
791.58,7.233e-12,,,1.089e-15,6.388e-18,7.233e-12,,,3.983e-25
791.6,9.707e-12,,,1.089e-15,6.389e-18,9.707e-12,,,3.982e-25
791.61,1.120e-11,,,1.089e-15,6.390e-18,1.120e-11,,,3.981e-25
791.63,1.478e-11,,,1.089e-15,6.391e-18,1.478e-11,,,3.980e-25
791.65,1.929e-11,,,1.088e-15,6.393e-18,1.929e-11,,,3.979e-25
791.66,2.194e-11,,,1.088e-15,6.394e-18,2.194e-11,,,3.978e-25
791.68,2.816e-11,,,1.088e-15,6.395e-18,2.816e-11,,,3.977e-25
791.7,3.574e-11,,,1.088e-15,6.397e-18,3.574e-11,,,3.976e-25
791.71,4.009e-11,,,1.088e-15,6.397e-18,4.009e-11,,,3.976e-25
791.73,5.004e-11,,,1.088e-15,6.399e-18,5.004e-11,,,3.975e-25
791.75,6.177e-11,,,1.088e-15,6.400e-18,6.177e-11,,,3.974e-25
791.76,6.834e-11,,,1.088e-15,6.401e-18,6.834e-11,,,3.973e-25
791.78,8.295e-11,,,1.088e-15,6.402e-18,8.295e-11,,,3.972e-25
791.79,9.101e-11,,,1.088e-15,6.403e-18,9.101e-11,,,3.971e-25
791.81,1.086e-10,,,1.088e-15,6.405e-18,1.086e-10,,,3.970e-25
791.83,1.283e-10,,,1.088e-15,6.406e-18,1.283e-10,,,3.969e-25
791.84,1.388e-10,,,1.088e-15,6.407e-18,1.388e-10,,,3.969e-25
791.86,1.611e-10,,,1.088e-15,6.408e-18,1.611e-10,,,3.968e-25
791.88,1.850e-10,,,1.087e-15,6.410e-18,1.850e-10,,,3.967e-25
791.89,1.975e-10,,,1.087e-15,6.410e-18,1.975e-10,,,3.966e-25
791.91,2.230e-10,,,1.087e-15,6.412e-18,2.230e-10,,,3.965e-25
791.93,2.491e-10,,,1.087e-15,6.413e-18,2.491e-10,,,3.964e-25
791.94,2.621e-10,,,1.087e-15,6.414e-18,2.621e-10,,,3.963e-25
791.96,2.879e-10,,,1.087e-15,6.415e-18,2.879e-10,,,3.962e-25
791.98,3.128e-10,,,1.087e-15,6.417e-18,3.128e-10,,,3.961e-25
791.99,3.247e-10,,,1.087e-15,6.418e-18,3.247e-10,,,3.961e-25
792.01,3.469e-10,,,1.087e-15,6.419e-18,3.469e-10,,,3.960e-25
792.03,3.666e-10,,,1.087e-15,6.421e-18,3.666e-10,,,3.959e-25
792.04,3.754e-10,,,1.087e-15,6.421e-18,3.754e-10,,,3.958e-25
792.06,3.902e-10,,,1.087e-15,6.423e-18,3.902e-10,,,3.957e-25
792.08,4.011e-10,,,1.087e-15,6.424e-18,4.011e-10,,,3.956e-25
792.09,4.050e-10,,,1.086e-15,6.425e-18,4.050e-10,,,3.955e-25
792.11,4.095e-10,,,1.086e-15,6.426e-18,4.095e-10,,,3.954e-25
792.13,4.095e-10,,,1.086e-15,6.428e-18,4.095e-10,,,3.953e-25
792.14,4.079e-10,,,1.086e-15,6.429e-18,4.079e-10,,,3.953e-25
792.16,4.012e-10,,,1.086e-15,6.430e-18,4.012e-10,,,3.952e-25
792.17,3.963e-10,,,1.086e-15,6.431e-18,3.963e-10,,,3.951e-25
792.19,3.834e-10,,,1.086e-15,6.432e-18,3.834e-10,,,3.950e-25
792.21,3.669e-10,,,1.086e-15,6.434e-18,3.669e-10,,,3.949e-25
792.22,3.574e-10,,,1.086e-15,6.434e-18,3.574e-10,,,3.948e-25
792.24,3.365e-10,,,1.086e-15,6.436e-18,3.365e-10,,,3.947e-25
792.26,3.133e-10,,,1.086e-15,6.437e-18,3.133e-10,,,3.946e-25
792.27,3.010e-10,,,1.086e-15,6.438e-18,3.010e-10,,,3.946e-25
792.29,2.757e-10,,,1.086e-15,6.439e-18,2.757e-10,,,3.945e-25
792.31,2.497e-10,,,1.085e-15,6.441e-18,2.497e-10,,,3.944e-25
792.32,2.366e-10,,,1.085e-15,6.442e-18,2.366e-10,,,3.943e-25
792.34,2.108e-10,,,1.085e-15,6.443e-18,2.108e-10,,,3.942e-25
792.36,1.858e-10,,,1.085e-15,6.445e-18,1.858e-10,,,3.941e-25
792.37,1.737e-10,,,1.085e-15,6.445e-18,1.737e-10,,,3.941e-25
792.39,1.506e-10,,,1.085e-15,6.447e-18,1.506e-10,,,3.939e-25
792.41,1.291e-10,,,1.085e-15,6.448e-18,1.291e-10,,,3.938e-25
792.42,1.190e-10,,,1.085e-15,6.449e-18,1.190e-10,,,3.938e-25
792.44,1.004e-10,,,1.085e-15,6.450e-18,1.004e-10,,,3.937e-25
792.46,8.374e-11,,,1.085e-15,6.452e-18,8.374e-11,,,3.936e-25
792.47,7.617e-11,,,1.085e-15,6.453e-18,7.617e-11,,,3.935e-25
792.49,6.249e-11,,,1.085e-15,6.454e-18,6.249e-11,,,3.934e-25
792.51,5.072e-11,,,1.085e-15,6.456e-18,5.072e-11,,,3.933e-25
792.52,4.550e-11,,,1.084e-15,6.456e-18,4.550e-11,,,3.933e-25
792.54,3.632e-11,,,1.084e-15,6.458e-18,3.632e-11,,,3.931e-25
792.55,3.232e-11,,,1.084e-15,6.458e-18,3.232e-11,,,3.931e-25
792.57,2.538e-11,,,1.084e-15,6.460e-18,2.538e-11,,,3.930e-25
792.59,1.971e-11,,,1.084e-15,6.461e-18,1.971e-11,,,3.929e-25
792.6,1.730e-11,,,1.084e-15,6.462e-18,1.730e-11,,,3.928e-25
792.62,1.322e-11,,,1.084e-15,6.464e-18,1.322e-11,,,3.927e-25
792.64,9.986e-12,,,1.084e-15,6.465e-18,9.986e-12,,,3.926e-25
792.65,8.645e-12,,,1.084e-15,6.466e-18,8.645e-12,,,3.926e-25
792.67,6.425e-12,,,1.084e-15,6.467e-18,6.425e-12,,,3.925e-25
792.69,4.723e-12,,,1.084e-15,6.469e-18,4.723e-12,,,3.923e-25
792.7,4.033e-12,,,1.084e-15,6.469e-18,4.033e-12,,,3.923e-25
792.72,2.916e-12,,,1.084e-15,6.471e-18,2.916e-12,,,3.922e-25
792.74,2.086e-12,,,1.083e-15,6.472e-18,2.086e-12,,,3.921e-25
792.75,1.756e-12,,,1.083e-15,6.473e-18,1.756e-12,,,3.920e-25
792.77,1.236e-12,,,1.083e-15,6.474e-18,1.236e-12,,,3.919e-25
792.79,8.596e-13,,,1.083e-15,6.476e-18,8.596e-13,,,3.918e-25
792.8,7.141e-13,,,1.083e-15,6.477e-18,7.141e-13,,,3.918e-25
792.82,4.887e-13,,,1.083e-15,6.478e-18,4.887e-13,,,3.917e-25
792.84,3.307e-13,,,1.083e-15,6.480e-18,3.307e-13,,,3.915e-25
792.85,2.710e-13,,,1.083e-15,6.480e-18,2.710e-13,,,3.915e-25
792.87,1.804e-13,,,1.083e-15,6.482e-18,1.804e-13,,,3.914e-25
792.89,1.188e-13,,,1.083e-15,6.483e-18,1.188e-13,,,3.913e-25
792.9,9.596e-14,,,1.083e-15,6.484e-18,9.596e-14,,,3.912e-25
792.92,6.214e-14,,,1.083e-15,6.485e-18,6.214e-14,,,3.911e-25
792.93,4.980e-14,,,1.083e-15,6.486e-18,4.980e-14,,,3.911e-25
792.95,3.172e-14,,,1.083e-15,6.488e-18,3.172e-14,,,3.910e-25
792.97,1.998e-14,,,1.082e-15,6.489e-18,1.998e-14,,,3.909e-25
792.98,1.579e-14,,,1.082e-15,6.490e-18,1.579e-14,,,3.908e-25
793,9.782e-15,,,1.082e-15,6.491e-18,9.782e-15,,,3.907e-25
793.02,5.993e-15,,,1.082e-15,6.493e-18,5.993e-15,,,3.906e-25
793.03,4.672e-15,,,1.082e-15,6.493e-18,4.672e-15,,,3.905e-25
793.05,2.815e-15,,,1.082e-15,6.495e-18,2.815e-15,,,3.904e-25
793.07,1.678e-15,,,1.082e-15,6.496e-18,1.678e-15,,,3.903e-25
793.08,1.290e-15,,,1.082e-15,6.497e-18,1.290e-15,,,3.903e-25
793.1,7.558e-16,,,1.082e-15,6.499e-18,7.558e-16,,,3.902e-25
793.12,4.381e-16,,,1.082e-15,6.500e-18,4.381e-16,,,3.901e-25
793.13,3.321e-16,,,1.082e-15,6.501e-18,3.321e-16,,,3.900e-25
793.15,1.893e-16,,,1.082e-15,6.502e-18,1.893e-16,,,3.899e-25
793.17,1.067e-16,,,1.082e-15,6.504e-18,1.067e-16,,,3.898e-25
793.18,7.978e-17,,,1.081e-15,6.504e-18,7.978e-17,,,3.897e-25
793.2,4.423e-17,,,1.081e-15,6.506e-18,4.423e-17,,,3.896e-25
793.22,2.425e-17,,,1.081e-15,6.507e-18,2.425e-17,,,3.895e-25
793.23,1.788e-17,,,1.081e-15,6.508e-18,1.788e-17,,,3.895e-25
793.25,9.638e-18,,,1.081e-15,6.509e-18,9.638e-18,,,3.894e-25
793.27,5.138e-18,,,1.081e-15,6.511e-18,5.138e-18,,,3.893e-25
793.28,3.736e-18,,,1.081e-15,6.512e-18,3.736e-18,,,3.892e-25
793.3,1.959e-18,,,1.081e-15,6.513e-18,1.959e-18,,,3.891e-25
793.31,1.412e-18,,,1.081e-15,6.514e-18,1.412e-18,,,3.890e-25
793.33,7.280e-19,,,1.081e-15,6.515e-18,7.280e-19,,,3.889e-25
793.35,3.712e-19,,,1.081e-15,6.517e-18,3.712e-19,,,3.888e-25
793.36,2.639e-19,,,1.081e-15,6.517e-18,2.639e-19,,,3.888e-25
793.38,1.323e-19,,,1.081e-15,6.519e-18,1.323e-19,,,3.887e-25
793.4,6.558e-20,,,1.080e-15,6.520e-18,6.558e-20,,,3.886e-25
793.41,4.598e-20,,,1.080e-15,6.521e-18,4.598e-20,,,3.885e-25
793.43,2.241e-20,,,1.080e-15,6.523e-18,2.241e-20,,,3.884e-25
793.45,1.080e-20,,,1.080e-15,6.524e-18,1.080e-20,,,3.883e-25
793.46,7.470e-21,,,1.080e-15,6.525e-18,7.470e-21,,,3.882e-25
793.48,3.541e-21,,,1.080e-15,6.526e-18,3.541e-21,,,3.881e-25
793.5,1.659e-21,,,1.080e-15,6.528e-18,1.659e-21,,,3.880e-25
793.51,1.131e-21,,,1.080e-15,6.528e-18,1.131e-21,,,3.880e-25
793.53,5.213e-22,,,1.080e-15,6.530e-18,5.213e-22,,,3.879e-25
793.55,2.376e-22,,,1.080e-15,6.531e-18,2.376e-22,,,3.878e-25
793.56,1.597e-22,,,1.080e-15,6.532e-18,1.597e-22,,,3.877e-25
793.58,7.155e-23,,,1.080e-15,6.533e-18,7.155e-23,,,3.876e-25
793.6,3.170e-23,,,1.080e-15,6.535e-18,3.170e-23,,,3.875e-25
793.61,2.101e-23,,,1.079e-15,6.536e-18,2.101e-23,,,3.874e-25
793.63,9.154e-24,,,1.079e-15,6.537e-18,9.154e-24,,,3.873e-25
793.65,3.943e-24,,,1.079e-15,6.539e-18,3.943e-24,,,3.872e-25
793.66,2.577e-24,,,1.079e-15,6.539e-18,2.577e-24,,,3.872e-25
793.68,1.091e-24,,,1.079e-15,6.541e-18,1.091e-24,,,3.871e-25
793.69,7.072e-25,,,1.079e-15,6.542e-18,7.072e-25,,,3.870e-25
793.71,2.945e-25,,,1.079e-15,6.543e-18,2.945e-25,,,3.869e-25
793.73,1.213e-25,,,1.079e-15,6.544e-18,1.213e-25,,,3.868e-25
793.74,7.748e-26,,,1.079e-15,6.545e-18,7.748e-26,,,3.868e-25
793.76,3.136e-26,,,1.079e-15,6.547e-18,3.136e-26,,,3.866e-25
793.78,1.241e-26,,,1.079e-15,6.548e-18,1.241e-26,,,3.865e-25
793.79,7.824e-27,,,1.079e-15,6.549e-18,7.824e-27,,,3.865e-25
793.81,2.975e-27,,,1.079e-15,6.550e-18,2.975e-27,,,3.864e-25
793.83,1.160e-27,,,1.078e-15,6.552e-18,1.160e-27,,,3.863e-25
793.84,6.431e-28,,,1.078e-15,6.552e-18,6.431e-28,,,3.862e-25
793.86,1.573e-28,,,1.078e-15,6.554e-18,1.573e-28,,,3.861e-25
793.88,6.000e-29,,,1.078e-15,6.555e-18,6.000e-29,,,3.860e-25
798.74,5.269e-29,,,1.056e-15,6.909e-18,5.269e-29,,,3.601e-25
798.75,8.507e-29,,,1.056e-15,6.910e-18,8.507e-29,,,3.601e-25
798.77,2.199e-28,,,1.056e-15,6.912e-18,2.199e-28,,,3.600e-25
798.78,3.520e-28,,,1.056e-15,6.912e-18,3.520e-28,,,3.599e-25
798.8,8.945e-28,,,1.056e-15,6.914e-18,8.945e-28,,,3.598e-25
798.82,2.248e-27,,,1.056e-15,6.915e-18,2.248e-27,,,3.597e-25
798.83,3.549e-27,,,1.055e-15,6.916e-18,3.549e-27,,,3.597e-25
798.85,8.768e-27,,,1.055e-15,6.917e-18,8.768e-27,,,3.595e-25
798.87,2.142e-26,,,1.055e-15,6.919e-18,2.142e-26,,,3.594e-25
798.88,3.335e-26,,,1.055e-15,6.920e-18,3.335e-26,,,3.594e-25
798.9,8.012e-26,,,1.055e-15,6.921e-18,8.012e-26,,,3.593e-25
798.92,1.903e-25,,,1.055e-15,6.923e-18,1.903e-25,,,3.592e-25
798.93,2.921e-25,,,1.055e-15,6.923e-18,2.921e-25,,,3.591e-25
798.95,6.824e-25,,,1.055e-15,6.925e-18,6.824e-25,,,3.590e-25
798.97,1.576e-24,,,1.055e-15,6.926e-18,1.576e-24,,,3.589e-25
798.98,2.386e-24,,,1.055e-15,6.927e-18,2.386e-24,,,3.589e-25
799,5.419e-24,,,1.055e-15,6.928e-18,5.419e-24,,,3.587e-25
799.02,1.217e-23,,,1.055e-15,6.930e-18,1.217e-23,,,3.586e-25
799.03,1.816e-23,,,1.055e-15,6.931e-18,1.816e-23,,,3.586e-25
799.05,4.010e-23,,,1.054e-15,6.932e-18,4.010e-23,,,3.585e-25
799.07,8.758e-23,,,1.054e-15,6.933e-18,8.758e-23,,,3.584e-25
799.08,1.289e-22,,,1.054e-15,6.934e-18,1.289e-22,,,3.583e-25
799.1,2.767e-22,,,1.054e-15,6.936e-18,2.767e-22,,,3.582e-25
799.12,5.875e-22,,,1.054e-15,6.937e-18,5.875e-22,,,3.581e-25
799.13,8.524e-22,,,1.054e-15,6.938e-18,8.524e-22,,,3.581e-25
799.15,1.780e-21,,,1.054e-15,6.939e-18,1.780e-21,,,3.579e-25
799.16,2.560e-21,,,1.054e-15,6.940e-18,2.560e-21,,,3.579e-25
799.18,5.256e-21,,,1.054e-15,6.941e-18,5.256e-21,,,3.578e-25
799.2,1.067e-20,,,1.054e-15,6.943e-18,1.067e-20,,,3.577e-25
799.21,1.514e-20,,,1.054e-15,6.944e-18,1.514e-20,,,3.576e-25
799.23,3.021e-20,,,1.054e-15,6.945e-18,3.021e-20,,,3.575e-25
799.25,5.963e-20,,,1.054e-15,6.947e-18,5.963e-20,,,3.574e-25
799.26,8.341e-20,,,1.053e-15,6.947e-18,8.341e-20,,,3.574e-25
799.28,1.619e-19,,,1.053e-15,6.949e-18,1.619e-19,,,3.573e-25
799.3,3.106e-19,,,1.053e-15,6.950e-18,3.106e-19,,,3.571e-25
799.31,4.285e-19,,,1.053e-15,6.951e-18,4.285e-19,,,3.571e-25
799.33,8.085e-19,,,1.053e-15,6.952e-18,8.085e-19,,,3.570e-25
799.35,1.509e-18,,,1.053e-15,6.954e-18,1.509e-18,,,3.569e-25
799.36,2.052e-18,,,1.053e-15,6.955e-18,2.052e-18,,,3.568e-25
799.38,3.764e-18,,,1.053e-15,6.956e-18,3.764e-18,,,3.567e-25
799.4,6.829e-18,,,1.053e-15,6.958e-18,6.829e-18,,,3.566e-25
799.41,9.159e-18,,,1.053e-15,6.958e-18,9.159e-18,,,3.566e-25
799.43,1.634e-17,,,1.053e-15,6.960e-18,1.634e-17,,,3.565e-25
799.45,2.882e-17,,,1.053e-15,6.961e-18,2.882e-17,,,3.563e-25
799.46,3.811e-17,,,1.053e-15,6.962e-18,3.811e-17,,,3.563e-25
799.48,6.610e-17,,,1.052e-15,6.963e-18,6.610e-17,,,3.562e-25
799.5,1.134e-16,,,1.052e-15,6.965e-18,1.134e-16,,,3.561e-25
799.51,1.478e-16,,,1.052e-15,6.966e-18,1.478e-16,,,3.560e-25
799.53,2.493e-16,,,1.052e-15,6.967e-18,2.493e-16,,,3.559e-25
799.54,3.224e-16,,,1.052e-15,6.968e-18,3.224e-16,,,3.559e-25
799.56,5.345e-16,,,1.052e-15,6.969e-18,5.345e-16,,,3.558e-25
799.58,8.764e-16,,,1.052e-15,6.971e-18,8.764e-16,,,3.557e-25
799.59,1.117e-15,,,1.052e-15,6.971e-18,1.117e-15,,,3.556e-25
799.61,1.802e-15,,,1.052e-15,6.973e-18,1.802e-15,,,3.555e-25
799.63,2.872e-15,,,1.052e-15,6.974e-18,2.872e-15,,,3.554e-25
799.64,3.611e-15,,,1.052e-15,6.975e-18,3.611e-15,,,3.553e-25
799.66,5.661e-15,,,1.052e-15,6.976e-18,5.661e-15,,,3.552e-25
799.68,8.774e-15,,,1.052e-15,6.978e-18,8.774e-15,,,3.551e-25
799.69,1.088e-14,,,1.051e-15,6.979e-18,1.088e-14,,,3.551e-25
799.71,1.658e-14,,,1.051e-15,6.980e-18,1.658e-14,,,3.550e-25
799.73,2.499e-14,,,1.051e-15,6.982e-18,2.499e-14,,,3.549e-25
799.74,3.055e-14,,,1.051e-15,6.982e-18,3.055e-14,,,3.548e-25
799.76,4.527e-14,,,1.051e-15,6.984e-18,4.527e-14,,,3.547e-25
799.78,6.634e-14,,,1.051e-15,6.985e-18,6.634e-14,,,3.546e-25
799.79,7.998e-14,,,1.051e-15,6.986e-18,7.998e-14,,,3.545e-25
799.81,1.152e-13,,,1.051e-15,6.987e-18,1.152e-13,,,3.544e-25
799.83,1.642e-13,,,1.051e-15,6.989e-18,1.642e-13,,,3.543e-25
799.84,1.952e-13,,,1.051e-15,6.990e-18,1.952e-13,,,3.543e-25
799.86,2.735e-13,,,1.051e-15,6.991e-18,2.735e-13,,,3.542e-25
799.88,3.789e-13,,,1.051e-15,6.992e-18,3.789e-13,,,3.541e-25
799.89,4.442e-13,,,1.051e-15,6.993e-18,4.442e-13,,,3.540e-25
799.91,6.052e-13,,,1.050e-15,6.995e-18,6.052e-13,,,3.539e-25
799.92,7.035e-13,,,1.050e-15,6.995e-18,7.035e-13,,,3.538e-25
799.94,9.425e-13,,,1.050e-15,6.997e-18,9.425e-13,,,3.537e-25
799.96,1.249e-12,,,1.050e-15,6.998e-18,1.249e-12,,,3.536e-25
799.97,1.431e-12,,,1.050e-15,6.999e-18,1.431e-12,,,3.536e-25
799.99,1.865e-12,,,1.050e-15,7.001e-18,1.865e-12,,,3.535e-25
800.01,2.403e-12,,,1.050e-15,7.002e-18,2.403e-12,,,3.534e-25
800.02,2.717e-12,,,1.050e-15,7.003e-18,2.717e-12,,,3.533e-25
800.04,3.443e-12,,,1.050e-15,7.004e-18,3.443e-12,,,3.532e-25
800.06,4.316e-12,,,1.050e-15,7.006e-18,4.316e-12,,,3.531e-25
800.07,4.812e-12,,,1.050e-15,7.006e-18,4.812e-12,,,3.530e-25
800.09,5.933e-12,,,1.050e-15,7.008e-18,5.933e-12,,,3.529e-25
800.11,7.236e-12,,,1.050e-15,7.009e-18,7.236e-12,,,3.528e-25
800.12,7.958e-12,,,1.050e-15,7.010e-18,7.958e-12,,,3.528e-25
800.14,9.549e-12,,,1.049e-15,7.011e-18,9.549e-12,,,3.527e-25
800.16,1.134e-11,,,1.049e-15,7.013e-18,1.134e-11,,,3.526e-25
