Wavelength (nm),Sum(calc),Ti I (5.4e-2),Ti II (9.4e-1),Ti III (1.9e-3)
473.31,2.334e-4,2.334e-4,9.761e-12,1.506e-22
473.33,4.546e-4,4.546e-4,9.746e-12,1.501e-22
473.36,1.208e-3,1.208e-3,9.723e-12,1.494e-22
473.38,2.279e-3,2.279e-3,9.708e-12,1.489e-22
473.4,4.239e-3,4.239e-3,9.693e-12,1.484e-22
473.43,1.048e-2,1.048e-2,9.670e-12,1.476e-22
473.45,1.882e-2,1.882e-2,9.655e-12,1.471e-22
473.48,4.414e-2,4.414e-2,9.632e-12,1.464e-22
473.5,7.658e-2,7.658e-2,9.617e-12,1.459e-22
473.53,1.705e-1,1.705e-1,9.594e-12,1.451e-22
473.55,2.856e-1,2.856e-1,9.579e-12,1.446e-22
473.58,6.033e-1,6.033e-1,9.556e-12,1.438e-22
473.6,9.760e-1,9.760e-1,9.540e-12,1.433e-22
473.63,1.956e+0,1.956e+0,9.518e-12,1.426e-22
473.65,3.056e+0,3.056e+0,9.502e-12,1.421e-22
473.68,5.813e+0,5.813e+0,9.480e-12,1.413e-22
473.7,8.770e+0,8.770e+0,9.464e-12,1.408e-22
473.73,1.583e+1,1.583e+1,9.441e-12,1.401e-22
473.75,2.306e+1,2.306e+1,9.426e-12,1.396e-22
473.78,3.948e+1,3.948e+1,9.403e-12,1.388e-22
473.8,5.553e+1,5.553e+1,9.388e-12,1.383e-22
473.82,7.702e+1,7.702e+1,9.373e-12,1.378e-22
473.85,1.225e+2,1.225e+2,9.350e-12,1.371e-22
473.87,1.641e+2,1.641e+2,9.335e-12,1.366e-22
473.9,2.477e+2,2.477e+2,9.312e-12,1.358e-22
473.92,3.202e+2,3.202e+2,9.297e-12,1.353e-22
473.95,4.586e+2,4.586e+2,9.274e-12,1.345e-22
473.97,5.725e+2,5.725e+2,9.259e-12,1.340e-22
474,7.777e+2,7.777e+2,9.236e-12,1.333e-22
474.02,9.373e+2,9.373e+2,9.221e-12,1.328e-22
474.05,1.208e+3,1.208e+3,9.198e-12,1.320e-22
474.07,1.405e+3,1.405e+3,9.183e-12,1.315e-22
474.1,1.718e+3,1.718e+3,9.160e-12,1.308e-22
474.12,1.930e+3,1.930e+3,9.144e-12,1.303e-22
474.15,2.238e+3,2.238e+3,9.122e-12,1.295e-22
474.17,2.427e+3,2.427e+3,9.106e-12,1.290e-22
474.19,2.595e+3,2.595e+3,9.091e-12,1.285e-22
474.22,2.794e+3,2.794e+3,9.068e-12,1.277e-22
474.24,2.884e+3,2.884e+3,9.053e-12,1.272e-22
474.27,2.946e+3,2.946e+3,9.030e-12,1.265e-22
474.29,2.935e+3,2.935e+3,9.015e-12,1.260e-22
474.32,2.844e+3,2.844e+3,8.992e-12,1.252e-22
474.34,2.735e+3,2.735e+3,8.977e-12,1.247e-22
474.37,2.513e+3,2.513e+3,8.954e-12,1.240e-22
474.39,2.333e+3,2.333e+3,8.939e-12,1.235e-22
474.42,2.033e+3,2.033e+3,8.916e-12,1.227e-22
474.44,1.822e+3,1.822e+3,8.901e-12,1.222e-22
474.47,1.506e+3,1.506e+3,8.878e-12,1.215e-22
474.49,1.303e+3,1.303e+3,8.863e-12,1.210e-22
474.52,1.021e+3,1.021e+3,8.840e-12,1.202e-22
474.54,8.527e+2,8.527e+2,8.825e-12,1.197e-22
474.56,7.021e+2,7.021e+2,8.809e-12,1.192e-22
474.59,5.108e+2,5.108e+2,8.786e-12,1.184e-22
474.61,4.060e+2,4.060e+2,8.771e-12,1.179e-22
474.64,2.801e+2,2.801e+2,8.748e-12,1.172e-22
474.66,2.149e+2,2.149e+2,8.733e-12,1.167e-22
474.69,1.406e+2,1.406e+2,8.710e-12,1.159e-22
474.71,1.041e+2,1.041e+2,8.695e-12,1.154e-22
474.74,6.459e+1,6.459e+1,8.672e-12,1.147e-22
474.76,4.616e+1,4.616e+1,8.657e-12,1.142e-22
474.79,2.716e+1,2.716e+1,8.634e-12,1.134e-22
474.81,1.873e+1,1.873e+1,8.619e-12,1.129e-22
474.84,1.045e+1,1.045e+1,8.596e-12,1.122e-22
474.86,6.957e+0,6.957e+0,8.581e-12,1.116e-22
474.89,3.681e+0,3.681e+0,8.558e-12,1.109e-22
474.91,2.367e+0,2.367e+0,8.543e-12,1.104e-22
474.93,1.503e+0,1.503e+0,8.528e-12,3.047e-22
474.96,7.483e-1,7.483e-1,8.505e-12,1.361e-21
474.98,4.728e-1,4.728e-1,8.489e-12,3.627e-21
475.01,2.642e-1,2.642e-1,8.467e-12,1.536e-20
475.03,2.196e-1,2.196e-1,8.451e-12,3.952e-20
475.06,2.716e-1,2.716e-1,8.428e-12,1.588e-19
475.08,3.985e-1,3.985e-1,8.413e-12,3.944e-19
475.11,8.014e-1,8.014e-1,8.390e-12,1.503e-18
475.13,1.296e+0,1.296e+0,8.375e-12,3.603e-18
475.16,2.630e+0,2.630e+0,8.352e-12,1.302e-17
475.18,4.151e+0,4.151e+0,8.337e-12,3.014e-17
475.21,8.031e+0,8.031e+0,8.314e-12,1.033e-16
475.23,1.226e+1,1.226e+1,8.299e-12,2.309e-16
475.26,2.254e+1,2.254e+1,8.276e-12,7.508e-16
475.28,3.326e+1,3.326e+1,8.261e-12,1.619e-15
475.31,5.813e+1,5.813e+1,8.238e-12,4.995e-15
475.33,8.292e+1,8.292e+1,8.223e-12,1.040e-14
475.35,1.167e+2,1.167e+2,8.208e-12,2.135e-14
475.38,1.901e+2,1.901e+2,8.185e-12,6.114e-14
475.4,2.588e+2,2.588e+2,8.170e-12,1.212e-13
475.43,4.009e+2,4.009e+2,8.147e-12,3.292e-13
475.45,5.280e+2,5.280e+2,8.131e-12,6.298e-13
475.48,7.788e+2,7.788e+2,8.109e-12,1.623e-12
475.5,9.927e+2,9.927e+2,8.093e-12,2.997e-12
475.53,1.394e+3,1.394e+3,8.071e-12,7.326e-12
475.55,1.721e+3,1.721e+3,8.055e-12,1.306e-11
475.58,2.304e+3,2.304e+3,8.032e-12,3.028e-11
475.6,2.754e+3,2.754e+3,8.017e-12,5.211e-11
475.63,3.514e+3,3.514e+3,7.994e-12,1.146e-10
475.65,4.070e+3,4.070e+3,7.979e-12,1.904e-10
475.68,4.955e+3,4.955e+3,7.956e-12,3.970e-10
475.7,5.561e+3,5.561e+3,7.941e-12,6.368e-10
475.72,6.165e+3,6.165e+3,7.926e-12,1.007e-9
475.75,7.030e+3,7.030e+3,7.903e-12,1.950e-9
475.77,7.555e+3,7.555e+3,7.888e-12,2.978e-9
475.8,8.224e+3,8.224e+3,7.865e-12,5.470e-9
475.82,8.570e+3,8.570e+3,7.850e-12,8.061e-9
475.85,8.908e+3,8.908e+3,7.827e-12,1.405e-8
475.87,9.000e+3,9.000e+3,7.812e-12,1.998e-8
475.9,8.932e+3,8.932e+3,7.789e-12,3.303e-8
475.92,8.750e+3,8.750e+3,7.773e-12,4.536e-8
475.95,8.288e+3,8.288e+3,7.751e-12,7.110e-8
475.97,7.871e+3,7.871e+3,7.735e-12,9.427e-8
476,7.116e+3,7.116e+3,7.713e-12,1.402e-7
476.02,6.549e+3,6.549e+3,7.697e-12,1.794e-7
476.05,5.647e+3,5.647e+3,7.674e-12,2.530e-7
476.07,5.036e+3,5.036e+3,7.659e-12,3.126e-7
476.09,4.434e+3,4.434e+3,7.644e-12,3.808e-7
476.12,3.576e+3,3.576e+3,7.621e-12,4.987e-7
476.14,3.049e+3,3.049e+3,7.606e-12,5.865e-7
476.17,2.343e+3,2.343e+3,7.583e-12,7.284e-7
476.19,1.934e+3,1.934e+3,7.568e-12,8.270e-7
476.22,1.415e+3,1.415e+3,7.545e-12,9.744e-7
476.24,1.130e+3,1.130e+3,7.530e-12,1.068e-6
476.27,7.868e+2,7.868e+2,7.507e-12,1.193e-6
476.29,6.079e+2,6.079e+2,7.492e-12,1.263e-6
476.32,4.026e+2,4.026e+2,7.469e-12,1.338e-6
476.34,3.008e+2,3.008e+2,7.454e-12,1.367e-6
476.37,1.895e+2,1.895e+2,7.431e-12,1.374e-6
476.39,1.369e+2,1.369e+2,7.416e-12,1.355e-6
476.42,8.192e+1,8.192e+1,7.393e-12,1.292e-6
476.44,5.720e+1,5.720e+1,7.377e-12,1.230e-6
476.47,3.253e+1,3.253e+1,7.355e-12,1.112e-6
476.49,2.195e+1,2.195e+1,7.339e-12,1.022e-6
476.51,1.461e+1,1.461e+1,7.324e-12,9.258e-7
476.54,7.728e+0,7.728e+0,7.301e-12,7.775e-7
476.56,4.968e+0,4.968e+0,7.286e-12,6.801e-7
476.59,2.496e+0,2.496e+0,7.263e-12,5.417e-7
476.61,1.550e+0,1.550e+0,7.248e-12,4.574e-7
476.64,7.392e-1,7.392e-1,7.225e-12,3.456e-7
476.66,4.434e-1,4.434e-1,7.210e-12,2.817e-7
476.69,2.007e-1,2.007e-1,7.187e-12,2.019e-7
476.71,1.163e-1,1.163e-1,7.172e-12,1.588e-7
476.74,4.994e-2,4.994e-2,7.149e-12,1.080e-7
476.76,2.794e-2,2.794e-2,7.134e-12,8.201e-8
476.79,1.139e-2,1.139e-2,7.111e-12,5.288e-8
476.81,6.163e-3,6.163e-3,7.096e-12,3.877e-8
476.84,2.414e-3,2.414e-3,7.073e-12,2.371e-8
476.86,1.311e-3,1.311e-3,7.058e-12,1.678e-8
476.88,7.760e-4,7.760e-4,7.042e-12,1.171e-8
476.91,5.981e-4,5.981e-4,7.019e-12,6.652e-9
476.93,8.119e-4,8.119e-4,7.004e-12,4.482e-9
476.96,1.809e-3,1.809e-3,6.981e-12,2.414e-9
476.98,3.252e-3,3.252e-3,6.966e-12,1.570e-9
477.01,7.784e-3,7.784e-3,6.943e-12,8.022e-10
477.03,1.372e-2,1.372e-2,6.928e-12,5.037e-10
477.06,3.132e-2,3.132e-2,6.905e-12,2.441e-10
477.08,5.334e-2,5.334e-2,6.890e-12,1.480e-10
477.11,1.155e-1,1.155e-1,6.867e-12,6.800e-11
477.13,1.900e-1,1.900e-1,6.852e-12,3.979e-11
477.16,3.903e-1,3.903e-1,6.829e-12,1.735e-11
477.18,6.198e-1,6.198e-1,6.814e-12,9.799e-12
477.21,1.208e+0,1.208e+0,6.791e-12,4.052e-12
477.23,1.853e+0,1.853e+0,6.776e-12,2.209e-12
477.25,2.801e+0,2.801e+0,6.760e-12,1.188e-12
477.28,5.073e+0,5.073e+0,6.738e-12,4.561e-13
477.3,7.407e+0,7.407e+0,6.722e-12,2.368e-13
477.33,1.273e+1,1.273e+1,6.700e-12,8.623e-14
477.35,1.794e+1,1.794e+1,6.684e-12,4.321e-14
477.38,2.925e+1,2.925e+1,6.661e-12,1.492e-14
477.4,3.982e+1,3.982e+1,6.646e-12,7.219e-15
477.43,6.159e+1,6.159e+1,6.623e-12,2.365e-15
477.45,8.095e+1,8.095e+1,6.608e-12,1.105e-15
477.48,1.188e+2,1.188e+2,6.585e-12,3.433e-16
477.5,1.508e+2,1.508e+2,6.570e-12,1.547e-16
477.53,2.100e+2,2.100e+2,6.547e-12,4.561e-17
477.55,2.573e+2,2.573e+2,6.532e-12,1.985e-17
477.58,3.399e+2,3.399e+2,6.509e-12,5.549e-18
477.6,4.022e+2,4.022e+2,6.494e-12,2.331e-18
477.62,4.692e+2,4.692e+2,6.479e-12,9.656e-19
477.65,5.759e+2,5.759e+2,6.456e-12,2.507e-19
477.67,6.488e+2,6.488e+2,6.441e-12,1.002e-19
477.7,7.556e+2,7.556e+2,6.418e-12,2.468e-20
477.72,8.219e+2,8.219e+2,6.403e-12,9.529e-21
477.75,9.082e+2,9.082e+2,6.380e-12,2.226e-21
477.77,9.539e+2,9.539e+2,6.364e-12,8.293e-22
477.8,1.000e+3,1.000e+3,6.342e-12,8.013e-22
477.82,1.014e+3,1.014e+3,6.326e-12,7.827e-22
477.85,1.009e+3,1.009e+3,6.304e-12,7.546e-22
477.87,9.879e+2,9.879e+2,6.288e-12,7.360e-22
477.9,9.324e+2,9.324e+2,6.265e-12,7.080e-22
477.92,8.816e+2,8.816e+2,6.250e-12,6.893e-22
477.95,7.895e+2,7.895e+2,6.227e-12,6.613e-22
477.97,7.207e+2,7.207e+2,6.212e-12,6.426e-22
478,6.124e+2,6.124e+2,6.189e-12,6.146e-22
478.02,5.398e+2,5.398e+2,6.174e-12,5.959e-22
478.04,4.692e+2,4.692e+2,6.159e-12,5.772e-22
478.07,3.704e+2,3.704e+2,6.136e-12,5.492e-22
478.09,3.109e+2,3.109e+2,6.121e-12,5.305e-22
478.12,2.328e+2,2.328e+2,6.098e-12,5.025e-22
478.14,1.887e+2,1.887e+2,6.083e-12,4.838e-22
478.17,1.341e+2,1.341e+2,6.060e-12,4.558e-22
478.19,1.049e+2,1.049e+2,6.045e-12,4.372e-22
478.22,7.073e+1,7.073e+1,6.022e-12,4.091e-22
478.24,5.344e+1,5.344e+1,6.006e-12,3.905e-22
478.27,3.419e+1,3.419e+1,5.984e-12,3.625e-22
478.29,2.494e+1,2.494e+1,5.968e-12,3.438e-22
478.32,1.514e+1,1.514e+1,5.946e-12,3.158e-22
478.34,1.066e+1,1.066e+1,5.930e-12,2.971e-22
478.37,6.141e+0,6.141e+0,5.907e-12,2.691e-22
478.39,4.177e+0,4.177e+0,5.892e-12,2.504e-22
478.41,2.801e+0,2.801e+0,5.877e-12,2.317e-22
478.44,1.499e+0,1.499e+0,5.854e-12,2.037e-22
478.46,9.706e-1,9.706e-1,5.839e-12,1.850e-22
478.49,4.927e-1,4.927e-1,5.816e-12,1.570e-22
478.51,3.081e-1,3.081e-1,5.801e-12,1.384e-22
478.54,1.484e-1,1.484e-1,5.778e-12,1.103e-22
478.56,8.959e-2,8.959e-2,5.763e-12,9.167e-23
478.59,4.094e-2,4.094e-2,5.740e-12,6.366e-23
478.61,2.387e-2,2.387e-2,5.725e-12,1.718e-22
478.64,1.035e-2,1.035e-2,5.702e-12,7.423e-22
478.66,5.825e-3,5.825e-3,5.687e-12,1.935e-21
478.69,2.396e-3,2.396e-3,5.664e-12,7.937e-21
478.71,1.303e-3,1.303e-3,5.648e-12,1.999e-20
478.74,5.084e-4,5.084e-4,5.626e-12,7.781e-20
478.76,2.668e-4,2.668e-4,5.610e-12,1.893e-19
478.78,1.381e-4,1.381e-4,5.595e-12,4.539e-19
478.81,5.007e-5,5.007e-5,5.572e-12,1.643e-18
478.83,2.502e-5,2.502e-5,5.557e-12,3.806e-18
478.86,8.608e-6,8.608e-6,5.534e-12,1.308e-17
478.88,4.153e-6,4.153e-6,5.519e-12,2.927e-17
478.91,1.356e-6,1.356e-6,5.496e-12,9.545e-17
478.93,6.316e-7,6.316e-7,5.481e-12,2.063e-16
478.96,1.956e-7,1.956e-7,5.458e-12,6.387e-16
478.98,8.800e-8,8.800e-8,5.443e-12,1.333e-15
479.01,2.586e-8,2.586e-8,5.420e-12,3.918e-15
479.03,1.123e-8,1.123e-8,5.405e-12,7.901e-15
479.06,3.132e-9,3.132e-9,5.382e-12,2.204e-14
479.08,1.314e-9,1.314e-9,5.367e-12,4.293e-14
479.11,3.484e-10,3.483e-10,5.344e-12,1.137e-13
479.13,1.432e-10,1.430e-10,5.329e-12,2.138e-13
479.15,6.255e-11,6.215e-11,5.313e-12,3.967e-13
479.18,3.968e-11,3.870e-11,5.291e-12,9.766e-13
479.2,7.051e-11,6.876e-11,5.275e-12,1.750e-12
479.23,2.567e-10,2.527e-10,5.252e-12,4.090e-12
479.25,6.264e-10,6.193e-10,5.237e-12,7.078e-12
479.28,2.344e-9,2.329e-9,5.214e-12,1.570e-11
479.3,5.563e-9,5.536e-9,5.199e-12,2.625e-11
479.33,1.983e-8,1.978e-8,5.176e-12,5.528e-11
479.35,4.551e-8,4.542e-8,5.161e-12,8.925e-11
479.38,1.542e-7,1.540e-7,5.138e-12,1.784e-10
479.4,3.420e-7,3.417e-7,5.123e-12,2.782e-10
479.43,1.101e-6,1.100e-6,5.100e-12,5.280e-10
479.45,2.358e-6,2.358e-6,5.085e-12,7.953e-10
479.48,7.207e-6,7.206e-6,5.062e-12,1.432e-9
479.5,1.492e-5,1.492e-5,5.047e-12,2.084e-9
479.53,4.328e-5,4.328e-5,5.024e-12,3.564e-9
479.55,8.654e-5,8.654e-5,5.009e-12,5.008e-9
479.57,1.707e-4,1.707e-4,4.993e-12,6.940e-9
479.6,4.604e-4,4.604e-4,4.971e-12,1.103e-8
479.62,8.771e-4,8.770e-4,4.955e-12,1.477e-8
479.65,2.247e-3,2.247e-3,4.933e-12,2.228e-8
479.67,4.133e-3,4.133e-3,4.917e-12,2.881e-8
479.7,1.005e-2,1.005e-2,4.894e-12,4.127e-8
479.72,1.786e-2,1.786e-2,4.879e-12,5.154e-8
479.75,4.124e-2,4.124e-2,4.856e-12,7.008e-8
479.77,7.080e-2,7.080e-2,4.841e-12,8.453e-8
479.8,1.552e-1,1.552e-1,4.818e-12,1.091e-7
479.82,2.573e-1,2.573e-1,4.803e-12,1.271e-7
479.85,5.355e-1,5.355e-1,4.780e-12,1.557e-7
479.87,8.577e-1,8.577e-1,4.765e-12,1.752e-7
479.9,1.694e+0,1.694e+0,4.742e-12,2.038e-7
479.92,2.622e+0,2.622e+0,4.727e-12,2.215e-7
479.94,4.001e+0,4.001e+0,4.712e-12,2.374e-7
479.97,7.348e+0,7.348e+0,4.689e-12,2.567e-7
479.99,1.083e+1,1.083e+1,4.674e-12,2.658e-7
480.02,1.889e+1,1.889e+1,4.651e-12,2.728e-7
480.04,2.689e+1,2.689e+1,4.636e-12,2.728e-7
480.07,4.452e+1,4.452e+1,4.613e-12,2.658e-7
480.09,6.123e+1,6.123e+1,4.597e-12,2.567e-7
480.12,9.623e+1,9.623e+1,4.575e-12,2.374e-7
480.14,1.279e+2,1.279e+2,4.559e-12,2.215e-7
480.17,1.908e+2,1.908e+2,4.536e-12,1.945e-7
480.19,2.448e+2,2.448e+2,4.521e-12,1.752e-7
480.22,3.468e+2,3.468e+2,4.498e-12,1.460e-7
480.24,4.298e+2,4.298e+2,4.483e-12,1.271e-7
480.27,5.780e+2,5.780e+2,4.460e-12,1.005e-7
480.29,6.921e+2,6.921e+2,4.445e-12,8.453e-8
480.31,8.173e+2,8.173e+2,4.430e-12,7.008e-8
480.34,1.022e+3,1.022e+3,4.407e-12,5.154e-8
480.36,1.166e+3,1.166e+3,4.392e-12,4.127e-8
480.39,1.384e+3,1.384e+3,4.369e-12,2.881e-8
480.41,1.525e+3,1.525e+3,4.354e-12,2.228e-8
480.44,1.718e+3,1.718e+3,4.331e-12,1.477e-8
480.46,1.829e+3,1.829e+3,4.316e-12,1.103e-8
480.49,1.957e+3,1.957e+3,4.293e-12,6.940e-9
480.51,2.012e+3,2.012e+3,4.278e-12,5.008e-9
480.54,2.043e+3,2.043e+3,4.255e-12,2.990e-9
480.56,2.029e+3,2.029e+3,4.239e-12,2.084e-9
480.59,1.957e+3,1.957e+3,4.217e-12,1.181e-9
480.61,1.877e+3,1.877e+3,4.201e-12,7.953e-10
480.64,1.718e+3,1.718e+3,4.179e-12,4.279e-10
480.66,1.592e+3,1.592e+3,4.163e-12,2.782e-10
480.69,1.384e+3,1.384e+3,4.140e-12,1.421e-10
480.71,1.239e+3,1.239e+3,4.125e-12,8.925e-11
480.73,1.093e+3,1.093e+3,4.110e-12,5.528e-11
480.76,8.836e+2,8.836e+2,4.087e-12,2.625e-11
480.78,7.534e+2,7.534e+2,4.072e-12,1.570e-11
480.81,5.780e+2,5.780e+2,4.049e-12,7.078e-12
480.83,4.761e+2,4.761e+2,4.034e-12,4.090e-12
480.86,3.468e+2,3.468e+2,4.011e-12,1.750e-12
480.88,2.759e+2,2.759e+2,3.996e-12,9.766e-13
480.91,1.908e+2,1.908e+2,3.973e-12,3.967e-13
480.93,1.466e+2,1.466e+2,3.958e-12,2.138e-13
480.96,9.623e+1,9.623e+1,3.935e-12,8.245e-14
480.98,7.144e+1,7.144e+1,3.920e-12,4.293e-14
481.01,4.452e+1,4.452e+1,3.897e-12,1.572e-14
481.03,3.192e+1,3.192e+1,3.881e-12,7.922e-15
481.06,1.889e+1,1.889e+1,3.859e-12,2.813e-15
481.08,1.308e+1,1.308e+1,3.843e-12,1.480e-15
481.1,8.937e+0,8.937e+0,3.828e-12,9.486e-16
481.13,4.917e+0,4.917e+0,3.805e-12,1.137e-15
481.15,3.246e+0,3.246e+0,3.790e-12,1.999e-15
481.18,1.698e+0,1.698e+0,3.767e-12,5.456e-15
481.2,1.087e+0,1.087e+0,3.752e-12,1.074e-14
481.23,5.530e-1,5.530e-1,3.729e-12,2.905e-14
481.25,3.600e-1,3.600e-1,3.714e-12,5.547e-14
481.28,2.228e-1,2.228e-1,3.691e-12,1.426e-13
481.3,2.056e-1,2.056e-1,3.676e-12,2.632e-13
481.33,2.808e-1,2.808e-1,3.653e-12,6.427e-13
481.35,4.116e-1,4.116e-1,3.638e-12,1.146e-12
481.38,7.891e-1,7.891e-1,3.615e-12,2.657e-12
481.4,1.224e+0,1.224e+0,3.600e-12,4.577e-12
481.43,2.326e+0,2.326e+0,3.577e-12,1.008e-11
481.45,3.514e+0,3.514e+0,3.562e-12,1.678e-11
481.47,5.238e+0,5.238e+0,3.546e-12,2.753e-11
481.5,9.292e+0,9.292e+0,3.524e-12,5.642e-11
481.52,1.338e+1,1.338e+1,3.508e-12,8.947e-11
481.55,2.255e+1,2.255e+1,3.485e-12,1.741e-10
481.57,3.138e+1,3.138e+1,3.470e-12,2.668e-10
481.6,5.021e+1,5.021e+1,3.447e-12,4.930e-10
481.62,6.751e+1,6.751e+1,3.432e-12,7.299e-10
481.65,1.026e+2,1.026e+2,3.409e-12,1.281e-9
481.67,1.332e+2,1.332e+2,3.394e-12,1.832e-9
481.7,1.923e+2,1.923e+2,3.371e-12,3.054e-9
481.72,2.413e+2,2.413e+2,3.356e-12,4.221e-9
481.75,3.307e+2,3.307e+2,3.333e-12,6.681e-9
481.77,4.010e+2,4.010e+2,3.318e-12,8.921e-9
481.8,5.218e+2,5.218e+2,3.295e-12,1.341e-8
481.82,6.114e+2,6.114e+2,3.280e-12,1.730e-8
481.84,7.065e+2,7.065e+2,3.265e-12,2.201e-8
481.87,8.552e+2,8.552e+2,3.242e-12,3.079e-8
481.89,9.548e+2,9.548e+2,3.226e-12,3.785e-8
481.92,1.098e+3,1.098e+3,3.204e-12,5.027e-8
481.94,1.184e+3,1.184e+3,3.188e-12,5.971e-8
481.97,1.293e+3,1.293e+3,3.166e-12,7.532e-8
481.99,1.347e+3,1.347e+3,3.150e-12,8.643e-8
482.02,1.397e+3,1.397e+3,3.127e-12,1.035e-7
482.04,1.406e+3,1.406e+3,3.112e-12,1.148e-7
482.07,1.385e+3,1.385e+3,3.089e-12,1.306e-7
482.09,1.347e+3,1.347e+3,3.074e-12,1.399e-7
482.12,1.260e+3,1.260e+3,3.051e-12,1.512e-7
482.14,1.184e+3,1.184e+3,3.036e-12,1.565e-7
482.17,1.051e+3,1.051e+3,3.013e-12,1.606e-7
482.19,9.548e+2,9.548e+2,2.998e-12,1.606e-7
482.22,8.052e+2,8.052e+2,2.975e-12,1.565e-7
482.24,7.065e+2,7.065e+2,2.960e-12,1.512e-7
482.26,6.114e+2,6.114e+2,2.945e-12,1.441e-7
482.29,4.796e+2,4.796e+2,2.922e-12,1.306e-7
482.31,4.010e+2,4.010e+2,2.907e-12,1.203e-7
482.34,2.987e+2,2.987e+2,2.884e-12,1.035e-7
482.36,2.413e+2,2.413e+2,2.868e-12,9.211e-8
482.39,1.707e+2,1.707e+2,2.846e-12,7.532e-8
482.41,1.332e+2,1.332e+2,2.830e-12,6.474e-8
482.44,8.953e+1,8.953e+1,2.808e-12,5.027e-8
482.46,6.751e+1,6.751e+1,2.792e-12,4.175e-8
482.49,4.307e+1,4.307e+1,2.769e-12,3.079e-8
482.51,3.138e+1,3.138e+1,2.754e-12,2.470e-8
482.54,1.902e+1,1.902e+1,2.731e-12,1.730e-8
482.56,1.338e+1,1.338e+1,2.716e-12,1.341e-8
482.59,7.702e+0,7.702e+0,2.693e-12,8.921e-9
482.61,5.238e+0,5.238e+0,2.678e-12,6.681e-9
482.63,3.513e+0,3.513e+0,2.663e-12,4.936e-9
482.66,1.881e+0,1.881e+0,2.640e-12,3.054e-9
482.68,1.219e+0,1.219e+0,2.625e-12,2.180e-9
482.71,6.196e-1,6.196e-1,2.602e-12,1.281e-9
482.73,3.879e-1,3.879e-1,2.587e-12,8.834e-10
482.76,1.873e-1,1.873e-1,2.564e-12,4.930e-10
482.78,1.133e-1,1.133e-1,2.549e-12,3.285e-10
482.81,5.194e-2,5.194e-2,2.526e-12,1.741e-10
482.83,3.036e-2,3.036e-2,2.511e-12,1.121e-10
482.86,1.322e-2,1.322e-2,2.488e-12,5.642e-11
482.88,7.464e-3,7.464e-3,2.472e-12,3.509e-11
482.91,3.087e-3,3.087e-3,2.450e-12,1.678e-11
482.93,1.684e-3,1.684e-3,2.434e-12,1.008e-11
482.96,6.620e-4,6.620e-4,2.412e-12,4.577e-12
482.98,3.503e-4,3.503e-4,2.396e-12,2.657e-12
483,1.850e-4,1.850e-4,2.381e-12,1.522e-12
483.03,7.749e-5,7.749e-5,2.358e-12,6.427e-13
483.05,5.639e-5,5.639e-5,2.343e-12,3.556e-13
483.08,7.767e-5,7.767e-5,2.320e-12,1.426e-13
483.1,1.365e-4,1.365e-4,2.305e-12,7.625e-14
483.13,3.571e-4,3.571e-4,2.282e-12,2.905e-14
483.15,6.805e-4,6.805e-4,2.267e-12,1.500e-14
483.18,1.753e-3,1.753e-3,2.244e-12,5.427e-15
483.2,3.240e-3,3.240e-3,2.229e-12,2.708e-15
483.23,7.939e-3,7.939e-3,2.206e-12,9.305e-16
483.25,1.418e-2,1.418e-2,2.191e-12,4.486e-16
483.28,3.302e-2,3.302e-2,2.168e-12,1.464e-16
483.3,5.701e-2,5.701e-2,2.153e-12,6.819e-17
483.33,1.261e-1,1.261e-1,2.130e-12,2.113e-17
483.35,2.104e-1,2.104e-1,2.114e-12,9.511e-18
483.37,3.464e-1,3.464e-1,2.099e-12,4.222e-18
483.4,7.130e-1,7.130e-1,2.076e-12,1.217e-18
483.42,1.134e+0,1.134e+0,2.061e-12,5.220e-19
483.45,2.219e+0,2.219e+0,2.038e-12,1.429e-19
483.47,3.411e+0,3.411e+0,2.023e-12,5.923e-20
483.5,6.338e+0,6.338e+0,2.000e-12,1.540e-20
483.52,9.418e+0,9.418e+0,1.985e-12,6.166e-21
483.55,1.663e+1,1.663e+1,1.962e-12,1.522e-21
483.57,2.388e+1,2.388e+1,1.947e-12,5.889e-22
483.6,4.005e+1,4.005e+1,1.924e-12,1.381e-22
483.62,5.558e+1,5.558e+1,1.909e-12,5.162e-23
483.65,8.857e+1,8.857e+1,1.886e-12,5.823e-23
483.67,1.188e+2,1.188e+2,1.871e-12,6.263e-23
483.7,1.799e+2,1.799e+2,1.848e-12,6.924e-23
483.72,2.331e+2,2.331e+2,1.833e-12,7.364e-23
483.75,3.354e+2,3.354e+2,1.810e-12,8.025e-23
483.77,4.201e+2,4.201e+2,1.795e-12,8.466e-23
483.79,5.191e+2,5.191e+2,1.779e-12,8.906e-23
483.82,6.951e+2,6.951e+2,1.756e-12,9.567e-23
483.84,8.301e+2,8.301e+2,1.741e-12,1.001e-22
483.87,1.056e+3,1.056e+3,1.718e-12,1.067e-22
483.89,1.219e+3,1.219e+3,1.703e-12,1.111e-22
483.92,1.473e+3,1.473e+3,1.680e-12,1.177e-22
483.94,1.643e+3,1.643e+3,1.665e-12,1.221e-22
483.97,1.887e+3,1.887e+3,1.642e-12,1.287e-22
483.99,2.034e+3,2.034e+3,1.627e-12,1.331e-22
484.02,2.219e+3,2.219e+3,1.604e-12,1.397e-22
484.04,2.312e+3,2.312e+3,1.589e-12,1.441e-22
