Wavelength (nm),Sum(calc),Ti I (5.4e-2),Ti II (9.4e-1),Ti III (1.9e-3)
461.34,4.091e+2,4.091e+2,1.888e-11,1.259e-21
461.36,5.441e+2,5.441e+2,1.886e-11,1.257e-21
461.39,8.114e+2,8.114e+2,1.884e-11,1.253e-21
461.41,1.039e+3,1.039e+3,1.882e-11,1.250e-21
461.44,1.465e+3,1.465e+3,1.880e-11,1.246e-21
461.46,1.808e+3,1.808e+3,1.879e-11,1.244e-21
461.49,2.409e+3,2.409e+3,1.876e-11,1.240e-21
461.51,2.863e+3,2.863e+3,1.875e-11,1.237e-21
461.53,3.352e+3,3.352e+3,1.873e-11,1.235e-21
461.56,4.128e+3,4.128e+3,1.871e-11,1.231e-21
461.58,4.654e+3,4.654e+3,1.870e-11,1.228e-21
461.61,5.418e+3,5.418e+3,1.867e-11,1.225e-21
461.63,5.885e+3,5.885e+3,1.866e-11,1.222e-21
461.66,6.476e+3,6.476e+3,1.863e-11,1.218e-21
461.68,6.776e+3,6.776e+3,1.862e-11,1.216e-21
461.71,7.050e+3,7.050e+3,1.860e-11,1.212e-21
461.73,7.106e+3,7.106e+3,1.858e-11,1.209e-21
461.76,6.993e+3,6.993e+3,1.856e-11,1.205e-21
461.78,6.793e+3,6.793e+3,1.854e-11,1.203e-21
461.81,6.330e+3,6.330e+3,1.852e-11,1.199e-21
461.83,5.935e+3,5.935e+3,1.851e-11,1.196e-21
461.86,5.255e+3,5.255e+3,1.848e-11,1.193e-21
461.88,4.773e+3,4.773e+3,1.847e-11,1.190e-21
461.9,4.290e+3,4.290e+3,1.845e-11,1.187e-21
461.93,3.605e+3,3.605e+3,1.843e-11,1.184e-21
461.95,3.197e+3,3.197e+3,1.841e-11,1.181e-21
461.98,2.689e+3,2.689e+3,1.839e-11,1.177e-21
462,2.433e+3,2.433e+3,1.838e-11,1.175e-21
462.03,2.182e+3,2.182e+3,1.835e-11,1.171e-21
462.05,2.105e+3,2.105e+3,1.834e-11,1.168e-21
462.08,2.116e+3,2.116e+3,1.831e-11,1.164e-21
462.1,2.198e+3,2.198e+3,1.830e-11,1.162e-21
462.13,2.412e+3,2.412e+3,1.828e-11,1.158e-21
462.15,2.598e+3,2.598e+3,1.826e-11,1.155e-21
462.18,2.911e+3,2.911e+3,1.824e-11,1.152e-21
462.2,3.123e+3,3.123e+3,1.822e-11,1.149e-21
462.23,3.415e+3,3.415e+3,1.820e-11,1.145e-21
462.25,3.574e+3,3.574e+3,1.819e-11,1.143e-21
462.27,3.694e+3,3.694e+3,1.817e-11,1.140e-21
462.3,3.785e+3,3.785e+3,1.815e-11,1.136e-21
462.32,3.779e+3,3.779e+3,1.813e-11,1.134e-21
462.35,3.670e+3,3.670e+3,1.811e-11,1.130e-21
462.37,3.533e+3,3.533e+3,1.809e-11,1.127e-21
462.4,3.246e+3,3.246e+3,1.807e-11,1.124e-21
462.42,3.012e+3,3.012e+3,1.806e-11,1.121e-21
462.45,2.617e+3,2.617e+3,1.803e-11,1.117e-21
462.47,2.339e+3,2.339e+3,1.802e-11,1.115e-21
462.5,1.921e+3,1.921e+3,1.799e-11,1.111e-21
462.52,1.654e+3,1.654e+3,1.798e-11,1.108e-21
462.55,1.285e+3,1.285e+3,1.796e-11,1.104e-21
462.57,1.066e+3,1.066e+3,1.794e-11,1.102e-21
462.6,7.824e+2,7.824e+2,1.792e-11,1.098e-21
462.62,6.250e+2,6.250e+2,1.790e-11,1.095e-21
462.65,4.339e+2,4.339e+2,1.788e-11,1.092e-21
462.67,3.339e+2,3.339e+2,1.787e-11,1.089e-21
462.69,2.531e+2,2.531e+2,1.785e-11,1.086e-21
462.72,1.624e+2,1.624e+2,1.783e-11,1.083e-21
462.74,1.186e+2,1.186e+2,1.781e-11,1.080e-21
462.77,7.197e+1,7.197e+1,1.779e-11,1.076e-21
462.79,5.062e+1,5.062e+1,1.777e-11,1.074e-21
462.82,2.904e+1,2.904e+1,1.775e-11,1.070e-21
462.84,1.967e+1,1.967e+1,1.774e-11,1.067e-21
462.87,1.067e+1,1.067e+1,1.771e-11,1.063e-21
462.89,6.963e+0,6.963e+0,1.770e-11,1.061e-21
462.92,3.570e+0,3.570e+0,1.767e-11,1.057e-21
462.94,2.244e+0,2.244e+0,1.766e-11,1.054e-21
462.97,1.088e+0,1.088e+0,1.764e-11,1.051e-21
462.99,6.587e-1,6.587e-1,1.762e-11,1.048e-21
463.02,3.019e-1,3.019e-1,1.760e-11,1.044e-21
463.04,1.762e-1,1.762e-1,1.758e-11,1.042e-21
463.06,1.014e-1,1.014e-1,1.757e-11,1.039e-21
463.09,4.342e-2,4.342e-2,1.755e-11,1.035e-21
463.11,2.482e-2,2.482e-2,1.753e-11,1.033e-21
463.14,1.238e-2,1.238e-2,1.751e-11,1.029e-21
463.16,1.045e-2,1.045e-2,1.749e-11,1.026e-21
463.19,1.528e-2,1.528e-2,1.747e-11,1.023e-21
463.21,2.505e-2,2.505e-2,1.745e-11,1.020e-21
463.24,5.690e-2,5.690e-2,1.743e-11,1.016e-21
463.26,9.829e-2,9.829e-2,1.742e-11,1.014e-21
463.29,2.181e-1,2.181e-1,1.739e-11,1.010e-21
463.31,3.647e-1,3.647e-1,1.738e-11,1.007e-21
463.34,7.667e-1,7.667e-1,1.735e-11,1.003e-21
463.36,1.235e+0,1.235e+0,1.734e-11,1.001e-21
463.39,2.457e+0,2.457e+0,1.732e-11,9.969e-22
463.41,3.814e+0,3.814e+0,1.730e-11,9.944e-22
463.43,5.835e+0,5.835e+0,1.729e-11,9.918e-22
463.46,1.074e+1,1.074e+1,1.726e-11,9.880e-22
463.48,1.583e+1,1.583e+1,1.725e-11,9.854e-22
463.51,2.755e+1,2.755e+1,1.723e-11,9.816e-22
463.53,3.914e+1,3.914e+1,1.721e-11,9.790e-22
463.56,6.446e+1,6.446e+1,1.719e-11,9.752e-22
463.58,8.824e+1,8.824e+1,1.717e-11,2.708e-21
463.61,1.375e+2,1.375e+2,1.715e-11,1.219e-20
463.63,1.814e+2,1.814e+2,1.713e-11,3.262e-20
463.66,2.673e+2,2.673e+2,1.711e-11,1.389e-19
463.68,3.399e+2,3.399e+2,1.710e-11,3.582e-19
463.71,4.739e+2,4.739e+2,1.707e-11,1.443e-18
463.73,5.806e+2,5.806e+2,1.706e-11,3.586e-18
463.76,7.660e+2,7.660e+2,1.704e-11,1.367e-17
463.78,9.045e+2,9.045e+2,1.702e-11,3.273e-17
463.81,1.129e+3,1.129e+3,1.700e-11,1.180e-16
463.83,1.285e+3,1.285e+3,1.698e-11,2.723e-16
463.85,1.441e+3,1.441e+3,1.697e-11,6.193e-16
463.88,1.665e+3,1.665e+3,1.694e-11,2.065e-15
463.9,1.799e+3,1.799e+3,1.693e-11,4.526e-15
463.93,1.967e+3,1.967e+3,1.691e-11,1.428e-14
463.95,2.049e+3,2.049e+3,1.689e-11,3.016e-14
463.98,2.121e+3,2.121e+3,1.687e-11,9.002e-14
464,2.131e+3,2.131e+3,1.685e-11,1.832e-13
464.03,2.090e+3,2.090e+3,1.683e-11,5.173e-13
464.05,2.027e+3,2.027e+3,1.681e-11,1.015e-12
464.08,1.887e+3,1.887e+3,1.679e-11,2.710e-12
464.1,1.770e+3,1.770e+3,1.678e-11,5.122e-12
464.13,1.572e+3,1.572e+3,1.675e-11,1.294e-11
464.15,1.434e+3,1.434e+3,1.674e-11,2.357e-11
464.18,1.232e+3,1.232e+3,1.672e-11,5.635e-11
464.2,1.107e+3,1.107e+3,1.670e-11,9.890e-11
464.22,9.950e+2,9.950e+2,1.668e-11,1.710e-10
464.25,8.574e+2,8.574e+2,1.666e-11,3.783e-10
464.27,7.884e+2,7.884e+2,1.665e-11,6.304e-10
464.3,7.200e+2,7.200e+2,1.662e-11,1.319e-9
464.32,6.967e+2,6.967e+2,1.661e-11,2.118e-9
464.35,6.903e+2,6.903e+2,1.659e-11,4.193e-9
464.37,7.013e+2,7.013e+2,1.657e-11,6.489e-9
464.4,7.330e+2,7.330e+2,1.655e-11,1.215e-8
464.42,7.593e+2,7.593e+2,1.653e-11,1.813e-8
464.45,7.983e+2,7.983e+2,1.651e-11,3.211e-8
464.47,8.199e+2,8.199e+2,1.649e-11,4.616e-8
464.5,8.400e+2,8.400e+2,1.647e-11,7.737e-8
464.52,8.430e+2,8.430e+2,1.646e-11,1.072e-7
464.55,8.304e+2,8.304e+2,1.643e-11,1.700e-7
464.57,8.111e+2,8.111e+2,1.642e-11,2.271e-7
464.59,7.842e+2,7.842e+2,1.640e-11,2.988e-7
464.62,7.334e+2,7.334e+2,1.638e-11,4.389e-7
464.64,6.956e+2,6.956e+2,1.636e-11,5.569e-7
464.67,6.391e+2,6.391e+2,1.634e-11,7.749e-7
464.69,6.050e+2,6.050e+2,1.633e-11,9.487e-7
464.72,5.643e+2,5.643e+2,1.630e-11,1.252e-6
464.74,5.464e+2,5.464e+2,1.629e-11,1.480e-6
464.77,5.360e+2,5.360e+2,1.627e-11,1.855e-6
464.79,5.402e+2,5.402e+2,1.625e-11,2.122e-6
464.82,5.619e+2,5.619e+2,1.623e-11,2.537e-6
464.84,5.848e+2,5.848e+2,1.621e-11,2.816e-6
464.87,6.274e+2,6.274e+2,1.619e-11,3.229e-6
464.89,6.580e+2,6.580e+2,1.617e-11,3.497e-6
464.92,7.015e+2,7.015e+2,1.615e-11,3.883e-6
464.94,7.256e+2,7.256e+2,1.614e-11,4.133e-6
464.96,7.434e+2,7.434e+2,1.612e-11,4.379e-6
464.99,7.551e+2,7.551e+2,1.610e-11,4.753e-6
465.01,7.515e+2,7.515e+2,1.608e-11,5.013e-6
465.04,7.284e+2,7.284e+2,1.606e-11,5.433e-6
465.06,7.018e+2,7.018e+2,1.604e-11,5.739e-6
465.09,6.479e+2,6.479e+2,1.602e-11,6.239e-6
465.11,6.050e+2,6.050e+2,1.601e-11,6.596e-6
465.14,5.354e+2,5.354e+2,1.598e-11,7.151e-6
465.16,4.886e+2,4.886e+2,1.597e-11,7.516e-6
465.19,4.238e+2,4.238e+2,1.595e-11,8.020e-6
465.21,3.873e+2,3.873e+2,1.593e-11,8.304e-6
465.24,3.478e+2,3.478e+2,1.591e-11,8.607e-6
465.26,3.343e+2,3.343e+2,1.589e-11,8.707e-6
465.29,3.369e+2,3.369e+2,1.587e-11,8.676e-6
465.31,3.553e+2,3.553e+2,1.585e-11,8.527e-6
465.34,4.097e+2,4.097e+2,1.583e-11,8.113e-6
465.36,4.640e+2,4.640e+2,1.582e-11,7.719e-6
465.38,5.321e+2,5.321e+2,1.580e-11,7.245e-6
465.41,6.578e+2,6.578e+2,1.578e-11,6.419e-6
465.43,7.548e+2,7.548e+2,1.576e-11,5.818e-6
465.46,9.141e+2,9.141e+2,1.574e-11,4.887e-6
465.48,1.025e+3,1.025e+3,1.573e-11,4.273e-6
465.51,1.189e+3,1.189e+3,1.570e-11,3.400e-6
465.53,1.291e+3,1.291e+3,1.569e-11,2.867e-6
465.56,1.423e+3,1.423e+3,1.566e-11,2.159e-6
465.58,1.493e+3,1.493e+3,1.565e-11,1.755e-6
465.61,1.561e+3,1.561e+3,1.563e-11,1.251e-6
465.63,1.579e+3,1.579e+3,1.561e-11,9.801e-7
465.66,1.564e+3,1.564e+3,1.559e-11,6.611e-7
465.68,1.527e+3,1.527e+3,1.557e-11,4.992e-7
465.71,1.432e+3,1.432e+3,1.555e-11,3.186e-7
465.73,1.348e+3,1.348e+3,1.553e-11,2.318e-7
465.75,1.251e+3,1.251e+3,1.552e-11,1.662e-7
465.78,1.087e+3,1.087e+3,1.550e-11,9.817e-8
465.8,9.728e+2,9.728e+2,1.548e-11,6.784e-8
465.83,8.010e+2,8.010e+2,1.546e-11,3.791e-8
465.85,6.910e+2,6.910e+2,1.544e-11,2.525e-8
465.88,5.388e+2,5.388e+2,1.542e-11,1.335e-8
465.9,4.482e+2,4.482e+2,1.541e-11,8.566e-9
465.93,3.309e+2,3.309e+2,1.538e-11,4.284e-9
465.95,2.654e+2,2.654e+2,1.537e-11,2.650e-9
465.98,1.856e+2,1.856e+2,1.534e-11,1.254e-9
466,1.436e+2,1.436e+2,1.533e-11,7.474e-10
466.03,9.509e+1,9.509e+1,1.531e-11,3.346e-10
466.05,7.100e+1,7.100e+1,1.529e-11,1.922e-10
466.08,4.472e+1,4.472e+1,1.527e-11,8.140e-11
466.1,3.246e+1,3.246e+1,1.525e-11,4.507e-11
466.12,2.349e+1,2.349e+1,1.524e-11,2.459e-11
466.15,1.485e+1,1.485e+1,1.521e-11,9.635e-12
466.17,1.165e+1,1.165e+1,1.520e-11,5.065e-12
466.2,9.974e+0,9.974e+0,1.518e-11,1.878e-12
466.22,1.080e+1,1.080e+1,1.516e-11,9.516e-13
466.25,1.516e+1,1.516e+1,1.514e-11,3.341e-13
466.27,2.052e+1,2.052e+1,1.512e-11,1.638e-13
466.3,3.335e+1,3.335e+1,1.510e-11,5.666e-14
466.32,4.599e+1,4.599e+1,1.509e-11,3.093e-14
466.35,7.309e+1,7.309e+1,1.506e-11,2.452e-14
466.37,9.793e+1,9.793e+1,1.505e-11,3.751e-14
466.4,1.479e+2,1.479e+2,1.502e-11,9.785e-14
466.42,1.913e+2,1.913e+2,1.501e-11,1.917e-13
466.45,2.736e+2,2.736e+2,1.499e-11,5.172e-13
466.47,3.410e+2,3.410e+2,1.497e-11,9.853e-13
466.49,4.189e+2,4.189e+2,1.496e-11,1.850e-12
466.52,5.547e+2,5.547e+2,1.493e-11,4.630e-12
466.54,6.568e+2,6.568e+2,1.492e-11,8.382e-12
466.57,8.232e+2,8.232e+2,1.489e-11,1.986e-11
466.59,9.395e+2,9.395e+2,1.488e-11,3.465e-11
466.62,1.114e+3,1.114e+3,1.486e-11,7.772e-11
466.64,1.226e+3,1.226e+3,1.484e-11,1.307e-10
466.67,1.376e+3,1.376e+3,1.482e-11,2.775e-10
466.69,1.460e+3,1.460e+3,1.480e-11,4.501e-10
466.72,1.551e+3,1.551e+3,1.478e-11,9.044e-10
466.74,1.585e+3,1.585e+3,1.477e-11,1.414e-9
466.77,1.594e+3,1.594e+3,1.474e-11,2.689e-9
466.79,1.571e+3,1.571e+3,1.473e-11,4.053e-9
466.82,1.495e+3,1.495e+3,1.470e-11,7.296e-9
466.84,1.420e+3,1.420e+3,1.469e-11,1.060e-8
466.87,1.279e+3,1.279e+3,1.467e-11,1.806e-8
466.89,1.171e+3,1.171e+3,1.465e-11,2.530e-8
466.91,1.057e+3,1.057e+3,1.464e-11,3.492e-8
466.94,8.817e+2,8.817e+2,1.461e-11,5.510e-8
466.96,7.674e+2,7.674e+2,1.460e-11,7.333e-8
466.99,6.066e+2,6.066e+2,1.457e-11,1.095e-7
467.01,5.098e+2,5.098e+2,1.456e-11,1.405e-7
467.04,3.834e+2,3.834e+2,1.454e-11,1.986e-7
467.06,3.127e+2,3.127e+2,1.452e-11,2.456e-7
467.09,2.271e+2,2.271e+2,1.450e-11,3.286e-7
467.11,1.831e+2,1.831e+2,1.448e-11,3.918e-7
467.14,1.349e+2,1.349e+2,1.446e-11,4.962e-7
467.16,1.136e+2,1.136e+2,1.445e-11,5.703e-7
467.19,9.539e+1,9.539e+1,1.442e-11,6.837e-7
467.21,9.125e+1,9.125e+1,1.441e-11,7.575e-7
467.24,9.498e+1,9.498e+1,1.438e-11,8.595e-7
467.26,1.030e+2,1.030e+2,1.437e-11,9.181e-7
467.28,1.146e+2,1.146e+2,1.435e-11,9.664e-7
467.31,1.372e+2,1.372e+2,1.433e-11,1.015e-6
467.33,1.547e+2,1.547e+2,1.432e-11,1.030e-6
467.36,1.826e+2,1.826e+2,1.429e-11,1.025e-6
467.38,2.013e+2,2.013e+2,1.428e-11,1.002e-6
467.41,2.276e+2,2.276e+2,1.426e-11,9.437e-7
467.43,2.428e+2,2.428e+2,1.424e-11,8.900e-7
467.46,2.605e+2,2.605e+2,1.422e-11,7.930e-7
467.48,2.683e+2,2.683e+2,1.420e-11,7.210e-7
467.51,2.729e+2,2.729e+2,1.418e-11,6.080e-7
467.53,2.712e+2,2.712e+2,1.416e-11,5.329e-7
467.56,2.617e+2,2.617e+2,1.414e-11,4.254e-7
467.58,2.514e+2,2.514e+2,1.413e-11,3.595e-7
467.61,2.313e+2,2.313e+2,1.410e-11,2.716e-7
467.63,2.160e+2,2.160e+2,1.409e-11,2.213e-7
467.65,2.003e+2,2.003e+2,1.407e-11,1.776e-7
467.68,1.784e+2,1.784e+2,1.405e-11,1.243e-7
467.7,1.664e+2,1.664e+2,1.403e-11,9.616e-8
467.73,1.556e+2,1.556e+2,1.401e-11,6.368e-8
467.75,1.550e+2,1.550e+2,1.400e-11,4.751e-8
467.78,1.674e+2,1.674e+2,1.397e-11,2.978e-8
467.8,1.866e+2,1.866e+2,1.396e-11,2.142e-8
467.83,2.350e+2,2.350e+2,1.394e-11,1.271e-8
467.85,2.822e+2,2.822e+2,1.392e-11,8.811e-9
467.88,3.782e+2,3.782e+2,1.390e-11,4.948e-9
467.9,4.599e+2,4.599e+2,1.388e-11,3.307e-9
467.93,6.096e+2,6.096e+2,1.386e-11,1.758e-9
467.95,7.265e+2,7.265e+2,1.384e-11,1.133e-9
467.98,9.242e+2,9.242e+2,1.382e-11,5.700e-10
468,1.067e+3,1.067e+3,1.381e-11,3.541e-10
468.03,1.291e+3,1.291e+3,1.378e-11,1.686e-10
468.05,1.439e+3,1.439e+3,1.377e-11,1.010e-10
468.07,1.582e+3,1.582e+3,1.375e-11,5.959e-11
468.1,1.774e+3,1.774e+3,1.373e-11,2.628e-11
468.12,1.880e+3,1.880e+3,1.371e-11,1.495e-11
468.15,1.997e+3,1.997e+3,1.369e-11,6.241e-12
468.17,2.041e+3,2.041e+3,1.368e-11,3.423e-12
468.2,2.052e+3,2.052e+3,1.365e-11,1.352e-12
468.22,2.022e+3,2.022e+3,1.364e-11,7.150e-13
468.25,1.925e+3,1.925e+3,1.362e-11,2.674e-13
468.27,1.829e+3,1.829e+3,1.360e-11,1.363e-13
468.3,1.649e+3,1.649e+3,1.358e-11,4.825e-14
468.32,1.510e+3,1.510e+3,1.356e-11,2.371e-14
468.35,1.289e+3,1.289e+3,1.354e-11,7.944e-15
468.37,1.138e+3,1.138e+3,1.352e-11,3.763e-15
468.4,9.194e+2,9.194e+2,1.350e-11,1.194e-15
468.42,7.830e+2,7.830e+2,1.349e-11,5.450e-16
468.44,6.572e+2,6.572e+2,1.347e-11,2.453e-16
468.47,4.917e+2,4.917e+2,1.345e-11,7.203e-17
468.49,3.979e+2,3.979e+2,1.343e-11,3.125e-17
468.52,2.818e+2,2.818e+2,1.341e-11,8.686e-18
468.54,2.199e+2,2.199e+2,1.339e-11,3.633e-18
468.57,1.474e+2,1.474e+2,1.337e-11,9.559e-19
468.59,1.109e+2,1.109e+2,1.336e-11,3.854e-19
468.62,7.041e+1,7.041e+1,1.333e-11,9.598e-20
468.64,5.107e+1,5.107e+1,1.332e-11,3.731e-20
468.67,3.070e+1,3.070e+1,1.330e-11,8.794e-21
468.69,2.147e+1,2.147e+1,1.328e-11,3.295e-21
468.72,1.221e+1,1.221e+1,1.326e-11,7.353e-22
468.74,8.235e+0,8.235e+0,1.324e-11,2.656e-22
468.77,4.436e+0,4.436e+0,1.322e-11,2.648e-22
468.79,2.884e+0,2.884e+0,1.320e-11,2.643e-22
468.81,1.848e+0,1.848e+0,1.319e-11,2.638e-22
468.84,9.219e-1,9.219e-1,1.317e-11,2.631e-22
468.86,5.695e-1,5.695e-1,1.315e-11,2.626e-22
468.89,2.690e-1,2.690e-1,1.313e-11,2.618e-22
468.91,1.602e-1,1.602e-1,1.311e-11,2.613e-22
468.94,7.164e-2,7.164e-2,1.309e-11,2.606e-22
468.96,4.114e-2,4.114e-2,1.307e-11,2.601e-22
468.99,1.742e-2,1.742e-2,1.305e-11,2.593e-22
469.01,9.643e-3,9.643e-3,1.304e-11,2.588e-22
469.04,3.865e-3,3.865e-3,1.301e-11,2.581e-22
469.06,2.063e-3,2.063e-3,1.300e-11,2.575e-22
469.09,7.830e-4,7.830e-4,1.298e-11,2.568e-22
469.11,4.030e-4,4.030e-4,1.296e-11,2.563e-22
469.14,1.448e-4,1.448e-4,1.294e-11,2.555e-22
469.16,7.184e-5,7.184e-5,1.292e-11,2.550e-22
469.18,3.513e-5,3.513e-5,1.291e-11,2.545e-22
469.21,1.169e-5,1.169e-5,1.288e-11,2.538e-22
469.23,5.512e-6,5.512e-6,1.287e-11,2.533e-22
469.26,1.736e-6,1.736e-6,1.285e-11,2.525e-22
469.28,7.894e-7,7.894e-7,1.283e-11,2.520e-22
469.31,2.354e-7,2.354e-7,1.281e-11,2.513e-22
469.33,1.032e-7,1.032e-7,1.279e-11,2.508e-22
469.36,2.914e-8,2.914e-8,1.277e-11,2.500e-22
469.38,1.231e-8,1.231e-8,1.275e-11,2.495e-22
469.41,3.292e-9,3.292e-9,1.273e-11,2.487e-22
469.43,1.341e-9,1.341e-9,1.272e-11,2.482e-22
469.46,3.395e-10,3.395e-10,1.269e-11,2.475e-22
469.48,1.334e-10,1.334e-10,1.268e-11,2.470e-22
469.51,3.195e-11,3.195e-11,1.266e-11,2.462e-22
469.53,1.210e-11,1.210e-11,1.264e-11,2.457e-22
469.56,2.745e-12,2.745e-12,1.262e-11,2.450e-22
469.58,1.003e-12,1.003e-12,1.260e-11,2.445e-22
469.6,3.609e-13,3.609e-13,1.259e-11,2.440e-22
470.84,6.059e-14,6.059e-14,1.164e-11,2.128e-22
470.86,1.666e-13,1.666e-13,1.163e-11,2.123e-22
470.89,7.395e-13,7.395e-13,1.160e-11,2.115e-22
470.91,1.962e-12,1.962e-12,1.159e-11,2.110e-22
470.94,8.252e-12,8.252e-12,1.157e-11,2.103e-22
470.96,2.112e-11,2.112e-11,1.155e-11,2.098e-22
470.99,8.419e-11,8.419e-11,1.153e-11,2.090e-22
471.01,2.079e-10,2.079e-10,1.151e-11,2.085e-22
471.04,7.852e-10,7.852e-10,1.149e-11,2.077e-22
471.06,1.871e-9,1.871e-9,1.148e-11,2.072e-22
471.09,6.695e-9,6.695e-9,1.145e-11,2.065e-22
471.11,1.539e-8,1.539e-8,1.144e-11,2.060e-22
471.13,3.486e-8,3.486e-8,1.142e-11,2.055e-22
471.16,1.157e-7,1.157e-7,1.140e-11,2.047e-22
471.18,2.530e-7,2.530e-7,1.138e-11,2.042e-22
471.21,7.957e-7,7.957e-7,1.136e-11,2.035e-22
471.23,1.678e-6,1.678e-6,1.135e-11,2.030e-22
471.26,5.002e-6,5.002e-6,1.132e-11,2.022e-22
471.28,1.018e-5,1.018e-5,1.131e-11,2.017e-22
471.31,2.874e-5,2.874e-5,1.128e-11,2.009e-22
471.33,5.642e-5,5.642e-5,1.127e-11,2.004e-22
471.36,1.510e-4,1.510e-4,1.125e-11,1.997e-22
471.38,2.860e-4,2.860e-4,1.123e-11,1.992e-22
471.41,7.254e-4,7.254e-4,1.121e-11,1.984e-22
471.43,1.325e-3,1.325e-3,1.119e-11,1.979e-22
471.46,3.185e-3,3.185e-3,1.117e-11,1.972e-22
471.48,5.614e-3,5.614e-3,1.116e-11,1.967e-22
471.5,9.754e-3,9.754e-3,1.114e-11,1.962e-22
471.53,2.174e-2,2.174e-2,1.112e-11,1.954e-22
471.55,3.645e-2,3.645e-2,1.110e-11,1.949e-22
471.58,7.700e-2,7.700e-2,1.108e-11,1.942e-22
471.6,1.245e-1,1.245e-1,1.106e-11,1.937e-22
471.63,2.493e-1,2.493e-1,1.104e-11,1.929e-22
471.65,3.889e-1,3.889e-1,1.103e-11,1.924e-22
471.68,7.377e-1,7.377e-1,1.100e-11,1.916e-22
471.7,1.110e+0,1.110e+0,1.099e-11,1.911e-22
471.73,1.996e+0,1.996e+0,1.096e-11,1.904e-22
471.75,2.899e+0,2.899e+0,1.095e-11,1.899e-22
471.78,4.938e+0,4.938e+0,1.093e-11,1.891e-22
471.8,6.918e+0,6.918e+0,1.091e-11,1.886e-22
471.83,1.117e+1,1.117e+1,1.089e-11,1.879e-22
471.85,1.509e+1,1.509e+1,1.087e-11,1.874e-22
471.87,2.011e+1,2.011e+1,1.086e-11,1.869e-22
471.9,3.011e+1,3.011e+1,1.084e-11,1.861e-22
471.92,3.870e+1,3.870e+1,1.082e-11,1.856e-22
471.95,5.490e+1,5.490e+1,1.080e-11,1.848e-22
471.97,6.809e+1,6.809e+1,1.078e-11,1.843e-22
472,9.153e+1,9.153e+1,1.076e-11,1.836e-22
472.02,1.095e+2,1.095e+2,1.074e-11,1.831e-22
472.05,1.395e+2,1.395e+2,1.072e-11,1.823e-22
472.07,1.610e+2,1.610e+2,1.071e-11,1.818e-22
472.1,1.944e+2,1.944e+2,1.068e-11,1.811e-22
472.12,2.165e+2,2.165e+2,1.067e-11,1.806e-22
472.15,2.477e+2,2.477e+2,1.064e-11,1.798e-22
472.17,2.661e+2,2.661e+2,1.063e-11,1.793e-22
472.2,2.884e+2,2.884e+2,1.061e-11,1.786e-22
472.22,2.990e+2,2.990e+2,1.059e-11,1.781e-22
472.25,3.071e+2,3.071e+2,1.057e-11,1.773e-22
472.27,3.071e+2,3.071e+2,1.055e-11,1.768e-22
472.29,3.028e+2,3.028e+2,1.054e-11,1.763e-22
472.32,2.884e+2,2.884e+2,1.052e-11,1.755e-22
472.34,2.743e+2,2.743e+2,1.050e-11,1.750e-22
472.37,2.477e+2,2.477e+2,1.048e-11,1.743e-22
472.39,2.272e+2,2.272e+2,1.046e-11,1.738e-22
472.42,1.944e+2,1.944e+2,1.044e-11,1.730e-22
472.44,1.721e+2,1.721e+2,1.042e-11,1.725e-22
472.47,1.395e+2,1.395e+2,1.040e-11,1.718e-22
472.49,1.191e+2,1.191e+2,1.039e-11,1.713e-22
472.52,9.153e+1,9.153e+1,1.036e-11,1.705e-22
472.54,7.541e+1,7.541e+1,1.035e-11,1.700e-22
472.57,5.490e+1,5.490e+1,1.032e-11,1.693e-22
472.59,4.364e+1,4.364e+1,1.031e-11,1.688e-22
472.62,3.011e+1,3.011e+1,1.029e-11,1.680e-22
472.64,2.309e+1,2.309e+1,1.027e-11,1.675e-22
472.66,1.745e+1,1.745e+1,1.026e-11,1.670e-22
472.69,1.117e+1,1.117e+1,1.023e-11,1.662e-22
472.71,8.144e+0,8.144e+0,1.022e-11,1.657e-22
472.74,4.938e+0,4.938e+0,1.020e-11,1.650e-22
472.76,3.474e+0,3.474e+0,1.018e-11,1.645e-22
472.79,1.996e+0,1.996e+0,1.016e-11,1.637e-22
472.81,1.355e+0,1.355e+0,1.014e-11,1.632e-22
472.84,7.377e-1,7.377e-1,1.012e-11,1.625e-22
472.86,4.831e-1,4.831e-1,1.010e-11,1.620e-22
472.89,2.493e-1,2.493e-1,1.008e-11,1.612e-22
472.91,1.575e-1,1.575e-1,1.007e-11,1.607e-22
472.94,7.700e-2,7.700e-2,1.004e-11,1.599e-22
472.96,4.694e-2,4.694e-2,1.003e-11,1.594e-22
472.99,2.174e-2,2.174e-2,1.001e-11,1.587e-22
473.01,1.279e-2,1.279e-2,9.990e-12,1.582e-22
473.03,7.413e-3,7.413e-3,9.975e-12,1.577e-22
473.06,3.185e-3,3.185e-3,9.952e-12,1.569e-22
473.08,1.782e-3,1.782e-3,9.937e-12,1.564e-22
473.11,7.255e-4,7.255e-4,9.914e-12,1.557e-22
473.13,3.917e-4,3.917e-4,9.898e-12,1.552e-22
473.16,1.520e-4,1.520e-4,9.876e-12,1.544e-22
473.18,8.075e-5,8.075e-5,9.860e-12,1.539e-22
473.21,3.538e-5,3.538e-5,9.838e-12,1.532e-22
473.23,2.834e-5,2.834e-5,9.822e-12,1.527e-22
473.26,4.605e-5,4.605e-5,9.799e-12,1.519e-22
473.28,8.543e-5,8.543e-5,9.784e-12,1.514e-22
