Wavelength (nm),Sum(calc),Mn I (1.1e-1),Mn II (8.9e-1)
714.99,5.785e-1,,5.785e-1
715.02,4.149e-1,,4.149e-1
715.04,3.300e-1,,3.300e-1
715.07,2.314e-1,,2.314e-1
715.09,1.813e-1,,1.813e-1
715.11,1.412e-1,,1.412e-1
715.14,9.592e-2,,9.592e-2
715.16,7.358e-2,,7.358e-2
715.19,4.887e-2,,4.887e-2
715.21,3.692e-2,,3.692e-2
715.24,2.397e-2,,2.397e-2
715.26,1.784e-2,,1.784e-2
715.29,1.132e-2,,1.132e-2
715.31,8.296e-3,,8.296e-3
715.34,5.145e-3,,5.145e-3
715.36,3.714e-3,,3.714e-3
715.39,2.251e-3,,2.251e-3
715.41,1.600e-3,,1.600e-3
715.44,9.482e-4,,9.482e-4
715.46,6.638e-4,,6.638e-4
715.48,4.619e-4,,4.619e-4
715.51,2.650e-4,,2.650e-4
715.53,1.816e-4,,1.816e-4
715.56,1.018e-4,,1.018e-4
715.58,6.869e-5,,6.869e-5
715.61,3.765e-5,,3.765e-5
715.63,2.504e-5,,2.504e-5
715.66,1.347e-5,,1.347e-5
715.68,8.893e-6,,8.893e-6
715.71,4.859e-6,,4.859e-6
715.73,3.397e-6,,3.397e-6
715.76,2.403e-6,,2.403e-6
715.78,2.371e-6,,2.371e-6
715.81,3.254e-6,,3.254e-6
715.83,4.617e-6,,4.617e-6
715.85,6.863e-6,,6.863e-6
715.88,1.278e-5,,1.278e-5
715.9,1.938e-5,,1.938e-5
715.93,3.592e-5,,3.592e-5
715.95,5.382e-5,,5.382e-5
715.98,9.765e-5,,9.765e-5
716,1.441e-4,,1.441e-4
716.03,2.556e-4,,2.556e-4
716.05,3.715e-4,,3.715e-4
716.08,6.437e-4,,6.437e-4
716.1,9.214e-4,,9.214e-4
716.13,1.560e-3,,1.560e-3
716.15,2.199e-3,,2.199e-3
716.18,3.638e-3,,3.638e-3
716.2,5.050e-3,,5.050e-3
716.23,8.164e-3,,8.164e-3
716.25,1.116e-2,,1.116e-2
716.27,1.516e-2,,1.516e-2
716.3,2.374e-2,,2.374e-2
716.32,3.177e-2,,3.177e-2
716.35,4.861e-2,,4.861e-2
716.37,6.407e-2,,6.407e-2
716.4,9.584e-2,,9.584e-2
716.42,1.244e-1,,1.244e-1
716.45,1.819e-1,,1.819e-1
716.47,2.326e-1,,2.326e-1
716.5,3.325e-1,,3.325e-1
716.52,4.188e-1,,4.188e-1
716.55,5.854e-1,,5.854e-1
716.57,7.265e-1,,7.265e-1
716.6,9.930e-1,,9.930e-1
716.62,1.214e+0,,1.214e+0
716.64,1.476e+0,,1.476e+0
716.67,1.956e+0,,1.956e+0
716.69,2.342e+0,,2.342e+0
716.72,3.037e+0,,3.037e+0
716.74,3.584e+0,,3.584e+0
716.77,4.547e+0,,4.547e+0
716.79,5.291e+0,,5.291e+0
716.82,6.570e+0,,6.570e+0
716.84,7.536e+0,,7.536e+0
716.87,9.161e+0,,9.161e+0
716.89,1.036e+1,,1.036e+1
716.92,1.234e+1,,1.234e+1
716.94,1.376e+1,,1.376e+1
716.97,1.605e+1,,1.605e+1
716.99,1.766e+1,,1.766e+1
717.02,2.018e+1,,2.018e+1
717.04,2.191e+1,,2.191e+1
717.06,2.367e+1,,2.367e+1
717.09,2.631e+1,,2.631e+1
717.11,2.804e+1,,2.804e+1
717.14,3.057e+1,,3.057e+1
717.16,3.218e+1,,3.218e+1
717.19,3.441e+1,,3.441e+1
717.21,3.576e+1,,3.576e+1
717.24,3.754e+1,,3.754e+1
717.26,3.853e+1,,3.853e+1
717.29,3.971e+1,,3.971e+1
717.31,4.027e+1,,4.027e+1
717.34,4.075e+1,,4.075e+1
717.36,4.083e+1,,4.083e+1
717.39,4.059e+1,,4.059e+1
717.41,4.019e+1,,4.019e+1
717.43,3.960e+1,,3.960e+1
717.46,3.840e+1,,3.840e+1
717.48,3.740e+1,,3.740e+1
717.51,3.563e+1,,3.563e+1
717.53,3.429e+1,,3.429e+1
717.56,3.210e+1,,3.210e+1
717.58,3.053e+1,,3.053e+1
717.61,2.808e+1,,2.808e+1
717.63,2.639e+1,,2.639e+1
717.66,2.384e+1,,2.384e+1
717.68,2.214e+1,,2.214e+1
717.71,1.964e+1,,1.964e+1
717.73,1.802e+1,,1.802e+1
717.76,1.570e+1,,1.570e+1
717.78,1.423e+1,,1.423e+1
717.8,1.283e+1,,1.283e+1
717.83,1.089e+1,,1.089e+1
717.85,9.701e+0,,9.701e+0
717.88,8.078e+0,,8.078e+0
717.9,7.104e+0,,7.104e+0
717.93,5.803e+0,,5.803e+0
717.95,5.038e+0,,5.038e+0
717.98,4.035e+0,,4.035e+0
718,3.458e+0,,3.458e+0
718.03,2.715e+0,,2.715e+0
718.05,2.296e+0,,2.296e+0
718.08,1.767e+0,,1.767e+0
718.1,1.474e+0,,1.474e+0
718.13,1.112e+0,,1.112e+0
718.15,9.153e-1,,9.153e-1
718.18,6.764e-1,,6.764e-1
718.2,5.490e-1,,5.490e-1
718.22,4.432e-1,,4.432e-1
718.25,3.181e-1,,3.181e-1
718.27,2.532e-1,,2.532e-1
718.3,1.780e-1,,1.780e-1
718.32,1.397e-1,,1.397e-1
718.35,9.613e-2,,9.613e-2
718.37,7.439e-2,,7.439e-2
718.4,5.011e-2,,5.011e-2
718.42,3.822e-2,,3.822e-2
718.45,2.520e-2,,2.520e-2
718.47,1.895e-2,,1.895e-2
718.5,1.222e-2,,1.222e-2
718.52,9.058e-3,,9.058e-3
718.55,5.717e-3,,5.717e-3
718.57,4.176e-3,,4.176e-3
718.59,3.032e-3,,3.032e-3
718.62,1.856e-3,,1.856e-3
718.64,1.328e-3,,1.328e-3
718.67,7.950e-4,,7.950e-4
718.69,5.605e-4,,5.605e-4
718.72,3.282e-4,,3.282e-4
718.74,2.280e-4,,2.280e-4
718.77,1.306e-4,,1.306e-4
718.79,8.936e-5,,8.936e-5
718.82,5.004e-5,,5.004e-5
718.84,3.374e-5,,3.374e-5
718.87,1.847e-5,,1.847e-5
718.89,1.227e-5,,1.227e-5
718.92,6.568e-6,,6.568e-6
718.94,4.298e-6,,4.298e-6
718.96,2.795e-6,,2.795e-6
718.99,1.450e-6,,1.450e-6
719.01,9.288e-7,,9.288e-7
719.04,4.709e-7,,4.709e-7
719.06,2.971e-7,,2.971e-7
719.09,1.473e-7,,1.473e-7
719.11,9.152e-8,,9.152e-8
719.14,4.434e-8,,4.434e-8
719.16,2.714e-8,,2.714e-8
719.19,1.285e-8,,1.285e-8
719.21,7.747e-9,,7.747e-9
719.24,3.585e-9,,3.585e-9
719.26,2.129e-9,,2.129e-9
719.29,9.627e-10,,9.627e-10
719.31,5.629e-10,,5.629e-10
719.34,2.488e-10,,2.488e-10
719.36,1.433e-10,,1.433e-10
719.38,8.200e-11,,8.200e-11
719.41,3.509e-11,,3.509e-11
719.43,1.978e-11,,1.978e-11
719.46,8.272e-12,,8.272e-12
719.48,4.591e-12,,4.591e-12
719.51,1.877e-12,,1.877e-12
719.53,1.026e-12,,1.026e-12
719.56,4.096e-13,,4.096e-13
719.58,2.204e-13,,2.204e-13
719.61,8.603e-14,,8.603e-14
719.63,4.447e-14,,4.447e-14
719.66,1.699e-14,,1.699e-14
719.68,8.872e-15,,8.872e-15
719.71,3.311e-15,,3.311e-15
719.73,1.703e-15,,1.703e-15
719.75,8.703e-16,,8.703e-16
719.8,2.952e-15,,2.952e-15
719.83,8.071e-15,,8.071e-15
719.85,1.566e-14,,1.566e-14
719.88,4.186e-14,,4.186e-14
719.9,7.999e-14,,7.999e-14
719.93,2.089e-13,,2.089e-13
719.95,3.931e-13,,3.931e-13
719.98,1.003e-12,,1.003e-12
720,1.859e-12,,1.859e-12
720.03,4.637e-12,,4.637e-12
720.05,8.464e-12,,8.464e-12
720.08,2.063e-11,,2.063e-11
720.1,3.708e-11,,3.708e-11
720.12,6.623e-11,,6.623e-11
720.15,1.563e-10,,1.563e-10
720.17,2.749e-10,,2.749e-10
720.2,6.341e-10,,6.341e-10
720.22,1.098e-9,,1.098e-9
720.25,2.476e-9,,2.476e-9
720.27,4.223e-9,,4.223e-9
720.3,9.302e-9,,9.302e-9
720.32,1.563e-8,,1.563e-8
720.35,3.364e-8,,3.364e-8
720.37,5.564e-8,,5.564e-8
720.4,1.170e-7,,1.170e-7
720.42,1.907e-7,,1.907e-7
720.45,3.920e-7,,3.920e-7
720.47,6.289e-7,,6.289e-7
720.5,1.263e-6,,1.263e-6
720.52,1.996e-6,,1.996e-6
720.54,3.134e-6,,3.134e-6
720.57,6.096e-6,,6.096e-6
720.59,9.427e-6,,9.427e-6
720.62,1.792e-5,,1.792e-5
720.64,2.729e-5,,2.729e-5
720.67,5.070e-5,,5.070e-5
720.69,7.603e-5,,7.603e-5
720.72,1.380e-4,,1.380e-4
720.74,2.038e-4,,2.038e-4
720.77,3.617e-4,,3.617e-4
720.79,5.260e-4,,5.260e-4
720.82,9.120e-4,,9.120e-4
720.84,1.306e-3,,1.306e-3
720.87,2.213e-3,,2.213e-3
720.89,3.122e-3,,3.122e-3
720.91,4.377e-3,,4.377e-3
720.94,7.181e-3,,7.181e-3
720.96,9.914e-3,,9.914e-3
720.99,1.590e-2,,1.590e-2
721.01,2.162e-2,,2.162e-2
721.04,3.388e-2,,3.388e-2
721.06,4.536e-2,,4.536e-2
721.09,6.949e-2,,6.949e-2
721.11,9.163e-2,,9.163e-2
721.14,1.372e-1,,1.372e-1
721.16,1.782e-1,,1.782e-1
721.19,2.607e-1,,2.607e-1
721.21,3.334e-1,,3.334e-1
721.24,4.768e-1,,4.768e-1
721.26,6.007e-1,,6.007e-1
721.29,8.397e-1,,8.397e-1
721.31,1.042e+0,,1.042e+0
721.33,1.285e+0,,1.285e+0
721.36,1.740e+0,,1.740e+0
721.38,2.114e+0,,2.114e+0
721.41,2.798e+0,,2.798e+0
721.43,3.347e+0,,3.347e+0
721.46,4.332e+0,,4.332e+0
721.48,5.106e+0,,5.106e+0
721.51,6.460e+0,,6.460e+0
721.53,7.501e+0,,7.501e+0
721.56,9.281e+0,,9.281e+0
721.58,1.062e+1,,1.062e+1
721.61,1.285e+1,,1.285e+1
721.63,1.448e+1,,1.448e+1
721.66,1.713e+1,,1.713e+1
721.68,1.903e+1,,1.903e+1
721.7,2.101e+1,,2.101e+1
721.73,2.412e+1,,2.412e+1
721.75,2.624e+1,,2.624e+1
721.78,2.947e+1,,2.947e+1
721.8,3.162e+1,,3.162e+1
721.83,3.475e+1,,3.475e+1
721.85,3.676e+1,,3.676e+1
721.88,3.956e+1,,3.956e+1
721.9,4.126e+1,,4.126e+1
721.93,4.349e+1,,4.349e+1
721.95,4.474e+1,,4.474e+1
721.98,4.620e+1,,4.620e+1
722,4.689e+1,,4.689e+1
722.03,4.747e+1,,4.747e+1
722.05,4.754e+1,,4.754e+1
722.07,4.737e+1,,4.737e+1
722.1,4.666e+1,,4.666e+1
722.12,4.590e+1,,4.590e+1
722.15,4.436e+1,,4.436e+1
722.17,4.310e+1,,4.310e+1
722.2,4.089e+1,,4.089e+1
722.22,3.925e+1,,3.925e+1
722.25,3.657e+1,,3.657e+1
722.27,3.468e+1,,3.468e+1
722.3,3.175e+1,,3.175e+1
722.32,2.976e+1,,2.976e+1
722.35,2.678e+1,,2.678e+1
722.37,2.481e+1,,2.481e+1
722.4,2.194e+1,,2.194e+1
722.42,2.010e+1,,2.010e+1
722.45,1.748e+1,,1.748e+1
722.47,1.583e+1,,1.583e+1
722.49,1.428e+1,,1.428e+1
722.52,1.212e+1,,1.212e+1
722.54,1.080e+1,,1.080e+1
722.57,9.014e+0,,9.014e+0
722.59,7.942e+0,,7.942e+0
722.62,6.511e+0,,6.511e+0
722.64,5.670e+0,,5.670e+0
722.67,4.566e+0,,4.566e+0
722.69,3.929e+0,,3.929e+0
722.72,3.107e+0,,3.107e+0
722.74,2.640e+0,,2.640e+0
722.77,2.049e+0,,2.049e+0
722.79,1.719e+0,,1.719e+0
722.82,1.309e+0,,1.309e+0
722.84,1.084e+0,,1.084e+0
722.86,8.934e-1,,8.934e-1
722.89,6.616e-1,,6.616e-1
722.91,5.380e-1,,5.380e-1
722.94,3.904e-1,,3.904e-1
722.96,3.131e-1,,3.131e-1
722.99,2.226e-1,,2.226e-1
723.01,1.761e-1,,1.761e-1
723.04,1.226e-1,,1.226e-1
723.06,9.561e-2,,9.561e-2
723.09,6.516e-2,,6.516e-2
723.11,5.010e-2,,5.010e-2
723.14,3.342e-2,,3.342e-2
723.16,2.532e-2,,2.532e-2
723.19,1.653e-2,,1.653e-2
723.21,1.234e-2,,1.234e-2
723.23,9.165e-3,,9.165e-3
723.26,5.800e-3,,5.800e-3
723.28,4.243e-3,,4.243e-3
723.31,2.626e-3,,2.626e-3
723.33,1.893e-3,,1.893e-3
723.36,1.146e-3,,1.146e-3
723.38,8.137e-4,,8.137e-4
723.41,4.817e-4,,4.817e-4
723.43,3.372e-4,,3.372e-4
723.46,1.957e-4,,1.957e-4
723.48,1.355e-4,,1.355e-4
723.51,7.836e-5,,7.836e-5
723.53,5.524e-5,,5.524e-5
723.56,3.539e-5,,3.539e-5
723.58,2.942e-5,,2.942e-5
723.61,2.920e-5,,2.920e-5
723.63,3.479e-5,,3.479e-5
723.65,4.568e-5,,4.568e-5
723.68,7.518e-5,,7.518e-5
723.7,1.072e-4,,1.072e-4
723.73,1.833e-4,,1.833e-4
723.75,2.612e-4,,2.612e-4
723.78,4.405e-4,,4.405e-4
723.8,6.196e-4,,6.196e-4
723.83,1.023e-3,,1.023e-3
723.85,1.418e-3,,1.418e-3
723.88,2.288e-3,,2.288e-3
723.9,3.124e-3,,3.124e-3
723.93,4.930e-3,,4.930e-3
723.95,6.632e-3,,6.632e-3
723.98,1.023e-2,,1.023e-2
724,1.357e-2,,1.357e-2
724.02,1.787e-2,,1.787e-2
724.05,2.674e-2,,2.674e-2
724.07,3.472e-2,,3.472e-2
724.1,5.081e-2,,5.081e-2
724.12,6.502e-2,,6.502e-2
724.15,9.310e-2,,9.310e-2
724.17,1.174e-1,,1.174e-1
724.2,1.646e-1,,1.646e-1
724.22,2.047e-1,,2.047e-1
724.25,2.809e-1,,2.809e-1
724.27,3.445e-1,,3.445e-1
724.3,4.631e-1,,4.631e-1
724.32,5.603e-1,,5.603e-1
724.35,7.382e-1,,7.382e-1
724.37,8.814e-1,,8.814e-1
724.39,1.047e+0,,1.047e+0
724.42,1.342e+0,,1.342e+0
724.44,1.575e+0,,1.575e+0
724.47,1.982e+0,,1.982e+0
724.49,2.297e+0,,2.297e+0
724.52,2.841e+0,,2.841e+0
724.54,3.255e+0,,3.255e+0
724.57,3.959e+0,,3.959e+0
724.59,4.488e+0,,4.488e+0
724.62,5.372e+0,,5.372e+0
724.64,6.027e+0,,6.027e+0
724.67,7.108e+0,,7.108e+0
724.69,7.896e+0,,7.896e+0
724.72,9.181e+0,,9.181e+0
724.74,1.011e+1,,1.011e+1
724.77,1.159e+1,,1.159e+1
724.79,1.264e+1,,1.264e+1
724.81,1.374e+1,,1.374e+1
724.84,1.546e+1,,1.546e+1
724.86,1.666e+1,,1.666e+1
724.89,1.850e+1,,1.850e+1
724.91,1.974e+1,,1.974e+1
724.94,2.162e+1,,2.162e+1
724.96,2.286e+1,,2.286e+1
724.99,2.467e+1,,2.467e+1
725.01,2.583e+1,,2.583e+1
725.04,2.745e+1,,2.745e+1
725.06,2.843e+1,,2.843e+1
725.09,2.973e+1,,2.973e+1
725.11,3.046e+1,,3.046e+1
725.14,3.130e+1,,3.130e+1
725.16,3.170e+1,,3.170e+1
725.18,3.194e+1,,3.194e+1
725.21,3.200e+1,,3.200e+1
725.23,3.184e+1,,3.184e+1
725.26,3.130e+1,,3.130e+1
725.28,3.075e+1,,3.075e+1
725.31,2.964e+1,,2.964e+1
725.33,2.872e+1,,2.872e+1
725.36,2.713e+1,,2.713e+1
725.38,2.593e+1,,2.593e+1
725.41,2.398e+1,,2.398e+1
725.43,2.261e+1,,2.261e+1
725.46,2.047e+1,,2.047e+1
725.48,1.902e+1,,1.902e+1
725.51,1.686e+1,,1.686e+1
725.53,1.544e+1,,1.544e+1
725.56,1.338e+1,,1.338e+1
725.58,1.208e+1,,1.208e+1
725.6,1.084e+1,,1.084e+1
725.63,9.113e+0,,9.113e+0
725.65,8.058e+0,,8.058e+0
725.68,6.625e+0,,6.625e+0
725.7,5.772e+0,,5.772e+0
725.73,4.642e+0,,4.642e+0
725.75,3.986e+0,,3.986e+0
725.78,3.137e+0,,3.137e+0
725.8,2.656e+0,,2.656e+0
725.83,2.050e+0,,2.050e+0
725.85,1.716e+0,,1.716e+0
725.88,1.307e+0,,1.307e+0
725.9,1.089e+0,,1.089e+0
725.93,8.334e-1,,8.334e-1
725.95,7.051e-1,,7.051e-1
725.97,6.066e-1,,6.066e-1
726,5.091e-1,,5.091e-1
726.02,4.746e-1,,4.746e-1
726.05,4.651e-1,,4.651e-1
726.07,4.859e-1,,4.859e-1
726.1,5.576e-1,,5.576e-1
726.12,6.330e-1,,6.330e-1
726.15,7.898e-1,,7.898e-1
726.17,9.257e-1,,9.257e-1
726.2,1.181e+0,,1.181e+0
726.22,1.388e+0,,1.388e+0
726.25,1.761e+0,,1.761e+0
726.27,2.054e+0,,2.054e+0
726.3,2.565e+0,,2.565e+0
726.32,2.958e+0,,2.958e+0
726.34,3.393e+0,,3.393e+0
726.37,4.130e+0,,4.130e+0
726.39,4.678e+0,,4.678e+0
726.42,5.586e+0,,5.586e+0
726.44,6.247e+0,,6.247e+0
726.47,7.320e+0,,7.320e+0
726.49,8.085e+0,,8.085e+0
726.52,9.298e+0,,9.298e+0
726.54,1.014e+1,,1.014e+1
726.57,1.145e+1,,1.145e+1
726.59,1.234e+1,,1.234e+1
726.62,1.369e+1,,1.369e+1
726.64,1.458e+1,,1.458e+1
726.67,1.587e+1,,1.587e+1
726.69,1.670e+1,,1.670e+1
726.72,1.787e+1,,1.787e+1
726.74,1.858e+1,,1.858e+1
726.76,1.923e+1,,1.923e+1
726.79,2.007e+1,,2.007e+1
726.81,2.053e+1,,2.053e+1
726.84,2.104e+1,,2.104e+1
726.86,2.127e+1,,2.127e+1
726.89,2.142e+1,,2.142e+1
726.91,2.139e+1,,2.139e+1
726.94,2.115e+1,,2.115e+1
726.96,2.087e+1,,2.087e+1
726.99,2.026e+1,,2.026e+1
727.01,1.975e+1,,1.975e+1
727.04,1.883e+1,,1.883e+1
727.06,1.813e+1,,1.813e+1
727.09,1.697e+1,,1.697e+1
727.11,1.615e+1,,1.615e+1
727.13,1.529e+1,,1.529e+1
727.16,1.398e+1,,1.398e+1
727.18,1.309e+1,,1.309e+1
727.21,1.178e+1,,1.178e+1
727.23,1.094e+1,,1.094e+1
727.26,9.744e+0,,9.744e+0
727.28,9.002e+0,,9.002e+0
727.31,7.993e+0,,7.993e+0
727.33,7.400e+0,,7.400e+0
727.36,6.639e+0,,6.639e+0
727.38,6.224e+0,,6.224e+0
727.41,5.746e+0,,5.746e+0
727.43,5.524e+0,,5.524e+0
727.46,5.336e+0,,5.336e+0
727.48,5.305e+0,,5.305e+0
727.5,5.347e+0,,5.347e+0
727.53,5.537e+0,,5.537e+0
727.55,5.743e+0,,5.743e+0
727.58,6.155e+0,,6.155e+0
727.6,6.490e+0,,6.490e+0
727.63,7.066e+0,,7.066e+0
727.65,7.487e+0,,7.487e+0
727.68,8.154e+0,,8.154e+0
727.7,8.610e+0,,8.610e+0
727.73,9.291e+0,,9.291e+0
727.75,9.729e+0,,9.729e+0
727.78,1.034e+1,,1.034e+1
727.8,1.071e+1,,1.071e+1
727.83,1.119e+1,,1.119e+1
727.85,1.145e+1,,1.145e+1
727.88,1.173e+1,,1.173e+1
727.9,1.185e+1,,1.185e+1
727.92,1.190e+1,,1.190e+1
727.95,1.186e+1,,1.186e+1
727.97,1.176e+1,,1.176e+1
728,1.149e+1,,1.149e+1
728.02,1.123e+1,,1.123e+1
728.05,1.075e+1,,1.075e+1
728.07,1.037e+1,,1.037e+1
728.1,9.725e+0,,9.725e+0
728.12,9.254e+0,,9.254e+0
728.15,8.503e+0,,8.503e+0
728.17,7.982e+0,,7.982e+0
728.2,7.185e+0,,7.185e+0
728.22,6.653e+0,,6.653e+0
728.25,5.868e+0,,5.868e+0
728.27,5.359e+0,,5.359e+0
728.29,4.868e+0,,4.868e+0
728.32,4.171e+0,,4.171e+0
728.34,3.737e+0,,3.737e+0
728.37,3.137e+0,,3.137e+0
728.39,2.772e+0,,2.772e+0
728.42,2.279e+0,,2.279e+0
728.44,1.986e+0,,1.986e+0
728.47,1.599e+0,,1.599e+0
728.49,1.374e+0,,1.374e+0
728.52,1.083e+0,,1.083e+0
728.54,9.180e-1,,9.180e-1
728.57,7.087e-1,,7.087e-1
728.59,5.922e-1,,5.922e-1
728.62,4.476e-1,,4.476e-1
728.64,3.688e-1,,3.688e-1
728.66,3.021e-1,,3.021e-1
728.69,2.217e-1,,2.217e-1
728.71,1.790e-1,,1.790e-1
728.74,1.286e-1,,1.286e-1
728.76,1.024e-1,,1.024e-1
728.79,7.195e-2,,7.195e-2
728.81,5.647e-2,,5.647e-2
728.84,3.884e-2,,3.884e-2
728.86,3.005e-2,,3.005e-2
728.89,2.023e-2,,2.023e-2
728.91,1.542e-2,,1.542e-2
728.94,1.016e-2,,1.016e-2
728.96,7.633e-3,,7.633e-3
728.99,4.919e-3,,4.919e-3
729.01,3.643e-3,,3.643e-3
729.04,2.297e-3,,2.297e-3
729.06,1.676e-3,,1.676e-3
729.08,1.216e-3,,1.216e-3
729.11,7.435e-4,,7.435e-4
729.13,5.316e-4,,5.316e-4
729.16,3.179e-4,,3.179e-4
729.18,2.240e-4,,2.240e-4
729.21,1.310e-4,,1.310e-4
729.23,9.094e-5,,9.094e-5
729.26,5.202e-5,,5.202e-5
729.28,3.558e-5,,3.558e-5
729.31,1.991e-5,,1.991e-5
729.33,1.342e-5,,1.342e-5
729.36,7.341e-6,,7.341e-6
729.38,4.875e-6,,4.875e-6
729.41,2.608e-6,,2.608e-6
729.43,1.706e-6,,1.706e-6
729.45,1.110e-6,,1.110e-6
729.48,5.755e-7,,5.755e-7
729.5,3.687e-7,,3.687e-7
729.53,1.870e-7,,1.870e-7
729.55,1.180e-7,,1.180e-7
729.58,5.852e-8,,5.852e-8
729.6,3.639e-8,,3.639e-8
729.63,1.765e-8,,1.765e-8
729.65,1.081e-8,,1.081e-8
729.68,5.125e-9,,5.125e-9
729.7,3.093e-9,,3.093e-9
729.73,1.434e-9,,1.434e-9
729.75,8.523e-10,,8.523e-10
729.78,3.863e-10,,3.863e-10
729.8,2.262e-10,,2.262e-10
729.83,1.003e-10,,1.003e-10
729.85,5.784e-11,,5.784e-11
729.87,3.317e-11,,3.317e-11
729.9,1.424e-11,,1.424e-11
729.92,8.047e-12,,8.047e-12
729.95,3.378e-12,,3.378e-12
729.97,1.880e-12,,1.880e-12
730,7.716e-13,,7.716e-13
730.02,4.230e-13,,4.230e-13
730.05,1.697e-13,,1.697e-13
730.07,9.098e-14,,9.098e-14
730.1,3.571e-14,,3.571e-14
730.12,1.900e-14,,1.900e-14
730.15,7.293e-15,,7.293e-15
730.17,3.822e-15,,3.822e-15
730.2,1.434e-15,,1.434e-15
730.22,7.404e-16,,7.404e-16
817.57,1.423e-16,,1.423e-16
817.59,2.574e-16,,2.574e-16
817.62,6.203e-16,,6.203e-16
817.64,1.108e-15,,1.108e-15
817.67,2.624e-15,,2.624e-15
817.69,4.634e-15,,4.634e-15
817.72,1.078e-14,,1.078e-14
817.74,1.881e-14,,1.881e-14
817.77,4.296e-14,,4.296e-14
817.79,7.408e-14,,7.408e-14
817.82,1.662e-13,,1.662e-13
817.84,2.833e-13,,2.833e-13
817.87,6.244e-13,,6.244e-13
817.89,1.051e-12,,1.051e-12
817.92,2.277e-12,,2.277e-12
817.94,3.788e-12,,3.788e-12
817.96,6.273e-12,,6.273e-12
817.99,1.325e-11,,1.325e-11
818.01,2.168e-11,,2.168e-11
818.04,4.498e-11,,4.498e-11
818.06,7.273e-11,,7.273e-11
818.09,1.482e-10,,1.482e-10
818.11,2.368e-10,,2.368e-10
818.14,4.741e-10,,4.741e-10
818.16,7.486e-10,,7.486e-10
818.19,1.472e-9,,1.472e-9
818.21,2.297e-9,,2.297e-9
818.24,4.437e-9,,4.437e-9
818.26,6.842e-9,,6.842e-9
818.29,1.298e-8,,1.298e-8
818.31,1.978e-8,,1.978e-8
818.34,3.687e-8,,3.687e-8
818.36,5.552e-8,,5.552e-8
818.38,8.319e-8,,8.319e-8
818.41,1.512e-7,,1.512e-7
818.43,2.240e-7,,2.240e-7
818.46,4.000e-7,,4.000e-7
818.48,5.852e-7,,5.852e-7
818.51,1.027e-6,,1.027e-6
818.53,1.484e-6,,1.484e-6
818.56,2.558e-6,,2.558e-6
818.58,3.655e-6,,3.655e-6
818.61,6.188e-6,,6.188e-6
818.63,8.737e-6,,8.737e-6
818.66,1.453e-5,,1.453e-5
818.68,2.027e-5,,2.027e-5
818.71,3.311e-5,,3.311e-5
818.73,4.565e-5,,4.565e-5
818.75,6.264e-5,,6.264e-5
818.78,9.980e-5,,9.980e-5
818.8,1.353e-4,,1.353e-4
818.83,2.118e-4,,2.118e-4
818.85,2.838e-4,,2.838e-4
818.88,4.362e-4,,4.362e-4
818.9,5.776e-4,,5.776e-4
818.93,8.723e-4,,8.723e-4
818.95,1.141e-3,,1.141e-3
818.98,1.693e-3,,1.693e-3
819,2.189e-3,,2.189e-3
819.03,3.190e-3,,3.190e-3
819.05,4.076e-3,,4.076e-3
819.08,5.834e-3,,5.834e-3
819.1,7.366e-3,,7.366e-3
819.12,9.256e-3,,9.256e-3
819.15,1.292e-2,,1.292e-2
819.17,1.605e-2,,1.605e-2
819.2,2.200e-2,,2.200e-2
819.22,2.700e-2,,2.700e-2
819.25,3.637e-2,,3.637e-2
819.27,4.410e-2,,4.410e-2
819.3,5.836e-2,,5.836e-2
819.32,6.993e-2,,6.993e-2
819.35,9.090e-2,,9.090e-2
819.37,1.076e-1,,1.076e-1
819.4,1.374e-1,,1.374e-1
819.42,1.608e-1,,1.608e-1
819.45,2.017e-1,,2.017e-1
819.47,2.332e-1,,2.332e-1
819.5,2.873e-1,,2.873e-1
819.52,3.283e-1,,3.283e-1
819.54,3.733e-1,,3.733e-1
819.57,4.486e-1,,4.486e-1
819.59,5.041e-1,,5.041e-1
819.62,5.951e-1,,5.951e-1
819.64,6.607e-1,,6.607e-1
819.67,7.662e-1,,7.662e-1
819.69,8.407e-1,,8.407e-1
819.72,9.577e-1,,9.577e-1
819.74,1.038e+0,,1.038e+0
819.77,1.162e+0,,1.162e+0
819.79,1.245e+0,,1.245e+0
819.82,1.368e+0,,1.368e+0
819.84,1.449e+0,,1.449e+0
819.87,1.564e+0,,1.564e+0
819.89,1.637e+0,,1.637e+0
819.91,1.704e+0,,1.704e+0
819.94,1.795e+0,,1.795e+0
819.96,1.847e+0,,1.847e+0
819.99,1.910e+0,,1.910e+0
820.01,1.942e+0,,1.942e+0
820.04,1.974e+0,,1.974e+0
820.06,1.983e+0,,1.983e+0
820.09,1.980e+0,,1.980e+0
820.11,1.966e+0,,1.966e+0
820.14,1.927e+0,,1.927e+0
820.16,1.891e+0,,1.891e+0
820.19,1.822e+0,,1.822e+0
820.21,1.766e+0,,1.766e+0
820.24,1.671e+0,,1.671e+0
820.26,1.601e+0,,1.601e+0
820.28,1.527e+0,,1.527e+0
820.31,1.409e+0,,1.409e+0
820.33,1.327e+0,,1.327e+0
820.36,1.203e+0,,1.203e+0
820.38,1.120e+0,,1.120e+0
820.41,9.978e-1,,9.978e-1
820.43,9.181e-1,,9.181e-1
820.46,8.031e-1,,8.031e-1
