Wavelength (nm),Sum(calc),Mn I (1.1e-1),Mn II (8.9e-1)
374.97,4.127e+1,4.127e+1,8.796e-17
375,2.368e+1,2.368e+1,8.793e-17
375.02,1.589e+1,1.589e+1,8.791e-17
375.04,1.043e+1,1.043e+1,8.789e-17
375.07,5.328e+0,5.328e+0,8.787e-17
375.09,3.332e+0,3.332e+0,8.785e-17
375.12,1.655e+0,1.655e+0,8.782e-17
375.14,1.116e+0,1.116e+0,8.780e-17
375.17,8.980e-1,8.980e-1,8.777e-17
375.19,1.096e+0,1.096e+0,8.775e-17
375.22,1.998e+0,1.998e+0,8.772e-17
375.24,3.161e+0,3.161e+0,8.770e-17
375.27,6.223e+0,6.223e+0,8.767e-17
375.29,9.558e+0,9.558e+0,8.766e-17
375.32,1.747e+1,1.747e+1,8.763e-17
375.34,2.539e+1,2.539e+1,8.761e-17
375.37,4.265e+1,4.265e+1,8.758e-17
375.39,5.859e+1,5.859e+1,8.756e-17
375.41,7.868e+1,7.868e+1,8.754e-17
375.44,1.173e+2,1.173e+2,8.751e-17
375.46,1.489e+2,1.489e+2,8.749e-17
375.49,2.039e+2,2.039e+2,8.747e-17
375.51,2.445e+2,2.445e+2,8.745e-17
375.54,3.076e+2,3.076e+2,8.742e-17
375.56,3.484e+2,3.484e+2,8.740e-17
375.59,4.026e+2,4.026e+2,8.737e-17
375.61,4.310e+2,4.310e+2,8.735e-17
375.64,4.574e+2,4.574e+2,8.732e-17
375.66,4.626e+2,4.626e+2,8.730e-17
375.69,4.509e+2,4.509e+2,8.727e-17
375.71,4.310e+2,4.310e+2,8.726e-17
375.74,3.859e+2,3.859e+2,8.723e-17
375.76,3.484e+2,3.484e+2,8.721e-17
375.78,3.076e+2,3.076e+2,8.719e-17
375.81,2.445e+2,2.445e+2,8.716e-17
375.83,2.039e+2,2.039e+2,8.714e-17
375.86,1.489e+2,1.489e+2,8.711e-17
375.88,1.173e+2,1.173e+2,8.709e-17
375.91,7.868e+1,7.868e+1,8.707e-17
375.93,5.859e+1,5.859e+1,8.705e-17
375.96,3.609e+1,3.609e+1,8.702e-17
375.98,2.539e+1,2.539e+1,8.700e-17
376.01,1.436e+1,1.436e+1,8.697e-17
376.03,9.550e+0,9.550e+0,8.695e-17
376.06,4.962e+0,4.962e+0,8.692e-17
376.08,3.118e+0,3.118e+0,8.690e-17
376.11,1.490e+0,1.490e+0,8.687e-17
376.13,8.871e-1,8.871e-1,8.686e-17
376.16,3.986e-1,3.986e-1,8.683e-17
376.18,2.399e-1,2.399e-1,8.681e-17
376.2,1.632e-1,1.632e-1,8.679e-17
376.23,1.603e-1,1.603e-1,8.676e-17
376.25,2.327e-1,2.327e-1,8.674e-17
376.28,5.044e-1,5.044e-1,8.671e-17
376.3,8.630e-1,8.630e-1,8.669e-17
376.33,1.879e+0,1.879e+0,8.667e-17
376.35,3.078e+0,3.078e+0,8.665e-17
376.38,6.193e+0,6.193e+0,8.662e-17
376.4,9.602e+0,9.602e+0,8.660e-17
376.43,1.779e+1,1.779e+1,8.657e-17
376.45,2.611e+1,2.611e+1,8.655e-17
376.48,4.454e+1,4.454e+1,8.652e-17
376.5,6.186e+1,6.186e+1,8.650e-17
376.53,9.718e+1,9.718e+1,8.647e-17
376.55,1.278e+2,1.278e+2,8.646e-17
376.57,1.644e+2,1.644e+2,8.644e-17
376.6,2.301e+2,2.301e+2,8.641e-17
376.62,2.803e+2,2.803e+2,8.639e-17
376.65,3.616e+2,3.616e+2,8.636e-17
376.67,4.171e+2,4.171e+2,8.634e-17
376.7,4.962e+2,4.962e+2,8.631e-17
376.72,5.423e+2,5.423e+2,8.629e-17
376.75,5.953e+2,5.953e+2,8.627e-17
376.77,6.172e+2,6.172e+2,8.625e-17
376.8,6.272e+2,6.272e+2,8.622e-17
376.82,6.187e+2,6.187e+2,8.620e-17
376.85,5.860e+2,5.860e+2,8.617e-17
376.87,5.540e+2,5.540e+2,8.615e-17
376.9,4.972e+2,4.972e+2,8.612e-17
376.92,4.578e+2,4.578e+2,8.610e-17
376.95,4.029e+2,4.029e+2,8.607e-17
376.97,3.721e+2,3.721e+2,8.606e-17
376.99,3.474e+2,3.474e+2,8.604e-17
377.02,3.228e+2,3.228e+2,8.601e-17
377.04,3.142e+2,3.142e+2,8.599e-17
377.07,3.106e+2,3.106e+2,8.596e-17
377.09,3.126e+2,3.126e+2,8.594e-17
377.12,3.192e+2,3.192e+2,8.591e-17
377.14,3.245e+2,3.245e+2,8.589e-17
377.17,3.320e+2,3.320e+2,8.587e-17
377.19,3.363e+2,3.363e+2,8.585e-17
377.22,3.418e+2,3.418e+2,8.582e-17
377.24,3.450e+2,3.450e+2,8.580e-17
377.27,3.492e+2,3.492e+2,8.577e-17
377.29,3.516e+2,3.516e+2,8.575e-17
377.32,3.535e+2,3.535e+2,8.572e-17
377.34,3.530e+2,3.530e+2,8.570e-17
377.36,3.505e+2,3.505e+2,8.568e-17
377.39,3.415e+2,3.415e+2,8.566e-17
377.41,3.318e+2,3.318e+2,8.564e-17
377.44,3.114e+2,3.114e+2,8.561e-17
377.46,2.946e+2,2.946e+2,8.559e-17
377.49,2.657e+2,2.657e+2,8.556e-17
377.51,2.452e+2,2.452e+2,8.554e-17
377.54,2.141e+2,2.141e+2,8.551e-17
377.56,1.941e+2,1.941e+2,8.549e-17
377.59,1.661e+2,1.661e+2,8.547e-17
377.61,1.489e+2,1.489e+2,8.545e-17
377.64,1.256e+2,1.256e+2,8.542e-17
377.66,1.114e+2,1.114e+2,8.540e-17
377.69,9.196e+1,9.196e+1,8.537e-17
377.71,8.007e+1,8.007e+1,8.535e-17
377.73,6.896e+1,6.896e+1,8.533e-17
377.76,5.381e+1,5.381e+1,8.530e-17
377.78,4.476e+1,4.476e+1,8.528e-17
377.81,3.291e+1,3.291e+1,8.526e-17
377.83,2.621e+1,2.621e+1,8.524e-17
377.86,1.797e+1,1.797e+1,8.521e-17
377.88,1.363e+1,1.363e+1,8.519e-17
377.91,8.656e+0,8.656e+0,8.516e-17
377.93,6.234e+0,6.234e+0,8.514e-17
377.96,3.674e+0,3.674e+0,8.511e-17
377.98,2.536e+0,2.536e+0,8.509e-17
378.01,1.467e+0,1.467e+0,8.507e-17
378.03,1.089e+0,1.089e+0,8.505e-17
378.06,9.420e-1,9.420e-1,8.502e-17
378.08,1.128e+0,1.128e+0,8.500e-17
378.11,1.943e+0,1.943e+0,8.497e-17
378.13,2.983e+0,2.983e+0,8.495e-17
378.15,4.594e+0,4.594e+0,8.493e-17
378.18,8.552e+0,8.552e+0,8.490e-17
378.2,1.263e+1,1.263e+1,8.488e-17
378.23,2.175e+1,2.175e+1,8.486e-17
378.25,3.040e+1,3.040e+1,8.484e-17
378.28,4.818e+1,4.818e+1,8.481e-17
378.3,6.370e+1,6.370e+1,8.479e-17
378.33,9.285e+1,9.285e+1,8.476e-17
378.35,1.161e+2,1.161e+2,8.474e-17
378.38,1.556e+2,1.556e+2,8.471e-17
378.4,1.840e+2,1.840e+2,8.469e-17
378.43,2.270e+2,2.270e+2,8.467e-17
378.45,2.539e+2,2.539e+2,8.465e-17
378.48,2.883e+2,2.883e+2,8.462e-17
378.5,3.053e+2,3.053e+2,8.460e-17
378.52,3.166e+2,3.166e+2,8.458e-17
378.55,3.220e+2,3.220e+2,8.455e-17
378.57,3.183e+2,3.183e+2,8.453e-17
378.6,3.046e+2,3.046e+2,8.450e-17
378.62,2.929e+2,2.929e+2,8.448e-17
378.65,2.780e+2,2.780e+2,8.446e-17
378.67,2.748e+2,2.748e+2,8.444e-17
378.7,2.894e+2,2.894e+2,8.441e-17
378.72,3.177e+2,3.177e+2,8.439e-17
378.75,3.970e+2,3.970e+2,8.436e-17
378.77,4.790e+2,4.790e+2,8.434e-17
378.8,6.499e+2,6.499e+2,8.431e-17
378.82,7.959e+2,7.959e+2,8.429e-17
378.85,1.057e+3,1.057e+3,8.427e-17
378.87,1.253e+3,1.253e+3,8.425e-17
378.89,1.457e+3,1.457e+3,8.423e-17
378.92,1.758e+3,1.758e+3,8.420e-17
378.94,1.941e+3,1.941e+3,8.418e-17
378.97,2.162e+3,2.162e+3,8.415e-17
378.99,2.259e+3,2.259e+3,8.413e-17
379.02,2.316e+3,2.316e+3,8.410e-17
379.04,2.290e+3,2.290e+3,8.408e-17
379.07,2.160e+3,2.160e+3,8.406e-17
379.09,2.020e+3,2.020e+3,8.404e-17
379.12,1.753e+3,1.753e+3,8.401e-17
379.14,1.551e+3,1.551e+3,8.399e-17
379.17,1.238e+3,1.238e+3,8.396e-17
379.19,1.036e+3,1.036e+3,8.394e-17
379.22,7.603e+2,7.603e+2,8.391e-17
379.24,6.017e+2,6.017e+2,8.389e-17
379.27,4.063e+2,4.063e+2,8.387e-17
379.29,3.042e+2,3.042e+2,8.385e-17
379.31,2.227e+2,2.227e+2,8.383e-17
379.34,1.338e+2,1.338e+2,8.380e-17
379.36,9.263e+1,9.263e+1,8.378e-17
379.39,5.120e+1,5.120e+1,8.375e-17
379.41,3.354e+1,3.354e+1,8.373e-17
379.44,1.707e+1,1.707e+1,8.370e-17
379.46,1.061e+1,1.061e+1,8.368e-17
379.49,5.086e+0,5.086e+0,8.366e-17
379.51,3.170e+0,3.170e+0,8.364e-17
379.54,1.920e+0,1.920e+0,8.361e-17
379.56,1.882e+0,1.882e+0,8.359e-17
379.59,2.951e+0,2.951e+0,8.356e-17
379.61,4.612e+0,4.612e+0,8.354e-17
379.64,9.303e+0,9.303e+0,8.351e-17
379.66,1.465e+1,1.465e+1,8.349e-17
379.68,2.264e+1,2.264e+1,8.347e-17
379.71,4.181e+1,4.181e+1,8.345e-17
379.73,6.130e+1,6.130e+1,8.343e-17
379.76,1.046e+2,1.046e+2,8.340e-17
379.78,1.455e+2,1.455e+2,8.338e-17
379.81,2.294e+2,2.294e+2,8.335e-17
379.83,3.028e+2,3.028e+2,8.333e-17
379.86,4.421e+2,4.421e+2,8.330e-17
379.88,5.548e+2,5.548e+2,8.328e-17
379.91,7.513e+2,7.513e+2,8.326e-17
379.93,8.974e+2,8.974e+2,8.324e-17
379.96,1.130e+3,1.130e+3,8.321e-17
379.98,1.287e+3,1.287e+3,8.319e-17
380.01,1.511e+3,1.511e+3,8.316e-17
380.03,1.643e+3,1.643e+3,8.314e-17
380.05,1.756e+3,1.756e+3,8.312e-17
380.08,1.878e+3,1.878e+3,8.309e-17
380.1,1.923e+3,1.923e+3,8.307e-17
380.13,1.931e+3,1.931e+3,8.305e-17
380.15,1.900e+3,1.900e+3,8.303e-17
380.18,1.809e+3,1.809e+3,8.300e-17
380.2,1.729e+3,1.729e+3,8.298e-17
380.23,1.606e+3,1.606e+3,8.295e-17
380.25,1.544e+3,1.544e+3,8.293e-17
380.28,1.530e+3,1.530e+3,8.290e-17
380.3,1.608e+3,1.608e+3,8.288e-17
380.33,1.932e+3,1.932e+3,8.286e-17
380.35,2.334e+3,2.334e+3,8.284e-17
380.38,3.311e+3,3.311e+3,8.281e-17
380.4,4.263e+3,4.263e+3,8.279e-17
380.43,6.216e+3,6.216e+3,8.276e-17
380.45,7.892e+3,7.892e+3,8.274e-17
380.47,9.865e+3,9.865e+3,8.272e-17
380.5,1.331e+4,1.331e+4,8.269e-17
380.52,1.586e+4,1.586e+4,8.267e-17
380.55,1.981e+4,1.981e+4,8.265e-17
380.57,2.237e+4,2.237e+4,8.263e-17
380.6,2.579e+4,2.579e+4,8.260e-17
380.62,2.761e+4,2.761e+4,8.258e-17
380.65,2.938e+4,2.938e+4,8.255e-17
380.67,2.983e+4,2.983e+4,8.253e-17
380.7,2.937e+4,2.937e+4,8.250e-17
380.72,2.835e+4,2.835e+4,8.248e-17
380.75,2.598e+4,2.598e+4,8.246e-17
380.77,2.399e+4,2.399e+4,8.244e-17
380.8,2.069e+4,2.069e+4,8.241e-17
380.82,1.846e+4,1.846e+4,8.239e-17
380.84,1.632e+4,1.632e+4,8.237e-17
380.87,1.342e+4,1.342e+4,8.234e-17
380.89,1.174e+4,1.174e+4,8.232e-17
380.92,9.635e+3,9.635e+3,8.229e-17
380.94,8.477e+3,8.477e+3,8.227e-17
380.97,7.037e+3,7.037e+3,8.225e-17
380.99,6.227e+3,6.227e+3,8.223e-17
381.02,5.165e+3,5.165e+3,8.220e-17
381.04,4.528e+3,4.528e+3,8.218e-17
381.07,3.651e+3,3.651e+3,8.215e-17
381.09,3.113e+3,3.113e+3,8.213e-17
381.12,2.382e+3,2.382e+3,8.210e-17
381.14,1.950e+3,1.950e+3,8.208e-17
381.17,1.394e+3,1.394e+3,8.206e-17
381.19,1.087e+3,1.087e+3,8.204e-17
381.22,7.209e+2,7.209e+2,8.201e-17
381.24,5.339e+2,5.339e+2,8.199e-17
381.26,3.871e+2,3.871e+2,8.197e-17
381.29,2.295e+2,2.295e+2,8.194e-17
381.31,1.576e+2,1.576e+2,8.192e-17
381.34,8.610e+1,8.610e+1,8.189e-17
381.36,5.599e+1,5.599e+1,8.187e-17
381.39,2.818e+1,2.818e+1,8.185e-17
381.41,1.734e+1,1.734e+1,8.183e-17
381.44,8.038e+0,8.038e+0,8.180e-17
381.46,4.683e+0,4.683e+0,8.178e-17
381.49,1.998e+0,1.998e+0,8.175e-17
381.51,1.102e+0,1.102e+0,8.173e-17
381.54,4.331e-1,4.331e-1,8.170e-17
381.56,2.267e-1,2.267e-1,8.168e-17
381.59,8.470e-2,8.470e-2,8.166e-17
381.61,4.724e-2,4.724e-2,8.164e-17
381.63,3.488e-2,3.488e-2,8.162e-17
381.66,5.542e-2,5.542e-2,8.159e-17
381.68,1.066e-1,1.066e-1,8.157e-17
381.71,3.059e-1,3.059e-1,8.154e-17
381.73,6.097e-1,6.097e-1,8.152e-17
381.76,1.652e+0,1.652e+0,8.149e-17
381.78,3.126e+0,3.126e+0,8.147e-17
381.81,7.809e+0,7.809e+0,8.145e-17
381.83,1.399e+1,1.399e+1,8.143e-17
381.86,3.222e+1,3.222e+1,8.140e-17
381.88,5.467e+1,5.467e+1,8.138e-17
381.91,1.160e+2,1.160e+2,8.135e-17
381.93,1.865e+2,1.865e+2,8.133e-17
381.96,3.648e+2,3.648e+2,8.130e-17
381.98,5.552e+2,5.552e+2,8.128e-17
382,8.270e+2,8.270e+2,8.127e-17
382.03,1.443e+3,1.443e+3,8.124e-17
382.05,2.037e+3,2.037e+3,8.122e-17
382.08,3.277e+3,3.277e+3,8.119e-17
382.1,4.379e+3,4.379e+3,8.117e-17
382.13,6.495e+3,6.495e+3,8.114e-17
382.15,8.222e+3,8.222e+3,8.112e-17
382.18,1.124e+4,1.124e+4,8.109e-17
382.2,1.348e+4,1.348e+4,8.107e-17
382.23,1.700e+4,1.700e+4,8.105e-17
382.25,1.932e+4,1.932e+4,8.103e-17
382.28,2.246e+4,2.246e+4,8.100e-17
382.3,2.417e+4,2.417e+4,8.098e-17
382.33,2.592e+4,2.592e+4,8.095e-17
382.35,2.643e+4,2.643e+4,8.093e-17
382.38,2.613e+4,2.613e+4,8.090e-17
382.4,2.525e+4,2.525e+4,8.088e-17
382.42,2.387e+4,2.387e+4,8.087e-17
382.45,2.108e+4,2.108e+4,8.084e-17
382.47,1.889e+4,1.889e+4,8.082e-17
382.5,1.538e+4,1.538e+4,8.079e-17
382.52,1.306e+4,1.306e+4,8.077e-17
382.55,9.814e+3,9.814e+3,8.074e-17
382.57,7.896e+3,7.896e+3,8.072e-17
382.6,5.473e+3,5.473e+3,8.069e-17
382.62,4.173e+3,4.173e+3,8.067e-17
382.65,2.669e+3,2.669e+3,8.065e-17
382.67,1.929e+3,1.929e+3,8.063e-17
382.7,1.138e+3,1.138e+3,8.060e-17
382.72,7.794e+2,7.794e+2,8.058e-17
382.75,4.244e+2,4.244e+2,8.055e-17
382.77,2.757e+2,2.757e+2,8.053e-17
382.79,1.754e+2,1.754e+2,8.051e-17
382.82,8.626e+1,8.626e+1,8.048e-17
382.84,5.336e+1,5.336e+1,8.047e-17
382.87,2.815e+1,2.815e+1,8.044e-17
382.89,2.227e+1,2.227e+1,8.042e-17
382.92,2.629e+1,2.629e+1,8.039e-17
382.94,3.814e+1,3.814e+1,8.037e-17
382.97,7.536e+1,7.536e+1,8.034e-17
382.99,1.195e+2,1.195e+2,8.032e-17
383.02,2.320e+2,2.320e+2,8.029e-17
383.04,3.525e+2,3.525e+2,8.027e-17
383.07,6.349e+2,6.349e+2,8.025e-17
383.09,9.155e+2,9.155e+2,8.023e-17
383.12,1.524e+3,1.524e+3,8.020e-17
383.14,2.086e+3,2.086e+3,8.018e-17
383.16,2.794e+3,2.794e+3,8.016e-17
383.19,4.165e+3,4.165e+3,8.013e-17
383.21,5.294e+3,5.294e+3,8.011e-17
383.24,7.293e+3,7.293e+3,8.008e-17
383.26,8.794e+3,8.794e+3,8.007e-17
383.29,1.119e+4,1.119e+4,8.004e-17
383.31,1.280e+4,1.280e+4,8.002e-17
383.34,1.506e+4,1.506e+4,7.999e-17
383.36,1.634e+4,1.634e+4,7.997e-17
383.39,1.775e+4,1.775e+4,7.994e-17
383.41,1.826e+4,1.826e+4,7.992e-17
383.44,1.832e+4,1.832e+4,7.989e-17
383.46,1.788e+4,1.788e+4,7.987e-17
383.49,1.658e+4,1.658e+4,7.985e-17
383.51,1.535e+4,1.535e+4,7.983e-17
383.54,1.314e+4,1.314e+4,7.980e-17
383.56,1.155e+4,1.155e+4,7.978e-17
383.58,9.944e+3,9.944e+3,7.976e-17
383.61,7.666e+3,7.666e+3,7.973e-17
383.63,6.310e+3,6.310e+3,7.971e-17
383.66,4.611e+3,4.611e+3,7.968e-17
383.68,3.729e+3,3.729e+3,7.967e-17
383.71,2.795e+3,2.795e+3,7.964e-17
383.73,2.425e+3,2.425e+3,7.962e-17
383.76,2.222e+3,2.222e+3,7.959e-17
383.78,2.302e+3,2.302e+3,7.957e-17
383.81,2.708e+3,2.708e+3,7.954e-17
383.83,3.146e+3,3.146e+3,7.952e-17
383.86,4.015e+3,4.015e+3,7.949e-17
383.88,4.706e+3,4.706e+3,7.947e-17
383.91,5.858e+3,5.858e+3,7.945e-17
383.93,6.664e+3,6.664e+3,7.943e-17
383.95,7.468e+3,7.468e+3,7.941e-17
383.98,8.601e+3,8.601e+3,7.938e-17
384,9.262e+3,9.262e+3,7.936e-17
384.03,1.004e+4,1.004e+4,7.933e-17
384.05,1.038e+4,1.038e+4,7.931e-17
384.08,1.060e+4,1.060e+4,7.928e-17
384.1,1.054e+4,1.054e+4,7.927e-17
384.13,1.016e+4,1.016e+4,7.924e-17
384.15,9.749e+3,9.749e+3,7.922e-17
384.18,8.961e+3,8.961e+3,7.919e-17
384.2,8.370e+3,8.370e+3,7.917e-17
384.23,7.468e+3,7.468e+3,7.914e-17
384.25,6.894e+3,6.894e+3,7.912e-17
384.28,6.125e+3,6.125e+3,7.909e-17
384.3,5.685e+3,5.685e+3,7.907e-17
384.32,5.303e+3,5.303e+3,7.906e-17
384.35,4.818e+3,4.818e+3,7.903e-17
384.37,4.536e+3,4.536e+3,7.901e-17
384.4,4.136e+3,4.136e+3,7.898e-17
384.42,3.867e+3,3.867e+3,7.896e-17
384.45,3.439e+3,3.439e+3,7.893e-17
384.47,3.134e+3,3.134e+3,7.891e-17
384.5,2.651e+3,2.651e+3,7.888e-17
384.52,2.322e+3,2.322e+3,7.887e-17
384.55,1.840e+3,1.840e+3,7.884e-17
384.57,1.538e+3,1.538e+3,7.882e-17
384.6,1.131e+3,1.131e+3,7.879e-17
384.62,8.987e+2,8.987e+2,7.877e-17
384.65,6.118e+2,6.118e+2,7.874e-17
384.67,4.611e+2,4.611e+2,7.872e-17
384.7,2.898e+2,2.898e+2,7.869e-17
384.72,2.071e+2,2.071e+2,7.867e-17
384.74,1.448e+2,1.448e+2,7.866e-17
384.77,8.131e+1,8.131e+1,7.863e-17
384.79,5.387e+1,5.387e+1,7.861e-17
384.82,2.790e+1,2.790e+1,7.858e-17
384.84,1.751e+1,1.751e+1,7.856e-17
384.87,8.363e+0,8.363e+0,7.853e-17
384.89,4.973e+0,4.973e+0,7.851e-17
384.92,2.190e+0,2.190e+0,7.848e-17
384.94,1.233e+0,1.233e+0,7.847e-17
384.97,5.008e-1,5.008e-1,7.844e-17
384.99,2.672e-1,2.672e-1,7.842e-17
385.02,1.000e-1,1.000e-1,7.839e-17
385.04,5.056e-2,5.056e-2,7.837e-17
385.07,1.745e-2,1.745e-2,7.834e-17
385.09,8.356e-3,8.356e-3,7.832e-17
385.11,3.916e-3,3.916e-3,7.830e-17
385.14,1.206e-3,1.206e-3,7.827e-17
385.16,5.355e-4,5.355e-4,7.826e-17
385.19,1.521e-4,1.521e-4,7.823e-17
385.21,6.395e-5,6.395e-5,7.821e-17
385.24,1.674e-5,1.674e-5,7.818e-17
385.26,6.670e-6,6.670e-6,7.816e-17
385.29,1.610e-6,1.610e-6,7.813e-17
385.31,6.077e-7,6.077e-7,7.811e-17
385.34,1.353e-7,1.353e-7,7.808e-17
385.36,4.836e-8,4.836e-8,7.807e-17
385.39,9.924e-9,9.924e-9,7.804e-17
385.41,3.361e-9,3.361e-9,7.802e-17
385.44,6.359e-10,6.359e-10,7.799e-17
385.46,2.040e-10,2.040e-10,7.797e-17
385.49,3.559e-11,3.559e-11,7.794e-17
385.51,1.082e-11,1.082e-11,7.792e-17
385.53,3.216e-12,3.216e-12,7.790e-17
385.56,5.008e-13,5.008e-13,7.787e-17
385.58,1.411e-13,1.411e-13,7.786e-17
386,2.247e-15,2.247e-15,7.746e-17
386.03,1.522e-14,1.522e-14,7.743e-17
386.05,5.305e-14,5.305e-14,7.741e-17
386.08,3.316e-13,3.316e-13,7.738e-17
386.1,1.096e-12,1.096e-12,7.736e-17
386.13,6.334e-12,6.334e-12,7.733e-17
386.15,1.984e-11,1.984e-11,7.731e-17
386.18,1.057e-10,1.057e-10,7.728e-17
386.2,3.141e-10,3.141e-10,7.727e-17
386.23,1.545e-9,1.545e-9,7.724e-17
386.25,4.352e-9,4.352e-9,7.722e-17
386.27,1.200e-8,1.200e-8,7.720e-17
386.3,5.278e-8,5.278e-8,7.717e-17
386.32,1.380e-7,1.380e-7,7.715e-17
386.35,5.604e-7,5.604e-7,7.712e-17
386.37,1.389e-6,1.389e-6,7.710e-17
386.4,5.209e-6,5.209e-6,7.707e-17
386.42,1.224e-5,1.224e-5,7.706e-17
386.45,4.240e-5,4.240e-5,7.703e-17
386.47,9.452e-5,9.452e-5,7.701e-17
386.5,3.023e-4,3.023e-4,7.698e-17
386.52,6.391e-4,6.391e-4,7.696e-17
386.55,1.888e-3,1.888e-3,7.693e-17
386.57,3.787e-3,3.787e-3,7.691e-17
386.6,1.034e-2,1.034e-2,7.688e-17
386.62,1.967e-2,1.967e-2,7.687e-17
386.65,4.962e-2,4.962e-2,7.684e-17
386.67,8.958e-2,8.958e-2,7.682e-17
386.69,1.584e-1,1.584e-1,7.680e-17
386.72,3.581e-1,3.581e-1,7.677e-17
386.74,6.011e-1,6.011e-1,7.675e-17
386.77,1.257e+0,1.257e+0,7.672e-17
386.79,2.005e+0,2.005e+0,7.670e-17
386.82,3.883e+0,3.883e+0,7.667e-17
386.84,5.883e+0,5.883e+0,7.666e-17
386.87,1.056e+1,1.056e+1,7.663e-17
386.89,1.521e+1,1.521e+1,7.661e-17
386.92,2.534e+1,2.534e+1,7.658e-17
386.94,3.473e+1,3.473e+1,7.656e-17
386.97,5.373e+1,5.373e+1,7.653e-17
386.99,7.015e+1,7.015e+1,7.651e-17
387.02,1.009e+2,1.009e+2,7.648e-17
387.04,1.256e+2,1.256e+2,7.647e-17
387.06,1.534e+2,1.534e+2,7.645e-17
387.09,2.000e+2,2.000e+2,7.642e-17
387.11,2.332e+2,2.332e+2,7.640e-17
387.14,2.837e+2,2.837e+2,7.637e-17
387.16,3.160e+2,3.160e+2,7.635e-17
387.19,3.592e+2,3.592e+2,7.632e-17
387.21,3.825e+2,3.825e+2,7.630e-17
387.24,4.064e+2,4.064e+2,7.627e-17
387.26,4.138e+2,4.138e+2,7.626e-17
387.29,4.112e+2,4.112e+2,7.623e-17
387.31,4.003e+2,4.003e+2,7.621e-17
387.34,3.717e+2,3.717e+2,7.618e-17
387.36,3.459e+2,3.459e+2,7.616e-17
387.39,3.000e+2,3.000e+2,7.613e-17
387.41,2.666e+2,2.666e+2,7.611e-17
387.43,2.325e+2,2.325e+2,7.609e-17
387.46,1.829e+2,1.829e+2,7.607e-17
387.48,1.522e+2,1.522e+2,7.605e-17
387.51,1.114e+2,1.114e+2,7.602e-17
387.53,8.831e+1,8.831e+1,7.600e-17
387.56,6.010e+1,6.010e+1,7.597e-17
387.58,4.536e+1,4.536e+1,7.595e-17
387.61,2.866e+1,2.866e+1,7.592e-17
387.63,2.058e+1,2.058e+1,7.590e-17
387.66,1.205e+1,1.205e+1,7.587e-17
387.68,8.228e+0,8.228e+0,7.586e-17
387.71,4.465e+0,4.465e+0,7.583e-17
387.73,2.896e+0,2.896e+0,7.581e-17
387.76,1.455e+0,1.455e+0,7.578e-17
387.78,8.957e-1,8.957e-1,7.576e-17
387.81,4.162e-1,4.162e-1,7.573e-17
387.83,2.433e-1,2.433e-1,7.571e-17
387.85,1.392e-1,1.392e-1,7.569e-17
387.88,5.797e-2,5.797e-2,7.567e-17
387.9,3.149e-2,3.149e-2,7.565e-17
387.93,1.211e-2,1.211e-2,7.562e-17
387.95,6.242e-3,6.242e-3,7.560e-17
387.98,2.219e-3,2.219e-3,7.557e-17
388,1.084e-3,1.084e-3,7.555e-17
388.03,3.566e-4,3.566e-4,7.552e-17
388.05,1.664e-4,1.664e-4,7.550e-17
388.08,5.511e-5,5.511e-5,7.547e-17
388.1,3.385e-5,3.385e-5,7.546e-17
388.13,4.696e-5,4.696e-5,7.543e-17
388.15,9.325e-5,9.325e-5,7.541e-17
388.18,2.899e-4,2.899e-4,7.538e-17
388.2,6.115e-4,6.115e-4,7.536e-17
388.22,1.266e-3,1.266e-3,7.534e-17
388.25,3.633e-3,3.633e-3,7.531e-17
388.27,7.156e-3,7.156e-3,7.529e-17
388.3,1.905e-2,1.905e-2,7.527e-17
388.32,3.570e-2,3.570e-2,7.525e-17
388.35,8.820e-2,8.820e-2,7.522e-17
388.37,1.572e-1,1.572e-1,7.520e-17
388.4,3.606e-1,3.606e-1,7.517e-17
388.42,6.117e-1,6.117e-1,7.515e-17
388.45,1.302e+0,1.302e+0,7.512e-17
388.47,2.102e+0,2.102e+0,7.510e-17
388.5,4.155e+0,4.155e+0,7.507e-17
388.52,6.384e+0,6.384e+0,7.506e-17
388.55,1.172e+1,1.172e+1,7.503e-17
388.57,1.713e+1,1.713e+1,7.501e-17
388.6,2.919e+1,2.919e+1,7.498e-17
388.62,4.062e+1,4.062e+1,7.496e-17
388.64,5.542e+1,5.542e+1,7.494e-17
388.67,8.507e+1,8.507e+1,7.491e-17
388.69,1.104e+2,1.104e+2,7.489e-17
388.72,1.573e+2,1.573e+2,7.487e-17
388.74,1.942e+2,1.942e+2,7.485e-17
388.77,2.566e+2,2.566e+2,7.482e-17
388.79,3.014e+2,3.014e+2,7.480e-17
388.82,3.693e+2,3.693e+2,7.477e-17
388.84,4.124e+2,4.124e+2,7.475e-17
388.87,4.685e+2,4.685e+2,7.472e-17
388.89,4.974e+2,4.974e+2,7.470e-17
388.92,5.236e+2,5.236e+2,7.467e-17
388.94,5.283e+2,5.283e+2,7.466e-17
388.97,5.152e+2,5.152e+2,7.463e-17
388.99,4.939e+2,4.939e+2,7.461e-17
389.01,4.639e+2,4.639e+2,7.459e-17
389.04,4.062e+2,4.062e+2,7.456e-17
389.06,3.624e+2,3.624e+2,7.454e-17
389.09,2.938e+2,2.938e+2,7.451e-17
389.11,2.489e+2,2.489e+2,7.449e-17
