Wavelength (nm),Sum(calc),Cu I (2.9e-1),Cu II (7.1e-1)
492.463,9.261e-23,1.781e-22,9.261e-23
492.465,2.994e-22,1.781e-22,2.994e-22
492.468,1.698e-21,1.781e-22,1.698e-21
492.47,5.313e-21,1.781e-22,5.313e-21
492.473,2.868e-20,1.781e-22,2.868e-20
492.475,8.681e-20,1.782e-22,8.681e-20
492.478,4.460e-19,1.782e-22,4.460e-19
492.48,1.306e-18,1.782e-22,1.306e-18
492.483,6.387e-18,1.782e-22,6.387e-18
492.485,1.810e-17,1.782e-22,1.810e-17
492.488,8.424e-17,1.783e-22,8.424e-17
492.49,2.310e-16,1.783e-22,2.310e-16
492.493,1.023e-15,1.783e-22,1.023e-15
492.495,2.714e-15,1.783e-22,2.714e-15
492.498,1.144e-14,1.783e-22,1.144e-14
492.5,2.938e-14,1.783e-22,2.938e-14
492.503,1.179e-13,1.784e-22,1.179e-13
492.505,2.928e-13,1.784e-22,2.928e-13
492.508,1.118e-12,1.784e-22,1.118e-12
492.51,2.687e-12,1.784e-22,2.687e-12
492.513,9.765e-12,1.784e-22,9.765e-12
492.515,2.271e-11,1.785e-22,2.271e-11
492.518,7.855e-11,1.785e-22,7.855e-11
492.52,1.767e-10,1.785e-22,1.767e-10
492.523,5.819e-10,1.785e-22,5.819e-10
492.525,1.267e-9,1.785e-22,1.267e-9
492.528,3.969e-9,1.786e-22,3.969e-9
492.53,8.361e-9,1.786e-22,8.361e-9
492.533,2.493e-8,1.786e-22,2.493e-8
492.535,5.082e-8,1.786e-22,5.082e-8
492.538,1.443e-7,1.786e-22,1.443e-7
492.54,2.845e-7,1.787e-22,2.845e-7
492.543,7.685e-7,1.787e-22,7.685e-7
492.545,1.466e-6,1.787e-22,1.466e-6
492.548,3.770e-6,1.787e-22,3.770e-6
492.55,6.960e-6,1.787e-22,6.960e-6
492.553,1.703e-5,1.788e-22,1.703e-5
492.555,3.043e-5,1.788e-22,3.043e-5
492.558,7.087e-5,1.788e-22,7.087e-5
492.56,1.225e-4,1.788e-22,1.225e-4
492.563,2.715e-4,1.788e-22,2.715e-4
492.565,4.541e-4,1.789e-22,4.541e-4
492.568,9.581e-4,1.789e-22,9.581e-4
492.57,1.550e-3,1.789e-22,1.550e-3
492.573,3.113e-3,1.789e-22,3.113e-3
492.575,4.874e-3,1.789e-22,4.874e-3
492.578,9.315e-3,1.790e-22,9.315e-3
492.58,1.411e-2,1.790e-22,1.411e-2
492.583,2.567e-2,1.790e-22,2.567e-2
492.585,3.762e-2,1.790e-22,3.762e-2
492.588,6.513e-2,1.790e-22,6.513e-2
492.59,9.237e-2,1.791e-22,9.237e-2
492.593,1.522e-1,1.791e-22,1.522e-1
492.595,2.089e-1,1.791e-22,2.089e-1
492.598,3.275e-1,1.791e-22,3.275e-1
492.6,4.349e-1,1.791e-22,4.349e-1
492.603,6.491e-1,1.792e-22,6.491e-1
492.605,8.339e-1,1.792e-22,8.339e-1
492.608,1.185e+0,1.792e-22,1.185e+0
492.61,1.473e+0,1.792e-22,1.473e+0
492.613,1.991e+0,1.792e-22,1.991e+0
492.615,2.394e+0,1.793e-22,2.394e+0
492.618,3.081e+0,1.793e-22,3.081e+0
492.62,3.586e+0,1.793e-22,3.586e+0
492.623,4.392e+0,1.793e-22,4.392e+0
492.625,4.945e+0,1.793e-22,4.945e+0
492.628,5.764e+0,1.794e-22,5.764e+0
492.63,6.280e+0,1.794e-22,6.280e+0
492.633,6.967e+0,1.794e-22,6.967e+0
492.635,7.344e+0,1.794e-22,7.344e+0
492.638,7.755e+0,1.794e-22,7.755e+0
492.64,7.910e+0,1.794e-22,7.910e+0
492.643,7.949e+0,1.795e-22,7.949e+0
492.645,7.845e+0,1.795e-22,7.845e+0
492.648,7.503e+0,1.795e-22,7.503e+0
492.65,7.165e+0,1.795e-22,7.165e+0
492.653,6.522e+0,1.796e-22,6.522e+0
492.655,6.026e+0,1.796e-22,6.026e+0
492.658,5.221e+0,1.796e-22,5.221e+0
492.66,4.668e+0,1.796e-22,4.668e+0
492.663,3.849e+0,1.796e-22,3.849e+0
492.665,3.329e+0,1.796e-22,3.329e+0
492.668,2.613e+0,1.797e-22,2.613e+0
492.67,2.187e+0,1.797e-22,2.187e+0
492.673,1.634e+0,1.797e-22,1.634e+0
492.675,1.323e+0,1.797e-22,1.323e+0
492.678,9.405e-1,1.797e-22,9.405e-1
492.68,7.369e-1,1.798e-22,7.369e-1
492.683,4.986e-1,1.798e-22,4.986e-1
492.685,3.780e-1,1.798e-22,3.780e-1
492.688,2.435e-1,1.798e-22,2.435e-1
492.69,1.786e-1,1.798e-22,1.786e-1
492.693,1.095e-1,1.799e-22,1.095e-1
492.695,7.769e-2,1.799e-22,7.769e-2
492.698,4.532e-2,1.799e-22,4.532e-2
492.7,3.113e-2,1.799e-22,3.113e-2
492.703,1.728e-2,1.799e-22,1.728e-2
492.705,1.148e-2,1.800e-22,1.148e-2
492.708,6.068e-3,1.800e-22,6.068e-3
492.71,3.902e-3,1.800e-22,3.902e-3
492.713,1.962e-3,1.800e-22,1.962e-3
492.715,1.221e-3,1.800e-22,1.221e-3
492.718,5.843e-4,1.801e-22,5.843e-4
492.72,3.517e-4,1.801e-22,3.517e-4
492.723,1.602e-4,1.801e-22,1.602e-4
492.725,9.332e-5,1.801e-22,9.332e-5
492.728,4.047e-5,1.801e-22,4.047e-5
492.73,2.280e-5,1.802e-22,2.280e-5
492.733,9.411e-6,1.802e-22,9.411e-6
492.735,5.131e-6,1.802e-22,5.131e-6
492.738,2.015e-6,1.802e-22,2.015e-6
492.74,1.063e-6,1.802e-22,1.063e-6
492.743,3.975e-7,1.803e-22,3.975e-7
492.745,2.029e-7,1.803e-22,2.029e-7
492.748,7.219e-8,1.803e-22,7.219e-8
492.75,3.566e-8,1.803e-22,3.566e-8
492.753,1.207e-8,1.803e-22,1.207e-8
492.755,5.770e-9,1.804e-22,5.770e-9
492.758,1.860e-9,1.804e-22,1.860e-9
492.76,8.599e-10,1.804e-22,8.599e-10
492.763,2.638e-10,1.804e-22,2.638e-10
492.765,1.180e-10,1.804e-22,1.180e-10
492.768,3.446e-11,1.805e-22,3.446e-11
492.77,1.492e-11,1.805e-22,1.492e-11
492.773,4.145e-12,1.805e-22,4.145e-12
492.775,1.736e-12,1.805e-22,1.736e-12
492.778,4.591e-13,1.805e-22,4.591e-13
492.78,1.861e-13,1.806e-22,1.861e-13
492.783,4.683e-14,1.806e-22,4.683e-14
492.785,1.836e-14,1.806e-22,1.836e-14
492.788,4.400e-15,1.806e-22,4.400e-15
492.79,1.669e-15,1.806e-22,1.669e-15
492.793,3.806e-16,1.807e-22,3.806e-16
492.795,1.397e-16,1.807e-22,1.397e-16
492.798,3.032e-17,1.807e-22,3.032e-17
492.8,1.077e-17,1.807e-22,1.077e-17
492.803,2.224e-18,1.807e-22,2.224e-18
492.805,7.645e-19,1.807e-22,7.645e-19
492.808,1.503e-19,1.808e-22,1.503e-19
492.81,4.998e-20,1.808e-22,4.998e-20
492.813,9.350e-21,1.808e-22,9.350e-21
492.815,3.009e-21,1.808e-22,3.009e-21
492.818,5.357e-22,1.808e-22,5.357e-22
492.82,1.668e-22,1.809e-22,1.668e-22
492.823,2.827e-23,1.809e-22,2.827e-23
492.825,8.515e-24,1.809e-22,8.515e-24
492.828,1.373e-24,1.809e-22,1.373e-24
492.83,4.003e-25,1.809e-22,4.003e-25
492.833,6.146e-26,1.810e-22,6.146e-26
492.835,1.733e-26,1.810e-22,1.733e-26
492.838,2.532e-27,1.810e-22,2.532e-27
492.96,3.820e-27,1.820e-22,3.820e-27
492.963,2.604e-26,1.820e-22,2.604e-26
492.965,9.210e-26,1.820e-22,9.210e-26
492.968,5.976e-25,1.820e-22,5.976e-25
492.97,2.045e-24,1.820e-22,2.045e-24
492.973,1.263e-23,1.821e-22,1.263e-23
492.975,4.187e-23,1.821e-22,4.187e-23
492.978,2.462e-22,1.821e-22,2.462e-22
492.98,7.889e-22,1.821e-22,7.889e-22
492.983,4.415e-21,1.821e-22,4.415e-21
492.985,1.369e-20,1.822e-22,1.369e-20
492.988,7.295e-20,1.822e-22,7.295e-20
492.99,2.189e-19,1.822e-22,2.189e-19
492.993,1.110e-18,1.822e-22,1.110e-18
492.995,3.223e-18,1.822e-22,3.223e-18
492.998,1.556e-17,1.823e-22,1.556e-17
493,4.373e-17,1.823e-22,4.373e-17
493.003,2.010e-16,1.823e-22,2.010e-16
493.005,5.465e-16,1.823e-22,5.465e-16
493.008,2.391e-15,1.823e-22,2.391e-15
493.01,6.291e-15,1.824e-22,6.291e-15
493.013,2.620e-14,1.824e-22,2.620e-14
493.015,6.673e-14,1.824e-22,6.673e-14
493.018,2.646e-13,1.824e-22,2.646e-13
493.02,6.521e-13,1.824e-22,6.521e-13
493.023,2.462e-12,1.825e-22,2.462e-12
493.025,5.873e-12,1.825e-22,5.873e-12
493.028,2.111e-11,1.825e-22,2.111e-11
493.03,4.873e-11,1.825e-22,4.873e-11
493.033,1.668e-10,1.825e-22,1.668e-10
493.035,3.727e-10,1.826e-22,3.727e-10
493.038,1.215e-9,1.826e-22,1.215e-9
493.04,2.628e-9,1.826e-22,2.628e-9
493.043,8.159e-9,1.826e-22,8.159e-9
493.045,1.708e-8,1.826e-22,1.708e-8
493.048,5.052e-8,1.827e-22,5.052e-8
493.05,1.024e-7,1.827e-22,1.024e-7
493.053,2.886e-7,1.827e-22,2.886e-7
493.055,5.665e-7,1.827e-22,5.665e-7
493.058,1.521e-6,1.827e-22,1.521e-6
493.06,2.892e-6,1.828e-22,2.892e-6
493.063,7.401e-6,1.828e-22,7.401e-6
493.065,1.363e-5,1.828e-22,1.363e-5
493.068,3.326e-5,1.828e-22,3.326e-5
493.07,5.934e-5,1.828e-22,5.934e-5
493.073,1.381e-4,1.829e-22,1.381e-4
493.075,2.388e-4,1.829e-22,2.388e-4
493.078,5.306e-4,1.829e-22,5.306e-4
493.08,8.895e-4,1.829e-22,8.895e-4
493.083,1.887e-3,1.829e-22,1.887e-3
493.085,3.067e-3,1.830e-22,3.067e-3
493.088,6.215e-3,1.830e-22,6.215e-3
493.09,9.804e-3,1.830e-22,9.804e-3
493.093,1.899e-2,1.830e-22,1.899e-2
493.095,2.908e-2,1.830e-22,2.908e-2
493.098,5.389e-2,1.831e-22,5.389e-2
493.1,8.013e-2,1.831e-22,8.013e-2
493.103,1.422e-1,1.831e-22,1.422e-1
493.105,2.054e-1,1.831e-22,2.054e-1
493.108,3.490e-1,1.831e-22,3.490e-1
493.11,4.901e-1,1.831e-22,4.901e-1
493.113,7.984e-1,1.832e-22,7.984e-1
493.115,1.090e+0,1.832e-22,1.090e+0
493.118,1.703e+0,1.832e-22,1.703e+0
493.12,2.261e+0,1.832e-22,2.261e+0
493.123,3.389e+0,1.832e-22,3.389e+0
493.125,4.378e+0,1.833e-22,4.378e+0
493.128,6.296e+0,1.833e-22,6.296e+0
493.13,7.911e+0,1.833e-22,7.911e+0
493.133,1.091e+1,1.833e-22,1.091e+1
493.135,1.334e+1,1.833e-22,1.334e+1
493.138,1.765e+1,1.834e-22,1.765e+1
493.14,2.097e+1,1.834e-22,2.097e+1
493.143,2.660e+1,1.834e-22,2.660e+1
493.145,3.073e+1,1.834e-22,3.073e+1
493.148,3.735e+1,1.834e-22,3.735e+1
493.15,4.192e+1,1.835e-22,4.192e+1
493.153,4.878e+1,1.835e-22,4.878e+1
493.155,5.318e+1,1.835e-22,5.318e+1
493.158,5.921e+1,1.835e-22,5.921e+1
493.16,6.267e+1,1.835e-22,6.267e+1
493.162,6.553e+1,1.836e-22,6.553e+1
493.165,6.851e+1,1.836e-22,6.851e+1
493.167,6.950e+1,1.836e-22,6.950e+1
493.17,6.941e+1,1.836e-22,6.941e+1
493.172,6.829e+1,1.836e-22,6.829e+1
493.175,6.511e+1,1.837e-22,6.511e+1
493.177,6.210e+1,1.837e-22,6.210e+1
493.18,5.649e+1,1.837e-22,5.649e+1
493.182,5.222e+1,1.837e-22,5.222e+1
493.185,4.531e+1,1.837e-22,4.531e+1
493.187,4.058e+1,1.838e-22,4.058e+1
493.19,3.357e+1,1.838e-22,3.357e+1
493.192,2.912e+1,1.838e-22,2.912e+1
493.195,2.297e+1,1.838e-22,2.297e+1
493.197,1.929e+1,1.838e-22,1.929e+1
493.2,1.450e+1,1.839e-22,1.450e+1
493.202,1.179e+1,1.839e-22,1.179e+1
493.205,8.442e+0,1.839e-22,8.442e+0
493.207,6.648e+0,1.839e-22,6.648e+0
493.21,4.534e+0,1.839e-22,4.534e+0
493.212,3.456e+0,1.840e-22,3.456e+0
493.215,2.245e+0,1.840e-22,2.245e+0
493.217,1.656e+0,1.840e-22,1.656e+0
493.22,1.025e+0,1.840e-22,1.025e+0
493.222,7.318e-1,1.840e-22,7.318e-1
493.225,4.310e-1,1.841e-22,4.310e-1
493.227,2.979e-1,1.841e-22,2.979e-1
493.23,1.671e-1,1.841e-22,1.671e-1
493.232,1.118e-1,1.841e-22,1.118e-1
493.235,5.968e-2,1.841e-22,5.968e-2
493.237,3.864e-2,1.841e-22,3.864e-2
493.24,1.964e-2,1.842e-22,1.964e-2
493.242,1.231e-2,1.842e-22,1.231e-2
493.245,5.955e-3,1.842e-22,5.955e-3
493.247,3.611e-3,1.842e-22,3.611e-3
493.25,1.663e-3,1.842e-22,1.663e-3
493.252,9.760e-4,1.843e-22,9.760e-4
493.255,4.280e-4,1.843e-22,4.280e-4
493.257,2.430e-4,1.843e-22,2.430e-4
493.26,1.015e-4,1.843e-22,1.015e-4
493.262,5.574e-5,1.843e-22,5.574e-5
493.265,2.215e-5,1.844e-22,2.215e-5
493.267,1.178e-5,1.844e-22,1.178e-5
493.27,4.455e-6,1.844e-22,4.455e-6
493.272,2.292e-6,1.844e-22,2.292e-6
493.275,8.254e-7,1.844e-22,8.254e-7
493.277,4.109e-7,1.845e-22,4.109e-7
493.28,1.408e-7,1.845e-22,1.408e-7
493.282,6.786e-8,1.845e-22,6.786e-8
493.285,2.214e-8,1.845e-22,2.214e-8
493.287,1.032e-8,1.845e-22,1.032e-8
493.29,3.205e-9,1.846e-22,3.205e-9
493.292,1.446e-9,1.846e-22,1.446e-9
493.295,4.274e-10,1.846e-22,4.274e-10
493.297,1.866e-10,1.846e-22,1.866e-10
493.3,5.250e-11,1.846e-22,5.250e-11
493.302,2.217e-11,1.847e-22,2.217e-11
493.305,5.939e-12,1.847e-22,5.939e-12
493.307,2.428e-12,1.847e-22,2.428e-12
493.31,6.189e-13,1.847e-22,6.189e-13
493.312,2.448e-13,1.847e-22,2.448e-13
493.315,5.940e-14,1.848e-22,5.940e-14
493.317,2.273e-14,1.848e-22,2.273e-14
493.32,5.251e-15,1.848e-22,5.251e-15
493.322,1.945e-15,1.848e-22,1.945e-15
493.325,4.276e-16,1.848e-22,4.276e-16
493.327,1.532e-16,1.849e-22,1.532e-16
493.33,3.207e-17,1.849e-22,3.207e-17
493.332,1.112e-17,1.849e-22,1.112e-17
493.335,2.215e-18,1.849e-22,2.215e-18
493.337,7.432e-19,1.849e-22,7.432e-19
493.34,1.409e-19,1.850e-22,1.409e-19
493.342,4.576e-20,1.850e-22,4.576e-20
493.345,8.259e-21,1.850e-22,8.259e-21
493.347,2.595e-21,1.850e-22,2.595e-21
493.35,4.458e-22,1.850e-22,4.458e-22
493.352,1.355e-22,1.851e-22,1.355e-22
493.355,2.216e-23,1.851e-22,2.216e-23
493.357,6.519e-24,1.851e-22,6.519e-24
493.36,1.015e-24,1.851e-22,1.015e-24
493.362,2.889e-25,1.851e-22,2.889e-25
493.365,4.280e-26,1.852e-22,4.280e-26
493.527,9.364e-27,1.864e-22,9.364e-27
493.53,6.293e-26,1.865e-22,6.293e-26
493.532,2.204e-25,1.865e-22,2.204e-25
493.535,1.410e-24,1.865e-22,1.410e-24
493.537,4.781e-24,1.865e-22,4.781e-24
493.54,2.912e-23,1.865e-22,2.912e-23
493.542,9.553e-23,1.865e-22,9.553e-23
493.545,5.538e-22,1.866e-22,5.538e-22
493.547,1.758e-21,1.866e-22,1.758e-21
493.55,9.704e-21,1.866e-22,9.704e-21
493.552,2.981e-20,1.866e-22,2.981e-20
493.555,1.566e-19,1.866e-22,1.566e-19
493.557,4.657e-19,1.867e-22,4.657e-19
493.56,2.329e-18,1.867e-22,2.329e-18
493.562,6.702e-18,1.867e-22,6.702e-18
493.565,3.191e-17,1.867e-22,3.191e-17
493.567,8.884e-17,1.867e-22,8.884e-17
493.57,4.027e-16,1.868e-22,4.027e-16
493.572,1.085e-15,1.868e-22,1.085e-15
493.575,4.682e-15,1.868e-22,4.682e-15
493.577,1.221e-14,1.868e-22,1.221e-14
493.58,5.014e-14,1.868e-22,5.014e-14
493.582,1.265e-13,1.869e-22,1.265e-13
493.585,4.947e-13,1.869e-22,4.947e-13
493.587,1.208e-12,1.869e-22,1.208e-12
493.59,4.496e-12,1.869e-22,4.496e-12
493.592,1.062e-11,1.869e-22,1.062e-11
493.595,3.765e-11,1.870e-22,3.765e-11
493.597,8.608e-11,1.870e-22,8.608e-11
493.6,2.904e-10,1.870e-22,2.904e-10
493.602,6.426e-10,1.870e-22,6.426e-10
493.605,2.064e-9,1.870e-22,2.064e-9
493.607,4.419e-9,1.871e-22,4.419e-9
493.61,1.351e-8,1.871e-22,1.351e-8
493.612,2.799e-8,1.871e-22,2.799e-8
493.615,8.146e-8,1.871e-22,8.146e-8
493.617,1.634e-7,1.871e-22,1.634e-7
493.62,4.526e-7,1.872e-22,4.526e-7
493.622,8.782e-7,1.872e-22,8.782e-7
493.625,2.316e-6,1.872e-22,2.316e-6
493.627,4.349e-6,1.872e-22,4.349e-6
493.63,1.092e-5,1.872e-22,1.092e-5
493.632,1.984e-5,1.873e-22,1.984e-5
493.635,4.743e-5,1.873e-22,4.743e-5
493.637,8.341e-5,1.873e-22,8.341e-5
493.64,1.898e-4,1.873e-22,1.898e-4
493.642,3.230e-4,1.873e-22,3.230e-4
493.645,6.995e-4,1.874e-22,6.995e-4
493.647,1.152e-3,1.874e-22,1.152e-3
493.65,2.375e-3,1.874e-22,2.375e-3
493.652,3.786e-3,1.874e-22,3.786e-3
493.655,7.431e-3,1.874e-22,7.431e-3
493.657,1.146e-2,1.875e-22,1.146e-2
493.66,2.141e-2,1.875e-22,2.141e-2
493.662,3.196e-2,1.875e-22,3.196e-2
493.665,5.685e-2,1.875e-22,5.685e-2
493.667,8.210e-2,1.875e-22,8.210e-2
493.67,1.390e-1,1.876e-22,1.390e-1
493.672,1.943e-1,1.876e-22,1.943e-1
493.675,3.133e-1,1.876e-22,3.133e-1
493.677,4.237e-1,1.876e-22,4.237e-1
493.68,6.502e-1,1.876e-22,6.502e-1
493.682,8.509e-1,1.876e-22,8.509e-1
493.685,1.243e+0,1.877e-22,1.243e+0
493.687,1.575e+0,1.877e-22,1.575e+0
493.69,2.190e+0,1.877e-22,2.190e+0
493.692,2.684e+0,1.877e-22,2.684e+0
493.695,3.553e+0,1.878e-22,3.553e+0
493.697,4.214e+0,1.878e-22,4.214e+0
493.7,5.312e+0,1.878e-22,5.312e+0
493.702,6.097e+0,1.878e-22,6.097e+0
493.705,7.315e+0,1.878e-22,7.315e+0
493.707,8.125e+0,1.878e-22,8.125e+0
493.71,9.280e+0,1.879e-22,9.280e+0
493.712,9.974e+0,1.879e-22,9.974e+0
493.715,1.084e+1,1.879e-22,1.084e+1
493.717,1.128e+1,1.879e-22,1.128e+1
493.72,1.168e+1,1.879e-22,1.168e+1
493.722,1.175e+1,1.880e-22,1.175e+1
493.725,1.158e+1,1.880e-22,1.158e+1
493.727,1.128e+1,1.880e-22,1.128e+1
493.73,1.058e+1,1.880e-22,1.058e+1
493.732,9.974e+0,1.880e-22,9.974e+0
493.735,8.907e+0,1.881e-22,8.907e+0
493.737,8.125e+0,1.881e-22,8.125e+0
493.74,6.906e+0,1.881e-22,6.906e+0
493.742,6.097e+0,1.881e-22,6.097e+0
493.745,4.934e+0,1.881e-22,4.934e+0
493.747,4.214e+0,1.882e-22,4.214e+0
493.75,3.247e+0,1.882e-22,3.247e+0
493.752,2.684e+0,1.882e-22,2.684e+0
493.755,1.968e+0,1.882e-22,1.968e+0
493.757,1.575e+0,1.882e-22,1.575e+0
493.76,1.099e+0,1.883e-22,1.099e+0
493.762,8.509e-1,1.883e-22,8.509e-1
493.765,5.655e-1,1.883e-22,5.655e-1
493.767,4.237e-1,1.883e-22,4.237e-1
493.77,2.680e-1,1.883e-22,2.680e-1
493.772,1.943e-1,1.884e-22,1.943e-1
493.775,1.170e-1,1.884e-22,1.170e-1
493.777,8.210e-2,1.884e-22,8.210e-2
493.78,4.707e-2,1.884e-22,4.707e-2
493.782,3.196e-2,1.884e-22,3.196e-2
493.785,1.744e-2,1.885e-22,1.744e-2
493.787,1.146e-2,1.885e-22,1.146e-2
493.79,5.954e-3,1.885e-22,5.954e-3
493.792,3.786e-3,1.885e-22,3.786e-3
493.795,1.872e-3,1.885e-22,1.872e-3
493.797,1.152e-3,1.886e-22,1.152e-3
493.8,5.424e-4,1.886e-22,5.424e-4
493.802,3.230e-4,1.886e-22,3.230e-4
493.805,1.448e-4,1.886e-22,1.448e-4
493.807,8.341e-5,1.886e-22,8.341e-5
493.81,3.559e-5,1.887e-22,3.559e-5
493.812,1.984e-5,1.887e-22,1.984e-5
493.815,8.061e-6,1.887e-22,8.061e-6
493.817,4.349e-6,1.887e-22,4.349e-6
493.82,1.682e-6,1.887e-22,1.682e-6
493.822,8.782e-7,1.888e-22,8.782e-7
493.825,3.233e-7,1.888e-22,3.233e-7
493.827,1.634e-7,1.888e-22,1.634e-7
493.83,5.725e-8,1.888e-22,5.725e-8
493.832,2.799e-8,1.888e-22,2.799e-8
493.835,9.338e-9,1.889e-22,9.338e-9
493.837,4.419e-9,1.889e-22,4.419e-9
493.84,1.403e-9,1.889e-22,1.403e-9
493.842,6.426e-10,1.889e-22,6.426e-10
493.845,1.943e-10,1.889e-22,1.943e-10
493.847,8.608e-11,1.889e-22,8.608e-11
493.85,2.477e-11,1.890e-22,2.477e-11
493.852,1.062e-11,1.890e-22,1.062e-11
493.855,2.911e-12,1.890e-22,2.911e-12
493.857,1.208e-12,1.890e-22,1.208e-12
493.86,3.150e-13,1.890e-22,3.150e-13
493.862,1.265e-13,1.891e-22,1.265e-13
493.865,3.141e-14,1.891e-22,3.141e-14
493.867,1.221e-14,1.891e-22,1.221e-14
493.87,2.885e-15,1.891e-22,2.885e-15
493.872,1.085e-15,1.891e-22,1.085e-15
493.875,2.441e-16,1.892e-22,2.441e-16
493.877,8.884e-17,1.892e-22,8.884e-17
493.879,3.191e-17,1.892e-22,3.191e-17
493.882,6.702e-18,1.892e-22,6.702e-18
493.884,2.329e-18,1.892e-22,2.329e-18
493.887,4.657e-19,1.893e-22,4.657e-19
493.889,1.566e-19,1.893e-22,1.566e-19
493.892,2.981e-20,1.893e-22,2.981e-20
493.894,9.704e-21,1.893e-22,9.704e-21
493.897,1.758e-21,1.893e-22,1.758e-21
493.899,5.538e-22,1.894e-22,5.538e-22
493.902,9.553e-23,1.894e-22,9.553e-23
493.904,2.912e-23,1.894e-22,2.912e-23
493.907,4.781e-24,1.894e-22,4.781e-24
493.909,1.410e-24,1.894e-22,1.410e-24
493.912,2.204e-25,1.895e-22,2.204e-25
493.914,6.293e-26,1.895e-22,6.293e-26
493.917,9.364e-27,1.895e-22,9.364e-27
495.176,4.709e-26,1.994e-22,4.709e-26
495.179,3.155e-25,1.994e-22,3.155e-25
495.181,1.103e-24,1.994e-22,1.103e-24
495.184,7.041e-24,1.995e-22,7.041e-24
495.186,2.383e-23,1.995e-22,2.383e-23
495.189,1.448e-22,1.995e-22,1.448e-22
495.191,4.744e-22,1.995e-22,4.744e-22
495.194,2.745e-21,1.995e-22,2.745e-21
495.196,8.705e-21,1.996e-22,8.705e-21
495.199,4.797e-20,1.996e-22,4.797e-20
495.201,1.472e-19,1.996e-22,1.472e-19
495.204,7.726e-19,1.996e-22,7.726e-19
495.206,2.295e-18,1.996e-22,2.295e-18
495.209,1.147e-17,1.997e-22,1.147e-17
495.211,3.298e-17,1.997e-22,3.298e-17
495.214,1.570e-16,1.997e-22,1.570e-16
495.216,4.369e-16,1.997e-22,4.369e-16
495.219,1.980e-15,1.997e-22,1.980e-15
495.221,5.333e-15,1.998e-22,5.333e-15
495.224,2.301e-14,1.998e-22,2.301e-14
495.226,6.001e-14,1.998e-22,6.001e-14
495.229,2.466e-13,1.998e-22,2.466e-13
495.231,6.224e-13,1.998e-22,6.224e-13
495.234,2.436e-12,1.999e-22,2.436e-12
495.236,5.951e-12,1.999e-22,5.951e-12
495.239,2.217e-11,1.999e-22,2.217e-11
495.241,5.244e-11,1.999e-22,5.244e-11
495.244,1.861e-10,1.999e-22,1.861e-10
495.246,4.259e-10,2.000e-22,4.259e-10
495.249,1.439e-9,2.000e-22,1.439e-9
495.251,3.188e-9,2.000e-22,3.188e-9
495.254,1.026e-8,2.000e-22,1.026e-8
495.256,2.200e-8,2.000e-22,2.200e-8
495.259,6.742e-8,2.001e-22,6.742e-8
495.261,1.399e-7,2.001e-22,1.399e-7
495.264,4.083e-7,2.001e-22,4.083e-7
495.266,8.204e-7,2.001e-22,8.204e-7
495.269,2.280e-6,2.001e-22,2.280e-6
495.271,4.433e-6,2.002e-22,4.433e-6
495.274,1.173e-5,2.002e-22,1.173e-5
495.276,2.208e-5,2.002e-22,2.208e-5
495.279,5.564e-5,2.002e-22,5.564e-5
495.281,1.014e-4,2.002e-22,1.014e-4
495.284,2.433e-4,2.003e-22,2.433e-4
495.286,4.290e-4,2.003e-22,4.290e-4
495.289,9.802e-4,2.003e-22,9.802e-4
495.291,1.673e-3,2.003e-22,1.673e-3
495.294,3.641e-3,2.003e-22,3.641e-3
495.296,6.015e-3,2.004e-22,6.015e-3
495.299,1.246e-2,2.004e-22,1.246e-2
495.301,1.993e-2,2.004e-22,1.993e-2
495.304,3.933e-2,2.004e-22,3.933e-2
495.306,6.088e-2,2.004e-22,6.088e-2
495.308,9.301e-2,2.004e-22,9.301e-2
495.311,1.714e-1,2.005e-22,1.714e-1
495.313,2.534e-1,2.005e-22,2.534e-1
495.316,4.448e-1,2.005e-22,4.448e-1
495.318,6.366e-1,2.005e-22,6.366e-1
495.321,1.064e+0,2.005e-22,1.064e+0
495.323,1.474e+0,2.006e-22,1.474e+0
495.326,2.345e+0,2.006e-22,2.345e+0
495.328,3.145e+0,2.006e-22,3.145e+0
495.331,4.766e+0,2.006e-22,4.766e+0
495.333,6.186e+0,2.006e-22,6.186e+0
495.336,8.927e+0,2.007e-22,8.927e+0
495.338,1.121e+1,2.007e-22,1.121e+1
495.341,1.541e+1,2.007e-22,1.541e+1
495.343,1.874e+1,2.007e-22,1.874e+1
495.346,2.452e+1,2.007e-22,2.452e+1
495.348,2.887e+1,2.008e-22,2.887e+1
495.351,3.597e+1,2.008e-22,3.597e+1
495.353,4.098e+1,2.008e-22,4.098e+1
495.356,4.863e+1,2.008e-22,4.863e+1
495.358,5.363e+1,2.008e-22,5.363e+1
495.361,6.060e+1,2.009e-22,6.060e+1
495.363,6.468e+1,2.009e-22,6.468e+1
495.366,6.961e+1,2.009e-22,6.961e+1
495.368,7.191e+1,2.009e-22,7.191e+1
495.371,7.369e+1,2.009e-22,7.369e+1
495.373,7.369e+1,2.010e-22,7.369e+1
495.376,7.191e+1,2.010e-22,7.191e+1
495.378,6.961e+1,2.010e-22,6.961e+1
495.381,6.468e+1,2.010e-22,6.468e+1
495.383,6.060e+1,2.010e-22,6.060e+1
495.386,5.363e+1,2.011e-22,5.363e+1
495.388,4.863e+1,2.011e-22,4.863e+1
495.391,4.098e+1,2.011e-22,4.098e+1
