Wavelength (nm),Sum(calc),Cu I (2.9e-1),Cu II (7.1e-1)
221.852,1.100e+3,7.022e-40,1.100e+3
221.855,9.724e+2,7.027e-40,9.724e+2
221.857,8.264e+2,7.030e-40,8.264e+2
221.86,5.732e+2,7.034e-40,5.732e+2
221.862,4.141e+2,7.037e-40,4.141e+2
221.865,2.251e+2,7.042e-40,2.251e+2
221.867,1.382e+2,7.045e-40,1.382e+2
221.87,5.889e+1,7.050e-40,5.889e+1
221.872,3.074e+1,7.053e-40,3.074e+1
221.875,1.026e+1,7.057e-40,1.026e+1
221.877,4.552e+0,7.060e-40,4.552e+0
221.88,1.191e+0,7.065e-40,1.191e+0
221.882,4.491e-1,7.068e-40,4.491e-1
221.885,9.206e-2,7.073e-40,9.206e-2
221.887,2.951e-2,7.076e-40,2.951e-2
221.89,4.740e-3,7.080e-40,4.740e-3
221.892,1.291e-3,7.083e-40,1.291e-3
221.895,1.626e-4,7.088e-40,1.626e-4
221.897,3.764e-5,7.091e-40,3.764e-5
221.9,3.713e-6,7.095e-40,3.713e-6
221.902,7.309e-7,7.098e-40,7.309e-7
221.905,5.650e-8,7.103e-40,5.650e-8
221.907,9.452e-9,7.106e-40,9.452e-9
221.91,5.726e-10,7.111e-40,5.726e-10
221.912,8.142e-11,7.114e-40,8.142e-11
221.915,3.865e-12,7.118e-40,3.865e-12
221.917,4.672e-13,7.121e-40,4.672e-13
221.92,1.738e-14,7.126e-40,1.738e-14
221.922,1.785e-15,7.129e-40,1.785e-15
221.925,5.204e-17,7.133e-40,5.204e-17
221.927,4.544e-18,7.136e-40,4.544e-18
221.93,1.038e-19,7.141e-40,1.038e-19
221.932,7.705e-21,7.144e-40,7.705e-21
221.935,1.379e-22,7.149e-40,1.379e-22
221.937,8.701e-24,7.152e-40,8.701e-24
221.94,1.221e-25,7.156e-40,1.221e-25
221.942,6.545e-27,7.159e-40,6.545e-27
221.945,7.195e-29,7.164e-40,7.195e-29
221.947,3.279e-30,7.167e-40,3.279e-30
221.95,2.825e-32,7.171e-40,2.825e-32
221.952,1.094e-33,7.175e-40,1.094e-33
221.955,7.387e-36,7.179e-40,7.387e-36
221.957,2.433e-37,7.182e-40,2.433e-37
221.96,1.287e-39,7.187e-40,1.287e-39
221.962,3.602e-41,7.190e-40,3.602e-41
221.965,1.493e-43,7.194e-40,1.493e-43
222.354,1.992e-44,7.786e-40,1.992e-44
222.357,4.894e-42,7.791e-40,4.894e-42
222.359,1.771e-40,7.794e-40,1.771e-40
222.362,3.413e-38,7.799e-40,3.413e-38
222.364,1.050e-36,7.802e-40,1.050e-36
222.367,1.589e-34,7.806e-40,1.589e-34
222.369,4.160e-33,7.809e-40,4.160e-33
222.372,4.937e-31,7.814e-40,4.937e-31
222.374,1.100e-29,7.817e-40,1.100e-29
222.377,1.024e-27,7.822e-40,1.024e-27
222.379,1.941e-26,7.825e-40,1.941e-26
222.382,1.419e-24,7.829e-40,1.419e-24
222.384,2.287e-23,7.832e-40,2.287e-23
222.387,1.312e-21,7.837e-40,1.312e-21
222.389,1.799e-20,7.840e-40,1.799e-20
222.392,8.095e-19,7.844e-40,8.095e-19
222.394,9.446e-18,7.847e-40,9.446e-18
222.397,3.335e-16,7.852e-40,3.335e-16
222.399,3.311e-15,7.855e-40,3.311e-15
222.402,9.175e-14,7.860e-40,9.175e-14
222.404,7.749e-13,7.863e-40,7.749e-13
222.407,1.685e-11,7.867e-40,1.685e-11
222.409,1.211e-10,7.870e-40,1.211e-10
222.412,2.065e-9,7.875e-40,2.065e-9
222.414,1.262e-8,7.878e-40,1.262e-8
222.417,1.690e-7,7.882e-40,1.690e-7
222.419,8.789e-7,7.885e-40,8.789e-7
222.422,9.233e-6,7.890e-40,9.233e-6
222.424,4.085e-5,7.893e-40,4.085e-5
222.427,3.367e-4,7.898e-40,3.367e-4
222.429,1.267e-3,7.901e-40,1.267e-3
222.432,8.199e-3,7.905e-40,8.199e-3
222.434,2.625e-2,7.908e-40,2.625e-2
222.437,1.333e-1,7.913e-40,1.333e-1
222.439,3.630e-1,7.916e-40,3.630e-1
222.442,1.446e+0,7.920e-40,1.446e+0
222.444,3.351e+0,7.924e-40,3.351e+0
222.447,1.047e+1,7.928e-40,1.047e+1
222.449,2.065e+1,7.931e-40,2.065e+1
222.452,5.064e+1,7.936e-40,5.064e+1
222.454,8.495e+1,7.939e-40,8.495e+1
222.457,1.635e+2,7.943e-40,1.635e+2
222.459,2.333e+2,2.958e-38,2.333e+2
222.462,3.523e+2,5.957e-36,3.523e+2
222.464,4.277e+2,1.888e-34,4.277e+2
222.467,5.068e+2,2.983e-32,5.068e+2
222.469,5.235e+2,8.044e-31,5.235e+2
222.472,4.868e+2,9.977e-29,4.868e+2
222.474,4.277e+2,2.289e-27,4.277e+2
222.477,3.121e+2,2.228e-25,3.121e+2
222.479,2.333e+2,4.350e-24,2.333e+2
222.482,1.336e+2,3.324e-22,1.336e+2
222.484,8.495e+1,5.521e-21,8.495e+1
222.487,3.817e+1,3.311e-19,3.817e+1
222.489,2.065e+1,4.679e-18,2.065e+1
222.492,7.280e+0,2.203e-16,7.280e+0
222.494,3.351e+0,2.649e-15,3.351e+0
222.497,9.270e-1,9.785e-14,9.270e-1
222.499,3.630e-1,1.001e-12,3.630e-1
222.502,7.880e-2,2.903e-11,7.880e-2
222.504,2.625e-2,2.527e-10,2.625e-2
222.507,4.472e-3,5.752e-9,4.472e-3
222.509,1.268e-3,4.261e-8,1.267e-3
222.512,1.702e-4,7.610e-7,1.694e-4
222.514,4.565e-5,4.797e-6,4.085e-5
222.517,7.153e-5,6.725e-5,4.285e-6
222.519,3.615e-4,3.606e-4,8.789e-7
222.522,3.968e-3,3.968e-3,7.234e-8
222.524,1.811e-2,1.811e-2,1.262e-8
222.527,1.564e-1,1.564e-1,8.153e-10
222.529,6.072e-1,6.072e-1,1.211e-10
222.532,4.116e+0,4.116e+0,6.135e-12
222.534,1.360e+1,1.360e+1,7.749e-13
222.537,7.234e+1,7.234e+1,3.081e-14
222.539,2.033e+2,2.033e+2,3.311e-15
222.542,8.490e+2,8.490e+2,1.033e-16
222.544,2.031e+3,2.031e+3,9.446e-18
222.547,6.655e+3,6.655e+3,2.313e-19
222.549,1.354e+4,1.354e+4,1.799e-20
222.552,3.484e+4,3.484e+4,3.456e-22
222.554,6.033e+4,6.033e+4,2.287e-23
222.557,1.218e+5,1.218e+5,3.448e-25
222.559,1.794e+5,1.794e+5,1.941e-26
222.562,2.843e+5,2.843e+5,2.296e-28
222.564,3.565e+5,3.565e+5,1.100e-29
222.567,4.433e+5,4.433e+5,1.021e-31
222.569,4.729e+5,4.729e+5,4.160e-33
222.572,4.616e+5,4.616e+5,3.099e-35
222.574,4.189e+5,4.189e+5,2.139e-35
222.577,3.209e+5,3.209e+5,2.904e-33
222.579,2.479e+5,2.479e+5,7.318e-32
222.582,1.490e+5,1.490e+5,8.201e-30
222.584,9.793e+4,9.793e+4,1.759e-28
222.587,4.622e+4,4.622e+4,1.547e-26
222.589,2.584e+4,2.584e+4,2.823e-25
222.592,9.571e+3,9.571e+3,1.950e-23
222.594,4.553e+3,4.553e+3,3.028e-22
222.597,1.324e+3,1.324e+3,1.642e-20
222.599,5.358e+2,5.358e+2,2.170e-19
222.602,1.223e+2,1.223e+2,9.238e-18
222.604,4.211e+1,4.211e+1,1.039e-16
222.607,7.541e+0,7.541e+0,3.472e-15
222.609,2.210e+0,2.210e+0,3.323e-14
222.612,3.106e-1,3.106e-1,8.718e-13
222.614,7.746e-2,7.746e-2,7.100e-12
222.617,8.546e-3,8.546e-3,1.462e-10
222.619,1.813e-3,1.813e-3,1.014e-9
222.622,1.570e-4,1.570e-4,1.639e-8
222.624,2.844e-5,2.834e-5,9.667e-8
222.627,3.153e-6,1.926e-6,1.227e-6
222.629,6.455e-6,2.959e-7,6.159e-6
222.632,6.139e-5,1.578e-8,6.138e-5
222.634,2.622e-4,2.063e-9,2.622e-4
222.637,2.051e-3,8.635e-11,2.051e-3
222.639,7.456e-3,9.603e-12,7.456e-3
222.642,4.579e-2,3.155e-13,4.579e-2
222.644,1.417e-1,2.986e-14,1.417e-1
222.647,6.830e-1,7.700e-16,6.830e-1
222.649,1.798e+0,6.199e-17,1.798e+0
222.652,6.806e+0,1.255e-18,6.806e+0
222.654,1.525e+1,8.596e-20,1.525e+1
222.657,4.531e+1,1.366e-21,4.531e+1
222.659,8.639e+1,7.960e-23,8.639e+1
222.662,2.015e+2,9.925e-25,2.015e+2
222.664,3.270e+2,4.923e-26,3.270e+2
222.667,5.988e+2,4.818e-28,5.988e+2
222.669,8.268e+2,2.033e-29,8.268e+2
222.672,1.189e+3,1.562e-31,1.189e+3
222.674,1.397e+3,5.608e-33,1.397e+3
222.677,1.577e+3,3.380e-35,1.577e+3
222.679,1.577e+3,1.033e-36,1.577e+3
222.682,1.397e+3,4.887e-39,1.397e+3
222.684,1.189e+3,1.270e-40,1.189e+3
222.687,8.268e+2,1.268e-40,8.268e+2
222.689,5.988e+2,1.267e-40,5.988e+2
222.692,3.270e+2,1.264e-40,3.270e+2
222.694,2.015e+2,1.263e-40,2.015e+2
222.697,8.639e+1,1.260e-40,8.639e+1
222.699,4.531e+1,1.259e-40,4.531e+1
222.702,1.525e+1,1.257e-40,1.525e+1
222.704,6.806e+0,1.255e-40,6.806e+0
222.707,1.798e+0,1.253e-40,1.798e+0
222.709,6.830e-1,1.251e-40,6.830e-1
222.712,1.417e-1,1.249e-40,1.417e-1
222.714,4.579e-2,1.247e-40,4.579e-2
222.717,7.456e-3,1.245e-40,7.456e-3
222.719,2.051e-3,1.243e-40,2.051e-3
222.722,2.622e-4,1.241e-40,2.622e-4
222.724,6.138e-5,1.240e-40,6.138e-5
222.727,6.159e-6,1.237e-40,6.159e-6
222.729,1.227e-6,1.236e-40,1.227e-6
222.732,9.667e-8,1.233e-40,9.667e-8
222.734,1.639e-8,1.232e-40,1.639e-8
222.737,1.014e-9,1.230e-40,1.014e-9
222.739,1.462e-10,1.228e-40,1.462e-10
222.742,7.100e-12,1.226e-40,7.100e-12
222.744,8.718e-13,1.224e-40,8.718e-13
222.747,3.323e-14,1.222e-40,3.323e-14
222.749,3.472e-15,1.220e-40,3.472e-15
222.752,1.039e-16,1.218e-40,1.039e-16
222.754,9.238e-18,1.216e-40,9.238e-18
222.757,2.170e-19,1.214e-40,2.170e-19
222.759,1.642e-20,1.213e-40,1.642e-20
222.762,3.028e-22,1.210e-40,3.028e-22
222.764,1.950e-23,1.209e-40,1.950e-23
222.767,2.823e-25,1.206e-40,2.823e-25
222.769,1.547e-26,1.205e-40,1.547e-26
222.772,1.759e-28,1.203e-40,1.759e-28
222.774,8.201e-30,1.201e-40,8.201e-30
222.777,7.318e-32,1.199e-40,7.318e-32
222.779,2.911e-33,1.197e-40,2.911e-33
222.782,1.147e-33,1.195e-40,1.147e-33
222.784,3.211e-32,1.193e-40,3.211e-32
222.787,4.327e-30,1.191e-40,4.327e-30
222.789,1.050e-28,1.190e-40,1.050e-28
222.792,1.111e-26,1.187e-40,1.111e-26
222.794,2.293e-25,1.186e-40,2.293e-25
222.797,1.906e-23,1.183e-40,1.906e-23
222.799,3.350e-22,1.182e-40,3.350e-22
222.802,2.188e-20,1.179e-40,2.188e-20
222.804,3.273e-19,1.178e-40,3.273e-19
222.807,1.678e-17,1.176e-40,1.678e-17
222.809,2.137e-16,1.174e-40,2.137e-16
222.812,8.608e-15,1.172e-40,8.608e-15
222.814,9.332e-14,1.170e-40,9.332e-14
222.817,2.952e-12,1.168e-40,2.952e-12
222.819,2.724e-11,1.166e-40,2.724e-11
222.822,6.768e-10,1.164e-40,6.768e-10
222.824,5.317e-9,1.163e-40,5.317e-9
222.827,1.038e-7,1.160e-40,1.038e-7
222.829,6.939e-7,1.159e-40,6.939e-7
222.832,1.063e-5,1.156e-40,1.063e-5
222.834,6.054e-5,1.155e-40,6.054e-5
222.837,7.287e-4,1.153e-40,7.287e-4
222.839,3.531e-3,1.151e-40,3.531e-3
222.842,3.338e-2,1.149e-40,3.338e-2
222.844,1.377e-1,1.147e-40,1.377e-1
222.847,1.023e+0,1.145e-40,1.023e+0
222.849,3.591e+0,1.143e-40,3.591e+0
222.852,2.094e+1,1.141e-40,2.094e+1
222.854,6.260e+1,1.139e-40,6.260e+1
222.857,2.867e+2,1.137e-40,2.867e+2
222.859,7.297e+2,1.136e-40,7.297e+2
222.862,2.625e+3,1.133e-40,2.625e+3
222.864,5.686e+3,1.132e-40,5.686e+3
222.867,1.607e+4,1.129e-40,1.607e+4
222.869,2.963e+4,1.128e-40,2.963e+4
222.872,6.574e+4,1.126e-40,6.574e+4
222.874,1.032e+5,1.124e-40,1.032e+5
222.877,1.799e+5,1.122e-40,1.799e+5
222.879,2.403e+5,1.120e-40,2.403e+5
222.882,3.290e+5,1.118e-40,3.290e+5
222.884,3.743e+5,1.116e-40,3.743e+5
222.887,4.024e+5,1.114e-40,4.024e+5
222.889,3.896e+5,1.112e-40,3.896e+5
222.892,3.290e+5,1.110e-40,3.290e+5
222.894,2.712e+5,1.109e-40,2.712e+5
222.897,1.799e+5,1.106e-40,1.799e+5
222.899,1.262e+5,1.105e-40,1.262e+5
222.902,6.574e+4,1.102e-40,6.574e+4
222.904,3.927e+4,1.101e-40,3.927e+4
222.907,1.607e+4,1.099e-40,1.607e+4
222.909,8.169e+3,1.097e-40,8.169e+3
222.912,2.625e+3,1.095e-40,2.625e+3
222.914,1.136e+3,1.093e-40,1.136e+3
222.917,2.867e+2,1.091e-40,2.867e+2
222.919,1.057e+2,1.089e-40,1.057e+2
222.922,2.094e+1,1.087e-40,2.094e+1
222.924,6.569e+0,1.085e-40,6.569e+0
222.927,1.023e+0,1.083e-40,1.023e+0
222.929,2.730e-1,1.082e-40,2.730e-1
222.932,3.338e-2,1.079e-40,3.338e-2
222.934,7.589e-3,1.078e-40,7.589e-3
222.937,7.432e-4,1.075e-40,7.432e-4
222.939,2.067e-4,1.074e-40,2.067e-4
222.942,5.736e-4,1.072e-40,5.736e-4
222.944,2.177e-3,1.070e-40,2.177e-3
222.947,1.464e-2,1.068e-40,1.464e-2
222.949,4.814e-2,1.066e-40,4.814e-2
222.952,2.545e-1,1.064e-40,2.545e-1
222.954,7.127e-1,1.062e-40,7.127e-1
222.957,2.960e+0,1.060e-40,2.960e+0
222.959,7.058e+0,1.058e-40,7.058e+0
222.962,2.303e+1,1.056e-40,2.303e+1
222.964,4.674e+1,1.055e-40,4.674e+1
222.967,1.198e+2,1.052e-40,1.198e+2
222.969,2.070e+2,1.051e-40,2.070e+2
222.972,4.169e+2,1.048e-40,4.169e+2
222.974,6.133e+2,1.047e-40,6.133e+2
222.977,9.701e+2,1.045e-40,9.701e+2
222.979,1.215e+3,1.043e-40,1.215e+3
222.982,1.510e+3,1.041e-40,1.510e+3
222.984,1.611e+3,1.039e-40,1.611e+3
222.987,1.573e+3,1.037e-40,1.573e+3
222.989,1.430e+3,1.035e-40,1.430e+3
222.992,1.102e+3,1.033e-40,1.102e+3
222.994,8.605e+2,1.031e-40,8.605e+2
222.996,6.407e+2,1.030e-40,6.407e+2
222.999,3.992e+2,1.028e-40,3.992e+2
223.001,3.103e+2,1.026e-40,3.103e+2
223.004,2.778e+2,1.024e-40,2.778e+2
223.006,3.072e+2,1.022e-40,3.072e+2
223.009,3.899e+2,1.020e-40,3.899e+2
223.011,4.466e+2,1.018e-40,4.466e+2
223.014,4.984e+2,1.016e-40,4.984e+2
223.016,4.984e+2,1.015e-40,4.984e+2
223.019,4.457e+2,1.012e-40,4.457e+2
223.021,3.860e+2,1.011e-40,3.860e+2
223.024,2.883e+2,1.008e-40,2.883e+2
223.026,2.340e+2,1.007e-40,2.340e+2
223.029,1.859e+2,1.005e-40,1.859e+2
223.031,1.778e+2,1.003e-40,1.778e+2
223.034,1.911e+2,1.001e-40,1.911e+2
223.036,2.067e+2,9.991e-41,2.067e+2
223.039,2.218e+2,9.968e-41,2.218e+2
223.041,2.191e+2,9.953e-41,2.191e+2
223.044,1.929e+2,9.930e-41,1.929e+2
223.046,1.639e+2,9.914e-41,1.639e+2
223.049,1.141e+2,9.891e-41,1.141e+2
223.051,8.267e+1,9.876e-41,8.267e+1
223.054,4.523e+1,9.852e-41,4.523e+1
223.056,2.792e+1,9.837e-41,2.792e+1
223.059,1.203e+1,9.814e-41,1.203e+1
223.061,6.393e+0,9.799e-41,6.393e+0
223.064,2.542e+0,9.775e-41,2.542e+0
223.066,2.034e+0,9.760e-41,2.034e+0
223.069,4.325e+0,9.737e-41,4.325e+0
223.071,9.192e+0,9.721e-41,9.192e+0
223.074,2.694e+1,9.698e-41,2.694e+1
223.076,5.120e+1,9.683e-41,5.120e+1
223.079,1.191e+2,9.660e-41,1.191e+2
223.081,1.928e+2,9.644e-41,1.928e+2
223.084,3.523e+2,9.621e-41,3.523e+2
223.086,4.859e+2,9.606e-41,4.859e+2
223.089,6.976e+2,9.583e-41,6.976e+2
223.091,8.192e+2,9.567e-41,8.192e+2
223.094,9.242e+2,9.544e-41,9.242e+2
223.096,9.242e+2,9.529e-41,9.242e+2
223.099,8.192e+2,9.506e-41,8.192e+2
223.101,6.976e+2,9.490e-41,6.976e+2
223.104,4.859e+2,9.467e-41,4.859e+2
223.106,3.523e+2,9.452e-41,3.523e+2
223.109,1.928e+2,9.429e-41,1.928e+2
223.111,1.191e+2,9.413e-41,1.191e+2
223.114,5.120e+1,9.390e-41,5.120e+1
223.116,2.692e+1,9.375e-41,2.692e+1
223.119,9.099e+0,9.351e-41,9.099e+0
223.121,4.084e+0,9.336e-41,4.084e+0
223.124,1.146e+0,9.313e-41,1.146e+0
223.126,5.982e-1,9.297e-41,5.982e-1
223.129,8.950e-1,9.274e-41,8.950e-1
223.131,2.017e+0,9.259e-41,2.017e+0
223.134,6.803e+0,9.236e-41,6.803e+0
223.136,1.423e+1,9.220e-41,1.423e+1
223.139,3.823e+1,9.197e-41,3.823e+1
223.141,6.816e+1,9.182e-41,6.816e+1
223.144,1.439e+2,9.159e-41,1.439e+2
223.146,2.184e+2,9.143e-41,2.184e+2
223.149,3.623e+2,9.120e-41,3.623e+2
223.151,4.685e+2,9.105e-41,4.685e+2
223.154,6.107e+2,9.082e-41,6.107e+2
223.156,6.725e+2,9.066e-41,6.725e+2
223.159,6.889e+2,9.043e-41,6.889e+2
223.161,6.461e+2,9.028e-41,6.461e+2
223.164,5.201e+2,9.005e-41,5.201e+2
223.166,4.154e+2,8.989e-41,4.154e+2
223.169,2.628e+2,8.966e-41,2.628e+2
223.171,1.787e+2,8.951e-41,1.787e+2
223.174,8.885e+1,8.927e-41,8.885e+1
223.176,5.146e+1,8.912e-41,5.146e+1
223.179,2.011e+1,8.889e-41,2.011e+1
223.181,9.916e+0,8.874e-41,9.916e+0
223.184,3.045e+0,8.850e-41,3.045e+0
223.186,1.279e+0,8.835e-41,1.279e+0
223.189,3.086e-1,8.812e-41,3.086e-1
223.191,1.104e-1,8.796e-41,1.104e-1
223.194,2.093e-2,8.773e-41,2.093e-2
223.196,6.375e-3,8.758e-41,6.375e-3
223.199,9.501e-4,8.735e-41,9.501e-4
223.201,2.465e-4,8.719e-41,2.465e-4
223.204,2.886e-5,8.696e-41,2.886e-5
223.206,6.376e-6,8.681e-41,6.376e-6
223.209,5.868e-7,8.658e-41,5.868e-7
223.211,1.104e-7,8.642e-41,1.104e-7
223.214,7.984e-9,8.619e-41,7.984e-9
223.216,1.279e-9,8.604e-41,1.279e-9
223.219,7.270e-11,8.581e-41,7.270e-11
223.221,9.919e-12,8.565e-41,9.919e-12
223.224,4.431e-13,8.542e-41,4.431e-13
223.226,5.147e-14,8.527e-41,5.147e-14
223.229,1.807e-15,8.504e-41,1.807e-15
223.231,1.788e-16,8.488e-41,1.788e-16
223.234,4.932e-18,8.465e-41,4.932e-18
223.236,4.155e-19,8.450e-41,4.155e-19
223.239,9.009e-21,8.426e-41,9.009e-21
223.241,6.464e-22,8.411e-41,6.464e-22
223.244,1.101e-23,8.388e-41,1.101e-23
223.246,6.729e-25,8.372e-41,6.729e-25
223.249,9.010e-27,8.349e-41,9.010e-27
223.251,4.688e-28,8.334e-41,4.688e-28
223.254,4.933e-30,8.311e-41,4.933e-30
223.256,2.186e-31,8.295e-41,2.186e-31
223.259,1.808e-33,8.272e-41,1.808e-33
223.261,6.822e-35,8.257e-41,6.822e-35
223.264,4.433e-37,8.234e-41,4.433e-37
223.266,1.425e-38,8.218e-41,1.425e-38
223.269,7.275e-41,8.195e-41,7.275e-41
223.271,1.991e-42,8.180e-41,1.991e-42
224.146,4.500e-41,1.435e-41,4.500e-41
224.148,1.746e-39,1.420e-41,1.746e-39
224.151,3.747e-37,1.397e-41,3.747e-37
224.153,1.240e-35,1.381e-41,1.240e-35
224.156,2.096e-33,1.358e-41,2.096e-33
224.158,5.916e-32,1.343e-41,5.916e-32
224.161,7.876e-30,1.319e-41,7.876e-30
224.163,1.897e-28,1.304e-41,1.897e-28
224.166,1.989e-26,1.281e-41,1.989e-26
224.168,4.085e-25,1.265e-41,4.085e-25
224.171,3.374e-23,1.242e-41,3.374e-23
224.173,5.911e-22,1.227e-41,5.911e-22
224.176,3.846e-20,1.204e-41,3.846e-20
224.178,5.747e-19,1.188e-41,5.747e-19
224.181,2.946e-17,1.165e-41,2.946e-17
224.183,3.754e-16,1.150e-41,3.754e-16
224.186,1.516e-14,1.127e-41,1.516e-14
224.188,1.648e-13,1.111e-41,1.648e-13
224.191,5.241e-12,1.088e-41,5.241e-12
224.193,4.859e-11,1.073e-41,4.859e-11
224.196,1.218e-9,1.050e-41,1.218e-9
224.198,9.628e-9,1.034e-41,9.628e-9
224.201,1.900e-7,1.011e-41,1.900e-7
224.203,1.282e-6,9.957e-42,1.282e-6
224.206,1.993e-5,9.726e-42,1.993e-5
224.208,1.147e-4,9.571e-42,1.147e-4
224.211,1.404e-3,9.340e-42,1.404e-3
224.213,6.890e-3,9.186e-42,6.890e-3
224.216,6.647e-2,8.955e-42,6.647e-2
224.218,2.782e-1,8.801e-42,2.782e-1
224.221,2.114e+0,8.569e-42,2.114e+0
224.223,7.548e+0,8.415e-42,7.548e+0
224.226,4.519e+1,8.184e-42,4.519e+1
224.228,1.376e+2,8.030e-42,1.376e+2
224.231,6.488e+2,7.799e-42,6.488e+2
224.233,1.685e+3,7.644e-42,1.685e+3
224.236,6.259e+3,7.413e-42,6.259e+3
224.238,1.387e+4,7.259e-42,1.387e+4
224.241,4.057e+4,7.028e-42,4.057e+4
224.243,7.666e+4,6.874e-42,7.666e+4
224.246,1.767e+5,6.642e-42,1.767e+5
224.248,2.848e+5,6.488e-42,2.848e+5
224.251,5.171e+5,6.257e-42,5.171e+5
224.253,7.108e+5,6.103e-42,7.108e+5
224.256,1.017e+6,5.871e-42,1.017e+6
224.258,1.192e+6,5.717e-42,1.192e+6
224.261,1.343e+6,5.486e-42,1.343e+6
224.263,1.343e+6,5.332e-42,1.343e+6
224.266,1.192e+6,5.101e-42,1.192e+6
224.268,1.017e+6,4.946e-42,1.017e+6
224.271,7.109e+5,4.715e-42,7.109e+5
224.273,5.172e+5,4.561e-42,5.172e+5
224.276,2.849e+5,4.330e-42,2.849e+5
224.278,1.768e+5,4.176e-42,1.768e+5
224.281,7.674e+4,3.944e-42,7.674e+4
224.283,4.063e+4,3.790e-42,4.063e+4
224.286,1.390e+4,3.559e-42,1.390e+4
224.288,6.284e+3,3.405e-42,6.284e+3
224.291,1.706e+3,3.174e-42,1.706e+3
224.293,6.754e+2,3.019e-42,6.754e+2
224.296,1.831e+2,2.788e-42,1.831e+2
224.298,1.103e+2,2.634e-42,1.103e+2
224.301,1.090e+2,2.403e-42,1.090e+2
224.303,1.287e+2,2.249e-42,1.287e+2
224.306,1.571e+2,2.017e-42,1.571e+2
224.308,1.672e+2,1.863e-42,1.672e+2
224.311,1.632e+2,1.632e-42,1.632e+2
224.313,1.484e+2,6.299e-41,1.484e+2
224.316,1.141e+2,1.341e-38,1.141e+2
224.318,8.848e+1,4.415e-37,8.848e+1
224.321,5.362e+1,7.405e-35,5.362e+1
224.323,3.547e+1,2.080e-33,3.547e+1
224.326,1.693e+1,2.749e-31,1.693e+1
224.328,9.553e+0,6.589e-30,9.553e+0
224.331,3.593e+0,6.863e-28,3.593e+0
224.333,1.729e+0,1.403e-26,1.729e+0
224.336,5.123e-1,1.152e-24,5.123e-1
224.338,2.103e-1,2.009e-23,2.103e-1
224.341,4.910e-2,1.299e-21,4.910e-2
224.343,1.719e-2,1.934e-20,1.719e-2
224.346,3.161e-3,9.855e-19,3.161e-3
224.348,9.442e-4,1.251e-17,9.442e-4
224.351,1.368e-4,5.025e-16,1.368e-4
224.353,3.485e-5,5.443e-15,3.485e-5
224.356,3.978e-6,1.723e-13,3.978e-6
224.358,8.645e-7,1.592e-12,8.645e-7
224.361,7.778e-8,3.970e-11,7.774e-8
224.363,1.472e-8,3.130e-10,1.441e-8
224.366,7.171e-9,6.150e-9,1.021e-9
224.368,4.153e-8,4.136e-8,1.614e-10
224.371,6.405e-7,6.405e-7,9.008e-12
224.373,3.676e-6,3.676e-6,1.215e-12
224.376,4.485e-5,4.485e-5,5.342e-14
224.378,2.196e-4,2.196e-4,6.146e-15
224.381,2.111e-3,2.111e-3,2.129e-16
224.383,8.818e-3,8.818e-3,2.089e-17
224.386,6.681e-2,6.681e-2,5.701e-19
224.388,2.381e-1,2.381e-1,4.772e-20
224.391,1.421e+0,1.421e+0,1.026e-21
224.393,4.321e+0,4.321e+0,7.325e-23
224.396,2.033e+1,2.033e+1,1.241e-24
224.398,5.273e+1,5.273e+1,7.556e-26
224.401,1.955e+2,1.955e+2,1.008e-27
224.403,4.325e+2,4.325e+2,5.238e-29
224.406,1.264e+3,1.264e+3,5.505e-31
224.408,2.385e+3,2.385e+3,2.440e-32
224.411,5.492e+3,5.492e+3,2.020e-34
224.413,8.844e+3,8.844e+3,7.637e-36
224.416,1.604e+4,1.604e+4,4.982e-38
224.418,2.204e+4,2.204e+4,1.607e-39
224.421,3.151e+4,3.151e+4,8.257e-42
224.423,3.694e+4,3.694e+4,2.271e-43
224.425,4.063e+4,4.063e+4,9.584e-42
224.428,4.161e+4,4.161e+4,2.362e-41
224.43,3.905e+4,3.905e+4,3.298e-41
224.433,3.151e+4,3.151e+4,4.701e-41
224.435,2.523e+4,2.523e+4,5.637e-41
224.438,1.604e+4,1.604e+4,7.040e-41
224.44,1.096e+4,1.096e+4,7.976e-41
224.443,5.492e+3,5.492e+3,9.379e-41
224.445,3.200e+3,3.200e+3,1.032e-40
224.448,1.264e+3,1.264e+3,1.172e-40
224.45,6.282e+2,6.282e+2,1.265e-40
224.453,1.955e+2,1.955e+2,1.406e-40
224.455,8.291e+1,8.291e+1,1.499e-40
224.458,2.033e+1,2.033e+1,1.640e-40
224.46,7.357e+0,7.357e+0,1.733e-40
224.463,1.421e+0,1.421e+0,1.874e-40
224.465,4.388e-1,4.388e-1,1.967e-40
224.468,6.681e-2,6.681e-2,2.108e-40
224.47,1.760e-2,1.760e-2,2.201e-40
224.473,2.111e-3,2.111e-3,2.341e-40
224.475,4.744e-4,4.744e-4,2.435e-40
224.478,4.485e-5,4.485e-5,2.575e-40
224.48,8.597e-6,8.597e-6,2.669e-40
224.483,6.405e-7,6.405e-7,2.809e-40
224.485,1.048e-7,1.048e-7,2.903e-40
224.488,6.150e-9,6.150e-9,3.043e-40
224.49,8.580e-10,8.580e-10,3.137e-40
224.493,3.970e-11,3.970e-11,3.277e-40
224.495,4.725e-12,4.725e-12,3.371e-40
224.498,1.723e-13,1.723e-13,3.511e-40
224.5,1.749e-14,1.749e-14,3.605e-40
224.503,5.025e-16,5.025e-16,3.745e-40
