Ion, Observed , Rel. , Aki, Ek ,J,,,,,,,,,,,,,
Mg IV , ,  ,4.86E-07,609 305.8   , 3/2 ,,,,,,,,,,,,,
Mg III ,374.503,7, ,590 984.2   ,0,,,,,,,,,,,,,
Mg III ,375.3714,3, ,588 768.9   ,2,,,,,,,,,,,,,
Mg III ,375.5606,1, ,561 798.7   ,3,,,,,,,,,,,,,
Mg XI , ,  ,1.66E+07,(12 717 734.5)  ,1,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg III ,376.4539,8, ,591 220.7   ,1,,,,,,,,,,,,,
Mg III ,377.3572,3, ,589 126.8   ,1,,,,,,,,,,,,,
Mg III ,377.406, bl , ,591 220.7   ,1,,,,,,,,,,,,,
Mg I ,378.68, a , ,61 452     ,2,,,,,,,,,,,,,
Mg I ,378.97, a , ,61 432     ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I ,379.33, a , ,61 407     ,2,,,,,,,,,,,,,
Mg I ,379.722, a , ,61 379.2   ,2,,,,,,,,,,,,,
Mg I ,380.187, a , ,61 346.7   ,2,,,,,,,,,,,,,
Mg XI , ,  ,1.60E+07,(12 717 469.6)  ,0,,,,,,,,,,,,,
Mg IV , ,  ,1.75E+05,677 363.9   , 3/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I ,380.741, a , ,61 308.4   ,2,,,,,,,,,,,,,
Mg III ,380.8073,1, ,590 984.2   ,0,,,,,,,,,,,,,
Mg I ,381.402, a , ,61 262.9   ,2,,,,,,,,,,,,,
Mg III ,381.7575, 3d , ,589 126.8   ,1,,,,,,,,,,,,,
Mg I ,382.2, a , ,61 208.2   ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I ,382.93549,36,8.99E+07,47 957.058 ,1,,,,,,,,,,,,,
Mg I , ,  ,2.11E-05,47 957.027 ,2,,,,,,,,,,,,,
Mg I ,383.168, a , ,61 142.1   ,2,,,,,,,,,,,,,
Mg I , ,  ,7.17E-05,47 957.058 ,1,,,,,,,,,,,,,
Mg I ,383.22996,  ,6.74E+07,47 957.058 ,1,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I , ,  ,2.20E-05,47 957.045 ,3,,,,,,,,,,,,,
Mg I ,383.23037,38,1.21E+08,47 957.027 ,2,,,,,,,,,,,,,
Mg I , ,  ,6.36E-04,47 957.027 ,2,,,,,,,,,,,,,
Mg VIII , ,  ,5.25E+04,1 486 970     , 1/2 ,,,,,,,,,,,,,
Mg VIII , ,  ,5.23E+04,1 486 970     , 3/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I , ,  ,1.80E-06,47 957.058 ,1,,,,,,,,,,,,,
Mg I , ,  ,4.48E+06,47 957.058 ,1,,,,,,,,,,,,,
Mg I ,383.82918,40,1.61E+08,47 957.045 ,3,,,,,,,,,,,,,
Mg I , ,  ,2.04E-03,47 957.045 ,3,,,,,,,,,,,,,
Mg I ,383.82943,  ,4.03E+07,47 957.027 ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I , ,  ,3.28E-04,47 957.027 ,2,,,,,,,,,,,,,
Mg I ,384.37, a , ,61 060.5   ,2,,,,,,,,,,,,,
Mg I , ,  ,1.46E+01,47 851.162 ,2,,,,,,,,,,,,,
Mg I , ,  ,3.05E-05,47 844.414 ,1,,,,,,,,,,,,,
Mg I , ,  ,9.50E-05,47 851.162 ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I , ,  ,3.28E+01,47 851.162 ,2,,,,,,,,,,,,,
Mg II ,384.8209,8,2.96E+06,97 468.92  , 3/2 ,,,,,,,,,,,,,
Mg II ,384.8335, 5bl ,3.29E+05,97 468.92  , 3/2 ,,,,,,,,,,,,,
Mg I ,384.8914,1,1.83E+01,47 844.414 ,1,,,,,,,,,,,,,
Mg I , ,  ,4.31E-10,47 844.414 ,1,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I , ,  ,9.20E-05,47 841.119 ,0,,,,,,,,,,,,,
Mg II ,385.0385,7,3.24E+06,97 455.12  , 1/2 ,,,,,,,,,,,,,
Mg IV , ,  ,9.85E-07,650 061.6   , 3/2 ,,,,,,,,,,,,,
Mg I , ,  ,2.89E-12,47 851.162 ,2,,,,,,,,,,,,,
Mg I ,385.396,2,2.55E+01,47 851.162 ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I , ,  ,1.59E-04,47 844.414 ,1,,,,,,,,,,,,,
Mg I ,385.4965,1,5.48E+01,47 844.414 ,1,,,,,,,,,,,,,
Mg I , ,  ,7.32E+01,47 841.119 ,0,,,,,,,,,,,,,
Mg I ,385.886,2, ,60 958.31  ,2,,,,,,,,,,,,,
Mg III ,387.0456, 3d , ,588 768.9   ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I ,387.8306,3, ,60 828.41  ,2,,,,,,,,,,,,,
Mg I ,389.0241,1,1.31E+08,83 511.25  ,1,,,,,,,,,,,,,
Mg I ,389.1906, 2d ,1.77E+08,83 520.47  ,2,,,,,,,,,,,,,
Mg I ,389.3304, 2d ,9.81E+07,83 511.25  ,1,,,,,,,,,,,,,
Mg I ,389.5572, 3d ,2.35E+08,83 536.84  ,3,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I ,389.812,1,5.88E+07,83 520.47  ,2,,,,,,,,,,,,,
Mg VIII , ,  ,1.41E+07,1 409 400     , 3/2 ,,,,,,,,,,,,,
Mg I , ,  ,6.52E+06,83 511.25  ,1,,,,,,,,,,,,,
Mg I ,390.3859,4, ,60 659.69  ,2,,,,,,,,,,,,,
Mg I ,393.84,6,5.47E+06,60 435.099 ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg IV , ,  ,6.09E+04,607 891.7   , 5/2 ,,,,,,,,,,,,,
Mg IV , ,  ,4.97E-07,607 891.7   , 5/2 ,,,,,,,,,,,,,
Mg IV , ,  ,2.50E+03,607 891.7   , 5/2 ,,,,,,,,,,,,,
Mg IV , ,  ,2.27E-07,607 891.7   , 5/2 ,,,,,,,,,,,,,
Mg VI , ,  ,1.83E+00,427 135     , 1/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg III ,397.5738,2, ,606 713.1   ,1,,,,,,,,,,,,,
Mg I ,398.4212,1, ,60 143.23  ,0,,,,,,,,,,,,,
Mg I ,398.67533,8,7.30E+06,60 127.239 ,2,,,,,,,,,,,,,
Mg III ,400.1345,2, ,606 719.4   ,2,,,,,,,,,,,,,
Mg III ,400.2304,1, ,606 713.1   ,1,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg III ,402.678, 2d , ,589 126.8   ,1,,,,,,,,,,,,,
Mg III ,403.8255,5, ,606 830.7   ,3,,,,,,,,,,,,,
Mg III ,403.9135,3, ,584 737.9   ,2,,,,,,,,,,,,,
Mg I ,405.4689,2, ,59 707.11  ,0,,,,,,,,,,,,,
Mg III ,405.648,1, ,606 719.4   ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg III ,405.735, 7bl , ,606 774.5   ,5,,,,,,,,,,,,,
Mg I ,405.75052,10,1.02E+07,59 689.991 ,2,,,,,,,,,,,,,
Mg VIII , ,  ,4.99E+06,1 408 370     , 1/2 ,,,,,,,,,,,,,
Mg I , ,  ,4.71E-04,46 403.065 ,2,,,,,,,,,,,,,
Mg I , ,  ,1.05E-03,46 403.065 ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I ,407.5059,3, ,46 403.065 ,2,,,,,,,,,,,,,
Mg I , ,  ,8.09E-04,46 403.065 ,2,,,,,,,,,,,,,
Mg I ,408.1833,2, ,46 403.065 ,2,,,,,,,,,,,,,
Mg III ,408.2939,6, ,606 775.4   ,4,,,,,,,,,,,,,
Mg III ,409.4375,5, ,609 045.4   ,3,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I , ,  ,1.71E+06,80 693.01  ,2,,,,,,,,,,,,,
Mg III ,411.1992,6, ,609 045.7   ,4,,,,,,,,,,,,,
Mg III ,411.2835,3, ,609 045.2   ,3,,,,,,,,,,,,,
Mg III ,414.0688,3, ,606 891.1   ,3,,,,,,,,,,,,,
Mg VI , ,  ,2.56E+06,1 196 740?    , 5/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg VI , ,  ,1.10E+06,1 196 740?    , 5/2 ,,,,,,,,,,,,,
Mg III ,414.7487,1, ,588 768.9   ,2,,,,,,,,,,,,,
Mg III ,415.6475, 3bl , ,606 891.8   ,4,,,,,,,,,,,,,
Mg III ,415.9041,1, ,588 768.9   ,2,,,,,,,,,,,,,
Mg I ,416.5101,4, ,59 053.52  ,0,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I ,416.72712,15,1.38E+07,59 041.019 ,2,,,,,,,,,,,,,
Mg II ,419.3482, 2* , ,117 639.51  , 7/2 ,,,,,,,,,,,,,
Mg II ,419.3482, 2* , ,117 639.51  , 9/2 ,,,,,,,,,,,,,
Mg III ,423.8916,2, ,609 050.5   ,2,,,,,,,,,,,,,
Mg III ,423.9468,7, ,570 112.8   ,0,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II ,424.2445,3, ,116 875.25  , 7/2 ,,,,,,,,,,,,,
Mg II ,424.2543,2, ,116 875.25  , 5/2 ,,,,,,,,,,,,,
Mg V , ,  ,5.18E+05,1 043 860     ,2,,,,,,,,,,,,,
Mg V , ,  ,2.59E+06,1 043 860     ,1,,,,,,,,,,,,,
Mg VIII , ,  ,4.90E+07,1 837 640     , 5/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg VIII , ,  ,8.16E+06,1 837 640     , 3/2 ,,,,,,,,,,,,,
Mg V , ,  ,3.80E+05,1 043 860     ,3,,,,,,,,,,,,,
Mg V , ,  ,8.55E+05,1 043 860     ,1,,,,,,,,,,,,,
Mg V , ,  ,2.38E+06,1 043 860     ,2,,,,,,,,,,,,,
Mg III ,427.5201,1, ,606 834.7   ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg VI , ,  ,3.60E-01,425 190     , 3/2 ,,,,,,,,,,,,,
Mg V , ,  ,5.24E+05,1 043 860     ,2,,,,,,,,,,,,,
Mg V , ,  ,3.00E+06,1 043 860     ,3,,,,,,,,,,,,,
Mg III ,429.6355,1, ,606 719.4   ,2,,,,,,,,,,,,,
Mg VIII , ,  ,6.12E+07,1 846 150?    , 5/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II ,433.1945, 4* , ,116 877.54  , 7/2 ,,,,,,,,,,,,,
Mg II ,433.1945, 4* , ,116 877.54  , 9/2 ,,,,,,,,,,,,,
Mg I ,435.19056,20,1.84E+07,58 023.246 ,2,,,,,,,,,,,,,
Mg I ,435.4529,6, ,58 009.41  ,0,,,,,,,,,,,,,
Mg III ,435.8138,2, ,584 737.9   ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg III ,435.8979,3, ,584 733.4   ,3,,,,,,,,,,,,,
Mg II , ,  ,2.46E+05,[116 195.1]  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,2.74E+04,[116 195.1]  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,2.74E+05,[116 193.7]  , 1/2 ,,,,,,,,,,,,,
Mg I ,438.0375,6, ,57 873.94  ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II ,438.4637,9,1.45E+07,103 420.00  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,2.88E+06,103 420.00  , 3/2 ,,,,,,,,,,,,,
Mg II ,439.0564,10,1.73E+07,103 419.70  , 5/2 ,,,,,,,,,,,,,
Mg VIII , ,  ,6.27E+07,1 848 020?    , 7/2 ,,,,,,,,,,,,,
Mg I , ,  ,7.68E+05,80 693.01  ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg VIII , ,  ,8.06E+05,1 968 690?    , 5/2 ,,,,,,,,,,,,,
Mg VIII , ,  ,7.79E+05,1 968 690?    , 3/2 ,,,,,,,,,,,,,
Mg VIII , ,  ,8.66E+04,1 968 690?    , 3/2 ,,,,,,,,,,,,,
Mg VIII , ,  ,5.76E+04,1 968 690?    , 5/2 ,,,,,,,,,,,,,
Mg III ,442.3182,2, ,584 737.9   ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg III ,442.4071,2, ,584 733.4   ,3,,,,,,,,,,,,,
Mg II ,442.7994,8,1.05E+07,103 196.75  , 1/2 ,,,,,,,,,,,,,
Mg II ,443.399,9,2.10E+07,103 196.75  , 1/2 ,,,,,,,,,,,,,
Mg II ,443.6486,5,6.38E+06,115 844.60  , 7/2 ,,,,,,,,,,,,,
Mg II , ,  ,4.25E+05,115 844.60  , 5/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II ,443.6598,4,5.95E+06,115 844.60  , 5/2 ,,,,,,,,,,,,,
Mg III ,444.3947, 3d , ,606 841.9   ,2,,,,,,,,,,,,,
Mg III ,444.5577, 5d* , ,606 841.9   ,2,,,,,,,,,,,,,
Mg III ,444.5577, 5d* , ,606 841.9   ,3,,,,,,,,,,,,,
Mg IV , ,  ,2.09E-08,605 033.5   , 1/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg IV , ,  ,1.79E+03,605 033.5   , 1/2 ,,,,,,,,,,,,,
Mg IV , ,  ,4.14E-09,605 033.5   , 1/2 ,,,,,,,,,,,,,
Mg V , ,  ,3.03E+03,1 042 800     ,2,,,,,,,,,,,,,
Mg III ,445.2343, 2d* , ,606 916.6   ,4,,,,,,,,,,,,,
Mg III ,445.2343, 2d* , ,606 916.6   ,5,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg III ,445.2343, 2d* , ,606 916.6   ,4,,,,,,,,,,,,,
Mg III ,445.2343, 2d* , ,606 916.6   ,5,,,,,,,,,,,,,
Mg III ,446.3404, 9d* , ,606 861.0   ,5,,,,,,,,,,,,,
Mg III ,446.3404, 9d* , ,606 861.0   ,6,,,,,,,,,,,,,
Mg III ,446.3404, 9d* , ,606 861.0   ,5,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg V , ,  ,4.48E+04,1 042 800     ,2,,,,,,,,,,,,,
Mg III ,447.649, 6d* , ,609 111.4   ,5,,,,,,,,,,,,,
Mg III ,447.649, 6d* , ,606 896.8   ,4,,,,,,,,,,,,,
Mg III ,447.649, 6d* , ,609 111.4   ,4,,,,,,,,,,,,,
Mg III ,447.7853, 4d* , ,609 111.6   ,4,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg III ,447.7853, 4d* , ,606 896.8   ,3,,,,,,,,,,,,,
Mg III ,447.903, 3d , ,609 111.6   ,3,,,,,,,,,,,,,
Mg II ,448.113,14,2.33E+08,93 799.75  , 7/2 ,,,,,,,,,,,,,
Mg II , ,  ,1.55E+07,93 799.63  , 5/2 ,,,,,,,,,,,,,
Mg II ,448.1327,13,2.17E+08,93 799.63  , 5/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg V , ,  ,2.47E+05,1 042 800     ,2,,,,,,,,,,,,,
Mg III ,449.7566, 7d* , ,606 916.6   ,4,,,,,,,,,,,,,
Mg III ,449.7566, 7d* , ,606 916.6   ,4,,,,,,,,,,,,,
Mg III ,449.7566, 7d* , ,606 916.6   ,5,,,,,,,,,,,,,
Mg V , ,  ,7.31E+04,1 042 570     ,1,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg III ,450.1793, 1d* , ,606 896.8   ,3,,,,,,,,,,,,,
Mg III ,450.1793, 1d* , ,606 896.8   ,4,,,,,,,,,,,,,
Mg III ,450.1793, 1d* , ,606 896.8   ,3,,,,,,,,,,,,,
Mg III ,450.1793, 1d* , ,606 896.8   ,4,,,,,,,,,,,,,
Mg V , ,  ,2.18E+05,1 042 570     ,1,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II , ,  ,5.58E+03,114 898.72  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,6.83E+03,114 896.79  , 1/2 ,,,,,,,,,,,,,
Mg III ,452.2871,1, ,584 737.9   ,2,,,,,,,,,,,,,
Mg IV , ,  ,1.16E+03,604 662.9   , 3/2 ,,,,,,,,,,,,,
Mg IV , ,  ,1.70E-08,604 662.9   , 3/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg III ,452.6223,9, ,582 074.4   ,2,,,,,,,,,,,,,
Mg IV , ,  ,1.52E+03,604 662.9   , 3/2 ,,,,,,,,,,,,,
Mg IV , ,  ,1.12E-08,604 662.9   , 3/2 ,,,,,,,,,,,,,
Mg II ,453.4291, 6* , ,115 847.67  , 7/2 ,,,,,,,,,,,,,
Mg II ,453.4291, 6* , ,115 847.67  , 9/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg V , ,  ,2.44E+06,962 445     ,3,,,,,,,,,,,,,
Mg II , ,  ,1.15E+05,115 794.44  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,5.47E+03,115 794.39  , 5/2 ,,,,,,,,,,,,,
Mg II , ,  ,1.10E+05,115 794.39  , 5/2 ,,,,,,,,,,,,,
Mg V , ,  ,6.05E+05,962 407     ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg V , ,  ,6.75E+04,962 407     ,1,,,,,,,,,,,,,
Mg I , ,  ,3.98E-03,21 911.178 ,2,,,,,,,,,,,,,
Mg I ,457.10956, 28g ,2.54E+02,21 870.464 ,1,,,,,,,,,,,,,
Mg VI , ,  ,1.03E+05,1 122 020     , 1/2 ,,,,,,,,,,,,,
Mg VI , ,  ,6.17E+03,1 122 020     , 3/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg VI , ,  ,2.06E+04,1 122 020     , 1/2 ,,,,,,,,,,,,,
Mg VI , ,  ,6.60E+04,1 122 020     , 3/2 ,,,,,,,,,,,,,
Mg VI , ,  ,3.70E+04,1 122 020     , 5/2 ,,,,,,,,,,,,,
Mg VI , ,  ,5.15E+04,1 122 020     , 3/2 ,,,,,,,,,,,,,
Mg VI , ,  ,8.66E+04,1 122 020     , 5/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg VI , ,  ,1.24E+05,1 122 020     , 7/2 ,,,,,,,,,,,,,
Mg I , ,  ,5.80E-04,21 850.405 ,0,,,,,,,,,,,,,
Mg II , ,  ,1.95E-06,93 311.11  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,2.36E+01,93 311.11  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,2.03E-05,93 310.59  , 5/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II , ,  ,6.30E+01,93 310.59  , 5/2 ,,,,,,,,,,,,,
Mg II , ,  ,5.42E-06,93 311.11  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,5.51E+01,93 311.11  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,3.74E-07,93 310.59  , 5/2 ,,,,,,,,,,,,,
Mg II , ,  ,1.57E+01,93 310.59  , 5/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg III ,458.62,4, ,584 737.9   ,2,,,,,,,,,,,,,
Mg III ,459.6916,9, ,581 734.7   ,1,,,,,,,,,,,,,
Mg V , ,  ,6.47E+04,962 114     ,1,,,,,,,,,,,,,
Mg V , ,  ,5.82E+05,962 103     ,2,,,,,,,,,,,,,
Mg I ,462.1299,3, ,43 503.333 ,0,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg V , ,  ,2.32E+06,962 075     ,3,,,,,,,,,,,,,
Mg I , ,  ,2.04E-03,43 503.333 ,0,,,,,,,,,,,,,
Mg II ,463.0878,2,2.75E+05,114 898.72  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,3.06E+04,114 898.72  , 3/2 ,,,,,,,,,,,,,
Mg II ,463.1405,1,3.01E+05,114 896.79  , 1/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg III ,463.2531,7, ,581 567.5   ,0,,,,,,,,,,,,,
Mg IV , ,  ,1.99E+07,844 306?    , 1/2 ,,,,,,,,,,,,,
Mg IV , ,  ,9.51E+02,604 003.1   , 5/2 ,,,,,,,,,,,,,
Mg IV , ,  ,4.72E-09,604 003.1   , 5/2 ,,,,,,,,,,,,,
Mg IV , ,  ,2.45E+02,604 003.1   , 5/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg IV , ,  ,7.88E-09,604 003.1   , 5/2 ,,,,,,,,,,,,,
Mg III ,467.3303,8, ,570 112.8   ,0,,,,,,,,,,,,,
Mg III ,469.0361,2, ,583 450.5   ,1,,,,,,,,,,,,,
Mg I ,470.29909,30,2.19E+07,56 308.381 ,2,,,,,,,,,,,,,
Mg III ,472.0936,5, ,585 466.2   ,1,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg III ,472.3204,5, ,585 466.2   ,1,,,,,,,,,,,,,
Mg I ,473.00285,10,1.34E+06,56 186.873 ,0,,,,,,,,,,,,,
Mg V , ,  ,1.39E+00,756 641     ,2,,,,,,,,,,,,,
Mg II ,473.9588,6,8.09E+06,114 403.55  , 7/2 ,,,,,,,,,,,,,
Mg II , ,  ,5.39E+05,114 403.55  , 5/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II ,473.9712,5,7.55E+06,114 403.55  , 5/2 ,,,,,,,,,,,,,
Mg V , ,  ,7.70E-01,756 566     ,1,,,,,,,,,,,,,
Mg VIII , ,  ,3.23E+06,1 846 150?    , 5/2 ,,,,,,,,,,,,,
Mg III ,480.2601,7, ,583 450.5   ,1,,,,,,,,,,,,,
Mg VIII , ,  ,6.51E+04,1 858 420     , 5/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg VIII , ,  ,4.65E+03,1 858 420     , 5/2 ,,,,,,,,,,,,,
Mg III ,482.1516,6, ,585 466.2   ,1,,,,,,,,,,,,,
Mg VIII , ,  ,6.19E+04,1 858 320     , 3/2 ,,,,,,,,,,,,,
Mg VIII , ,  ,6.85E+03,1 858 320     , 3/2 ,,,,,,,,,,,,,
Mg III ,485.0385,6, ,582 747.3   ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II ,485.1082, 7* , ,114 407.88  , 7/2 ,,,,,,,,,,,,,
Mg II ,485.1082, 7* , ,114 407.88  , 9/2 ,,,,,,,,,,,,,
Mg IV , ,  ,3.17E+02,603 138.1   , 7/2 ,,,,,,,,,,,,,
Mg IV , ,  ,1.28E-09,603 138.1   , 7/2 ,,,,,,,,,,,,,
Mg IV , ,  ,4.68E-10,603 138.1   , 7/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II , ,  ,7.10E+03,114 332.68  , 5/2 ,,,,,,,,,,,,,
Mg II ,486.8845, 2* ,1.50E+05,114 332.74  , 3/2 ,,,,,,,,,,,,,
Mg II ,486.8845, 2* ,1.41E+05,114 332.68  , 5/2 ,,,,,,,,,,,,,
Mg III ,487.8729,4, ,582 290.1   ,3,,,,,,,,,,,,,
Mg V , ,  ,8.18E+05,962 407     ,1,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg V , ,  ,1.47E+06,962 407     ,2,,,,,,,,,,,,,
Mg III ,488.904,1, ,584 737.9   ,2,,,,,,,,,,,,,
Mg VIII , ,  ,2.42E+00,318 721     , 1/2 ,,,,,,,,,,,,,
Mg III ,491.5349,7, ,584 628.5   ,2,,,,,,,,,,,,,
Mg III ,491.6002,10, ,582 134.8   ,4,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg IV , ,  ,1.65E+06,843 034?    , 3/2 ,,,,,,,,,,,,,
Mg IV , ,  ,1.49E+07,843 034?    , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,1.33E+03,113 033.09  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,2.11E+03,113 030.25  , 1/2 ,,,,,,,,,,,,,
Mg V , ,  ,7.82E+05,962 114     ,1,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg V , ,  ,1.41E+06,962 103     ,2,,,,,,,,,,,,,
Mg III ,496.0409,9, ,582 290.1   ,3,,,,,,,,,,,,,
Mg III ,497.0511,7, ,582 747.3   ,2,,,,,,,,,,,,,
Mg III ,498.1452,8, ,584 733.4   ,3,,,,,,,,,,,,,
Mg III ,499.7038,6, ,584 737.9   ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg III ,500.7638,3, ,584 628.5   ,2,,,,,,,,,,,,,
Mg III ,502.3668,7, ,582 839.7   ,3,,,,,,,,,,,,,
Mg V , ,  ,9.82E+05,962 407     ,1,,,,,,,,,,,,,
Mg II ,506.8937,4,3.97E+05,113 033.09  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,4.43E+04,113 033.09  , 3/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg IX , ,  ,2.93E+06,2 249 450     ,2,,,,,,,,,,,,,
Mg II ,506.9802,3,4.35E+05,113 030.25  , 1/2 ,,,,,,,,,,,,,
Mg XI , ,  ,6.94E+06,(12 738 021.0)  ,1,,,,,,,,,,,,,
Mg V , ,  ,9.37E+05,962 114     ,1,,,,,,,,,,,,,
Mg II , ,  ,4.37E+05,116 838.48  , 3/2 ,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II , ,  ,8.73E+04,116 838.48  , 3/2 ,,,,,,,,,,,,,
Mg II , ,  ,5.24E+05,116 838.45  , 5/2 ,,,,,,,,,,,,,
Mg I ,516.73216,42,1.13E+07,41 197.403 ,1,,,,,,,,,,,,,
Mg I , ,  ,3.46E-05,41 197.403 ,1,,,,,,,,,,,,,
Mg I ,517.26843,44,3.37E+07,41 197.403 ,1,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I , ,  ,1.02E-04,41 197.403 ,1,,,,,,,,,,,,,
Mg I ,518.36042,45,5.61E+07,41 197.403 ,1,,,,,,,,,,,,,
Mg IX , ,  ,2.92E+07,2 087 890     ,2,,,,,,,,,,,,,
Mg III ,522.0329,4, ,583 450.5   ,1,,,,,,,,,,,,,
Mg III ,522.4593,6, ,582 074.4   ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg II ,526.4215,8,1.27E+07,112 301.47  , 7/2 ,,,,,,,,,,,,,
Mg II , ,  ,8.47E+05,112 301.47  , 5/2 ,,,,,,,,,,,,,
Mg II ,526.4368,7,1.19E+07,112 301.47  , 5/2 ,,,,,,,,,,,,,
Mg III ,528.6389,3, ,564 731.6   ,1,,,,,,,,,,,,,
Mg III ,530.5206,3, ,564 664.6   ,2,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,
Mg I ,534.5977, 1d* , ,59 897.86  ,2,,,,,,,,,,,,,
Mg I ,534.5977, 1d* , ,59 897.86  ,1,,,,,,,,,,,,,
Mg I ,534.5977, 1d* , ,59 897.86  ,0,,,,,,,,,,,,,
Mg IX , ,  ,5.72E+06,2 248 250     ,3,,,,,,,,,,,,,
