Ion, Observed , Rel. , Aki, Ek ,J,,,,,,,,,,,,,,
Na II ,287.2954,650,2.63E+07,332 962.57    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,287.573,50, , ,  ,,,,,,,,,,,,,,
Na II ,287.738,70, , ,  ,,,,,,,,,,,,,,
Na II ,287.9041,130, , ,  ,,,,,,,,,,,,,,
Na II ,288.1146,900,2.50E+08,300 387.82    ,0,,,,,,,,,,,,,,
Na II ,288.4249,90, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,288.6257,850,1.07E+08,332 802.21    ,2,,,,,,,,,,,,,,
Na II ,288.795,100, , ,  ,,,,,,,,,,,,,,
Na II ,288.895,80, , ,  ,,,,,,,,,,,,,,
Na II ,288.961,70, , ,  ,,,,,,,,,,,,,,
Na II ,289.051,50, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,289.121,70, , ,  ,,,,,,,,,,,,,,
Na I ,289.3618,1, ,34 548.764   , 3/2 ,,,,,,,,,,,,,,
Na II ,289.3949,700,1.48E+08,332 710.11    ,0,,,,,,,,,,,,,,
Na II ,289.661,60, , ,  ,,,,,,,,,,,,,,
Na II ,289.74,70, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,3.10E+05,1 251 670       , 3/2 ,,,,,,,,,,,,,,
Na II ,290.1139,900,1.10E+08,331 707.90    ,3,,,,,,,,,,,,,,
Na II ,290.4716,800,1.00E+07,331 665.59    ,2,,,,,,,,,,,,,,
Na II ,290.4915,1100,7.30E+07,300 103.92    ,2,,,,,,,,,,,,,,
Na II ,290.74,250, ,365 174.10    ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,290.752,250, ,365 173.42    ,3,,,,,,,,,,,,,,
Na II ,290.856,160, , ,  ,,,,,,,,,,,,,,
Na IV , ,  ,1.11E+07,641 193.      ,1,,,,,,,,,,,,,,
Na III , ,  ,9.30E+06,482 402.20    , 3/2 ,,,,,,,,,,,,,,
Na II ,291.752,1100,7.92E+07,299 189.96    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,291.9049,1100,1.60E+08,331 496.51    ,2,,,,,,,,,,,,,,
Na II ,291.985,1200,1.33E+08,331 873.93    ,1,,,,,,,,,,,,,,
Na II ,292.0945,1300,6.66E+07,300 507.11    ,1,,,,,,,,,,,,,,
Na II ,292.3485,1000,1.41E+07,299 885.37    ,1,,,,,,,,,,,,,,
Na II ,293.0882,750,9.83E+07,331 745.06    ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,293.4079,850,2.80E+07,331 707.90    ,3,,,,,,,,,,,,,,
Na II ,293.555,130, , ,  ,,,,,,,,,,,,,,
Na II ,293.7735,950,1.30E+08,331 665.59    ,2,,,,,,,,,,,,,,
Na II ,294.2657,450,1.00E+07,333 162.94    ,1,,,,,,,,,,,,,,
Na V , ,  ,1.40E+07,928 840?      , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na V , ,  ,1.35E+07,928 840?      , 3/2 ,,,,,,,,,,,,,,
Na V , ,  ,1.50E+06,928 840?      , 3/2 ,,,,,,,,,,,,,,
Na V , ,  ,1.00E+06,928 840?      , 5/2 ,,,,,,,,,,,,,,
Na II ,294.5702,800,2.80E+07,331 186.70    ,3,,,,,,,,,,,,,,
Na II ,294.7449,950,7.10E+07,333 107.74    ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,295.1235,1200,4.33E+08,331 123.04    ,4,,,,,,,,,,,,,,
Na II ,295.2396,1100,1.80E+07,331 496.51    ,2,,,,,,,,,,,,,,
Na IV , ,  ,1.84E+07,646 419.6     ,3,,,,,,,,,,,,,,
Na II ,296.0116,850,5.60E+07,332 962.57    ,2,,,,,,,,,,,,,,
Na II ,296.167,80, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,1.45E+06,1 251 670       , 3/2 ,,,,,,,,,,,,,,
Na II ,296.5742,450,4.60E+05,331 873.93    ,1,,,,,,,,,,,,,,
Na II ,296.848,80, ,365 174.10    ,3,,,,,,,,,,,,,,
Na II ,296.897,90, , ,  ,,,,,,,,,,,,,,
Na II ,297.0727,500,1.03E+07,332 841.93    ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VI , ,  ,1.13E+00,35 498       ,2,,,,,,,,,,,,,,
Na II ,297.272,160, , ,  ,,,,,,,,,,,,,,
Na II ,297.4235,600,2.02E+07,332 802.21    ,2,,,,,,,,,,,,,,
Na II ,297.4988,750,6.47E+07,299 885.37    ,1,,,,,,,,,,,,,,
Na II ,297.6686,400, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,297.7125,1000,1.20E+08,331 745.06    ,1,,,,,,,,,,,,,,
Na II ,297.9657,1100,2.00E+08,331 186.70    ,3,,,,,,,,,,,,,,
Na II ,298.0627,1100,3.30E+05,330 789.05    ,2,,,,,,,,,,,,,,
Na II ,298.4186, 1300bl* ,1.74E+07,299 189.96    ,2,,,,,,,,,,,,,,
Na II ,298.4186, 1300bl* ,2.40E+08,331 665.59    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,298.6451,300, , ,  ,,,,,,,,,,,,,,
Na II ,298.7213,300, ,365 174.10    ,3,,,,,,,,,,,,,,
Na II ,299.689,40, , ,  ,,,,,,,,,,,,,,
Na II , ,  ,5.70E+05,331 496.51    ,2,,,,,,,,,,,,,,
Na II ,300.086,130, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,300.292,130, , ,  ,,,,,,,,,,,,,,
Na II ,300.4149,550,1.70E+07,333 162.94    ,1,,,,,,,,,,,,,,
Na II ,300.7442,750,1.68E+07,298 165.44    ,1,,,,,,,,,,,,,,
Na III , ,  ,3.31E+04,406 865.11    , 1/2 ,,,,,,,,,,,,,,
Na II ,300.9137,750,3.00E+07,333 107.74    ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,300.9482,450, ,363 767.98    ,1,,,,,,,,,,,,,,
Na VIII , ,  ,5.10E+07,1 507 790       ,3,,,,,,,,,,,,,,
Na II ,301.151,60, , ,  ,,,,,,,,,,,,,,
Na II ,301.31,160, ,363 815.38    ,2,,,,,,,,,,,,,,
Na II ,301.5395,600,1.51E+07,330 789.05    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,301.7341,450, ,363 769.03    ,2,,,,,,,,,,,,,,
Na VIII , ,  ,1.39E+07,1 492 980       ,0,,,,,,,,,,,,,,
Na II ,301.8324,160, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,7.36E+05,1 187 890       , 5/2 ,,,,,,,,,,,,,,
Na II ,301.998,80, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,302.137,200, , ,  ,,,,,,,,,,,,,,
Na II ,302.2348,160,6.91E+05,332 962.57    ,2,,,,,,,,,,,,,,
Na II ,302.4,130,2.30E+06,333 162.94    ,1,,,,,,,,,,,,,,
Na II ,302.531,60, , ,  ,,,,,,,,,,,,,,
Na VIII , ,  ,2.47E+05,1 327 270       ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na III , ,  ,6.49E-02,399 182.31    , 3/2 ,,,,,,,,,,,,,,
Na II ,302.7062,300, ,363 814.78    ,3,,,,,,,,,,,,,,
Na III , ,  ,6.03E-01,399 174.71    , 5/2 ,,,,,,,,,,,,,,
Na VIII , ,  ,1.22E+05,1 327 230       ,1,,,,,,,,,,,,,,
Na II ,302.907,400,9.90E+07,333 107.74    ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,302.932,40,6.32E+06,330 636.75    ,1,,,,,,,,,,,,,,
Na II ,303.126,200, ,363 769.03    ,2,,,,,,,,,,,,,,
Na III , ,  ,4.52E+03,406 550.63    , 3/2 ,,,,,,,,,,,,,,
Na II ,303.7076,400,2.55E+08,332 802.21    ,2,,,,,,,,,,,,,,
Na II ,303.872,350, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,304.013,160, , ,  ,,,,,,,,,,,,,,
Na II ,304.2461,350,7.49E+05,332 962.57    ,2,,,,,,,,,,,,,,
Na II ,304.31,200, , ,  ,,,,,,,,,,,,,,
Na II ,304.56,400,6.92E+07,332 710.11    ,0,,,,,,,,,,,,,,
Na II ,304.895,200, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VIII , ,  ,3.37E+06,1 492 630       ,1,,,,,,,,,,,,,,
Na II ,305.021,350,1.30E+08,333 162.94    ,1,,,,,,,,,,,,,,
Na II ,305.3666,550,3.00E+08,332 841.93    ,3,,,,,,,,,,,,,,
Na II ,305.5347,550,8.80E+06,333 107.74    ,1,,,,,,,,,,,,,,
Na II ,305.5822,45, ,363 837.94    ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,305.6161,550,7.46E+07,297 635.61    ,2,,,,,,,,,,,,,,
Na II ,305.7375,550,4.51E+07,332 802.21    ,2,,,,,,,,,,,,,,
Na II ,305.795,550, ,363 814.78    ,3,,,,,,,,,,,,,,
Na II ,305.872,550,2.18E+07,331 873.93    ,1,,,,,,,,,,,,,,
Na II ,306.0251,700, ,363 790.60    ,5,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,306.135,800,1.00E+08,333 162.94    ,1,,,,,,,,,,,,,,
Na II ,306.1792,25, ,363 837.82    ,3,,,,,,,,,,,,,,
Na II ,306.4375,500,7.62E+06,330 789.05    ,2,,,,,,,,,,,,,,
Na II ,306.6223,500, ,363 790.64    ,4,,,,,,,,,,,,,,
Na II ,306.6535,500,3.74E+07,333 107.74    ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na III , ,  ,5.37E+03,406 190.15    , 5/2 ,,,,,,,,,,,,,,
Na II ,307.0829,350,8.70E+06,331 745.06    ,1,,,,,,,,,,,,,,
Na II ,307.4334,550,1.40E+08,331 707.90    ,3,,,,,,,,,,,,,,
Na II ,307.8318, 550bl* ,1.17E+08,298 165.44    ,1,,,,,,,,,,,,,,
Na II ,307.8318, 550bl* ,3.60E+05,331 665.59    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,307.8752,170,3.59E+06,330 636.75    ,1,,,,,,,,,,,,,,
Na II ,308.0254,550,2.81E+08,332 962.57    ,2,,,,,,,,,,,,,,
Na II ,308.293,30, , ,  ,,,,,,,,,,,,,,
Na II ,308.357,25, , ,  ,,,,,,,,,,,,,,
Na II ,308.557,35, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,308.706,450,1.66E+07,330 549.35    ,0,,,,,,,,,,,,,,
Na II ,308.8263,450, ,365 173.42    ,3,,,,,,,,,,,,,,
Na II ,308.999,130, , ,  ,,,,,,,,,,,,,,
Na II ,309.2035,550, ,365 173.7     ,4,,,,,,,,,,,,,,
Na II ,309.2732,550,2.09E+08,297 248.82    ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,309.3089,400, , ,  ,,,,,,,,,,,,,,
Na II ,309.4449,650,1.10E+06,331 496.51    ,2,,,,,,,,,,,,,,
Na II ,309.467,200, , ,  ,,,,,,,,,,,,,,
Na II ,309.5552,650,3.97E+05,332 802.21    ,2,,,,,,,,,,,,,,
Na II ,309.648,70, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,309.671,70, , ,  ,,,,,,,,,,,,,,
Na II ,309.773,60, ,363 769.03    ,2,,,,,,,,,,,,,,
Na II ,309.902,60, , ,  ,,,,,,,,,,,,,,
Na II ,309.98,45, , ,  ,,,,,,,,,,,,,,
Na II ,310.277,40, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VIII , ,  ,2.59E+07,1 513 730       ,1,,,,,,,,,,,,,,
Na II ,310.3578,500, ,365 174.10    ,3,,,,,,,,,,,,,,
Na II ,310.4403,500,5.63E+07,332 710.11    ,0,,,,,,,,,,,,,,
Na III , ,  ,2.48E+04,406 865.11    , 1/2 ,,,,,,,,,,,,,,
Na II ,310.737,350, ,363 837.82    ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,310.9538,300, ,363 815.38    ,2,,,,,,,,,,,,,,
Na II ,311.023,130, , ,  ,,,,,,,,,,,,,,
Na III , ,  ,2.60E-01,399 182.31    , 3/2 ,,,,,,,,,,,,,,
Na VIII , ,  ,3.17E+06,1 491 980       ,2,,,,,,,,,,,,,,
Na III , ,  ,8.79E-02,399 174.71    , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,311.1453,450, ,363 837.94    ,4,,,,,,,,,,,,,,
Na II ,311.2924,70, , ,  ,,,,,,,,,,,,,,
Na II ,311.3693,500, ,363 814.78    ,3,,,,,,,,,,,,,,
Na II ,311.413,10, ,363 767.98    ,1,,,,,,,,,,,,,,
Na II ,311.601,60, ,363 790.64    ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,311.7231,300, ,363 815.38    ,2,,,,,,,,,,,,,,
Na II ,311.8134,15, ,363 769.03    ,2,,,,,,,,,,,,,,
Na II ,311.915,40, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,1.13E+06,1 593 920       , 7/2 ,,,,,,,,,,,,,,
Na II ,312.1759,350, ,363 769.03    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,312.2935,400, , ,  ,,,,,,,,,,,,,,
Na II ,312.4415,1700,7.10E+07,331 186.70    ,3,,,,,,,,,,,,,,
Na II ,312.5212,600,9.72E+06,331 873.93    ,1,,,,,,,,,,,,,,
Na II ,312.644,100, , ,  ,,,,,,,,,,,,,,
Na II ,312.9377,600,1.28E+08,297 635.61    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,312.9821,80, ,363 815.38    ,2,,,,,,,,,,,,,,
Na II ,313.23,80, , ,  ,,,,,,,,,,,,,,
Na II ,313.5483,2500,7.42E+07,298 165.44    ,1,,,,,,,,,,,,,,
Na III , ,  ,3.37E+02,406 550.63    , 3/2 ,,,,,,,,,,,,,,
Na II ,313.7861,1700,1.41E+08,331 745.06    ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VIII , ,  ,5.16E+06,1 492 630       ,1,,,,,,,,,,,,,,
Na II ,313.894,100, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,8.86E+06,1 186 630       , 3/2 ,,,,,,,,,,,,,,
Na II ,314.052,35, , ,  ,,,,,,,,,,,,,,
Na II ,314.095,35, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,314.121,35, , ,  ,,,,,,,,,,,,,,
Na II ,314.182,30, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,3.59E+07,1 474 530?      , 1/2 ,,,,,,,,,,,,,,
Na II ,314.267,35, , ,  ,,,,,,,,,,,,,,
Na II ,314.5706,950,4.50E+07,331 665.59    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,314.694,45, , ,  ,,,,,,,,,,,,,,
Na II ,314.9283,2000,8.24E+07,300 507.11    ,1,,,,,,,,,,,,,,
Na II ,315.049,60, , ,  ,,,,,,,,,,,,,,
Na II ,315.078,55, , ,  ,,,,,,,,,,,,,,
Na II ,315.144,50, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,315.203,40, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,9.05E+06,1 187 890       , 5/2 ,,,,,,,,,,,,,,
Na II ,315.324,40, , ,  ,,,,,,,,,,,,,,
Na II ,315.377,60, , ,  ,,,,,,,,,,,,,,
Na II ,315.498,45, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,315.548,45, , ,  ,,,,,,,,,,,,,,
Na IV , ,  ,1.35E+00,556 796.      ,1,,,,,,,,,,,,,,
Na II ,315.585,45, , ,  ,,,,,,,,,,,,,,
Na IV , ,  ,4.53E-01,556 796.      ,1,,,,,,,,,,,,,,
Na II ,315.842,250, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,315.9527,70,6.50E+06,331 745.06    ,1,,,,,,,,,,,,,,
Na III , ,  ,5.83E-02,399 182.31    , 3/2 ,,,,,,,,,,,,,,
Na II ,316.1154,250,4.36E+06,300 387.82    ,0,,,,,,,,,,,,,,
Na II ,316.253,90,7.10E+05,331 496.51    ,2,,,,,,,,,,,,,,
Na II ,316.3246,350,6.10E+06,331 707.90    ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,316.3736,2000,1.05E+08,330 789.05    ,2,,,,,,,,,,,,,,
Na II ,316.525,70, , ,  ,,,,,,,,,,,,,,
Na II ,316.636,30, , ,  ,,,,,,,,,,,,,,
Na II ,316.677,30, , ,  ,,,,,,,,,,,,,,
Na II ,316.7484,200,9.30E+06,331 665.59    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,316.958,300, , ,  ,,,,,,,,,,,,,,
Na II ,317.162,25, , ,  ,,,,,,,,,,,,,,
Na II ,317.27,25, , ,  ,,,,,,,,,,,,,,
Na II ,317.342,15, , ,  ,,,,,,,,,,,,,,
Na II ,317.5086,700,6.23E+07,331 873.93    ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VIII , ,  ,3.10E+07,1 294 230       ,1,,,,,,,,,,,,,,
Na II ,317.9064,1000,3.94E+07,330 636.75    ,1,,,,,,,,,,,,,,
Na VII , ,  ,5.32E+07,1 464 050       , 5/2 ,,,,,,,,,,,,,,
Na II ,318.094,160, , ,  ,,,,,,,,,,,,,,
Na II , ,  ,1.10E+05,331 496.51    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,318.624,40, , ,  ,,,,,,,,,,,,,,
Na II ,318.778,80, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,1.72E+07,1 474 530?      , 1/2 ,,,,,,,,,,,,,,
Na II ,318.8127,80,1.90E+07,331 745.06    ,1,,,,,,,,,,,,,,
Na II ,318.9002,200, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,318.979,1700,7.30E+07,300 103.92    ,2,,,,,,,,,,,,,,
Na II ,319.206,40, , ,  ,,,,,,,,,,,,,,
Na II ,319.221,35, , ,  ,,,,,,,,,,,,,,
Na II ,319.414,80, , ,  ,,,,,,,,,,,,,,
Na II ,319.579,25, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,319.893,20, , ,  ,,,,,,,,,,,,,,
Na II ,320.03,60,1.50E+06,331 745.06    ,1,,,,,,,,,,,,,,
Na VIII , ,  ,8.71E+06,1 491 980       ,2,,,,,,,,,,,,,,
Na II ,320.421,45, , ,  ,,,,,,,,,,,,,,
Na II ,320.489,25, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II , ,  ,4.30E+03,331 665.59    ,2,,,,,,,,,,,,,,
Na II ,320.851,20, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,8.79E+06,1 570 080       , 5/2 ,,,,,,,,,,,,,,
Na VII , ,  ,7.30E+06,1 570 080       , 3/2 ,,,,,,,,,,,,,,
Na VII , ,  ,1.46E+06,1 570 080       , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,321.219,1600,1.12E+08,299 885.37    ,1,,,,,,,,,,,,,,
Na II ,321.282,200, , ,  ,,,,,,,,,,,,,,
Na II ,321.477,130, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,8.39E+06,1 473 810?      , 3/2 ,,,,,,,,,,,,,,
Na II ,321.6283,450,1.40E+07,331 186.70    ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,321.752,35, , ,  ,,,,,,,,,,,,,,
Na II ,322.1175,60, ,363 837.82    ,3,,,,,,,,,,,,,,
Na II ,322.147,30, , ,  ,,,,,,,,,,,,,,
Na II ,322.234,40, , ,  ,,,,,,,,,,,,,,
Na IV , ,  ,5.12E+06,643 625.6     ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,322.3506,60, ,363 815.38    ,2,,,,,,,,,,,,,,
Na II ,322.437,50, , ,  ,,,,,,,,,,,,,,
Na II ,322.529,35, ,363 837.94    ,4,,,,,,,,,,,,,,
Na II ,322.5977,450,1.80E+07,331 496.51    ,2,,,,,,,,,,,,,,
Na II ,322.911,80, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,323.141,45, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,9.49E+05,1 592 820       , 5/2 ,,,,,,,,,,,,,,
Na VII , ,  ,6.76E+04,1 592 820       , 5/2 ,,,,,,,,,,,,,,
Na II ,323.4927,700,1.83E+07,330 789.05    ,2,,,,,,,,,,,,,,
Na II ,323.67,20, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,323.82,12, , ,  ,,,,,,,,,,,,,,
Na II ,323.922,15, , ,  ,,,,,,,,,,,,,,
Na II ,324.0324,40, ,363 814.78    ,3,,,,,,,,,,,,,,
Na IV ,324.168,  ,6.13E-01,30 839.8     ,2,,,,,,,,,,,,,,
Na II ,324.206,15, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,324.452,15, , ,  ,,,,,,,,,,,,,,
Na II ,324.488,20, , ,  ,,,,,,,,,,,,,,
Na II ,324.742,40, , ,  ,,,,,,,,,,,,,,
Na II ,324.791,20, , ,  ,,,,,,,,,,,,,,
Na V , ,  ,3.08E+05,878 320       , 7/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na V , ,  ,2.15E+05,878 320       , 5/2 ,,,,,,,,,,,,,,
Na V , ,  ,1.28E+05,878 320       , 3/2 ,,,,,,,,,,,,,,
Na V , ,  ,9.23E+04,878 320       , 5/2 ,,,,,,,,,,,,,,
Na V , ,  ,1.64E+05,878 320       , 3/2 ,,,,,,,,,,,,,,
Na V , ,  ,2.57E+05,878 320       , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na V , ,  ,1.54E+04,878 320       , 3/2 ,,,,,,,,,,,,,,
Na V , ,  ,5.13E+04,878 320       , 1/2 ,,,,,,,,,,,,,,
Na II ,324.846,35, , ,  ,,,,,,,,,,,,,,
Na II ,325.0949,400,9.65E+06,330 636.75    ,1,,,,,,,,,,,,,,
Na II ,325.168,300, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,325.439,30, , ,  ,,,,,,,,,,,,,,
Na II ,325.471,30, , ,  ,,,,,,,,,,,,,,
Na II ,325.511,40, , ,  ,,,,,,,,,,,,,,
Na II ,325.7964,1500,1.03E+08,330 789.05    ,2,,,,,,,,,,,,,,
Na II ,326.021,650,4.65E+07,330 549.35    ,0,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,326.167,30, , ,  ,,,,,,,,,,,,,,
Na II ,326.238,30, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,4.01E+07,1 473 810?      , 3/2 ,,,,,,,,,,,,,,
Na II ,326.359,130, , ,  ,,,,,,,,,,,,,,
Na II ,326.831,25, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,327.158,25, , ,  ,,,,,,,,,,,,,,
Na II ,327.274,70, , ,  ,,,,,,,,,,,,,,
Na II ,327.422,950,4.29E+07,330 636.75    ,1,,,,,,,,,,,,,,
Na II ,327.802,40, , ,  ,,,,,,,,,,,,,,
Na II ,327.877,35, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,328.025,35, , ,  ,,,,,,,,,,,,,,
Na II ,328.278,90, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,8.60E+05,1 186 630       , 3/2 ,,,,,,,,,,,,,,
Na II ,328.5602,1700,1.10E+08,299 189.96    ,2,,,,,,,,,,,,,,
Na VI , ,  ,1.34E+05,1 258 610       ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VI , ,  ,7.58E+05,1 258 610       ,3,,,,,,,,,,,,,,
Na II ,328.934,60, , ,  ,,,,,,,,,,,,,,
Na II ,329.044,80, , ,  ,,,,,,,,,,,,,,
Na II ,329.137,50, , ,  ,,,,,,,,,,,,,,
Na II ,329.25,80, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,329.474,60, , ,  ,,,,,,,,,,,,,,
Na II ,329.565,60, , ,  ,,,,,,,,,,,,,,
Na II ,329.714,70, , ,  ,,,,,,,,,,,,,,
Na II ,329.831,70, , ,  ,,,,,,,,,,,,,,
Na II ,329.968,130, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,330.1349,1700,4.54E+06,330 789.05    ,2,,,,,,,,,,,,,,
Na I ,330.2369,19,2.75E+06,30 272.58    , 3/2 ,,,,,,,,,,,,,,
Na I ,330.2979,18,2.73E+06,30 266.99    , 1/2 ,,,,,,,,,,,,,,
Na II ,330.4957,1500,3.60E+07,330 636.75    ,1,,,,,,,,,,,,,,
Na II ,330.788,200, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,331.268,60, , ,  ,,,,,,,,,,,,,,
Na II ,331.376,90, , ,  ,,,,,,,,,,,,,,
Na II ,331.408,70, , ,  ,,,,,,,,,,,,,,
Na II ,331.8039,1000,4.14E+07,330 636.75    ,1,,,,,,,,,,,,,,
Na II ,332.022,60, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,332.059,60, , ,  ,,,,,,,,,,,,,,
Na II ,332.393,60, , ,  ,,,,,,,,,,,,,,
Na II ,332.642,60, , ,  ,,,,,,,,,,,,,,
Na II ,332.689,100, , ,  ,,,,,,,,,,,,,,
Na II ,332.7689,950,9.45E+07,330 549.35    ,0,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,333.307,60, , ,  ,,,,,,,,,,,,,,
Na II ,333.368,60, , ,  ,,,,,,,,,,,,,,
Na II ,333.445,70, , ,  ,,,,,,,,,,,,,,
Na II ,333.801,70, , ,  ,,,,,,,,,,,,,,
Na II ,333.871,50, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,333.921,40, , ,  ,,,,,,,,,,,,,,
Na II ,333.982,45, , ,  ,,,,,,,,,,,,,,
Na VIII , ,  ,2.04E+07,1 843 110       ,1,,,,,,,,,,,,,,
Na II ,334.177,80, , ,  ,,,,,,,,,,,,,,
Na II ,334.226,100, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,334.317,70, , ,  ,,,,,,,,,,,,,,
Na II ,334.629,60, , ,  ,,,,,,,,,,,,,,
